No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	planta	APD	Espacio	Reason Code	Descripción	g	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00010918	2	3011	054	 	1351	"R LIN,100K,1%,TK100,63mW,0402"	10	ROH	NA	0.02	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00019595	1	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"	15	ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8153280092	NA	A2C00020895	42	3011	054	 	1351	"70V,150mA,2, common anode, FAST,SOT323_3"	6	ROH	NA	2.94	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00020895	75	3011	054	 	1351	"70V,150mA,2, common anode, FAST,SOT323_3"	19	ROH	NA	5.25	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00020895	19	3011	054	 	1351	"70V,150mA,2, common anode, FAST,SOT323_3"	10	ROH	NA	1.33	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00023274	15	3011	054	 	1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"	10	ROH	NA	2.55	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00028102	30	3011	054	 	1351	"2,OP AMP,0Hz,TSSOP8,OP-COMP/TLC2272-QPW"	7	ROH	NA	53.1	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00028102	97	3011	054	 	1351	"2,OP AMP,0Hz,TSSOP8,OP-COMP/TLC2272-QPW"	15	ROH	NA	171.69	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8153120093	NA	A2C00028102	66	3011	054	 	1351	"2,OP AMP,0Hz,TSSOP8,OP-COMP/TLC2272-QPW"	6	ROH	NA	116.82	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C5337549792	NA	A2C00029576	9	3011	054	 	1351	"C CER,X7R,2.2uF,10%,16V,0805,Sn"	4	ROH	NA	0.9	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00029576	82	3011	054	 	1351	"C CER,X7R,2.2uF,10%,16V,0805,Sn"	19	ROH	NA	8.2	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00029909	1	3011	054	 	1351	"10MHz,0.5%,CSTCE,CER RESONATOR"	7	ROH	NA	0.84	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C5337549793	NA	A2C00029909	1	3011	054	 	1351	"10MHz,0.5%,CSTCE,CER RESONATOR"	15	ROH	NA	0.84	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00034350	1	3011	054	 	1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"	7	ROH	NA	7.1	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C5337549793	NA	A2C00034350	4	3011	054	 	1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"	15	ROH	NA	28.4	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8153280093	NA	A2C00034350	1	3011	054	 	1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"	3	ROH	NA	7.1	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00034350	8	3011	054	 	1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"	15	ROH	NA	56.8	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8153120093	NA	A2C00034350	3	3011	054	 	1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"	6	ROH	NA	21.3	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00035033	7	3011	054	 	1351	"1,N_CHAN,MOS,POWER,55V,23A,40mOhm,TO252/"	7	ROH	NA	10.64	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00035033	2	3011	054	 	1351	"1,N_CHAN,MOS,POWER,55V,23A,40mOhm,TO252/"	7	ROH	NA	3.04	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C5337549793	NA	A2C00035033	3	3011	054	 	1351	"1,N_CHAN,MOS,POWER,55V,23A,40mOhm,TO252/"	15	ROH	NA	4.56	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00035033	15	3011	054	 	1351	"1,N_CHAN,MOS,POWER,55V,23A,40mOhm,TO252/"	15	ROH	NA	22.8	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00035033	12	3011	054	 	1351	"1,N_CHAN,MOS,POWER,55V,23A,40mOhm,TO252/"	19	ROH	NA	18.24	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00035033	21	3011	054	 	1351	"1,N_CHAN,MOS,POWER,55V,23A,40mOhm,TO252/"	10	ROH	NA	31.92	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C5337549793	NA	A2C00037383	2	3011	054	 	1351	"TA CAP,TA,22uF,10%,25V,SMD"	15	ROH	NA	3.6	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8153280092	NA	A2C00037383	3	3011	054	 	1351	"TA CAP,TA,22uF,10%,25V,SMD"	6	ROH	NA	5.4	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00037383	11	3011	054	 	1351	"TA CAP,TA,22uF,10%,25V,SMD"	19	ROH	NA	19.8	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00037522	2	3011	054	 	1351	"1,P_CHAN,MOS,POWER,30V,5.3A,48mOhm,TSOP"	7	ROH	NA	1.76	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C5337549793	NA	A2C00037522	3	3011	054	 	1351	"1,P_CHAN,MOS,POWER,30V,5.3A,48mOhm,TSOP"	15	ROH	NA	2.64	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00037522	1	3011	054	 	1351	"1,P_CHAN,MOS,POWER,30V,5.3A,48mOhm,TSOP"	15	ROH	NA	0.88	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8153120093	NA	A2C00037522	14	3011	054	 	1351	"1,P_CHAN,MOS,POWER,30V,5.3A,48mOhm,TSOP"	6	ROH	NA	12.32	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00039667	34	3011	054	 	1351	"22K,0.1%,TK25,100mW,0603,LIN RES/"	7	ROH	NA	9.86	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00039667	154	3011	054	 	1351	"22K,0.1%,TK25,100mW,0603,LIN RES/"	19	ROH	NA	44.66	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00039667	38	3011	054	 	1351	"22K,0.1%,TK25,100mW,0603,LIN RES/"	10	ROH	NA	11.02	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C5337549792	NA	A2C00042664	3	3011	054	 	1351	"IC MEM/AT25640A-TQ27U1,A1,64KBit,EEPROM,"	4	ROH	NA	7.68	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00046196	6	3011	054	 	1351	"47uF,20%,35V,SMD,AL,ELEC CAP/"	7	ROH	NA	4.02	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C5337549793	NA	A2C00046196	7	3011	054	 	1351	"47uF,20%,35V,SMD,AL,ELEC CAP/"	15	ROH	NA	4.69	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8153280093	NA	A2C00046196	29	3011	054	 	1351	"47uF,20%,35V,SMD,AL,ELEC CAP/"	3	ROH	NA	19.43	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00046196	15	3011	054	 	1351	"47uF,20%,35V,SMD,AL,ELEC CAP/"	15	ROH	NA	10.05	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8153120093	NA	A2C00046196	53	3011	054	 	1351	"47uF,20%,35V,SMD,AL,ELEC CAP/"	6	ROH	NA	35.51	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C5337549793	NA	A2C00046692	1	3011	054	 	1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"	15	ROH	NA	0.02	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00047538	1	3011	054	 	1351	"27V,500mW,SOD123,ZENER/MMSZ5254B"	7	ROH	NA	0.12	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00047538	5	3011	054	 	1351	"27V,500mW,SOD123,ZENER/MMSZ5254B"	19	ROH	NA	0.6	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8153120093	NA	A2C00047538	18	3011	054	 	1351	"27V,500mW,SOD123,ZENER/MMSZ5254B"	6	ROH	NA	2.16	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00047538	1	3011	054	 	1351	"27V,500mW,SOD123,ZENER/MMSZ5254B"	10	ROH	NA	0.12	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C5337549793	NA	A2C00052767	1	3011	054	 	1351	"100uH,1A,SMD,COIL/"	15	ROH	NA	2.3	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00054239	1	3011	054	 	1351	"600V,1.5A,1,STANDARD,SMB/DO214AA,RECT DI"	7	ROH	NA	0.27	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00054901	6	3011	054	 	1351	"IC MEM/M95128-WDW3TP/PC,A1,128KBit,EEPRO"	7	ROH	NA	17.16	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8153280092	NA	A2C00054901	4	3011	054	 	1351	"IC MEM/M95128-WDW3TP/PC,A1,128KBit,EEPRO"	6	ROH	NA	11.44	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00054901	7	3011	054	 	1351	"IC MEM/M95128-WDW3TP/PC,A1,128KBit,EEPRO"	19	ROH	NA	20.02	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00054901	24	3011	054	 	1351	"IC MEM/M95128-WDW3TP/PC,A1,128KBit,EEPRO"	10	ROH	NA	68.64	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C5337549793	NA	A2C00056446	1	3011	054	 	1351	"22uH,200mA,SMD,COIL/High speed CAN coil"	15	ROH	NA	2.51	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C5337549793	NA	A2C00057786	1	3011	054	 	1351	"TRANSCEIVER,LIN,SO8,BUS DRIVER IC/TJA102"	15	ROH	NA	1.9	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C40002657	28	3011	054	 	1351	"D SUP/MMBZ27VDA,SOT23"	7	ROH	NA	5.88	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C5337549792	NA	A2C40002657	5	3011	054	 	1351	"D SUP/MMBZ27VDA,SOT23"	4	ROH	NA	1.05	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8153280092	NA	A2C40002657	54	3011	054	 	1351	"D SUP/MMBZ27VDA,SOT23"	6	ROH	NA	11.34	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C40002657	30	3011	054	 	1351	"D SUP/MMBZ27VDA,SOT23"	19	ROH	NA	6.3	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C40002657	10	3011	054	 	1351	"D SUP/MMBZ27VDA,SOT23"	10	ROH	NA	2.1	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C5337549793	NA	A2C40002678	11	3011	054	 	1351	"T BIP/BC846B (3k reel),SOT23"	15	ROH	NA	0.77	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8153280093	NA	A2C40002678	67	3011	054	 	1351	"T BIP/BC846B (3k reel),SOT23"	3	ROH	NA	4.69	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C40002678	16	3011	054	 	1351	"T BIP/BC846B (3k reel),SOT23"	15	ROH	NA	1.12	PS_ARAMIS III_F.FERNAND	NO	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8153120093	NA	A2C40002678	33	3011	054	 	1351	"T BIP/BC846B (3k reel),SOT23"	6	ROH	NA	2.31	PS_ARAMIS III_F.FERNAND	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53395078	NA	A2C00002102	7	3011	054	 	1351	"220pF,5%,50V,C0G,0603,TINNED,CER CAP/"	17	ROH	NA	0.14	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00002102	11	3011	054	 	1351	"220pF,5%,50V,C0G,0603,TINNED,CER CAP/"	12	ROH	NA	0.22	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53395078	NA	A2C00004379	45	3011	054	 	1351	"R LIN,3K,1%,TK100,125mW,0805"	17	ROH	NA	0.45	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53395078	NA	A2C00004463	27	3011	054	 	1351	"R LIN,10K,1%,TK100,100mW,0603"	17	ROH	NA	0.27	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53395078	NA	A2C00004468	40	3011	054	 	1351	"R LIN,2K4,1%,TK100,125mW,0805"	17	ROH	NA	0.4	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00004468	66	3011	054	 	1351	"R LIN,2K4,1%,TK100,125mW,0805"	12	ROH	NA	0.66	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00004468	321	3011	054	 	1351	"R LIN,2K4,1%,TK100,125mW,0805"	11	ROH	NA	3.21	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53395078	NA	A2C00006792	11	3011	054	 	1351	"470nF,10%,16V,X7R,0805,TINNED,CER CAP/"	17	ROH	NA	0.77	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00006792	14	3011	054	 	1351	"470nF,10%,16V,X7R,0805,TINNED,CER CAP/"	12	ROH	NA	0.98	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00011076	2	3011	054	 	1351	"43K,1%,TK100,63mW,0603,LIN RES/ERJ"	12	ROH	NA	0.02	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53395078	NA	A2C00016441	30	3011	054	 	1351	"R LIN,100R,1%,TK100,100mW,0603"	17	ROH	NA	0.3	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00016441	19	3011	054	 	1351	"R LIN,100R,1%,TK100,100mW,0603"	12	ROH	NA	0.19	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53395078	NA	A2C00021661	4	3011	054	 	1351	"C CER,C0G,680pF,5%,50V,0603,Sn"	17	ROH	NA	0.16	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53395078	NA	A2C00022328	30	3011	054	 	1351	"1M,1%,TK100,63mW,0603,LIN RES/MCR"	17	ROH	NA	0.3	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53395078	NA	A2C00025918	41	3011	054	 	1351	"10nF,5%,50V,C0G,0805,-,CER CAP/"	17	ROH	NA	5.33	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00025918	292	3011	054	 	1351	"10nF,5%,50V,C0G,0805,-,CER CAP/"	12	ROH	NA	37.96	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00025918	116	3011	054	 	1351	"10nF,5%,50V,C0G,0805,-,CER CAP/"	11	ROH	NA	15.08	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00032411	15	3011	054	 	1351	"100nF,10%,100V,X7R,1206,Sn,CER CAP/++ op"	11	ROH	NA	3.45	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53395078	NA	A2C00033760	64	3011	054	 	1351	"220nF,10%,50V,X7R,0805,Sn,CER CAP/GCM"	17	ROH	NA	3.84	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00033760	14	3011	054	 	1351	"220nF,10%,50V,X7R,0805,Sn,CER CAP/GCM"	11	ROH	NA	0.84	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53395078	NA	A2C00035833	1	3011	054	 	1351	"80V,200mA,2,FAST,SOT363,RECT DIODE/BAV99"	17	ROH	NA	0.2	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53395078	NA	A2C00039362	22	3011	054	 	1351	"12MHz,0.5%,CSTCE,CER RESONATOR"	17	ROH	NA	18.48	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00039362	48	3011	054	 	1351	"12MHz,0.5%,CSTCE,CER RESONATOR"	12	ROH	NA	40.32	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00039362	108	3011	054	 	1351	"12MHz,0.5%,CSTCE,CER RESONATOR"	11	ROH	NA	90.72	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00039386	234	3011	054	 	1351	"17V,52V,0603,VARISTOR/AVR"	11	ROH	NA	37.44	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53395078	NA	A2C00044201	34	3011	054	 	1351	"600V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"	17	ROH	NA	5.44	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00044201	14	3011	054	 	1351	"600V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"	12	ROH	NA	2.24	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53395078	NA	A2C00046806	101	3011	054	 	1351	"1M2,1%,TK100,100mW,0603,LIN RES/"	17	ROH	NA	1.01	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00046806	190	3011	054	 	1351	"1M2,1%,TK100,100mW,0603,LIN RES/"	12	ROH	NA	1.9	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00048056	5	3011	054	 	1351	"IC BUS DRIV/ATA6662,SO8"	12	ROH	NA	8.1	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53395078	NA	A2C00053683	29	3011	054	 	1351	"1,PNP,NORMAL,1.5A,-80V,SOT223,BIP/BCP53-"	17	ROH	NA	9.57	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00053683	71	3011	054	 	1351	"1,PNP,NORMAL,1.5A,-80V,SOT223,BIP/BCP53-"	12	ROH	NA	23.43	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00053683	66	3011	054	 	1351	"1,PNP,NORMAL,1.5A,-80V,SOT223,BIP/BCP53-"	11	ROH	NA	21.78	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00055943	73	3011	054	 	1351	"1M2,1%,TK100,125mW,0805,LIN RES/Compact"	11	ROH	NA	0.73	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53395078	NA	A2C00056536	13	3011	054	 	1351	"E910.15, TRANSCEIVER,K/L Line LIN,SO8,BU"	17	ROH	NA	117.65	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53395078	NA	A2C40000085	143	3011	054	 	1351	"F BEAD/,0Ohm,600Ohm,500mA,SMD"	17	ROH	NA	8.58	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C40000085	371	3011	054	 	1351	"F BEAD/,0Ohm,600Ohm,500mA,SMD"	12	ROH	NA	22.26	OC_BOSE VW_N.NORTON MAR	NO	
548532	11/11/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C40000085	474	3011	054	 	1351	"F BEAD/,0Ohm,600Ohm,500mA,SMD"	11	ROH	NA	28.44	OC_BOSE VW_N.NORTON MAR	NO	
548533	11/11/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00000537	23	3011	054	 	1351	"1,PNP,NORMAL,1A,80V,SOT223,BIP/BCP53T1"	18	ROH	NA	7.13	OC_OCS NISSAN_N.NORTON	NO	
548533	11/11/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00004463	191	3011	054	 	1351	"R LIN,10K,1%,TK100,100mW,0603"	18	ROH	NA	1.91	OC_OCS NISSAN_N.NORTON	NO	
548533	11/11/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00004463	58	3011	054	 	1351	"R LIN,10K,1%,TK100,100mW,0603"	18	ROH	NA	0.58	OC_OCS NISSAN_N.NORTON	NO	
548533	11/11/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00004568	93	3011	054	 	1351	"R LIN,5K36,1%,TK100,100mW,0603"	18	ROH	NA	0.93	OC_OCS NISSAN_N.NORTON	NO	
548533	11/11/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00004568	144	3011	054	 	1351	"R LIN,5K36,1%,TK100,100mW,0603"	18	ROH	NA	1.44	OC_OCS NISSAN_N.NORTON	NO	
548533	11/11/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00006792	26	3011	054	 	1351	"470nF,10%,16V,X7R,0805,TINNED,CER CAP/"	18	ROH	NA	1.82	OC_OCS NISSAN_N.NORTON	NO	
548533	11/11/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00048396	43	3011	054	 	1351	"18V,50V,0805,VARISTOR/ PLZT-coating+++Pl"	18	ROH	NA	12.47	OC_OCS NISSAN_N.NORTON	NO	
548534	11/11/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00000537	12	3011	054	 	1351	"1,PNP,NORMAL,1A,80V,SOT223,BIP/BCP53T1"	18	ROH	NA	3.72	OC_OCS NISSAN_N.NORTON	NO	
548534	11/11/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00003818	11	3011	054	 	1351	"R LIN,330R,5%,TK200,100mW,0603"	18	ROH	NA	0.11	OC_OCS NISSAN_N.NORTON	NO	
548534	11/11/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00004567	23	3011	054	 	1351	"R LIN,51K1,1%,TK100,100mW,0603"	18	ROH	NA	0.23	OC_OCS NISSAN_N.NORTON	NO	
548534	11/11/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00004568	186	3011	054	 	1351	"R LIN,5K36,1%,TK100,100mW,0603"	18	ROH	NA	1.86	OC_OCS NISSAN_N.NORTON	NO	
548534	11/11/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00004568	34	3011	054	 	1351	"R LIN,5K36,1%,TK100,100mW,0603"	18	ROH	NA	0.34	OC_OCS NISSAN_N.NORTON	NO	
548534	11/11/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00006707	616	3011	054	 	1351	"R LIN,365K,1%,TK100,100mW,0603"	18	ROH	NA	6.16	OC_OCS NISSAN_N.NORTON	NO	
