No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	 	 	 	Reason Code	Descripción	Info.Obl.	Tipo	d	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
543472	01/11/2014	ZSCR	551	030-1	NA	'054	A2C53435477	NA	A2C5343547793	1				1301	pcb assy HONHRS5 V36 top side	5	HALB	S.Real	179.03	PS_HONDA HRS5_.	NO	
543473	01/11/2014	ZSCR	551	030-1	NA	'054	A2C53435477	NA	A2C5343547793	1				1301	pcb assy HONHRS5 V36 top side	5	HALB	S.Real	179.03	PS_HONDA HRS5_.	NO	
543475	01/11/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	17	HALB	S.Real	256.95	PS_SDM30_.	NO	
543477	01/11/2014	ZSCR	551	030-1	NA	'054	A2C34527200	NA	A2C53388687	1				1301	circuit board assy	2	HALB	S.Real	359.32	PS_ARAMIS 2012_.	NO	
543478	01/11/2014	ZSCR	551	030-1	NA	'054	A2C34527200	NA	A2C53388687	1				1301	circuit board assy	2	HALB	S.Real	359.32	PS_ARAMIS 2012_.	NO	
543479	01/11/2014	ZSCR	551	030-1	NA	'054	A2C32453910	NA	A2C3511610193	1				1301	pcb assy DAGSTAR2 D_12 SMD TOP	2	HALB	S.Real	305.73	PSAD_DAIMLER STAR 2_A.A	NO	
543481	01/11/2014	ZSCR	551	030-1	NA	'054	A2C32453911	NA	A2C3511610193	1				1301	pcb assy DAGSTAR2 D_12 SMD TOP	6	HALB	S.Real	305.73	PSAD_DAIMLER STAR 2_A.A	NO	
543499	01/11/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	17	HALB	S.Real	256.95	PS_SDM30_.	NO	
543501	01/11/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	17	HALB	S.Real	256.95	PS_SDM30_.	NO	
543502	01/11/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	17	HALB	S.Real	256.95	PS_SDM30_.	NO	
543508	01/11/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	17	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO	
543512	01/11/2014	ZSCR	551	030-1	NA	'054	A2C81622000	NA	A2C5339962993	1				1301	pcb assy HONHRS5 RO V13 TOP	1	HALB	S.Real	278.67	PS_HONDA HRS6_J.JUAN CH	NO	
543513	01/11/2014	ZSCR	551	030-1	NA	'054	A2C53429875	NA	A2C53429875A	1				1301	Hyundai circuit board assy 12FL SMD Top	6	HALB	S.Real	158.84	PS_HYUNDAI_.	NO	
543517	01/11/2014	ZSCR	551	030-1	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1301	pcb assy PTFSPEED10 D_26	11	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	
543518	01/11/2014	ZSCR	551	030-1	NA	'054	A2C86887711	NA	A2C86884501	1				1301	pcb assy DAGSTAR2 D_14	2	HALB	S.Real	499.67	PSAD_DAIMLER STAR 2_A.A	NO	
543520	01/11/2014	ZSCR	551	030-1	NA	'054	A2C86887710	NA	A2C86884501	1				1301	pcb assy DAGSTAR2 D_14	1	HALB	S.Real	499.67	PSAD_DAIMLER STAR 2_A.A	NO	
543531	01/11/2014	ZSCR	551	042-4	NA	'054	A2C8021660002	NA	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	17	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO	
543536	01/11/2014	ZSCR	551	034-2	NA	'054	A2C53435477	NA	A2C5343547793	4				1342	pcb assy HONHRS5 V36 top side	5	HALB	S.Real	716.12	PS_HONDA HRS5_.	NO	
543546	01/11/2014	ZSCR	551	040-1	NA	'054	A2C80644600	NA	A2C81531200	1	3011	054	 	1301	pcb assy DAGARM3 V14	24	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO	
543548	01/11/2014	ZSCR	551	040-1	NA	'054	A2C80644600	NA	A2C81531200	1	3011	054	 	1301	pcb assy DAGARM3 V14	24	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO	
543597	01/11/2014	ZSCR	551	040-1	NA	'054	A2C37964110	NA	A2C35116201	1				1401	pcb assy DAGSTAR2 D_13	5	HALB	S.Real	398.7	PSAD_DAIMLER STAR 2_A.A	NO	
543606	01/11/2014	ZSCR	551	040-1	NA	'054	A2C80644600	NA	A2C8153120093	1	3011	054	 	1301	pcb assy DAGARM3 V14 TOP	24	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
543614	01/11/2014	ZSCR	551	034-8	NA	'054	A2C94490800	NA	A2C94490800	2				1348	pcb assy HONHRS5 V37	5	HALB	S.Real	361.24	PS_HONDA HRS6_J.JUAN CH	NO	
543616	01/11/2014	ZSCR	551	040-1	NA	'054	A2C94490800	NA	A2C94490800	1				1401	pcb assy HONHRS5 V37	5	HALB	S.Real	180.62	PS_HONDA HRS6_J.JUAN CH	NO	
543621	01/11/2014	ZSCR	551	030-1	NA	'054	A2C80644600	NA	A2C8153120093	1	3011	054	 	1301	pcb assy DAGARM3 V14 TOP	24	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
543623	01/11/2014	ZSCR	551	030-1	NA	'054	A2C80644600	NA	A2C8153120093	1	3011	054	 	1301	pcb assy DAGARM3 V14 TOP	24	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
543624	01/11/2014	ZSCR	551	030-1	NA	'054	A2C80644601	NA	A2C8153120093	1				1301	pcb assy DAGARM3 V14 TOP	7	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
543626	01/11/2014	ZSCR	551	030-1	NA	'054	A2C80644601	NA	A2C8153120093	3				1301	pcb assy DAGARM3 V14 TOP	7	HALB	S.Real	1108.56	PS_ARAMIS III_E.EDWIN R	NO	
543635	01/11/2014	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C53417068A	1	3011	054	 	1301	VW10 circuit board assy 8FL SMD Top	21	HALB	S.Real	166.71	PS_VW10 LC_U.ULISES VIL	NO	
543637	01/11/2014	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C53417068A	1	3011	054	 	1301	VW10 circuit board assy 8FL SMD Top	21	HALB	S.Real	166.71	PS_VW10 LC_U.ULISES VIL	NO	
543674	01/11/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	24	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	17	HALB	S.Real	6357.36	PS_HONDA HRS6_J.JUAN CH	NO	
543894	02/11/2014	ZSCR	551	030-1	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1301	pcb assy PTFSPEED10 D_26	11	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	
543895	02/11/2014	ZSCR	551	030-1	NA	'054	A2C81543200	NA	A2C53388687	1	3011	054	 	1301	circuit board assy	13	HALB	S.Real	359.32	PS_ARAMIS 2013_E.EDWIN	NO	
543897	02/11/2014	ZSCR	551	030-1	NA	'054	A2C81531200	NA	A2C8153120093	1				1301	pcb assy DAGARM3 V14 TOP	7	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
543903	02/11/2014	ZSCR	551	030-1	NA	'054	A2C53429875	NA	A2C53429875A	2				1301	Hyundai circuit board assy 12FL SMD Top	6	HALB	S.Real	317.68	PS_HYUNDAI_.	NO	
543906	02/11/2014	ZSCR	551	030-1	NA	'054	A2C8665110093	NA	A2C8665110093	2				1301	ARMADA 12 BR 171 PCB SMD ASSEMBLY	1	HALB	S.Real	839	OES_ARMADA_.	NO	
543909	02/11/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	17	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO	
543910	02/11/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	17	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO	
543911	02/11/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	17	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO	
543912	02/11/2014	ZSCR	551	030-1	NA	'054	A2C91764400	NA	A2C9257270093	1	3011	054	 	1301	pcb assy GMSMD30 Top	29	HALB	S.Real	384.12	PS_SDM30_.	NO	
543913	02/11/2014	ZSCR	551	030-1	NA	'054	A2C91764400	NA	A2C9257270093	1	3011	054	 	1301	pcb assy GMSMD30 Top	29	HALB	S.Real	384.12	PS_SDM30_.	NO	
543914	02/11/2014	ZSCR	551	030-1	NA	'054	A2C91764400	NA	A2C9257270093	1	3011	054	 	1301	pcb assy GMSMD30 Top	29	HALB	S.Real	384.12	PS_SDM30_.	NO	
543915	02/11/2014	ZSCR	551	030-1	NA	'054	A2C91764400	NA	A2C9257270093	1	3011	054	 	1301	pcb assy GMSMD30 Top	29	HALB	S.Real	384.12	PS_SDM30_.	NO	
543916	02/11/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	17	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO	
543917	02/11/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	17	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO	
543918	02/11/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	17	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO	
543919	02/11/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	2				1301	subensamble de SMD BoSe VW Top	7	HALB	S.Real	144.86	OC_BOSE VW_A.ANA TAPIA-	NO	
543922	02/11/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	29	HALB	S.Real	332.31	PS_SDM10+_.	NO	
543923	02/11/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	29	HALB	S.Real	332.31	PS_SDM10+_.	NO	
543925	02/11/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	29	HALB	S.Real	332.31	PS_SDM10+_.	NO	
543926	02/11/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	29	HALB	S.Real	332.31	PS_SDM10+_.	NO	
543927	02/11/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	29	HALB	S.Real	332.31	PS_SDM10+_.	NO	
543928	02/11/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	29	HALB	S.Real	332.31	PS_SDM10+_.	NO	
543929	02/11/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	29	HALB	S.Real	332.31	PS_SDM10+_.	NO	
543931	02/11/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	29	HALB	S.Real	332.31	PS_SDM10+_.	NO	
543932	02/11/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	29	HALB	S.Real	332.31	PS_SDM10+_.	NO	
543933	02/11/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	29	HALB	S.Real	332.31	PS_SDM10+_.	NO	
543934	02/11/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	29	HALB	S.Real	332.31	PS_SDM10+_.	NO	
543935	02/11/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	29	HALB	S.Real	332.31	PS_SDM10+_.	NO	
543936	02/11/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	29	HALB	S.Real	332.31	PS_SDM10+_.	NO	
543937	02/11/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	29	HALB	S.Real	332.31	PS_SDM10+_.	NO	
543938	02/11/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	29	HALB	S.Real	332.31	PS_SDM10+_.	NO	
543951	02/11/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	17	HALB	S.Real	256.95	PS_SDM30_.	NO	
543971	02/11/2014	ZSCR	551	030-1	NA	'054	A2C38070400	NA	A2C3320950093	1	3011	054	 	1301	SMD A FIAT 310 V16 TOP	17	HALB	S.Real	119.31	PS_FIAT BRAZIL_E.EDWIN	NO	4983653707
543972	02/11/2014	ZSCR	551	030-1	NA	'054	A2C38070400	NA	A2C3320950093	1	3011	054	 	1301	SMD A FIAT 310 V16 TOP	17	HALB	S.Real	119.31	PS_FIAT BRAZIL_E.EDWIN	NO	4983653707
543973	02/11/2014	ZSCR	551	030-1	NA	'054	A2C38070400	NA	A2C3320950093	1	3011	054	 	1301	SMD A FIAT 310 V16 TOP	17	HALB	S.Real	119.31	PS_FIAT BRAZIL_E.EDWIN	NO	4983653707
543974	02/11/2014	ZSCR	551	030-1	NA	'054	A2C38070400	NA	A2C3320950093	1	3011	054	 	1301	SMD A FIAT 310 V16 TOP	17	HALB	S.Real	119.31	PS_FIAT BRAZIL_E.EDWIN	NO	4983653707
543975	02/11/2014	ZSCR	551	030-1	NA	'054	A2C38070400	NA	A2C3320950093	1	3011	054	 	1301	SMD A FIAT 310 V16 TOP	17	HALB	S.Real	119.31	PS_FIAT BRAZIL_E.EDWIN	NO	4983653707
543976	02/11/2014	ZSCR	551	030-1	NA	'054	A2C38070400	NA	A2C3320950093	1	3011	054	 	1301	SMD A FIAT 310 V16 TOP	17	HALB	S.Real	119.31	PS_FIAT BRAZIL_E.EDWIN	NO	4983653707
543977	02/11/2014	ZSCR	551	030-1	NA	'054	A2C3320950092	NA	A2C53387067	1	3011	054	 	1301	pcb FIAT ACU MA	16	ROH	NA	11.45	PS_FIAT BRAZIL_E.EDWIN	NO	4983653652
543985	02/11/2014	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	1				1301	pcb assy HONHRS6 V20 TOP	3	HALB	S.Real	265.24	PS_HONDA HRS6_J.JUAN CH	NO	
544007	02/11/2014	ZSCR	551	030-1	NA	'054	A2C53395077	NA	A2C53395077	1	3011	054	 	1301	pcb assy	12	HALB	S.Real	66.78	OC_BOSE BMW_A.ANA TAPIA	NO	
544011	02/11/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1				1301	subensamble de SMD BoSe VW Top	7	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
544012	02/11/2014	ZSCR	551	030-1	NA	'054	A2C53374378	NA	A2C53374378A	1				1301	VW10 circuit board assy 12FL SMD Top	2	HALB	S.Real	166.4	PS_VW10 LC_U.ULISES VIL	NO	
544013	02/11/2014	ZSCR	551	030-1	NA	'054	A2C53374378	NA	A2C53374378A	1				1301	VW10 circuit board assy 12FL SMD Top	2	HALB	S.Real	166.4	PS_VW10 LC_U.ULISES VIL	NO	
544014	02/11/2014	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C53417068A	1	3011	054	 	1301	VW10 circuit board assy 8FL SMD Top	21	HALB	S.Real	166.71	PS_VW10 LC_U.ULISES VIL	NO	
544015	02/11/2014	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C53417068A	1	3011	054	 	1301	VW10 circuit board assy 8FL SMD Top	21	HALB	S.Real	166.71	PS_VW10 LC_U.ULISES VIL	NO	
544016	02/11/2014	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C53417068A	1	3011	054	 	1301	VW10 circuit board assy 8FL SMD Top	21	HALB	S.Real	166.71	PS_VW10 LC_U.ULISES VIL	NO	
544018	02/11/2014	ZSCR	551	030-1	NA	'054	A2C81531200	NA	A2C8153120093	1				1301	pcb assy DAGARM3 V14 TOP	7	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
544023	02/11/2014	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C53417068A	1	3011	054	 	1301	VW10 circuit board assy 8FL SMD Top	21	HALB	S.Real	166.71	PS_VW10 LC_U.ULISES VIL	NO	
544025	02/11/2014	ZSCR	551	030-1	NA	'054	A2C53412213	NA	A2C53412223	1				1301	circuit board assy	9	HALB	S.Real	127	PSAD_GM BRASIL_A.ANA TA	NO	
544027	02/11/2014	ZSCR	551	030-1	NA	'054	A2C53412213	NA	A2C53412223	1				1301	circuit board assy	9	HALB	S.Real	127	PSAD_GM BRASIL_A.ANA TA	NO	
544029	02/11/2014	ZSCR	551	030-1	NA	'054	A2C53412213	NA	A2C53412223	1				1301	circuit board assy	9	HALB	S.Real	127	PSAD_GM BRASIL_A.ANA TA	NO	
544032	02/11/2014	ZSCR	551	030-1	NA	'054	A2C81531200	NA	A2C8153120093	1				1301	pcb assy DAGARM3 V14 TOP	7	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
544034	02/11/2014	ZSCR	551	030-1	NA	'054	A2C81542300	NA	A2C81543200	1				1301	pcb assy	4	HALB	S.Real	415.2	PS_ARAMIS 2013_E.EDWIN	NO	
544043	02/11/2014	ZSCR	551	030-1	NA	'054	A2C81543200	NA	A2C53388687	1	3011	054	 	1301	circuit board assy	13	HALB	S.Real	359.32	PS_ARAMIS 2013_E.EDWIN	NO	
544045	02/11/2014	ZSCR	551	030-1	NA	'054	A2C81543200	NA	A2C53388687	1	3011	054	 	1301	circuit board assy	13	HALB	S.Real	359.32	PS_ARAMIS 2013_E.EDWIN	NO	
544047	02/11/2014	ZSCR	551	030-1	NA	'054	A2C81543200	NA	A2C53388687	1	3011	054	 	1301	circuit board assy	13	HALB	S.Real	359.32	PS_ARAMIS 2013_E.EDWIN	NO	
544048	02/11/2014	ZSCR	551	030-1	NA	'054	A2C81543200	NA	A2C53388687	1	3011	054	 	1301	circuit board assy	13	HALB	S.Real	359.32	PS_ARAMIS 2013_E.EDWIN	NO	
544051	02/11/2014	ZSCR	551	030-1	NA	'054	A2C81543200	NA	A2C53388687	1	3011	054	 	1301	circuit board assy	13	HALB	S.Real	359.32	PS_ARAMIS 2013_E.EDWIN	NO	
544053	02/11/2014	ZSCR	551	030-1	NA	'054	A2C81543200	NA	A2C53388687	1	3011	054	 	1301	circuit board assy	13	HALB	S.Real	359.32	PS_ARAMIS 2013_E.EDWIN	NO	
544071	02/11/2014	ZSCR	551	040-1	NA	'054	A2C81542300	NA	A2C81543200	1				1401	pcb assy	4	HALB	S.Real	415.2	PS_ARAMIS 2013_E.EDWIN	NO	
544072	02/11/2014	ZSCR	551	034-4	NA	'054	A2C32453911	NA	A2C35116101	1				1344	pcb assy DAGSTAR2 D_12	6	HALB	S.Real	382.92	PSAD_DAIMLER STAR 2_A.A	NO	
544074	02/11/2014	ZSCR	551	040-3	NA	'054	A2C91764100	NA	A2C53338471	4	3011	054	 	1301	contact element	17	ROH	NA	4.08	PS_SDM30_.	NO	
544074	02/11/2014	ZSCR	551	040-3	NA	'054	A2C91764100	NA	A2C40000025	2	3011	054	 	1301	"C ELEC,AL,6.8mF,20%,35V"	17	ROH	NA	13.66	PS_SDM30_.	NO	
544074	02/11/2014	ZSCR	551	040-3	NA	'054	A2C91764100	NA	A2C53395715	2	3011	054	 	1301	housing WIC P BK A-B	17	ROH	NA	69.6	PS_SDM30_.	NO	
544075	02/11/2014	ZSCR	551	034-2	NA	'054	A2C38070400	NA	A2C53337250	6	3011	054	 	1301	"pan head screw M3 x 8,00 1242"	17	ROH	NA	1.14	PS_FIAT BRAZIL_E.EDWIN	NO	4983653707
544075	02/11/2014	ZSCR	551	034-2	NA	'054	A2C38070400	NA	A2C33209500	3	3011	054	 	1301	pcb assy FIA199 V16	17	HALB	S.Real	473.94	PS_FIAT BRAZIL_E.EDWIN	NO	4983653707
544075	02/11/2014	ZSCR	551	034-2	NA	'054	A2C38070400	NA	A2C53332369	3	3011	054	 	1301	base plate B	17	ROH	NA	20.88	PS_FIAT BRAZIL_E.EDWIN	NO	4983653707
544079	02/11/2014	ZSCR	551	034-2	NA	'054	A2C8021770003	NA	A2C8021770003	1				1342	pcb assy HONHRS6 D_20_SW	6	HALB	S.Real	307.48	PS_HONDA HRS6_J.JUAN CH	NO	
544082	02/11/2014	ZSCR	551	040-1	NA	'054	A2C5340491402	NA	A2C5340491402	1				1401	pcb assy HONHRS5 V30 REV 02	6	HALB	S.Real	326.89	PS_HONDA HRS5_.	NO	
544091	02/11/2014	ZSCR	551	034-2	NA	'054	5WK44285	NA	A2C53367544	1				1342	ACU VW10 MY10 M35 08 04 0 0 0 000	4	HALB	S.Real	208.93	PS_VW10 LC_U.ULISES VIL	NO	
544099	02/11/2014	ZSCR	551	034-2	NA	'054	A2C94490800	NA	A2C94490800	1				1342	pcb assy HONHRS5 V37	5	HALB	S.Real	180.62	PS_HONDA HRS5_.	NO	
544100	02/11/2014	ZSCR	551	040-3	NA	'054	A2C94490800	NA	A2C94490800	1				1403	pcb assy HONHRS5 V37	5	HALB	S.Real	180.62	PS_HONDA HRS5_.	NO	
544109	02/11/2014	ZSCR	551	040-3	NA	'054	A2C53429875	NA	A2C53429875A	1				1403	Hyundai circuit board assy 12FL SMD Top	6	HALB	S.Real	158.84	PS_HYUNDAI_.	NO	
544113	02/11/2014	ZSCR	551	040-3	NA	'054	A2C91764400	NA	A2C40000025	1	3011	054	 	1301	"C ELEC,AL,6.8mF,20%,35V"	29	ROH	NA	6.83	PS_SDM30_.	NO	
544113	02/11/2014	ZSCR	551	040-3	NA	'054	A2C91764400	NA	A2C53338471	1	3011	054	 	1301	contact element	29	ROH	NA	1.02	PS_SDM30_.	NO	
544113	02/11/2014	ZSCR	551	040-3	NA	'054	A2C91764400	NA	A2C53395713	1	3011	054	 	1301	housing WIC P BK A-D	29	ROH	NA	36.47	PS_SDM30_.	NO	
544114	02/11/2014	ZSCR	551	040-3	NA	'054	A2C82097900	NA	A2C53405780	1				1403	housing	1	ROH	NA	26.37	PS_HONDA HRS6_J.JUAN CH	NO	
544117	02/11/2014	ZSCR	551	034-1	NA	'054	A2C91764300	NA	A2C40000025	6				1341	"C ELEC,AL,6.8mF,20%,35V"	6	ROH	NA	40.98	PS_SDM10+_.	NO	
544119	02/11/2014	ZSCR	551	034-2	NA	'054	A2C82134600	NA	A2C53333520	50				1342	TYPE LABLE	1	ROH	NA	19	PS_SDM10+_.	NO	
544120	02/11/2014	ZSCR	551	034-2	NA	'054	A2C91764400	NA	A2C83145200	100	3011	054	 	1301	certification label identificati	29	ROH	NA	33	PS_SDM30_.	NO	
544155	02/11/2014	ZSCR	551	034-2	NA	'054	A2C83016100	NA	A2C82535500	150				1342	certification label identificati	1	ROH	NA	37.5	PSAD_OPEL 4400_J.JOSE O	NO	
544156	02/11/2014	ZSCR	551	034-2	NA	'054	A2C83046900	NA	A2C83043900	75				1342	label identificati	1	ROH	NA	84.75	PSAD_LAND ROVER_J.JOSE	NO	
544157	02/11/2014	ZSCR	551	034-2	NA	'054	A2C86329900	NA	A2C83008400	60				1342	label identificati	1	ROH	NA	12.6	PSAD_VOLVO P15_J.JOSE O	NO	
544158	02/11/2014	ZSCR	551	034-2	NA	'054	A2C89711901	NA	A2C83021500	20				1342	label identificati	1	ROH	NA	543.2	PSAD_ARMIN_J.JOSE ORTIZ	NO	
544178	02/11/2014	ZSCR	551	030-1	NA	'054	A2C32682200	NA	A2C53391886	1				1301	circuit board assy	5	HALB	S.Real	202.75	PSAD_EPSILON_O.OSCAR FO	NO	
544180	02/11/2014	ZSCR	551	030-1	NA	'054	A2C53389850	NA	A2C53391886	1				1301	circuit board assy	1	HALB	S.Real	202.75	PSAD_EPSILON_O.OSCAR FO	NO	
544181	02/11/2014	ZSCR	551	030-1	NA	'054	A2C32682200	NA	A2C53391886	1				1301	circuit board assy	5	HALB	S.Real	202.75	PSAD_EPSILON_O.OSCAR FO	NO	
544182	02/11/2014	ZSCR	551	030-1	NA	'054	A2C32682200	NA	A2C53391886	1				1301	circuit board assy	5	HALB	S.Real	202.75	PSAD_EPSILON_O.OSCAR FO	NO	
544183	02/11/2014	ZSCR	551	030-1	NA	'054	A2C32682200	NA	A2C53391886	2				1301	circuit board assy	5	HALB	S.Real	405.5	PSAD_EPSILON_O.OSCAR FO	NO	
544184	02/11/2014	ZSCR	551	030-1	NA	'054	A2C32682200	NA	A2C53391886	2				1301	circuit board assy	5	HALB	S.Real	405.5	PSAD_EPSILON_O.OSCAR FO	NO	
544277	03/11/2014	ZSCR	551	030-1	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1301	pcb assy PTFSPEED10 D_26	11	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	
544283	03/11/2014	ZSCR	551	030-1	NA	'054	A2C81543200	NA	A2C53388687	1	3011	054	 	1301	circuit board assy	13	HALB	S.Real	359.32	PS_ARAMIS 2013_E.EDWIN	NO	
544284	03/11/2014	ZSCR	551	030-1	NA	'054	A2C81543200	NA	A2C53388687	1	3011	054	 	1301	circuit board assy	13	HALB	S.Real	359.32	PS_ARAMIS 2013_E.EDWIN	NO	
544285	03/11/2014	ZSCR	551	030-1	NA	'054	A2C81543200	NA	A2C53388687	1	3011	054	 	1301	circuit board assy	13	HALB	S.Real	359.32	PS_ARAMIS 2013_E.EDWIN	NO	
544286	03/11/2014	ZSCR	551	030-1	NA	'054	A2C81543200	NA	A2C53388687	1	3011	054	 	1301	circuit board assy	13	HALB	S.Real	359.32	PS_ARAMIS 2013_E.EDWIN	NO	
544289	03/11/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	17	HALB	S.Real	256.95	PS_SDM30_.	NO	
544295	03/11/2014	ZSCR	551	030-1	NA	'054	A2C8327870092	NA	A2C83277500	8				1301	pcb	1	ROH	NA	183.12	PS_SDM30_.	NO	
544300	03/11/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	17	HALB	S.Real	256.95	PS_SDM30_.	NO	
544302	03/11/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	17	HALB	S.Real	256.95	PS_SDM30_.	NO	
544306	03/11/2014	ZSCR	551	030-1	NA	'054	A2C32453911	NA	A2C3511610193	1				1301	pcb assy DAGSTAR2 D_12 SMD TOP	6	HALB	S.Real	305.73	PSAD_DAIMLER STAR 2_A.A	NO	
