No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	 	 	 	Reason Code	Descripción	Info.Obl.	Tipo	d	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
545046	04/11/2014	ZSCR	551	040-3	NA	'054	A2C38070400	NA	A2C33209500	2	3011	054	 	1301	pcb assy FIA199 V16	17	HALB	S.Real	315.96	PS_FIAT BRAZIL_E.EDWIN	NO	4983653707
545049	04/11/2014	ZSCR	551	040-3	NA	'054	A2C31080700	NA	A2C3108070093	1	3011	054	 	1403	SMT Top Chrysler RT ORC MY13	10	HALB	S.Real	272.92	PS_CHRYSLER MY2013_E.ED	NO	4983653172
545050	04/11/2014	ZSCR	551	040-3	NA	'054	A2C38070400	NA	A2C3320950093	2	3011	054	 	1301	SMD A FIAT 310 V16 TOP	17	HALB	S.Real	238.62	PS_FIAT BRAZIL_E.EDWIN	NO	4983653707
545059	04/11/2014	ZSCR	551	040-1	NA	'054	A2C30910808	NA	A2C32509000	1	3011	054	 	1401	pcb assy VW20 V01	10	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO	4983653258
545061	04/11/2014	ZSCR	551	040-1	NA	'054	A2C32453911	NA	A2C35116101	1				1401	pcb assy DAGSTAR2 D_12	6	HALB	S.Real	382.92	PSAD_DAIMLER STAR 2_A.A	NO	
545063	04/11/2014	ZSCR	551	040-1	NA	'054	A2C32453907	NA	A2C35116100	2				1401	pcb assy DAGSTAR2 D_2	2	HALB	S.Real	766.02	PSAD_DAIMLER STAR 2_A.A	NO	
545066	04/11/2014	ZSCR	551	040-3	NA	'054	A2C31080700	NA	A2C3108070093	1	3011	054	 	1403	SMT Top Chrysler RT ORC MY13	10	HALB	S.Real	272.92	PS_CHRYSLER MY2013_E.ED	NO	4983653172
545067	04/11/2014	ZSCR	551	040-1	NA	'054	A2C30910808	NA	A2C32509000	1	3011	054	 	1401	pcb assy VW20 V01	10	HALB	S.Real	137.33	PS_VW20 MQB_.	NO	4983653258
545068	04/11/2014	ZSCR	551	034-2	NA	'054	5WK44830	NA	A2C53405780	2				1342	housing	1	ROH	NA	52.74	PS_HONDA HRS6_J.JUAN CH	NO	
545068	04/11/2014	ZSCR	551	034-2	NA	'054	5WK44748	NA	A2C53397769	5				1342	housing	1	ROH	NA	103.75	PS_HONDA HRS6_J.JUAN CH	NO	
545070	04/11/2014	ZSCR	551	040-5	NA	'054	A2C31080700	NA	A2C30202900	1	3011	054	 	1405	multipoint connector 84P H 2SYS AFAD	10	ROH	NA	38.77	PS_CHRYSLER MY2013_E.ED	NO	4983653172
545070	04/11/2014	ZSCR	551	040-5	NA	'054	A2C31080700	NA	A2C53330109	3	3011	054	 	1405	socket	10	ROH	NA	54.3	PS_CHRYSLER MY2013_E.ED	NO	4983653172
545074	04/11/2014	ZSCR	551	034-2	NA	'054	5WK44675	NA	A2C53337250	4				1342	"pan head screw M3 x 8,00 1242"	4	ROH	NA	0.76	PS_FIAT BRAZIL_E.EDWIN	NO	
545074	04/11/2014	ZSCR	551	034-2	NA	'054	5WK44675	NA	A2C53332369	1				1342	base plate B	4	ROH	NA	6.96	PS_FIAT BRAZIL_E.EDWIN	NO	
545074	04/11/2014	ZSCR	551	034-2	NA	'054	5WK44675	NA	A2C53408763	1				1342	pcb assy FIA326 OCS V15	4	HALB	S.Real	154.96	PS_FIAT BRAZIL_E.EDWIN	NO	
545078	04/11/2014	ZSCR	551	040-3	NA	'054	A2C38122200	NA	A2C33209900	1				1403	pcb assy FIA199 V18	4	HALB	S.Real	157.41	PS_FIAT BRAZIL_E.EDWIN	NO	
545087	04/11/2014	ZSCR	551	034-2	NA	'054	A2C5340491402	NA	A2C5340491402	6				1342	pcb assy HONHRS5 V30 REV 02	6	HALB	S.Real	1961.34	PS_HONDA HRS5_.	NO	
545091	04/11/2014	ZSCR	551	034-2	NA	'054	5WY89350	NA	A2C53436156	2	3011	054	 	1342	cover RAP T BK	12	ROH	NA	12.8	PS_CHRYSLER MY2013_E.ED	NO	4983653172
545093	04/11/2014	ZSCR	551	034-1	NA	'054	5WK44285	NA	A2C00027389	2				1341	cover	4	ROH	NA	5.12	PS_VW10 LC_U.ULISES VIL	NO	
545097	04/11/2014	ZSCR	551	034-2	NA	'054	5WY89350	NA	A2C30199000	15	3011	054	 	1342	base plate	12	ROH	NA	99.75	PS_CHRYSLER MY2013_E.ED	NO	4983653172
545097	04/11/2014	ZSCR	551	034-2	NA	'054	5WY89350	NA	A2C53436156	15	3011	054	 	1342	cover RAP T BK	12	ROH	NA	96	PS_CHRYSLER MY2013_E.ED	NO	4983653172
545097	04/11/2014	ZSCR	551	034-2	NA	'054	5WY89350	NA	A2C53424009	60	3011	054	 	1342	"pan head screw 3,5 x 12,00 1268"	12	ROH	NA	11.4	PS_CHRYSLER MY2013_E.ED	NO	4983653172
545102	04/11/2014	ZSCR	551	040-3	NA	'054	5WY89340	NA	A2C32682200	4				1403	airbag control elect	1	HALB	S.Real	1060.6	PSAD_EPSILON_O.OSCAR FO	NO	
545118	04/11/2014	ZSCR	551	034-2	NA	'054	5WY82780	NA	A2C00013954	31				1342	"pan head screw SF-M4 x 10,00 1241"	3	ROH	NA	9.3	PS_FORD_.	NO	
545118	04/11/2014	ZSCR	551	034-2	NA	'054	5WY82780	NA	6590160301	1				1342	Housing Ford Airbags	3	ROH	NA	17.45	PS_FORD_.	NO	
545118	04/11/2014	ZSCR	551	034-2	NA	'054	5WY82780	NA	6590160701	1				1342	COVER VN127 RCM3V	3	ROH	NA	2.66	PS_FORD_.	NO	
545134	04/11/2014	ZSCR	551	040-3	NA	'054	5WY78940	NA	A2C53095265	1				1403	circuit board assy	1	HALB	S.Real	204.88	PS_FORD_.	NO	
545135	04/11/2014	ZSCR	551	034-2	NA	'054	A2C53241830	NA	A2C53241830	3				1342	circuit board assy	1	HALB	S.Real	746.22	PS_FORD_.	NO	
545138	04/11/2014	ZSCR	551	040-1	NA	'054	A2C83007700	NA	A2C83007800	1				1401	pcb assy VOLP1X P11P12P14	2	HALB	S.Real	335.97	OES_VOLVO P1_J.JOSE ORT	NO	
545139	04/11/2014	ZSCR	551	040-1	NA	'054	A2C84370400	NA	A2C84370500	1				1401	MRS*C3 AML-VH400 PCB TOP MAN. ASSEMBLY	2	HALB	S.Real	334.62	PSAD_ASTON MARTIN_J.JOS	NO	
545141	04/11/2014	ZSCR	551	040-1	NA	'054	A2C83007700	NA	A2C83007800	1				1401	pcb assy VOLP1X P11P12P14	2	HALB	S.Real	335.97	PSAD_VOLVO P15_J.JOSE O	NO	
545148	04/11/2014	ZSCR	551	034-2	NA	'054	5WK44120	NA	A2C53324560	200				1342	certification label spool part p	2	ROH	NA	100	PS_ARAMIS III_E.EDWIN R	NO	
545149	04/11/2014	ZSCR	551	034-2	NA	'054	5WK44252	NA	A2C53098572	500				1342	label	1	ROH	NA	205	OC_BOSE VW_A.ANA TAPIA-	NO	
545150	04/11/2014	ZSCR	551	034-2	NA	'054	5WK44781	NA	A2C00014697	100				1342	sticker	3	ROH	NA	51	PS_VW10 LC_U.ULISES VIL	NO	
545151	04/11/2014	ZSCR	551	034-2	NA	'054	5WK44781	NA	A2C00014697	50				1342	sticker	3	ROH	NA	25.5	PS_VW10 LC_U.ULISES VIL	NO	
545152	04/11/2014	ZSCR	551	034-2	NA	'054	A2C91764400	NA	A2C83145200	100	3011	054	 	1301	certification label identificati	29	ROH	NA	33	PS_SDM10+_.	NO	
545152	04/11/2014	ZSCR	551	034-2	NA	'054	A2C85801200	NA	A2C53333520	100				1342	TYPE LABLE	1	ROH	NA	38	PS_SDM10+_.	NO	
545153	04/11/2014	ZSCR	551	034-2	NA	'054	5WK43025	NA	6593331401	120				1342	ETIQUETA DE IDENTIFIC. HONDA	3	ROH	NA	31.2	PS_HONDA HRS6_J.JUAN CH	NO	
545153	04/11/2014	ZSCR	551	034-2	NA	'054	5WK43007	NA	6593571403	10				1342	ETIQUETA C/ROTULO DE ADVERTENC s/d	1	ROH	NA	8.1	PS_HONDA HRS6_J.JUAN CH	NO	
545155	04/11/2014	ZSCR	551	034-2	NA	'054	5WK43242	NA	6593571403	10				1342	ETIQUETA C/ROTULO DE ADVERTENC s/d	2	ROH	NA	8.1	PS_HONDA HRS6_J.JUAN CH	NO	
545155	04/11/2014	ZSCR	551	034-2	NA	'054	5WK43025	NA	6593331401	50				1342	ETIQUETA DE IDENTIFIC. HONDA	3	ROH	NA	13	PS_HONDA HRS6_J.JUAN CH	NO	
545156	04/11/2014	ZSCR	551	034-2	NA	'054	A2C91764300	NA	A2C83145200	100				1342	certification label identificati	6	ROH	NA	33	PSAD_GM BRASIL_A.ANA TA	NO	
545169	04/11/2014	ZSCR	551	034-2	NA	'054	5WK44508	NA	A2C00027389	1				1342	cover	3	ROH	NA	2.56	PS_VW10 LC_U.ULISES VIL	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00037377	5	3011	054	 	1301	"6.8uH,570mA,SMD,COIL/SIMID 1210-H100"	14	ROH	NA	1.25	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00023789	46	3011	054	 	1301	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"	14	ROH	NA	0.92	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00011374	1	3011	054	 	1301	"R LIN,8K25,1%,TK100,63mW,0402"	14	ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00063244	9	3011	054	 	1301	"D SUP/PTVS12VS1UR,SOD123W"	14	ROH	NA	5.76	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00034350	1	3011	054	 	1301	"32V,33V,7VA,FLYBACKCONV,TRAFO/"	14	ROH	NA	7.1	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00037522	1	3011	054	 	1301	"1,P_CHAN,MOS,POWER,30V,5.3A,48mOhm,TSOP"	14	ROH	NA	0.88	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00057096	1	3011	054	 	1301	"470pF,5%,50V,C0G,0603,,CER CAP/C1608C0G1"	14	ROH	NA	0.03	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00028102	11	3011	054	 	1301	"2,OP AMP,0Hz,TSSOP8,OP-COMP/TLC2272-QPW"	14	ROH	NA	19.47	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00043039	2	3011	054	 	1301	"D REC/ES1DHE3 or MURA120T3G,200V,1A,DO21"	14	ROH	NA	0.54	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00052767	1	3011	054	 	1301	"100uH,1A,SMD,COIL/"	14	ROH	NA	2.3	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00046196	3	3011	054	 	1301	"47uF,20%,35V,SMD,AL,ELEC CAP/"	14	ROH	NA	2.01	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00035033	2	3011	054	 	1301	"1,N_CHAN,MOS,POWER,55V,23A,40mOhm,TO252/"	14	ROH	NA	3.04	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C40002657	1				1351	"D SUP/MMBZ27VDA,SOT23"	6	ROH	NA	0.21	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00020895	2				1351	"70V,150mA,2, common anode, FAST,SOT323_3"	6	ROH	NA	0.14	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00036424	1	3011	054	 	1301	"22pF,5%,50V,C0G,0603,TINNED,CER CAP/C160"	14	ROH	NA	0.02	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00019595	31	3011	054	 	1301	"R LIN,22K1,1%,TK100,63mW,0402"	14	ROH	NA	0.31	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8153300093	NA	A2C00046196	1				1351	"47uF,20%,35V,SMD,AL,ELEC CAP/"	2	ROH	NA	0.67	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00019595	58				1351	"R LIN,22K1,1%,TK100,63mW,0402"	6	ROH	NA	0.58	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00010918	1				1351	"R LIN,100K,1%,TK100,63mW,0402"	6	ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00000568	1				1351	"T BIP/BC 847S E6327,SOT363"	6	ROH	NA	0.14	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00016442	1				1351	"R LIN,165R,1%,TK100,100mW,0603"	6	ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8153300093	NA	A2C00019595	5				1351	"R LIN,22K1,1%,TK100,63mW,0402"	2	ROH	NA	0.05	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00011374	1				1351	"R LIN,8K25,1%,TK100,63mW,0402"	7	ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00031005	1				1351	"4,EQ ISO,konvex 1206,47R,1%,63mW,NET RES"	7	ROH	NA	0.06	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00023274	1				1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"	7	ROH	NA	0.17	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00016442	1				1351	"R LIN,165R,1%,TK100,100mW,0603"	7	ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00019439	1				1351	"T BIP/BCR35PN E6327,SOT363"	7	ROH	NA	0.19	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00054713	1				1351	"TLE6251-2G, TRANSCEIVER,CAN,P-DSO-14,BUS"	7	ROH	NA	5.42	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C53041436	106				1351	"1,NPN,RET,R<b>=10k,R<e-b>=47k,100mA,50V,"	8	ROH	NA	9.54	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00034350	9				1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"	8	ROH	NA	63.9	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00019595	11				1351	"R LIN,22K1,1%,TK100,63mW,0402"	7	ROH	NA	0.11	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C40002657	143				1351	"D SUP/MMBZ27VDA,SOT23"	9	ROH	NA	30.03	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00050073	4				1351	"2,N_CHAN,MOS,SMALLSIGNAL,30V,250mA,1.5Oh"	9	ROH	NA	1.36	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00019595	16				1351	"R LIN,22K1,1%,TK100,63mW,0402"	8	ROH	NA	0.16	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00047538	15				1351	"27V,500mW,SOD123,ZENER/MMSZ5254B"	8	ROH	NA	1.8	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00028102	244				1351	"2,OP AMP,0Hz,TSSOP8,OP-COMP/TLC2272-QPW"	8	ROH	NA	431.88	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00037378	3				1351	"TA CAP,TA,47uF,10%,6.3V,SMD"	8	ROH	NA	2.19	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00046196	27				1351	"47uF,20%,35V,SMD,AL,ELEC CAP/"	8	ROH	NA	18.09	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00037522	2				1351	"1,P_CHAN,MOS,POWER,30V,5.3A,48mOhm,TSOP"	8	ROH	NA	1.76	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00023274	10				1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"	9	ROH	NA	1.7	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00010918	3				1351	"R LIN,100K,1%,TK100,63mW,0402"	9	ROH	NA	0.03	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00004349	37				1351	"R JUMP,0R05,100mW,1A,0603"	9	ROH	NA	0.37	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00004324	59				1351	"R LIN,22K1,1%,TK100,100mW,0603"	9	ROH	NA	0.59	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00008506	1				1351	"0R1,5%,TK100,1W,MELF0207,LIN RES/MMB"	9	ROH	NA	0.62	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8153120093	NA	A2C00047538	30				1351	"27V,500mW,SOD123,ZENER/MMSZ5254B"	9	ROH	NA	3.6	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8153120093	NA	A2C00028102	310				1351	"2,OP AMP,0Hz,TSSOP8,OP-COMP/TLC2272-QPW"	9	ROH	NA	548.7	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8153120093	NA	A2C00054239	9				1351	"600V,1.5A,1,STANDARD,SMB/DO214AA,RECT DI"	9	ROH	NA	2.43	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8153120093	NA	A2C00037383	141				1351	"TA CAP,TA,22uF,10%,25V,SMD"	9	ROH	NA	253.8	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8153120093	NA	A2C00037378	24				1351	"TA CAP,TA,47uF,10%,6.3V,SMD"	9	ROH	NA	17.52	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8153120093	NA	A2C00046196	197				1351	"47uF,20%,35V,SMD,AL,ELEC CAP/"	9	ROH	NA	131.99	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8153120093	NA	A2C00005646	32				1351	"100R,1%,TK100,125mW,0805,LIN RES/"	9	ROH	NA	0.64	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8153120093	NA	A2C00034350	8				1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"	9	ROH	NA	56.8	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00019595	21				1351	"R LIN,22K1,1%,TK100,63mW,0402"	9	ROH	NA	0.21	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00010760	22				1351	"1,PNP,NORMAL,100mA,50V,SOT323,BIP/BCR158"	9	ROH	NA	2.2	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8153120093	NA	A2C00019595	493				1351	"R LIN,22K1,1%,TK100,63mW,0402"	9	ROH	NA	4.93	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00019439	298	3011	054	 	1301	"T BIP/BCR35PN E6327,SOT363"	12	ROH	NA	56.62	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00020895	1	3011	054	 	1301	"70V,150mA,2, common anode, FAST,SOT323_3"	12	ROH	NA	0.07	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C40002657	58	3011	054	 	1301	"D SUP/MMBZ27VDA,SOT23"	12	ROH	NA	12.18	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00054239	9	3011	054	 	1301	"600V,1.5A,1,STANDARD,SMB/DO214AA,RECT DI"	12	ROH	NA	2.43	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00037383	67	3011	054	 	1301	"TA CAP,TA,22uF,10%,25V,SMD"	12	ROH	NA	120.6	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00054901	17	3011	054	 	1301	"IC MEM/M95128-WDW3TP/PC,A1,128KBit,EEPRO"	12	ROH	NA	48.62	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00010918	8	3011	054	 	1301	"R LIN,100K,1%,TK100,63mW,0402"	12	ROH	NA	0.08	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00023274	86	3011	054	 	1301	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"	12	ROH	NA	14.62	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00010760	84	3011	054	 	1301	"1,PNP,NORMAL,100mA,50V,SOT323,BIP/BCR158"	12	ROH	NA	8.4	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00019943	6	3011	054	 	1301	"27V,200mW,SOD323,ZENER/GDZ27B10kpcs reel"	12	ROH	NA	0.72	PS_ARAMIS III_F.FERNAND	NO	
545243	04/11/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00019595	810	3011	054	 	1301	"R LIN,22K1,1%,TK100,63mW,0402"	12	ROH	NA	8.1	PS_ARAMIS III_F.FERNAND	NO	
545244	04/11/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00046806	619	3011	054	 	1301	"1M2,1%,TK100,100mW,0603,LIN RES/"	12	ROH	NA	6.19	OC_BOSE VW_N.NORTON MAR	NO	
545244	04/11/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00039362	188	3011	054	 	1301	"12MHz,0.5%,CSTCE,CER RESONATOR"	12	ROH	NA	157.92	OC_BOSE VW_N.NORTON MAR	NO	
545244	04/11/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00038366	47	3011	054	 	1301	"70V,200mA,2,series, FAST,SOT323_3,RECT D"	12	ROH	NA	4.7	OC_BOSE VW_N.NORTON MAR	NO	
545244	04/11/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00039707	112	3011	054	 	1301	"24V,0W,SOD323,ZENER/PESD1LIN"	12	ROH	NA	48.16	OC_BOSE VW_N.NORTON MAR	NO	
545244	04/11/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00025918	179	3011	054	 	1301	"10nF,5%,50V,C0G,0805,-,CER CAP/"	12	ROH	NA	23.27	OC_BOSE VW_N.NORTON MAR	NO	
545244	04/11/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00016441	3	3011	054	 	1301	"R LIN,100R,1%,TK100,100mW,0603"	12	ROH	NA	0.03	OC_BOSE VW_N.NORTON MAR	NO	
545244	04/11/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C40000085	254	3011	054	 	1301	"F BEAD/,0Ohm,600Ohm,500mA,SMD"	12	ROH	NA	15.24	OC_BOSE VW_N.NORTON MAR	NO	
545244	04/11/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00002102	20	3011	054	 	1301	"220pF,5%,50V,C0G,0603,TINNED,CER CAP/"	12	ROH	NA	0.4	OC_BOSE VW_N.NORTON MAR	NO	
545244	04/11/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00004468	323	3011	054	 	1301	"R LIN,2K4,1%,TK100,125mW,0805"	12	ROH	NA	3.23	OC_BOSE VW_N.NORTON MAR	NO	
545244	04/11/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00048056	208	3011	054	 	1301	"IC BUS DRIV/ATA6662,SO8"	12	ROH	NA	336.96	OC_BOSE VW_N.NORTON MAR	NO	
545244	04/11/2014	ZSCR	551	035-1	0	'054	A2C53395077	NA	A2C00044201	40	3011	054	 	1301	"600V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"	12	ROH	NA	6.4	OC_BOSE VW_N.NORTON MAR	NO	
545244	04/11/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00038366	167	3011	054	 	1301	"70V,200mA,2,series, FAST,SOT323_3,RECT D"	18	ROH	NA	16.7	OC_BOSE VW_N.NORTON MAR	NO	4983653738
545244	04/11/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00057055	411	3011	054	 	1301	"F BEAD/BLM21B,800mOhm,2.7KOhm,200mA,SMD"	18	ROH	NA	28.77	OC_BOSE VW_N.NORTON MAR	NO	4983653738
545244	04/11/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00039362	185	3011	054	 	1301	"12MHz,0.5%,CSTCE,CER RESONATOR"	18	ROH	NA	155.4	OC_BOSE VW_N.NORTON MAR	NO	4983653738
