No.Item	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	No.Docto.SAP
8239	ZSCR	551	040-4	NA	NA	NA	6598140701	124	3011	045		1404	METAL SPLIT KEY RING 16 MM	NA	ROH	NA	59.52	4955652494
8239	ZSCR	551	040-4	NA	NA	NA	6598141001	124	3011	045		1404	Logo BVLGARI	NA	ROH	NA	1430.96	4955652545
8239	ZSCR	551	040-4	NA	NA	NA	6598141901	124	3011	045		1404	UPPER HOUSING 3 BUTTON Rev. C	NA	ROH	NA	6784.04	4955652568
8239	ZSCR	551	040-4	NA	NA	NA	6598141929	124	3011	045		1404	LOWER HOUSING CID Rev. C	NA	ROH	NA	629.92	4955652606
8239	ZSCR	551	040-4	NA	NA	NA	6598840702	124	3011	045		1404	POSITIVE BATTERY CLIP 2032	NA	ROH	NA	60.76	4955652621
8239	ZSCR	551	040-4	NA	NA	NA	A2C00004906	124	3011	045		1404	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	169.88	4955652645
75669	ZSCR	551	040-5	NA	5WY8809	NA	A2C53299805	6	3011	045		1405	pcb GM EZKEY PA	NA	ROH	NA	143.4	4955652394
98519	ZSCR	551	040-4	NA	NA	NA	A2C53139537	4	3011	045		1404	housing BK	NA	ROH	NA	8.92	4955652661
98521	ZSCR	551	040-4	NA	NA	NA	A2C53283863	4	3011	045		1404	key GM CADILLA 4BUT 206	NA	ROH	NA	181.6	4955652704
98523	ZSCR	551	040-4	NA	NA	NA	A2C53139542	5	3011	045		1404	key GM CADILLA 4BUT 215	NA	ROH	NA	121.15	4955652667
98524	ZSCR	551	040-4	NA	NA	NA	A2C53139537	7	3011	045		1404	housing BK	NA	ROH	NA	15.61	4955652661
99359	ZSCR	551	040-4	NA	NA	NA	A2C53398079	2	3011	045		1404	"""pcb assy VW POLO, VECU v020"""	NA	HALB	S.Real	652.84	4955652713
103697	ZSCR	551	040-2	NA	5WK48041	NA	6598037611	1	3011	045		1402	"""SUBENSAMBLE NISSAN 5.6 """"V-A"""""""	NA	HALB	S.Real	32.87	4955655252
106600	ZSCR	551	040-3	NA	NA	NA	A2C53353454	6	3011	045		1403	"pcb VW POLO,IBI"	NA	ROH	NA	234.54	4955652921
