No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP		
560243	05/12/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8522100193	1				1095	pcb assy DAGSM D_2_ SMD TOP	NA	HALB	S.Real	171.48	PSAD_DAIMLER SMART_F.FE	NO			
560244	05/12/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9663150093	1				1095	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	421.21	PSAD_DAIMLER STAR2_ISC_	NO			
560245	05/12/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9663150093	1				1095	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	421.21	PSAD_DAIMLER STAR2_ISC_	NO			
560247	05/12/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9663150093	1				1095	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	421.21	PSAD_DAIMLER STAR2_ISC_	NO			
560248	05/12/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9663150092	1				1095	pcb assy DAGSTAR2 ISC with SW SMD BOT	NA	HALB	S.Real/AutoBF	150.86	PSAD_DAIMLER STAR2_ISC_	NO			
560250	05/12/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9663160092	1				1095	pcb assy DAGSTAR2 ISC with SW SMD BOT	NA	HALB	S.Real/AutoBF	164.51	PSAD_DAIMLER STAR2_ISC_	NO			
560252	05/12/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580093	1				1095	pcb assy RENT4 V01 TOP	NA	HALB	S.Real	118.58	PS_RENAULT_.	NO			
560253	05/12/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580093	1				1095	pcb assy RENT4 V01 TOP	NA	HALB	S.Real	118.58	PS_RENAULT_.	NO			
560254	05/12/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580093	1				1095	pcb assy RENT4 V01 TOP	NA	HALB	S.Real	118.58	PS_RENAULT_.	NO			
560256	05/12/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580092	1				1095	pcb assy RENT4 V01 BOTTOM	NA	HALB	S.Real/AutoBF	76.59	PS_RENAULT_.	NO			
560257	05/12/2014	ZSCR	551	030-1	NA	'054	A2C3774430093	NA	A2C3774430092	1				1301	FIAT 326 3V SMT BOT	NA	HALB	S.Real/AutoBF	76.73	PS_FIAT BRAZIL_E.EDWIN	NO			
560258	05/12/2014	ZSCR	551	030-1	NA	'054	A2C3774430093	NA	A2C3774430092	1				1301	FIAT 326 3V SMT BOT	NA	HALB	S.Real/AutoBF	76.73	PS_FIAT BRAZIL_E.EDWIN	NO			
560259	05/12/2014	ZSCR	551	030-1	NA	'054	A2C3774430093	NA	A2C3774430092	1				1301	FIAT 326 3V SMT BOT	NA	HALB	S.Real/AutoBF	76.73	PS_FIAT BRAZIL_E.EDWIN	NO			
560261	05/12/2014	ZSCR	551	030-1	NA	'054	A2C30910806	NA	A2C3250900092	1				1301	circuit board assy bottom side VW20	NA	HALB	S.Real/AutoBF	77.89	PSAD_VW20_U.ULISES VILL	NO			
560262	05/12/2014	ZSCR	551	030-1	NA	'054	A2C30910806	NA	A2C3250900092	1				1301	circuit board assy bottom side VW20	NA	HALB	S.Real/AutoBF	77.89	PSAD_VW20_U.ULISES VILL	NO			
560263	05/12/2014	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C3250900092	1				1301	circuit board assy bottom side VW20	NA	HALB	S.Real/AutoBF	77.89	PSAD_VW20_U.ULISES VILL	NO			
560264	05/12/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580092	1				1095	pcb assy RENT4 V01 BOTTOM	NA	HALB	S.Real/AutoBF	76.59	PS_RENAULT_.	NO			
560266	05/12/2014	ZSCR	551	030-1	NA	'054	5WK44291	NA	A2C53395078	1				1301	pcb assy	NA	HALB	S.Real	74.52	OC_BOSE BMW_A.ANA TAPIA	NO	4984756081		
560267	05/12/2014	ZSCR	551	030-1	NA	'054	5WK44291	NA	A2C53395078	4				1301	pcb assy	NA	HALB	S.Real	298.08	OC_BOSE BMW_A.ANA TAPIA	NO	4984756081		
560268	05/12/2014	ZSCR	551	030-1	NA	'054	5WK44291	NA	A2C53395078	1				1301	pcb assy	NA	HALB	S.Real	74.52	OC_BOSE BMW_A.ANA TAPIA	NO	4984756081		
560269	05/12/2014	ZSCR	551	030-1	NA	'054	A2C53412214	NA	A2C31748900	1				1301	circuit board assy	NA	HALB	S.Real/AutoBF	63.08	PSAD_GM BRASIL_A.ANA TA	NO			
560270	05/12/2014	ZSCR	551	030-1	NA	'054	A2C53412214	NA	A2C31748900	1				1301	circuit board assy	NA	HALB	S.Real/AutoBF	63.08	PSAD_GM BRASIL_A.ANA TA	NO			
560271	05/12/2014	ZSCR	551	030-1	NA	'054	A2C53412213	NA	A2C53412223	6				1301	circuit board assy	NA	HALB	S.Real	762	PSAD_GM BRASIL_A.ANA TA	NO	4984757065		
560272	05/12/2014	ZSCR	551	030-1	NA	'054	A2C53412213	NA	A2C53412223	1				1301	circuit board assy	NA	HALB	S.Real	127	PSAD_GM BRASIL_A.ANA TA	NO	4984757065		
560273	05/12/2014	ZSCR	551	030-1	NA	'054	A2C53412213	NA	A2C53412223	1				1301	circuit board assy	NA	HALB	S.Real	127	PSAD_GM BRASIL_A.ANA TA	NO	4984757065		
560274	05/12/2014	ZSCR	551	030-1	NA	'054	A2C53412213	NA	A2C53412223	1				1301	circuit board assy	NA	HALB	S.Real	127	PSAD_GM BRASIL_A.ANA TA	NO	4984757065		
560275	05/12/2014	ZSCR	551	030-1	NA	'054	A2C34527100	NA	A2C53388687	1				1301	circuit board assy	NA	HALB	S.Real	359.32	PS_ARAMIS 2012_.	NO	4984756890		
560276	05/12/2014	ZSCR	551	030-1	NA	'054	A2C34527100	NA	A2C53388687	1				1301	circuit board assy	NA	HALB	S.Real	359.32	PS_ARAMIS 2012_.	NO	4984756890		
560298	05/12/2014	ZSCR	551	030-1	NA	'054	A2C34527100	NA	A2C53388687	1				1301	circuit board assy	NA	HALB	S.Real	359.32	PS_ARAMIS 2012_.	NO	4984756890		
560299	05/12/2014	ZSCR	551	030-1	NA	'054	A2C34527200	NA	A2C53388687	1				1301	circuit board assy	NA	HALB	S.Real	359.32	PS_ARAMIS 2012_.	NO	4984756916		
560301	05/12/2014	MB1A	551	95	K96019	'054	A2C8522100193	NA	A2C00054116	19				1095	"4.7uF,10%,25V,X7R,1210,Sn,CER CAP/++ Ope"		ROH	NA	11.78	PSAD_DAIMLER SMART_F.FE	NO			
560301	05/12/2014	MB1A	551	95	K96019	'054	A2C8522140193	NA	A2C00054116	21				1095	"4.7uF,10%,25V,X7R,1210,Sn,CER CAP/++ Ope"		ROH	NA	13.02	PSAD_DAIMLER SMART_F.FE	NO			
560303	05/12/2014	ZSCR	551	030-1	NA	'054	A2C34527100	NA	A2C53388687	1				1301	circuit board assy	NA	HALB	S.Real	359.32	PS_ARAMIS 2012_.	NO	4984756890		
560304	05/12/2014	ZSCR	551	030-1	NA	'054	A2C86816800	NA	A2C8661710093	1				1301	pcb assy DAGARM3 RO V17EDR Top	NA	HALB	S.Real	366.77	PS_ARAMIS III_E.EDWIN R	NO	4984757685		
560305	05/12/2014	ZSCR	551	030-1	NA	'054	A2C86816800	NA	A2C8661710093	1				1301	pcb assy DAGARM3 RO V17EDR Top	NA	HALB	S.Real	366.77	PS_ARAMIS III_E.EDWIN R	NO	4984757685		
560306	05/12/2014	ZSCR	551	030-1	NA	'054	A2C86816800	NA	A2C8661710093	1				1301	pcb assy DAGARM3 RO V17EDR Top	NA	HALB	S.Real	366.77	PS_ARAMIS III_E.EDWIN R	NO	4984757685		
560307	05/12/2014	ZSCR	551	030-1	NA	'054	A2C80644600	NA	A2C81531200	1				1301	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO	4984757108		
560308	05/12/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C96631600	2				1095	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	820.92	PSAD_DAIMLER STAR2_ISC_	NO			
560309	05/12/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C96631500	1				1095	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	502.96	PSAD_DAIMLER STAR2_ISC_	NO			
560310	05/12/2014	ZSCR	551	030-1	NA	'054	5WK44291	NA	A2C53395078	1				1301	pcb assy	NA	HALB	S.Real	74.52	OC_BOSE BMW_A.ANA TAPIA	NO	4984756081		
560311	05/12/2014	ZSCR	551	030-1	NA	'054	5WK44292	NA	A2C53395077	1				1301	pcb assy	NA	HALB	S.Real	66.78	OC_BOSE BMW_A.ANA TAPIA	NO	4984756135		
560312	05/12/2014	ZSCR	551	030-1	NA	'054	5WK44252	NA	A2C53364457	2				1301	pcb assy	NA	HALB	S.Real/AutoBF	192.5	OC_BOSE VW_A.ANA TAPIA-	NO			
560314	05/12/2014	ZSCR	551	030-1	NA	'054	5WY89350	NA	A2C31080700	1				1301	airbag	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	4984756491		
560315	05/12/2014	ZSCR	551	030-1	NA	'054	5WY89350	NA	A2C31080700	1				1301	airbag	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	4984756491		
560316	05/12/2014	ZSCR	551	030-1	NA	'054	A2C80644600	NA	A2C81531200	1				1301	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO	4984757108		
560317	05/12/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C84661700	2				1095	pcb assy VW20 D_4	NA	HALB	S.Real	497.6	PS_VW20 MQB_.	NO			
560318	05/12/2014	ZSCR	551	030-1	NA	'054	A2C34527100	NA	A2C53388687	1				1301	circuit board assy	NA	HALB	S.Real	359.32	PS_ARAMIS 2012_.	NO	4984756890		
560319	05/12/2014	ZSCR	551	030-1	NA	'054	A2C85621700	NA	A2C31748900	6				1301	circuit board assy	NA	HALB	S.Real/AutoBF	378.48	PSAD_GM BRASIL_A.ANA TA	NO			
560320	05/12/2014	ZSCR	551	030-1	NA	'054	A2C8397190092	NA	A2C34638400	4				1301	pcb 6-lay main	NA	ROH	NA	99.24	PS_SDM10+_.	NO	4984757327		
560321	05/12/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C82768800	12				1095	pcb 4-lay FR-4 DAG Smart	NA	ROH	NA	235.92	PSAD_DAIMLER SMART_F.FE	NO			
560323	05/12/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8522100193	1				1095	pcb assy DAGSM D_2_ SMD TOP	NA	HALB	S.Real	171.48	PSAD_DAIMLER SMART_F.FE	NO			
560324	05/12/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8522100193	1				1095	pcb assy DAGSM D_2_ SMD TOP	NA	HALB	S.Real	171.48	PSAD_DAIMLER SMART_F.FE	NO			
560325	05/12/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8522100193	1				1095	pcb assy DAGSM D_2_ SMD TOP	NA	HALB	S.Real	171.48	PSAD_DAIMLER SMART_F.FE	NO			
560326	05/12/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8522100193	1				1095	pcb assy DAGSM D_2_ SMD TOP	NA	HALB	S.Real	171.48	PSAD_DAIMLER SMART_F.FE	NO			
560328	05/12/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9663150092	3				1095	pcb assy DAGSTAR2 ISC with SW SMD BOT	NA	HALB	S.Real/AutoBF	452.58	PSAD_DAIMLER STAR2_ISC_	NO			
560329	05/12/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9663160092	1				1095	pcb assy DAGSTAR2 ISC with SW SMD BOT	NA	HALB	S.Real/AutoBF	164.51	PSAD_DAIMLER STAR2_ISC_	NO			
560331	05/12/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9663150092	2				1095	pcb assy DAGSTAR2 ISC with SW SMD BOT	NA	HALB	S.Real/AutoBF	301.72	PSAD_DAIMLER STAR2_ISC_	NO			
560331	05/12/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9663160092	1				1095	pcb assy DAGSTAR2 ISC with SW SMD BOT	NA	HALB	S.Real/AutoBF	164.51	PSAD_DAIMLER STAR2_ISC_	NO			
560333	05/12/2014	ZSCR	551	030-1	NA	'054	A2C53429875	NA	A2C53429875A	1				1301	Hyundai circuit board assy 12FL SMD Top	NA	HALB	S.Real	158.84	PS_HYUNDAI_.	NO	4984757087		
560334	05/12/2014	ZSCR	551	030-1	NA	'054	5WK44354SP	NA	A2C53429875A	1				1301	Hyundai circuit board assy 12FL SMD Top	NA	HALB	S.Real	158.84	PS_HYUNDAI_.	NO	4984756216		
560335	05/12/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580093	1				1095	pcb assy RENT4 V01 TOP	NA	HALB	S.Real	118.58	PS_RENAULT_.	NO			
560341	05/12/2014	ZSCR	551	034-3	NA	'054	5WK44040	NA	A2C53279728	1				1343	keypad assy	NA	HALB	S.Real/AutoBF	474.15	OC_OCS NISSAN_A.ANA TAP	NO			
560344	05/12/2014	ZSCR	551	034-2	NA	'054	A2C87038500	NA	A2C5339962902	2				1342	pcb assy HONHRS5 RO V13B	NA	HALB	S.Real/AutoBF	657.56	PS_HONDA HRS5_.	NO			
560346	05/12/2014	ZSCR	551	034-4	NA	'054	5WK44749	NA	A2C8021770003	1				1344	pcb assy HONHRS6 D_20_SW	NA	HALB	S.Real	307.48	PS_HONDA HRS6_J.JUAN CH	NO	4984756348		
560348	05/12/2014	MB1A	551	040-1	K96019	'054	NA	NA	A2C81455800	1				1095	pcb assy RENT4 V01	NA	HALB	S.Real	132.3	PS_RENAULT_.	NO			
560349	05/12/2014	MB1A	551	040-1	K96019	'054	NA	NA	A2C81455800	1				1095	pcb assy RENT4 V01	NA	HALB	S.Real	132.3	PS_RENAULT_.	NO			
560350	05/12/2014	MB1A	551	040-1	K96019	'054	NA	NA	A2C81455800	1				1095	pcb assy RENT4 V01	NA	HALB	S.Real	132.3	PS_RENAULT_.	NO			
560351	05/12/2014	ZSCR	551	040-1	NA	'054	A2C30910800	NA	A2C32509000	1				1401	pcb assy VW20 V01	NA	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO	4984758515		
560352	05/12/2014	ZSCR	551	034-2	NA	'054	A2C37924700	NA	A2C37744300	1				1342	pcb assy PTFSPEED15 V01	NA	HALB	S.Real	156.24	PS_FIAT BRAZIL_E.EDWIN	NO	4984756989		
560352	05/12/2014	ZSCR	551	034-2	NA	'054	A2C37924700	NA	A2C53332369	1				1342	base plate B	NA	ROH	NA	6.96	PS_FIAT BRAZIL_E.EDWIN	NO	4984756989		
560352	05/12/2014	ZSCR	551	034-2	NA	'054	A2C37924700	NA	A2C53337250	3				1342	"pan head screw M3 x 8,00 1242"	NA	ROH	NA	0.57	PS_FIAT BRAZIL_E.EDWIN	NO	4984756989		
560353	05/12/2014	MB1A	551	040-1	K96019	'054	NA	NA	A2C96631500	1				1095	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	502.96	PSAD_DAIMLER STAR2_ISC_	NO			
560355	05/12/2014	ZSCR	551	034-3	NA	'054	A2C37924700	NA	A2C53332366	3				1343	cover RAP T BK	NA	ROH	NA	14.46	PS_FIAT BRAZIL_E.EDWIN	NO	4984756989		
560355	05/12/2014	ZSCR	551	034-3	NA	'054	A2C37924700	NA	A2C53332369	1				1343	base plate B	NA	ROH	NA	6.96	PS_FIAT BRAZIL_E.EDWIN	NO	4984756989		
560356	05/12/2014	ZSCR	551	034-3	NA	'054	A2C30910800	NA	A2C53424040	4				1343	"pan head screw M3,5 x 12,00 1268"	NA	ROH	NA	1.08	PSAD_VW20_U.ULISES VILL	NO	4984758515		
560356	05/12/2014	ZSCR	551	034-3	NA	'054	A2C30910808	NA	A2C86055000	1				1343	cover	NA	ROH	NA	9.91	PSAD_VW20_U.ULISES VILL	NO	4984756663		
560357	05/12/2014	ZSCR	551	040-2	NA	'054	5WK44040	NA	A2C53279728	1				1402	keypad assy	NA	HALB	S.Real/AutoBF	474.15	OC_OCS NISSAN_A.ANA TAP	NO			
560358	05/12/2014	ZSCR	551	040-3	NA	'054	A2C30910800	NA	A2C32509000	9				1403	pcb assy VW20 V01	NA	HALB	S.Real	1235.97	PSAD_VW20_U.ULISES VILL	NO	4984758515		
560359	05/12/2014	ZSCR	551	040-2	NA	'054	5WY89350	NA	A2C31080700	1				1402	airbag	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	4984756491		
560360	05/12/2014	ZSCR	551	040-1	NA	'054	A2C89731000	NA	A2C8021730003	1				1401	pcb assy HONHRS6 V06	NA	HALB	S.Real/AutoBF	179.51	PS_HONDA HRS6_J.JUAN CH	NO			
560361	05/12/2014	MB1A	551	040-1	K96019	'054	NA	NA	A2C96631600	1				1095	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	410.46	PSAD_DAIMLER STAR2_ISC_	NO			
560362	05/12/2014	MB1A	551	040-1	K96019	'054	NA	NA	A2C81455800	2				1095	pcb assy RENT4 V01	NA	HALB	S.Real	264.6	PS_RENAULT_.	NO			
560363	05/12/2014	ZSCR	551	042-4	NA	'054	A2C32453910	NA	A2C53330109	4				1424	socket	NA	ROH	NA	72.4	PSAD_DAIMLER STAR 2_A.A	NO	4984756787		
560363	05/12/2014	ZSCR	551	042-4	NA	'054	A2C32453911	NA	A2C91601100	1				1424	multipoint connector124/ 81P H 2SYS 1018	NA	ROH	NA	55.16	PSAD_DAIMLER STAR 2_A.A	NO	4984756802		
560364	05/12/2014	ZSCR	551	034-3	NA	'054	5WK44120	NA	A2C53324560	9				1343	certification label spool part p	NA	ROH	NA	4.5	PS_ARAMIS III_E.EDWIN R	NO	4984755963		
560364	05/12/2014	ZSCR	551	034-3	NA	'054	5WK44120	NA	A2C53324560	100				1343	certification label spool part p	NA	ROH	NA	50	PS_ARAMIS III_E.EDWIN R	NO	4984755963		
560365	05/12/2014	ZSCR	551	050-1	NA	'054	A2C91764400	2800	A2C91764400	2				1501	ACU MY14 S15 18 XX 0 1 0 000	NA	FERT	NA	883.88	PS_SDM30_.	NO			
560366	05/12/2014	ZSCR	551	042-4	NA	'054	A2C94819900	NA	A2C5340491402	1				1424	pcb assy HONHRS5 V30 REV 02	NA	HALB	S.Real	326.89	PS_HONDA HRS5_.	NO	4984758233		
560367	05/12/2014	ZSCR	551	042-4	NA	'054	A2C30910808	NA	A2C86055000	1				1424	cover	NA	ROH	NA	9.91	PSAD_VW20_U.ULISES VILL	NO	4984756663		
560368	05/12/2014	MB1A	551	040-1	K96019	'054	NA	NA	A2C85221001	1				1095	pcb assy DAGSM D_2	NA	HALB	S.Real	246.56	PSAD_DAIMLER SMART_F.FE	NO			
560369	05/12/2014	MB1A	551	040-1	K96019	'054	NA	NA	A2C96631500	1				1095	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	502.96	PSAD_DAIMLER SMART_F.FE	NO			
560370	05/12/2014	MB1A	551	040-1	K96019	'054	NA	NA	A2C96631600	1				1095	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	410.46	PSAD_DAIMLER STAR2_ISC_	NO			
560371	05/12/2014	MB1A	551	040-2	K96019	'054	NA	MAAH	A2C33330515	1				1095	ACU DAGS2WS205 MY13 S15 24 09 1 1 0 HSA	NA	FERT	NA	546.04	PSAD_DAIMLER STAR2_ISC_	NO			
560372	05/12/2014	ZSCR	551	040-1	NA	'054	5WY89350	NA	A2C31080700	1				1401	airbag	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	4984756491		
560373	05/12/2014	ZSCR	551	042-4	NA	'054	A2C82735600	NA	A2C83145200	200				1424	certification label identificati	NA	ROH	NA	66	PS_SDM10+_.	NO	4984757225		
560385	05/12/2014	ZSCR	551	034-3	NA	'054	A2C30910808	3	A2C30910808	1				1343	ACU VWAE MY12 S15 04 00 0 0 0 000	NA	FERT	NA	158.17	PSAD_VW20_U.ULISES VILL	NO			
560386	05/12/2014	MB1A	551	034-3	K96019	'054	NA	AAAA	A2C83711000	2				1095	ACU VW20 MY14 S15 20 08 0 0 0 000	NA	FERT	NA	531.54	PS_VW20 MQB_.	NO			
560387	05/12/2014	MB1A	551	034-3	K96019	'054	NA	AAAA	A2C83711000	2				1095	ACU VW20 MY14 S15 20 08 0 0 0 000	NA	FERT	NA	531.54	PS_VW20 MQB_.	NO			
560388	05/12/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C81455800	1				1095	pcb assy RENT4 V01	NA	HALB	S.Real	132.3	PS_RENAULT_.	NO			
560389	05/12/2014	ZSCR	551	034-2	NA	'054	5WK44781	NA	A2C00014697	20				1342	sticker	NA	ROH	NA	10.2	PS_VW10 LC_U.ULISES VIL	NO	4984756369		
560391	05/12/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C83435000	6				1095	cover FIP T BK	NA	ROH	NA	114.12	PSAD_DAIMLER STAR2_ISC_	NO			
