No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	APD		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
335490	12/08/2013	ZSCR	551	040-2	NA	'045	5WY8166	NA	A2C53282666	1	3011	045		1402	"housing 153,0x 92,0"	NA	ROH	NA	7.14	S1_ABM_MANUEL MANZANO-G	NO	4969904053
335691	12/08/2013	ZSCR	551	042-4	NA	'045	A2C34710700	NA	A2C32535900	10	3011	045		1424	"ADHES,GSKT,CLR"	NA	ROH	NA	1.8	S1_GLOBAL A_LUIS LIZARR	NO	4969902910
335691	12/08/2013	ZSCR	551	042-4	NA	'045	A2C34710700	NA	A2C34685500	10	3011	045		1424	GLOBAL A BCM PRINTED LABEL	NA	ROH	NA	9.8	S1_GLOBAL A_LUIS LIZARR	NO	4969902910
335691	12/08/2013	ZSCR	551	042-4	NA	'045	A2C34710700	NA	A2C34685500	10	3011	045		1424	GLOBAL A BCM PRINTED LABEL	NA	ROH	NA	9.8	S1_GLOBAL A_LUIS LIZARR	NO	4969902910
335783	13/08/2013	ZSCR	551	040-3	NA	'045	A2C34710700	NA	A2C34710900	1	3011	045		1403	"CONNECTOR 183P,GLOBAL A BCM High Content"	NA	ROH	NA	44.04	S1_GLOBAL A_LUIS LIZARR	NO	4969903266
335808	13/08/2013	ZSCR	551	040-2	NA	'045	5WK50463	NA	A2C53361994	3	3011	045		1402	"pcb assy VW POLO, VECU"	NA	HALB	S.Real	886.74	S4_PQ25_MIGUEL ZAVALA-M	NO	4969904396
336868	15/08/2013	ZSCR	551	040-3	NA	'045	A2C74024200	NA	A2C73429901	4	3011	045		1403	"PCB, GM GLOBAL-A BCM MY14"	NA	ROH	NA	228.88	S1_BCM K2XX_LUIS LIZARR	NO	4969903242
336871	15/08/2013	ZSCR	551	040-2	NA	'045	A2C73442707	NA	A2C83504500	1	3011	045		1402	GM GLOBAL A BCM MID TOP THD ASM	NA	HALB	S.Real/AutoBF	442.46	S1_GLOBAL A_LUIS LIZARR	NO	4969904596
336872	15/08/2013	ZSCR	551	040-1	NA	'045	A2C34710700	NA	A2C34710800	1	3011	045		1401	GM GLOBAL A BCM HIGH TOP THD ASM	NA	HALB	S.Real/AutoBF	479.61	S1_GLOBAL A_LUIS LIZARR	NO	4969905024
336873	15/08/2013	ZSCR	551	040-3	NA	'045	A2C73442707	NA	A2C83504500	1	3011	045		1403	GM GLOBAL A BCM MID TOP THD ASM	NA	HALB	S.Real/AutoBF	442.46	S1_GLOBAL A_LUIS LIZARR	NO	4969903683
337086	15/08/2013	ZSCR	551	040-2	NA	'045	5WY8606	NA	A2C53083141	1	3011	045		1402	multipoint connector 115P H 5SYS	NA	ROH	NA	27.4	S1_PEPS_JAVIER BECERRA	NO	4969904028
337091	15/08/2013	ZSCR	551	040-4	NA	'045	5WK48900	NA	A2C00004906	47	3011	045		1404	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	64.39	S2_KEY FOB_ANTONIO ALAR	NO	4969903109
337097	15/08/2013	ZSCR	551	040-2	NA	'045	5WK48902	NA	A2C53319341	7	3011	045		1402	"compression spring D= 1,20x 0,25x 9,40"	NA	ROH	NA	0.28	S2_KEY FOB_ANTONIO ALAR	NO	4969904177
337097	15/08/2013	ZSCR	551	040-2	NA	'045	5WK48902	NA	A2C53323911	7	3011	045		1402	housing	NA	ROH	NA	7.49	S2_KEY FOB_ANTONIO ALAR	NO	4969904177
337097	15/08/2013	ZSCR	551	040-2	NA	'045	5WK48902	NA	A2C53323916	7	3011	045		1402	slide	NA	ROH	NA	5.53	S2_KEY FOB_ANTONIO ALAR	NO	4969904177
337097	15/08/2013	ZSCR	551	040-2	NA	'045	5WK48902C	NA	A2C53358639	11	3011	045		1402	contact spring	NA	ROH	NA	5.94	S2_KEY FOB_ANTONIO ALAR	NO	4969904150
337097	15/08/2013	ZSCR	551	040-2	NA	'045	5WK48902	NA	A2C53365040	7	3011	045		1402	housing bottom	NA	ROH	NA	6.65	S2_KEY FOB_ANTONIO ALAR	NO	4969904177
337097	15/08/2013	ZSCR	551	040-2	NA	'045	5WK49606C	NA	A2C53365042	2	3011	045		1402	pushbutton	NA	ROH	NA	20.78	S2_KEY FOB_ANTONIO ALAR	NO	4969904097
337097	15/08/2013	ZSCR	551	040-2	NA	'045	5WK48902	NA	A2C53385461	2	3011	045		1402	pushbutton	NA	ROH	NA	20.78	S2_KEY FOB_ANTONIO ALAR	NO	4969904177
337145	15/08/2013	ZSCR	551	040-2	NA	'045	5WY8770	NA	A2C31197800	16	3011	045		1402	key	NA	ROH	NA	7.84	S1_PEPS_JAVIER BECERRA	NO	4969903991
337145	15/08/2013	ZSCR	551	040-2	NA	'045	A2C32171100	NA	A2C32171100	1	3011	045		1402	pcb assy	NA	HALB	S.Real/AutoBF	64.3	S1_PEPS_JAVIER BECERRA	NO	4969904530
337145	15/08/2013	ZSCR	551	040-2	NA	'045	5WY8770	NA	A2C53333378	10	3011	045		1402	FORD LOGO	NA	ROH	NA	47.6	S1_PEPS_JAVIER BECERRA	NO	4969903991
337145	15/08/2013	ZSCR	551	040-2	NA	'045	5WY8770	NA	A2C53429315	6	3011	045		1402	housing cover assy FOG FORD P	NA	ROH	NA	24.84	S1_PEPS_JAVIER BECERRA	NO	4969903991
337145	15/08/2013	ZSCR	551	040-2	NA	'045	5WY8770	NA	A2C53434669	1	3011	045		1402	housing assy FOG FORD P	NA	ROH	NA	4.58	S1_PEPS_JAVIER BECERRA	NO	4969903991
337145	15/08/2013	ZSCR	551	040-2	NA	'045	5WY8770	NA	A2C80613000	7	3011	045		1402	Key pad 5 buttons	NA	ROH	NA	51.8	S1_PEPS_JAVIER BECERRA	NO	4969903991
337149	15/08/2013	ZSCR	551	040-1	NA	'045	A2C32171100	NA	A2C32171100	1	3011	045		1401	pcb assy	NA	HALB	S.Real/AutoBF	64.3	S1_PEPS_JAVIER BECERRA	NO	4969905003
337279	15/08/2013	ZSCR	551	040-2	NA	'045	5WK50463	NA	A2C53361994	1	3011	045		1402	"pcb assy VW POLO, VECU"	NA	HALB	S.Real	295.58	S4_PQ25_MIGUEL ZAVALA-M	NO	4969904396
337283	15/08/2013	ZSCR	551	034-2	NA	'045	5WK50437	NA	A2C53353454	4	3011	045		1342	"pcb VW POLO,IBI"	NA	ROH	NA	158.92	S4_PQ25_MIGUEL ZAVALA-M	NO	4969905282
337289	15/08/2013	ZSCR	551	030-1	NA	'045	A2C3217110092	NA	A2C3217110092	3	3011	045		1301	SMD SUB ASSY FORD PK 315 Mhz NA	NA	HALB	S.Real	173.31	S1_PEPS_JAVIER BECERRA	NO	4969906010
337519	16/08/2013	ZSCR	551	030-1	NA	'045	A2C30996800	NA	A2C30236101	4	3011	045		1301	pcb	NA	ROH	NA	116.12	S2_BCM SQUARE D_RODRIGO	NO	4969905692
337527	16/08/2013	ZSCR	551	030-1	NA	'045	A2C8758210092	NA	A2C8758210092	4	3011	045		1301	pcb assy SCU Bottom	NA	HALB	S.Real/AutoBF	135.36	S2_BCM SQUARE D_RODRIGO	NO	4969906457
337531	16/08/2013	ZSCR	551	030-1	NA	'045	A2C9050880093	NA	A2C9050880093	1	3011	045		1301	pcb assy BCU P42J/K Top	NA	HALB	S.Real	246.6	S2_BCM SQUARE D_RODRIGO	NO	4969906101
337533	16/08/2013	ZSCR	551	030-1	NA	'045	A2C9050880093	NA	A2C9050880093	1	3011	045		1301	pcb assy BCU P42J/K Top	NA	HALB	S.Real	246.6	S2_BCM SQUARE D_RODRIGO	NO	4969906101
337536	16/08/2013	ZSCR	551	030-1	NA	'045	A2C8758210093	NA	A2C8758210093	1	3011	045		1301	pcb assy SCU Top	NA	HALB	S.Real	211.16	S2_BCM SQUARE D_RODRIGO	NO	4969906086
337538	16/08/2013	ZSCR	551	030-1	NA	'045	A2C8758210093	NA	A2C8758210093	1	3011	045		1301	pcb assy SCU Top	NA	HALB	S.Real	211.16	S2_BCM SQUARE D_RODRIGO	NO	4969906086
337543	16/08/2013	ZSCR	551	030-1	NA	'045	A2C31100900	NA	A2C31100900	2	3011	045		1301	electronic assy BCU VECU P42J/K	NA	HALB	S.Real	469	S2_BCM SQUARE D_RODRIGO	NO	4969906004
337548	16/08/2013	ZSCR	551	030-1	NA	'045	A2C8758210093	NA	A2C8758210093	1	3011	045		1301	pcb assy SCU Top	NA	HALB	S.Real	211.16	S2_BCM SQUARE D_RODRIGO	NO	4969906086
