No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID		Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
466066	5/29/2014	ZSCR	551	050-3	NA	'054	5WY76100	NA	9166468	5000	1503	"499R,1%,TK100,125MW,0805,FIX R"	NA	ROH	NA	50	PS_VW10 LC_U.ULISES VIL	NO	
466066	5/29/2014	ZSCR	551	050-3	NA	'054	5WY70120	NA	9151173	2170	1503	"82R,5%,TK250,125MW,0805,FIX RE"	NA	ROH	NA	43.4	PS_VW10 LC_U.ULISES VIL	NO	
466066	5/29/2014	ZSCR	551	050-3	NA	'054	6590167621A	NA	9165540	2360	1503	1/16W Thick Film Resistor 1% 2.55K	NA	ROH	NA	23.6	PS_VW10 LC_U.ULISES VIL	NO	
466805	5/31/2014	ZSCR	551	034-2	NA	'054	5WY72650	NA	A2C00013954	84	1342	"pan head screw SF-M4 x 10,00 1241"	NA	ROH	NA	25.2	PSAD_EPSILON_O.OSCAR FO	NO	
470212	6/6/2014	ZSCR	551	034-2	NA	'054	A2C87075100	NA	A2C53333522	1	1342	COVER	NA	ROH	NA	2.36	PS_SDM10+_C.CAROLINA OT	NO	
472164	6/10/2014	ZSCR	551	040-2	NA	'054	5WK44252	NA	A2C53364457	1	1402	pcb assy	NA	HALB	S.Real/AutoBF	96.25	PSAD_OPEL 4400_J.JOSE O	NO	
472170	6/10/2014	ZSCR	551	040-2	NA	'054	A2C89730900	NA	A2C8021660002	1	1402	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	
472182	6/10/2014	ZSCR	551	034-2	NA	'054	A2C82535000	NA	A2C82535300	2	1342	housing 123.2x 128.2	NA	ROH	NA	38.52	PSAD_OPEL 4400_J.JOSE O	NO	
472184	6/10/2014	ZSCR	551	034-2	NA	'054	A2C91764200	NA	A2C53395715	6	1342	housing WIC P BK A-B	NA	ROH	NA	208.8	PS_SDM10+_C.CAROLINA OT	NO	
472184	6/10/2014	ZSCR	551	034-2	NA	'054	A2C91764200	NA	A2C53338471	9	1342	contact element	NA	ROH	NA	9.18	PS_SDM10+_C.CAROLINA OT	NO	
472184	6/10/2014	ZSCR	551	034-2	NA	'054	A2C91764200	NA	A2C40000025	4	1342	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	27.32	PS_SDM10+_C.CAROLINA OT	NO	
472192	6/10/2014	ZSCR	551	034-2	NA	'054	5WK44781	NA	A2C00014697	200	1342	sticker	NA	ROH	NA	102	PS_VW10 LC_U.ULISES VIL	NO	
472193	6/10/2014	ZSCR	551	040-3	NA	'054	5WK44667	NA	A2C91601100	1	1403	multipoint connector124/ 81P H 2SYS 1018	NA	ROH	NA	55.16	PSAD_DAIMLER STAR 2_A.A	NO	
472195	6/10/2014	ZSCR	551	034-1	NA	'054	5WK44808	NA	A2C53245952	16	1341	"housing FIP 152,0x 135,7"	NA	ROH	NA	307.52	PS_ARAMIS III_E.EDWIN R	NO	
472196	6/10/2014	ZSCR	551	034-2	NA	'054	5WK44808	NA	A2C53245952	1	1342	"housing FIP 152,0x 135,7"	NA	ROH	NA	19.22	PS_ARAMIS 2013_E.EDWIN	NO	
472219	6/10/2014	ZSCR	551	040-3	NA	'054	5WK44252	NA	A2C53364457	8	1403	pcb assy	NA	HALB	S.Real/AutoBF	770	OC_BOSE VW_A.ANA TAPIA-	NO	
472231	6/10/2014	ZSCR	551	034-2	NA	'054	A2C38172101	NA	A2C53424040	30	1342	"pan head screw M3,5 x 12,00 1268"	NA	ROH	NA	8.1	PSAD_DAIMLER STAR2_ISC_	NO	
472231	6/10/2014	ZSCR	551	034-2	NA	'054	A2C81768403	NA	A2C83435000	1	1342	cover FIP T BK	NA	ROH	NA	19.02	PSAD_DAIMLER STAR2_ISC_	NO	
472247	6/10/2014	ZSCR	551	034-2	NA	'054	5WK44285	NA	A2C00027389	21	1342	cover	NA	ROH	NA	53.76	PS_VW10 LC_U.ULISES VIL	NO	
472250	6/10/2014	ZSCR	551	034-2	NA	'054	5WK44781	NA	A2C00014697	150	1342	sticker	NA	ROH	NA	76.5	PS_VW10 LC_U.ULISES VIL	NO	
472253	6/10/2014	ZSCR	551	034-2	NA	'054	5WY89340	NA	A2C00022191	56	1342	sticker	NA	ROH	NA	750.4	PSAD_EPSILON_O.OSCAR FO	NO	
472253	6/10/2014	ZSCR	551	034-2	NA	'054	5WY89340	NA	A2C00013954	224	1342	"pan head screw SF-M4 x 10,00 1241"	NA	ROH	NA	67.2	PSAD_EPSILON_O.OSCAR FO	NO	
472253	6/10/2014	ZSCR	551	034-2	NA	'054	5WY89340	NA	6590110701	56	1342	Epsilon SDM Cover	NA	ROH	NA	128.24	PSAD_EPSILON_O.OSCAR FO	NO	
472253	6/10/2014	ZSCR	551	034-2	NA	'054	5WY89340	NA	6590110301	56	1342	Epsilon SDM Housing	NA	ROH	NA	884.8	PSAD_EPSILON_O.OSCAR FO	NO	
472280	6/10/2014	ZSCR	551	040-1	NA	'054	A2C83971800	NA	A2C83972000	1	1401	pcb topSMD	NA	HALB	S.Real/AutoBF	361.65	PS_SDM10+_C.CAROLINA OT	NO	
472281	6/10/2014	ZSCR	551	040-2	NA	'054	A2C85801200	NA	A2C83972000	1	1402	pcb topSMD	NA	HALB	S.Real/AutoBF	361.65	PS_SDM10+_C.CAROLINA OT	NO	
472282	6/10/2014	ZSCR	551	040-3	NA	'054	A2C89730900	NA	A2C8021660002	1	1403	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	
472292	6/10/2014	ZSCR	551	040-3	NA	'054	5WK44252	NA	A2C53364457	4	1403	pcb assy	NA	HALB	S.Real/AutoBF	385	OC_BOSE VW_A.ANA TAPIA-	NO	
472304	6/10/2014	ZSCR	551	030-1	NA	'054	5WY85250	NA	A2C53181153	8	1301	pcb panel multiple 4-up	NA	ROH	NA	158.8	PSAD_EPSILON_O.OSCAR FO	NO	
472737	6/11/2014	ZSCR	551	040-1	NA	'054	5WY88040	NA	A2C53412214	1	1401	pcb assy	NA	HALB	S.Real/AutoBF	149.71	PSAD_GM BRASIL_A.ANA TA	NO	
472768	6/11/2014	ZSCR	551	040-3	NA	'054	5WK44252	NA	A2C53364457	1	1403	pcb assy	NA	HALB	S.Real/AutoBF	96.25	OC_BOSE VW_A.ANA TAPIA-	NO	
472775	6/11/2014	ZSCR	551	040-3	NA	'054	5WY90360	NA	A2C53408690	14	1403	cover	NA	ROH	NA	55.58	PSAD_GM BRASIL_A.ANA TA	NO	
472776	6/11/2014	ZSCR	551	034-2	NA	'054	5WK44822	NA	A2C32679900	12	1342	pcb	NA	ROH	NA	235.2	PS_HONDA HRS6_J.JUAN CH	NO	
472779	6/11/2014	ZSCR	551	034-2	NA	'054	5WK44285	NA	A2C00027389	5	1342	cover	NA	ROH	NA	12.8	PS_VW10 LC_U.ULISES VIL	NO	
472780	6/11/2014	ZSCR	551	034-2	NA	'054	5WY88030	NA	A2C53108387	4	1342	"pan head screw SF-M3,5x 10,00 1241"	NA	ROH	NA	0.72	PSAD_GM BRASIL_A.ANA TA	NO	
472780	6/11/2014	ZSCR	551	034-2	NA	'054	5WY88030	NA	A2C53408690	1	1342	cover	NA	ROH	NA	3.97	PSAD_GM BRASIL_A.ANA TA	NO	
472780	6/11/2014	ZSCR	551	034-2	NA	'054	5WY88030	NA	A2C53408549	1	1342	housing D= 2	NA	ROH	NA	20.53	PSAD_GM BRASIL_A.ANA TA	NO	
472781	6/11/2014	ZSCR	551	040-3	NA	'054	A2C92116000	NA	6593831401	1	1403	WARNING LABEL c/d/i HONDA	NA	ROH	NA	1.11	PS_HONDA HRS6_J.JUAN CH	NO	
472781	6/11/2014	ZSCR	551	040-3	NA	'054	A2C86832700	NA	A2C53405780	1	1403	housing	NA	ROH	NA	26.37	PS_HONDA HRS6_J.JUAN CH	NO	
472781	6/11/2014	ZSCR	551	040-3	NA	'054	A2C85606100	NA	A2C3268040002	1	1403	pcb assy HONHRS6 V11B	NA	HALB	S.Real/AutoBF	308.02	PS_HONDA HRS6_J.JUAN CH	NO	
472797	6/11/2014	ZSCR	551	034-2	NA	'054	A2C91763900	NA	A2C40000022	27	1342	"C ELEC,AL,4.7mF,20%,35V"	NA	ROH	NA	181.71	PS_SDM10+_C.CAROLINA OT	NO	
472797	6/11/2014	ZSCR	551	034-2	NA	'054	A2C91764400	NA	A2C40000025	8	1342	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	54.64	PS_SDM10+_C.CAROLINA OT	NO	
472797	6/11/2014	ZSCR	551	034-2	NA	'054	A2C91764400	NA	A2C53338471	2	1342	contact element	NA	ROH	NA	2.04	PS_SDM10+_C.CAROLINA OT	NO	
472817	6/11/2014	ZSCR	551	040-2	NA	'054	A2C83971700	NA	A2C83971900	1	1402	pcb topSMD	NA	HALB	S.Real/AutoBF	335.21	PS_SDM10+_C.CAROLINA OT	NO	
472835	6/11/2014	ZSCR	551	034-2	NA	'054	5WY87270	NA	A2C00013954	60	1342	"pan head screw SF-M4 x 10,00 1241"	NA	ROH	NA	18	PS_FORD_.	NO	
472835	6/11/2014	ZSCR	551	034-2	NA	'054	5WY82770	NA	6590160301	27	1342	Housing Ford Airbags	NA	ROH	NA	471.15	PS_FORD_.	NO	
473117	6/12/2014	ZSCR	551	030-1	NA	'054	A2C8253520093	NA	A2C82535900	8	1301	pcb 4-lay FR-4 sample	NA	ROH	NA	203.52	PSAD_OPEL 4400_J.JOSE O	NO	
473296	6/12/2014	ZSCR	551	040-1	NA	'054	A2C89730900	NA	A2C8021660002	1	1401	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	
473319	6/12/2014	ZSCR	551	030-1	NA	'054	A2C53395078	NA	A2C53395076	12	1301	pcb IEEZZDIV	NA	ROH	NA	88.08	OC_BOSE BMW_A.ANA TAPIA	NO	
473321	6/12/2014	ZSCR	551	030-1	NA	'054	A2C53395078	NA	A2C53395076	28	1301	pcb IEEZZDIV	NA	ROH	NA	205.52	OC_BOSE BMW_A.ANA TAPIA	NO	
473323	6/12/2014	ZSCR	551	030-1	NA	'054	5WK44690	NA	A2C53295039	6	1301	pcb HONDA ACU16 main	NA	ROH	NA	100.5	PS_HONDA HRS6_J.JUAN CH	NO	
473476	6/13/2014	ZSCR	551	030-1	NA	'054	5WK44292	NA	A2C53395077	2	1301	pcb assy	NA	HALB	S.Real	133.56	OC_BOSE BMW_A.ANA TAPIA	NO	
473477	6/13/2014	ZSCR	551	030-1	NA	'054	5WK44291	NA	A2C53395078	1	1301	pcb assy	NA	HALB	S.Real	74.52	OC_BOSE BMW_A.ANA TAPIA	NO	
473479	6/13/2014	ZSCR	551	030-1	NA	'054	A2C82540900	NA	A2C8254100093	1	1301	pcb assy OPLA4400 4401XESA lado top	NA	HALB	S.Real	188.75	PSAD_OPEL 4400_J.JOSE O	NO	
473480	6/13/2014	ZSCR	551	030-1	NA	'054	A2C83011900	NA	A2C8301210093	1	1301	pcb assy OPLA3 370 lado TOP	NA	HALB	S.Real	184.09	PSAD_OPEL 4400_J.JOSE O	NO	
473481	6/13/2014	ZSCR	551	030-1	NA	'054	A2C83011900	NA	A2C8301210093	1	1301	pcb assy OPLA3 370 lado TOP	NA	HALB	S.Real	184.09	PSAD_OPEL 4400_J.JOSE O	NO	
473482	6/13/2014	ZSCR	551	030-1	NA	'054	A2C34527200	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	359.32	PS_ARAMIS 2012_E.EDWIN	NO	
473483	6/13/2014	ZSCR	551	030-1	NA	'054	A2C53243155A	NA	A2C53243155B	1	1301	SMD assy C207 WITH PPS/WITHOUT RO side B	NA	HALB	S.Real/AutoBF	104.85	PS_ARAMIS II MCG_F.FERN	NO	4978989309
473484	6/13/2014	ZSCR	551	030-1	NA	'054	A2C53243155A	NA	A2C53243155B	1	1301	SMD assy C207 WITH PPS/WITHOUT RO side B	NA	HALB	S.Real/AutoBF	104.85	PS_ARAMIS II MCG_F.FERN	NO	4978989309
473485	6/13/2014	ZSCR	551	030-1	NA	'054	A2C53243155MI	NA	A2C53243155A	1	1301	SMD assy C207 WITH PPS/WITHOUT RO side A	NA	HALB	S.Real	328.16	PS_ARAMIS II MCG_F.FERN	NO	
473486	6/13/2014	ZSCR	551	030-1	NA	'054	A2C53243155MI	NA	A2C53243155A	1	1301	SMD assy C207 WITH PPS/WITHOUT RO side A	NA	HALB	S.Real	328.16	PS_ARAMIS II MCG_F.FERN	NO	
473487	6/13/2014	ZSCR	551	030-1	NA	'054	A2C53243155A	NA	A2C53243155B	1	1301	SMD assy C207 WITH PPS/WITHOUT RO side B	NA	HALB	S.Real/AutoBF	104.85	PS_ARAMIS II MCG_F.FERN	NO	4978989309
473488	6/13/2014	ZSCR	551	030-1	NA	'054	A2C53243155MI	NA	A2C53243155A	1	1301	SMD assy C207 WITH PPS/WITHOUT RO side A	NA	HALB	S.Real	328.16	PS_ARAMIS II MCG_F.FERN	NO	
473489	6/13/2014	ZSCR	551	030-1	NA	'054	A2C8153300093	NA	A2C8153300092	6	1301	pcb assy DAGARM3 V13 Bottom	NA	HALB	S.Real/AutoBF	495.96	PS_ARAMIS III_E.EDWIN R	NO	4978989620
473490	6/13/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C83277500	4	1095	pcb	NA	ROH	NA	91.56	PS_SDM30_C.CAROLINA OTA	NO	4978988371
473491	6/13/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257200093	4	1095	pcb botMAN GMSDM30 Top	NA	HALB	S.Real	563.36	PS_SDM30_C.CAROLINA OTA	NO	4978988371
473492	6/13/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257200092	4	1095	pcb botMAN GMSDM30 Bottom	NA	HALB	S.Real/AutoBF	308.2	PS_SDM30_C.CAROLINA OTA	NO	4978988371
473495	6/13/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	12	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	869.16	OC_BOSE VW_A.ANA TAPIA-	NO	
473496	6/13/2014	ZSCR	551	030-1	NA	'054	5WK44551	NA	A2C53287893	12	1301	pcb BMWOCE E70 OCE2007 EMC	NA	ROH	NA	84.84	OC_OCS NISSAN_A.ANA TAP	NO	
473498	6/13/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C53440997	9	1095	pcb VW ACU16	NA	ROH	NA	110.07	PS_VW20 MQB_.	NO	4978988411
473500	6/13/2014	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C3250900093	1	1301	circuit board assy TOP side VW20	NA	HALB	S.Real	120.66	PSAD_VW20_U.ULISES VILL	NO	
473502	6/13/2014	ZSCR	551	030-1	NA	'054	5WK44551	NA	A2C53287874B	1	1301	subensamble de SMD Nissan OCE07 BOT	NA	HALB	S.Real/AutoBF	27.63	OC_OCS NISSAN_A.ANA TAP	NO	4978989324
473502	6/13/2014	ZSCR	551	030-1	NA	'054	5WK44551	NA	A2C53287874	4	1301	pcb assy	NA	HALB	S.Real	219.4	OC_OCS NISSAN_A.ANA TAP	NO	
473503	6/13/2014	ZSCR	551	030-1	NA	'054	5WK44292	NA	A2C53395077	2	1301	pcb assy	NA	HALB	S.Real	133.56	OC_BOSE BMW_A.ANA TAPIA	NO	
473504	6/13/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
473505	6/13/2014	ZSCR	551	030-1	NA	'054	A2C80644600	NA	A2C81531200	1	1301	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO	
473506	6/13/2014	ZSCR	551	030-1	NA	'054	5WK44774	NA	A2C81533000	1	1301	pcb assy DAGARM3 V13	NA	HALB	S.Real	507.23	PS_ARAMIS III_E.EDWIN R	NO	
473507	6/13/2014	ZSCR	551	030-1	NA	'054	A2C80644600	NA	A2C81531200	1	1301	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO	
473508	6/13/2014	ZSCR	551	030-1	NA	'054	A2C80644602	NA	A2C8153120093	1	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
473509	6/13/2014	ZSCR	551	030-1	NA	'054	A2C80644600	NA	A2C8153120093	1	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
473510	6/13/2014	ZSCR	551	030-1	NA	'054	A2C8153300093	NA	A2C8153300092	1	1301	pcb assy DAGARM3 V13 Bottom	NA	HALB	S.Real/AutoBF	82.66	PS_ARAMIS III_E.EDWIN R	NO	4978989620
473511	6/13/2014	ZSCR	551	030-1	NA	'054	A2C8153300093	NA	A2C8153300092	1	1301	pcb assy DAGARM3 V13 Bottom	NA	HALB	S.Real/AutoBF	82.66	PS_ARAMIS III_E.EDWIN R	NO	4978989620
473513	6/13/2014	ZSCR	551	030-1	NA	'054	A2C8153120093	NA	A2C8153120092	1	1301	pcb assy DAGARM3 V14 Bottom	NA	HALB	S.Real/AutoBF	81.75	PS_ARAMIS III_E.EDWIN R	NO	4978989564
473514	6/13/2014	ZSCR	551	030-1	NA	'054	A2C80644601	NA	A2C8153120093	1	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
473516	6/13/2014	ZSCR	551	030-1	NA	'054	A2C82347400	NA	A2C8153300093	1	1301	pcb assy DAGARM3 V13 TOP	NA	HALB	S.Real	445.55	PS_ARAMIS III_E.EDWIN R	NO	
473517	6/13/2014	ZSCR	551	030-1	NA	'054	A2C8153300093	NA	A2C8153300092	1	1301	pcb assy DAGARM3 V13 Bottom	NA	HALB	S.Real/AutoBF	82.66	PS_ARAMIS III_E.EDWIN R	NO	4978989620
473518	6/13/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	2	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	144.86	OC_BOSE VW_A.ANA TAPIA-	NO	
473520	6/13/2014	ZSCR	551	030-1	NA	'054	5WK44292	NA	A2C53395077	1	1301	pcb assy	NA	HALB	S.Real	66.78	OC_BOSE BMW_A.ANA TAPIA	NO	
473529	6/13/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257250092	1	1095	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	82.13	PS_SDM30_C.CAROLINA OTA	NO	4978988371
473530	6/13/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257270093	1	1095	pcb assy GMSMD30 Top	NA	HALB	S.Real	384.12	PS_SDM30_C.CAROLINA OTA	NO	4978988371
473531	6/13/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257200092	1	1095	pcb botMAN GMSDM30 Bottom	NA	HALB	S.Real/AutoBF	77.05	PS_SDM30_C.CAROLINA OTA	NO	4978988371
473532	6/13/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257200092	1	1095	pcb botMAN GMSDM30 Bottom	NA	HALB	S.Real/AutoBF	77.05	PS_SDM30_C.CAROLINA OTA	NO	4978988371
473533	6/13/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257200092	1	1095	pcb botMAN GMSDM30 Bottom	NA	HALB	S.Real/AutoBF	77.05	PS_SDM30_C.CAROLINA OTA	NO	4978988371
473535	6/13/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257270093	1	1095	pcb assy GMSMD30 Top	NA	HALB	S.Real	384.12	PS_SDM30_C.CAROLINA OTA	NO	4978988371
473536	6/13/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257230092	1	1095	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	81.19	PS_SDM30_C.CAROLINA OTA	NO	4978988371
473537	6/13/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257240093	1	1095	pcb assy GMSMD30 Top	NA	HALB	S.Real	357.36	PS_SDM30_C.CAROLINA OTA	NO	4978988371
473540	6/13/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257250092	1	1095	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	82.13	PS_SDM30_C.CAROLINA OTA	NO	4978988371
473541	6/13/2014	ZSCR	551	030-1	NA	'054	A2C85801200	NA	A2C8397200093	1	1301	pcb topSMD Top	NA	HALB	S.Real	358.75	PS_SDM10+_C.CAROLINA OT	NO	
473543	6/13/2014	ZSCR	551	030-1	NA	'054	A2C53404922	NA	A2C53399617A	1	1301	circuit board assy	NA	HALB	S.Real	172.72	PS_HONDA HRS5_.	NO	
473544	6/13/2014	ZSCR	551	030-1	NA	'054	A2C53404924	NA	A2C53399617A	1	1301	circuit board assy	NA	HALB	S.Real	172.72	PS_HONDA HRS5_.	NO	
473545	6/13/2014	ZSCR	551	030-1	NA	'054	A2C37744300	NA	A2C3774430093	3	1301	FIAT 326 3V SMT TOP	NA	HALB	S.Real	354.9	PS_FIAT BRAZIL_E.EDWIN	NO	
473546	6/13/2014	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C3250900093	3	1301	circuit board assy TOP side VW20	NA	HALB	S.Real	361.98	PSAD_VW20_U.ULISES VILL	NO	
474091	6/14/2014	ZSCR	551	030-1	NA	'054	5WY89080	NA	A2C53342620	3	1301	pcb DC main	NA	ROH	NA	55.14	PS_ARAMIS 2012_E.EDWIN	NO	
474092	6/14/2014	ZSCR	551	030-1	NA	'054	5WY89080	NA	A2C53342620	6	1301	pcb DC main	NA	ROH	NA	110.28	PS_ARAMIS 2012_E.EDWIN	NO	
474093	6/14/2014	ZSCR	551	030-1	NA	'054	A2C31080700	NA	A2C30816300	12	1301	pcb SVI	NA	ROH	NA	178.2	PS_CHRYSLER MY2013_E.ED	NO	
474095	6/14/2014	ZSCR	551	030-1	NA	'054	A2C8397190092	NA	A2C34638400	4	1301	pcb 6-lay main	NA	ROH	NA	99.24	PS_SDM10+_C.CAROLINA OT	NO	
474101	6/14/2014	ZSCR	551	030-1	NA	'054	5WY89130	NA	A2C53342620	6	1301	pcb DC main	NA	ROH	NA	110.28	PS_ARAMIS 2012_E.EDWIN	NO	
474102	6/14/2014	ZSCR	551	030-1	NA	'054	A2C31080700	NA	A2C30816300	6	1301	pcb SVI	NA	ROH	NA	89.1	PS_CHRYSLER MY2013_E.ED	NO	
474318	6/15/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C92711900	1	1095	pcb assy DAGSTAR2 ISC D_25	NA	HALB	S.Real	410.46	PSAD_DAIMLER STAR2_ISC_	NO	4978988501
474336	6/15/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C3481530093	9	1095	pcb assy VW20 V04 TOP	NA	HALB	S.Real	1385.73	PS_VW20 MQB_.	NO	4978988411
474348	6/15/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C92711900	1	1095	pcb assy DAGSTAR2 ISC D_25	NA	HALB	S.Real	410.46	PSAD_DAIMLER STAR2_ISC_	NO	4978988501
474358	6/15/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580092	1	1095	pcb assy RENT4 V01 BOTTOM	NA	HALB	S.Real/AutoBF	76.59	PS_RENAULT_.	NO	4978988307
474359	6/15/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8145580092	1	1095	pcb assy RENT4 V01 BOTTOM	NA	HALB	S.Real/AutoBF	76.59	PS_RENAULT_.	NO	4978988307
474365	6/15/2014	ZSCR	551	030-1	NA	'054	5WY75801	NA	A2C53094752	1	1301	circuit board assy	NA	HALB	S.Real	160.05	PS_FORD_.	NO	
474367	6/15/2014	ZSCR	551	030-1	NA	'054	A2C31080700	NA	A2C30816300	6	1301	pcb SVI	NA	ROH	NA	89.1	PS_CHRYSLER MY2013_E.ED	NO	
474369	6/15/2014	ZSCR	551	030-1	NA	'054	A2C8397200092	NA	A2C34638400	4	1301	pcb 6-lay main	NA	ROH	NA	99.24	PS_SDM10+_C.CAROLINA OT	NO	
474370	6/15/2014	ZSCR	551	030-1	NA	'054	5WK44630	NA	A2C32508800	10	1301	pcb	NA	ROH	NA	116.8	PSAD_VW20_U.ULISES VILL	NO	
474371	6/15/2014	ZSCR	551	030-1	NA	'054	5WK44822	NA	A2C32679900	6	1301	pcb	NA	ROH	NA	117.6	PS_HONDA HRS6_J.JUAN CH	NO	
474377	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474378	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474379	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474380	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474381	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474382	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474383	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474384	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474385	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474386	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474388	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474389	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
474390	6/15/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
