No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID		Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
475948	6/18/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00039386	20	1351	"17V,52V,0603,VARISTOR/AVR"		ROH	NA	3.2	OC_BOSE VW_L.LPL AUTOMA	NO	
475949	6/18/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00004320	37	1351	"R LIN,3K01,1%,TK100,100mW,0603"		ROH	NA	0.74	OC_OCS NISSAN_L.LPL AUT	NO	
475949	6/18/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00004368	60	1351	"R LIN,100K,1%,TK100,100mW,0603"		ROH	NA	0.6	OC_OCS NISSAN_L.LPL AUT	NO	
475949	6/18/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00004349	41	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.41	OC_OCS NISSAN_L.LPL AUT	NO	
475949	6/18/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00043039	64	1351	"D REC/ES1DHE3 or MURA120T3G,200V,1A,DO21"		ROH	NA	17.28	OC_OCS NISSAN_L.LPL AUT	NO	
475949	6/18/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00008590	15	1351	"R LIN,226K,1%,TK100,100mW,0603"		ROH	NA	0.15	OC_OCS NISSAN_L.LPL AUT	NO	
475949	6/18/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00004463	363	1351	"R LIN,10K,1%,TK100,100mW,0603"		ROH	NA	3.63	OC_OCS NISSAN_L.LPL AUT	NO	
475949	6/18/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00004568	65	1351	"R LIN,5K36,1%,TK100,100mW,0603"		ROH	NA	0.65	OC_OCS NISSAN_L.LPL AUT	NO	
475949	6/18/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00004463	38	1351	"R LIN,10K,1%,TK100,100mW,0603"		ROH	NA	0.38	OC_OCS NISSAN_L.LPL AUT	NO	
475949	6/18/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00018966	9	1351	"4K7,3650,0805,NTC/B57620-C2472-A262"		ROH	NA	5.31	OC_OCS NISSAN_L.LPL AUT	NO	
475949	6/18/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00004368	38	1351	"R LIN,100K,1%,TK100,100mW,0603"		ROH	NA	0.38	OC_OCS NISSAN_L.LPL AUT	NO	
475949	6/18/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00004320	59	1351	"R LIN,3K01,1%,TK100,100mW,0603"		ROH	NA	1.18	OC_OCS NISSAN_L.LPL AUT	NO	
475949	6/18/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00003818	29	1351	"R LIN,330R,5%,TK200,100mW,0603"		ROH	NA	0.29	OC_OCS NISSAN_L.LPL AUT	NO	
475950	6/18/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00004463	187	1351	"R LIN,10K,1%,TK100,100mW,0603"		ROH	NA	1.87	OC_OCS NISSAN_L.LPL AUT	NO	
475950	6/18/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00018966	173	1351	"4K7,3650,0805,NTC/B57620-C2472-A262"		ROH	NA	102.07	OC_OCS NISSAN_L.LPL AUT	NO	
475950	6/18/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00006792	55	1351	"470nF,10%,16V,X7R,0805,TINNED,CER CAP/"		ROH	NA	3.85	OC_OCS NISSAN_L.LPL AUT	NO	
475950	6/18/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00004463	372	1351	"R LIN,10K,1%,TK100,100mW,0603"		ROH	NA	3.72	OC_OCS NISSAN_L.LPL AUT	NO	
475950	6/18/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00008590	131	1351	"R LIN,226K,1%,TK100,100mW,0603"		ROH	NA	1.31	OC_OCS NISSAN_L.LPL AUT	NO	
475950	6/18/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00040563	128	1351	"5,100W,15V, SOT363,SUP DIODE/SMF12CT1"		ROH	NA	56.32	OC_OCS NISSAN_L.LPL AUT	NO	
475951	6/18/2014	ZSCR	551	035-1	0	'054	A2C53290320	NA	A2C00004568	24	1351	"R LIN,5K36,1%,TK100,100mW,0603"		ROH	NA	0.24	OC_OCS SUZUKI_L.LPL AUT	NO	
475951	6/18/2014	ZSCR	551	035-1	0	'054	A2C53290320	NA	A2C00004349	72	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.72	OC_OCS SUZUKI_L.LPL AUT	NO	
475951	6/18/2014	ZSCR	551	035-1	0	'054	A2C53290320	NA	A2C00011699	1	1351	"4.7nF,5%,50V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.14	OC_OCS SUZUKI_L.LPL AUT	NO	
475951	6/18/2014	ZSCR	551	035-1	0	'054	A2C53290320	NA	A2C00004320	6	1351	"R LIN,3K01,1%,TK100,100mW,0603"		ROH	NA	0.12	OC_OCS SUZUKI_L.LPL AUT	NO	
475951	6/18/2014	ZSCR	551	035-1	0	'054	A2C53290320	NA	A2C00004463	316	1351	"R LIN,10K,1%,TK100,100mW,0603"		ROH	NA	3.16	OC_OCS SUZUKI_L.LPL AUT	NO	
475951	6/18/2014	ZSCR	551	035-1	0	'054	A2C53290320	NA	A2C00008590	31	1351	"R LIN,226K,1%,TK100,100mW,0603"		ROH	NA	0.31	OC_OCS SUZUKI_L.LPL AUT	NO	
475951	6/18/2014	ZSCR	551	035-1	0	'054	A2C53290320	NA	A2C00004568	49	1351	"R LIN,5K36,1%,TK100,100mW,0603"		ROH	NA	0.49	OC_OCS SUZUKI_L.LPL AUT	NO	
475951	6/18/2014	ZSCR	551	035-1	0	'054	A2C53290320	NA	A2C00004463	109	1351	"R LIN,10K,1%,TK100,100mW,0603"		ROH	NA	1.09	OC_OCS SUZUKI_L.LPL AUT	NO	
475951	6/18/2014	ZSCR	551	035-1	0	'054	A2C53290320	NA	A2C00004349	286	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	2.86	OC_OCS SUZUKI_L.LPL AUT	NO	
475951	6/18/2014	ZSCR	551	035-1	0	'054	A2C53290320	NA	A2C00003818	1	1351	"R LIN,330R,5%,TK200,100mW,0603"		ROH	NA	0.01	OC_OCS SUZUKI_L.LPL AUT	NO	
475951	6/18/2014	ZSCR	551	035-1	0	'054	A2C53290320	NA	A2C00004537	33	1351	"R LIN,24K3,1%,TK100,100mW,0603"		ROH	NA	0.33	OC_OCS SUZUKI_L.LPL AUT	NO	
475951	6/18/2014	ZSCR	551	035-1	0	'054	A2C53290320	NA	A2C00018966	4	1351	"4K7,3650,0805,NTC/B57620-C2472-A262"		ROH	NA	2.36	OC_OCS SUZUKI_L.LPL AUT	NO	
475952	6/18/2014	ZSCR	551	035-1	0	'054	A2C53290320	NA	A2C00004320	18	1351	"R LIN,3K01,1%,TK100,100mW,0603"		ROH	NA	0.36	OC_OCS SUZUKI_L.LPL AUT	NO	
475952	6/18/2014	ZSCR	551	035-1	0	'054	A2C53290320	NA	A2C00004320	19	1351	"R LIN,3K01,1%,TK100,100mW,0603"		ROH	NA	0.38	OC_OCS SUZUKI_L.LPL AUT	NO	
475952	6/18/2014	ZSCR	551	035-1	0	'054	A2C53290320	NA	A2C00004349	8	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.08	OC_OCS SUZUKI_L.LPL AUT	NO	
475953	6/18/2014	ZSCR	551	035-1	0	'054	A2C53290320	NA	A2C00045065	31	1351	"20MHz,0.5%,CSTCE-V,CER RESONATOR,OVER MO"		ROH	NA	31.93	OC_OCS SUZUKI_L.LPL AUT	NO	
475953	6/18/2014	ZSCR	551	035-1	0	'054	A2C53290320	NA	A2C00004368	19	1351	"R LIN,100K,1%,TK100,100mW,0603"		ROH	NA	0.19	OC_OCS SUZUKI_L.LPL AUT	NO	
475953	6/18/2014	ZSCR	551	035-1	0	'054	A2C53290320	NA	A2C00006792	163	1351	"470nF,10%,16V,X7R,0805,TINNED,CER CAP/"		ROH	NA	11.41	OC_OCS SUZUKI_L.LPL AUT	NO	
475953	6/18/2014	ZSCR	551	035-1	0	'054	A2C53290320	NA	A2C00004463	443	1351	"R LIN,10K,1%,TK100,100mW,0603"		ROH	NA	4.43	OC_OCS SUZUKI_L.LPL AUT	NO	
475953	6/18/2014	ZSCR	551	035-1	0	'054	A2C53290320	NA	A2C00008590	197	1351	"R LIN,226K,1%,TK100,100mW,0603"		ROH	NA	1.97	OC_OCS SUZUKI_L.LPL AUT	NO	
475953	6/18/2014	ZSCR	551	035-1	0	'054	A2C53290320	NA	A2C00004463	160	1351	"R LIN,10K,1%,TK100,100mW,0603"		ROH	NA	1.6	OC_OCS SUZUKI_L.LPL AUT	NO	
475953	6/18/2014	ZSCR	551	035-1	0	'054	A2C53290320	NA	A2C00018966	206	1351	"4K7,3650,0805,NTC/B57620-C2472-A262"		ROH	NA	121.54	OC_OCS SUZUKI_L.LPL AUT	NO	
475954	6/18/2014	ZSCR	551	035-1	0	'054	A2C53399617B	NA	A2C00039384	1	1351	"1,N_CHAN,MOS,POWER,55V,7A,68mOhm,SOT223,"		ROH	NA	1.47	PS_HONDA HRS5_L.LPL AUT	NO	
475954	6/18/2014	ZSCR	551	035-1	0	'054	A2C53399617B	NA	A2C00019939	35	1351	"18V,200mW,SOD323,ZENER/GDZ18B 3kpcs reel"		ROH	NA	4.2	PS_HONDA HRS5_L.LPL AUT	NO	
475954	6/18/2014	ZSCR	551	035-1	0	'054	A2C53399617B	NA	A2C00010918	1	1351	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_HONDA HRS5_L.LPL AUT	NO	
475954	6/18/2014	ZSCR	551	035-1	0	'054	A2C53399617A	NA	A2C00004500	1	1351	"R LIN,56K2,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_HONDA HRS5_L.LPL AUT	NO	
475954	6/18/2014	ZSCR	551	035-1	0	'054	A2C53399617A	NA	A2C00004349	4	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.04	PS_HONDA HRS5_L.LPL AUT	NO	
475954	6/18/2014	ZSCR	551	035-1	0	'054	A2C5339962993	NA	A2C00051989	1	1351	"100uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	0.89	PS_HONDA HRS5_L.LPL AUT	NO	
475954	6/18/2014	ZSCR	551	035-1	0	'054	A2C5339962993	NA	A2C00055568	1	1351	"TMS470PVF247BBPZ,A1,PQFP100,FLASH,32bit,"		ROH	NA	28.84	PS_HONDA HRS5_L.LPL AUT	NO	
475954	6/18/2014	ZSCR	551	035-1	0	'054	A2C5339962993	NA	A2C00019595	4	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.04	PS_HONDA HRS5_L.LPL AUT	NO	
475954	6/18/2014	ZSCR	551	035-1	0	'054	A2C53399620B	NA	A2C00011220	4	1351	"R LIN,33K2,1%,TK100,63mW,0402"		ROH	NA	0.04	PS_HONDA HRS5_L.LPL AUT	NO	
475954	6/18/2014	ZSCR	551	035-1	0	'054	A2C53404914B	NA	A2C00011220	10	1351	"R LIN,33K2,1%,TK100,63mW,0402"		ROH	NA	0.1	PS_HONDA HRS5_L.LPL AUT	NO	
475954	6/18/2014	ZSCR	551	035-1	0	'054	A2C53404914B	NA	A2C00043144	46	1351	"340R,1%,TK50,1W,MELF0207,LIN RES/MMB0207"		ROH	NA	11.04	PS_HONDA HRS5_L.LPL AUT	NO	
475954	6/18/2014	ZSCR	551	035-1	0	'054	A2C53404914A	NA	A2C00019595	6	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.06	PS_HONDA HRS5_L.LPL AUT	NO	
475954	6/18/2014	ZSCR	551	035-1	0	'054	A2C53404914A	NA	A2C00004500	6	1351	"R LIN,56K2,1%,TK100,100mW,0603"		ROH	NA	0.06	PS_HONDA HRS5_L.LPL AUT	NO	
475954	6/18/2014	ZSCR	551	035-1	0	'054	A2C53404914A	NA	A2C00043144	4	1351	"340R,1%,TK50,1W,MELF0207,LIN RES/MMB0207"		ROH	NA	0.96	PS_HONDA HRS5_L.LPL AUT	NO	
475954	6/18/2014	ZSCR	551	035-1	0	'054	A2C53399620A	NA	A2C00004025	29	1351	"R LIN,1K3,1%,TK100,250mW,1206"		ROH	NA	0.87	PS_HONDA HRS5_L.LPL AUT	NO	
475954	6/18/2014	ZSCR	551	035-1	0	'054	A2C5339962992	NA	A2C00019592	16	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.16	PS_HONDA HRS5_L.LPL AUT	NO	
475954	6/18/2014	ZSCR	551	035-1	0	'054	A2C5339962992	NA	A2C00011220	10	1351	"R LIN,33K2,1%,TK100,63mW,0402"		ROH	NA	0.1	PS_HONDA HRS5_L.LPL AUT	NO	
475955	6/18/2014	ZSCR	551	035-1	0	'054	A2C53429875A	NA	A2C00019591	5	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.05	PS_HYUNDAI_L.LPL AUTOMA	NO	
475955	6/18/2014	ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00054422	13	1351	"0R12,5%,TK50,1W,MELF0207,LIN RES/MMB 020"		ROH	NA	8.06	PS_HYUNDAI_L.LPL AUTOMA	NO	
475955	6/18/2014	ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00039384	3	1351	"1,N_CHAN,MOS,POWER,55V,7A,68mOhm,SOT223,"		ROH	NA	4.41	PS_HYUNDAI_L.LPL AUTOMA	NO	
475955	6/18/2014	ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00019591	6	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.06	PS_HYUNDAI_L.LPL AUTOMA	NO	
475955	6/18/2014	ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00037882	173	1351	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	1.73	PS_HYUNDAI_L.LPL AUTOMA	NO	
475956	6/18/2014	ZSCR	551	035-1	0	'054	A2C8095410093	NA	A2C00010444	21	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.21	PS_VW10 LC_L.LPL AUTOMA	NO	
475956	6/18/2014	ZSCR	551	035-1	0	'054	A2C8095410093	NA	A2C00037377	3	1351	"6.8uH,570mA,SMD,COIL/SIMID 1210-H100"		ROH	NA	0.75	PS_VW10 LC_L.LPL AUTOMA	NO	
475956	6/18/2014	ZSCR	551	035-1	0	'054	A2C8095410093	NA	A2C00037378	41	1351	"TA CAP,TA,47uF,10%,6.3V,SMD"		ROH	NA	29.93	PS_VW10 LC_L.LPL AUTOMA	NO	
475956	6/18/2014	ZSCR	551	035-1	0	'054	A2C8095410093	NA	A2C00037383	1	1351	"TA CAP,TA,22uF,10%,25V,SMD"		ROH	NA	1.8	PS_VW10 LC_L.LPL AUTOMA	NO	
475956	6/18/2014	ZSCR	551	035-1	0	'054	A2C8095410092	NA	A2C00010444	11	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.11	PS_VW10 LC_L.LPL AUTOMA	NO	
475956	6/18/2014	ZSCR	551	035-1	0	'054	A2C8095410092	NA	A2C00004259	3	1351	"R LIN,2K49,1%,TK100,125mW,0805"		ROH	NA	0.03	PS_VW10 LC_L.LPL AUTOMA	NO	
475956	6/18/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00004259	28	1351	"R LIN,2K49,1%,TK100,125mW,0805"		ROH	NA	0.28	PS_VW10 LC_L.LPL AUTOMA	NO	
475956	6/18/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00047414	22	1351	"1,NPN,NORMAL,1A,60V,SOT223,BIP/BCP55"		ROH	NA	6.82	PS_VW10 LC_L.LPL AUTOMA	NO	
475956	6/18/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00022618	18	1351	"442R,1%,TK50,1W,MELF0207,LIN RES/MMB0207"		ROH	NA	4.32	PS_VW10 LC_L.LPL AUTOMA	NO	
475956	6/18/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00010444	1	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.01	PS_VW10 LC_L.LPL AUTOMA	NO	
475956	6/18/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00037377	17	1351	"6.8uH,570mA,SMD,COIL/SIMID 1210-H100"		ROH	NA	4.25	PS_VW10 LC_L.LPL AUTOMA	NO	
475956	6/18/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00037378	29	1351	"TA CAP,TA,47uF,10%,6.3V,SMD"		ROH	NA	21.17	PS_VW10 LC_L.LPL AUTOMA	NO	
475956	6/18/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00039384	5	1351	"1,N_CHAN,MOS,POWER,55V,7A,68mOhm,SOT223,"		ROH	NA	7.35	PS_VW10 LC_L.LPL AUTOMA	NO	
475956	6/18/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00033899	10	1351	"F BEAD/BLM18BD,1.5Ohm,2.5KOhm,50mA,SMD"		ROH	NA	0.4	PS_VW10 LC_L.LPL AUTOMA	NO	
475956	6/18/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00010444	96	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.96	PS_VW10 LC_L.LPL AUTOMA	NO	
475956	6/18/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00017564	194	1351	"0R2,5%,TK100,1W,MELF0207,LIN RES/MMB"		ROH	NA	120.28	PS_VW10 LC_L.LPL AUTOMA	NO	
475956	6/18/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00025460	10	1351	"R LIN,330R,5%,TK200,63mW,0402"		ROH	NA	0.1	PS_VW10 LC_L.LPL AUTOMA	NO	
475956	6/18/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00037378	243	1351	"TA CAP,TA,47uF,10%,6.3V,SMD"		ROH	NA	177.39	PS_VW10 LC_L.LPL AUTOMA	NO	
475956	6/18/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00037377	60	1351	"6.8uH,570mA,SMD,COIL/SIMID 1210-H100"		ROH	NA	15	PS_VW10 LC_L.LPL AUTOMA	NO	
475956	6/18/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00039384	34	1351	"1,N_CHAN,MOS,POWER,55V,7A,68mOhm,SOT223,"		ROH	NA	49.98	PS_VW10 LC_L.LPL AUTOMA	NO	
475956	6/18/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00022618	53	1351	"442R,1%,TK50,1W,MELF0207,LIN RES/MMB0207"		ROH	NA	12.72	PS_VW10 LC_L.LPL AUTOMA	NO	
475957	6/18/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00042657	39	1351	"100uH,950mA,SMD,COIL/SLN10145T-101MR95"		ROH	NA	48.75	PS_ARAMIS 2012_L.LPL AU	NO	
475957	6/18/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00032659	20	1351	"TRANSCEIVER,CAN,P-DSO-8-3,BUS DRIVER IC/"		ROH	NA	45.6	PS_ARAMIS 2012_L.LPL AU	NO	
475957	6/18/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00004318	200	1351	"R LIN,1K,1%,TK100,100mW,0603"		ROH	NA	2	PS_ARAMIS 2012_L.LPL AU	NO	
475957	6/18/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00016442	149	1351	"R LIN,165R,1%,TK100,100mW,0603"		ROH	NA	1.49	PS_ARAMIS 2012_L.LPL AU	NO	
475957	6/18/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00004462	36	1351	"R LIN,6K81,1%,TK100,100mW,0603"		ROH	NA	0.36	PS_ARAMIS 2012_L.LPL AU	NO	
475957	6/18/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00029909	36	1351	"10MHz,0.5%,CSTCE,CER RESONATOR"		ROH	NA	30.24	PS_ARAMIS 2012_L.LPL AU	NO	
475957	6/18/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00020895	54	1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	3.78	PS_ARAMIS 2012_L.LPL AU	NO	
475957	6/18/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00037383	4	1351	"TA CAP,TA,22uF,10%,25V,SMD"		ROH	NA	7.2	PS_ARAMIS 2012_L.LPL AU	NO	
475957	6/18/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00033760	1052	1351	"220nF,10%,50V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	63.12	PS_ARAMIS 2012_L.LPL AU	NO	
475957	6/18/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00004297	320	1351	"R LIN,127R,1%,TK100,125mW,0805"		ROH	NA	6.4	PS_ARAMIS 2012_L.LPL AU	NO	
475957	6/18/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00000568	25	1351	"T BIP/BC 847S E6327,SOT363"		ROH	NA	3.5	PS_ARAMIS 2012_L.LPL AU	NO	
475957	6/18/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00019590	10	1351	"R LIN,2K,1%,TK100,63mW,0402"		ROH	NA	0.1	PS_ARAMIS 2012_L.LPL AU	NO	
475957	6/18/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00037377	31	1351	"6.8uH,570mA,SMD,COIL/SIMID 1210-H100"		ROH	NA	7.75	PS_ARAMIS 2012_L.LPL AU	NO	
475957	6/18/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00003684	83	1351	"R LIN,100K,5%,TK200,100mW,0603"		ROH	NA	0.83	PS_ARAMIS 2012_L.LPL AU	NO	
475957	6/18/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00019592	33	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.33	PS_ARAMIS 2012_L.LPL AU	NO	
475957	6/18/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00033899	43	1351	"F BEAD/BLM18BD,1.5Ohm,2.5KOhm,50mA,SMD"		ROH	NA	1.72	PS_ARAMIS 2012_L.LPL AU	NO	
475957	6/18/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00024964	82	1351	"T BIP/BC847BW,SOT323"		ROH	NA	6.56	PS_ARAMIS 2012_L.LPL AU	NO	
475957	6/18/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00003779	1107	1351	"R LIN,100R,5%,TK200,100mW,0603"		ROH	NA	11.07	PS_ARAMIS 2012_L.LPL AU	NO	
475957	6/18/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00003818	128	1351	"R LIN,330R,5%,TK200,100mW,0603"		ROH	NA	1.28	PS_ARAMIS 2012_L.LPL AU	NO	
475957	6/18/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00010877	34	1351	"R LIN,3K24,1%,TK100,100mW,0603"		ROH	NA	0.34	PS_ARAMIS 2012_L.LPL AU	NO	
475957	6/18/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00004322	1037	1351	"R LIN,5K62,1%,TK100,100mW,0603"		ROH	NA	10.37	PS_ARAMIS 2012_L.LPL AU	NO	
475957	6/18/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00006416	177	1351	"PTN ! 70V,200mA,2,FAST,SOT323_3,RECT DIO"		ROH	NA	17.7	PS_ARAMIS 2012_L.LPL AU	NO	
475957	6/18/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00041223	77	1351	"R LIN,4K99,1%,TK100,63mW,0402"		ROH	NA	0.77	PS_ARAMIS 2012_L.LPL AU	NO	
475957	6/18/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00003825	142	1351	"R LIN,10R,5%,TK200,100mW,0603"		ROH	NA	1.42	PS_ARAMIS 2012_L.LPL AU	NO	
475957	6/18/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00018819	15	1351	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"		ROH	NA	1.05	PS_ARAMIS 2012_L.LPL AU	NO	
475958	6/18/2014	ZSCR	551	035-1	0	'054	A2C3320990093	NA	A2C00055566	1	1351	"TMS470PVF242BBPZ,A1,PQFP100,FLASH,32bit,"		ROH	NA	24.56	PS_FIAT BRAZIL_L.LPL AU	NO	
475958	6/18/2014	ZSCR	551	035-1	0	'054	A2C3320990092	NA	A2C00031355	2	1351	"200V,250mA,1,FAST,SOD323,RECT DIODE/BAS2"		ROH	NA	0.2	PS_FIAT BRAZIL_L.LPL AU	NO	
475958	6/18/2014	ZSCR	551	035-1	0	'054	A2C3320990092	NA	A2C00058659	8	1351	IC MEM/M95320-WMN3TP/PC/AT25320AN-SQ27T7		ROH	NA	17.36	PS_FIAT BRAZIL_L.LPL AU	NO	
475958	6/18/2014	ZSCR	551	035-1	0	'054	A2C3320990092	NA	A2C00003490	5	1351	"3R3,5%,TK500,250mW,1206,LIN RES/"		ROH	NA	0.1	PS_FIAT BRAZIL_L.LPL AU	NO	
475958	6/18/2014	ZSCR	551	035-1	0	'054	A2C3320990092	NA	A2C00003956	3	1351	"953R,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.24	PS_FIAT BRAZIL_L.LPL AU	NO	
475958	6/18/2014	ZSCR	551	035-1	0	'054	A2C3774430093	NA	A2C00006616	1	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.01	PS_FIAT BRAZIL_L.LPL AU	NO	
475958	6/18/2014	ZSCR	551	035-1	0	'054	A2C3774430093	NA	A2C00053724	22	1351	"IC BUS DRIV/TJA1055T/3 /c,SO14"		ROH	NA	75.68	PS_FIAT BRAZIL_L.LPL AU	NO	
475958	6/18/2014	ZSCR	551	035-1	0	'054	A2C3774430092	NA	A2C00006616	2	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.02	PS_FIAT BRAZIL_L.LPL AU	NO	
475959	6/18/2014	ZSCR	551	035-1	0	'054	A2C3108070093	NA	A2C00032168	1208	1351	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	12.08	PS_CHRYSLER MY2013_L.LP	NO	
475959	6/18/2014	ZSCR	551	035-1	0	'054	A2C3108070093	NA	A2C00006616	569	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	5.69	PS_CHRYSLER MY2013_L.LP	NO	
475959	6/18/2014	ZSCR	551	035-1	0	'054	A2C3108070093	NA	A2C00010444	79	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.79	PS_CHRYSLER MY2013_L.LP	NO	
475959	6/18/2014	ZSCR	551	035-1	0	'054	A2C3108070093	NA	A2C00010918	88	1351	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	0.88	PS_CHRYSLER MY2013_L.LP	NO	
475959	6/18/2014	ZSCR	551	035-1	0	'054	A2C3108070093	NA	A2C40003820	348	1351	"R LIN,10R,1%,TK100,100mW,0603"		ROH	NA	3.48	PS_CHRYSLER MY2013_L.LP	NO	
