No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	045		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
596487	07/03/2015	ZSCR	551	040-3	NA	'045	A2C87540600	NA	A2C92012400	22	3011	045		1403	housing TOP	NA	ROH	NA	116.6	S6_WEBASTO MUSTANG S550	NO	4988018694
596556	07/03/2015	ZSCR	551	040-2	NA	'045	A2C87540600	NA	A2C92012400	15	3011	045		1402	housing TOP	NA	ROH	NA	79.5	S6_WEBASTO MUSTANG S550	NO	4988018694
597401	10/03/2015	ZSCR	551	040-3	NA	'045	A2C87540600	NA	A2C92012400	20	3011	045		1403	housing TOP	NA	ROH	NA	106	S6_WEBASTO_M.MIGUEL ZAV	NO	4988018694
598012	11/03/2015	ZSCR	551	034-2	NA	'045	A2C87540601	NA	A2C92012400	35	3011	045		1342	housing TOP	NA	ROH	NA	185.5	S6_WEBASTO_M.MIGUEL ZAV	NO	4988018694
600906	19/03/2015	ZSCR	551	040-3	NA	'045	A2C87540600	NA	A2C92012400	18	3011	045		1403	housing TOP	NA	ROH	NA	95.4	S6_WEBASTO_M.MIGUEL ZAV	NO	4988018694
601995	22/03/2015	ZSCR	551	040-2	NA	'045	A2C87540600	NA	A2C92012400	10	3011	045		1402	housing TOP	NA	ROH	NA	53	S6_WEBASTO MUSTANG S550	NO	4988018694
602935	24/03/2015	ZSCR	551	035-1	0	'045	A2C8275221192	NA	A2C00002247	17	3011	045		1351	"47nF,10%,100V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.85	S2_CMF1_A.ALEX ADMIN	NO	4988022117
602935	24/03/2015	ZSCR	551	035-1	0	'045	A2C9751570093	NA	A2C00003403	21	3011	045		1351	"R LIN,4K7,5%,TK200,125mW,0805"		ROH	NA	0.21	S2_CMF1_A.ALEX ADMIN	NO	4988022133
602935	24/03/2015	ZSCR	551	035-1	0	'045	A2C8275221192	NA	A2C00003426	49	3011	045		1351	"R LIN,3K,5%,TK200,125mW,0805"		ROH	NA	0.49	S2_CMF1_A.ALEX ADMIN	NO	4988022317
602935	24/03/2015	ZSCR	551	035-1	0	'045	A2C8275221193	NA	A2C00003692	323	3011	045		1351	"R LIN,47K,5%,TK200,100mW,0603"		ROH	NA	3.23	S2_CMF1_A.ALEX ADMIN	NO	4988022553
602935	24/03/2015	ZSCR	551	035-1	0	'045	A2C9751570093	NA	A2C00003778	2	3011	045		1351	"R LIN,10R,5%,TK250,125mW,0805"		ROH	NA	0.02	S2_CMF1_A.ALEX ADMIN	NO	4988022854
602935	24/03/2015	ZSCR	551	035-1	0	'045	A2C8275221192	NA	A2C00003837	328	3011	045		1351	"R LIN,22K,5%,TK200,100mW,0603"		ROH	NA	3.28	S2_CMF1_A.ALEX ADMIN	NO	4988022900
602935	24/03/2015	ZSCR	551	035-1	0	'045	A2C8275221193	NA	A2C00003842	97	3011	045		1351	"R LIN,120K,5%,TK200,100mW,0603"		ROH	NA	0.97	S2_CMF1_A.ALEX ADMIN	NO	4988022946
602935	24/03/2015	ZSCR	551	035-1	0	'045	A2C9751570093	NA	A2C00003842	79	3011	045		1351	"R LIN,120K,5%,TK200,100mW,0603"		ROH	NA	0.79	S2_CMF1_A.ALEX ADMIN	NO	4988022946
602935	24/03/2015	ZSCR	551	035-1	0	'045	A2C8275221192	NA	A2C00003842	146	3011	045		1351	"R LIN,120K,5%,TK200,100mW,0603"		ROH	NA	1.46	S2_CMF1_A.ALEX ADMIN	NO	4988022946
602935	24/03/2015	ZSCR	551	035-1	0	'045	A2C8275221193	NA	A2C00004265	3	3011	045		1351	"0R05,125mW,2A,0805,JUMPER/MCR"		ROH	NA	0.03	S2_CMF1_A.ALEX ADMIN	NO	4988023014
602935	24/03/2015	ZSCR	551	035-1	0	'045	A2C9751570093	NA	A2C00004265	33	3011	045		1351	"0R05,125mW,2A,0805,JUMPER/MCR"		ROH	NA	0.33	S2_CMF1_A.ALEX ADMIN	NO	4988023014
602936	24/03/2015	ZSCR	551	035-1	0	'045	A2C3270740293	NA	A2C00000554	21	3011	045		1351	"T BIP/MJD32CT4,TO252/DPAK"		ROH	NA	19.53	S4_PQ25 LP3_A.ALEX ADMI	NO	4988021992
602936	24/03/2015	ZSCR	551	035-1	0	'045	A2C3270740293	NA	A2C00000561	7	3011	045		1351	"1,PNP,NORMAL,500mA,45V,SOT23,BIP/BC807-4"		ROH	NA	0.56	S4_PQ25 LP3_A.ALEX ADMI	NO	4988022044
602936	24/03/2015	ZSCR	551	035-1	0	'045	A2C3270740293	NA	A2C00003684	523	3011	045		1351	"R LIN,100K,5%,TK200,100mW,0603"		ROH	NA	5.23	S4_PQ25 LP3_A.ALEX ADMI	NO	4988022444
602936	24/03/2015	ZSCR	551	035-1	0	'045	A2C3270740293	NA	A2C00003721	105	3011	045		1351	"R LIN,620R,5%,TK200,125mW,0805"		ROH	NA	1.05	S4_PQ25 LP3_A.ALEX ADMI	NO	4988022563
602936	24/03/2015	ZSCR	551	035-1	0	'045	A2C3270740293	NA	A2C00003800	242	3011	045		1351	"R LIN,68R,5%,TK200,250mW,1206"		ROH	NA	4.84	S4_PQ25 LP3_A.ALEX ADMI	NO	4988022873
602936	24/03/2015	ZSCR	551	035-1	0	'045	A2C3270740293	NA	A2C00003848	132	3011	045		1351	"R LIN,47R,5%,TK200,100mW,0603"		ROH	NA	1.32	S4_PQ25 LP3_A.ALEX ADMI	NO	4988022956
602936	24/03/2015	ZSCR	551	035-1	0	'045	A2C3270740293	NA	A2C00003964	11	3011	045		1351	"R LIN,180R,5%,TK200,100mW,0603"		ROH	NA	0.11	S4_PQ25 LP3_A.ALEX ADMI	NO	4988022982
602937	24/03/2015	ZSCR	551	035-1	0	'045	A2C3270740292	NA	A2C00000345	127	3011	045		1351	"70V,250mA,2,FAST,SOT23,RECT DIODE/BAV70"		ROH	NA	8.89	S4_PQ25 LP3_A.ALEX ADMI	NO	4988021909
602937	24/03/2015	ZSCR	551	035-1	0	'045	A2C3270740292	NA	A2C00003837	178	3011	045		1351	"R LIN,22K,5%,TK200,100mW,0603"		ROH	NA	1.78	S4_PQ25 LP3_A.ALEX ADMI	NO	4988022900
602937	24/03/2015	ZSCR	551	035-1	0	'045	A2C3270740292	NA	A2C00003959	27	3011	045		1351	"R LIN,82K,5%,TK200,100mW,0603"		ROH	NA	0.27	S4_PQ25 LP3_A.ALEX ADMI	NO	4988022969
602938	24/03/2015	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00001085	2	3011	045		1351	"4,TRIGGER,SO14,LOGIC/GSS334093BDR2"		ROH	NA	1.22	S4_PQ35 6ta Gen_A.ALEX	NO	4988022058
602938	24/03/2015	ZSCR	551	035-1	0	'045	A2C8298260093	NA	A2C00003406	188	3011	045		1351	"R LIN,390R,5%,TK200,125mW,0805"		ROH	NA	1.88	S4_PQ35 6ta Gen_A.ALEX	NO	4988022303
602938	24/03/2015	ZSCR	551	035-1	0	'045	A2C8298320093	NA	A2C00003454	81	3011	045		1351	"R LIN,1K,5%,TK200,250mW,1206"		ROH	NA	1.62	S4_PQ35 6ta Gen_A.ALEX	NO	4988022396
602938	24/03/2015	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00003455	10	3011	045		1351	"R LIN,2K,5%,TK200,250mW,1206"		ROH	NA	0.2	S4_PQ35 6ta Gen_A.ALEX	NO	4988022409
602938	24/03/2015	ZSCR	551	035-1	0	'045	A2C8298320093	NA	A2C00003528	2	3011	045		1351	"R LIN,2K4,5%,TK200,250mW,1206"		ROH	NA	0.04	S4_PQ35 6ta Gen_A.ALEX	NO	4988022424
602938	24/03/2015	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00003528	23	3011	045		1351	"R LIN,2K4,5%,TK200,250mW,1206"		ROH	NA	0.46	S4_PQ35 6ta Gen_A.ALEX	NO	4988022424
602938	24/03/2015	ZSCR	551	035-1	0	'045	A2C8298260093	NA	A2C00003688	2	3011	045		1351	"R LIN,180K,5%,TK200,100mW,0603"		ROH	NA	0.02	S4_PQ35 6ta Gen_A.ALEX	NO	4988022545
602938	24/03/2015	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00003688	1	3011	045		1351	"R LIN,180K,5%,TK200,100mW,0603"		ROH	NA	0.01	S4_PQ35 6ta Gen_A.ALEX	NO	4988022545
602938	24/03/2015	ZSCR	551	035-1	0	'045	A2C8298260093	NA	A2C00003848	21	3011	045		1351	"R LIN,47R,5%,TK200,100mW,0603"		ROH	NA	0.21	S4_PQ35 6ta Gen_A.ALEX	NO	4988022956
602938	24/03/2015	ZSCR	551	035-1	0	'045	A2C8298320093	NA	A2C00003848	77	3011	045		1351	"R LIN,47R,5%,TK200,100mW,0603"		ROH	NA	0.77	S4_PQ35 6ta Gen_A.ALEX	NO	4988022956
602938	24/03/2015	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00003848	16	3011	045		1351	"R LIN,47R,5%,TK200,100mW,0603"		ROH	NA	0.16	S4_PQ35 6ta Gen_A.ALEX	NO	4988022956
602939	24/03/2015	ZSCR	551	035-1	0	'045	A2C8480790093	NA	A2C00002196	4	3011	045		1351	"4.7nF,10%,50V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.04	S4_PQ35 6ta Gen_A.ALEX	NO	4988022088
602939	24/03/2015	ZSCR	551	035-1	0	'045	A2C8480790093	NA	A2C00002208	30	3011	045		1351	"C CER,X7R,1nF,10%,50V,0603,Sn,STANDARD"		ROH	NA	0.3	S4_PQ35 6ta Gen_A.ALEX	NO	4988022107
602939	24/03/2015	ZSCR	551	035-1	0	'045	A2C8480790093	NA	A2C00003685	490	3011	045		1351	"R LIN,10K,5%,TK200,100mW,0603"		ROH	NA	4.9	S4_PQ35 6ta Gen_A.ALEX	NO	4988022535
602939	24/03/2015	ZSCR	551	035-1	0	'045	A2C8480790093	NA	A2C00003837	54	3011	045		1351	"R LIN,22K,5%,TK200,100mW,0603"		ROH	NA	0.54	S4_PQ35 6ta Gen_A.ALEX	NO	4988022900
602939	24/03/2015	ZSCR	551	035-1	0	'045	A2C8480810093	NA	A2C00003837	43	3011	045		1351	"R LIN,22K,5%,TK200,100mW,0603"		ROH	NA	0.43	S4_PQ35 6ta Gen_A.ALEX	NO	4988022900
