No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	045		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
572530	09/01/2015	ZSCR	551	030-1	NA	'045	A2C73843502	NA	A2C74052901	18	3011	045		1301	pcb 2-lay TSG*GM PWE	NA	ROH	NA	58.86	S6_KWANG JIN_J.JAVIER B	NO	4986146433
572781	09/01/2015	ZSCR	551	030-1	NA	'045	A2C73843502	NA	A2C74052901	18	3011	045		1301	pcb 2-lay TSG*GM PWE	NA	ROH	NA	58.86	S6_KWANG JIN_J.JAVIER B	NO	4986146433
574078	12/01/2015	ZSCR	551	022-2	NA	'045	A2C30852000	NA	A2C30342600	6	3011	045		1222	pin header 15P H 3R THP BK	NA	ROH	NA	62.58	S6_WEBASTO_M.MIGUEL ZAV	NO	4986146356
574078	12/01/2015	ZSCR	551	022-2	NA	'045	A2C30852000	NA	A2C53416942	6	3011	045		1222	pcb panel family	NA	ROH	NA	135.42	S6_WEBASTO_M.MIGUEL ZAV	NO	4986146318
574979	14/01/2015	ZSCR	551	030-1	NA	'045	A2C73843502	NA	A2C74052901	72	3011	045		1301	pcb 2-lay TSG*GM PWE	NA	ROH	NA	235.44	S6_KWANG JIN_J.JAVIER B	NO	4986146433
575603	16/01/2015	ZSCR	551	030-1	NA	'045	A2C8010730092	NA	A2C53416942	12	3011	045		1301	pcb panel family	NA	ROH	NA	270.84	S6_WEBASTO_M.MIGUEL ZAV	NO	4986146318
575746	16/01/2015	ZSCR	551	035-1	0	'045	A2C3280550093	NA	A2C00062870	5	3011	045		1351	"IC OTH/PCF7953MTT/C1AC2200,TSSOP28, ASIC"		ROH	NA	76.55	S2_CMF1_A.ALEX ADMIN	NO	4986146442
576886	20/01/2015	ZSCR	551	030-1	NA	'045	A2C30852700	NA	A2C53416942	12	3011	045		1301	pcb panel family	NA	ROH	NA	270.84	S6_WEBASTO_M.MIGUEL ZAV	NO	4986146318
577722	21/01/2015	ZSCR	551	040-3	NA	'045	5WK49608SC	NA	A2C00004906	1	3011	045		1403	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	1.63	S1_FOB K2XX_L.LUIS LOPE	NO	4986145870
577722	21/01/2015	ZSCR	551	040-3	NA	'045	A2C32336000	NA	A2C34524802	1	3011	045		1403	housing cover assy	NA	ROH	NA	15.25	S1_FOB K2XX_L.LUIS LOPE	NO	4986146222
578322	22/01/2015	ZSCR	551	034-2	NA	'045	A2C32335900	NA	A2C00004906	10	3011	045		1342	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	16.3	S1_FOB K2XX_L.LUIS LOPE	NO	4986145870
578322	22/01/2015	ZSCR	551	034-2	NA	'045	A2C32336000	NA	A2C34524802	1	3011	045		1342	housing cover assy	NA	ROH	NA	15.25	S1_FOB K2XX_L.LUIS LOPE	NO	4986146222
578325	22/01/2015	ZSCR	551	034-8	NA	'045	A2C34172100	NA	A2C34172300	25	3011	045		1348	MULTI POINT CONNECTOR * 7 PIN.	NA	ROH	NA	411.75	S6_KWANG JIN_J.JAVIER B	NO	4986146259
578647	23/01/2015	ZSCR	551	040-3	NA	'045	A2C32336100	NA	A2C00004906	3	3011	045		1403	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	4.89	S1_FOB K2XX_L.LUIS LOPE	NO	4986145870
578699	23/01/2015	ZSCR	551	035-1	0	'045	A2C8275221193	NA	A2C00010441	8	3011	045		1351	"R LIN,1K,5%,TK200,63mW,0402"		ROH	NA	0.08	S2_CMF1_A.ALEX ADMIN	NO	4986145887
578699	23/01/2015	ZSCR	551	035-1	0	'045	A2C8275221192	NA	A2C00010737	4	3011	045		1351	"100pF,5%,50V,C0G,0402,TINNED,CER CAP/VJ"		ROH	NA	0.04	S2_CMF1_A.ALEX ADMIN	NO	4986145900
578699	23/01/2015	ZSCR	551	035-1	0	'045	A2C8275221192	NA	A2C00010902	15	3011	045		1351	"470K,5%,TK200,63mW,0402,LIN RES/ERJ"		ROH	NA	0.15	S2_CMF1_A.ALEX ADMIN	NO	4986145912
578699	23/01/2015	ZSCR	551	035-1	0	'045	A2C8275221192	NA	A2C00018438	10	3011	045		1351	"R LIN,220K,5%,TK200,63mW,0402"		ROH	NA	0.1	S2_CMF1_A.ALEX ADMIN	NO	4986145968
578699	23/01/2015	ZSCR	551	035-1	0	'045	A2C8275221192	NA	A2C00030941	2	3011	045		1351	"4,EQ ISO,konvex 1206,10K,5%,63mW,NET RES"		ROH	NA	0.08	S2_CMF1_A.ALEX ADMIN	NO	4986146389
578700	23/01/2015	ZSCR	551	035-1	0	'045	A2C3271310293	NA	A2C00018819	23	3011	045		1351	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"		ROH	NA	1.61	S4_PQ25 LP3_A.ALEX ADMI	NO	4986145990
578700	23/01/2015	ZSCR	551	035-1	0	'045	A2C3270740293	NA	A2C00018819	63	3011	045		1351	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"		ROH	NA	4.41	S4_PQ25 LP3_A.ALEX ADMI	NO	4986145990
578700	23/01/2015	ZSCR	551	035-1	0	'045	A2C3271310293	NA	A2C00018971	13	3011	045		1351	"1R,1%,TK50,1W,MELF0207,LIN RES/"		ROH	NA	3.38	S4_PQ25 LP3_A.ALEX ADMI	NO	4986146037
578700	23/01/2015	ZSCR	551	035-1	0	'045	A2C9467120093	NA	A2C00018971	47	3011	045		1351	"1R,1%,TK50,1W,MELF0207,LIN RES/"		ROH	NA	12.22	S4_PQ25 LP3_A.ALEX ADMI	NO	4986146037
578700	23/01/2015	ZSCR	551	035-1	0	'045	A2C3271310293	NA	A2C00021296	40	3011	045		1351	"1,NPN,RET,100mA,50V,SOT323,BIP/BCR116W E"		ROH	NA	4.4	S4_PQ25 LP3_A.ALEX ADMI	NO	4986146087
578700	23/01/2015	ZSCR	551	035-1	0	'045	A2C3271310293	NA	A2C00024090	60	3011	045		1351	"4,EQ ISO,konvex 1206,68K,5%,63mW,NET RES"		ROH	NA	3.6	S4_PQ25 LP3_A.ALEX ADMI	NO	4986146233
578700	23/01/2015	ZSCR	551	035-1	0	'045	A2C9467120093	NA	A2C00024090	5	3011	045		1351	"4,EQ ISO,konvex 1206,68K,5%,63mW,NET RES"		ROH	NA	0.3	S4_PQ25 LP3_A.ALEX ADMI	NO	4986146233
578700	23/01/2015	ZSCR	551	035-1	0	'045	A2C3270740293	NA	A2C00024090	40	3011	045		1351	"4,EQ ISO,konvex 1206,68K,5%,63mW,NET RES"		ROH	NA	2.4	S4_PQ25 LP3_A.ALEX ADMI	NO	4986146233
578700	23/01/2015	ZSCR	551	035-1	0	'045	A2C3271310293	NA	A2C00024964	18	3011	045		1351	"T BIP/BC847BW,SOT323"		ROH	NA	1.62	S4_PQ25 LP3_A.ALEX ADMI	NO	4986146273
578700	23/01/2015	ZSCR	551	035-1	0	'045	A2C3271310293	NA	A2C00025253	3	3011	045		1351	"R LIN,560R,1%,TK100,125mW,0805"		ROH	NA	0.03	S4_PQ25 LP3_A.ALEX ADMI	NO	4986146297
578700	23/01/2015	ZSCR	551	035-1	0	'045	A2C3270740293	NA	A2C00025253	2	3011	045		1351	"R LIN,560R,1%,TK100,125mW,0805"		ROH	NA	0.02	S4_PQ25 LP3_A.ALEX ADMI	NO	4986146297
578701	23/01/2015	ZSCR	551	035-1	0	'045	A2C3270740292	NA	A2C00030941	43	3011	045		1351	"4,EQ ISO,konvex 1206,10K,5%,63mW,NET RES"		ROH	NA	1.72	S4_PQ25 LP3_A.ALEX ADMI	NO	4986146389
578701	23/01/2015	ZSCR	551	035-1	0	'045	A2C3271310292	NA	A2C00030941	18	3011	045		1351	"4,EQ ISO,konvex 1206,10K,5%,63mW,NET RES"		ROH	NA	0.72	S4_PQ25 LP3_A.ALEX ADMI	NO	4986146389
578702	23/01/2015	ZSCR	551	035-1	0	'045	A2C8298320093	NA	A2C00017618	5	3011	045		1351	"10uF,20%,35V,SMD,AL,ELEC CAP"		ROH	NA	2.05	S4_PQ35 6ta Gen_A.ALEX	NO	4986145938
578702	23/01/2015	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00017792	1	3011	045		1351	"R LIN,1K2,1%,TK100,100mW,0603"		ROH	NA	0.01	S4_PQ35 6ta Gen_A.ALEX	NO	4986145956
578702	23/01/2015	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00022032	4	3011	045		1351	"4,EQ ISO,konvex 1206,12K,1%,63mW,NET RES"		ROH	NA	0.24	S4_PQ35 6ta Gen_A.ALEX	NO	4986146182
578702	23/01/2015	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00023844	1	3011	045		1351	"8MHz,50ppm,NX8045GB,QUARTZ CRYSTAL/NX804"		ROH	NA	1.7	S4_PQ35 6ta Gen_A.ALEX	NO	4986146463
578702	23/01/2015	ZSCR	551	035-1	0	'045	A2C8298320093	NA	A2C00024090	3	3011	045		1351	"4,EQ ISO,konvex 1206,68K,5%,63mW,NET RES"		ROH	NA	0.18	S4_PQ35 6ta Gen_A.ALEX	NO	4986146233
578702	23/01/2015	ZSCR	551	035-1	0	'045	A2C8298320093	NA	A2C00025253	3	3011	045		1351	"R LIN,560R,1%,TK100,125mW,0805"		ROH	NA	0.03	S4_PQ35 6ta Gen_A.ALEX	NO	4986146297
