No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
310335	6/6/2013	MB1A	551	030-1	K96019	'054	NA	NA	A2C3511620092	1	1095	HALB	S.Real/AutoBF	161.36	PSAD_DAIMLER STAR 2_ANA	NO	4967937360
310336	6/6/2013	MB1A	551	030-1	K96019	'054	NA	NA	A2C3511620093	1	1095	HALB	S.Real	350.29	PSAD_DAIMLER STAR 2_ANA	NO	4967937360
310337	6/6/2013	MB1A	551	030-1	K96019	'054	NA	NA	A2C3511620092	1	1095	HALB	S.Real/AutoBF	161.36	PSAD_DAIMLER STAR 2_ANA	NO	4967937360
310480	6/6/2013	MB1A	551	030-1	K96019	'054	NA	NA	A2C8301210092	1	1095	HALB	S.Real/AutoBF	88.1	PSAD_OPEL 4400_JOSE ORT	NO	4967937559
310492	6/6/2013	MB1A	551	030-1	K96019	'054	NA	NA	A2C82544900	1	1095	HALB	S.Real/AutoBF	220.63	PSAD_OPEL 4400_JOSE ORT	NO	4967937559
310493	6/6/2013	MB1A	551	030-1	K96019	'054	NA	NA	A2C35116200	1	1095	HALB	S.Real	431.62	PSAD_DAIMLER STAR 2_ANA	NO	4967937360
310572	6/6/2013	MB1A	551	034-2	K96019	'054	NA	NA	A2C83009000	6	1095	HALB	S.Real/AutoBF	3204.72	PSAD_VOLVO P15_JOSE ORT	NO	4967937541
310614	6/6/2013	MB1A	551	030-1	K96019	'054	NA	NA	A2C83047100	8	1095	ROH	NA	180.56	PSAD_LAND ROVER_JOSE OR	NO	4967937488
310616	6/6/2013	MB1A	551	030-1	K96019	'054	NA	NA	A2C8254200093	1	1095	HALB	S.Real/AutoBF	197.58	PSAD_OPEL 4400_JOSE ORT	NO	4967937559
310617	6/6/2013	MB1A	551	030-1	K96019	'054	NA	NA	A2C8254200093	1	1095	HALB	S.Real/AutoBF	197.58	PSAD_OPEL 4400_JOSE ORT	NO	4967937559
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522130093		A2C00000568	1	1095	ROH	NA	0.18	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522100093		A2C00002280	1	1095	ROH	NA	0.03	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522100093		A2C00004364	1	1095	ROH	NA	0.01	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522100093		A2C00004391	1	1095	ROH	NA	0.02	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522130093		A2C00004391	4	1095	ROH	NA	0.08	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522100093		A2C00004449	1	1095	ROH	NA	0.04	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522130093		A2C00004537	1	1095	ROH	NA	0.01	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522100093		A2C00006609	3	1095	ROH	NA	0.03	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522130093		A2C00006609	10	1095	ROH	NA	0.1	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522100093		A2C00007895	1	1095	ROH	NA	0.03	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522130093		A2C00008183	1	1095	ROH	NA	0.23	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522100093		A2C00008579	1	1095	ROH	NA	0.01	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522130093		A2C00008579	1	1095	ROH	NA	0.01	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522100093		A2C00010918	3	1095	ROH	NA	0.03	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522130093		A2C00019943	6	1095	ROH	NA	0.78	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522100093		A2C00023656	1	1095	ROH	NA	0.09	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522130093		A2C00023656	1	1095	ROH	NA	0.09	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522100093		A2C00023857	1	1095	ROH	NA	0.42	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522130093		A2C00023857	1	1095	ROH	NA	0.42	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522100093		A2C00024979	1	1095	ROH	NA	0.04	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522100093		A2C00025363	1	1095	ROH	NA	0.02	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522130093		A2C00025363	2	1095	ROH	NA	0.04	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522100093		A2C00028102	5	1095	ROH	NA	9.2	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522130093		A2C00028102	5	1095	ROH	NA	9.2	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522130093		A2C00031005	1	1095	ROH	NA	0.06	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522130093		A2C00031009	1	1095	ROH	NA	0.06	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522130093		A2C00032448	1	1095	ROH	NA	0.12	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522130093		A2C00033919	1	1095	ROH	NA	0.19	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522130093		A2C00035287	1	1095	ROH	NA	0.49	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522130093		A2C00037882	1	1095	ROH	NA	0.01	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522100093		A2C00039665	1	1095	ROH	NA	0.36	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522130093		A2C00039665	1	1095	ROH	NA	0.36	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522100093		A2C00039667	8	1095	ROH	NA	2.88	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522130093		A2C00039667	20	1095	ROH	NA	7.2	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522100093		A2C00045343	8	1095	ROH	NA	2.08	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522130093		A2C00045343	10	1095	ROH	NA	2.6	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522100093		A2C00047805	1	1095	ROH	NA	0.12	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522130093		A2C00051989	3	1095	ROH	NA	3.42	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522100093		A2C00052918	42	1095	ROH	NA	88.62	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522130093		A2C00052918	41	1095	ROH	NA	86.51	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522130093		A2C00056345	1	1095	ROH	NA	0.12	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522130093		A2C00059117	5	1095	ROH	NA	0.3	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522130093		A2C00061961	1	1095	ROH	NA	28.73	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522100093		A2C00292000	2	1095	ROH	NA	27.62	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522130093		A2C00686200	4	1095	ROH	NA	5.4	PSAD_DAIMLER SMART_FERN	NO	4967937215
310702	6/6/2013	MB1A	551	035-1	B30301-00295	'054	A2C8522130093		A2C40003820	1	1095	ROH	NA	0.01	PSAD_DAIMLER SMART_FERN	NO	4967937215
310807	6/7/2013	ZSCR	551	034-2	NA	'054	5WK44781	NA	A2C00014697	30	1342	ROH	NA	15.9	PS_VW10 LC_ULISES VILLE	NO	4967939046
310824	6/7/2013	MB1A	551	034-2	K96019	'054	NA	NA	A2C83012100	3	1095	HALB	S.Real/AutoBF	702.51	PSAD_OPEL 4400_JOSE ORT	NO	4967937559
310874	6/7/2013	MB1A	551	030-1	K96019	'054	NA	NA	A2C8254200093	3	1095	HALB	S.Real/AutoBF	592.74	PSAD_OPEL 4400_JOSE ORT	NO	4967937559
310931	6/7/2013	ZSCR	551	030-1	NA	'054	A2C53142626	NA	A2C53172601	6	1301	HALB	S.Real	1197.36	PS_HONDA CR-V MC_	NO	4967938663
310939	6/7/2013	ZSCR	551	030-1	NA	'054	5WY73060	NA	6590119013	14	1301	HALB	S.Real/AutoBF	4410.42	PSAD_EPSILON_OSCAR FONS	NO	4967938285
311192	6/8/2013	ZSCR	551	040-1	NA	'054	5WY89350	NA	A2C31080700	1	1401	HALB	S.Real	364.32	PS_CHRYSLER MY2013_EDWI	NO	4967938954
311197	6/8/2013	ZSCR	551	040-2	NA	'054	5WK44675	NA	A2C53408763	1	1402	HALB	S.Real	169.37	PS_FIAT BRAZIL_EDWIN RO	NO	4967938936
311198	6/8/2013	ZSCR	551	040-1	NA	'054	5WY89350	NA	A2C31080700	1	1401	HALB	S.Real	364.32	PS_CHRYSLER MY2013_EDWI	NO	4967938954
311207	6/8/2013	ZSCR	551	040-1	NA	'054	5WY89350	NA	A2C31080700	1	1401	HALB	S.Real	364.32	PS_CHRYSLER MY2013_EDWI	NO	4967938954
311210	6/8/2013	ZSCR	551	040-1	NA	'054	5WY89350	NA	A2C31080700	1	1401	HALB	S.Real	364.32	PS_CHRYSLER MY2013_EDWI	NO	4967938954
311344	6/8/2013	ZSCR	551	030-1	NA	'054	A2C53412213	NA	A2C53412223	1	1301	HALB	S.Real	138.92	PSAD_GM BRASIL_ANA TAPI	NO	4967938745
311346	6/8/2013	ZSCR	551	030-1	NA	'054	A2C8153120093	NA	A2C8153120092	1	1301	HALB	S.Real/AutoBF	88.5	PS_ARAMIS III_FERNANDO	NO	4967938152
311347	6/8/2013	ZSCR	551	030-1	NA	'054	A2C8154070093	NA	A2C8154070092	1	1301	HALB	S.Real/AutoBF	93.87	PS_ARAMIS III_FERNANDO	NO	4967938272
311348	6/8/2013	ZSCR	551	030-1	NA	'054	A2C8154070093	NA	A2C8154070092	1	1301	HALB	S.Real/AutoBF	93.87	PS_ARAMIS III_FERNANDO	NO	4967938272
311349	6/8/2013	ZSCR	551	030-1	NA	'054	A2C8153120093	NA	A2C8153120092	1	1301	HALB	S.Real/AutoBF	88.5	PS_ARAMIS III_FERNANDO	NO	4967938152
311351	6/8/2013	ZSCR	551	030-1	NA	'054	A2C8153120093	NA	A2C8153120092	1	1301	HALB	S.Real/AutoBF	88.5	PS_ARAMIS III_FERNANDO	NO	4967938152
311353	6/8/2013	ZSCR	551	030-1	NA	'054	A2C8153120093	NA	A2C8153120092	1	1301	HALB	S.Real/AutoBF	88.5	PS_ARAMIS III_FERNANDO	NO	4967938152
311356	6/8/2013	ZSCR	551	030-1	NA	'054	A2C84835300	NA	A2C8483530093	1	1301	HALB	S.Real	219.51	PS_VW10 LC_ULISES VILLE	NO	4967938860
311360	6/8/2013	ZSCR	551	030-1	NA	'054	A2C53412213	NA	A2C53412223	1	1301	HALB	S.Real	138.92	PSAD_GM BRASIL_ANA TAPI	NO	4967938745
311361	6/8/2013	ZSCR	551	030-1	NA	'054	5WK44292	NA	A2C53395077	1	1301	HALB	S.Real	76.12	OC_BOSE BMW_ANA TAPIA-V	NO	4967938710
311363	6/8/2013	ZSCR	551	030-1	NA	'054	5WK44291	NA	A2C53395078	1	1301	HALB	S.Real	82.7	OC_BOSE BMW_ANA TAPIA-V	NO	4967938575
311364	6/8/2013	ZSCR	551	030-1	NA	'054	5WK44291	NA	A2C53395078	4	1301	HALB	S.Real	330.8	OC_BOSE BMW_ANA TAPIA-V	NO	4967938575
311368	6/8/2013	ZSCR	551	030-1	NA	'054	5WK44374	NA	A2C53287874	10	1301	HALB	S.Real	594.1	OC_OCS NISSAN_ANA TAPIA	NO	4967938317
311369	6/8/2013	ZSCR	551	030-1	NA	'054	5WK44551	NA	A2C53287874	1	1301	HALB	S.Real	59.41	OC_OCS NISSAN_ANA TAPIA	NO	4967938317
311370	6/8/2013	ZSCR	551	030-1	NA	'054	5WK44374	NA	A2C53287874	1	1301	HALB	S.Real	59.41	OC_OCS NISSAN_ANA TAPIA	NO	4967938317
311373	6/8/2013	ZSCR	551	030-1	NA	'054	5WK44374	NA	A2C53287874	9	1301	HALB	S.Real	534.69	OC_OCS NISSAN_ANA TAPIA	NO	4967938317
311374	6/8/2013	ZSCR	551	030-1	NA	'054	5WK44551	NA	A2C53287874	1	1301	HALB	S.Real	59.41	OC_OCS NISSAN_ANA TAPIA	NO	4967938317
311379	6/8/2013	ZSCR	551	030-1	NA	'054	5WK44551	NA	A2C53287874B	5	1301	HALB	S.Real/AutoBF	151.5	OC_OCS NISSAN_ANA TAPIA	NO	4967938086
311381	6/8/2013	ZSCR	551	030-1	NA	'054	5WK44551	NA	A2C53287874	2	1301	HALB	S.Real	118.82	OC_OCS NISSAN_ANA TAPIA	NO	4967938317
311383	6/8/2013	ZSCR	551	030-1	NA	'054	5WK44291	NA	A2C53395078	14	1301	HALB	S.Real	1157.8	OC_BOSE BMW_ANA TAPIA-V	NO	4967938575
311669	6/9/2013	ZSCR	551	034-2	NA	'054	5WY89350	NA	A2C53436156	10	1342	ROH	NA	59.8	PS_CHRYSLER MY2013_EDWI	NO	4967939016
311672	6/9/2013	ZSCR	551	034-2	NA	'054	5WK44781	NA	A2C00014697	70	1342	ROH	NA	37.1	PS_VW10 LC_ULISES VILLE	NO	4967939046
311678	6/9/2013	ZSCR	551	034-2	NA	'054	5WK44781	NA	A2C00014697	15	1342	ROH	NA	7.95	PS_VW10 LC_ULISES VILLE	NO	4967939046
311678	6/9/2013	ZSCR	551	034-2	NA	'054	5WK44781	NA	A2C00027390	16	1342	ROH	NA	54.72	PS_VW10 LC_ULISES VILLE	NO	4967939046
311680	6/9/2013	ZSCR	551	034-2	NA	'054	5WY89350	NA	A2C30202900	1	1342	ROH	NA	40.79	PS_CHRYSLER MY2013_EDWI	NO	4967939016
311685	6/9/2013	ZSCR	551	034-2	NA	'054	5WY89350	NA	A2C53436156	43	1342	ROH	NA	257.14	PS_CHRYSLER MY2013_EDWI	NO	4967939016
311710	6/9/2013	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	6	1301	HALB	S.Real/AutoBF	486.72	PS_ARAMIS III_FERNANDO	NO	4967938104
311716	6/9/2013	ZSCR	551	030-1	NA	'054	5WK44551	NA	A2C53287874	12	1301	HALB	S.Real	712.92	OC_OCS NISSAN_ANA TAPIA	NO	4967938317
311722	6/9/2013	ZSCR	551	030-1	NA	'054	A2C31080700	NA	A2C30816300	12	1301	ROH	NA	185.76	PS_CHRYSLER MY2013_EDWI	NO	4967939016
311726	6/9/2013	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	1	1301	HALB	S.Real/AutoBF	81.12	PS_ARAMIS III_FERNANDO	NO	4967938104
311727	6/9/2013	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	1	1301	HALB	S.Real/AutoBF	81.12	PS_ARAMIS III_FERNANDO	NO	4967938104
311728	6/9/2013	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	1	1301	HALB	S.Real/AutoBF	81.12	PS_ARAMIS III_FERNANDO	NO	4967938104
311730	6/9/2013	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	1	1301	HALB	S.Real/AutoBF	81.12	PS_ARAMIS III_FERNANDO	NO	4967938104
311731	6/9/2013	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	1	1301	HALB	S.Real/AutoBF	81.12	PS_ARAMIS III_FERNANDO	NO	4967938104
311732	6/9/2013	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	1	1301	HALB	S.Real/AutoBF	81.12	PS_ARAMIS III_FERNANDO	NO	4967938104
311733	6/9/2013	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	1	1301	HALB	S.Real/AutoBF	81.12	PS_ARAMIS III_FERNANDO	NO	4967938104
311734	6/9/2013	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	1	1301	HALB	S.Real/AutoBF	81.12	PS_ARAMIS III_FERNANDO	NO	4967938104
311735	6/9/2013	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	1	1301	HALB	S.Real/AutoBF	81.12	PS_ARAMIS III_FERNANDO	NO	4967938104
311736	6/9/2013	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	1	1301	HALB	S.Real/AutoBF	81.12	PS_ARAMIS III_FERNANDO	NO	4967938104
311737	6/9/2013	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	1	1301	HALB	S.Real/AutoBF	81.12	PS_ARAMIS III_FERNANDO	NO	4967938104
311738	6/9/2013	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	1	1301	HALB	S.Real/AutoBF	81.12	PS_ARAMIS III_FERNANDO	NO	4967938104
311739	6/9/2013	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	1	1301	HALB	S.Real/AutoBF	81.12	PS_ARAMIS III_FERNANDO	NO	4967938104
311740	6/9/2013	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	1	1301	HALB	S.Real/AutoBF	81.12	PS_ARAMIS III_FERNANDO	NO	4967938104
311741	6/9/2013	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	1	1301	HALB	S.Real/AutoBF	81.12	PS_ARAMIS III_FERNANDO	NO	4967938104
311742	6/9/2013	ZSCR	551	030-1	NA	'054	A2C53241830	NA	A2C53241828A	1	1301	HALB	S.Real	204.66	PS_FORD_	NO	4967938371
311743	6/9/2013	ZSCR	551	030-1	NA	'054	A2C53241830	NA	A2C53241828A	1	1301	HALB	S.Real	204.66	PS_FORD_	NO	4967938371
311744	6/9/2013	ZSCR	551	030-1	NA	'054	A2C53241830	NA	A2C53241828A	1	1301	HALB	S.Real	204.66	PS_FORD_	NO	4967938371
311745	6/9/2013	ZSCR	551	030-1	NA	'054	A2C53241830	NA	A2C53241828A	1	1301	HALB	S.Real	204.66	PS_FORD_	NO	4967938371
311747	6/9/2013	ZSCR	551	030-1	NA	'054	A2C81543200	NA	A2C53388687	1	1301	HALB	S.Real	390.33	PS_ARAMIS 2012_EDWIN RO	NO	4967938556
311748	6/9/2013	ZSCR	551	030-1	NA	'054	A2C81543200	NA	A2C53388687	1	1301	HALB	S.Real	390.33	PS_ARAMIS 2012_EDWIN RO	NO	4967938556
311749	6/9/2013	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	1	1301	HALB	S.Real/AutoBF	81.12	PS_ARAMIS III_FERNANDO	NO	4967938104
311750	6/9/2013	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	HALB	S.Real	77.94	OC_BOSE VW_ANA TAPIA-VI	NO	4967938434
311751	6/9/2013	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	HALB	S.Real	77.94	OC_BOSE VW_ANA TAPIA-VI	NO	4967938434
311752	6/9/2013	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	HALB	S.Real	77.94	OC_BOSE VW_ANA TAPIA-VI	NO	4967938434
311753	6/9/2013	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	HALB	S.Real	77.94	OC_BOSE VW_ANA TAPIA-VI	NO	4967938434
311754	6/9/2013	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	HALB	S.Real	77.94	OC_BOSE VW_ANA TAPIA-VI	NO	4967938434
311755	6/9/2013	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	HALB	S.Real	77.94	OC_BOSE VW_ANA TAPIA-VI	NO	4967938434
311756	6/9/2013	ZSCR	551	030-1	NA	'054	A2C83972000	NA	A2C83972000	1	1301	HALB	S.Real	387.08	PS_SDM10+_CAROLINA OTAN	NO	4967938876
311757	6/9/2013	ZSCR	551	030-1	NA	'054	A2C83972000	NA	A2C83972000	1	1301	HALB	S.Real	387.08	PS_SDM10+_CAROLINA OTAN	NO	4967938876
311758	6/9/2013	ZSCR	551	030-1	NA	'054	5WK44630	NA	A2C3250900093	1	1301	HALB	S.Real	134.66	PSAD_VW20_ULISES VILLEG	NO	4967938591
311759	6/9/2013	ZSCR	551	030-1	NA	'054	A2C53429875	NA	A2C53429875A	1	1301	HALB	S.Real	176.47	PS_HYUNDAI_	NO	4967938512
311760	6/9/2013	ZSCR	551	030-1	NA	'054	5WK44600	NA	A2C8021660093	1	1301	HALB	S.Real	286.92	PS_HONDA HRS6_JUAN CHAV	NO	4967938784
311761	6/9/2013	ZSCR	551	030-1	NA	'054	5WK44600	NA	A2C8021660093	1	1301	HALB	S.Real	286.92	PS_HONDA HRS6_JUAN CHAV	NO	4967938784
311763	6/9/2013	ZSCR	551	030-1	NA	'054	A2C53399629	NA	A2C5339962993	1	1301	HALB	S.Real	302.76	PS_HONDA HRS5_	NO	4967938733
311764	6/9/2013	ZSCR	551	030-1	NA	'054	5WK44675	NA	A2C33000300	1	1301	HALB	S.Real	128.84	PS_FIAT BRAZIL_EDWIN RO	NO	4967938460
311765	6/9/2013	ZSCR	551	030-1	NA	'054	5WK44675	NA	A2C33000300	1	1301	HALB	S.Real	128.84	PS_FIAT BRAZIL_EDWIN RO	NO	4967938460
311767	6/9/2013	ZSCR	551	030-1	NA	'054	5WK44675	NA	A2C33000300	1	1301	HALB	S.Real	128.84	PS_FIAT BRAZIL_EDWIN RO	NO	4967938460
311768	6/9/2013	ZSCR	551	030-1	NA	'054	5WK44675	NA	A2C33000200	1	1301	HALB	S.Real/AutoBF	83.65	PS_FIAT BRAZIL_EDWIN RO	NO	4967938096
311769	6/9/2013	ZSCR	551	030-1	NA	'054	A2C31080700	NA	A2C3108070092	1	1301	HALB	S.Real/AutoBF	122.04	PS_CHRYSLER MY2013_EDWI	NO	4967938031
311770	6/9/2013	ZSCR	551	030-1	NA	'054	A2C53374378	NA	A2C53374378A	1	1301	HALB	S.Real	175.73	PS_VW10 LC_ULISES VILLE	NO	4967938449
311772	6/9/2013	ZSCR	551	030-1	NA	'054	A2C8397200093	NA	A2C8397200092	1	1301	HALB	S.Real/AutoBF	152.61	PS_SDM10+_CAROLINA OTAN	NO	4967937958
