No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	015	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP			
561398	07/12/2014	ZSCR	551	035-1	0	'050	A2C8216770093	NA	A2C53331174	47				1351	antenna		ROH	NA	79.43	S1_WK_WD RFHUB_J.JORGE	NO				
561538	08/12/2014	ZSCR	551	040-4	NA	'015	A2C86022500	NA	A2C86398501	14	3011	015	 	1404	housing assy	NA	ROH	NA	95.62	S1_WK_WD RFHUB_A.ADRIAN	NO				
561549	08/12/2014	ZSCR	551	034-2	NA	'015	A2C7395960192	NA	A2C7395960192	17	3011	015	 	1342	pcb topSMD CHR UF 4-BTN bottom	NA	HALB	S.Real	801.72	S1_PASE FOB CUSW_A.ADRI	NO				
561550	08/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C3813640092	5				1104	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	QN410098771	HALB	S.Real	251.2	410098771_PASE F	NO				
561551	08/12/2014	ZSCR	551	034-2	NA	'015	A2C7395980192	NA	A2C7395980192	3	3011	015	 	1342	pcb topSMD CHR UF 5-BTN top	NA	HALB	S.Real	150.54	S1_PASE FOB CUSW_A.ADRI	NO				
561553	08/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C8393050092	2				1104	"""SUB FOBIK PCB T-ASM, NA/EU(P U L RS) B"""	QN410098771	HALB	S.Real	95.58	410098771_PASE F	NO				
561816	08/12/2014	MB1A	551	023-2	K96019	'015	NA	NA	A2C86023300	20				1232	transceiver assy U/L/T/P	NA	HALB	S.Real/AutoBF	1652.2	S1_PASE FOB CUSW_A.ADRI	NO				
561816	08/12/2014	MB1A	551	023-2	K96019	'015	NA	NA	A2C86023400	54				1232	transceiver assy ULTPRS	NA	HALB	S.Real/AutoBF	4602.42	S1_PASE FOB CUSW_A.ADRI	NO				
561820	08/12/2014	ZSCR	551	050-5	NA	'015	A2C87408701	NA	A2C73751902	15	3011	015	 	1505	transmitter CHR PASE 433 NV#05 4B	NA	HALB	S.Real	1420.95	S1_PASE FOB CUSW_A.ADRI	NO				
561820	08/12/2014	ZSCR	551	050-5	NA	'015	A2C73752902	NA	A2C73752902	97	3011	015	 	1505	transmitter CHR PASE 433 GV#01 5B	NA	HALB	S.Real	9425.49	S1_PASE FOB CUSW_A.ADRI	NO				
561820	08/12/2014	ZSCR	551	050-5	NA	'015	A2C73753602S	NA	A2C73753602	28	3011	015	 	1505	transmitter CHR PASE 433 GV#10 3B	NA	HALB	S.Real	2549.4	S1_PASE FOB CUSW_A.ADRI	NO				
561826	08/12/2014	ZSCR	551	040-3	NA	'015	A2C74094301S	NA	A2C74094301	8				1403	transmitter PASE 433 GV#20 3B	NA	HALB	S.Real/AutoBF	652.96	S1_PASE FOB CUSW_A.ADRI	NO	4985023772			
561826	08/12/2014	ZSCR	551	040-3	NA	'015	A2C86022500	NA	A2C86023300	4				1403	transceiver assy U/L/T/P	NA	HALB	S.Real/AutoBF	330.44	S1_PASE FOB CUSW_A.ADRI	NO	4985023831			
561826	08/12/2014	ZSCR	551	040-3	NA	'015	A2C86023400S	NA	A2C86023400	51				1403	transceiver assy ULTPRS	NA	HALB	S.Real/AutoBF	4346.73	S1_PASE FOB CUSW_A.ADRI	NO	4985023859			
561978	08/12/2014	ZSCR	551	050-5	NA	'015	A2C73752902S	NA	A2C73752902	3	3011	015	 	1505	transmitter CHR PASE 433 GV#01 5B	NA	HALB	S.Real	291.51	S1_PASE FOB CUSW_A.ADRI	NO				
561978	08/12/2014	ZSCR	551	050-5	NA	'015	A2C92629100	NA	A2C73753002	2	3011	015	 	1505	transmitter CHR PASE 433 GV#04 5B	NA	HALB	S.Real	194.34	S1_PASE FOB CUSW_A.ADRI	NO				
561978	08/12/2014	ZSCR	551	050-5	NA	'015	A2C73753202S	NA	A2C73753202	41	3011	015	 	1505	transmitter CHR PASE 433 GV#06 5B	NA	HALB	S.Real	3933.54	S1_PASE FOB CUSW_A.ADRI	NO				
561978	08/12/2014	ZSCR	551	050-5	NA	'015	A2C73753502S	NA	A2C73753502	14	3011	015	 	1505	transmitter CHR PASE 433 GV#09 3B	NA	HALB	S.Real	1266.58	S1_PASE FOB CUSW_A.ADRI	NO				
561978	08/12/2014	ZSCR	551	050-5	NA	'015	A2C73937202S	NA	A2C73937202	5	3011	015	 	1505	transmitter CHR PASE 433 GV#11 2B	NA	HALB	S.Real	443	S1_PASE FOB CUSW_A.ADRI	NO				
561979	08/12/2014	MB1A	551	023-2	K96019	'015	NA	NA	A2C74094301	3				1232	transmitter PASE 433 GV#20 3B	NA	HALB	S.Real/AutoBF	244.86	S1_PASE FOB CUSW_A.ADRI	NO				
561979	08/12/2014	MB1A	551	023-2	K96019	'015	NA	NA	A2C86023300	25				1232	transceiver assy U/L/T/P	NA	HALB	S.Real/AutoBF	2065.25	S1_PASE FOB CUSW_A.ADRI	NO				
562053	09/12/2014	ZSCR	551	034-2	NA	'015	A2C7395960192	NA	A2C7395960192	2	3011	015	 	1342	pcb topSMD CHR UF 4-BTN bottom	NA	HALB	S.Real	94.32	S1_PASE FOB CUSW_A.ADRI	NO				
562078	09/12/2014	ZSCR	551	040-3	NA	'015	A2C8216760093	NA	A2C8216760093	2	3011	015	 	1403	pcb assy Top	NA	HALB	S.Real	341.32	S1_WK_WD RFHUB_A.ADRIAN	NO				
562082	09/12/2014	ZSCR	551	034-1	NA	'015	A2C8016290093	NA	A2C8016290093	1	3011	015	 	1341	pcb assy RKE 433 w/oKG Var#3 TOP	NA	HALB	S.Real	116.55	S1_RFHM CUSW_A.ADRIANA	NO				
562088	09/12/2014	ZSCR	551	030-1	NA	'015	A2C8216760093	NA	A2C8216760093	2	3011	015	 	1301	pcb assy Top	NA	HALB	S.Real	341.32	S1_WK_WD RFHUB_A.ADRIAN	NO				
562089	09/12/2014	ZSCR	551	034-2	NA	'015	A2C8216780093	NA	A2C8216780093	1	3011	015	 	1342	pcb assy TOP	NA	HALB	S.Real	162.47	S1_WK_WD RFHUB_A.ADRIAN	NO				
562090	09/12/2014	ZSCR	551	034-1	NA	'015	A2C8216780093	NA	A2C8216780093	3	3011	015	 	1341	pcb assy TOP	NA	HALB	S.Real	487.41	S1_WK_WD RFHUB_A.ADRIAN	NO				
562091	09/12/2014	MB1A	551	010-4	95000052	'015	NA	NA	A2C7365810093	1				1104	SUB PCB TOP THD ASSY. PROD MY13	QN410094508	HALB	S.Real	204.62	410094508_TIPM M	NO				
562095	09/12/2014	ZSCR	551	034-2	NA	'015	A2C7449340193	NA	A2C7449340193	1	3011	015	 	1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	414.16	S1_CBC MY15_.	NO				
562096	09/12/2014	ZSCR	551	034-2	NA	'015	A2C7449340193	NA	A2C7449340193	1	3011	015	 	1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	414.16	S1_CBC MY15_.	NO				
562103	09/12/2014	ZSCR	551	030-1	NA	'015	A2C3229720093	NA	A2C3229720093	12	3011	015	 	1301	CUSW PCB ASSY TOP	NA	HALB	S.Real	752.76	S1_IGNM CUSW_A.ADRIANA	NO	4985024640			
562104	09/12/2014	ZSCR	551	034-2	NA	'050	A2C32297200	NA	A2C32464600	36				1342	receiver assy	NA	ROH	NA	403.56	S1_IGNM CUSW_A.ADRIANA	NO				
562209	09/12/2014	ZSCR	551	034-2	NA	'015	A2C73789605	NA	A2C7378970593	1	3011	015	 	1342	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	414.7	S1_CBC MY15_.	NO				
562220	09/12/2014	MB1A	551	010-4	95000052	'050	NA	NA	A2C73599005	2				1104	pcb 4-lay ImSn Chrysler MY15 CBC	QN410196099	ROH	NA	199.28	410196099_TIPM M	NO				
562224	09/12/2014	ZSCR	551	034-2	NA	'050	5WY9000	NA	A2C31229200	2				1342	"PCB RIGID,1001-2-00 TIPM MED MY12 Ci S1"	NA	ROH	NA	122.74	S1_TIPM MEDIUM_P.PABLO	NO				
562224	09/12/2014	ZSCR	551	034-2	NA	'050	A2C33279100	NA	A2C53428227	4				1342	PIN	NA	ROH	NA	1.12	S1_TIPM MEDIUM_P.PABLO	NO				
562224	09/12/2014	ZSCR	551	034-2	NA	'050	A2C33278800	NA	A2C53428228	42				1342	PIN	NA	ROH	NA	10.92	S1_TIPM MEDIUM_P.PABLO	NO				
562224	09/12/2014	ZSCR	551	034-2	NA	'050	A2C33278800	NA	A2C53428229	4				1342	"PIN,TNG FORK (TALL)"	NA	ROH	NA	1.2	S1_TIPM MEDIUM_P.PABLO	NO				
562228	09/12/2014	ZSCR	551	034-2	NA	'050	A2C31231300T	NA	A2C31229200	2				1342	"PCB RIGID,1001-2-00 TIPM MED MY12 Ci S1"	NA	ROH	NA	122.74	S1_TIPM MEDIUM_P.PABLO	NO				
562228	09/12/2014	ZSCR	551	034-2	NA	'050	A2C33278600	NA	A2C53428227	4				1342	PIN	NA	ROH	NA	1.12	S1_TIPM MEDIUM_P.PABLO	NO				
562228	09/12/2014	ZSCR	551	034-2	NA	'050	A2C33278800	NA	A2C53428228	42				1342	PIN	NA	ROH	NA	10.92	S1_TIPM MEDIUM_P.PABLO	NO				
562228	09/12/2014	ZSCR	551	034-2	NA	'050	A2C30889500	NA	A2C53428229	4				1342	"PIN,TNG FORK (TALL)"	NA	ROH	NA	1.2	S1_TIPM MEDIUM_P.PABLO	NO				
562234	09/12/2014	ZSCR	551	034-2	NA	'050	A2C31231300T	NA	A2C31229200	2				1342	"PCB RIGID,1001-2-00 TIPM MED MY12 Ci S1"	NA	ROH	NA	122.74	S1_TIPM MEDIUM_P.PABLO	NO				
562234	09/12/2014	ZSCR	551	034-2	NA	'050	A2C30850600T	NA	A2C40016602	10				1342	"IC LOGIC/74HC595AD,SOIC16"	NA	ROH	NA	6	S1_TIPM MEDIUM_P.PABLO	NO				
562234	09/12/2014	ZSCR	551	034-2	NA	'050	A2C33278600	NA	A2C53428227	4				1342	PIN	NA	ROH	NA	1.12	S1_TIPM MEDIUM_P.PABLO	NO				
562234	09/12/2014	ZSCR	551	034-2	NA	'050	A2C33278800	NA	A2C53428228	40				1342	PIN	NA	ROH	NA	10.4	S1_TIPM MEDIUM_P.PABLO	NO				
562234	09/12/2014	ZSCR	551	034-2	NA	'050	A2C33279100	NA	A2C53428229	4				1342	"PIN,TNG FORK (TALL)"	NA	ROH	NA	1.2	S1_TIPM MEDIUM_P.PABLO	NO				
562252	09/12/2014	ZSCR	551	034-2	NA	'015	A2C32297200	NA	A2C3229720093	3	3011	015	 	1342	CUSW PCB ASSY TOP	NA	HALB	S.Real	188.19	S1_IGNM CUSW_A.ADRIANA	NO	4985024583			
562254	09/12/2014	ZSCR	551	030-1	NA	'015	A2C81624200	NA	A2C8216760093	2	3011	015	 	1301	pcb assy Top	NA	HALB	S.Real	341.32	S1_WK_WD RFHUB_A.ADRIAN	NO				
562257	09/12/2014	ZSCR	551	034-2	NA	'015	A2C86022500	NA	A2C8730220093	2	3011	015	 	1342	pcb assy RKE 433 w/oKG Var#3	NA	HALB	S.Real	295.3	S1_CUSW UF RFHM_A.ADRIA	NO				
562262	09/12/2014	ZSCR	551	035-1	0	'050	A2C7395960192	NA	A2C00017679	38				1351	Contact spring		ROH	NA	31.16	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C7395980193	NA	A2C00006606	92				1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.92	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C8673310193	NA	A2C00010737	44				1351	"100pF,5%,50V,C0G,0402,TINNED,CER CAP/VJ"		ROH	NA	0.44	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C8673310193	NA	A2C00010737	10				1351	"100pF,5%,50V,C0G,0402,TINNED,CER CAP/VJ"		ROH	NA	0.1	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C7395980193	NA	A2C00018109	40				1351	"R LIN,120K,5%,TK200,63mW,0402"		ROH	NA	0.4	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C7395960193	NA	A2C00018109	145				1351	"R LIN,120K,5%,TK200,63mW,0402"		ROH	NA	1.45	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C7395960193	NA	A2C00018109	49				1351	"R LIN,120K,5%,TK200,63mW,0402"		ROH	NA	0.49	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C8673320193	NA	A2C00019748	7				1351	"R LIN,2K2,1%,TK100,63mW,0402"		ROH	NA	0.07	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C8673310193	NA	A2C00019748	6				1351	"R LIN,2K2,1%,TK100,63mW,0402"		ROH	NA	0.06	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C8673320193	NA	A2C00019748	13				1351	"R LIN,2K2,1%,TK100,63mW,0402"		ROH	NA	0.13	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C7395980193	NA	A2C00020090	248				1351	"C CER,X7R,47nF,10%,16V,0402,Sn"		ROH	NA	2.48	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C7395960193	NA	A2C00020090	430				1351	"C CER,X7R,47nF,10%,16V,0402,Sn"		ROH	NA	4.3	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C8393040093	NA	A2C00020090	65				1351	"C CER,X7R,47nF,10%,16V,0402,Sn"		ROH	NA	0.65	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C8393040093	NA	A2C00021664	4				1351	"15pF,1%,50V,C0G,0402,Sn,CER CAP/RF appli"		ROH	NA	0.08	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C7441340093	NA	A2C00026675	42				1351	"9pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.84	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C7395980193	NA	A2C00026675	252				1351	"9pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	5.04	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C3808140093	NA	A2C00026675	109				1351	"9pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	2.18	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C7395960193	NA	A2C00026675	9				1351	"9pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.18	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C8393040093	NA	A2C00026675	5				1351	"9pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.1	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C8673320193	NA	A2C00031578	13				1351	"22pF,1%,50V,C0G,0402,TINNED,CER CAP/RF a"		ROH	NA	0.26	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C8673320193	NA	A2C00031578	18				1351	"22pF,1%,50V,C0G,0402,TINNED,CER CAP/RF a"		ROH	NA	0.36	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C8673310193	NA	A2C00031962	11				1351	"4.7pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.22	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C8673320193	NA	A2C00032099	8				1351	"27pF,1%,50V,C0G,0402,TINNED,CER CAP/RF a"		ROH	NA	0.16	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C8673320193	NA	A2C00032102	394				1351	"15pF,1%,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	7.88	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C7395980193	NA	A2C00034028	269				1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	5.38	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C7395960193	NA	A2C00034028	37				1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.74	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C8393040093	NA	A2C00034028	3				1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.06	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C7441340093	NA	A2C00034028	1236				1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	24.72	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C3808140093	NA	A2C00034028	79				1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	1.58	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C7395960193	NA	A2C00034028	502				1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	10.04	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C7395980193	NA	A2C00034028	1665				1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	33.3	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C8393040093	NA	A2C00034028	50				1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	1	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C8673310193	NA	A2C00034826	206				1351	"68pF,1%,50V,C0G,0402,,CER CAP/++ RF appl"		ROH	NA	4.12	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C8673320193	NA	A2C00038140	148				1351	"82pF,1%,50V,C0G,0402,Sn,CER CAP/ ++ RF p"		ROH	NA	2.96	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C8673310193	NA	A2C00038140	187				1351	"82pF,1%,50V,C0G,0402,Sn,CER CAP/ ++ RF p"		ROH	NA	3.74	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C8393040093	NA	A2C00040666	3				1351	"82nH,50mA,SMD,COIL/MLK1005S82NJT"		ROH	NA	0.24	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C7395960193	NA	A2C00049349	661				1351	"4pF,0.1pF,50V,C0G,0402,Sn,CER CAP/++ RF-"		ROH	NA	13.22	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C8393040093	NA	A2C00049349	285				1351	"4pF,0.1pF,50V,C0G,0402,Sn,CER CAP/++ RF-"		ROH	NA	5.7	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C7395960193	NA	A2C00049349	78				1351	"4pF,0.1pF,50V,C0G,0402,Sn,CER CAP/++ RF-"		ROH	NA	1.56	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C7395980193	NA	A2C00049349	160				1351	"4pF,0.1pF,50V,C0G,0402,Sn,CER CAP/++ RF-"		ROH	NA	3.2	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C8673310193	NA	A2C00057187	4				1351	"C CER,C0G,8.2pF,0.1pF,50V,0402,Sn"		ROH	NA	0.08	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C8673320193	NA	A2C00057187	37				1351	"C CER,C0G,8.2pF,0.1pF,50V,0402,Sn"		ROH	NA	0.74	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C8673310193	NA	A2C00057187	43				1351	"C CER,C0G,8.2pF,0.1pF,50V,0402,Sn"		ROH	NA	0.86	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C7395960193	NA	A2C00059075	3				1351	"13.08MHz,0ppm,3.2*2.5*0.55,QUARTZ CRYSTA"		ROH	NA	6.18	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C3808140093	NA	A2C00059075	8				1351	"13.08MHz,0ppm,3.2*2.5*0.55,QUARTZ CRYSTA"		ROH	NA	16.48	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C7395980193	NA	A2C00059075	43				1351	"13.08MHz,0ppm,3.2*2.5*0.55,QUARTZ CRYSTA"		ROH	NA	88.58	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C8393040093	NA	A2C40001030	4				1351	"R LIN,120K,5%,TK200,63mW,0402"		ROH	NA	0	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C7441340093	NA	A2C40001030	72				1351	"R LIN,120K,5%,TK200,63mW,0402"		ROH	NA	0	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C3808140093	NA	A2C40001030	109				1351	"R LIN,120K,5%,TK200,63mW,0402"		ROH	NA	0	S1_CUSW UF PASE_J.JORGE	NO				
562263	09/12/2014	ZSCR	551	035-1	0	'050	A2C8393040093	NA	A2C40012309	4				1351	"R JUMP,0R05,0W,1A,0402"		ROH	NA	0	S1_CUSW UF PASE_J.JORGE	NO				
562264	09/12/2014	ZSCR	551	035-1	0	'050	A2C9113260092	NA	A2C00000482	38				1351	"1,NPN,NORMAL,500mA,300V,SOT23,BIP/PMBTA4"		ROH	NA	4.94	S1_CUSW UF PASE_J.JORGE	NO				
562264	09/12/2014	ZSCR	551	035-1	0	'050	A2C9113260093	NA	A2C00006792	37				1351	"470nF,10%,16V,X7R,0805,TINNED,CER CAP/"		ROH	NA	2.59	S1_CUSW UF PASE_J.JORGE	NO				
562264	09/12/2014	ZSCR	551	035-1	0	'050	A2C9113260093	NA	A2C00018230	12				1351	"400V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	1.92	S1_CUSW UF PASE_J.JORGE	NO				
562264	09/12/2014	ZSCR	551	035-1	0	'050	A2C9113260093	NA	A2C00018438	1				1351	"R LIN,220K,5%,TK200,63mW,0402"		ROH	NA	0.01	S1_CUSW UF PASE_J.JORGE	NO				
562264	09/12/2014	ZSCR	551	035-1	0	'050	A2C9113260092	NA	A2C00018438	1				1351	"R LIN,220K,5%,TK200,63mW,0402"		ROH	NA	0.01	S1_CUSW UF PASE_J.JORGE	NO				
562264	09/12/2014	ZSCR	551	035-1	0	'050	A2C9113260093	NA	A2C00018862	20				1351	"68uH,900mA,SMD,COIL/SIMID"		ROH	NA	22.4	S1_CUSW UF PASE_J.JORGE	NO				
562264	09/12/2014	ZSCR	551	035-1	0	'050	A2C9113260092	NA	A2C40002678	5				1351	"T BIP/BC846B (3k reel),SOT23"		ROH	NA	0.35	S1_CUSW UF PASE_J.JORGE	NO				
562264	09/12/2014	ZSCR	551	035-1	0	'050	A2C9113260092	NA	A2C40002831	119				1351	"T FET/BSS84LT1,MOS,SMALLSIGNAL,P_CHAN,50"		ROH	NA	27.37	S1_CUSW UF PASE_J.JORGE	NO				
562264	09/12/2014	ZSCR	551	035-1	0	'050	A2C9113260093	NA	A2C40006989	43				1351	"C CER,X7R,47nF,10%,100V,1206,-"		ROH	NA	2.58	S1_CUSW UF PASE_J.JORGE	NO				
562264	09/12/2014	ZSCR	551	035-1	0	'050	A2C9113260093	NA	A2C52058355	10				1351	"150nF,10%,16V,X7R,0805,TINNED,CER CAP/15"		ROH	NA	0.6	S1_CUSW UF PASE_J.JORGE	NO				
562264	09/12/2014	ZSCR	551	035-1	0	'050	A2C9113260093	NA	A2C53331174	92				1351	antenna		ROH	NA	155.48	S1_CUSW UF PASE_J.JORGE	NO				
562264	09/12/2014	ZSCR	551	035-1	0	'050	A2C9113260093	NA	A2C53331174	70				1351	antenna		ROH	NA	118.3	S1_CUSW UF PASE_J.JORGE	NO				
562267	09/12/2014	ZSCR	551	034-2	NA	'015	A2C90502800	NA	A2C9113260093	2	3011	015	 	1342	pcb assy PASE 433 Top	NA	HALB	S.Real	290.08	S1_CUSW UF RFHM_A.ADRIA	NO				
562269	09/12/2014	ZSCR	551	030-1	NA	'015	A2C32292400	NA	A2C8016290093	2	3011	015	 	1301	pcb assy RKE 433 w/oKG Var#3 TOP	NA	HALB	S.Real	233.1	S1_RFHM CUSW_A.ADRIANA	NO	4985024407			
562467	09/12/2014	MB1A	551	010-4	95000021	'050	NA	NA	A2C7395960192	2				1104	pcb topSMD CHR UF 4-BTN bottom	QN410098771	HALB	S.Real	94.32	410098771_PASE F	NO				
562481	09/12/2014	ZSCR	551	042-4	NA	'015	A2C73789605	NA	A2C7378970593	1	3011	015	 	1424	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	414.7	S1_CBC MY15_.	NO				
562482	09/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C3813640092	3				1104	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	QN410098771	HALB	S.Real	150.72	410098771_PASE F	NO				
562485	09/12/2014	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	2	3011	015	 	1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	828.32	S1_CBC MY15_.	NO				
562487	09/12/2014	ZSCR	551	050-5	NA	'015	A2C73753202S	NA	A2C73753202	43	3011	015	 	1505	transmitter CHR PASE 433 GV#06 5B	NA	HALB	S.Real	4125.42	S1_PASE FOB CUSW_A.ADRI	NO				
562487	09/12/2014	ZSCR	551	050-5	NA	'015	A2C73753502S	NA	A2C73753502	9	3011	015	 	1505	transmitter CHR PASE 433 GV#09 3B	NA	HALB	S.Real	814.23	S1_PASE FOB CUSW_A.ADRI	NO				
562487	09/12/2014	ZSCR	551	050-5	NA	'015	A2C73753602S	NA	A2C73753602	11	3011	015	 	1505	transmitter CHR PASE 433 GV#10 3B	NA	HALB	S.Real	1001.55	S1_PASE FOB CUSW_A.ADRI	NO				
562488	09/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C7395960192	8				1104	pcb topSMD CHR UF 4-BTN bottom	QN410098771	HALB	S.Real	377.28	410098771_PASE F	NO				
