No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	APD	Espacio	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP			
646894	29/07/2015	MB1A	951	025-3	NA	'054	NA	NA	6593831401	1				1253	WARNING LABEL c/d/i HONDA	VUG020301	ROH	NA	1.17	PS_HONDA HRS6_J.JUAN CH	NO	4992172808			
646894	29/07/2015	MB1A	951	025-3	NA	'054	NA	NA	A2C53405780	3				1253	housing	VUG020301	ROH	NA	92.37	PS_HONDA HRS6_J.JUAN CH	NO	4992172808			
646894	29/07/2015	MB1A	951	025-3	NA	'054	NA	2800	A2C92078500	3				1253	ACU HONHRS5 MY15 S10 09	VUG020301	FERT	NA	1150.83	PS_HONDA HRS6_J.JUAN CH	NO	4992172808			
646894	29/07/2015	MB1A	951	025-3	NA	'054	NA	NA	A2C92190900	3				1253	pcb assy HONHRS5 V25	VUG020301	HALB	S.Real	1026.27	PS_HONDA HRS6_J.JUAN CH	NO	STOCK			
646896	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172294			
646897	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172294			
646898	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172294			
646899	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172294			
646901	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172294			
646903	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172294			
646909	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172294			
646910	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172294			
646911	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172294			
646912	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172294			
646913	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172294			
646914	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172294			
646916	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172294			
646917	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172294			
646919	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930192	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real/AutoBF	170.51	PS_HONDA HRS7_. (APROB	NO	4992172294			
646920	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172294			
646922	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	6				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	1669.62	PS_HONDA HRS7_. (APROB	NO	4992172294			
646923	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C94817900	6				1095	pcb	NA	ROH	NA	113.76	PS_HONDA HRS7_. (APROB	NO	4992172294			
646924	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172294			
646925	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172294			
646926	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172294			
646927	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172294			
646931	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	6				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	1669.62	PS_HONDA HRS7_. (APROB	NO	4992172358			
646933	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930192	6				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real/AutoBF	1023.06	PS_HONDA HRS7_. (APROB	NO	4992172358			
646937	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172358			
646939	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172358			
646942	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930192	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real/AutoBF	170.51	PS_HONDA HRS7_. (APROB	NO	4992172358			
646944	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930192	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real/AutoBF	170.51	PS_HONDA HRS7_. (APROB	NO	4992172358			
646946	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930192	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real/AutoBF	170.51	PS_HONDA HRS7_. (APROB	NO	4992172358			
646948	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930192	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real/AutoBF	170.51	PS_HONDA HRS7_. (APROB	NO	4992172358			
646952	29/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930192	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real/AutoBF	170.51	PS_HONDA HRS7_. (APROB	NO	4992172358			
647037	30/07/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	338.6	PSAD_DAIMLER STAR 2_A.A	NO	4992174526			
647038	30/07/2015	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	1	3011	054	 	1301	pcb assy HONHRS6 V20 TOP	NA	HALB	S.Real	272.45	PS_HONDA HRS6_J.JUAN CH	NO	4992174704			
647039	30/07/2015	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	1	3011	054	 	1301	pcb assy HONHRS6 V20 TOP	NA	HALB	S.Real	272.45	PS_HONDA HRS6_J.JUAN CH	NO	4992174704			
647040	30/07/2015	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	1	3011	054	 	1301	pcb assy HONHRS6 V20 TOP	NA	HALB	S.Real	272.45	PS_HONDA HRS6_J.JUAN CH	NO	4992174704			
647041	30/07/2015	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	1	3011	054	 	1301	pcb assy HONHRS6 V20 TOP	NA	HALB	S.Real	272.45	PS_HONDA HRS6_J.JUAN CH	NO	4992174704			
647042	30/07/2015	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	1	3011	054	 	1301	pcb assy HONHRS6 V20 TOP	NA	HALB	S.Real	272.45	PS_HONDA HRS6_J.JUAN CH	NO	4992174704			
647043	30/07/2015	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	1	3011	054	 	1301	pcb assy HONHRS6 V20 TOP	NA	HALB	S.Real	272.45	PS_HONDA HRS6_J.JUAN CH	NO	4992174704			
647044	30/07/2015	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	1	3011	054	 	1301	pcb assy HONHRS6 V20 TOP	NA	HALB	S.Real	272.45	PS_HONDA HRS6_J.JUAN CH	NO	4992174704			
647045	30/07/2015	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	1	3011	054	 	1301	pcb assy HONHRS6 V20 TOP	NA	HALB	S.Real	272.45	PS_HONDA HRS6_J.JUAN CH	NO	4992174704			
647046	30/07/2015	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	1	3011	054	 	1301	pcb assy HONHRS6 V20 TOP	NA	HALB	S.Real	272.45	PS_HONDA HRS6_J.JUAN CH	NO	4992174704			
647047	30/07/2015	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	1	3011	054	 	1301	pcb assy HONHRS6 V20 TOP	NA	HALB	S.Real	272.45	PS_HONDA HRS6_J.JUAN CH	NO	4992174704			
647049	30/07/2015	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	1	3011	054	 	1301	pcb assy HONHRS6 V20 TOP	NA	HALB	S.Real	272.45	PS_HONDA HRS6_J.JUAN CH	NO	4992174704			
647051	30/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172358			
647052	30/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172358			
647075	30/07/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4992174526			
647087	30/07/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4992174526			
647088	30/07/2015	ZSCR	551	030-1	NA	'054	A2C33330515	NA	A2C9663150093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	433.58	PSAD_DAIMLER STAR2_ISC_	NO	4992174479			
647089	30/07/2015	ZSCR	551	030-1	NA	'054	A2C33330515	NA	A2C9663150093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	433.58	PSAD_DAIMLER STAR2_ISC_	NO	4992174479			
647090	30/07/2015	ZSCR	551	030-1	NA	'054	A2C85220900	NA	A2C8496530093	1	3011	054	 	1301	pcb assy HONHRS6 D_13	NA	HALB	S.Real	165.78	PS_HONDA HRS6_J.JUAN CH	NO	4992174619			
647091	30/07/2015	ZSCR	551	030-1	NA	'054	A2C85220900	NA	A2C8496530093	1	3011	054	 	1301	pcb assy HONHRS6 D_13	NA	HALB	S.Real	165.78	PS_HONDA HRS6_J.JUAN CH	NO	4992174619			
647092	30/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172358			
647093	30/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172358			
647094	30/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172358			
647096	30/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172358			
647097	30/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172358			
647098	30/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930192	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real/AutoBF	170.51	PS_HONDA HRS7_. (APROB	NO	4992172358			
647105	30/07/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C96631600	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	411.05	PSAD_DAIMLER STAR2_ISC_	NO	4992174526			
647106	30/07/2015	ZSCR	551	030-1	NA	'054	5WK43875	NA	A2C00013374	0.003	3011	054	 	1301	protective laquer BECTRON PK4340	NA	ROH	NA	1.23	PSAD_DAIMLER STAR2_ISC_	NO				
647106	30/07/2015	ZSCR	551	030-1	NA	'054	A2C33330515	NA	A2C96631500	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	511.46	PSAD_DAIMLER STAR2_ISC_	NO	4992174479			
647108	30/07/2015	ZSCR	551	030-1	NA	'054	A2C38172101	NA	A2C00013374	0.003	3011	054	 	1301	protective laquer BECTRON PK4340	NA	ROH	NA	1.23	PSAD_DAIMLER STAR2_ISC_	NO	4992174847			
647108	30/07/2015	ZSCR	551	030-1	NA	'054	A2C33330515	NA	A2C96631500	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	511.46	PSAD_DAIMLER STAR2_ISC_	NO	4992174479			
647110	30/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C96829301	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	320.62	PS_HONDA HRS7_. (APROB	NO	4992172358			
647111	30/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C96829301	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	320.62	PS_HONDA HRS7_. (APROB	NO	4992172358			
647119	30/07/2015	ZSCR	551	030-1	NA	'054	A2C85220900	NA	A2C84965300	1	3011	054	 	1301	pcb assy HONHRS6 D_13	NA	HALB	S.Real	206.73	PS_HONDA HRS6_J.JUAN CH	NO	4992174619			
647120	30/07/2015	ZSCR	551	030-1	NA	'054	A2C85220900	NA	A2C8496530093	1	3011	054	 	1301	pcb assy HONHRS6 D_13	NA	HALB	S.Real	165.78	PS_HONDA HRS6_J.JUAN CH	NO	4992174619			
647121	30/07/2015	ZSCR	551	030-1	NA	'054	A2C85220900	NA	A2C8496530093	1	3011	054	 	1301	pcb assy HONHRS6 D_13	NA	HALB	S.Real	165.78	PS_HONDA HRS6_J.JUAN CH	NO	4992174619			
647122	30/07/2015	ZSCR	551	030-1	NA	'054	A2C85220900	NA	A2C8496530093	1	3011	054	 	1301	pcb assy HONHRS6 D_13	NA	HALB	S.Real	165.78	PS_HONDA HRS6_J.JUAN CH	NO	4992174619			
647123	30/07/2015	ZSCR	551	030-1	NA	'054	A2C85220900	NA	A2C8496530093	1	3011	054	 	1301	pcb assy HONHRS6 D_13	NA	HALB	S.Real	165.78	PS_HONDA HRS6_J.JUAN CH	NO	4992174619			
647124	30/07/2015	ZSCR	551	030-1	NA	'054	A2C85220900	NA	A2C8496530093	1	3011	054	 	1301	pcb assy HONHRS6 D_13	NA	HALB	S.Real	165.78	PS_HONDA HRS6_J.JUAN CH	NO	4992174619			
647126	30/07/2015	ZSCR	551	030-1	NA	'054	A2C85220900	NA	A2C8496530093	1	3011	054	 	1301	pcb assy HONHRS6 D_13	NA	HALB	S.Real	165.78	PS_HONDA HRS6_J.JUAN CH	NO	4992174619			
647127	30/07/2015	ZSCR	551	030-1	NA	'054	A2C85220900	NA	A2C8496530093	1	3011	054	 	1301	pcb assy HONHRS6 D_13	NA	HALB	S.Real	165.78	PS_HONDA HRS6_J.JUAN CH	NO	4992174619			
647128	30/07/2015	ZSCR	551	030-1	NA	'054	A2C85220900	NA	A2C8496530093	1	3011	054	 	1301	pcb assy HONHRS6 D_13	NA	HALB	S.Real	165.78	PS_HONDA HRS6_J.JUAN CH	NO	4992174619			
647129	30/07/2015	ZSCR	551	030-1	NA	'054	A2C85220900	NA	A2C8496530092	1				1301	pcb assy HONHRS6 D_13	NA	HALB	S.Real/AutoBF	46.49	PS_HONDA HRS6_J.JUAN CH	NO	4992173568			
647130	30/07/2015	ZSCR	551	030-1	NA	'054	A2C33330515	NA	A2C9663150092	1				1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	NA	HALB	S.Real/AutoBF	157.2	PSAD_DAIMLER STAR2_ISC_	NO	4992174095			
647131	30/07/2015	ZSCR	551	030-1	NA	'054	A2C33330515	NA	A2C9663150092	1				1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	NA	HALB	S.Real/AutoBF	157.2	PSAD_DAIMLER STAR2_ISC_	NO	4992174095			
647132	30/07/2015	ZSCR	551	030-1	NA	'054	A2C33330515	NA	A2C9663150093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	433.58	PSAD_DAIMLER STAR2_ISC_	NO	4992174479			
647133	30/07/2015	ZSCR	551	030-1	NA	'054	A2C33330515	NA	A2C9663150093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	433.58	PSAD_DAIMLER STAR2_ISC_	NO	4992174479			
647134	30/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_. (APROB	NO	4992172358			
647137	30/07/2015	ZSCR	551	030-1	NA	'054	A2C33330515	NA	A2C9663150093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	433.58	PSAD_DAIMLER STAR2_ISC_	NO	4992174479			
647138	30/07/2015	ZSCR	551	030-1	NA	'054	A2C33330515	NA	A2C9663150093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	433.58	PSAD_DAIMLER STAR2_ISC_	NO	4992174479			
647139	30/07/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4992174526			
647140	30/07/2015	ZSCR	551	030-1	NA	'054	A2C33330515	NA	A2C9663150093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	433.58	PSAD_DAIMLER STAR2_ISC_	NO	4992174479			
647141	30/07/2015	ZSCR	551	030-1	NA	'054	A2C33330515	NA	A2C9663150093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	433.58	PSAD_DAIMLER STAR2_ISC_	NO	4992174479			
647142	30/07/2015	ZSCR	551	030-1	NA	'054	A2C33330515	NA	A2C9663150093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	433.58	PSAD_DAIMLER STAR2_ISC_	NO	4992174479			
647143	30/07/2015	ZSCR	551	030-1	NA	'054	A2C33330515	NA	A2C9663150093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	433.58	PSAD_DAIMLER STAR2_ISC_	NO	4992174479			
647144	30/07/2015	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	272.68	PS_HONDA HRS6_J.JUAN CH	NO	4992174714			
647145	30/07/2015	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	272.68	PS_HONDA HRS6_J.JUAN CH	NO	4992174714			
647146	30/07/2015	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	1	3011	054	 	1301	pcb assy HONHRS6 V20 TOP	NA	HALB	S.Real	272.45	PS_HONDA HRS6_J.JUAN CH	NO	4992174704			
647148	30/07/2015	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	1	3011	054	 	1301	pcb assy HONHRS6 V20 TOP	NA	HALB	S.Real	272.45	PS_HONDA HRS6_J.JUAN CH	NO	4992174704			
647149	30/07/2015	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770092	1				1301	pcb assy HONHRS6 V20 BOTTOM	NA	HALB	S.Real/AutoBF	51	PS_HONDA HRS6_J.JUAN CH	NO	4992173558			
647150	30/07/2015	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770092	1				1301	pcb assy HONHRS6 V20 BOTTOM	NA	HALB	S.Real/AutoBF	51	PS_HONDA HRS6_J.JUAN CH	NO	4992173558			
647151	30/07/2015	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1				1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	50.95	PS_HONDA HRS6_J.JUAN CH	NO	4992173532			
647152	30/07/2015	ZSCR	551	030-1	NA	'054	A2C92078500	NA	A2C9219090092	1				1301	pcb assy HONHRS5 V25 BOTTOM	NA	HALB	S.Real/AutoBF	55.15	PS_HONDA HRS5_. (APROB	NO	4992174082			
647154	30/07/2015	ZSCR	551	030-1	NA	'054	A2C92078500	NA	A2C9219090092	1				1301	pcb assy HONHRS5 V25 BOTTOM	NA	HALB	S.Real/AutoBF	55.15	PS_HONDA HRS5_. (APROB	NO	4992174082			
647156	30/07/2015	ZSCR	551	030-1	NA	'054	A2C85220900	NA	A2C8496530093	1	3011	054	 	1301	pcb assy HONHRS6 D_13	NA	HALB	S.Real	165.78	PS_HONDA HRS6_J.JUAN CH	NO	4992174619			
647158	30/07/2015	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	272.68	PS_HONDA HRS6_J.JUAN CH	NO	4992174714			
647159	30/07/2015	ZSCR	551	030-1	NA	'054	A2C33330515	NA	A2C9663150093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	433.58	PSAD_DAIMLER STAR2_ISC_	NO	4992174479			
647205	30/07/2015	ZSCR	551	040-3	NA	'054	A2C91480400	NA	A2C91408600	1				1403	pcb assy HONHRS6 D_16	NA	HALB	S.Real/AutoBF	294.55	PS_HONDA HRS6_J.JUAN CH	NO	4992174229			
647206	30/07/2015	ZSCR	551	042-4	NA	'054	5WK44508	NA	A2C53416946	1	3011	054	 	1424	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	225.94	PS_VW10 LC_. (APROBACI	NO	4992174752			
647207	30/07/2015	ZSCR	551	040-1	NA	'054	A2C92704001	NA	A2C96631600	1	3011	054	 	1401	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	411.05	PSAD_DAIMLER STAR2_ISC_	NO	4992174526			
647210	30/07/2015	ZSCR	551	050-1	NA	'054	5WK44292	NA	A2C53395077	1	3011	054	 	1501	pcb assy	NA	HALB	S.Real	71.83	OC_BOSE BMW_A.ANA TAPIA	NO	4992174789			
647211	30/07/2015	ZSCR	551	040-3	NA	'054	5WK43001	NA	6593331401	30	3011	054	 	1403	ETIQUETA DE IDENTIFIC. HONDA	NA	ROH	NA	8.1	PS_HONDA HRS6_J.JUAN CH	NO				
647211	30/07/2015	ZSCR	551	040-3	NA	'054	5WK44422	NA	6593831401	20	3011	054	 	1403	WARNING LABEL c/d/i HONDA	NA	ROH	NA	23.4	PS_HONDA HRS6_J.JUAN CH	NO				
647212	30/07/2015	ZSCR	551	040-3	NA	'054	5WK44285	NA	A2C00027389	6	3011	054	 	1403	cover	NA	ROH	NA	16.98	PS_VW10 LC_. (APROBACI	NO	4992174809			
647213	30/07/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C34599800	101				1095	"holder assy PTPSS CAPAssy8,8"	NA	ROH	NA	1668.52	PSAD_STAR 22_. (APROBA	NO	4992172636			
647213	30/07/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C86882300	23				1095	cover with bushin	NA	ROH	NA	336.49	PSAD_STAR 22_. (APROBA	NO	4992172636			
647221	30/07/2015	ZSCR	551	040-1	NA	'054	5WK44252		5WK44252	1				1401	BoSe VW	NA	FERT	NA	112.05	OC_BOSE VW_A.ANA TAPIA-	NO	4992173074			
647222	30/07/2015	ZSCR	551	034-2	NA	'054	5WK44042	NA	A2C53221385	1				1342	keypad assy	NA	HALB	S.Real/AutoBF	466.06	OC_OCS NISSAN_A.ANA TAP	NO	4992174128			
647223	30/07/2015	ZSCR	551	034-2	NA	'054	5WK44042	NA	A2C53221385	1				1342	keypad assy	NA	HALB	S.Real/AutoBF	466.06	OC_OCS NISSAN_A.ANA TAP	NO	4992174128			
647232	30/07/2015	ZSCR	551	040-3	NA	'054	5WK44252	NA	A2C53364457	10				1403	pcb assy	NA	HALB	S.Real/AutoBF	1035.3	OC_BOSE VW_A.ANA TAPIA-	NO	4992174236			
647236	30/07/2015	ZSCR	551	040-1	NA	'054	A2C91480400	NA	A2C91408600	1				1401	pcb assy HONHRS6 D_16	NA	HALB	S.Real/AutoBF	294.55	PS_HONDA HRS6_J.JUAN CH	NO	4992174220			
647237	30/07/2015	ZSCR	551	040-3	NA	'054	5WK44252		5WK44252	1				1403	BoSe VW	NA	FERT	NA	112.05	OC_BOSE VW_A.ANA TAPIA-	NO	4992173158			
647240	30/07/2015	ZSCR	551	040-3	NA	'054	5WK43001	NA	6593331401	30	3011	054	 	1403	ETIQUETA DE IDENTIFIC. HONDA	NA	ROH	NA	8.1	PS_HONDA HRS6_J.JUAN CH	NO				
647243	30/07/2015	ZSCR	551	040-3	NA	'054	5WK44285	NA	A2C00014697	50	3011	054	 	1403	sticker	NA	ROH	NA	26.5	PS_VW10 LC_. (APROBACI	NO	4992174809			
