No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	APD	Espacio	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP			
647684	31/07/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C9483240493	3				1095	pcb assy DAGSTAR22 D_3-4 Top	NA	HALB	S.Real	1212.27	PSAD_STAR 22_.	NO	4992172636			
647684	31/07/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C9483240493	2				1095	pcb assy DAGSTAR22 D_3-4 Top	NA	HALB	S.Real	808.18	PSAD_STAR 22_.	NO	4992172636			
647684	31/07/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C98072600	2				1095	pcb assy DAGSTAR22 ISC w SW D3-3	NA	HALB	S.Real/AutoBF	996.26	PSAD_STAR 22_.	NO	4992172636			
647684	31/07/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C98072600	2				1095	pcb assy DAGSTAR22 ISC w SW D3-3	NA	HALB	S.Real/AutoBF	996.26	PSAD_STAR 22_.	NO	4992172636			
647687	31/07/2015	MB1A	551	040-3	K96019	'054	NA	NA	A2C53424040	200				1095	"pan head screw M3,5 x 12,00 1268"	NA	ROH	NA	58	PSAD_DAIMLER SMART_F.FE	NO	4992172543			
647692	31/07/2015	ZSCR	551	034-2	NA	'054	A2C81625900	NA	A2C5339961702	9				1342	pcb assy V1B	NA	HALB	S.Real/AutoBF	1972.08	PS_HONDA HRS5_.	NO	4992174173			
647693	31/07/2015	ZSCR	551	034-2	NA	'054	A2C85220900	NA	A2C84965300	1	3011	054	 	1342	pcb assy HONHRS6 D_13	NA	HALB	S.Real	206.73	PS_HONDA HRS6_J.JUAN CH	NO	4992174619			
647694	31/07/2015	ZSCR	551	034-2	NA	'054	5WK44252	NA	A2C53364457	6				1342	pcb assy	NA	HALB	S.Real/AutoBF	621.18	OC_BOSE VW_A.ANA TAPIA-	NO	4992174162			
647695	31/07/2015	ZSCR	551	022-2	NA	'054	A2C92704001	NA	A2C96631600	1	3011	054	 	1222	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	411.05	PSAD_DAIMLER STAR2_ISC_	NO	4992174542			
647698	31/07/2015	ZSCR	551	022-2	NA	'054	A2C92704001	NA	A2C9663160092	18				1222	pcb assy DAGSTAR2 ISC with SW SMD BOT	NA	HALB	S.Real/AutoBF	3054.78	PSAD_DAIMLER STAR2_ISC_	NO	4992173433			
647698	31/07/2015	ZSCR	551	022-2	NA	'054	A2C92704001	NA	A2C9663160093	24	3011	054	 	1222	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	8126.4	PSAD_DAIMLER STAR2_ISC_	NO	4992174542			
647699	31/07/2015	ZSCR	551	022-2	NA	'054	A2C32453912	NA	A2C3511610193	6	3011	054	 	1222	pcb assy DAGSTAR2 D_12 SMD TOP	NA	HALB	S.Real	1900.62	PSAD_DAIMLER STAR 2_A.A	NO	4992174677			
647711	31/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9483240492	78				1095	pcb assy DAGSTAR22 D_3-4 bot	NA	HALB	S.Real/AutoBF	9542.52	PSAD_STAR 22_. (APROBA	NO	4992172636			
647711	31/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9483240493	36				1095	pcb assy DAGSTAR22 D_3-4 Top	NA	HALB	S.Real	14547.24	PSAD_STAR 22_. (APROBA	NO	4992172636			
647714	31/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9483230392	1				1095	pcb assy DAGSTAR22 D_2-3 Bot	NA	HALB	S.Real/AutoBF	162.42	PSAD_STAR 22_. (APROBA	NO	4992172663			
647714	31/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9483230393	2				1095	pcb assy DAGSTAR22 D_2-3 Top	NA	HALB	S.Real	889.66	PSAD_STAR 22_. (APROBA	NO	4992172663			
647714	31/07/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9483240493	5				1095	pcb assy DAGSTAR22 D_3-4 Top	NA	HALB	S.Real	2020.45	PSAD_STAR 22_. (APROBA	NO	4992172663			
647717	31/07/2015	ZSCR	551	022-2	NA	'054	5WK43384	NA	A2C00014717	130	3011	054	 	1222	"pan head screw SF-M4 x 10,00 1241"	NA	ROH	NA	32.5	PS_VW10 LC_.	NO				
647717	31/07/2015	ZSCR	551	022-2	NA	'054	5WK44385	NA	A2C00027390	26	3011	054	 	1222	cover	NA	ROH	NA	91.52	PS_VW10 LC_.	NO				
647717	31/07/2015	ZSCR	551	022-2	NA	'054	5WK44385	NA	A2C53163642	26	3011	054	 	1222	housing FIP	NA	ROH	NA	481.78	PS_VW10 LC_.	NO				
647719	31/07/2015	ZSCR	551	022-2	NA	'054	A2C32453912	NA	A2C35116101	19	3011	054	 	1222	pcb assy DAGSTAR2 D_12	NA	HALB	S.Real	7501.2	PSAD_DAIMLER STAR 2_A.A	NO	STOCK			
647722	31/07/2015	ZSCR	551	050-4	NA	'054	A2C92704001	NA	A2C9663160093	13	3011	054	 	1504	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	4401.8	PSAD_DAIMLER STAR2_ISC_	NO	4992174542			
647724	31/07/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C8522120193	2				1095	pcb assy DAGSM D_5 SMD TOP	NA	HALB	S.Real	332.86	PSAD_DAIMLER SMART_F.FE	NO	STOCK			
647724	31/07/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C96766700	14				1095	pcb assy DAGSMC453 with SW	NA	HALB	S.Real/AutoBF	4907.98	PSAD_DAIMLER SMART_F.FE	NO	4992172543			
647797	01/08/2015	ZSCR	551	040-3	NA	'054	A2C92704001	NA	A2C96631600	1	3011	054	 	1403	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	411.05	PSAD_DAIMLER STAR2_ISC_	NO	4992174542			
647798	01/08/2015	ZSCR	551	040-1	NA	'054	A2C53399620	NA	A2C53399620	1				1401	pcb assy HONHRS5 V04	NA	HALB	S.Real/AutoBF	224.29	PS_HONDA HRS5_.	NO	4992174202			
647799	01/08/2015	ZSCR	551	040-2	NA	'054	5WK44252	2	5WK44252	1				1402	BoSe VW	NA	FERT	NA	112.05	OC_BOSE VW_A.ANA TAPIA-	NO	4992173085			
647801	01/08/2015	ZSCR	551	040-3	NA	'054	A2C89730900	NA	A2C8021660002	1				1403	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	317.05	PS_HONDA HRS6_.	NO	4992174244			
647802	01/08/2015	ZSCR	551	040-2	NA	'054	A2C33330515	MAAH	A2C33330515	1				1402	ACU DAGS2WS205 MY13 S15 24 09 1 1 0 HSA	NA	FERT	NA	547.3	PSAD_DAIMLER STAR2_ISC_	NO	4992173099			
647927	01/08/2015	ZSCR	551	040-3	NA	'054	A2C53364457	NA	A2C53364457	1				1403	pcb assy	NA	HALB	S.Real/AutoBF	103.53	OC_BOSE VW_A.ANA TAPIA-	NO	4992174254			
647928	01/08/2015	ZSCR	551	040-2	NA	'054	A2C92704001	06AC	A2C92704001	1				1402	ACU DAGS2WS205 MY14 S15 20 09 1 0 0 HSA	NA	FERT	NA	445.87	PSAD_DAIMLER STAR2_ISC_	NO	4992173110			
647940	01/08/2015	ZSCR	551	040-1	NA	'054	A2C96829301	NA	A2C96829301	1	3011	054	 	1401	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	320.62	PS_HONDA HRS7_.	NO	4992174424			
647949	01/08/2015	ZSCR	551	040-1	NA	'054	A2C53416946	NA	A2C53416946	1	3011	054	 	1401	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	225.94	PS_VW10 LC_.	NO	4992174752			
647953	01/08/2015	ZSCR	551	040-1	NA	'054	A2C96590001	NA	A2C96660500	1	3011	054	 	1401	pcb assy FIA326 OCS V15_1	NA	HALB	S.Real	164.81	PS_FIAT BRAZIL_.	NO	4992174434			
647962	01/08/2015	ZSCR	551	040-5	NA	'054	A2C8021660002	NA	A2C8021660002	1				1405	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	317.05	PS_HONDA HRS6_J.JUAN CH	NO	4992174262			
647968	01/08/2015	ZSCR	551	040-5	NA	'054	A2C32509000	NA	A2C32509000	1	3011	054	 	1405	pcb assy VW20 V01	NA	HALB	S.Real	140.87	PSAD_VW20_.	NO				
647969	01/08/2015	ZSCR	551	040-1	NA	'054	A2C96590001	NA	A2C96660500	1	3011	054	 	1401	pcb assy FIA326 OCS V15_1	NA	HALB	S.Real	164.81	PS_FIAT BRAZIL_.	NO	4992174434			
647971	01/08/2015	ZSCR	551	040-3	NA	'054	5WK44508	1	5WK44508	9				1403	ACU VW10 MY09 M35	NA	FERT	NA	2231.01	PS_VW10 LC_.	NO	4992173174			
648083	02/08/2015	ZSCR	551	040-1	NA	'054	A2C96631500	NA	A2C96631500	1	3011	054	 	1401	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	511.46	PSAD_DAIMLER STAR2_ISC_	NO	4992174489			
648085	02/08/2015	ZSCR	551	040-1	NA	'054	A2C89730900	NA	A2C8021660002	1				1401	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	317.05	PS_HONDA HRS6_J.JUAN CH	NO	4992174209			
648086	02/08/2015	ZSCR	551	040-1	NA	'054	A2C96660500	NA	A2C96660500	1	3011	054	 	1401	pcb assy FIA326 OCS V15_1	NA	HALB	S.Real	164.81	PS_FIAT BRAZIL_.	NO	4992174434			
648125	02/08/2015	ZSCR	551	050-1	NA	'054	A2C96829301	NA	A2C96829301	1	3011	054	 	1501	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	320.62	PS_HONDA HRS7_.	NO	4992174424			
648126	02/08/2015	ZSCR	551	042-4	NA	'054	A2C96829301	NA	A2C96829301	1	3011	054	 	1424	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	320.62	PS_HONDA HRS7_.	NO	4992174424			
648128	02/08/2015	ZSCR	551	040-1	NA	'WHSE	A2C8021660002	NA	A2C8021660002	1				1401	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	317.05	PS_HONDA HRS6_J.JUAN CH	NO	4992174209			
648160	03/08/2015	ZSCR	551	040-1	NA	'054	A2C96631500	NA	A2C96631500	2	3011	054	 	1401	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	1022.92	PSAD_DAIMLER STAR2_ISC_	NO	4992174489			
648171	03/08/2015	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C53417068A	1	3011	054	 	1301	VW10 circuit board assy 8FL SMD Top	NA	HALB	S.Real	175.99	PS_VW10 LC_.	NO	4992174752			
648172	03/08/2015	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C53417068A	1	3011	054	 	1301	VW10 circuit board assy 8FL SMD Top	NA	HALB	S.Real	175.99	PS_VW10 LC_.	NO	4992174752			
648178	03/08/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C96631600	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	411.05	PSAD_DAIMLER STAR2_ISC_	NO	4992174542			
648179	03/08/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C96631600	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	411.05	PSAD_DAIMLER STAR2_ISC_	NO	4992174542			
648180	03/08/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C96631600	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	411.05	PSAD_DAIMLER STAR2_ISC_	NO	4992174542			
648182	03/08/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C96829301	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	320.62	PS_HONDA HRS7_.	NO	4992172358			
648197	03/08/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C96829301	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	320.62	PS_HONDA HRS7_.	NO	4992172358			
648200	03/08/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C96829301	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	320.62	PS_HONDA HRS7_.	NO	4992172386			
648201	03/08/2015	ZSCR	551	030-1	NA	'054	A2C89730900	NA	A2C8021660002	1				1301	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	317.05	PS_HONDA HRS6_J.JUAN CH	NO	4992173517			
648204	03/08/2015	ZSCR	551	030-1	NA	'054	5WK44252	NA	A2C53364457	2				1301	pcb assy	NA	HALB	S.Real/AutoBF	207.06	OC_BOSE VW_A.ANA TAPIA-	NO	4992173490			
648214	03/08/2015	ZSCR	551	030-1	NA	'054	5WK44508	NA	A2C53416946	1	3011	054	 	1301	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	225.94	PS_VW10 LC_.	NO	4992174752			
648216	03/08/2015	ZSCR	551	030-1	NA	'054	A2C91374200	NA	A2C91390100	1	3011	054	 	1301	pcb assy HONHRS6 D_23	NA	HALB	S.Real	294.82	PS_HONDA HRS6_J.JUAN CH	NO	4992174598			
648217	03/08/2015	ZSCR	551	030-1	NA	'054	5WK44508	NA	A2C53416946	1	3011	054	 	1301	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	225.94	PS_VW10 LC_.	NO	4992174752			
648218	03/08/2015	ZSCR	551	030-1	NA	'054	5WK44508	NA	A2C53416946	1	3011	054	 	1301	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	225.94	PS_VW10 LC_.	NO	4992174752			
648220	03/08/2015	ZSCR	551	030-1	NA	'054	5WK44285	NA	A2C53367544	1	3011	054	 	1301	ACU VW10 MY10 M35 08 04 0 0 0 RdW LC	NA	HALB	S.Real	225.69	PS_VW10 LC_.	NO	4992174809			
648223	03/08/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160092	1				1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	NA	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	4992174107			
648225	03/08/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160092	1				1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	NA	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	4992174107			
648227	03/08/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160092	1				1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	NA	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	4992174107			
648236	03/08/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160092	1				1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	NA	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	4992174107			
648238	03/08/2015	ZSCR	551	030-1	NA	'054	A2C32453912	NA	A2C3511610192	1				1301	pcb assy DAGSTAR2 D_12 SMD BOT	NA	HALB	S.Real/AutoBF	152.29	PSAD_DAIMLER STAR 2_A.A	NO	4992173469			
648242	03/08/2015	ZSCR	551	030-1	NA	'054	A2C32453912	NA	A2C3511610192	1				1301	pcb assy DAGSTAR2 D_12 SMD BOT	NA	HALB	S.Real/AutoBF	152.29	PSAD_DAIMLER STAR 2_A.A	NO	4992173469			
648246	03/08/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_.	NO	4992172386			
648248	03/08/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_.	NO	4992172386			
648250	03/08/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_.	NO	4992172386			
648252	03/08/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930192	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real/AutoBF	170.51	PS_HONDA HRS7_.	NO	4992172386			
648254	03/08/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930192	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real/AutoBF	170.51	PS_HONDA HRS7_.	NO	4992172386			
648258	03/08/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4992174542			
648259	03/08/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4992174542			
648260	03/08/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4992174542			
648261	03/08/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4992174542			
648262	03/08/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4992174542			
648263	03/08/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4992174542			
648265	03/08/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4992174542			
648266	03/08/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4992174542			
648268	03/08/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4992174542			
648271	03/08/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_.	NO	4992172386			
648273	03/08/2015	ZSCR	551	030-1	NA	'054	A2C96590001	NA	A2C9666050092	1				1301	pcb assy FIA326 OCS V15_1 SMD BOT	NA	HALB	S.Real/AutoBF	81.9	PS_FIAT BRAZIL_.	NO	4992174118			
648275	03/08/2015	ZSCR	551	030-1	NA	'054	A2C96590001	NA	A2C9666050092	1				1301	pcb assy FIA326 OCS V15_1 SMD BOT	NA	HALB	S.Real/AutoBF	81.9	PS_FIAT BRAZIL_.	NO	4992174118			
648278	03/08/2015	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	272.68	PS_HONDA HRS6_J.JUAN CH	NO	4992174714			
648280	03/08/2015	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	272.68	PS_HONDA HRS6_J.JUAN CH	NO	4992174714			
648282	03/08/2015	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	272.68	PS_HONDA HRS6_J.JUAN CH	NO	4992174714			
648284	03/08/2015	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1				1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	50.95	PS_HONDA HRS6_J.JUAN CH	NO	4992173532			
648286	03/08/2015	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1				1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	50.95	PS_HONDA HRS6_J.JUAN CH	NO	4992173532			
648289	03/08/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_.	NO	4992172386			
648291	03/08/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_.	NO	4992172386			
648292	03/08/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_.	NO	4992172386			
648294	03/08/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_.	NO	4992172386			
648296	03/08/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930192	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real/AutoBF	170.51	PS_HONDA HRS7_.	NO	4992172386			
648299	03/08/2015	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C00049991	1	3011	054	 	1301	"470uF,20%,35V,HOL,AL,ELEC CAP/ELXZ350ETD"	NA	ROH	NA	0.86	PS_VW10 LC_.	NO	4992174759			
648299	03/08/2015	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C53417068A	1	3011	054	 	1301	VW10 circuit board assy 8FL SMD Top	NA	HALB	S.Real	175.99	PS_VW10 LC_.	NO	4992174759			
648301	03/08/2015	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C00049991	1	3011	054	 	1301	"470uF,20%,35V,HOL,AL,ELEC CAP/ELXZ350ETD"	NA	ROH	NA	0.86	PS_VW10 LC_.	NO	4992174759			
648301	03/08/2015	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C53417068A	1	3011	054	 	1301	VW10 circuit board assy 8FL SMD Top	NA	HALB	S.Real	175.99	PS_VW10 LC_.	NO	4992174759			
648303	03/08/2015	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C00049991	1	3011	054	 	1301	"470uF,20%,35V,HOL,AL,ELEC CAP/ELXZ350ETD"	NA	ROH	NA	0.86	PS_VW10 LC_.	NO	4992174759			
648303	03/08/2015	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C53417068A	1	3011	054	 	1301	VW10 circuit board assy 8FL SMD Top	NA	HALB	S.Real	175.99	PS_VW10 LC_.	NO	4992174759			
648304	03/08/2015	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C00049991	1	3011	054	 	1301	"470uF,20%,35V,HOL,AL,ELEC CAP/ELXZ350ETD"	NA	ROH	NA	0.86	PS_VW10 LC_.	NO	4992174759			
648304	03/08/2015	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C53417068A	1	3011	054	 	1301	VW10 circuit board assy 8FL SMD Top	NA	HALB	S.Real	175.99	PS_VW10 LC_.	NO	4992174759			
648306	03/08/2015	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C00049991	1	3011	054	 	1301	"470uF,20%,35V,HOL,AL,ELEC CAP/ELXZ350ETD"	NA	ROH	NA	0.86	PS_VW10 LC_.	NO	4992174759			
648306	03/08/2015	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C53417068A	1	3011	054	 	1301	VW10 circuit board assy 8FL SMD Top	NA	HALB	S.Real	175.99	PS_VW10 LC_.	NO	4992174759			
648318	03/08/2015	ZSCR	551	030-1	NA	'054	A2C30910808	NA	A2C3250900093	20	3011	054	 	1301	circuit board assy TOP side VW20	NA	HALB	S.Real	2427.2	PSAD_VW20_.	NO				
648320	03/08/2015	ZSCR	551	030-1	NA	'054	A2C30910808	NA	A2C3250900092	10				1301	circuit board assy bottom side VW20	NA	HALB	S.Real/AutoBF	796.5	PSAD_VW20_.	NO	4992173448			
648323	03/08/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C9682930192	6				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real/AutoBF	1023.06	PS_HONDA HRS7_.	NO	4992172386			
648324	03/08/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C94817900	12				1095	pcb	NA	ROH	NA	227.52	PS_HONDA HRS7_.	NO	4992172386			
648352	03/08/2015	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	6				1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	305.7	PS_HONDA HRS6_J.JUAN CH	NO	4992173532			
648353	03/08/2015	MB1A	551	025-4	K96019	'054	NA	NA	A2C94817900	60				1095	pcb	NA	ROH	NA	1137.6	PS_HONDA HRS7_.	NO	4992172386			
648354	03/08/2015	ZSCR	551	030-1	NA	'054	A2C89730900	NA	A2C8021660002	1				1301	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	317.05	PS_HONDA HRS6_J.JUAN CH	NO	4992173517			
648356	03/08/2015	ZSCR	551	030-1	NA	'054	A2C89730900	NA	A2C8021660002	1				1301	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	317.05	PS_HONDA HRS6_J.JUAN CH	NO	4992173517			
648357	03/08/2015	ZSCR	551	030-1	NA	'054	5WK44508	NA	A2C53416946	1	3011	054	 	1301	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	225.94	PS_VW10 LC_.	NO	4992174759			
648371	03/08/2015	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	272.68	PS_HONDA HRS6_J.JUAN CH	NO	4992174714			
648372	03/08/2015	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	272.68	PS_HONDA HRS6_J.JUAN CH	NO	4992174714			
648373	03/08/2015	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	272.68	PS_HONDA HRS6_J.JUAN CH	NO	4992174714			
648374	03/08/2015	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	272.68	PS_HONDA HRS6_J.JUAN CH	NO	4992174714			
648375	03/08/2015	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1				1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	50.95	PS_HONDA HRS6_J.JUAN CH	NO	4992173532			
648376	03/08/2015	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1				1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	50.95	PS_HONDA HRS6_J.JUAN CH	NO	4992173532			
