No.Item	Txs SAP	Mov	C—digo Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripci—n	Info.Obl.	Tipo	Tipo Sub	Valor	No.Docto.SAP
121390	ZSCR	551	040-2	NA	5WK48902C	NA	A2C53100307B	9	1402	SMD Subassembly Key Fob 3B 314.85MHz JP	NA	HALB	S.Real	457.74	4956143441
121394	ZSCR	551	034-2	NA	5WK49670C	NA	A2C53285996B	7	1342	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	356.86	4956143643
121429	ZSCR	551	030-1	NA	5WK49670	NA	A2C53285996B	6	1301	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	305.88	4956143906
121431	ZSCR	551	030-1	NA	5WK49608C	NA	A2C53297306B	2	1301	SMD Subassy NIS US 315MH 2bundle	NA	HALB	S.Real	103.98	4956143853
121434	ZSCR	551	030-1	NA	5WK49608C	NA	A2C53297306B	2	1301	SMD Subassy NIS US 315MH 2bundle	NA	HALB	S.Real	103.98	4956143853
121437	ZSCR	551	030-1	NA	5WK49608C	NA	A2C53297306B	1	1301	SMD Subassy NIS US 315MH 2bundle	NA	HALB	S.Real	51.99	4956143853
121439	ZSCR	551	030-1	NA	5WK49670C	NA	A2C53285996B	1	1301	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	50.98	4956143913
121441	ZSCR	551	030-1	NA	5WK49608C	NA	A2C53297306B	6	1301	SMD Subassy NIS US 315MH 2bundle	NA	HALB	S.Real	311.94	4956143853
121446	ZSCR	551	030-1	NA	5WK49612C	NA	A2C53297309B	2	1301	SMD Subassy NIS US 315 M 2bundle	NA	HALB	S.Real	101.6	4956143885
121458	ZSCR	551	030-1	NA	5WK49670C	NA	A2C53285996B	1	1301	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	50.98	4956143913
121463	ZSCR	551	030-1	NA	5WK50313C	NA	A2C53359316	2	1301	circuit board assy NIS	NA	HALB	S.Real/AutoBF	104.6	4956144126
121468	ZSCR	551	030-1	NA	5WK49670C	NA	A2C53285996B	1	1301	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	50.98	4956143913
121471	ZSCR	551	040-2	NA	5WK49670C	NA	A2C53319341	1	1402	"compression spring D= 1,20x 0,25x 9,40"	NA	ROH	NA	0.04	4956143400
121471	ZSCR	551	040-2	NA	5WK49670C	NA	A2C53323911	1	1402	housing	NA	ROH	NA	1.06	4956143400
121471	ZSCR	551	040-2	NA	5WK49670C	NA	A2C53358639	3	1402	contact spring	NA	ROH	NA	1.68	4956143400
121471	ZSCR	551	040-2	NA	S180143002	NA	A2C53365040	1	1402	housing bottom	NA	ROH	NA	0.96	4956143433
121482	ZSCR	551	050-3	NA	5WK49608C	NA	A2C53297306B	1	1503	SMD Subassy NIS US 315MH 2bundle	NA	HALB	S.Real	51.99	4956142991
121554	ZSCR	551	040-2	NA	5WY7700	NA	A2C53184512	3	1402	circuit board assy NIS D-PLAT PCB = CO	NA	HALB	S.Real/AutoBF	117.9	4956143469
121559	ZSCR	551	040-3	NA	5WY7700	NA	A2C53114671	1	1403	housing	NA	ROH	NA	2.8	4956143257
121559	ZSCR	551	040-3	NA	5WY7700	NA	A2C53184512	2	1403	circuit board assy NIS D-PLAT PCB = CO	NA	HALB	S.Real/AutoBF	78.6	4956143336
121585	ZSCR	551	034-2	NA	5WY7700	NA	A2C53141571	4	1342	housing assy NIS D-PLAT	NA	ROH	NA	128.88	4956143626
121590	ZSCR	551	030-1	NA	5WK49612C	NA	A2C53297309B	3	1301	SMD Subassy NIS US 315 M 2bundle	NA	HALB	S.Real	152.4	4956143885
121591	ZSCR	551	030-1	NA	5WK49670C	NA	A2C53285996B	1	1301	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	50.98	4956143913
