No.Item	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	0	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	No.Docto.SAP	
113809	ZSCR	551	035-1	0	A2C31624300T	NA	A2C00004465	2	1351	"R LIN,47K,1%,TK100,100mW,0603"		ROH	NA	0.02	4955737105	
113809	ZSCR	551	035-1	0	A2C31624200B	NA	A2C00004465	2	1351	"R LIN,47K,1%,TK100,100mW,0603"		ROH	NA	0.02	4955737000	
113809	ZSCR	551	035-1	0	A2C31624200T	NA	A2C00004465	3	1351	"R LIN,47K,1%,TK100,100mW,0603"		ROH	NA	0.03	4955737014	
113809	ZSCR	551	035-1	0	A2C31624200T	NA	A2C00004486	13	1351	"470K,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.13	4955737014	
113809	ZSCR	551	035-1	0	A2C31624400T	NA	A2C00006436	1	1351	"75K,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.01	4955737187	
113809	ZSCR	551	035-1	0	A2C31624300T	NA	A2C00006952	6	1351	"C CER,X7R,100nF,10%,16V,0603,Sn,STANDARD"		ROH	NA	0.12	4955737105	
113809	ZSCR	551	035-1	0	A2C31624200T	NA	A2C00006952	3	1351	"C CER,X7R,100nF,10%,16V,0603,Sn,STANDARD"		ROH	NA	0.06	4955737014	
113809	ZSCR	551	035-1	0	A2C31624100B	NA	A2C00006969	251	1351	"220nF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	15.06	4955736852	
113809	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00006969	44	1351	"220nF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	2.64	4955737033	
113809	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00006969	280	1351	"220nF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	16.8	4955737159	
113809	ZSCR	551	035-1	0	A2C31624100T	NA	A2C00006969	263	1351	"220nF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	15.78	4955736872	
113809	ZSCR	551	035-1	0	A2C31624300T	NA	A2C00006969	396	1351	"220nF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	23.76	4955737105	
113809	ZSCR	551	035-1	0	A2C31624200B	NA	A2C00006969	65	1351	"220nF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	3.9	4955737000	
113809	ZSCR	551	035-1	0	A2C31624400T	NA	A2C00006969	1355	1351	"220nF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	81.3	4955737187	
113809	ZSCR	551	035-1	0	A2C31624200T	NA	A2C00006969	46	1351	"220nF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	2.76	4955737014	
113809	ZSCR	551	035-1	0	A2C31624100T	NA	A2C00006999	2	1351	"R LIN,10K,1%,TK100,250mW,1206"		ROH	NA	0.06	4955736872	
113809	ZSCR	551	035-1	0	A2C31624100B	NA	A2C00007122	502	1351	"R LIN,20K,1%,TK100,100mW,0603"		ROH	NA	5.02	4955736852	
113809	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00007122	68	1351	"R LIN,20K,1%,TK100,100mW,0603"		ROH	NA	0.68	4955737033	
113809	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00007122	398	1351	"R LIN,20K,1%,TK100,100mW,0603"		ROH	NA	3.98	4955737159	
113809	ZSCR	551	035-1	0	A2C31624300T	NA	A2C00007122	80	1351	"R LIN,20K,1%,TK100,100mW,0603"		ROH	NA	0.8	4955737105	
113809	ZSCR	551	035-1	0	A2C31624200T	NA	A2C00007529	1	1351	"49K9,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.01	4955737014	
113809	ZSCR	551	035-1	0	A2C31624400T	NA	A2C00008211	3	1351	"300R,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.27	4955737187	
113809	ZSCR	551	035-1	0	A2C31624100B	NA	A2C00008523	3	1351	"1,GATE,SOT353,LOGIC/74HC1G08GW"		ROH	NA	0.72	4955736852	
113809	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00008523	2	1351	"1,GATE,SOT353,LOGIC/74HC1G08GW"		ROH	NA	0.48	4955737159	
113809	ZSCR	551	035-1	0	A2C31624100T	NA	A2C00008618	24	1351	"40V,600mA,NOT APPLICABLE,PTO220-5-122 /"		ROH	NA	100.08	4955736872	
113809	ZSCR	551	035-1	0	A2C31624300T	NA	A2C00008618	11	1351	"40V,600mA,NOT APPLICABLE,PTO220-5-122 /"		ROH	NA	45.87	4955737105	
113809	ZSCR	551	035-1	0	A2C31624400T	NA	A2C00008618	29	1351	"40V,600mA,NOT APPLICABLE,PTO220-5-122 /"		ROH	NA	120.93	4955737187	
113809	ZSCR	551	035-1	0	A2C31624100B	NA	A2C00010416	6	1351	"470pF,10%,50V,X7R,0402,TINNED,CER CAP/VJ"		ROH	NA	0.06	4955736852	
113809	ZSCR	551	035-1	0	A2C31624100T	NA	A2C00010416	1	1351	"470pF,10%,50V,X7R,0402,TINNED,CER CAP/VJ"		ROH	NA	0.01	4955736872	
113809	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00010444	1	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.01	4955737159	
113809	ZSCR	551	035-1	0	A2C31624200B	NA	A2C00010472	2	1351	"47K,5%,TK200,63mW,0402,LIN RES/CRCW"		ROH	NA	0.02	4955737000	
113809	ZSCR	551	035-1	0	A2C31624300T	NA	A2C00010733	1	1351	"0R051,250mW,2.21A,5nH,1206,SHUNT/WSL"		ROH	NA	1.73	4955737105	
113809	ZSCR	551	035-1	0	A2C31624400T	NA	A2C00010733	129	1351	"0R051,250mW,2.21A,5nH,1206,SHUNT/WSL"		ROH	NA	223.17	4955737187	
113809	ZSCR	551	035-1	0	A2C31624200T	NA	A2C00010733	10	1351	"0R051,250mW,2.21A,5nH,1206,SHUNT/WSL"		ROH	NA	17.3	4955737014	
113809	ZSCR	551	035-1	0	A2C31624100B	NA	A2C00010738	3	1351	"1nF,10%,50V,X7R,0402,TINNED,CER CAP/VJ"		ROH	NA	0.03	4955736852	
113809	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00010738	33	1351	"1nF,10%,50V,X7R,0402,TINNED,CER CAP/VJ"		ROH	NA	0.33	4955737159	
113809	ZSCR	551	035-1	0	A2C31624100T	NA	A2C00010738	1	1351	"1nF,10%,50V,X7R,0402,TINNED,CER CAP/VJ"		ROH	NA	0.01	4955736872	
113809	ZSCR	551	035-1	0	A2C31624300T	NA	A2C00010738	18	1351	"1nF,10%,50V,X7R,0402,TINNED,CER CAP/VJ"		ROH	NA	0.18	4955737105	
113809	ZSCR	551	035-1	0	A2C31624400T	NA	A2C00010738	572	1351	"1nF,10%,50V,X7R,0402,TINNED,CER CAP/VJ"		ROH	NA	5.72	4955737187	
113809	ZSCR	551	035-1	0	A2C31624200T	NA	A2C00010738	17	1351	"1nF,10%,50V,X7R,0402,TINNED,CER CAP/VJ"		ROH	NA	0.17	4955737014	
113809	ZSCR	551	035-1	0	A2C31624100T	NA	A2C00010739	427	1351	"10nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	4.27	4955736872	
113809	ZSCR	551	035-1	0	A2C31624300T	NA	A2C00010739	77	1351	"10nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.77	4955737105	
113809	ZSCR	551	035-1	0	A2C31624400T	NA	A2C00010739	770	1351	"10nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	7.7	4955737187	
113809	ZSCR	551	035-1	0	A2C31624200T	NA	A2C00010739	27	1351	"10nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.27	4955737014	
113809	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00011076	1	1351	"43K,1%,TK100,63mW,0603,LIN RES/ERJ"		ROH	NA	0.02	4955737159	
113809	ZSCR	551	035-1	0	A2C31624400T	NA	A2C00011076	2	1351	"43K,1%,TK100,63mW,0603,LIN RES/ERJ"		ROH	NA	0.04	4955737187	
113809	ZSCR	551	035-1	0	A2C31624100B	NA	A2C00011220	62	1351	"33K2,1%,TK100,63mW,0402,LIN RES/"		ROH	NA	0.62	4955736852	
113809	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00011220	8	1351	"33K2,1%,TK100,63mW,0402,LIN RES/"		ROH	NA	0.08	4955737033	
113809	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00011220	13	1351	"33K2,1%,TK100,63mW,0402,LIN RES/"		ROH	NA	0.13	4955737159	
113809	ZSCR	551	035-1	0	A2C31624100T	NA	A2C00011220	140	1351	"33K2,1%,TK100,63mW,0402,LIN RES/"		ROH	NA	1.4	4955736872	
113809	ZSCR	551	035-1	0	A2C31624300T	NA	A2C00011220	9	1351	"33K2,1%,TK100,63mW,0402,LIN RES/"		ROH	NA	0.09	4955737105	
113809	ZSCR	551	035-1	0	A2C31624200B	NA	A2C00011220	2	1351	"33K2,1%,TK100,63mW,0402,LIN RES/"		ROH	NA	0.02	4955737000	
113809	ZSCR	551	035-1	0	A2C31624400T	NA	A2C00011220	322	1351	"33K2,1%,TK100,63mW,0402,LIN RES/"		ROH	NA	3.22	4955737187	
113809	ZSCR	551	035-1	0	A2C31624200T	NA	A2C00011220	9	1351	"33K2,1%,TK100,63mW,0402,LIN RES/"		ROH	NA	0.09	4955737014	
113809	ZSCR	551	035-1	0	A2C31624400T	NA	A2C00016702	41	1351	"R LIN,10R,5%,TK200,63mW,0402"		ROH	NA	0.41	4955737187	
113809	ZSCR	551	035-1	0	A2C31624100T	NA	A2C00016944	1	1351	"2M,5%,TK200,63mW,0603,LIN RES/"		ROH	NA	0.02	4955736872	
113809	ZSCR	551	035-1	0	A2C31624100T	NA	A2C00017496	8	1351	"40V,2A,1,SCHOTTKY,DO214AA,RECT DIODE/SS2"		ROH	NA	4.56	4955736872	
113809	ZSCR	551	035-1	0	A2C31624300T	NA	A2C00017496	2	1351	"40V,2A,1,SCHOTTKY,DO214AA,RECT DIODE/SS2"		ROH	NA	1.14	4955737105	
113809	ZSCR	551	035-1	0	A2C31624100B	NA	A2C00017564	53	1351	"0R2,5%,TK100,1W,MELF0207,LIN RES/MMB"		ROH	NA	38.69	4955736852	
113809	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00017564	9	1351	"0R2,5%,TK100,1W,MELF0207,LIN RES/MMB"		ROH	NA	6.57	4955737033	
113809	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00017564	35	1351	"0R2,5%,TK100,1W,MELF0207,LIN RES/MMB"		ROH	NA	25.55	4955737159	
113809	ZSCR	551	035-1	0	A2C31624200B	NA	A2C00017564	26	1351	"0R2,5%,TK100,1W,MELF0207,LIN RES/MMB"		ROH	NA	18.98	4955737000	
113809	ZSCR	551	035-1	0	A2C31624100T	NA	A2C00018230	6	1351	"400V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	1.08	4955736872	
113809	ZSCR	551	035-1	0	A2C31624400T	NA	A2C00018230	5	1351	"400V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	0.9	4955737187	
113809	ZSCR	551	035-1	0	A2C31624300T	NA	A2C00018438	1	1351	"220K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.01	4955737105	
113809	ZSCR	551	035-1	0	A2C31624300T	NA	A2C00019350	1	1351	"33uF,20%,35V,SMD,AL,ELEC CAP/Aluminium E"		ROH	NA	1.24	4955737105	
113809	ZSCR	551	035-1	0	A2C31624400T	NA	A2C00019350	9	1351	"33uF,20%,35V,SMD,AL,ELEC CAP/Aluminium E"		ROH	NA	11.16	4955737187	
113809	ZSCR	551	035-1	0	A2C31624100T	NA	A2C00019920	17	1351	"2.7V,200mW,SOD323,ZENER/GDZ2.7 3kpcs ree"		ROH	NA	2.72	4955736872	
113809	ZSCR	551	035-1	0	A2C31624200B	NA	A2C00019920	1	1351	"2.7V,200mW,SOD323,ZENER/GDZ2.7 3kpcs ree"		ROH	NA	0.16	4955737000	
113809	ZSCR	551	035-1	0	A2C31624200T	NA	A2C00019920	5	1351	"2.7V,200mW,SOD323,ZENER/GDZ2.7 3kpcs ree"		ROH	NA	0.8	4955737014	
113809	ZSCR	551	035-1	0	A2C31624100T	NA	A2C00020138	36	1351	"IC BUS DRIV/TJA1040T/VM,SO8"		ROH	NA	108.72	4955736872	
113809	ZSCR	551	035-1	0	A2C31624100B	NA	A2C00020895	26	1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	2.34	4955736852	
113809	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00020895	4	1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	0.36	4955737033	
113809	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00020895	8	1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	0.72	4955737159	
113809	ZSCR	551	035-1	0	A2C31624200B	NA	A2C00020895	1	1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	0.09	4955737000	
113809	ZSCR	551	035-1	0	A2C31624100T	NA	A2C00021131	27	1351	"1,N_CHAN,MOS,POWER,55V,17A,70mOhm,D2PACK"		ROH	NA	49.68	4955736872	
113809	ZSCR	551	035-1	0	A2C31624300T	NA	A2C00021131	7	1351	"1,N_CHAN,MOS,POWER,55V,17A,70mOhm,D2PACK"		ROH	NA	12.88	4955737105	
113809	ZSCR	551	035-1	0	A2C31624400T	NA	A2C00021131	8	1351	"1,N_CHAN,MOS,POWER,55V,17A,70mOhm,D2PACK"		ROH	NA	14.72	4955737187	
113809	ZSCR	551	035-1	0	A2C31624200T	NA	A2C00021131	8	1351	"1,N_CHAN,MOS,POWER,55V,17A,70mOhm,D2PACK"		ROH	NA	14.72	4955737014	
113809	ZSCR	551	035-1	0	A2C31624200B	NA	A2C00021527	1	1351	"470nF,10%,50V,X7R,1206,TINNED,CER CAP/"		ROH	NA	0.14	4955737000	
113809	ZSCR	551	035-1	0	A2C31624400T	NA	A2C00021545	4	1351	"2,BOTH,RET,100mA,1.1V,SOT363,BIP/BCR22PN"		ROH	NA	0.68	4955737187	
113809	ZSCR	551	035-1	0	A2C31624400T	NA	A2C00021728	1	1351	"LIN Transceiver with wake up function,OT"		ROH	NA	2.9	4955737187	
113809	ZSCR	551	035-1	0	A2C31624100T	NA	A2C00022305	16	1351	"2MHz,0.5%,CSTCC,CER RESONATOR"		ROH	NA	24.8	4955736872	
113809	ZSCR	551	035-1	0	A2C31624100B	NA	A2C00022909	81	1351	"2.2nF,10%,50V,X7R,0402,TINNED,CER CAP/C1"		ROH	NA	0.81	4955736852	
113809	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00022909	28	1351	"2.2nF,10%,50V,X7R,0402,TINNED,CER CAP/C1"		ROH	NA	0.28	4955737033	
113809	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00022909	166	1351	"2.2nF,10%,50V,X7R,0402,TINNED,CER CAP/C1"		ROH	NA	1.66	4955737159	
113809	ZSCR	551	035-1	0	A2C31624100T	NA	A2C00022909	8	1351	"2.2nF,10%,50V,X7R,0402,TINNED,CER CAP/C1"		ROH	NA	0.08	4955736872	
113809	ZSCR	551	035-1	0	A2C31624300T	NA	A2C00022909	100	1351	"2.2nF,10%,50V,X7R,0402,TINNED,CER CAP/C1"		ROH	NA	1	4955737105	
113809	ZSCR	551	035-1	0	A2C31624400T	NA	A2C00022909	573	1351	"2.2nF,10%,50V,X7R,0402,TINNED,CER CAP/C1"		ROH	NA	5.73	4955737187	
113809	ZSCR	551	035-1	0	A2C31624200T	NA	A2C00022909	15	1351	"2.2nF,10%,50V,X7R,0402,TINNED,CER CAP/C1"		ROH	NA	0.15	4955737014	
113809	ZSCR	551	035-1	0	A2C31624200T	NA	A2C00022910	2	1351	"22nF,10%,25V,X7R,0402,TINNED,CER CAP/C10"		ROH	NA	0.02	4955737014	
113809	ZSCR	551	035-1	0	A2C31624100T	NA	A2C00022980	3	1351	"47uF,20%,25V,SMD,TA,ELEC CAP/LOW ESR"		ROH	NA	7.83	4955736872	
113809	ZSCR	551	035-1	0	A2C31624300T	NA	A2C00022980	2	1351	"47uF,20%,25V,SMD,TA,ELEC CAP/LOW ESR"		ROH	NA	5.22	4955737105	
113809	ZSCR	551	035-1	0	A2C31624400T	NA	A2C00022980	3	1351	"47uF,20%,25V,SMD,TA,ELEC CAP/LOW ESR"		ROH	NA	7.83	4955737187	
113809	ZSCR	551	035-1	0	A2C31624100B	NA	A2C00023199	8	1351	"1,MULTI,SO16,LOGIC/74HC4851"		ROH	NA	10.4	4955736852	
113809	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00023199	4	1351	"1,MULTI,SO16,LOGIC/74HC4851"		ROH	NA	5.2	4955737159	
113809	ZSCR	551	035-1	0	A2C31624200B	NA	A2C00023199	1	1351	"1,MULTI,SO16,LOGIC/74HC4851"		ROH	NA	1.3	4955737000	
113809	ZSCR	551	035-1	0	A2C31624100T	NA	A2C00024053	35	1351	"T FET/SQD15N06-42L,MOS,POWER,N_CHAN,55V,"		ROH	NA	54.6	4955736872	
113809	ZSCR	551	035-1	0	A2C31624300T	NA	A2C00024053	4	1351	"T FET/SQD15N06-42L,MOS,POWER,N_CHAN,55V,"		ROH	NA	6.24	4955737105	
113809	ZSCR	551	035-1	0	A2C31624400T	NA	A2C00024053	65	1351	"T FET/SQD15N06-42L,MOS,POWER,N_CHAN,55V,"		ROH	NA	101.4	4955737187	
113809	ZSCR	551	035-1	0	A2C31624200T	NA	A2C00024053	3	1351	"T FET/SQD15N06-42L,MOS,POWER,N_CHAN,55V,"		ROH	NA	4.68	4955737014	
113809	ZSCR	551	035-1	0	A2C31624100T	NA	A2C00024400	6	1351	"22uF,10%,16V,SMD,TA,ELEC CAP/593D226X901"		ROH	NA	5.04	4955736872	
113809	ZSCR	551	035-1	0	A2C31624300T	NA	A2C00024400	1	1351	"22uF,10%,16V,SMD,TA,ELEC CAP/593D226X901"		ROH	NA	0.84	4955737105	
113809	ZSCR	551	035-1	0	A2C31624400T	NA	A2C00024400	4	1351	"22uF,10%,16V,SMD,TA,ELEC CAP/593D226X901"		ROH	NA	3.36	4955737187	
113809	ZSCR	551	035-1	0	A2C31624200T	NA	A2C00024400	4	1351	"22uF,10%,16V,SMD,TA,ELEC CAP/593D226X901"		ROH	NA	3.36	4955737014	
113809	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00024522	10	1351	"1uF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	1	4955737159	
113809	ZSCR	551	035-1	0	A2C31624300T	NA	A2C00024522	4	1351	"1uF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.4	4955737105	
113809	ZSCR	551	035-1	0	A2C31624300T	NA	A2C00029141	2	1351	"4,0V,0Ohm,TSSOP24,IGNIGTION DRIVER,LOW S"		ROH	NA	15.36	4955737105	
113809	ZSCR	551	035-1	0	A2C31624400T	NA	A2C00029141	3	1351	"4,0V,0Ohm,TSSOP24,IGNIGTION DRIVER,LOW S"		ROH	NA	23.04	4955737187	
113809	ZSCR	551	035-1	0	A2C31624100T	NA	A2C00029826	2	1351	"2,OP AMP,0Hz,SO8,OP-COMP/TLC2272MDR"		ROH	NA	5.08	4955736872	
113809	ZSCR	551	035-1	0	A2C31624300T	NA	A2C00029826	4	1351	"2,OP AMP,0Hz,SO8,OP-COMP/TLC2272MDR"		ROH	NA	10.16	4955737105	
113809	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00031577	2	1351	"10pF,1%,50V,C0G,0402,TINNED,CER CAP/RF a"		ROH	NA	0.04	4955737033	
113809	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00031577	4	1351	"10pF,1%,50V,C0G,0402,TINNED,CER CAP/RF a"		ROH	NA	0.08	4955737159	
113809	ZSCR	551	035-1	0	A2C31624200B	NA	A2C00031577	5	1351	"10pF,1%,50V,C0G,0402,TINNED,CER CAP/RF a"		ROH	NA	0.1	4955737000	
113809	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00032100	1	1351	"330pF,5%,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.02	4955737159	
113809	ZSCR	551	035-1	0	A2C31624100B	NA	A2C00032177	11	1351	"300R,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.11	4955736852	
113809	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00032177	7	1351	"300R,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.07	4955737033	
113809	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00032177	15	1351	"300R,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.15	4955737159	
113809	ZSCR	551	035-1	0	A2C31624200B	NA	A2C00032177	4	1351	"300R,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.04	4955737000	
113809	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00032489	22	1351	"2.2uF,10%,25V,X7R,1206,TINNED,CER CAP/"		ROH	NA	3.96	4955737159	
113809	ZSCR	551	035-1	0	A2C31624100T	NA	A2C00032489	371	1351	"2.2uF,10%,25V,X7R,1206,TINNED,CER CAP/"		ROH	NA	66.78	4955736872	
113809	ZSCR	551	035-1	0	A2C31624100T	NA	A2C00033344	188	1351	"4.7uF,10%,25V,X7R,1206,CER CAP/"		ROH	NA	58.28	4955736872	
113809	ZSCR	551	035-1	0	A2C31624300T	NA	A2C00033788	1	1351	"1,40V,150mOhm,Power SO-20,GENERAL PURPOS"		ROH	NA	15.6	4955737105	
113809	ZSCR	551	035-1	0	A2C31624400T	NA	A2C00033788	1	1351	"1,40V,150mOhm,Power SO-20,GENERAL PURPOS"		ROH	NA	15.6	4955737187	
113809	ZSCR	551	035-1	0	A2C31624200T	NA	A2C00033919	2	1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	0.36	4955737014	
113809	ZSCR	551	035-1	0	A2C31624100T	NA	A2C00034044	8	1351	"1,N_CHAN,LL,MOS,POWER,55V,15A,69mOhm,TO2"		ROH	NA	10.16	4955736872	
113809	ZSCR	551	035-1	0	A2C31624400T	NA	A2C00034044	23	1351	"1,N_CHAN,LL,MOS,POWER,55V,15A,69mOhm,TO2"		ROH	NA	29.21	4955737187	
113809	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00034982	7	1351	"16MHz,50ppm,NX5032GA,QUARTZ CRYSTAL/NX50"		ROH	NA	17.64	4955737033	
113809	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00034982	17	1351	"16MHz,50ppm,NX5032GA,QUARTZ CRYSTAL/NX50"		ROH	NA	42.84	4955737159	
113809	ZSCR	551	035-1	0	A2C31624200B	NA	A2C00034982	7	1351	"16MHz,50ppm,NX5032GA,QUARTZ CRYSTAL/NX50"		ROH	NA	17.64	4955737000	
113809	ZSCR	551	035-1	0	A2C31624200T	NA	A2C00035276	2	1351	"ATIC94, 16,53V,150mOhm,ECU/TCU,LOW SIDE"		ROH	NA	93.12	4955737014	
113809	ZSCR	551	035-1	0	A2C31624200B	NA	A2C00036493	2	1351	"10nF,10%,100V,X7R,0603,Sn,CER CAP/C1608X"		ROH	NA	0.06	4955737000	
113809	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00036898	2	1351	"15K,1%,TK100,62.5mW,0603,LIN RES/CR1/16"		ROH	NA	0.02	4955737033	
113809	ZSCR	551	035-1	0	A2C31624100B	NA	A2C00036926	3	1351	"30K1,1%,TK100,62.5mW,0603,LIN RES/CR1/16"		ROH	NA	0.03	4955736852	
113809	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00036926	7	1351	"30K1,1%,TK100,62.5mW,0603,LIN RES/CR1/16"		ROH	NA	0.07	4955737159	
113809	ZSCR	551	035-1	0	A2C31624200B	NA	A2C00036967	2	1351	"8K25,1%,TK100,62.5mW,0603,LIN RES/CR1/16"		ROH	NA	0.02	4955737000	
113809	ZSCR	551	035-1	0	A2C31624100B	NA	A2C00036971	37	1351	"1K,1%,TK100,100mW,0805,LIN RES/CR1/10 10"		ROH	NA	0.37	4955736852	
113809	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00036971	5	1351	"1K,1%,TK100,100mW,0805,LIN RES/CR1/10 10"		ROH	NA	0.05	4955737033	
113809	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00036971	16	1351	"1K,1%,TK100,100mW,0805,LIN RES/CR1/10 10"		ROH	NA	0.16	4955737159	
113809	ZSCR	551	035-1	0	A2C31624100T	NA	A2C00036971	13	1351	"1K,1%,TK100,100mW,0805,LIN RES/CR1/10 10"		ROH	NA	0.13	4955736872	
113809	ZSCR	551	035-1	0	A2C31624300T	NA	A2C00036971	4	1351	"1K,1%,TK100,100mW,0805,LIN RES/CR1/10 10"		ROH	NA	0.04	4955737105	
113809	ZSCR	551	035-1	0	A2C31624200B	NA	A2C00036971	4	1351	"1K,1%,TK100,100mW,0805,LIN RES/CR1/10 10"		ROH	NA	0.04	4955737000	
113809	ZSCR	551	035-1	0	A2C31624200T	NA	A2C00036971	6	1351	"1K,1%,TK100,100mW,0805,LIN RES/CR1/10 10"		ROH	NA	0.06	4955737014	
113809	ZSCR	551	035-1	0	A2C31624100T	NA	A2C00036997	7	1351	"150R,1%,TK100,125mW,0805,LIN RES/CR1/10"		ROH	NA	0.07	4955736872	
113809	ZSCR	551	035-1	0	A2C31624400T	NA	A2C00036997	1	1351	"150R,1%,TK100,125mW,0805,LIN RES/CR1/10"		ROH	NA	0.01	4955737187	
113809	ZSCR	551	035-1	0	A2C31624200T	NA	A2C00036997	3	1351	"150R,1%,TK100,125mW,0805,LIN RES/CR1/10"		ROH	NA	0.03	4955737014	
113809	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00037013	5	1351	"182K,1%,TK100,125mW,0805,LIN RES/MCR10FZ"		ROH	NA	0.1	4955737033	
113809	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00037013	2	1351	"182K,1%,TK100,125mW,0805,LIN RES/MCR10FZ"		ROH	NA	0.04	4955737159	
113809	ZSCR	551	035-1	0	A2C31624100T	NA	A2C00037013	7	1351	"182K,1%,TK100,125mW,0805,LIN RES/MCR10FZ"		ROH	NA	0.14	4955736872	
113809	ZSCR	551	035-1	0	A2C31624300T	NA	A2C00037013	7	1351	"182K,1%,TK100,125mW,0805,LIN RES/MCR10FZ"		ROH	NA	0.14	4955737105	
113809	ZSCR	551	035-1	0	A2C31624200B	NA	A2C00037013	5	1351	"182K,1%,TK100,125mW,0805,LIN RES/MCR10FZ"		ROH	NA	0.1	4955737000	
113809	ZSCR	551	035-1	0	A2C31624400T	NA	A2C00037013	42	1351	"182K,1%,TK100,125mW,0805,LIN RES/MCR10FZ"		ROH	NA	0.84	4955737187	
113809	ZSCR	551	035-1	0	A2C31624200T	NA	A2C00037013	8	1351	"182K,1%,TK100,125mW,0805,LIN RES/MCR10FZ"		ROH	NA	0.16	4955737014	
113809	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00037248	1	1351	"2K,5%,TK200,250mW,1210,LIN RES/CR1/4 202"		ROH	NA	0.03	4955737159	
113809	ZSCR	551	035-1	0	A2C31624100T	NA	A2C00038896	236	1351	"10uF,10%,25V,X7R,1210,TINNED,CER CAP/"		ROH	NA	214.76	4955736872	
113809	ZSCR	551	035-1	0	A2C31624300T	NA	A2C00038896	2	1351	"10uF,10%,25V,X7R,1210,TINNED,CER CAP/"		ROH	NA	1.82	4955737105	
113809	ZSCR	551	035-1	0	A2C31624400T	NA	A2C00038896	2	1351	"10uF,10%,25V,X7R,1210,TINNED,CER CAP/"		ROH	NA	1.82	4955737187	
