No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Parte Padre 2	Batch ID	No.Parte	Cantidad	 	 	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
673112	14/10/2015	ZSCR	551	035-1	0	'054	A2C9663160092	A2C92704001	#N/A	A2C00018432	54	3011	054	 	1351	"70V,250mA,4,FAST,SOT363,RECT DIODE/BAV70"	179	ROH	NA	10.26	PSAD_DAIMLER STAR 2_L.L	NO	4995019292
673112	14/10/2015	ZSCR	551	035-1	0	'054	A2C9663030092	A2C86816803	#N/A	A2C00019590	1	3011	054	 	1351	"R LIN,2K,1%,TK100,63mW,0402"	17	ROH	NA	0.01	PSAD_DAIMLER STAR 2_L.L	NO	
673112	14/10/2015	ZSCR	551	035-1	0	'054	A2C9663030092	A2C86816803	#N/A	A2C00019943	1	3011	054	 	1351	"27V,200mW,SOD323,ZENER/GDZ27B10kpcs reel"	17	ROH	NA	0.13	PSAD_DAIMLER STAR 2_L.L	NO	
673112	14/10/2015	ZSCR	551	035-1	0	'054	A2C9663030092	A2C86816803	#N/A	A2C00020895	1	3011	054	 	1351	"70V,150mA,2, common anode, FAST,SOT323_3"	17	ROH	NA	0.07	PSAD_DAIMLER STAR 2_L.L	NO	
673112	14/10/2015	ZSCR	551	035-1	0	'054	A2C8705700192	A2C85901110	#N/A	A2C00021262	15	3011	054	 	1351	"240R,1%,TK50,1W,MELF0207,LIN RES/MMB0207"	28	ROH	NA	3.9	PSAD_DAIMLER STAR 2_L.L	NO	4995018811
673112	14/10/2015	ZSCR	551	035-1	0	'054	A2C9663160092	A2C92704001	#N/A	A2C00021262	36	3011	054	 	1351	"240R,1%,TK50,1W,MELF0207,LIN RES/MMB0207"	179	ROH	NA	9.36	PSAD_DAIMLER STAR 2_L.L	NO	4995019292
673112	14/10/2015	ZSCR	551	035-1	0	'054	A2C8705700193	A2C85901110	#N/A	A2C00023857	22	3011	054	 	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"	28	ROH	NA	7.04	PSAD_DAIMLER STAR 2_L.L	NO	4995018811
673112	14/10/2015	ZSCR	551	035-1	0	'054	A2C9663160093	A2C92704001	#N/A	A2C00023857	102	3011	054	 	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"	179	ROH	NA	32.64	PSAD_DAIMLER STAR 2_L.L	NO	4995019292
673112	14/10/2015	ZSCR	551	035-1	0	'054	A2C9663030093	A2C86816803	#N/A	A2C00024522	1	3011	054	 	1351	"C CER,X7R,1uF,10%,25V,0805,Sn,STANDARD"	17	ROH	NA	0.08	PSAD_DAIMLER STAR 2_L.L	NO	
673112	14/10/2015	ZSCR	551	035-1	0	'054	A2C9663160093	A2C92704001	#N/A	A2C00032168	1022	3011	054	 	1351	"R LIN,1K3,1%,TK100,63mW,0402"	179	ROH	NA	10.22	PSAD_DAIMLER STAR 2_L.L	NO	4995019292
673112	14/10/2015	ZSCR	551	035-1	0	'054	A2C9663030093	A2C86816803	#N/A	A2C00034350	1	3011	054	 	1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"	17	ROH	NA	8.32	PSAD_DAIMLER STAR 2_L.L	NO	
673112	14/10/2015	ZSCR	551	035-1	0	'054	A2C9663030093	A2C86816803	#N/A	A2C00037378	3	3011	054	 	1351	"TA CAP,TA,47uF,10%,6.3V,SMD"	17	ROH	NA	2.43	PSAD_DAIMLER STAR 2_L.L	NO	
673112	14/10/2015	ZSCR	551	035-1	0	'054	A2C9663030093	A2C86816803	#N/A	A2C00037383	1	3011	054	 	1351	"TA CAP,TA,22uF,10%,25V,SMD"	17	ROH	NA	2.29	PSAD_DAIMLER STAR 2_L.L	NO	
673112	14/10/2015	ZSCR	551	035-1	0	'054	A2C9663160092	A2C92704001	#N/A	A2C00044219	1	3011	054	 	1351	"240R,1%,TK100,63mW,0603,LIN RES/RC"	179	ROH	NA	0.01	PSAD_DAIMLER STAR 2_L.L	NO	4995019292
673112	14/10/2015	ZSCR	551	035-1	0	'054	A2C9663160092	A2C92704001	#N/A	A2C00044348	3	3011	054	 	1351	"1,PNP,NORMAL,100mA,45V,SOT323,BIP,hFE=22"	179	ROH	NA	0.24	PSAD_DAIMLER STAR 2_L.L	NO	4995019292
673112	14/10/2015	ZSCR	551	035-1	0	'054	A2C8705700193	A2C85901110	#N/A	A2C00051989	7	3011	054	 	1351	"100uF,20%,35V,SMD,AL,ELEC CAP/"	28	ROH	NA	5.74	PSAD_DAIMLER STAR 2_L.L	NO	4995018811
673112	14/10/2015	ZSCR	551	035-1	0	'054	A2C8705700193	A2C85901110	#N/A	A2C00051994	2	3011	054	 	1351	"330uF,20%,35V,SMD,AL,ELEC CAP/"	28	ROH	NA	1.8	PSAD_DAIMLER STAR 2_L.L	NO	4995018811
673112	14/10/2015	ZSCR	551	035-1	0	'054	A2C8705700193	A2C85901110	#N/A	A2C00051999	18	3011	054	 	1351	"2.2mF,20%,35V,SMD,AL,ELEC CAP/"	28	ROH	NA	136.8	PSAD_DAIMLER STAR 2_L.L	NO	4995018811
673112	14/10/2015	ZSCR	551	035-1	0	'054	A2C8705700192	A2C85901110	#N/A	A2C00052851	14	3011	054	 	1351	"10R,1%,TK100,125mW,0805,LIN RES/D12 100"	28	ROH	NA	0.14	PSAD_DAIMLER STAR 2_L.L	NO	4995018811
673112	14/10/2015	ZSCR	551	035-1	0	'054	A2C9663160092	A2C92704001	#N/A	A2C00052851	62	3011	054	 	1351	"10R,1%,TK100,125mW,0805,LIN RES/D12 100"	179	ROH	NA	0.62	PSAD_DAIMLER STAR 2_L.L	NO	4995019292
673112	14/10/2015	ZSCR	551	035-1	0	'054	A2C8705700193	A2C85901110	#N/A	A2C00052851	12	3011	054	 	1351	"10R,1%,TK100,125mW,0805,LIN RES/D12 100"	28	ROH	NA	0.12	PSAD_DAIMLER STAR 2_L.L	NO	4995018811
673112	14/10/2015	ZSCR	551	035-1	0	'054	A2C9663160093	A2C92704001	#N/A	A2C00052851	25	3011	054	 	1351	"10R,1%,TK100,125mW,0805,LIN RES/D12 100"	179	ROH	NA	0.25	PSAD_DAIMLER STAR 2_L.L	NO	4995019292
673112	14/10/2015	ZSCR	551	035-1	0	'054	A2C8705700192	A2C85901110	#N/A	A2C00054239	1	3011	054	 	1351	"600V,1.5A,1,STANDARD,SMB/DO214AA,RECT DI"	28	ROH	NA	0.31	PSAD_DAIMLER STAR 2_L.L	NO	4995018811
673112	14/10/2015	ZSCR	551	035-1	0	'054	A2C9663160093	A2C92704001	#N/A	A2C00061186	1	3011	054	 	1351	"TJA1043T/TRANSCEIVER,CAN,SO14,BUS DRIVER"	179	ROH	NA	3.5	PSAD_DAIMLER STAR 2_L.L	NO	4995019292
673112	14/10/2015	ZSCR	551	035-1	0	'054	A2C8705700193	A2C85901110	#N/A	A2C00062333	1	3011	054	 	1351	"L COIL/,150uH,1.5A,SMD // NFND PLS USE A"	28	ROH	NA	2.7	PSAD_DAIMLER STAR 2_L.L	NO	4995018811
673112	14/10/2015	ZSCR	551	035-1	0	'054	A2C8705700193	A2C85901110	#N/A	A2C00064279	21	3011	054	 	1351	"T FET/NTJD4001N,MOS,SMALLSIGNAL,SOT363"	28	ROH	NA	6.72	PSAD_DAIMLER STAR 2_L.L	NO	4995018811
673112	14/10/2015	ZSCR	551	035-1	0	'054	A2C9663160093	A2C92704001	#N/A	A2C00064279	64	3011	054	 	1351	"T FET/NTJD4001N,MOS,SMALLSIGNAL,SOT363"	179	ROH	NA	20.48	PSAD_DAIMLER STAR 2_L.L	NO	4995019292
673112	14/10/2015	ZSCR	551	035-1	0	'054	A2C9663160092	A2C92704001	#N/A	A2C40002657	12	3011	054	 	1351	"D SUP/MMBZ27VDA,SOT23"	179	ROH	NA	1.44	PSAD_DAIMLER STAR 2_L.L	NO	4995019292
673113	14/10/2015	ZSCR	551	035-1	0	'054	A2C9663160093	A2C92704001	#N/A	A2C00000568	563	3011	054	 	1351	"T BIP/BC 847S E6327,SOT363"	179	ROH	NA	84.45	PSAD_DAIMLER STAR 2_L.L	NO	4995019292
673113	14/10/2015	ZSCR	551	035-1	0	'054	A2C9663160093	A2C92704001	#N/A	A2C00003447	90	3011	054	 	1351	"R LIN,4K7,5%,TK200,250mW,1206"	179	ROH	NA	1.8	PSAD_DAIMLER STAR 2_L.L	NO	4995019292
673113	14/10/2015	ZSCR	551	035-1	0	'054	A2C9663160092	A2C92704001	#N/A	A2C00004349	34	3011	054	 	1351	"R JUMP,0R05,100mW,1A,0603"	179	ROH	NA	0.34	PSAD_DAIMLER STAR 2_L.L	NO	4995019292
673113	14/10/2015	ZSCR	551	035-1	0	'054	A2C9663160092	A2C92704001	#N/A	A2C00018432	37	3011	054	 	1351	"70V,250mA,4,FAST,SOT363,RECT DIODE/BAV70"	179	ROH	NA	7.03	PSAD_DAIMLER STAR 2_L.L	NO	4995019292
673113	14/10/2015	ZSCR	551	035-1	0	'054	A2C9663160093	A2C92704001	#N/A	A2C00023857	54	3011	054	 	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"	179	ROH	NA	17.28	PSAD_DAIMLER STAR 2_L.L	NO	4995019292
673113	14/10/2015	ZSCR	551	035-1	0	'054	A2C9663160092	A2C92704001	#N/A	A2C00031005	11	3011	054	 	1351	"4,EQ ISO,konvex 1206,47R,1%,63mW,NET RES"	179	ROH	NA	0.66	PSAD_DAIMLER STAR 2_L.L	NO	4995019292
673113	14/10/2015	ZSCR	551	035-1	0	'054	A2C9663160093	A2C92704001	#N/A	A2C00043037	14	3011	054	 	1351	"200V,2A,1,STANDARD,DO214AA,RECT DIODE/ES"	179	ROH	NA	7.84	PSAD_DAIMLER STAR 2_L.L	NO	4995019292
673113	14/10/2015	ZSCR	551	035-1	0	'054	A2C9663160093	A2C92704001	#N/A	A2C00051989	265	3011	054	 	1351	"100uF,20%,35V,SMD,AL,ELEC CAP/"	179	ROH	NA	217.3	PSAD_DAIMLER STAR 2_L.L	NO	4995019292
673113	14/10/2015	ZSCR	551	035-1	0	'054	A2C9663160093	A2C92704001	#N/A	A2C00052851	168	3011	054	 	1351	"10R,1%,TK100,125mW,0805,LIN RES/D12 100"	179	ROH	NA	1.68	PSAD_DAIMLER STAR 2_L.L	NO	4995019292
673113	14/10/2015	ZSCR	551	035-1	0	'054	A2C9663160092	A2C92704001	#N/A	A2C00052851	34	3011	054	 	1351	"10R,1%,TK100,125mW,0805,LIN RES/D12 100"	179	ROH	NA	0.34	PSAD_DAIMLER STAR 2_L.L	NO	4995019292
673113	14/10/2015	ZSCR	551	035-1	0	'054	A2C9663160092	A2C92704001	#N/A	A2C00052919	148	3011	054	 	1351	"1,N_CHAN,MOS,POWER,55V,30A,15mOhm,TO252/"	179	ROH	NA	315.24	PSAD_DAIMLER STAR 2_L.L	NO	4995019292
673113	14/10/2015	ZSCR	551	035-1	0	'054	A2C9663160093	A2C92704001	#N/A	A2C00064279	191	3011	054	 	1351	"T FET/NTJD4001N,MOS,SMALLSIGNAL,SOT363"	179	ROH	NA	61.12	PSAD_DAIMLER STAR 2_L.L	NO	4995019292
673114	14/10/2015	ZSCR	551	035-1	0	'054	A2C3268040092	5WK44564	#N/A	A2C00010918	348	3011	054	 	1351	"R LIN,100K,1%,TK100,63mW,0402"	8	ROH	NA	3.48	PS_HONDA HRS6_L.LPL AUT	NO	
673114	14/10/2015	ZSCR	551	035-1	0	'054	A2C8021770093	5WK44682	#N/A	A2C00024522	1	3011	054	 	1351	"C CER,X7R,1uF,10%,25V,0805,Sn,STANDARD"	10	ROH	NA	0.08	PS_HONDA HRS6_L.LPL AUT	NO	4995020796
673114	14/10/2015	ZSCR	551	035-1	0	'054	A2C3268040092	5WK44564	#N/A	A2C00049163	5	3011	054	 	1351	"10uF,10%,16V,X7R,1206,Sn,CER CAP/"	8	ROH	NA	1.15	PS_HONDA HRS6_L.LPL AUT	NO	
673114	14/10/2015	ZSCR	551	035-1	0	'054	A2C9139010093	A2C91374200	#N/A	A2C00059117	13	3011	054	 	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"	22	ROH	NA	0.65	PS_HONDA HRS6_L.LPL AUT	NO	4995019179
673114	14/10/2015	ZSCR	551	035-1	0	'054	A2C8021770093	5WK44682	#N/A	A2C00059117	20	3011	054	 	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"	10	ROH	NA	1	PS_HONDA HRS6_L.LPL AUT	NO	4995020796
673114	14/10/2015	ZSCR	551	035-1	0	'054	A2C8021770092	5WK44682	#N/A	A2C00488200	28	3011	054	 	1351	"IC BUS DRIV/TJA1051T/3,SO8"	10	ROH	NA	50.68	PS_HONDA HRS6_L.LPL AUT	NO	4995020796
673114	14/10/2015	ZSCR	551	035-1	0	'054	A2C3268040092	5WK44564	#N/A	A2C40002657	14	3011	054	 	1351	"D SUP/MMBZ27VDA,SOT23"	8	ROH	NA	1.68	PS_HONDA HRS6_L.LPL AUT	NO	
673114	14/10/2015	ZSCR	551	035-1	0	'054	A2C3268040092	5WK44564	#N/A	A2C40003345	1	3011	054	 	1351	"R LIN,3R9,5%,TK400,250mW,1206"	8	ROH	NA	0.02	PS_HONDA HRS6_L.LPL AUT	NO	
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C00000251	2	3011	054	 	1351	"16V,300mW,SOT23,ZENER/BZX84C16LT1"	46	ROH	NA	0.18	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C00000328	4	3011	054	 	1351	"70V,100mA,2,serial,FAST,SOT23,RECT DIODE"	46	ROH	NA	0.28	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C00002070	4	3011	054	 	1351	"C CER,X7R,22nF,10%,100V,0805,Sn"	46	ROH	NA	0.12	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C00004276	1	3011	054	 	1351	"R LIN,4K7,1%,TK100,125mW,0805"	46	ROH	NA	0.02	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C00005531	1	3011	054	 	1351	"R LIN,12K,1%,TK100,100mW,0603"	46	ROH	NA	0.01	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190092	A2C91085500	#N/A	A2C00005988	4	3011	054	 	1351	"8K2,1%,TK100,63mW,0603,LIN RES/"	46	ROH	NA	0.04	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190092	A2C91085500	#N/A	A2C00006609	1	3011	054	 	1351	"R LIN,100R,5%,TK200,63mW,0402"	46	ROH	NA	0.01	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C00006615	9	3011	054	 	1351	"R LIN,33K,5%,TK200,63mW,0402"	46	ROH	NA	0.09	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C00010445	751	3011	054	 	1351	"4K7,5%,TK200,63mW,0402,LIN RES/CRCW"	46	ROH	NA	7.51	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190092	A2C91085500	#N/A	A2C00010445	4	3011	054	 	1351	"4K7,5%,TK200,63mW,0402,LIN RES/CRCW"	46	ROH	NA	0.04	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C00010465	158	3011	054	 	1351	"10K,1%,TK100,63mW,0402,LIN RES/CRCW"	46	ROH	NA	1.58	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190092	A2C91085500	#N/A	A2C00010465	36	3011	054	 	1351	"10K,1%,TK100,63mW,0402,LIN RES/CRCW"	46	ROH	NA	0.36	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C00018593	32	3011	054	 	1351	"R LIN,470R,5%,TK200,63mW,0402"	46	ROH	NA	0.32	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C00032303	1	3011	054	 	1351	"R LIN,7K5,1%,TK100,100mW,0603"	46	ROH	NA	0.01	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C00035819	1	3011	054	 	1351	"Single Wire CAN Transceiver,OTHER IC/TH8"	46	ROH	NA	3.73	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C00044246	10	3011	054	 	1351	"400W,30.8V,DO214AC,SUP DIODE/TPSMA36A"	46	ROH	NA	3.3	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C00045751	39	3011	054	 	1351	"1,PNP,NORMAL,100mA,65V,SOT23,BIP,hFE=220"	46	ROH	NA	2.73	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190092	A2C91085500	#N/A	A2C00045751	13	3011	054	 	1351	"1,PNP,NORMAL,100mA,65V,SOT23,BIP,hFE=220"	46	ROH	NA	0.91	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C00056341	3	3011	054	 	1351	IC MCU BLK/S9S12XEG384VALR (same die as	46	ROH	NA	68.22	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C40000005	25	3011	054	 	1351	"D SC/SS16HE3,60V,1A,SMA/DO214AC"	46	ROH	NA	11	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190092	A2C91085500	#N/A	A2C40000005	69	3011	054	 	1351	"D SC/SS16HE3,60V,1A,SMA/DO214AC"	46	ROH	NA	30.36	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C40000008	38	3011	054	 	1351	"R LIN,3K01,1%,TK100,63mW,0402"	46	ROH	NA	0.38	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C40000021	59	3011	054	 	1351	"R LIN,510R,5%,TK200,63mW,0402"	46	ROH	NA	0	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C40000027	8	3011	054	 	1351	"C CER,C0G,680pF,2%,50V,0805,Sn"	46	ROH	NA	1.2	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C40000032	1	3011	054	 	1351	"L COIL/WE-PD2,470uH,360mA,SMD"	46	ROH	NA	1.48	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C40000035	1	3011	054	 	1351	"TA CAP,TA,4.7uF,20%,10V,SMD"	46	ROH	NA	0.32	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C40000036	1	3011	054	 	1351	"L COIL/CD 75,150uH,580mA,SMD"	46	ROH	NA	1.48	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190092	A2C91085500	#N/A	A2C40000041	1	3011	054	 	1351	"D ZEN/DZC*MMBZ4686*,SOT-23"	46	ROH	NA	0.25	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C40000043	4	3011	054	 	1351	"L COIL/SIMID1812-T,0H,0A,SMD"	46	ROH	NA	2.76	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C40000046	141	3011	054	 	1351	"D REC/-,600V,1.5A,DO214AC,0s"	46	ROH	NA	23.97	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C40002678	82	3011	054	 	1351	"T BIP/BC846B (3k reel),SOT23"	46	ROH	NA	5.74	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190092	A2C91085500	#N/A	A2C40002678	1	3011	054	 	1351	"T BIP/BC846B (3k reel),SOT23"	46	ROH	NA	0.07	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C40006542	6	3011	054	 	1351	"C CER,C0G,47pF,5%,50V,C0402,Sn"	46	ROH	NA	0.06	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C40006675	1	3011	054	 	1351	"C CER,C0G,12pF,5%,50V,C0402,Sn"	46	ROH	NA	0.01	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C52004804	1	3011	054	 	1351	"C CER,C0G,47pF,5%,100V,0805,Sn"	46	ROH	NA	0.11	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673115	14/10/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C52058236	1	3011	054	 	1351	"4.3V,300mW,SOT23-C,ZENER/BZX84B4V3"	46	ROH	NA	0.13	PS_SDM10+_L.LPL AUTOMAT	NO	4995019159
673116	14/10/2015	ZSCR	551	035-1	0	'054	A2C9840970093	A2C96810100	#N/A	A2C00000445	8	3011	054	 	1351	"1,NPN,NORMAL,500mA,45V,SOT23,BIP/BC817-2"	80	ROH	NA	0.64	PS_SDM30_L.LPL AUTOMATI	NO	4995019846
673116	14/10/2015	ZSCR	551	035-1	0	'054	A2C9840990093	A2C96810300	#N/A	A2C00003548	3	3011	054	 	1351	"3K01,1%,TK50,250mW,MINIMELF0204,LIN RES/"	39	ROH	NA	0.27	PS_SDM30_L.LPL AUTOMATI	NO	4995019980
673116	14/10/2015	ZSCR	551	035-1	0	'054	A2C9840980093	A2C96810200	#N/A	A2C00004363	1	3011	054	 	1351	"R LIN,15K4,1%,TK100,100mW,0603"	36	ROH	NA	0.01	PS_SDM30_L.LPL AUTOMATI	NO	4995019923
673116	14/10/2015	ZSCR	551	035-1	0	'054	A2C9840990092	A2C96810300	#N/A	A2C00004363	1	3011	054	 	1351	"R LIN,15K4,1%,TK100,100mW,0603"	39	ROH	NA	0.01	PS_SDM30_L.LPL AUTOMATI	NO	4995019980
673116	14/10/2015	ZSCR	551	035-1	0	'054	A2C9840980093	A2C96810200	#N/A	A2C00004364	27	3011	054	 	1351	"R LIN,33K2,1%,TK100,100mW,0603"	36	ROH	NA	0.27	PS_SDM30_L.LPL AUTOMATI	NO	4995019923
673116	14/10/2015	ZSCR	551	035-1	0	'054	A2C9840980092	A2C96810200	#N/A	A2C00004364	41	3011	054	 	1351	"R LIN,33K2,1%,TK100,100mW,0603"	36	ROH	NA	0.41	PS_SDM30_L.LPL AUTOMATI	NO	4995019923
673116	14/10/2015	ZSCR	551	035-1	0	'054	A2C9841000092	A2C96810400	#N/A	A2C00004364	200	3011	054	 	1351	"R LIN,33K2,1%,TK100,100mW,0603"	51	ROH	NA	2	PS_SDM30_L.LPL AUTOMATI	NO	4995020092
673116	14/10/2015	ZSCR	551	035-1	0	'054	A2C9840980093	A2C96810200	#N/A	A2C00006616	2	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"	36	ROH	NA	0.02	PS_SDM30_L.LPL AUTOMATI	NO	4995019923
673116	14/10/2015	ZSCR	551	035-1	0	'054	A2C9840980092	A2C96810200	#N/A	A2C00008183	2	3011	054	 	1351	"40V,1A,1,SCHOTTKY,DO214AC,RECT DIODE/SS1"	36	ROH	NA	0.48	PS_SDM30_L.LPL AUTOMATI	NO	4995019923
673116	14/10/2015	ZSCR	551	035-1	0	'054	A2C9840990092	A2C96810300	#N/A	A2C00008183	2	3011	054	 	1351	"40V,1A,1,SCHOTTKY,DO214AC,RECT DIODE/SS1"	39	ROH	NA	0.48	PS_SDM30_L.LPL AUTOMATI	NO	4995019980
673116	14/10/2015	ZSCR	551	035-1	0	'054	A2C9840970092	A2C96810100	#N/A	A2C00008183	7	3011	054	 	1351	"40V,1A,1,SCHOTTKY,DO214AC,RECT DIODE/SS1"	80	ROH	NA	1.68	PS_SDM30_L.LPL AUTOMATI	NO	4995019846
673116	14/10/2015	ZSCR	551	035-1	0	'054	A2C9840980093	A2C96810200	#N/A	A2C00010918	32	3011	054	 	1351	"R LIN,100K,1%,TK100,63mW,0402"	36	ROH	NA	0.32	PS_SDM30_L.LPL AUTOMATI	NO	4995019923
673116	14/10/2015	ZSCR	551	035-1	0	'054	A2C9840980092	A2C96810200	#N/A	A2C00010918	34	3011	054	 	1351	"R LIN,100K,1%,TK100,63mW,0402"	36	ROH	NA	0.34	PS_SDM30_L.LPL AUTOMATI	NO	4995019923
673116	14/10/2015	ZSCR	551	035-1	0	'054	A2C9841000093	A2C96810400	#N/A	A2C00010918	136	3011	054	 	1351	"R LIN,100K,1%,TK100,63mW,0402"	51	ROH	NA	1.36	PS_SDM30_L.LPL AUTOMATI	NO	4995020092
673116	14/10/2015	ZSCR	551	035-1	0	'054	A2C9840990092	A2C96810300	#N/A	A2C00010918	28	3011	054	 	1351	"R LIN,100K,1%,TK100,63mW,0402"	39	ROH	NA	0.28	PS_SDM30_L.LPL AUTOMATI	NO	4995019980
673116	14/10/2015	ZSCR	551	035-1	0	'054	A2C9841000092	A2C96810400	#N/A	A2C00010918	162	3011	054	 	1351	"R LIN,100K,1%,TK100,63mW,0402"	51	ROH	NA	1.62	PS_SDM30_L.LPL AUTOMATI	NO	4995020092
673116	14/10/2015	ZSCR	551	035-1	0	'054	A2C9840950092	A2C96809900	#N/A	A2C00010918	69	3011	054	 	1351	"R LIN,100K,1%,TK100,63mW,0402"	38	ROH	NA	0.69	PS_SDM30_L.LPL AUTOMATI	NO	4995019714
