No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Parte Padre 2	Batch ID	No.Parte	Cantidad	 	 	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
677924	28/10/2015	ZSCR	551	035-1	0	'054	A2C53395077	5WK44292	01	A2C00004567	9	3011	054	 	1351	"R LIN,51K1,1%,TK100,100mW,0603"	13	ROH	NA	0.09	OC_BOSE VW_L.LPL AUTOMA	NO	4995020741
677924	28/10/2015	ZSCR	551	035-1	0	'054	A2C53395077	5WK44292	01	A2C00019139	13	3011	054	 	1351	"TA CAP,TA,47uF,10%,16V,SMD"	13	ROH	NA	19.76	OC_BOSE VW_L.LPL AUTOMA	NO	4995020741
677924	28/10/2015	ZSCR	551	035-1	0	'054	A2C53364457A	5WK44252	01	A2C00035209	196	3011	054	 	1351	"200V,3A,1,SCHOTTKY,SMB,RECT DIODE/ MBRS3"	30	ROH	NA	162.68	OC_BOSE VW_L.LPL AUTOMA	NO	4995015995
677925	28/10/2015	ZSCR	551	035-1	0	'054	A2C53287874	5WK42560	NA	A2C00004463	103	3011	054	 	1351	"R LIN,10K,1%,TK100,100mW,0603"	11	ROH	NA	1.03	OC_OCS NISSAN_L.LPL AUT	NO	4995020110
677925	28/10/2015	ZSCR	551	035-1	0	'054	A2C53287874	5WK42560	NA	A2C00006707	59	3011	054	 	1351	"R LIN,365K,1%,TK100,100mW,0603"	11	ROH	NA	0.59	OC_OCS NISSAN_L.LPL AUT	NO	4995020110
677926	28/10/2015	ZSCR	551	035-1	0	'054	A2C9449080092	A2C94504200	#N/A	A2C00003974	1	3011	054	 	1351	"R LIN,20R,5%,TK200,125mW,0805"	4	ROH	NA	0.01	PS_HONDA HRS5_L.LPL AUT	NO	
677926	28/10/2015	ZSCR	551	035-1	0	'054	A2C53399617B	A2C91739300	#N/A	A2C00039384	1	3011	054	 	1351	"1,N_CHAN,MOS,POWER,55V,7A,68mOhm,SOT223,"	18	ROH	NA	1.38	PS_HONDA HRS5_L.LPL AUT	NO	
677926	28/10/2015	ZSCR	551	035-1	0	'054	A2C9219090093	A2C92078500	#N/A	A2C00043144	1	3011	054	 	1351	"340R,1%,TK50,1W,MELF0207,LIN RES/MMB0207"	8	ROH	NA	0.26	PS_HONDA HRS5_L.LPL AUT	NO	
677926	28/10/2015	ZSCR	551	035-1	0	'054	A2C9219090092	A2C92078500	#N/A	A2C00043144	1	3011	054	 	1351	"340R,1%,TK50,1W,MELF0207,LIN RES/MMB0207"	8	ROH	NA	0.26	PS_HONDA HRS5_L.LPL AUT	NO	
677926	28/10/2015	ZSCR	551	035-1	0	'054	A2C9449080092	A2C94504200	#N/A	A2C00046692	1	3011	054	 	1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"	4	ROH	NA	0.02	PS_HONDA HRS5_L.LPL AUT	NO	
677926	28/10/2015	ZSCR	551	035-1	0	'054	A2C53399617A	A2C91739300	#N/A	A2C00046692	45	3011	054	 	1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"	18	ROH	NA	0.9	PS_HONDA HRS5_L.LPL AUT	NO	
677926	28/10/2015	ZSCR	551	035-1	0	'054	A2C9449080092	A2C94504200	#N/A	A2C00054422	7	3011	054	 	1351	"0R12,5%,TK50,1W,MELF0207,LIN RES/MMB 020"	4	ROH	NA	4.69	PS_HONDA HRS5_L.LPL AUT	NO	
677926	28/10/2015	ZSCR	551	035-1	0	'054	A2C53399617B	A2C91739300	#N/A	A2C00054422	8	3011	054	 	1351	"0R12,5%,TK50,1W,MELF0207,LIN RES/MMB 020"	18	ROH	NA	5.36	PS_HONDA HRS5_L.LPL AUT	NO	
677926	28/10/2015	ZSCR	551	035-1	0	'054	A2C9219090093	A2C92078500	#N/A	A2C01408400	4	3011	054	 	1351	"IC MEM/SPI PSS,B3,64KBit,EEPROM,TSSOP8"	8	ROH	NA	9.44	PS_HONDA HRS5_L.LPL AUT	NO	
677926	28/10/2015	ZSCR	551	035-1	0	'054	A2C53399617A	A2C91739300	#N/A	A2C01408400	7	3011	054	 	1351	"IC MEM/SPI PSS,B3,64KBit,EEPROM,TSSOP8"	18	ROH	NA	16.52	PS_HONDA HRS5_L.LPL AUT	NO	
677927	28/10/2015	ZSCR	551	035-1	0	'054	A2C53429875B	A2C86852400	#N/A	A2C00000445	51	3011	054	 	1351	"1,NPN,NORMAL,500mA,45V,SOT23,BIP/BC817-2"	99	ROH	NA	4.08	PS_HYUNDAI_L.LPL AUTOMA	NO	4995019070
677927	28/10/2015	ZSCR	551	035-1	0	'054	A2C53429875B	A2C86852400	#N/A	A2C00006616	78	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"	99	ROH	NA	0.78	PS_HYUNDAI_L.LPL AUTOMA	NO	4995019070
677927	28/10/2015	ZSCR	551	035-1	0	'054	A2C53429875A	A2C86852400	#N/A	A2C00010918	83	3011	054	 	1351	"R LIN,100K,1%,TK100,63mW,0402"	99	ROH	NA	0.83	PS_HYUNDAI_L.LPL AUTOMA	NO	4995019070
677927	28/10/2015	ZSCR	551	035-1	0	'054	A2C53429875B	A2C86852400	#N/A	A2C00010918	516	3011	054	 	1351	"R LIN,100K,1%,TK100,63mW,0402"	99	ROH	NA	5.16	PS_HYUNDAI_L.LPL AUTOMA	NO	4995019070
677927	28/10/2015	ZSCR	551	035-1	0	'054	A2C53429875B	A2C86852400	#N/A	A2C00011220	34	3011	054	 	1351	"R LIN,33K2,1%,TK100,63mW,0402"	99	ROH	NA	0.34	PS_HYUNDAI_L.LPL AUTOMA	NO	4995019070
677927	28/10/2015	ZSCR	551	035-1	0	'054	A2C53429875B	A2C86852400	#N/A	A2C00017750	17	3011	054	 	1351	"2,BOTH,NORMAL,100mA,45V,SOT363,BIP/BC847"	99	ROH	NA	2.55	PS_HYUNDAI_L.LPL AUTOMA	NO	4995019070
677927	28/10/2015	ZSCR	551	035-1	0	'054	A2C53429875A	A2C86852400	#N/A	A2C00020218	179	3011	054	 	1351	"12pF,5%,50V,C0G,0603,TINNED,CER CAP/"	99	ROH	NA	3.58	PS_HYUNDAI_L.LPL AUTOMA	NO	4995019070
677927	28/10/2015	ZSCR	551	035-1	0	'054	A2C53429875B	A2C86852400	#N/A	A2C00020218	16	3011	054	 	1351	"12pF,5%,50V,C0G,0603,TINNED,CER CAP/"	99	ROH	NA	0.32	PS_HYUNDAI_L.LPL AUTOMA	NO	4995019070
677927	28/10/2015	ZSCR	551	035-1	0	'054	A2C53429875B	A2C86852400	#N/A	A2C00020588	11	3011	054	 	1351	"R LIN,82R5,1%,TK100,100mW,0603"	99	ROH	NA	0.11	PS_HYUNDAI_L.LPL AUTOMA	NO	4995019070
677927	28/10/2015	ZSCR	551	035-1	0	'054	A2C53429875A	A2C86852400	#N/A	A2C00021262	2	3011	054	 	1351	"240R,1%,TK50,1W,MELF0207,LIN RES/MMB0207"	99	ROH	NA	0.52	PS_HYUNDAI_L.LPL AUTOMA	NO	4995019070
677927	28/10/2015	ZSCR	551	035-1	0	'054	A2C53429875A	A2C86852400	#N/A	A2C00025363	1600	3011	054	 	1351	"22nF,10%,50V,X7R,0603,TINNED,CER CAP/"	99	ROH	NA	32	PS_HYUNDAI_L.LPL AUTOMA	NO	4995019070
677927	28/10/2015	ZSCR	551	035-1	0	'054	A2C53429875B	A2C86852400	#N/A	A2C00025363	3503	3011	054	 	1351	"22nF,10%,50V,X7R,0603,TINNED,CER CAP/"	99	ROH	NA	70.06	PS_HYUNDAI_L.LPL AUTOMA	NO	4995019070
677927	28/10/2015	ZSCR	551	035-1	0	'054	A2C53429875A	A2C86852400	#N/A	A2C00032469	1	3011	054	 	1351	"Dual 40W,22V,SOT23,common anode, SUP DIO"	99	ROH	NA	0.11	PS_HYUNDAI_L.LPL AUTOMA	NO	4995019070
677927	28/10/2015	ZSCR	551	035-1	0	'054	A2C53429875B	A2C86852400	#N/A	A2C00032469	5	3011	054	 	1351	"Dual 40W,22V,SOT23,common anode, SUP DIO"	99	ROH	NA	0.55	PS_HYUNDAI_L.LPL AUTOMA	NO	4995019070
677927	28/10/2015	ZSCR	551	035-1	0	'054	A2C53429875A	A2C86852400	#N/A	A2C00038706	7	3011	054	 	1351	"NUP2105L/350W,24V,SOT23,Dual SUP DIODE ("	99	ROH	NA	2.17	PS_HYUNDAI_L.LPL AUTOMA	NO	4995019070
677927	28/10/2015	ZSCR	551	035-1	0	'054	A2C53429875B	A2C86852400	#N/A	A2C00038737	5	3011	054	 	1351	"15nF,10%,100V,X7R,0603,,CER CAP/"	99	ROH	NA	0.15	PS_HYUNDAI_L.LPL AUTOMA	NO	4995019070
677927	28/10/2015	ZSCR	551	035-1	0	'054	A2C53429875A	A2C86852400	#N/A	A2C00039029	33	3011	054	 	1351	"470nF,10%,16V,X7R,0603,,CER CAP/"	99	ROH	NA	1.32	PS_HYUNDAI_L.LPL AUTOMA	NO	4995019070
677927	28/10/2015	ZSCR	551	035-1	0	'054	A2C53429875B	A2C86852400	#N/A	A2C00039029	60	3011	054	 	1351	"470nF,10%,16V,X7R,0603,,CER CAP/"	99	ROH	NA	2.4	PS_HYUNDAI_L.LPL AUTOMA	NO	4995019070
677927	28/10/2015	ZSCR	551	035-1	0	'054	A2C53429875B	A2C86852400	#N/A	A2C00049163	75	3011	054	 	1351	"10uF,10%,16V,X7R,1206,Sn,CER CAP/"	99	ROH	NA	17.25	PS_HYUNDAI_L.LPL AUTOMA	NO	4995019070
677927	28/10/2015	ZSCR	551	035-1	0	'054	A2C53429875A	A2C86852400	#N/A	A2C00051978	4	3011	054	 	1351	"47uF,20%,35V,SMD,AL,ELEC CAP/"	99	ROH	NA	2	PS_HYUNDAI_L.LPL AUTOMA	NO	4995019070
677927	28/10/2015	ZSCR	551	035-1	0	'054	A2C53429875B	A2C86852400	#N/A	A2C00054422	13	3011	054	 	1351	"0R12,5%,TK50,1W,MELF0207,LIN RES/MMB 020"	99	ROH	NA	8.71	PS_HYUNDAI_L.LPL AUTOMA	NO	4995019070
677927	28/10/2015	ZSCR	551	035-1	0	'054	A2C53429875A	A2C86852400	#N/A	A2C00055569	1	3011	054	 	1351	"TMS470PVF249BBPZ,A1,PQFP100,FLASH,32bit,"	99	ROH	NA	28.7	PS_HYUNDAI_L.LPL AUTOMA	NO	4995019070
677928	28/10/2015	ZSCR	551	035-1	0	'054	A2C9856830093	A2C98115100	#N/A	A2C00000445	71	3011	054	 	1351	"1,NPN,NORMAL,500mA,45V,SOT23,BIP/BC817-2"	14	ROH	NA	5.68	PS_VW10 LC_L.LPL AUTOMA	NO	
677928	28/10/2015	ZSCR	551	035-1	0	'054	A2C53417068A	5WK44508	#N/A	A2C00000445	64	3011	054	 	1351	"1,NPN,NORMAL,500mA,45V,SOT23,BIP/BC817-2"	30	ROH	NA	5.12	PS_VW10 LC_L.LPL AUTOMA	NO	4995016026
677928	28/10/2015	ZSCR	551	035-1	0	'054	A2C9856830093	A2C98115100	#N/A	A2C00002201	20	3011	054	 	1351	"C CER,X7R,10nF,10%,50V,0603,Sn,STANDARD"	14	ROH	NA	0.2	PS_VW10 LC_L.LPL AUTOMA	NO	
677928	28/10/2015	ZSCR	551	035-1	0	'054	A2C53417068A	5WK44508	#N/A	A2C00002201	115	3011	054	 	1351	"C CER,X7R,10nF,10%,50V,0603,Sn,STANDARD"	30	ROH	NA	1.15	PS_VW10 LC_L.LPL AUTOMA	NO	4995016026
677928	28/10/2015	ZSCR	551	035-1	0	'054	A2C53417068A	5WK44508	#N/A	A2C00004198	1	3011	054	 	1351	"R LIN,249R,1%,TK100,125mW,0805"	30	ROH	NA	0.01	PS_VW10 LC_L.LPL AUTOMA	NO	4995016026
677928	28/10/2015	ZSCR	551	035-1	0	'054	A2C53417068A	5WK44508	#N/A	A2C00004368	44	3011	054	 	1351	"R LIN,100K,1%,TK100,100mW,0603"	30	ROH	NA	0.44	PS_VW10 LC_L.LPL AUTOMA	NO	4995016026
677928	28/10/2015	ZSCR	551	035-1	0	'054	A2C53417068A	5WK44508	#N/A	A2C00004567	54	3011	054	 	1351	"R LIN,51K1,1%,TK100,100mW,0603"	30	ROH	NA	0.54	PS_VW10 LC_L.LPL AUTOMA	NO	4995016026
677928	28/10/2015	ZSCR	551	035-1	0	'054	A2C53417068A	5WK44508	#N/A	A2C00004981	55	3011	054	 	1351	"F BEAD/BLM18B,140Ohm,140Ohm,200mA,SMD"	30	ROH	NA	2.2	PS_VW10 LC_L.LPL AUTOMA	NO	4995016026
677928	28/10/2015	ZSCR	551	035-1	0	'054	A2C9856830093	A2C98115100	#N/A	A2C00007265	80	3011	054	 	1351	"1,NPN,NORMAL,100mA,1.5V,SOT23,BIP/BCR112"	14	ROH	NA	8.8	PS_VW10 LC_L.LPL AUTOMA	NO	
677928	28/10/2015	ZSCR	551	035-1	0	'054	A2C53417068A	5WK44508	#N/A	A2C00007265	149	3011	054	 	1351	"1,NPN,NORMAL,100mA,1.5V,SOT23,BIP/BCR112"	30	ROH	NA	16.39	PS_VW10 LC_L.LPL AUTOMA	NO	4995016026
677928	28/10/2015	ZSCR	551	035-1	0	'054	A2C53417068A	5WK44508	#N/A	A2C00007729	132	3011	054	 	1351	"R LIN,12K4,1%,TK100,100mW,0603"	30	ROH	NA	1.32	PS_VW10 LC_L.LPL AUTOMA	NO	4995016026
677928	28/10/2015	ZSCR	551	035-1	0	'054	A2C53417068A	5WK44508	#N/A	A2C00007912	3	3011	054	 	1351	"2,PNP,RET,R<b>=10k,R<e-b>=47k, 100mA,1V,"	30	ROH	NA	0.63	PS_VW10 LC_L.LPL AUTOMA	NO	4995016026
677928	28/10/2015	ZSCR	551	035-1	0	'054	A2C53417068A	5WK44508	#N/A	A2C00017564	2	3011	054	 	1351	"0R2,5%,TK100,1W,MELF0207,LIN RES/MMB"	30	ROH	NA	1.34	PS_VW10 LC_L.LPL AUTOMA	NO	4995016026
677928	28/10/2015	ZSCR	551	035-1	0	'054	A2C9856830093	A2C98115100	#N/A	A2C00020895	1	3011	054	 	1351	"70V,150mA,2, common anode, FAST,SOT323_3"	14	ROH	NA	0.07	PS_VW10 LC_L.LPL AUTOMA	NO	
677928	28/10/2015	ZSCR	551	035-1	0	'054	A2C9856830093	A2C98115100	#N/A	A2C00022618	12	3011	054	 	1351	"442R,1%,TK50,1W,MELF0207,LIN RES/MMB0207"	14	ROH	NA	3.12	PS_VW10 LC_L.LPL AUTOMA	NO	
677928	28/10/2015	ZSCR	551	035-1	0	'054	A2C53417068A	5WK44508	#N/A	A2C00022618	4	3011	054	 	1351	"442R,1%,TK50,1W,MELF0207,LIN RES/MMB0207"	30	ROH	NA	1.04	PS_VW10 LC_L.LPL AUTOMA	NO	4995016026
677928	28/10/2015	ZSCR	551	035-1	0	'054	A2C53417068A	5WK44508	#N/A	A2C00047414	2	3011	054	 	1351	"1,NPN,NORMAL,1A,60V,SOT223,BIP/BCP55"	30	ROH	NA	0.66	PS_VW10 LC_L.LPL AUTOMA	NO	4995016026
677928	28/10/2015	ZSCR	551	035-1	0	'054	A2C53417068A	5WK44508	#N/A	A2C00056152	1	3011	054	 	1351	"22uH,1.95A,SMD,COIL/"	30	ROH	NA	1.49	PS_VW10 LC_L.LPL AUTOMA	NO	4995016026
677928	28/10/2015	ZSCR	551	035-1	0	'054	A2C9856830093	A2C98115100	#N/A	A2C00071500	6	3011	054	 	1351	"D REC/SBAV99WT1G,70V,200mA,SOT323_3,0s"	14	ROH	NA	0.48	PS_VW10 LC_L.LPL AUTOMA	NO	
677928	28/10/2015	ZSCR	551	035-1	0	'054	A2C53417068A	5WK44508	#N/A	A2C00071500	20	3011	054	 	1351	"D REC/SBAV99WT1G,70V,200mA,SOT323_3,0s"	30	ROH	NA	1.6	PS_VW10 LC_L.LPL AUTOMA	NO	4995016026
677928	28/10/2015	ZSCR	551	035-1	0	'054	A2C9856830093	A2C98115100	#N/A	A2C00095000	9	3011	054	 	1351	"T FET/SQ3426EEV,MOS,POWER,TSOP-6"	14	ROH	NA	7.83	PS_VW10 LC_L.LPL AUTOMA	NO	
677928	28/10/2015	ZSCR	551	035-1	0	'054	A2C53417068A	5WK44508	#N/A	A2C00095000	13	3011	054	 	1351	"T FET/SQ3426EEV,MOS,POWER,TSOP-6"	30	ROH	NA	11.31	PS_VW10 LC_L.LPL AUTOMA	NO	4995016026
677929	28/10/2015	ZSCR	551	035-1	0	'054	A2C53388687	A2C81542300	01	A2C00000814	86	3011	054	 	1351	"5V,120mA,STEP DOWN,SOT223,VOLT REG/TLE42"	53	ROH	NA	113.52	PS_ARAMIS 2012_L.LPL AU	NO	4995018474
677929	28/10/2015	ZSCR	551	035-1	0	'054	A2C53388687	A2C81542300	01	A2C00003779	409	3011	054	 	1351	"100R,5%,TK200,63mW,0603,LIN RES/RC"	53	ROH	NA	4.09	PS_ARAMIS 2012_L.LPL AU	NO	4995018474
677929	28/10/2015	ZSCR	551	035-1	0	'054	A2C53388687	A2C81542300	01	A2C00004297	155	3011	054	 	1351	"R LIN,127R,1%,TK100,125mW,0805"	53	ROH	NA	3.1	PS_ARAMIS 2012_L.LPL AU	NO	4995018474
677929	28/10/2015	ZSCR	551	035-1	0	'054	A2C53388687	A2C81542300	01	A2C00004318	48	3011	054	 	1351	"R LIN,1K,1%,TK100,100mW,0603"	53	ROH	NA	0.48	PS_ARAMIS 2012_L.LPL AU	NO	4995018474
677929	28/10/2015	ZSCR	551	035-1	0	'054	A2C53388687	A2C81542300	01	A2C00004322	62	3011	054	 	1351	"R LIN,5K62,1%,TK100,100mW,0603"	53	ROH	NA	0.62	PS_ARAMIS 2012_L.LPL AU	NO	4995018474
677929	28/10/2015	ZSCR	551	035-1	0	'054	A2C53388687	A2C81542300	01	A2C00004462	140	3011	054	 	1351	"R LIN,6K81,1%,TK100,100mW,0603"	53	ROH	NA	1.4	PS_ARAMIS 2012_L.LPL AU	NO	4995018474
677929	28/10/2015	ZSCR	551	035-1	0	'054	A2C53388687	A2C81542300	01	A2C00006416	2	3011	054	 	1351	"PTN ! 70V,200mA,2,FAST,SOT323_3,RECT DIO"	53	ROH	NA	0.2	PS_ARAMIS 2012_L.LPL AU	NO	4995018474
677929	28/10/2015	ZSCR	551	035-1	0	'054	A2C53388687	A2C81542300	01	A2C00007051	95	3011	054	 	1351	"R LIN,499R,1%,TK100,100mW,0603"	53	ROH	NA	0.95	PS_ARAMIS 2012_L.LPL AU	NO	4995018474
677929	28/10/2015	ZSCR	551	035-1	0	'054	A2C53388687	A2C81542300	01	A2C00007695	36	3011	054	 	1351	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR135/R<"	53	ROH	NA	5.76	PS_ARAMIS 2012_L.LPL AU	NO	4995018474
677929	28/10/2015	ZSCR	551	035-1	0	'054	A2C53388687	A2C81542300	01	A2C00008506	3	3011	054	 	1351	"0R1,5%,TK100,1W,MELF0207,LIN RES/MMB"	53	ROH	NA	2.01	PS_ARAMIS 2012_L.LPL AU	NO	4995018474
677929	28/10/2015	ZSCR	551	035-1	0	'054	A2C53388687	A2C81542300	01	A2C00010918	123	3011	054	 	1351	"R LIN,100K,1%,TK100,63mW,0402"	53	ROH	NA	1.23	PS_ARAMIS 2012_L.LPL AU	NO	4995018474
677929	28/10/2015	ZSCR	551	035-1	0	'054	A2C53388687	A2C81542300	01	A2C00011306	51	3011	054	 	1351	"1,N_CHAN,MOS,POWER,55V,20A,23mOhm,TO252/"	53	ROH	NA	95.88	PS_ARAMIS 2012_L.LPL AU	NO	4995018474
677929	28/10/2015	ZSCR	551	035-1	0	'054	A2C53388687	A2C81542300	01	A2C00011374	1356	3011	054	 	1351	"R LIN,8K25,1%,TK100,63mW,0402"	53	ROH	NA	13.56	PS_ARAMIS 2012_L.LPL AU	NO	4995018474
677929	28/10/2015	ZSCR	551	035-1	0	'054	A2C53388687	A2C81542300	01	A2C00016442	16	3011	054	 	1351	"R LIN,165R,1%,TK100,100mW,0603"	53	ROH	NA	0.16	PS_ARAMIS 2012_L.LPL AU	NO	4995018474
677929	28/10/2015	ZSCR	551	035-1	0	'054	A2C53388687	A2C81542300	01	A2C00018819	119	3011	054	 	1351	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"	53	ROH	NA	8.33	PS_ARAMIS 2012_L.LPL AU	NO	4995018474
677929	28/10/2015	ZSCR	551	035-1	0	'054	A2C53388687	A2C81542300	01	A2C00019439	22	3011	054	 	1351	"T BIP/BCR35PN E6327,SOT363"	53	ROH	NA	4.18	PS_ARAMIS 2012_L.LPL AU	NO	4995018474
677929	28/10/2015	ZSCR	551	035-1	0	'054	A2C53388687	A2C81542300	01	A2C00019590	40	3011	054	 	1351	"R LIN,2K,1%,TK100,63mW,0402"	53	ROH	NA	0.4	PS_ARAMIS 2012_L.LPL AU	NO	4995018474
677929	28/10/2015	ZSCR	551	035-1	0	'054	A2C53388687	A2C81542300	01	A2C00020895	160	3011	054	 	1351	"70V,150mA,2, common anode, FAST,SOT323_3"	53	ROH	NA	11.2	PS_ARAMIS 2012_L.LPL AU	NO	4995018474
677929	28/10/2015	ZSCR	551	035-1	0	'054	A2C53388687	A2C81542300	01	A2C00021296	33	3011	054	 	1351	"1,NPN,RET,100mA,50V,SOT323,BIP/BCR116W E"	53	ROH	NA	3.63	PS_ARAMIS 2012_L.LPL AU	NO	4995018474
677929	28/10/2015	ZSCR	551	035-1	0	'054	A2C53388687	A2C81542300	01	A2C00031473	34	3011	054	 	1351	"330nF,10%,50V,X7R,0805,TINNED,CER CAP/"	53	ROH	NA	2.38	PS_ARAMIS 2012_L.LPL AU	NO	4995018474
677929	28/10/2015	ZSCR	551	035-1	0	'054	A2C53388687	A2C81542300	01	A2C00033760	35	3011	054	 	1351	"220nF,10%,50V,X7R,0805,Sn,CER CAP/GCM"	53	ROH	NA	2.1	PS_ARAMIS 2012_L.LPL AU	NO	4995018474
677929	28/10/2015	ZSCR	551	035-1	0	'054	A2C53388687	A2C81542300	01	A2C00037378	36	3011	054	 	1351	"TA CAP,TA,47uF,10%,6.3V,SMD"	53	ROH	NA	29.16	PS_ARAMIS 2012_L.LPL AU	NO	4995018474
677929	28/10/2015	ZSCR	551	035-1	0	'054	A2C53388687	A2C81542300	01	A2C00037383	56	3011	054	 	1351	"TA CAP,TA,22uF,10%,25V,SMD"	53	ROH	NA	128.24	PS_ARAMIS 2012_L.LPL AU	NO	4995018474
677929	28/10/2015	ZSCR	551	035-1	0	'054	A2C53388687	A2C81542300	01	A2C00041223	192	3011	054	 	1351	"R LIN,4K99,1%,TK100,63mW,0402"	53	ROH	NA	1.92	PS_ARAMIS 2012_L.LPL AU	NO	4995018474
677929	28/10/2015	ZSCR	551	035-1	0	'054	A2C53388687	A2C81542300	01	A2C00042588	136	3011	054	 	1351	"825R,1%,TK100,100mW,0603,LIN RES/MCR"	53	ROH	NA	1.36	PS_ARAMIS 2012_L.LPL AU	NO	4995018474
677929	28/10/2015	ZSCR	551	035-1	0	'054	A2C53388687	A2C81542300	01	A2C00043037	20	3011	054	 	1351	"200V,2A,1,STANDARD,DO214AA,RECT DIODE/ES"	53	ROH	NA	11.2	PS_ARAMIS 2012_L.LPL AU	NO	4995018474
677929	28/10/2015	ZSCR	551	035-1	0	'054	A2C53388687	A2C81542300	01	A2C00723300	255	3011	054	 	1351	"R VARIS,17V,50V,0603"	53	ROH	NA	45.9	PS_ARAMIS 2012_L.LPL AU	NO	4995018474
677929	28/10/2015	ZSCR	551	035-1	0	'054	A2C53388687	A2C81542300	01	A2C53041436	25	3011	054	 	1351	"1,NPN,RET,R<b>=10k,R<e-b>=47k,100mA,50V,"	53	ROH	NA	2.25	PS_ARAMIS 2012_L.LPL AU	NO	4995018474
677930	28/10/2015	ZSCR	551	035-1	0	'054	A2C3320950092	A2C38070400	01	A2C00004240	16	3011	054	 	1351	"2K,1%,TK100,125mW,0805,LIN RES/"	31	ROH	NA	0.32	PS_FIAT BRAZIL_L.LPL AU	NO	4995016271
677930	28/10/2015	ZSCR	551	035-1	0	'054	A2C9666060093	A2C96636001	01	A2C00004288	14	3011	054	 	1351	"R LIN,4K99,1%,TK100,125mW,0805"	55	ROH	NA	0.28	PS_FIAT BRAZIL_L.LPL AU	NO	4995019638
677930	28/10/2015	ZSCR	551	035-1	0	'054	A2C9666060093	A2C96636001	01	A2C00006609	106	3011	054	 	1351	"R LIN,100R,5%,TK200,63mW,0402"	55	ROH	NA	1.06	PS_FIAT BRAZIL_L.LPL AU	NO	4995019638
677930	28/10/2015	ZSCR	551	035-1	0	'054	A2C9666060092	A2C96636001	01	A2C00006609	87	3011	054	 	1351	"R LIN,100R,5%,TK200,63mW,0402"	55	ROH	NA	0.87	PS_FIAT BRAZIL_L.LPL AU	NO	4995019638
677930	28/10/2015	ZSCR	551	035-1	0	'054	A2C3320950093	A2C38070400	01	A2C00006616	18	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"	31	ROH	NA	0.18	PS_FIAT BRAZIL_L.LPL AU	NO	4995016271
677930	28/10/2015	ZSCR	551	035-1	0	'054	A2C3320950092	A2C38070400	01	A2C00006616	5	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"	31	ROH	NA	0.05	PS_FIAT BRAZIL_L.LPL AU	NO	4995016271
677930	28/10/2015	ZSCR	551	035-1	0	'054	A2C9666060093	A2C96636001	01	A2C00006616	28	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"	55	ROH	NA	0.28	PS_FIAT BRAZIL_L.LPL AU	NO	4995019638
677930	28/10/2015	ZSCR	551	035-1	0	'054	A2C9666060092	A2C96636001	01	A2C00006616	111	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"	55	ROH	NA	1.11	PS_FIAT BRAZIL_L.LPL AU	NO	4995019638
677930	28/10/2015	ZSCR	551	035-1	0	'054	A2C3320950092	A2C38070400	01	A2C00011220	9	3011	054	 	1351	"R LIN,33K2,1%,TK100,63mW,0402"	31	ROH	NA	0.09	PS_FIAT BRAZIL_L.LPL AU	NO	4995016271
677930	28/10/2015	ZSCR	551	035-1	0	'054	A2C9666060092	A2C96636001	01	A2C00011220	58	3011	054	 	1351	"R LIN,33K2,1%,TK100,63mW,0402"	55	ROH	NA	0.58	PS_FIAT BRAZIL_L.LPL AU	NO	4995019638
677930	28/10/2015	ZSCR	551	035-1	0	'054	A2C9666060093	A2C96636001	01	A2C00020218	1	3011	054	 	1351	"12pF,5%,50V,C0G,0603,TINNED,CER CAP/"	55	ROH	NA	0.02	PS_FIAT BRAZIL_L.LPL AU	NO	4995019638
677930	28/10/2015	ZSCR	551	035-1	0	'054	A2C9666060092	A2C96636001	01	A2C00020218	15	3011	054	 	1351	"12pF,5%,50V,C0G,0603,TINNED,CER CAP/"	55	ROH	NA	0.3	PS_FIAT BRAZIL_L.LPL AU	NO	4995019638
677930	28/10/2015	ZSCR	551	035-1	0	'054	A2C9666060092	A2C96636001	01	A2C00021296	36	3011	054	 	1351	"1,NPN,RET,100mA,50V,SOT323,BIP/BCR116W E"	55	ROH	NA	3.96	PS_FIAT BRAZIL_L.LPL AU	NO	4995019638
677930	28/10/2015	ZSCR	551	035-1	0	'054	A2C9666060092	A2C96636001	01	A2C00025363	9	3011	054	 	1351	"22nF,10%,50V,X7R,0603,TINNED,CER CAP/"	55	ROH	NA	0.18	PS_FIAT BRAZIL_L.LPL AU	NO	4995019638
677930	28/10/2015	ZSCR	551	035-1	0	'054	A2C3320950092	A2C38070400	01	A2C00031355	26	3011	054	 	1351	"200V,250mA,1,FAST,SOD323,RECT DIODE/BAS2"	31	ROH	NA	2.86	PS_FIAT BRAZIL_L.LPL AU	NO	4995016271
