No.Item	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	No.Docto.SAP
93002	ZSCR	551	030-1	NA	A2C53189515B	NA	A2C53189514	3	3011	054		1301	pcb panel multiple 3-up main	NA	ROH	NA	77.28	4955446504
96629	ZSCR	551	030-1	NA	A2C53189515B	NA	A2C53189514	3	3011	054		1301	pcb panel multiple 3-up main	NA	ROH	NA	77.28	4955446504
103243	ZSCR	551	040-1	NA	5WY87010	NA	A2C53405104MI	1	3011	054		1401	circuit board assy	NA	HALB	S.Real	449.66	4955447170
104234	ZSCR	551	040-1	NA	5WK44527	NA	A2C53375499MI2	6	3011	054		1401	MI Assy W/S 204 W/PyroPPSg WO/RO WO/PO	NA	HALB	S.Real	2045.46	4955447072
104900	ZSCR	551	030-1	NA	A2C53189515B	NA	A2C53189514	3	3011	054		1301	pcb panel multiple 3-up main	NA	ROH	NA	77.28	4955446504
105005	ZSCR	551	040-1	NA	5WK43766	NA	A2C53142579	1	3011	054		1401	airbag control elect MY07	NA	HALB	S.Real	258.44	4955446858
105011	ZSCR	551	040-1	NA	5WK43766	NA	A2C53142579	1	3011	054		1401	airbag control elect MY07	NA	HALB	S.Real	258.44	4955446858
105012	ZSCR	551	040-1	NA	5WK43767	NA	A2C53142626	1	3011	054		1401	airbag control elect MY07	NA	HALB	S.Real	258.44	4955446876
105014	ZSCR	551	040-1	NA	5WK43766	NA	A2C53142579	6	3011	054		1401	airbag control elect MY07	NA	HALB	S.Real	1550.64	4955446858
105709	ZSCR	551	040-1	NA	5WK44385	NA	A2C53390474	1	3011	054		1401	airbag control elect MY10	NA	HALB	S.Real	275.15	4955447129
105716	ZSCR	551	040-1	NA	5WK44385	NA	A2C53390474	1	3011	054		1401	airbag control elect MY10	NA	HALB	S.Real	275.15	4955447129
105720	ZSCR	551	040-1	NA	5WK44385	NA	A2C53390474	1	3011	054		1401	airbag control elect MY10	NA	HALB	S.Real	275.15	4955447129
105721	ZSCR	551	040-1	NA	5WK44385	NA	A2C53390474	1	3011	054		1401	airbag control elect MY10	NA	HALB	S.Real	275.15	4955447129
105767	ZSCR	551	030-1	NA	A2C53367685B	NA	A2C53367683	16	3011	054		1301	pcb VW ZZDIV AC VW10G RdW 1	NA	ROH	NA	284.64	4955446585
105903	ZSCR	551	040-1	NA	5WK44527	NA	A2C53375499MI2	1	3011	054		1401	MI Assy W/S 204 W/PyroPPSg WO/RO WO/PO	NA	HALB	S.Real	340.91	4955447072
106045	ZSCR	551	040-1	NA	5WK44527	NA	A2C53375499MI2	1	3011	054		1401	MI Assy W/S 204 W/PyroPPSg WO/RO WO/PO	NA	HALB	S.Real	340.91	4955447072
106125	ZSCR	551	040-1	NA	5WY87010	NA	A2C53405104MI	1	3011	054		1401	circuit board assy	NA	HALB	S.Real	449.66	4955447170
106128	ZSCR	551	040-1	NA	5WY87010	NA	A2C53405104MI	1	3011	054		1401	circuit board assy	NA	HALB	S.Real	449.66	4955447170
106137	ZSCR	551	040-1	NA	5WY87010	NA	A2C53405104MI	1	3011	054		1401	circuit board assy	NA	HALB	S.Real	449.66	4955447170
106139	ZSCR	551	040-1	NA	5WY87010	NA	A2C53405104MI	1	3011	054		1401	circuit board assy	NA	HALB	S.Real	449.66	4955447170
106535	ZSCR	551	030-1	NA	A2C53364457A	NA	A2C53364453	12	3011	054		1301	pcb IEEZZDIV BOSE IEE VW3	NA	ROH	NA	106.92	4955446573
106614	ZSCR	551	030-1	NA	A2C53364457A	NA	A2C53364453	252	3011	054		1301	pcb IEEZZDIV BOSE IEE VW3	NA	ROH	NA	2245.32	4955446573
106615	ZSCR	551	030-1	NA	A2C53388685	NA	A2C53342620	12	3011	054		1301	pcb DC main	NA	ROH	NA	276.36	4955446600
106616	ZSCR	551	030-1	NA	A2C53388685	NA	A2C53342620	6	3011	054		1301	pcb DC main	NA	ROH	NA	138.18	4955446600
106751	ZSCR	551	040-1	NA	5WK44385	NA	A2C53390474	1	3011	054		1401	airbag control elect MY10	NA	HALB	S.Real	275.15	4955447129
106866	ZSCR	551	040-1	NA	5WK44225	NA	A2C53347151	1	3011	054		1401	airbag control elect MY10	NA	HALB	S.Real	298.68	4955446961
106870	ZSCR	551	040-1	NA	5WK44225	NA	A2C53347151	1	3011	054		1401	airbag control elect MY10	NA	HALB	S.Real	298.68	4955446961
106872	ZSCR	551	040-1	NA	5WK44225	NA	A2C53347151	1	3011	054		1401	airbag control elect MY10	NA	HALB	S.Real	298.68	4955446961
106898	ZSCR	551	040-1	NA	5WK44385	NA	A2C53390474	1	3011	054		1401	airbag control elect MY10	NA	HALB	S.Real	275.15	4955447129
106899	ZSCR	551	040-1	NA	5WK44385	NA	A2C53390474	1	3011	054		1401	airbag control elect MY10	NA	HALB	S.Real	275.15	4955447129
106926	ZSCR	551	040-1	NA	5WK44225	NA	A2C53347151	1	3011	054		1401	airbag control elect MY10	NA	HALB	S.Real	298.68	4955446961
107013	ZSCR	551	040-1	NA	5WY89340	NA	A2C32682200	1	3011	054		1401	airbag control elect	NA	HALB	S.Real	257.03	4955446828
107016	ZSCR	551	030-1	NA	A2C53391886	NA	A2C53380966	4	3011	054		1301	pcb panel multiple 4-up	NA	ROH	NA	72.6	4955446613
107038	ZSCR	551	030-1	NA	A2C53345669B	NA	A2C53338029	6	3011	054		1301	pcb panel multiple 6-up main	NA	ROH	NA	144.78	4955446538
107056	ZSCR	551	030-1	NA	A2C53391886	NA	A2C53380966	4	3011	054		1301	pcb panel multiple 4-up	NA	ROH	NA	72.6	4955446613
107067	ZSCR	551	030-1	NA	A2C53388685	NA	A2C53342620	3	3011	054		1301	pcb DC main	NA	ROH	NA	69.09	4955446600
107072	ZSCR	551	040-1	NA	A2C53405101MI	NA	A2C53405101	1	3011	054		1401	circuit board assy	NA	HALB	S.Real	405.93	4955447152
107090	ZSCR	551	030-1	NA	A2C53395077	NA	A2C53395076	70	3011	054		1301	pcb IEEZZDIV	NA	ROH	NA	674.1	4955446628
107112	ZSCR	551	040-1	NA	5WK43967	NA	A2C53243155MI	1	3011	054		1401	MI assy C207 WITH PPS/WITHOUT RO	NA	HALB	S.Real	460.28	4955446922
107113	ZSCR	551	040-1	NA	5WK43967	NA	A2C53243155MI	1	3011	054		1401	MI assy C207 WITH PPS/WITHOUT RO	NA	HALB	S.Real	460.28	4955446922
107123	ZSCR	551	040-1	NA	5WK44524	NA	A2C53375496MI2	2	3011	054		1401	MI Assy W/S204 WO/PyroPPSg WO/RO WO/PO	NA	HALB	S.Real	620.26	4955447028
107125	ZSCR	551	040-1	NA	5WK44524	NA	A2C53375496MI2	1	3011	054		1401	MI Assy W/S204 WO/PyroPPSg WO/RO WO/PO	NA	HALB	S.Real	310.13	4955447028
107142	ZSCR	551	030-1	NA	A2C53417068A	NA	A2C53374377	12	3011	054		1301	pcb VW ZZDIV AC	NA	ROH	NA	201.48	4955446671
107145	ZSCR	551	030-1	NA	5WY85250	NA	A2C53181153	12	3011	054		1301	pcb panel multiple 4-up	NA	ROH	NA	218.76	4955446443
