No.Item	Fecha	Txs SAP	Mov	C—digo Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripci—n	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	DŽficit Stock	No.Docto.SAP
184588	28/07/2012	ZSCR	551	030-1	NA	'054	5WK44741	NA	A2C53375498MI2	5	1301	MI Assy X204 W/PyroPPSg W/RO WO/PO	NA	HALB	S.Real	2267.15	PS_ARAMIS III_GERARDO E	NO	4959974883
184589	28/07/2012	ZSCR	551	030-1	NA	'054	5WK44741	NA	A2C53375498MI2	1	1301	MI Assy X204 W/PyroPPSg W/RO WO/PO	NA	HALB	S.Real	453.43	PS_ARAMIS III_GERARDO E	NO	4959974883
184595	28/07/2012	ZSCR	551	030-1	NA	'054	5WK44600	NA	A2C80216600	1	1301	pcb assy HONHRS6 V04	NA	HALB	S.Real	357.49	PS_HONDA HRS5_GERARDO E	NO	4959974868
184596	28/07/2012	ZSCR	551	030-1	NA	'054	5WY89360	NA	A2C31080700	2	1301	IM Chrysler RT ORC MY13	NA	HALB	S.Real	771.82	PS_HONDA HRS5_GERARDO E	NO	4959974900
184597	28/07/2012	ZSCR	551	030-1	NA	'054	5WY89360	NA	A2C31080700	1	1301	IM Chrysler RT ORC MY13	NA	HALB	S.Real	385.91	PS_HONDA HRS5_GERARDO E	NO	4959974900
184599	28/07/2012	ZSCR	551	030-1	NA	'054	5WK44288	NA	A2C53367547	1	1301	ACU VW10 MY10 16 NAR BOSE	NA	HALB	S.Real	283.53	PS_VW10 LC_GERARDO ECHE	NO	4959974841
184600	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53399620A	NA	A2C53399620B	18	1301	circuit board assy	NA	HALB	S.Real/AutoBF	1049.4	PS_HONDA HRS5_GERARDO E	NO	4959974257
184601	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53241828B	NA	A2C53168918	10	1301	pcb panel multiple 4-up	NA	ROH	NA	144.7	PS_FORD_GERARDO ECHEAGA	NO	4959975314
184603	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53374378A	NA	A2C53374377	6	1301	pcb VW ZZDIV AC	NA	ROH	NA	97.98	PS_VW10 LC_GERARDO ECHE	NO	4959975333
184266	27/07/2012	ZSCR	551	030-1	NA	'054	A2C53391237A	NA	A2C53391237B	1	1301	VW10G circuit board assy 12FL SMD Bottom	NA	HALB	S.Real/AutoBF	38.18	PS_VW10 LC_GERARDO ECHE	NO	4959974283
184607	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53391237A	NA	A2C53391237B	1	1301	VW10G circuit board assy 12FL SMD Bottom	NA	HALB	S.Real/AutoBF	38.18	PS_VW10 LC_GERARDO ECHE	NO	4959974283
184609	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53391237A	NA	A2C53391237B	1	1301	VW10G circuit board assy 12FL SMD Bottom	NA	HALB	S.Real/AutoBF	38.18	PS_VW10 LC_GERARDO ECHE	NO	4959974283
184610	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53391237A	NA	A2C53391237B	1	1301	VW10G circuit board assy 12FL SMD Bottom	NA	HALB	S.Real/AutoBF	38.18	PS_VW10 LC_GERARDO ECHE	NO	4959974283
184612	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53390474	NA	A2C53391237A	1	1301	VW10G circuit board assy 12FL SMD Top	NA	HALB	S.Real	211.36	PS_VW10 LC_GERARDO ECHE	NO	4959975043
184613	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53390474	NA	A2C53391237A	1	1301	VW10G circuit board assy 12FL SMD Top	NA	HALB	S.Real	211.36	PS_VW10 LC_GERARDO ECHE	NO	4959975043
184615	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53390474	NA	A2C53391237A	1	1301	VW10G circuit board assy 12FL SMD Top	NA	HALB	S.Real	211.36	PS_VW10 LC_GERARDO ECHE	NO	4959975043
184616	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53390474	NA	A2C53391237A	1	1301	VW10G circuit board assy 12FL SMD Top	NA	HALB	S.Real	211.36	PS_VW10 LC_GERARDO ECHE	NO	4959975043
184618	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53390474	NA	A2C53391237A	1	1301	VW10G circuit board assy 12FL SMD Top	NA	HALB	S.Real	211.36	PS_VW10 LC_GERARDO ECHE	NO	4959975043
184620	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53367544	NA	A2C53374378A	1	1301	VW10 circuit board assy 12FL SMD Top	NA	HALB	S.Real	173.97	PS_VW10 LC_GERARDO ECHE	NO	4959975009
184622	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53367544	NA	A2C53374378A	1	1301	VW10 circuit board assy 12FL SMD Top	NA	HALB	S.Real	173.97	PS_VW10 LC_GERARDO ECHE	NO	4959975009
184623	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53429875A	NA	A2C53429875B	1	1301	Hyundai circuit board assy 12FL SMD Bot	NA	HALB	S.Real/AutoBF	100.5	PS_HYUNDAI_GERARDO ECHE	NO	4959974274
184625	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53429875A	NA	A2C53429875B	1	1301	Hyundai circuit board assy 12FL SMD Bot	NA	HALB	S.Real/AutoBF	100.5	PS_HYUNDAI_GERARDO ECHE	NO	4959974274
184627	28/07/2012	ZSCR	551	030-1	NA	'054	5WK44567	NA	A2C3268040092	1	1301	pcb assy HONHRS6 V11 bottom side	NA	HALB	S.Real/AutoBF	66.6	PS_HONDA HRS5_GERARDO E	NO	4959974265
184628	28/07/2012	ZSCR	551	030-1	NA	'054	5WK44567	NA	A2C3268040093	1	1301	pcb assy HONHRS6 V11 top side	NA	HALB	S.Real	318.12	PS_HONDA HRS5_GERARDO E	NO	4959974864
184633	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53383913A	NA	A2C53383913B	12	1301	SMD ACCORD 11 BOTTOM	NA	HALB	S.Real/AutoBF	466.32	PS_HONDA ACCORD_GERARDO	NO	4959974248
184638	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53189515A	NA	A2C53189515B	1	1301	SMD assy W/S 212 WITH PPS/RO side B	NA	HALB	S.Real/AutoBF	122.38	PS_ARAMIS II MCG_GERARD	NO	4959974159
184639	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53189515A	NA	A2C53189515B	1	1301	SMD assy W/S 212 WITH PPS/RO side B	NA	HALB	S.Real/AutoBF	122.38	PS_ARAMIS II MCG_GERARD	NO	4959974159
184288	27/07/2012	ZSCR	551	030-1	NA	'054	A2C53298665A	NA	A2C53298665B	1	1301	SMD assy A207 WITH PPS / RO side B	NA	HALB	S.Real/AutoBF	123.7	PS_ARAMIS II MCG_GERARD	NO	4959974170
184292	27/07/2012	ZSCR	551	030-1	NA	'054	A2C53298665A	NA	A2C53298665B	1	1301	SMD assy A207 WITH PPS / RO side B	NA	HALB	S.Real/AutoBF	123.7	PS_ARAMIS II MCG_GERARD	NO	4959974170
184641	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53189515MI	NA	A2C53189515A	1	1301	SMD assy W/S 212 WITH PPS/RO side A	NA	HALB	S.Real	473.77	PS_ARAMIS II MCG_GERARD	NO	4959974924
184642	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53108385MI	NA	A2C53108385	1	1301	circuit board assy	NA	HALB	S.Real	246.86	PS_ARAMIS I_GERARDO ECH	NO	4959974916
184643	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53108385MI	NA	A2C53108385	1	1301	circuit board assy	NA	HALB	S.Real	246.86	PS_ARAMIS I_GERARDO ECH	NO	4959974916
184645	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53108385MI	NA	A2C53108385	1	1301	circuit board assy	NA	HALB	S.Real	246.86	PS_ARAMIS I_GERARDO ECH	NO	4959974916
184646	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53108385MI	NA	A2C53108385	1	1301	circuit board assy	NA	HALB	S.Real	246.86	PS_ARAMIS I_GERARDO ECH	NO	4959974916
184648	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53108385MI	NA	A2C53108385	1	1301	circuit board assy	NA	HALB	S.Real	246.86	PS_ARAMIS I_GERARDO ECH	NO	4959974916
184649	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53108385MI	NA	A2C53108385	1	1301	circuit board assy	NA	HALB	S.Real	246.86	PS_ARAMIS I_GERARDO ECH	NO	4959974916
184651	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53108385	NA	A2C53108385B	1	1301	SMD assy for CCG side B	NA	HALB	S.Real/AutoBF	72.04	PS_ARAMIS I_GERARDO ECH	NO	4959974150
184652	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53108385MI	NA	A2C53108385	1	1301	circuit board assy	NA	HALB	S.Real	246.86	PS_ARAMIS I_GERARDO ECH	NO	4959974916
184653	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53108385	NA	A2C53108385B	1	1301	SMD assy for CCG side B	NA	HALB	S.Real/AutoBF	72.04	PS_ARAMIS I_GERARDO ECH	NO	4959974150
184654	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53108385MI	NA	A2C53108385	1	1301	circuit board assy	NA	HALB	S.Real	246.86	PS_ARAMIS I_GERARDO ECH	NO	4959974916
184655	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53108385MI	NA	A2C53108385	1	1301	circuit board assy	NA	HALB	S.Real	246.86	PS_ARAMIS I_GERARDO ECH	NO	4959974916
184656	28/07/2012	ZSCR	551	030-1	NA	'054	A2C8154070093	NA	A2C8154070092	2	1301	pcb assy DAGARM3 RO V15 Bottom	NA	HALB	S.Real/AutoBF	197.8	PS_ARAMIS III_GERARDO E	NO	4959974241
184657	28/07/2012	ZSCR	551	030-1	NA	'054	5WK43611	NA	A2C53108385MI	1	1301	Manual insertion assy for CCG	NA	HALB	S.Real	445.24	PS_ARAMIS I_GERARDO ECH	NO	4959974782
184658	28/07/2012	ZSCR	551	030-1	NA	'054	5WK44600	NA	A2C80216600	1	1301	pcb assy HONHRS6 V04	NA	HALB	S.Real	357.49	PS_HONDA HRS5_GERARDO E	NO	4959974868
184659	28/07/2012	ZSCR	551	030-1	NA	'054	5WK44600	NA	A2C80216600	1	1301	pcb assy HONHRS6 V04	NA	HALB	S.Real	357.49	PS_HONDA HRS5_GERARDO E	NO	4959974868
184660	28/07/2012	ZSCR	551	030-1	NA	'054	5WK44276	NA	A2C53362292	1	1301	ACU MY11 10	NA	HALB	S.Real	302.36	PS_HONDA ACCORD_GERARDO	NO	4959974819
184661	28/07/2012	ZSCR	551	030-1	NA	'054	A2C81542800	NA	A2C81543200	1	1301	pcb assy	NA	HALB	S.Real	435.03	PS_ARAMIS 2012_GERARDO	NO	4959975052
184662	28/07/2012	ZSCR	551	030-1	NA	'054	5WK44385	NA	A2C53390474	1	1301	ACU VW10 MY10 12 NAR BOSE	NA	HALB	S.Real	273.35	PS_VW10 LC_GERARDO ECHE	NO	4959974855
184663	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53367544	NA	A2C53374378A	1	1301	VW10 circuit board assy 12FL SMD Top	NA	HALB	S.Real	173.97	PS_VW10 LC_GERARDO ECHE	NO	4959975009
184664	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53108385MI	NA	A2C53108385	1	1301	circuit board assy	NA	HALB	S.Real	246.86	PS_ARAMIS I_GERARDO ECH	NO	4959974916
184665	28/07/2012	ZSCR	551	030-1	NA	'054	A2C53108385MI	NA	A2C53108385	1	1301	circuit board assy	NA	HALB	S.Real	246.86	PS_ARAMIS I_GERARDO ECH	NO	4959974916
184666	28/07/2012	ZSCR	551	030-1	NA	'054	5WK44600	NA	A2C8021660093	1	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	308.98	PS_HONDA HRS5_GERARDO E	NO	4959974877
