No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00002578	18	"10uF,20%,25V,SMD,TA,ELEC CAP/"		ROH	NA	14.94	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00003552	48	"20K,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	3.84	ES_SID908_HERIBERTO SAN	NO	4961812938
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00003552	7	"20K,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.56	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00003601	89	"43R2,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	7.12	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00003610	12	"365R,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.96	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00003689	3	"R LIN,4K7,5%,TK200,100mW,0603"		ROH	NA	0.03	ES_SID908_HERIBERTO SAN	NO	4961812938
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00003689	1	"R LIN,4K7,5%,TK200,100mW,0603"		ROH	NA	0.01	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00003706	19	"R LIN,220R,5%,TK200,100mW,0603"		ROH	NA	0.19	ES_SID908_HERIBERTO SAN	NO	4961813148
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00003706	1	"R LIN,220R,5%,TK200,100mW,0603"		ROH	NA	0.01	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00003761	1	"6K65,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.08	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00003779	8	"R LIN,100R,5%,TK200,100mW,0603"		ROH	NA	0.08	ES_SID908_HERIBERTO SAN	NO	4961813148
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00003946	11	"221R,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.88	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00004318	1	"R LIN,1K,1%,TK100,100mW,0603"		ROH	NA	0.01	ES_SID908_HERIBERTO SAN	NO	4961812938
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00004324	2	"R LIN,22K1,1%,TK100,100mW,0603"		ROH	NA	0.02	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00004340	21	"18K7,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.21	ES_SID908_HERIBERTO SAN	NO	4961812938
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00004349	4	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.04	ES_SID908_HERIBERTO SAN	NO	4961812938
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00004367	2	"71K5,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.02	ES_SID908_HERIBERTO SAN	NO	4961812938
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00004368	1	"R LIN,100K,1%,TK100,100mW,0603"		ROH	NA	0.01	ES_SID908_HERIBERTO SAN	NO	4961812938
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00005577	2	"R LIN,330K,5%,TK200,100mW,0603"		ROH	NA	0.02	ES_SID908_HERIBERTO SAN	NO	4961813148
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00006606	1	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.01	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00007058	1	"200K,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.01	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00008583	1	"3K3,1%,TK100,100mW,0603,LIN RES/ERJ ++"		ROH	NA	0.02	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00008618	1	"40V,600mA,NOT APPLICABLE,PTO220-5-122 /"		ROH	NA	3.86	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00010309	3	"R LIN,39K,1%,TK100,100mW,0603"		ROH	NA	0.06	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00010442	1	"1K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.01	ES_SID908_HERIBERTO SAN	NO	4961812938
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00010444	27	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.27	ES_SID908_HERIBERTO SAN	NO	4961813148
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00010447	1	"4K7,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.01	ES_SID908_HERIBERTO SAN	NO	4961812938
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00010458	4	"R LIN,27K,1%,TK100,100mW,0603"		ROH	NA	0.08	ES_SID908_HERIBERTO SAN	NO	4961812938
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00011344	9	"0R05,1W,4.47A,5nH,2512,SHUNT/"		ROH	NA	10.44	ES_SID908_HERIBERTO SAN	NO	4961813148
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00011554	6	"3.3uF,20%,16V,X7R,1210,TINNED,CER CAP/"		ROH	NA	4.74	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00016626	10	"1,P_CHAN,MOS,POWER,55V,75A,8mOhm,D2PACK/"		ROH	NA	90	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00017148	18	"47R,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.18	ES_SID908_HERIBERTO SAN	NO	4961812938
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00017750	77	"2,BOTH,NORMAL,100mA,45V,SOT363,BIP/BC847"		ROH	NA	12.32	ES_SID908_HERIBERTO SAN	NO	4961813148
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00017809	121	"2,NPN PNP,NORMAL,500mA,45V,SC74,BIP/BC81"		ROH	NA	42.35	ES_SID908_HERIBERTO SAN	NO	4961813148
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00018397	1	"750R,1%,TK100,63mW,0603,LIN RES/Linear R"		ROH	NA	0.02	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00018819	81	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"		ROH	NA	7.29	ES_SID908_HERIBERTO SAN	NO	4961813148
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00018966	18	"4K7,3650,0805,NTC/B57620-C2472-A262"		ROH	NA	12.06	ES_SID908_HERIBERTO SAN	NO	4961813148
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00019047	1	"3K4,1%,TK100,250mW,1206,LIN RES/"		ROH	NA	0.03	ES_SID908_HERIBERTO SAN	NO	4961812938
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00020138	90	"IC BUS DRIV/TJA1040T/VM,SO8"		ROH	NA	257.4	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00020895	48	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	4.32	ES_SID908_HERIBERTO SAN	NO	4961812938
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00020895	4	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	0.36	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00021177	3	"100uF,30%,35V,SMD,AL,ELEC CAP/"		ROH	NA	7.8	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00021528	13	"1,NPN,NORMAL,70mA,50V,SOT323,BIP/PDTC144"		ROH	NA	1.3	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00021545	2	"2,BOTH,RET,100mA,1.1V,SOT363,BIP/BCR22PN"		ROH	NA	0.34	ES_SID908_HERIBERTO SAN	NO	4961813148
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00021545	1	"2,BOTH,RET,100mA,1.1V,SOT363,BIP/BCR22PN"		ROH	NA	0.17	ES_SID908_HERIBERTO SAN	NO	4961812938
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00022305	3	"2MHz,0.5%,CSTCC,CER RESONATOR"		ROH	NA	4.95	ES_SID908_HERIBERTO SAN	NO	4961812938
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00022909	5	"2.2nF,10%,50V,X7R,0402,TINNED,CER CAP/C1"		ROH	NA	0.05	ES_SID908_HERIBERTO SAN	NO	4961813148
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00022909	3	"2.2nF,10%,50V,X7R,0402,TINNED,CER CAP/C1"		ROH	NA	0.03	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00024400	6	"22uF,10%,16V,SMD,TA,ELEC CAP/593D226X901"		ROH	NA	5.94	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00024522	83	"1uF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	8.3	ES_SID908_HERIBERTO SAN	NO	4961812938
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00024522	249	"1uF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	24.9	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00024833	1	"2,OP AMP,0Hz,TSSOP8,OP-COMP/TS952IPT"		ROH	NA	3.05	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00025465	9	"680R,5%,TK200,63mW,0402,LIN RES/ERJ2GEJ6"		ROH	NA	0.09	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00025918	1	"10nF,5%,50V,C0G,0805,-,CER CAP/"		ROH	NA	0.16	ES_SID908_HERIBERTO SAN	NO	4961812938
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00025918	1	"10nF,5%,50V,C0G,0805,-,CER CAP/"		ROH	NA	0.16	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00026572	2	"9K1,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.02	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00026630	1	"2.2nF,10%,100V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.02	ES_SID908_HERIBERTO SAN	NO	4961812938
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00026826	1	"1,N_CHAN,MOS,POWER,250V,14A,280mOhm,D2PA"		ROH	NA	2.77	ES_SID908_HERIBERTO SAN	NO	4961813148
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00029879	2	"100uF,30%,35V,SMD,AL,ELEC CAP/AL--Electr"		ROH	NA	5.52	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00030524	1	"3.12V,30mA,STEP DOWN,SCT-595,VOLT REG/TL"		ROH	NA	2.38	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00031015	4	"4,EQ ISO,konvex 1206,10K,1%,63mW,NET RES"		ROH	NA	0.24	ES_SID908_HERIBERTO SAN	NO	4961813148
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00031473	4	"330nF,10%,50V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.32	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00031741	1	"120K,1%,TK100,63mW,0402,LIN RES/"		ROH	NA	0.01	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00032451	1	"C CER,X7R,10uF,10%,16V,1206,Sn"		ROH	NA	0.35	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00033700	1	"75V,200mA,1,STANDARD,SOT23, RECT DIODE/B"		ROH	NA	0.17	ES_SID908_HERIBERTO SAN	NO	4961812938
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00034028	6	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.12	ES_SID908_HERIBERTO SAN	NO	4961813148
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00034367	24	"ATIC92, HSOP36, 12V, OCTAL LOW SIDE DRIV"		ROH	NA	630.24	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00034769	43	"R LIN,1K6,5%,TK200,100mW,0603"		ROH	NA	0.43	ES_SID908_HERIBERTO SAN	NO	4961812938
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00034891	2	"1.5KW,28.2V,SMC/DO214AB,bidirectional SU"		ROH	NA	2.4	ES_SID908_HERIBERTO SAN	NO	4961812938
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00035520	10	"680R,1%,TK50,63mW,0603,LIN RES/++150 C++"		ROH	NA	0.5	ES_SID908_HERIBERTO SAN	NO	4961813148
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00037445	11	"600V,1A,1,FAST,SMB/DO214AA,RECT DIODE/US"		ROH	NA	11.99	ES_SID908_HERIBERTO SAN	NO	4961813148
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00037908	11	"Absolute pressure sensor,SENSOR/SMD288"		ROH	NA	185.35	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00038142	1	"270pF,5%,500V,C0G,1206,,CER CAP/"		ROH	NA	0.17	ES_SID908_HERIBERTO SAN	NO	4961813148
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00038896	1	"10uF,10%,25V,X7R,1210,TINNED,CER CAP/"		ROH	NA	0.92	ES_SID908_HERIBERTO SAN	NO	4961813148
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00039667	1	"22K,0.1%,TK25,100mW,0603,LIN RES/"		ROH	NA	0.5	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00041199	1	"1K5,1%,TK100,63mW,0402,LIN RES/ERJ R"		ROH	NA	0.01	ES_SID908_HERIBERTO SAN	NO	4961812938
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00041293	57	"1,N_CHAN,MOS,POWER,250V,20A,350mOhm,TO-2"		ROH	NA	121.98	ES_SID908_HERIBERTO SAN	NO	4961813148
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00041339	1	"1,N_CHAN,MOS,POWER,75V,30A,22mOhm,TO252/"		ROH	NA	2.59	ES_SID908_HERIBERTO SAN	NO	4961813148
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00041989	2	"3.6KW,26V,DO218AB powerblock,SUP DIODE/S"		ROH	NA	11.32	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00042286	1	"L COIL/SLF12575,22uH,4A,SMD"		ROH	NA	3.21	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00042669	2	"1,N_CHAN,MOS,POWER,330V,25A,180mOhm,TO26"		ROH	NA	12.32	ES_SID908_HERIBERTO SAN	NO	4961813148
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00043039	6	"D REC/ES1DHE3 or MURA120T3G,200V,1A,DO21"		ROH	NA	1.8	ES_SID908_HERIBERTO SAN	NO	4961813148
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331468A	NA	A2C00043276	1	"L COIL/-,1uH,10A,SMD"		ROH	NA	2.55	ES_SID908_HERIBERTO SAN	NO	4961813089
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00043841	2	"EEPROM,64KBit,8k x 8,SO8,-40C,125C,MEMOR"		ROH	NA	4.98	ES_SID908_HERIBERTO SAN	NO	4961812938
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00044062	2	"200V,1A,1,FAST,SMA/DO214AC,RECT DIODE/ES"		ROH	NA	0.72	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00044068	88	"200V,2A,1,FAST,SMB/DO214AA,RECT DIODE/ES"		ROH	NA	38.72	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00044268	1	"ATIC81, TSSOP16, Monitoring Unit for TCU"		ROH	NA	6.14	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00044348	6	"1,PNP,NORMAL,100mA,45V,SOT323,BIP,hFE=22"		ROH	NA	0.48	ES_SID908_HERIBERTO SAN	NO	4961812938
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00047163	43	"2.2nF,10%,500V,X7R,1206,Sn,CER CAP/"		ROH	NA	7.31	ES_SID908_HERIBERTO SAN	NO	4961813148
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00048202	12	"14V,40V,0603,VARISTOR/ PLZT-coating+++Pl"		ROH	NA	2.4	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331468A	NA	A2C00049123	5	"13.5V,200V,35VA,FLYBACKCONV,TRAFO/"		ROH	NA	52.35	ES_SID908_HERIBERTO SAN	NO	4961813089
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331468A	NA	A2C00049140	4	"9uH,22A,SMD,COIL/"		ROH	NA	39.64	ES_SID908_HERIBERTO SAN	NO	4961813089
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331468B	NA	A2C00049230	1	"3K9,1%,TK100,100mW,0603,LIN RES/D11/CRCW"		ROH	NA	0.01	ES_SID908_HERIBERTO SAN	NO	4961813148
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467A	NA	A2C00049946	1	"MPC5566, Leaded Viper(double layer passi"		ROH	NA	155.3	ES_SID908_HERIBERTO SAN	NO	4961812938
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00052460	14	"1,COMP,0Hz,SOT23-5,OP-COMP/LMX331"		ROH	NA	22.68	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C00056944	1	"INPUT/OUTPUT,SSOP28,SIGNAL CONDITIONING"		ROH	NA	11.65	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C52004299	7	"T BIP/BCR133S or PUMH11,SOT363"		ROH	NA	1.47	ES_SID908_HERIBERTO SAN	NO	4961813050
216118	09/10/2012	ZSCR	551	035-1	0	'050	A2C53331467B	NA	A2C53331514	76	"bushing 5,00x 9,00x14,50mm 11SMnPb3"		ROH	NA	240.92	ES_SID908_HERIBERTO SAN	NO	4961813050
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00000211	55	"15V,300mW,SOT23,ZENER/BZX84C15"		ROH	NA	4.95	ES_V8 V10_ALVARO MEDINA	NO	4961812756
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00000258	26	"4.7V,350mW,SOT23,ZENER/BZX84C4V7,215"		ROH	NA	2.34	ES_V8 V10_ALVARO MEDINA	NO	4961812756
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00000414	65	"70V,140mA,2,STANDARD,SOT23,RECT DIODE/BA"		ROH	NA	7.15	ES_V8 V10_ALVARO MEDINA	NO	4961812756
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624100B	NA	A2C00003417	102	"3R3,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	2.04	ES_V8 V10_ALVARO MEDINA	NO	4961812684
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00003417	210	"3R3,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	4.2	ES_V8 V10_ALVARO MEDINA	NO	4961812756
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00003724	1	"470R,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	0.01	ES_V8 V10_ALVARO MEDINA	NO	4961812756
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00003811	25	"R LIN,2K7,5%,TK200,100mW,0603"		ROH	NA	0.25	ES_V8 V10_ALVARO MEDINA	NO	4961812756
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00004368	34	"R LIN,100K,1%,TK100,100mW,0603"		ROH	NA	0.34	ES_V8 V10_ALVARO MEDINA	NO	4961812756
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624100B	NA	A2C00004527	48	"20K,1%,TK100,250mW,1206,LIN RES/"		ROH	NA	1.44	ES_V8 V10_ALVARO MEDINA	NO	4961812684
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624100B	NA	A2C00006721	1	"174K,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.01	ES_V8 V10_ALVARO MEDINA	NO	4961812684
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00007529	141	"49K9,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	1.41	ES_V8 V10_ALVARO MEDINA	NO	4961812756
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624100B	NA	A2C00010124	8	"6K8,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.16	ES_V8 V10_ALVARO MEDINA	NO	4961812684
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00017564	552	"0R2,5%,TK100,1W,MELF0207,LIN RES/MMB"		ROH	NA	347.76	ES_V8 V10_ALVARO MEDINA	NO	4961812756
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00020895	358	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	32.22	ES_V8 V10_ALVARO MEDINA	NO	4961812756
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00021545	316	"2,BOTH,RET,100mA,1.1V,SOT363,BIP/BCR22PN"		ROH	NA	53.72	ES_V8 V10_ALVARO MEDINA	NO	4961812756
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624100B	NA	A2C00024522	3	"1uF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.3	ES_V8 V10_ALVARO MEDINA	NO	4961812684
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624100B	NA	A2C00025918	408	"10nF,5%,50V,C0G,0805,-,CER CAP/"		ROH	NA	65.28	ES_V8 V10_ALVARO MEDINA	NO	4961812684
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00025918	623	"10nF,5%,50V,C0G,0805,-,CER CAP/"		ROH	NA	99.68	ES_V8 V10_ALVARO MEDINA	NO	4961812756
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00032312	60	"TLE4266-2 GSV3/3.3V,150mA,STEP DOWN,P-SO"		ROH	NA	202.8	ES_V8 V10_ALVARO MEDINA	NO	4961812756
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00034771	2	"Dual 12V,300mW,SOT23, common cathode, ZE"		ROH	NA	0.36	ES_V8 V10_ALVARO MEDINA	NO	4961812756
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624100B	NA	A2C00034982	72	"16MHz,50ppm,NX5032GA,QUARTZ CRYSTAL/NX50"		ROH	NA	181.44	ES_V8 V10_ALVARO MEDINA	NO	4961812684
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00034982	62	"16MHz,50ppm,NX5032GA,QUARTZ CRYSTAL/NX50"		ROH	NA	156.24	ES_V8 V10_ALVARO MEDINA	NO	4961812756
216119	09/10/2012	ZSCR	551	035-1	0	'050	A2C31624400B	NA	A2C00036870	136	"330K,5%,TK300,62.5mW,0402,LIN RES/CR1/16"		ROH	NA	1.36	ES_V8 V10_ALVARO MEDINA	NO	4961812756
