No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	045		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
596103	07/03/2015	ZSCR	551	035-1	0	'045	A2C8050340093	NA	A2C00028499	1	3011	045		1351	"40V,120mA,2,SCHOTTKY,SOT323_3,RECT DIODE"		ROH	NA	0.17	S1_FOB K2XX_A.ALEX ADMI	NO	4987796750
596103	07/03/2015	ZSCR	551	035-1	0	'045	A2C8050340093	NA	A2C00028499	1	3011	045		1351	"40V,120mA,2,SCHOTTKY,SOT323_3,RECT DIODE"		ROH	NA	0.17	S1_FOB K2XX_A.ALEX ADMI	NO	4987796750
596644	08/03/2015	MB1A	951	025-3	NA	'045	NA	NA	A2C80503400	8				1253	pcb assy	VUG019723	HALB	S.Real/AutoBF	198.4	S1_FOB K2XX_L.LUIS LOPE	NO	4987793979
596645	08/03/2015	MB1A	951	025-3	NA	'045	NA	NA	A2C80503400	9				1253	pcb assy	VUG019723	HALB	S.Real/AutoBF	223.2	S1_FOB K2XX_L.LUIS LOPE	NO	4987793979
596646	08/03/2015	MB1A	951	025-3	NA	'045	NA	NA	A2C80503400	2				1253	pcb assy	VUG019723	HALB	S.Real/AutoBF	49.6	S1_FOB K2XX_L.LUIS LOPE	NO	4987793979
597366	10/03/2015	ZSCR	551	040-2	NA	'045	A2C32336500	NA	A2C34525001	4	3011	045		1402	housing cover assy	NA	ROH	NA	69.12	S1_FOB K2XX_L.LUIS LOPE	NO	4987796899
598180	11/03/2015	ZSCR	551	034-2	NA	'045	A2C32335900	NA	8800630143	106	3011	045		1342	Etiqueta unidad Clip On datamatrix	NA	ROH	NA	3.18	S1_FOB K2XX_L.LUIS LOPE	NO	4987796351
598180	11/03/2015	ZSCR	551	034-2	NA	'045	A2C32336100S	NA	A2C00004906	107	3011	045		1342	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	174.41	S1_FOB K2XX_L.LUIS LOPE	NO	4987796388
598180	11/03/2015	ZSCR	551	034-2	NA	'045	A2C32336100	NA	A2C34524701	77	3011	045		1342	housing bottom assy	NA	ROH	NA	227.92	S1_FOB K2XX_L.LUIS LOPE	NO	4987796861
598180	11/03/2015	ZSCR	551	034-2	NA	'045	A2C32336000	NA	A2C34524802	2	3011	045		1342	housing cover assy	NA	ROH	NA	30.5	S1_FOB K2XX_L.LUIS LOPE	NO	4987796888
598180	11/03/2015	ZSCR	551	034-2	NA	'045	A2C32336500	NA	A2C34525001	4	3011	045		1342	housing cover assy	NA	ROH	NA	69.12	S1_FOB K2XX_L.LUIS LOPE	NO	4987796899
598180	11/03/2015	ZSCR	551	034-2	NA	'045	A2C32337100	NA	A2C34525201	13	3011	045		1342	housing cover assy	NA	ROH	NA	221.39	S1_FOB K2XX_L.LUIS LOPE	NO	4987796953
598238	11/03/2015	ZSCR	551	040-2	NA	'045	A2C32336100	NA	A2C34524701	2	3011	045		1402	housing bottom assy	NA	ROH	NA	5.92	S1_FOB K2XX_L.LUIS LOPE	NO	4987796861
598243	11/03/2015	ZSCR	551	050-1	NA	'045	A2C32336100	NA	A2C34524701	5	3011	045		1501	housing bottom assy	NA	ROH	NA	14.8	S1_FOB K2XX_L.LUIS LOPE	NO	4987796861
598253	11/03/2015	MB1A	951	025-3	NA	'045	NA	NA	A2C8050300092	1				1253	K2XX pcb assy Bottom	VUG019723	HALB	S.Real/AutoBF	6.14	S1_FOB K2XX_L.LUIS LOPE	NO	4987795309
598266	11/03/2015	MB1A	951	025-3	NA	'045	NA	NA	A2C80503000	1				1253	pcb assy	VUG019723	HALB	S.Real/AutoBF	23.71	S1_FOB K2XX_L.LUIS LOPE	NO	4987793937
598504	12/03/2015	MB1A	551	010-4	B30301-00410	'045	NA	NA	A2C32335900	7				1104	315MHz 3 button No Logo Transceiver	QN410109052	HALB	S.Real/AutoBF	349.09	410109052_FOB K2	NO	4987793818
598504	12/03/2015	MB1A	551	010-4	B30301-00410	'045	NA	NA	A2C32336100	21				1104	315MHz 4 button Chevy Chrome Transceiver	QN410109052	HALB	S.Real/AutoBF	1830.36	410109052_FOB K2	NO	4987793835
598504	12/03/2015	MB1A	551	010-4	B30301-00410	'045	NA	NA	A2C32336300	15				1104	315MHz 4 button GMC Chrome Transceiver	QN410109052	HALB	S.Real/AutoBF	1281.45	410109052_FOB K2	NO	4987793855
598504	12/03/2015	MB1A	551	010-4	B30301-00410	'045	NA	NA	A2C32336700	1				1104	315MHz 5 button Chevy Transceiver	QN410109052	HALB	S.Real/AutoBF	58.68	410109052_FOB K2	NO	4987793871
598504	12/03/2015	MB1A	551	010-4	B30301-00410	'045	NA	NA	A2C32337000	2				1104	433MHz 5 button GMC Transceiver	QN410109052	HALB	S.Real/AutoBF	116.02	410109052_FOB K2	NO	4987793888
598504	12/03/2015	MB1A	551	010-4	B30301-00410	'045	NA	NA	A2C32337100	3				1104	315MHz 6 button Chevy Transceiver	QN410109052	HALB	S.Real/AutoBF	178.95	410109052_FOB K2	NO	4987793905
598504	12/03/2015	MB1A	551	010-4	B30301-00410	'045	NA	NA	A2C32337300	2				1104	315MHz 6 button GMC Transceiver	QN410109052	HALB	S.Real/AutoBF	117.92	410109052_FOB K2	NO	4987793917
598504	12/03/2015	MB1A	551	010-4	B30301-00410	'045	NA	NA	A2C3233760093	109				1104	K2XX pcb assy 315 TOP	QN410109052	HALB	S.Real	2827.46	410109052_FOB K2	NO	4987793925
598504	12/03/2015	MB1A	551	010-4	B30301-00410	'045	NA	NA	A2C8050300093	160				1104	K2XX pcb assy TOP	QN410109052	HALB	S.Real	3694.4	410109052_FOB K2	NO	4987793951
598504	12/03/2015	MB1A	551	010-4	B30301-00410	'045	NA	NA	A2C8050300093	93				1104	K2XX pcb assy TOP	QN410109052	HALB	S.Real	2147.37	410109052_FOB K2	NO	4987793951
598504	12/03/2015	MB1A	551	010-4	B30301-00410	'045	NA	NA	A2C8050340093	659				1104	K2XX pcb assy TOP	QN410109052	HALB	S.Real	15928.03	410109052_FOB K2	NO	4987793997
598504	12/03/2015	MB1A	551	010-4	B30301-00410	'045	NA	NA	A2C8050360093	6				1104	K2XX pcb assy TOP	QN410109052	HALB	S.Real	144.24	410109052_FOB K2	NO	4987796022
598504	12/03/2015	MB1A	551	010-4	B30301-00410	'045	NA	NA	A2C8050380093	18				1104	K2XX pcb assy TOP	QN410109052	HALB	S.Real	449.82	410109052_FOB K2	NO	4987794017
598504	12/03/2015	MB1A	551	010-4	B30301-00410	'045	NA	NA	A2C8050390093	5				1104	K2XX pcb assy TOP	QN410109052	HALB	S.Real	125	410109052_FOB K2	NO	4987794029
598504	12/03/2015	MB1A	551	010-4	B30301-00410	'045	NA	NA	A2C81507400	52				1104	315MHz 4 button No Logo Transceiver	QN410109052	HALB	S.Real/AutoBF	2760.16	410109052_FOB K2	NO	4987796231
598641	12/03/2015	ZSCR	551	040-4	NA	'045	A2C32336100	NA	8800630143	62	3011	045		1404	Etiqueta unidad Clip On datamatrix	NA	ROH	NA	1.86	S1_FOB K2XX_L.LUIS LOPE	NO	4987796351
598641	12/03/2015	ZSCR	551	040-4	NA	'045	A2C31544300	NA	A2C00004906	15	3011	045		1404	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	24.45	S1_FOB K2XX_L.LUIS LOPE	NO	4987796388
598641	12/03/2015	ZSCR	551	040-4	NA	'045	A2C82704700	NA	A2C00018512	62	3011	045		1404	sticker identi spool unprin	NA	ROH	NA	22.32	S1_FOB K2XX_L.LUIS LOPE	NO	4987796721
598641	12/03/2015	ZSCR	551	040-4	NA	'045	A2C32336100	NA	A2C34524701	7	3011	045		1404	housing bottom assy	NA	ROH	NA	20.72	S1_FOB K2XX_L.LUIS LOPE	NO	4987796861
598903	13/03/2015	ZSCR	551	040-3	NA	'045	A2C32336100	NA	8800630143	12	3011	045		1403	Etiqueta unidad Clip On datamatrix	NA	ROH	NA	0.36	S1_FOB K2XX_L.LUIS LOPE	NO	4987796351
598903	13/03/2015	ZSCR	551	040-3	NA	'045	A2C81507400	NA	A2C00004906	10	3011	045		1403	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	16.3	S1_FOB K2XX_L.LUIS LOPE	NO	4987796388
598903	13/03/2015	ZSCR	551	040-3	NA	'045	A2C32336100	NA	A2C34524701	4	3011	045		1403	housing bottom assy	NA	ROH	NA	11.84	S1_FOB K2XX_L.LUIS LOPE	NO	4987796861
598973	13/03/2015	ZSCR	551	050-1	NA	'045	A2C81507400	NA	8800630143	8	3011	045		1501	Etiqueta unidad Clip On datamatrix	NA	ROH	NA	0.24	S1_FOB K2XX_L.LUIS LOPE	NO	4987796351
598973	13/03/2015	ZSCR	551	050-1	NA	'045	A2C81507400	NA	A2C00004906	8	3011	045		1501	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	13.04	S1_FOB K2XX_L.LUIS LOPE	NO	4987796388
598973	13/03/2015	ZSCR	551	050-1	NA	'045	A2C32336000	NA	A2C34524802	1	3011	045		1501	housing cover assy	NA	ROH	NA	15.25	S1_FOB K2XX_L.LUIS LOPE	NO	4987796888
599001	13/03/2015	ZSCR	551	040-3	NA	'045	A2C31544300	NA	A2C00004906	3	3011	045		1403	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	4.89	S1_FOB K2XX_L.LUIS LOPE	NO	4987796388
599001	13/03/2015	ZSCR	551	040-3	NA	'045	A2C32336100	NA	A2C34524701	1	3011	045		1403	housing bottom assy	NA	ROH	NA	2.96	S1_FOB K2XX_L.LUIS LOPE	NO	4987796861
599033	13/03/2015	ZSCR	551	035-1	0	'045	A2C8050360093	NA	A2C00010739	2	3011	045		1351	"C CER,X7R,10nF,10%,16V,0402,Sn,STANDARD"		ROH	NA	0.02	S1_FOB K2XX_A.ALEX ADMI	NO	4987796466
599033	13/03/2015	ZSCR	551	035-1	0	'045	A2C8050360093	NA	A2C00024522	29	3011	045		1351	"C CER,X7R,1uF,10%,25V,0805,Sn,STANDARD"		ROH	NA	2.32	S1_FOB K2XX_A.ALEX ADMI	NO	4987796750
