No.Item	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
258491	ZSCR	551	035-1	0	'050	6521037631A	NA	A2C00034730	1	3011	050		1351	"SAK-C167CR-LM HA+step, A1, P-MQFP144 ,RO"		ROH	NA	40.16	ES_IDM_NORA ANCHONDO	NO	4964324653
258491	ZSCR	551	035-1	0	'050	6521037631A	NA	6591602027	3	3011	050		1351	TRANSISTOR DIGITAL		ROH	NA	0.27	ES_IDM_NORA ANCHONDO	NO	4964324653
258491	ZSCR	551	035-1	0	'050	6521037631A	NA	6575602075	13	3011	050		1351	BIP TRANSISTOR / BC846B_______		ROH	NA	0.91	ES_IDM_NORA ANCHONDO	NO	4964324653
258491	ZSCR	551	035-1	0	'050	6521037631A	NA	A2C00016429	1	3011	050		1351	"IC MEM/AM29F200BB-70SE/T,A1,2MBit,FLASH,"		ROH	NA	8.86	ES_IDM_NORA ANCHONDO	NO	4964324653
258491	ZSCR	551	035-1	0	'050	6521037631A	NA	2576362001	8	3011	050		1351	"10NF,10%,50V,X7R,0805,NISN,CER"		ROH	NA	0.24	ES_IDM_NORA ANCHONDO	NO	4964324653
258491	ZSCR	551	035-1	0	'050	6521037631A	NA	9165099	1	3011	050		1351	"0R001,63MW,1.5A,0H,0603,JUMPER"		ROH	NA	0.01	ES_IDM_NORA ANCHONDO	NO	4964324653
258491	ZSCR	551	035-1	0	'050	6521037631A	NA	6596362078	78	3011	050		1351	16V -10+20% CERAMIC CAPACITOR		ROH	NA	115.44	ES_IDM_NORA ANCHONDO	NO	4964324653
258491	ZSCR	551	035-1	0	'050	6521037631A	NA	A2C00030446	5	3011	050		1351	"8.2uH,670mA,SMD,COIL/8.2uH SIMD 1812-T C"		ROH	NA	3.25	ES_IDM_NORA ANCHONDO	NO	4964324653
258491	ZSCR	551	035-1	0	'050	6521037631A	NA	A2C00011743	1	3011	050		1351	"1uF,10%,10V,X7R,0805,TINNED,CER CAP/++ u"		ROH	NA	0.1	ES_IDM_NORA ANCHONDO	NO	4964324653
258491	ZSCR	551	035-1	0	'050	6521037631A	NA	A2C00000254	4	3011	050		1351	"11V,350mW,SOT23,ZENER/BZX84-C11/T1"		ROH	NA	0.4	ES_IDM_NORA ANCHONDO	NO	4964324653
258491	ZSCR	551	035-1	0	'050	6521037631A	NA	9165601	8	3011	050		1351	RESISTENCIA 1/16 W 1% 10K		ROH	NA	0.08	ES_IDM_NORA ANCHONDO	NO	4964324653
258491	ZSCR	551	035-1	0	'050	6521037631A	NA	9153023	1	3011	050		1351	"2K,5%,TK250,250MW,1206,FIX RES"		ROH	NA	0.02	ES_IDM_NORA ANCHONDO	NO	4964324653
258491	ZSCR	551	035-1	0	'050	6521037631A	NA	A2C00003693	1	3011	050		1351	"R LIN,470R,5%,TK200,100mW,0603"		ROH	NA	0.01	ES_IDM_NORA ANCHONDO	NO	4964324653
258491	ZSCR	551	035-1	0	'050	6521037631A	NA	A2C00002585	1	3011	050		1351	"10uF,10%,35V,SMD,TA,ELEC CAP/"		ROH	NA	1.71	ES_IDM_NORA ANCHONDO	NO	4964324653
258491	ZSCR	551	035-1	0	'050	6521037631A	NA	6594602051	1	3011	050		1351	BIP TRANSISTOR / MMBT3906_____		ROH	NA	0.07	ES_IDM_NORA ANCHONDO	NO	4964324653
258491	ZSCR	551	035-1	0	'050	6521037631A	NA	6577362061	163	3011	050		1351	"100NF,10%,100V,X7R,1206,NISN,C"		ROH	NA	45.64	ES_IDM_NORA ANCHONDO	NO	4964324653
258491	ZSCR	551	035-1	0	'050	6521037631A	NA	A2C00019447	3	3011	050		1351	"51uH,800mA,SMD,CAN COIL/++ recommendatio"		ROH	NA	4.2	ES_IDM_NORA ANCHONDO	NO	4964324653
258492	ZSCR	551	035-1	0	'050	A2C5340020492	NA	A2C00003645	43	3011	050		1351	"15K,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	3.87	ES_M3C_ARTURO NERI-LOZA	NO	4964324740
258492	ZSCR	551	035-1	0	'050	A2C5340020492	NA	A2C00019350	6	3011	050		1351	"33uF,20%,35V,SMD,AL,ELEC CAP/Aluminium E"		ROH	NA	7.02	ES_M3C_ARTURO NERI-LOZA	NO	4964324740
258492	ZSCR	551	035-1	0	'050	A2C5340020492	NA	A2C00020895	2	3011	050		1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	0.16	ES_M3C_ARTURO NERI-LOZA	NO	4964324740
258492	ZSCR	551	035-1	0	'050	A2C5340020492	NA	A2C00000414	3	3011	050		1351	"70V,140mA,2,STANDARD,SOT23,RECT DIODE/BA"		ROH	NA	0.33	ES_M3C_ARTURO NERI-LOZA	NO	4964324740
258492	ZSCR	551	035-1	0	'050	A2C5340020492	NA	A2C00026630	256	3011	050		1351	"2.2nF,10%,100V,X7R,0603,TINNED,CER CAP/"		ROH	NA	5.12	ES_M3C_ARTURO NERI-LOZA	NO	4964324740
258492	ZSCR	551	035-1	0	'050	A2C5340020492	NA	A2C00046612	1	3011	050		1351	"S912XET256J2MALR,2M53J,112 LQFP,FLASH,16"		ROH	NA	25.36	ES_M3C_ARTURO NERI-LOZA	NO	4964324740
258492	ZSCR	551	035-1	0	'050	A2C5340020493	NA	A2C00002515	2	3011	050		1351	"22UF,10%,16V,SMD,TA,ELEC CAP/"		ROH	NA	3.48	ES_M3C_ARTURO NERI-LOZA	NO	4964324740
258492	ZSCR	551	035-1	0	'050	A2C5340020493	NA	A2C00029824	3	3011	050		1351	"1,NPN,NORMAL,500mA,45V,SOT23,BIP/BC817-4"		ROH	NA	0.27	ES_M3C_ARTURO NERI-LOZA	NO	4964324740
258492	ZSCR	551	035-1	0	'050	A2C5340020493	NA	A2C00003645	47	3011	050		1351	"15K,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	4.23	ES_M3C_ARTURO NERI-LOZA	NO	4964324740
258492	ZSCR	551	035-1	0	'050	A2C5340020493	NA	A2C52058505	1	3011	050		1351	"1,40V,120mOhm,SOT223,GENERAL PURPOSE,LOW"		ROH	NA	2.02	ES_M3C_ARTURO NERI-LOZA	NO	4964324740
258492	ZSCR	551	035-1	0	'050	A2C5340020493	NA	A2C00043415	1	3011	050		1351	"16MHz,50ppm,NX5032GA,QUARTZ CRYSTAL/NX50"		ROH	NA	2.56	ES_M3C_ARTURO NERI-LOZA	NO	4964324740
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00032220	5	3011	050		1351	"10nF,20%,100V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.1	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00000762	1	3011	050		1351	"2,OP AMP,2.18MHz,SO8,OP-COMP/TLC2272"		ROH	NA	1.92	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00004339	1	3011	050		1351	"R LIN,17K4,1%,TK100,100mW,0603"		ROH	NA	0.02	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00010151	2	3011	050		1351	"36V,50mA,NOT APPLICABLE,SCT-595,VOLT REG"		ROH	NA	3.02	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00007741	4	3011	050		1351	"R LIN,53K6,1%,TK100,100mW,0603"		ROH	NA	0.04	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00022802	2	3011	050		1351	"100nF,10%,50V,X7R,0603,TINNED,CER CAP/++"		ROH	NA	0.08	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00008321	1	3011	050		1351	"600V,1A,1,FAST,DO214AC,RECT DIODE/RS1J"		ROH	NA	0.28	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00003832	1	3011	050		1351	"4K99,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.09	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00021528	2	3011	050		1351	"1,NPN,NORMAL,70mA,50V,SOT323,BIP/PDTC144"		ROH	NA	0.18	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00023202	2	3011	050		1351	"1,N_CHAN,MOS,POWER,55V,17A,65mOhm,TO252/"		ROH	NA	2.36	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00020895	5	3011	050		1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	0.4	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00033992	3	3011	050		1351	"2,PNP,NORMAL,100mA,65V,SOT363,BIP/BCM856"		ROH	NA	1.23	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00007010	5	3011	050		1351	"1,N_CHAN,-,SMALLSIGNAL,100V,150mA,6Ohm,S"		ROH	NA	1.1	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00004361	2	3011	050		1351	"R LIN,4K32,1%,TK100,100mW,0603"		ROH	NA	0.02	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00045243	6	3011	050		1351	"1,N_CHAN,MOS,POWER,55V,30A,13mOhm,TO252/"		ROH	NA	21	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00043944	3	3011	050		1351	"8.2V,800mW,SOD123F,ZENER and 150W TVS/BZ"		ROH	NA	1.56	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00002188	37	3011	050		1351	"6.8nF,10%,100V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.74	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00022797	1	3011	050		1351	"12pF,1%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.05	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00002045	1	3011	050		1351	"2.2nF,5%,50V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.04	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00031376	3	3011	050		1351	"4,0V,250mOhm,SOP36,TRUCK APPLICATIONS,HI"		ROH	NA	54.42	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00003591	1	3011	050		1351	"1R,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.09	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00003505	1	3011	050		1351	"R LIN,3K3,5%,TK200,250mW,1206"		ROH	NA	0.02	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00058653	1	3011	050		1351	"330uH,85mA,SMD,COIL/NL453232T331J-PFD"		ROH	NA	0.71	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00002217	1	3011	050		1351	"4.7nF,20%,500V,X7R,1206,TINNED,CER CAP/"		ROH	NA	0.17	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00000376	1	3011	050		1351	"75V,200mA,1,FAST,MINIMELF_D,RECT DIODE/L"		ROH	NA	0.06	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C40002678	2	3011	050		1351	"T BIP/BC846B (3k reel),SOT23"		ROH	NA	0.14	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00000550	3	3011	050		1351	"1,PNP,NORMAL,200mA,40V,SOT23,BIP/MMBT390"		ROH	NA	0.24	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00043037	1	3011	050		1351	"200V,2A,1,STANDARD,DO214AA,RECT DIODE/ES"		ROH	NA	0.5	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00045751	8	3011	050		1351	"1,PNP,NORMAL,100mA,65V,SOT23,BIP,hFE=220"		ROH	NA	0.64	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00003839	2	3011	050		1351	"R LIN,1K8,5%,TK200,100mW,0603"		ROH	NA	0.02	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00002056	2	3011	050		1351	"15nF,5%,50V,X7R,0603,Sn,CER CAP/CC"		ROH	NA	0.06	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00006149	1	3011	050		1351	"1K4,1%,TK100,250mW,1206,LIN RES/"		ROH	NA	0.03	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00024053	3	3011	050		1351	"T FET/SQD15N06-42L,MOS,POWER,N_CHAN,55V,"		ROH	NA	4.29	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00043941	1	3011	050		1351	"13V,800mW,SOD123F,ZENER and 150W TVS/BZD"		ROH	NA	0.52	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00000254	2	3011	050		1351	"11V,350mW,SOT23,ZENER/BZX84-C11/T1"		ROH	NA	0.2	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00000436	3	3011	050		1351	"1,NPN,NORMAL,200mA,40V,SOT23,BIP/PMBT390"		ROH	NA	0.3	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00021335	2	3011	050		1351	"1.24V,30mA,NOT APPLICABLE,SOT23,VOLT REG"		ROH	NA	4.46	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00030436	2	3011	050		1351	"1,N_CHAN,MOS,POWER,55V,30A,14.7mOhm,TO25"		ROH	NA	5.76	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00033510	3	3011	050		1351	"Absolute pressure sensor, 15 to 115kPa,S"		ROH	NA	50.88	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00003825	11	3011	050		1351	"10R,5%,TK250,63mW,0603,LIN RES/RC"		ROH	NA	0.11	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00033676	5	3011	050		1351	"0R1,1W,3.1A,10nH,SHUNT_R_SMP,SHUNT/Preci"		ROH	NA	10.55	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00024979	4	3011	050		1351	"100pF,5%,100V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.16	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344552A	NA	A2C00018819	3	3011	050		1351	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"		ROH	NA	0.27	ES_SID904_HUGO LPL RUVA	NO	4964324787
258493	ZSCR	551	035-1	0	'050	A2C53344555T	NA	A2C00002201	26	3011	050		1351	"10nF,10%,50V,X7R,0603,TINNED,CER CAP/++"		ROH	NA	0.52	ES_SID904_HUGO LPL RUVA	NO	4964324803
258493	ZSCR	551	035-1	0	'050	A2C53344555T	NA	A2C00000345	95	3011	050		1351	"70V,250mA,2,FAST,SOT23,RECT DIODE/BAV70"		ROH	NA	6.65	ES_SID904_HUGO LPL RUVA	NO	4964324803
258493	ZSCR	551	035-1	0	'050	A2C53344555T	NA	A2C00002188	47	3011	050		1351	"6.8nF,10%,100V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.94	ES_SID904_HUGO LPL RUVA	NO	4964324803
258493	ZSCR	551	035-1	0	'050	A2C53344555T	NA	A2C00028175	8	3011	050		1351	"22uF,10%,10V,SMD,TA,ELEC CAP/"		ROH	NA	3.76	ES_SID904_HUGO LPL RUVA	NO	4964324803
258493	ZSCR	551	035-1	0	'050	A2C53344555T	NA	A2C00000412	15	3011	050		1351	"40V,250mA,1,SCHOTTKY,SOT23,RECT DIODE/BA"		ROH	NA	3	ES_SID904_HUGO LPL RUVA	NO	4964324803
258493	ZSCR	551	035-1	0	'050	A2C53344555T	NA	A2C00004463	59	3011	050		1351	"R LIN,10K,1%,TK100,100mW,0603"		ROH	NA	0.59	ES_SID904_HUGO LPL RUVA	NO	4964324803
258493	ZSCR	551	035-1	0	'050	A2C53344555T	NA	A2C00001041	5	3011	050		1351	"2,COMP,0Hz,SO8,OP-COMP/TY30464,LM2903___"		ROH	NA	2.7	ES_SID904_HUGO LPL RUVA	NO	4964324803
258493	ZSCR	551	035-1	0	'050	A2C53344555T	NA	A2C00004519	8	3011	050		1351	"R LIN,2K2,1%,TK100,100mW,0603"		ROH	NA	0.08	ES_SID904_HUGO LPL RUVA	NO	4964324803
258493	ZSCR	551	035-1	0	'050	A2C53344555T	NA	A2C00033270	10	3011	050		1351	"2,PNP,RET,100mA,45V,R<b>=4.7k,R<e-b>=inf"		ROH	NA	1.6	ES_SID904_HUGO LPL RUVA	NO	4964324803
258493	ZSCR	551	035-1	0	'050	A2C53344555T	NA	A2C00004465	49	3011	050		1351	"R LIN,47K,1%,TK100,100mW,0603"		ROH	NA	0.49	ES_SID904_HUGO LPL RUVA	NO	4964324803
258493	ZSCR	551	035-1	0	'050	A2C53344555T	NA	A2C00002211	47	3011	050		1351	"47nF,10%,16V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.94	ES_SID904_HUGO LPL RUVA	NO	4964324803
258493	ZSCR	551	035-1	0	'050	A2C53344555T	NA	A2C00004003	3	3011	050		1351	"22R,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.27	ES_SID904_HUGO LPL RUVA	NO	4964324803
258493	ZSCR	551	035-1	0	'050	A2C53344555T	NA	A2C00002196	24	3011	050		1351	"4.7nF,10%,50V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.48	ES_SID904_HUGO LPL RUVA	NO	4964324803
258493	ZSCR	551	035-1	0	'050	A2C53344555T	NA	A2C00045248	4	3011	050		1351	"100V,20A,2,Common Cathode,SCHOTTKY,TO263"		ROH	NA	12.32	ES_SID904_HUGO LPL RUVA	NO	4964324803
258493	ZSCR	551	035-1	0	'050	A2C53344555T	NA	A2C00002280	249	3011	050		1351	"1nF,5%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	7.47	ES_SID904_HUGO LPL RUVA	NO	4964324803
258493	ZSCR	551	035-1	0	'050	A2C53344555T	NA	A2C00003708	27	3011	050		1351	"R LIN,3K3,5%,TK200,100mW,0603"		ROH	NA	0.27	ES_SID904_HUGO LPL RUVA	NO	4964324803
258493	ZSCR	551	035-1	0	'050	A2C53344555T	NA	A2C00038282	1	3011	050		1351	"390R,1%,TK100,100mW,0603,LIN RES/390R 1%"		ROH	NA	0.01	ES_SID904_HUGO LPL RUVA	NO	4964324803
258493	ZSCR	551	035-1	0	'050	A2C53344555T	NA	A2C00000802	5	3011	050		1351	"2,OP AMP,0Hz,SO8,OP-COMP/LM2904_________"		ROH	NA	2.85	ES_SID904_HUGO LPL RUVA	NO	4964324803
258493	ZSCR	551	035-1	0	'050	A2C53344555T	NA	A2C00030499	41	3011	050		1351	"T FET/Si1539DL,MOS,SMALLSIGNAL,BOTH,30V,"		ROH	NA	30.75	ES_SID904_HUGO LPL RUVA	NO	4964324803
258493	ZSCR	551	035-1	0	'050	A2C53344555T	NA	A2C00007895	7	3011	050		1351	"C CER,C0G,470pF,5%,50V,0603,Sn"		ROH	NA	0.21	ES_SID904_HUGO LPL RUVA	NO	4964324803
258493	ZSCR	551	035-1	0	'050	A2C53344555T	NA	A2C00018966	3	3011	050		1351	"4K7,3650,0805,NTC/B57620-C2472-A262"		ROH	NA	1.95	ES_SID904_HUGO LPL RUVA	NO	4964324803
258493	ZSCR	551	035-1	0	'050	A2C53344555T	NA	A2C00002190	20	3011	050		1351	"2.2nF,10%,50V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.4	ES_SID904_HUGO LPL RUVA	NO	4964324803
258493	ZSCR	551	035-1	0	'050	A2C53344555T	NA	A2C00045687	2	3011	050		1351	"2.5V,15mA,STEP DOWN,SOT23-3,VOLT REG/LM4"		ROH	NA	6.34	ES_SID904_HUGO LPL RUVA	NO	4964324803
258494	ZSCR	551	035-1	0	'050	A2C31624100T	NA	A2C00037013	42	3011	050		1351	"182K,1%,TK100,125mW,0805,LIN RES/MCR10FZ"		ROH	NA	0.84	ES_V8 V10_ALVARO MEDINA	NO	4964324898
258494	ZSCR	551	035-1	0	'050	A2C31624100T	NA	A2C00036997	348	3011	050		1351	"150R,1%,TK100,125mW,0805,LIN RES/CR1/10"		ROH	NA	3.48	ES_V8 V10_ALVARO MEDINA	NO	4964324898
258494	ZSCR	551	035-1	0	'050	A2C31624100T	NA	A2C00037142	21	3011	050		1351	"1K,1%,TK100,250mW,1206,LIN RES/CR1/8 100"		ROH	NA	0.42	ES_V8 V10_ALVARO MEDINA	NO	4964324898
258494	ZSCR	551	035-1	0	'050	A2C31624100T	NA	A2C00003403	74	3011	050		1351	"R LIN,4K7,5%,TK200,125mW,0805"		ROH	NA	0.74	ES_V8 V10_ALVARO MEDINA	NO	4964324898
258494	ZSCR	551	035-1	0	'050	A2C31624100T	NA	A2C00010447	452	3011	050		1351	"4K7,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	4.52	ES_V8 V10_ALVARO MEDINA	NO	4964324898
258494	ZSCR	551	035-1	0	'050	A2C31624100T	NA	A2C00010733	278	3011	050		1351	"0R051,250mW,2.21A,5nH,1206,SHUNT/WSL"		ROH	NA	419.78	ES_V8 V10_ALVARO MEDINA	NO	4964324898
258494	ZSCR	551	035-1	0	'050	A2C31624100T	NA	A2C00004147	12	3011	050		1351	"40K2,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.24	ES_V8 V10_ALVARO MEDINA	NO	4964324898
258494	ZSCR	551	035-1	0	'050	A2C31624100T	NA	A2C00010124	78	3011	050		1351	"6K8,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	1.56	ES_V8 V10_ALVARO MEDINA	NO	4964324898
258494	ZSCR	551	035-1	0	'050	A2C31624100T	NA	A2C00003426	21	3011	050		1351	"R LIN,3K,5%,TK200,125mW,0805"		ROH	NA	0.21	ES_V8 V10_ALVARO MEDINA	NO	4964324898
258494	ZSCR	551	035-1	0	'050	A2C31624100T	NA	A2C00017677	69	3011	050		1351	"R LIN,470R,1%,TK100,100mW,0603"		ROH	NA	0.69	ES_V8 V10_ALVARO MEDINA	NO	4964324898
258494	ZSCR	551	035-1	0	'050	A2C31624100T	NA	A2C00024522	88	3011	050		1351	"1uF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	8.8	ES_V8 V10_ALVARO MEDINA	NO	4964324898
258494	ZSCR	551	035-1	0	'050	A2C31624100T	NA	A2C00010416	2	3011	050		1351	"470pF,10%,50V,X7R,0402,TINNED,CER CAP/VJ"		ROH	NA	0.04	ES_V8 V10_ALVARO MEDINA	NO	4964324898
258494	ZSCR	551	035-1	0	'050	A2C31624100T	NA	A2C00023789	22	3011	050		1351	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.44	ES_V8 V10_ALVARO MEDINA	NO	4964324898
258494	ZSCR	551	035-1	0	'050	A2C31624100T	NA	A2C00310000	8	3011	050		1351	"R LIN,3R3,1%,TK200,125mW,0805"		ROH	NA	1.12	ES_V8 V10_ALVARO MEDINA	NO	4964324898
258494	ZSCR	551	035-1	0	'050	A2C31624100T	NA	A2C00037089	175	3011	050		1351	"41K2,1%,TK100,125mW,0805,LIN RES/MCR10FZ"		ROH	NA	3.5	ES_V8 V10_ALVARO MEDINA	NO	4964324898
258494	ZSCR	551	035-1	0	'050	A2C31624100T	NA	A2C00041399	27	3011	050		1351	"38K3,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.54	ES_V8 V10_ALVARO MEDINA	NO	4964324898
258494	ZSCR	551	035-1	0	'050	A2C31624100T	NA	A2C00004144	72	3011	050		1351	"7K68,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	1.44	ES_V8 V10_ALVARO MEDINA	NO	4964324898
258494	ZSCR	551	035-1	0	'050	A2C31624400T	NA	A2C00037013	288	3011	050		1351	"182K,1%,TK100,125mW,0805,LIN RES/MCR10FZ"		ROH	NA	5.76	ES_V8 V10_ALVARO MEDINA	NO	4964324996
258494	ZSCR	551	035-1	0	'050	A2C31624400T	NA	A2C00036997	440	3011	050		1351	"150R,1%,TK100,125mW,0805,LIN RES/CR1/10"		ROH	NA	4.4	ES_V8 V10_ALVARO MEDINA	NO	4964324996
258494	ZSCR	551	035-1	0	'050	A2C31624400T	NA	A2C00054690	16	3011	050		1351	"1,N_CHAN,MOS,POWER,59V,9A,90mOhm,DPACK,F"		ROH	NA	15.04	ES_V8 V10_ALVARO MEDINA	NO	4964324996
258494	ZSCR	551	035-1	0	'050	A2C31624400T	NA	A2C00003403	229	3011	050		1351	"R LIN,4K7,5%,TK200,125mW,0805"		ROH	NA	2.29	ES_V8 V10_ALVARO MEDINA	NO	4964324996
258494	ZSCR	551	035-1	0	'050	A2C31624400T	NA	A2C00053182	33	3011	050		1351	"680R,5%,TK100,3W,SC3,LIN RES/SMT CHIP RE"		ROH	NA	57.42	ES_V8 V10_ALVARO MEDINA	NO	4964324996
258494	ZSCR	551	035-1	0	'050	A2C31624400T	NA	A2C00010733	175	3011	050		1351	"0R051,250mW,2.21A,5nH,1206,SHUNT/WSL"		ROH	NA	264.25	ES_V8 V10_ALVARO MEDINA	NO	4964324996
258494	ZSCR	551	035-1	0	'050	A2C31624400T	NA	A2C00004147	142	3011	050		1351	"40K2,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	2.84	ES_V8 V10_ALVARO MEDINA	NO	4964324996
258494	ZSCR	551	035-1	0	'050	A2C31624400T	NA	A2C00010124	65	3011	050		1351	"6K8,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	1.3	ES_V8 V10_ALVARO MEDINA	NO	4964324996
