No.Item	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
258496	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00022910	12	3011	050		1351	"C CER,X7R,22nF,10%,25V,0402,Sn"		ROH	NA	0.12	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C40003114	5	3011	050		1351	"R LIN,2K,5%,TK200,250mW,1206"		ROH	NA	0.1	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00000349	56	3011	050		1351	"120V,200mA,1,STANDARD,SOT23,RECT DIODE/B"		ROH	NA	3.92	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00044356	35	3011	050		1351	"10V,1A,1,SCHOTTKY,SOD323,RECT DIODE/BAT6"		ROH	NA	13.3	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00019521	117	3011	050		1351	"22uF,10%,16V,SMD,TA,ELEC CAP/"		ROH	NA	84.24	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00010739	10	3011	050		1351	"10nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.2	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00010445	319	3011	050		1351	"4K7,5%,TK200,63mW,0402,LIN RES/CRCW"		ROH	NA	3.19	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00000576	14	3011	050		1351	"1,PNP,NORMAL,100mA,50V,SOT23,BIP/BCR192"		ROH	NA	1.4	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00010441	240	3011	050		1351	"R LIN,1K,5%,TK200,63mW,0402"		ROH	NA	2.4	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00030703	16	3011	050		1351	"221K,1%,TK100,63mW,0402,LIN RES/"		ROH	NA	0.16	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C40004206	9	3011	050		1351	"R LIN,33K,1%,TK100,63mW,0402"		ROH	NA	0.09	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00010917	3	3011	050		1351	"6K8,5%,TK200,63mW,0402,LIN RES/ERJ"		ROH	NA	0.03	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00010447	30	3011	050		1351	"4K7,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.3	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00003817	20	3011	050		1351	"R LIN,33K,5%,TK200,100mW,0603"		ROH	NA	0.2	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00030963	3	3011	050		1351	"4,EQ ISO,X7R,0612,16V,47nF,20%,20%,CAP A"		ROH	NA	0.81	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00003837	41	3011	050		1351	"R LIN,22K,5%,TK200,100mW,0603"		ROH	NA	0.41	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00034028	148	3011	050		1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	2.96	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00004071	19	3011	050		1351	"100K,1%,TK100,125mW,0805,LIN RES/RC"		ROH	NA	0.38	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00045723	9	3011	050		1351	"1uF,10%,25V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	1.26	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00029254	58	3011	050		1351	"C CER,C0G,68pF,5%,50V,0402,Sn"		ROH	NA	1.16	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00001994	322	3011	050		1351	"1nF,10%,500V,X7R,1206,TINNED,CER CAP/"		ROH	NA	64.4	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00003551	5	3011	050		1351	"R LIN,10K,1%,TK50,250mW,MINIMELF0204"		ROH	NA	0.45	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C40006738	2	3011	050		1351	"C CER,X7R,100nF,10%,16V,C0402,Sn"		ROH	NA	0.04	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00044201	13	3011	050		1351	"600V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	2.21	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00025918	28	3011	050		1351	"10nF,5%,50V,C0G,0805,-,CER CAP/"		ROH	NA	4.48	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C40005330	45	3011	050		1351	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00002578	1	3011	050		1351	"10uF,20%,25V,SMD,TA,ELEC CAP/"		ROH	NA	0.86	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00044356	133	3011	050		1351	"10V,1A,1,SCHOTTKY,SOD323,RECT DIODE/BAT6"		ROH	NA	50.54	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00019521	141	3011	050		1351	"22uF,10%,16V,SMD,TA,ELEC CAP/"		ROH	NA	101.52	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00003779	17	3011	050		1351	"R LIN,100R,5%,TK200,100mW,0603"		ROH	NA	0.17	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00010441	57	3011	050		1351	"R LIN,1K,5%,TK200,63mW,0402"		ROH	NA	0.57	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00008633	5	3011	050		1351	"470nF,10%,25V,X7R,1206,TINNED,CER CAP/"		ROH	NA	0.8	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00010739	2	3011	050		1351	"10nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.04	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00019601	47	3011	050		1351	"2K2,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.47	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00047861	8	3011	050		1351	"5V,70mA,NOT APPLICABLE,SO8,VOLT REG/NCV8"		ROH	NA	10.08	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00022909	15	3011	050		1351	"2.2nF,10%,50V,X7R,0402,TINNED,CER CAP/C1"		ROH	NA	0.3	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00010445	245	3011	050		1351	"4K7,5%,TK200,63mW,0402,LIN RES/CRCW"		ROH	NA	2.45	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00030963	8	3011	050		1351	"4,EQ ISO,X7R,0612,16V,47nF,20%,20%,CAP A"		ROH	NA	2.16	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00034028	35	3011	050		1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.7	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00006610	1	3011	050		1351	"10K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.01	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00010416	1	3011	050		1351	"470pF,10%,50V,X7R,0402,TINNED,CER CAP/VJ"		ROH	NA	0.02	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00020090	53	3011	050		1351	"C CER,X7R,47nF,10%,16V,0402,Sn"		ROH	NA	1.06	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00000262	426	3011	050		1351	"Dual 40W,22V,SOT23, common cathode SUP D"		ROH	NA	63.9	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00058879	157	3011	050		1351	"R LIN,150R,5%,TK200,250mW,1206"		ROH	NA	3.14	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00004071	36	3011	050		1351	"100K,1%,TK100,125mW,0805,LIN RES/RC"		ROH	NA	0.72	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00021174	17	3011	050		1351	"7K15,1%,TK100,63mW,0402,LIN RES/Thick Fi"		ROH	NA	0.17	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00000609	116	3011	050		1351	"1,N_CHAN,-,SMALLSIGNAL,50V,200mA,3.5Ohm,"		ROH	NA	25.52	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00018200	18	3011	050		1351	"100uH,200mA,SMD,COIL/SMT 100uH, 200mA In"		ROH	NA	11.7	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C40020142	726	3011	050		1351	"R LIN,470R,5%,TK200,250mW,1206"		ROH	NA	14.52	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00026630	8	3011	050		1351	"2.2nF,10%,100V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.16	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00025918	17	3011	050		1351	"10nF,5%,50V,C0G,0805,-,CER CAP/"		ROH	NA	2.72	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00019595	9	3011	050		1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.09	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00045453	1	3011	050		1351	"4,GATE,14 PIN TSSOP,LOGIC/MC74HC02A - Co"		ROH	NA	0.46	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00045900	77	3011	050		1351	"C CER,X7R,470nF,10%,16V,0603,Sn,STANDARD"		ROH	NA	4.62	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00013094	29	3011	050		1351	"220pF,5%,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.58	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00044894	20	3011	050		1351	"20MHz,40ppm,5.0 x 3.2,QUARTZ CRYSTAL/NX5"		ROH	NA	51.2	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00044201	21	3011	050		1351	"600V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	3.57	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00002578	3	3011	050		1351	"10uF,20%,25V,SMD,TA,ELEC CAP/"		ROH	NA	2.58	ES_EMS 2208_ARTURO NERI	NO	4964324619
258496	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00002014	1	3011	050		1351	"100nF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.05	ES_EMS 2208_ARTURO NERI	NO	4964324587
258496	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00010739	17	3011	050		1351	"10nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.34	ES_EMS 2208_ARTURO NERI	NO	4964324587
258496	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00008191	3	3011	050		1351	"R LIN,22K,1%,TK100,100mW,0603"		ROH	NA	0.03	ES_EMS 2208_ARTURO NERI	NO	4964324587
258496	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00010441	39	3011	050		1351	"R LIN,1K,5%,TK200,63mW,0402"		ROH	NA	0.39	ES_EMS 2208_ARTURO NERI	NO	4964324587
258496	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00021336	34	3011	050		1351	"10V,3A,1,SCHOTTKY,SOD323,RECT DIODE/BAT6"		ROH	NA	12.58	ES_EMS 2208_ARTURO NERI	NO	4964324587
258496	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00000414	5	3011	050		1351	"70V,140mA,2,STANDARD,SOT23,RECT DIODE/BA"		ROH	NA	0.55	ES_EMS 2208_ARTURO NERI	NO	4964324587
258496	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00000576	1	3011	050		1351	"1,PNP,NORMAL,100mA,50V,SOT23,BIP/BCR192"		ROH	NA	0.1	ES_EMS 2208_ARTURO NERI	NO	4964324587
258496	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00048279	14	3011	050		1351	"4,EQ ISO,konvex 1206,100R,5%,63mW,NET RE"		ROH	NA	0.84	ES_EMS 2208_ARTURO NERI	NO	4964324587
258496	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00000522	21	3011	050		1351	"1,PNP,NORMAL,200mA,45V,SOT23,BIP/BC857B"		ROH	NA	1.47	ES_EMS 2208_ARTURO NERI	NO	4964324587
258496	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00032093	6	3011	050		1351	"24K,1%,TK100,63mW,0402,LIN RES/chip Resi"		ROH	NA	0.06	ES_EMS 2208_ARTURO NERI	NO	4964324587
258496	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00010455	26	3011	050		1351	"120K,1%,TK100,63mW,0603,LIN RES/CRCW"		ROH	NA	0.26	ES_EMS 2208_ARTURO NERI	NO	4964324587
258496	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00010445	80	3011	050		1351	"4K7,5%,TK200,63mW,0402,LIN RES/CRCW"		ROH	NA	0.8	ES_EMS 2208_ARTURO NERI	NO	4964324587
258496	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00010904	3	3011	050		1351	"R LIN,2K,5%,TK200,63mW,0402"		ROH	NA	0.03	ES_EMS 2208_ARTURO NERI	NO	4964324587
258496	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00006610	53	3011	050		1351	"10K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.53	ES_EMS 2208_ARTURO NERI	NO	4964324587
258496	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00003837	58	3011	050		1351	"R LIN,22K,5%,TK200,100mW,0603"		ROH	NA	0.58	ES_EMS 2208_ARTURO NERI	NO	4964324587
258496	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00004071	11	3011	050		1351	"100K,1%,TK100,125mW,0805,LIN RES/RC"		ROH	NA	0.22	ES_EMS 2208_ARTURO NERI	NO	4964324587
258496	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00017675	1	3011	050		1351	"82pF,5%,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.01	ES_EMS 2208_ARTURO NERI	NO	4964324587
258496	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00000609	20	3011	050		1351	"1,N_CHAN,-,SMALLSIGNAL,50V,200mA,3.5Ohm,"		ROH	NA	4.4	ES_EMS 2208_ARTURO NERI	NO	4964324587
258496	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00001994	29	3011	050		1351	"1nF,10%,500V,X7R,1206,TINNED,CER CAP/"		ROH	NA	5.8	ES_EMS 2208_ARTURO NERI	NO	4964324587
258496	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00006609	2	3011	050		1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.02	ES_EMS 2208_ARTURO NERI	NO	4964324587
258496	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00026152	3	3011	050		1351	"1,P_CHAN,MOS,POWER,60V,9.7A,400mOhm,TO25"		ROH	NA	3.63	ES_EMS 2208_ARTURO NERI	NO	4964324587
258496	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00234900	7	3011	050		1351	"ATIC94, HiQUAD64, 12V, 16fold LOW SIDE D"		ROH	NA	263.48	ES_EMS 2208_ARTURO NERI	NO	4964324587
258496	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00002578	3	3011	050		1351	"10uF,20%,25V,SMD,TA,ELEC CAP/"		ROH	NA	2.58	ES_EMS 2208_ARTURO NERI	NO	4964324587
258497	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00044452	61	3011	050		1351	"L COIL/-,10uH,1.81A,SMD"		ROH	NA	9.76	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00010739	16	3011	050		1351	"10nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.32	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00046692	2	3011	050		1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.06	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00022976	1	3011	050		1351	"15pF,5%,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.01	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00039386	10	3011	050		1351	"17V,52V,0603,VARISTOR/AVR"		ROH	NA	2	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00000415	66	3011	050		1351	"70V,250mA,2,STANDARD,SOT23,RECT DIODE/BA"		ROH	NA	7.26	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00000576	6	3011	050		1351	"1,PNP,NORMAL,100mA,50V,SOT23,BIP/BCR192"		ROH	NA	0.6	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00011061	1	3011	050		1351	"1,NPN,NORMAL,100mA,50V,SOT323_3,BIP/BCR1"		ROH	NA	0.09	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00010455	18	3011	050		1351	"120K,1%,TK100,63mW,0603,LIN RES/CRCW"		ROH	NA	0.18	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00004347	1	3011	050		1351	"82K5,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.01	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00004486	2	3011	050		1351	"R LIN,470K,1%,TK100,100mW,0603"		ROH	NA	0.02	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00060022	6	3011	050		1351	"1,NPN,RET,100mA,50V,SOT-23,BIP,R1=4.7k,"		ROH	NA	0.48	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00020090	27	3011	050		1351	"C CER,X7R,47nF,10%,16V,0402,Sn"		ROH	NA	0.54	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00004583	6	3011	050		1351	"680K,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.06	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00027042	5	3011	050		1351	"2K67,1%,TK100,250mW,1206,LIN RES/"		ROH	NA	0.1	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00031045	7	3011	050		1351	"150K,1%,TK100,63mW,0402,LIN RES/"		ROH	NA	0.07	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00454500	4	3011	050		1351	"D REC/BAV70W,100V,175mA,SOT323_3,0s"		ROH	NA	0.32	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00044894	6	3011	050		1351	"20MHz,40ppm,5.0 x 3.2,QUARTZ CRYSTAL/NX5"		ROH	NA	15.36	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00020280	4	3011	050		1351	"100pF,5%,50V,C0G,0603,TINNED,CER CAP/VJ"		ROH	NA	0.36	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250093	NA	A2C00024522	3	3011	050		1351	"1uF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.3	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00032133	8	3011	050		1351	"1,N_CHAN,MOS,POWER,55V,35A,70mOhm,D2PACK"		ROH	NA	17.44	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00022909	12	3011	050		1351	"2.2nF,10%,50V,X7R,0402,TINNED,CER CAP/C1"		ROH	NA	0.24	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00007529	10	3011	050		1351	"49K9,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.1	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00022910	10	3011	050		1351	"C CER,X7R,22nF,10%,25V,0402,Sn"		ROH	NA	0.1	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C40006170	3	3011	050		1351	"C CER,X7R,150nF,10%,25V,1206,Sn"		ROH	NA	0.36	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00030499	8	3011	050		1351	"T FET/Si1539DL,MOS,SMALLSIGNAL,BOTH,30V,"		ROH	NA	6	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C40005235	22	3011	050		1351	"D ZEN/-,27V,200mW,SOD323"		ROH	NA	2.42	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00039680	1	3011	050		1351	"1,TRIGGER,SOT353,LOGIC/74LVC1G17GW"		ROH	NA	0.25	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00002196	8	3011	050		1351	"4.7nF,10%,50V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.16	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00018230	2	3011	050		1351	"400V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	0.34	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00020895	4	3011	050		1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	0.32	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00006952	1	3011	050		1351	"C CER,X7R,100nF,10%,16V,0603,Sn,STANDARD"		ROH	NA	0.02	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00039040	1	3011	050		1351	"C CER,X7R,100nF,10%,50V,0805,Sn ++ open"		ROH	NA	0.07	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00010733	1	3011	050		1351	"0R051,250mW,2.21A,5nH,1206,SHUNT/WSL"		ROH	NA	1.51	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00010739	3	3011	050		1351	"10nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.06	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00024522	33	3011	050		1351	"1uF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	3.3	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
258497	ZSCR	551	035-1	0	'050	A2C3278250092	NA	A2C00034771	6	3011	050		1351	"Dual 12V,300mW,SOT23, common cathode, ZE"		ROH	NA	1.14	ES_SIMOS 12.2_SAMUEL ME	NO	4964324880
