No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	 	 	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP	
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C40002657	30	3011	054	 	1351	"D SUP/MMBZ27VDA,SOT23"		ROH	NA	6.3	PS_ARAMIS III_F.FERNAND	NO		
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00035033	12	3011	054	 	1351	"1,N_CHAN,MOS,POWER,55V,23A,40mOhm,TO252/"		ROH	NA	18.24	PS_ARAMIS III_F.FERNAND	NO		
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00008506	13	3011	054	 	1351	"0R1,5%,TK100,1W,MELF0207,LIN RES/MMB"		ROH	NA	8.06	PS_ARAMIS III_F.FERNAND	NO		
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00029576	82	3011	054	 	1351	"C CER,X7R,2.2uF,10%,16V,0805,Sn"		ROH	NA	8.2	PS_ARAMIS III_F.FERNAND	NO		
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00037383	11	3011	054	 	1351	"TA CAP,TA,22uF,10%,25V,SMD"		ROH	NA	19.8	PS_ARAMIS III_F.FERNAND	NO		
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00054901	7	3011	054	 	1351	"IC MEM/M95128-WDW3TP/PC,A1,128KBit,EEPRO"		ROH	NA	20.02	PS_ARAMIS III_F.FERNAND	NO		
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00010918	19	3011	054	 	1351	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	0.19	PS_ARAMIS III_F.FERNAND	NO		
548531	11/11/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00039667	154	3011	054	 	1351	"22K,0.1%,TK25,100mW,0603,LIN RES/"		ROH	NA	44.66	PS_ARAMIS III_F.FERNAND	NO		
548535	11/11/2014	ZSCR	551	035-1	0	'054	A2C9449080092	NA	A2C00010444	1	3011	054	 	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.01	PS_HONDA HRS5_N.NORTON	NO		
548535	11/11/2014	ZSCR	551	035-1	0	'054	A2C9449080092	NA	A2C00019595	6	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.06	PS_HONDA HRS5_N.NORTON	NO		
548535	11/11/2014	ZSCR	551	035-1	0	'054	A2C9449080092	NA	A2C00052689	40	3011	054	 	1351	"R LIN,3K24,1%,TK100,63mW,0402"		ROH	NA	0.4	PS_HONDA HRS5_N.NORTON	NO		
548535	11/11/2014	ZSCR	551	035-1	0	'054	A2C9449080093	NA	A2C00004500	12	3011	054	 	1351	"R LIN,56K2,1%,TK100,100mW,0603"		ROH	NA	0.12	PS_HONDA HRS5_N.NORTON	NO		
548535	11/11/2014	ZSCR	551	035-1	0	'054	A2C9449080093	NA	A2C00004349	1	3011	054	 	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.01	PS_HONDA HRS5_N.NORTON	NO		
548535	11/11/2014	ZSCR	551	035-1	0	'054	A2C9449080092	NA	A2C00006609	67	3011	054	 	1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.67	PS_HONDA HRS5_N.NORTON	NO		
548535	11/11/2014	ZSCR	551	035-1	0	'054	A2C9449080092	NA	A2C00007729	6	3011	054	 	1351	"R LIN,12K4,1%,TK100,100mW,0603"		ROH	NA	0.06	PS_HONDA HRS5_N.NORTON	NO		
548535	11/11/2014	ZSCR	551	035-1	0	'054	A2C9202530092	NA	A2C00004555	1	3011	054	 	1351	"R LIN,2K,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_HONDA HRS5_N.NORTON	NO		
548535	11/11/2014	ZSCR	551	035-1	0	'054	A2C9219090092	NA	A2C00052689	3	3011	054	 	1351	"R LIN,3K24,1%,TK100,63mW,0402"		ROH	NA	0.03	PS_HONDA HRS5_N.NORTON	NO		
548535	11/11/2014	ZSCR	551	035-1	0	'054	A2C9219090092	NA	A2C00011220	2	3011	054	 	1351	"R LIN,33K2,1%,TK100,63mW,0402"		ROH	NA	0.02	PS_HONDA HRS5_N.NORTON	NO		
548535	11/11/2014	ZSCR	551	035-1	0	'054	A2C9219090092	NA	A2C00059153	1	3011	054	 	1351	"4K99,0.1%,TK25,100mW,0603,LIN RES/"		ROH	NA	0.23	PS_HONDA HRS5_N.NORTON	NO		
548535	11/11/2014	ZSCR	551	035-1	0	'054	A2C9219090093	NA	A2C00004500	3	3011	054	 	1351	"R LIN,56K2,1%,TK100,100mW,0603"		ROH	NA	0.03	PS_HONDA HRS5_N.NORTON	NO		
548535	11/11/2014	ZSCR	551	035-1	0	'054	A2C9219090093	NA	A2C00025460	1	3011	054	 	1351	"R LIN,330R,5%,TK200,63mW,0402"		ROH	NA	0.01	PS_HONDA HRS5_N.NORTON	NO		
548535	11/11/2014	ZSCR	551	035-1	0	'054	A2C9219090093	NA	A2C00010444	1	3011	054	 	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.01	PS_HONDA HRS5_N.NORTON	NO		
548535	11/11/2014	ZSCR	551	035-1	0	'054	A2C9202530092	NA	A2C00010877	1	3011	054	 	1351	"R LIN,3K24,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_HONDA HRS5_N.NORTON	NO		
548535	11/11/2014	ZSCR	551	035-1	0	'054	A2C9202530092	NA	A2C00041199	11	3011	054	 	1351	"1K5,1%,TK100,63mW,0402,LIN RES/ERJ R"		ROH	NA	0.11	PS_HONDA HRS5_N.NORTON	NO		
548535	11/11/2014	ZSCR	551	035-1	0	'054	A2C9219090092	NA	A2C00007729	1	3011	054	 	1351	"R LIN,12K4,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_HONDA HRS5_N.NORTON	NO		
548537	11/11/2014	ZSCR	551	035-1	0	'054	A2C8483530093	NA	A2C00006609	5	3011	054	 	1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.05	PS_VW10 LC_N.NORTON MAR	NO		
548537	11/11/2014	ZSCR	551	035-1	0	'054	A2C8483530093	NA	A2C00018819	2	3011	054	 	1351	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"		ROH	NA	0.14	PS_VW10 LC_N.NORTON MAR	NO		
548537	11/11/2014	ZSCR	551	035-1	0	'054	A2C8483530093	NA	A2C00071500	9	3011	054	 	1351	"D REC/SBAV99WT1G,70V,200mA,SOT323_3,0s"		ROH	NA	0.72	PS_VW10 LC_N.NORTON MAR	NO		
548537	11/11/2014	ZSCR	551	035-1	0	'054	A2C8483530093	NA	A2C00006616	20	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.2	PS_VW10 LC_N.NORTON MAR	NO		
548537	11/11/2014	ZSCR	551	035-1	0	'054	A2C8483530093	NA	A2C00010444	40	3011	054	 	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.4	PS_VW10 LC_N.NORTON MAR	NO		
548537	11/11/2014	ZSCR	551	035-1	0	'054	A2C8483530093	NA	A2C00025460	65	3011	054	 	1351	"R LIN,330R,5%,TK200,63mW,0402"		ROH	NA	0.65	PS_VW10 LC_N.NORTON MAR	NO		
548537	11/11/2014	ZSCR	551	035-1	0	'054	A2C8483530093	NA	A2C00007265	39	3011	054	 	1351	"1,NPN,NORMAL,100mA,1.5V,SOT23,BIP/BCR112"		ROH	NA	3.51	PS_VW10 LC_N.NORTON MAR	NO		
548537	11/11/2014	ZSCR	551	035-1	0	'054	A2C8483530093	NA	A2C00002112	15	3011	054	 	1351	"6.8pF,0.25pF,50V,C0G,0603,TINNED,CER CAP"		ROH	NA	0.45	PS_VW10 LC_N.NORTON MAR	NO		
548537	11/11/2014	ZSCR	551	035-1	0	'054	A2C8483530093	NA	A2C00046692	16	3011	054	 	1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.32	PS_VW10 LC_N.NORTON MAR	NO		
548537	11/11/2014	ZSCR	551	035-1	0	'054	A2C8483530093	NA	A2C00010877	25	3011	054	 	1351	"R LIN,3K24,1%,TK100,100mW,0603"		ROH	NA	0.25	PS_VW10 LC_N.NORTON MAR	NO		
548537	11/11/2014	ZSCR	551	035-1	0	'054	A2C8483530093	NA	A2C00037377	1	3011	054	 	1351	"6.8uH,570mA,SMD,COIL/SIMID 1210-H100"		ROH	NA	0.25	PS_VW10 LC_N.NORTON MAR	NO		
548537	11/11/2014	ZSCR	551	035-1	0	'054	A2C8483530093	NA	A2C00004368	22	3011	054	 	1351	"R LIN,100K,1%,TK100,100mW,0603"		ROH	NA	0.22	PS_VW10 LC_N.NORTON MAR	NO		
548537	11/11/2014	ZSCR	551	035-1	0	'054	A2C8483530093	NA	A2C00004324	10	3011	054	 	1351	"R LIN,22K1,1%,TK100,100mW,0603"		ROH	NA	0.1	PS_VW10 LC_N.NORTON MAR	NO		
548537	11/11/2014	ZSCR	551	035-1	0	'054	A2C8483530093	NA	A2C00004338	1	3011	054	 	1351	"R LIN,8K25,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_VW10 LC_N.NORTON MAR	NO		
548537	11/11/2014	ZSCR	551	035-1	0	'054	A2C8483530093	NA	A2C00002056	82	3011	054	 	1351	"15nF,5%,50V,X7R,0603,Sn,CER CAP/CC"		ROH	NA	2.46	PS_VW10 LC_N.NORTON MAR	NO		
548537	11/11/2014	ZSCR	551	035-1	0	'054	A2C8483530092	NA	A2C00029072	2	3011	054	 	1351	"10nF,10%,50V,X7R,0603,TINNED,CER CAP/GCM"		ROH	NA	0.02	PS_VW10 LC_N.NORTON MAR	NO		
548537	11/11/2014	ZSCR	551	035-1	0	'054	A2C8483530092	NA	A2C00034044	3	3011	054	 	1351	"1,N_CHAN,LL,MOS,POWER,55V,15A,69mOhm,TO2"		ROH	NA	3.24	PS_VW10 LC_N.NORTON MAR	NO		
548537	11/11/2014	ZSCR	551	035-1	0	'054	A2C8483530092	NA	A2C00006609	197	3011	054	 	1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	1.97	PS_VW10 LC_N.NORTON MAR	NO		
548537	11/11/2014	ZSCR	551	035-1	0	'054	A2C8483530092	NA	A2C00004338	7	3011	054	 	1351	"R LIN,8K25,1%,TK100,100mW,0603"		ROH	NA	0.07	PS_VW10 LC_N.NORTON MAR	NO		
548537	11/11/2014	ZSCR	551	035-1	0	'054	A2C8483530092	NA	A2C00004368	15	3011	054	 	1351	"R LIN,100K,1%,TK100,100mW,0603"		ROH	NA	0.15	PS_VW10 LC_N.NORTON MAR	NO		
548537	11/11/2014	ZSCR	551	035-1	0	'054	A2C8483530092	NA	A2C00010444	4	3011	054	 	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.04	PS_VW10 LC_N.NORTON MAR	NO		
548537	11/11/2014	ZSCR	551	035-1	0	'054	A2C8483530092	NA	A2C00006616	26	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.26	PS_VW10 LC_N.NORTON MAR	NO		
548537	11/11/2014	ZSCR	551	035-1	0	'054	A2C8483530092	NA	A2C00017564	1	3011	054	 	1351	"0R2,5%,TK100,1W,MELF0207,LIN RES/MMB"		ROH	NA	0.62	PS_VW10 LC_N.NORTON MAR	NO		
548539	11/11/2014	ZSCR	551	035-1	0	'054	A2C9666050092	NA	A2C00003490	5	3011	054	 	1351	"3R3,5%,TK500,250mW,1206,LIN RES/"		ROH	NA	0.1	PS_FIAT BRAZIL_N.NORTON	NO		
548539	11/11/2014	ZSCR	551	035-1	0	'054	A2C9666050093	NA	A2C00051989	14	3011	054	 	1351	"100uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	12.46	PS_FIAT BRAZIL_N.NORTON	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663150092	NA	A2C00044348	13	3011	054	 	1351	"1,PNP,NORMAL,100mA,45V,SOT323,BIP,hFE=22"		ROH	NA	1.04	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663150092	NA	A2C40002657	12	3011	054	 	1351	"D SUP/MMBZ27VDA,SOT23"		ROH	NA	2.52	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663150092	NA	A2C00018432	3	3011	054	 	1351	"70V,250mA,4,FAST,SOT363,RECT DIODE/BAV70"		ROH	NA	0.54	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663150093	NA	A2C40005330	2	3011	054	 	1351	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663150093	NA	A2C00019591	30	3011	054	 	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.3	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663150093	NA	A2C00023857	1	3011	054	 	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	0.33	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663150093	NA	A2C00051999	2	3011	054	 	1351	"2.2mF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	15.88	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663150093	NA	A2C00006609	6	3011	054	 	1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.06	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663150093	NA	A2C00039667	42	3011	054	 	1351	"22K,0.1%,TK25,100mW,0603,LIN RES/"		ROH	NA	12.18	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663150093	NA	A2C00033919	2	3011	054	 	1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	0.26	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663150093	NA	A2C00023656	1	3011	054	 	1351	"1,PNP,RET,0A,0V,SOT323_3,BIP/BCR183W or"		ROH	NA	0.09	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663150093	NA	A2C00052851	5	3011	054	 	1351	"10R,1%,TK100,125mW,0805,LIN RES/D12 100"		ROH	NA	0.05	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663150093	NA	A2C00031355	1	3011	054	 	1351	"200V,250mA,1,FAST,SOD323,RECT DIODE/BAS2"		ROH	NA	0.1	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663150093	NA	A2C00037882	3	3011	054	 	1351	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	0.03	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663150093	NA	A2C00046692	7	3011	054	 	1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.14	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663150092	NA	A2C00010918	2	3011	054	 	1351	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	0.02	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663150092	NA	A2C00052851	4	3011	054	 	1351	"10R,1%,TK100,125mW,0805,LIN RES/D12 100"		ROH	NA	0.04	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663150092	NA	A2C52003076	1	3011	054	 	1351	"1,PNP,NORMAL,1.5A,80V,SOT223,BIP/BCP53-1"		ROH	NA	0.32	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663150092	NA	A2C00006609	3	3011	054	 	1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.03	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663150092	NA	A2C00028102	13	3011	054	 	1351	"2,OP AMP,0Hz,TSSOP8,OP-COMP/TLC2272-QPW"		ROH	NA	23.01	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663150092	NA	A2C00035287	5	3011	054	 	1351	"60V,2A,1,SCHOTTKY,SMB,RECT DIODE/SS26"		ROH	NA	2.4	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9711790093	NA	A2C00023857	1	3011	054	 	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	0.33	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9711790093	NA	A2C00038152	1	3011	054	 	1351	"18V,40W,SOT23,TVS & ZENER/SZMMBZ18VALT"		ROH	NA	0.15	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9711790093	NA	A2C00051999	4	3011	054	 	1351	"2.2mF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	31.76	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9711790093	NA	A2C00039667	7	3011	054	 	1351	"22K,0.1%,TK25,100mW,0603,LIN RES/"		ROH	NA	2.03	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9711790093	NA	A2C00033919	1	3011	054	 	1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	0.13	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9711790093	NA	A2C00010465	1	3011	054	 	1351	"10K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.01	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9711790093	NA	A2C52003076	2	3011	054	 	1351	"1,PNP,NORMAL,1.5A,80V,SOT223,BIP/BCP53-1"		ROH	NA	0.64	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9711790093	NA	A2C00031355	3	3011	054	 	1351	"200V,250mA,1,FAST,SOD323,RECT DIODE/BAS2"		ROH	NA	0.3	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9711790093	NA	A2C40002657	10	3011	054	 	1351	"D SUP/MMBZ27VDA,SOT23"		ROH	NA	2.1	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663150092	NA	A2C40005330	15	3011	054	 	1351	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663150092	NA	A2C00019591	26	3011	054	 	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.26	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9711790092	NA	A2C00010918	1	3011	054	 	1351	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	0.01	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9711790092	NA	A2C00004349	1	3011	054	 	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.01	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9711790092	NA	A2C00052851	2	3011	054	 	1351	"10R,1%,TK100,125mW,0805,LIN RES/D12 100"		ROH	NA	0.02	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9711790092	NA	A2C00063123	1	3011	054	 	1351	"Q QUARTZ/NX3225GB,16MHz,NX3225GB"		ROH	NA	1.81	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9711790092	NA	A2C00044348	1	3011	054	 	1351	"1,PNP,NORMAL,100mA,45V,SOT323,BIP,hFE=22"		ROH	NA	0.08	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9711790092	NA	A2C40002657	15	3011	054	 	1351	"D SUP/MMBZ27VDA,SOT23"		ROH	NA	3.15	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9711790092	NA	A2C00006609	2	3011	054	 	1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.02	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9711790092	NA	A2C00028102	1	3011	054	 	1351	"2,OP AMP,0Hz,TSSOP8,OP-COMP/TLC2272-QPW"		ROH	NA	1.77	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9711790092	NA	A2C00006616	1	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.01	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9711790092	NA	A2C00033760	2	3011	054	 	1351	"220nF,10%,50V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	0.12	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9711790092	NA	A2C00035287	5	3011	054	 	1351	"60V,2A,1,SCHOTTKY,SMB,RECT DIODE/SS26"		ROH	NA	2.4	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9711790092	NA	A2C00031133	1	3011	054	 	1351	"R LIN,12K4,1%,TK100,63mW,0402"		ROH	NA	0.01	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663160093	NA	A2C00033760	230	3011	054	 	1351	"220nF,10%,50V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	13.8	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663160093	NA	A2C00051989	88	3011	054	 	1351	"100uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	78.32	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663160093	NA	A2C00010444	27	3011	054	 	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.27	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663160093	NA	A2C00004324	1	3011	054	 	1351	"R LIN,22K1,1%,TK100,100mW,0603"		ROH	NA	0.01	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663160093	NA	A2C00023857	104	3011	054	 	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	34.32	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663160093	NA	A2C00039667	165	3011	054	 	1351	"22K,0.1%,TK25,100mW,0603,LIN RES/"		ROH	NA	47.85	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663160093	NA	A2C00052851	12	3011	054	 	1351	"10R,1%,TK100,125mW,0805,LIN RES/D12 100"		ROH	NA	0.12	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663160093	NA	A2C00292100	3	3011	054	 	1351	"SEN/SYCAMORE,ACC, XY, 100g,OHT"		ROH	NA	38.4	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663160093	NA	A2C00037882	3	3011	054	 	1351	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	0.03	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663160092	NA	A2C00010918	39	3011	054	 	1351	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	0.39	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663160092	NA	A2C00052851	140	3011	054	 	1351	"10R,1%,TK100,125mW,0805,LIN RES/D12 100"		ROH	NA	1.4	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663160092	NA	A2C00044348	240	3011	054	 	1351	"1,PNP,NORMAL,100mA,45V,SOT323,BIP,hFE=22"		ROH	NA	19.2	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663160092	NA	A2C40002657	56	3011	054	 	1351	"D SUP/MMBZ27VDA,SOT23"		ROH	NA	11.76	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663160092	NA	A2C00035287	303	3011	054	 	1351	"60V,2A,1,SCHOTTKY,SMB,RECT DIODE/SS26"		ROH	NA	145.44	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663160092	NA	A2C00033760	335	3011	054	 	1351	"220nF,10%,50V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	20.1	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663160092	NA	A2C00020588	89	3011	054	 	1351	"R LIN,82R5,1%,TK100,100mW,0603"		ROH	NA	0.89	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663160092	NA	A2C00028102	277	3011	054	 	1351	"2,OP AMP,0Hz,TSSOP8,OP-COMP/TLC2272-QPW"		ROH	NA	490.29	PSAD_DAIMLER STAR 2_N.N	NO		
548544	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663160092	NA	A2C00019591	73	3011	054	 	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.73	PSAD_DAIMLER STAR 2_N.N	NO		
548545	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663160092	NA	A2C00028102	2	3011	054	 	1351	"2,OP AMP,0Hz,TSSOP8,OP-COMP/TLC2272-QPW"		ROH	NA	3.54	PSAD_DAIMLER STAR 2_N.N	NO		
548545	11/11/2014	ZSCR	551	035-1	0	'054	A2C9663160092	NA	A2C40002657	7	3011	054	 	1351	"D SUP/MMBZ27VDA,SOT23"		ROH	NA	1.47	PSAD_DAIMLER STAR 2_N.N	NO		
