No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP		
600902	19/03/2015	ZSCR	551	034-2	NA	'050	A2C32291400	NA	A2C32464500	20	1342	NA	ROH	NA	111	S1_RKE FOB CUSW_A.ADRIA	NO	4988225242		
601116	19/03/2015	ZSCR	551	030-1	NA	'050	A2C8216760092	NA	A2C82135300	4	1301	NA	ROH	NA	116.6	S1_WK_WD RFHUB_A.ADRIAN	NO	4988224988		
601118	19/03/2015	ZSCR	551	030-1	NA	'050	A2C8216760092	NA	A2C82135300	4	1301	NA	ROH	NA	116.6	S1_WK_WD RFHUB_A.ADRIAN	NO	4988224988		
601291	19/03/2015	ZSCR	551	034-2	NA	'050	A2C32297100	NA	A2C32464500	20	1342	NA	ROH	NA	111	S1_RKE FOB CUSW_A.ADRIA	NO	4988225731		
601587	20/03/2015	ZSCR	551	040-2	NA	'015	A2C73637000	NA	A2C73637200	1	1402	NA	ROH	NA	7.06	S1_CBC MY15_. (APROBAC	NO			
601593	20/03/2015	ZSCR	551	034-2	NA	'015	A2C73785402	NA	A2C73637100	6	1342	NA	ROH	NA	146.46	S1_CBC MY15_. (APROBAC	NO	4988224351		
601596	20/03/2015	ZSCR	551	022-2	NA	'050	A2C81624400	NA	A2C82135300	28	1222	NA	ROH	NA	816.2	S1_WK_WD RFHUB_A.ADRIAN	NO	4988223675		
601597	20/03/2015	ZSCR	551	034-2	NA	'050	A2C8216760092	NA	A2C82135300	8	1342	NA	ROH	NA	233.2	S1_WK_WD RFHUB_A.ADRIAN	NO			
601920	21/03/2015	ZSCR	551	040-2	NA	'015	A2C73637000	NA	A2C73637100	1	1402	NA	ROH	NA	24.41	S1_CBC MY15_. (APROBAC	NO			
601933	21/03/2015	ZSCR	551	034-2	NA	'050	A2C73789705	NA	A2C00184100	12	1342	NA	ROH	NA	174.12	S1_CBC MY15_. (APROBAC	NO			
601933	21/03/2015	ZSCR	551	034-2	NA	'050	A2C73789705	NA	A2C00278300	2	1342	NA	ROH	NA	48.82	S1_CBC MY15_. (APROBAC	NO			
601934	21/03/2015	ZSCR	551	034-2	NA	'050	A2C73789705	NA	A2C00062486	3	1342	NA	ROH	NA	24.99	S1_CBC MY15_. (APROBAC	NO			
601934	21/03/2015	ZSCR	551	034-2	NA	'050	A2C73789705	NA	A2C00184100	10	1342	NA	ROH	NA	145.1	S1_CBC MY15_. (APROBAC	NO			
601934	21/03/2015	ZSCR	551	034-2	NA	'050	A2C73789705	NA	A2C00278300	3	1342	NA	ROH	NA	73.23	S1_CBC MY15_. (APROBAC	NO			
602194	22/03/2015	ZSCR	551	034-2	NA	'050	A2C73789705	NA	A2C73599005	2	1342	NA	ROH	NA	159.58	S1_CBC MY15_. (APROBAC	NO			
602375	22/03/2015	ZSCR	551	034-2	NA	'050	A2C73552601S	NA	A2C38081500	20	1342	NA	ROH	NA	81	S1_PASE FOB CUSW_A.ADRI	NO			
602515	23/03/2015	ZSCR	551	022-2	NA	'015	A2C73937301	NA	A2C73750100	15	1222	NA	ROH	NA	170.85	S1_PASE FOB CUSW_A.ADRI	NO	4988223577		
602515	23/03/2015	ZSCR	551	022-2	NA	'015	A2C73937401	NA	A2C73750200	71	1222	NA	ROH	NA	827.86	S1_PASE FOB CUSW_A.ADRI	NO	4988223638		
602515	23/03/2015	ZSCR	551	022-2	NA	'015	A2C93493001	NA	A2C74030400	45	1222	NA	ROH	NA	512.55	S1_PASE FOB CUSW_A.ADRI	NO	4988223768		
602579	23/03/2015	ZSCR	551	034-2	NA	'050	A2C73785403	NA	A2C73599005	1	1342	NA	ROH	NA	79.79	S1_CBC MY15_. (APROBAC	NO			
602645	23/03/2015	ZSCR	551	040-2	NA	'015	A2C73601801	NA	A2C73637100	4	1402	NA	ROH	NA	97.64	S1_CBC MY15_. (APROBAC	NO			
602670	23/03/2015	ZSCR	551	042-4	NA	'015	A2C73637000	NA	A2C73637100	1	1424	NA	ROH	NA	24.41	S1_CBC MY15_. (APROBAC	NO			
602754	24/03/2015	ZSCR	551	034-2	NA	'050	A2C32291400	NA	A2C53375403	4	1342	NA	ROH	NA	87.2	S1_WK_WD RFHUB_A.ADRIAN	NO	4988225242		
602754	24/03/2015	ZSCR	551	034-2	NA	'050	A2C81624000	NA	A2C89521800	6	1342	NA	ROH	NA	52.92	S1_WK_WD RFHUB_A.ADRIAN	NO			
602754	24/03/2015	ZSCR	551	034-2	NA	'050	A2C81624000	NA	A2C89522000	6	1342	NA	ROH	NA	60.12	S1_WK_WD RFHUB_A.ADRIAN	NO			
602755	24/03/2015	ZSCR	551	034-2	NA	'050	A2C32291400	NA	A2C40000660	1	1342	NA	ROH	NA	21.65	S1_WK_WD RFHUB_A.ADRIAN	NO	4988225242		
602755	24/03/2015	ZSCR	551	034-2	NA	'050	A2C32291400	NA	A2C53375403	5	1342	NA	ROH	NA	109	S1_WK_WD RFHUB_A.ADRIAN	NO	4988225242		
602755	24/03/2015	ZSCR	551	034-2	NA	'050	A2C81624000	NA	A2C89521800	6	1342	NA	ROH	NA	52.92	S1_WK_WD RFHUB_A.ADRIAN	NO			
602755	24/03/2015	ZSCR	551	034-2	NA	'050	A2C81624000	NA	A2C89522000	2	1342	NA	ROH	NA	20.04	S1_WK_WD RFHUB_A.ADRIAN	NO			
603170	25/03/2015	ZSCR	551	040-2	NA	'015	A2C73601800	NA	A2C73637100	2	1402	NA	ROH	NA	48.82	S1_CBC MY15_. (APROBAC	NO			
603612	26/03/2015	ZSCR	551	034-2	NA	'050	A2C32292300	NA	A2C40000660	1	1342	NA	ROH	NA	21.65	S1_CUSW UF RFHM_A.ADRIA	NO	4988225316		
603612	26/03/2015	ZSCR	551	034-2	NA	'050	A2C81624200	NA	A2C89521800	5	1342	NA	ROH	NA	44.1	S1_CUSW UF RFHM_A.ADRIA	NO			
603617	26/03/2015	ZSCR	551	040-3	NA	'015	A2C73637001	NA	A2C73637100	1	1403	NA	ROH	NA	24.41	S1_CBC MY15_. (APROBAC	NO			
603618	26/03/2015	ZSCR	551	040-2	NA	'015	A2C73784100	NA	A2C73637200	1	1402	NA	ROH	NA	7.06	S1_CBC MY15_. (APROBAC	NO			
603659	26/03/2015	ZSCR	551	040-2	NA	'050	A2C32292100	NA	A2C32464500	40	1402	NA	ROH	NA	222	S1_RKE FOB CUSW_A.ADRIA	NO			
603666	26/03/2015	ZSCR	551	034-2	NA	'050	A2C32292200	NA	A2C40000660	6	1342	NA	ROH	NA	129.9	S1_WK_WD RFHUB_A.ADRIAN	NO	4988225292		
603798	26/03/2015	ZSCR	551	040-2	NA	'015	A2C73637000	NA	A2C73637100	2	1402	NA	ROH	NA	48.82	S1_CBC MY15_. (APROBAC	NO			
603810	26/03/2015	ZSCR	551	034-2	NA	'050	A2C73789705	NA	A2C00184100	2	1342	NA	ROH	NA	29.02	S1_CBC MY15_. (APROBAC	NO			
603810	26/03/2015	ZSCR	551	034-2	NA	'050	A2C73789705	NA	A2C00278300	3	1342	NA	ROH	NA	73.23	S1_CBC MY15_. (APROBAC	NO			
603812	26/03/2015	ZSCR	551	034-2	NA	'050	A2C74513301	NA	A2C00063691	2	1342	NA	ROH	NA	86.8	S1_CBC_P.PABLO PALMER-C	NO			
603889	26/03/2015	ZSCR	551	034-2	NA	'050	A2C73784000	NA	A2C00184100	5	1342	NA	ROH	NA	72.55	S1_CBC MY15_. (APROBAC	NO			
603889	26/03/2015	ZSCR	551	034-2	NA	'050	A2C73784000	NA	A2C00278300	1	1342	NA	ROH	NA	24.41	S1_CBC MY15_. (APROBAC	NO			
604459	28/03/2015	ZSCR	551	040-3	NA	'015	A2C86022600	NA	A2C86398501	46	1403	NA	ROH	NA	362.48	S1_RFHM CUSW_A.ADRIANA	NO			
604461	28/03/2015	ZSCR	551	034-2	NA	'050	A2C32292100	NA	A2C40000660	5	1342	NA	ROH	NA	108.25	S1_WK_WD RFHUB_A.ADRIAN	NO	4988225269		
604461	28/03/2015	ZSCR	551	034-2	NA	'050	A2C81624200	NA	A2C89522000	2	1342	NA	ROH	NA	20.04	S1_WK_WD RFHUB_A.ADRIAN	NO			
604586	28/03/2015	ZSCR	551	034-2	NA	'050	A2C32292400	NA	A2C32464300	4	1342	NA	ROH	NA	116.68	S1_RFHM CUSW_A.ADRIANA	NO	4988225362		
604589	28/03/2015	ZSCR	551	034-2	NA	'050	A2C8216760092	NA	A2C82135300	16	1342	NA	ROH	NA	466.4	S1_WK_WD RFHUB_A.ADRIAN	NO			
																				
																				
																				
																				
																				
																				
																				
