No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
219255	16/10/2012	ZSCR	551	034-2	NA	'045	S180039013	NA	A2C53121775	2	3011	045		1342	housing	NA	ROH	NA	3.4	S2_RF TUNER_ANTONIO ALA	NO	4962225684
219294	16/10/2012	ZSCR	551	034-2	NA	'045	A2C34710700	NA	A2C34685500	140	3011	045		1342	GLOBAL A BCM PRINTED LABEL	NA	ROH	NA	137.2	S1_GLOBAL A_ (APROBACI	NO	4962225664
219401	16/10/2012	ZSCR	551	034-2	NA	'045	5WY8800	NA	A2C53282679	1	3011	045		1342	ABM + ALM Sub Assy	NA	HALB	S.Real	125.62	S1_ABM_MANUEL MANZANO-G	NO	4962228929
219406	16/10/2012	ZSCR	551	040-2	NA	'045	5WY7703	NA	A2C53119451	4	3011	045		1402	COVER PATS CLIP ON 5WY7703	NA	ROH	NA	3.72	S1_PATS_MANUEL MANZANO-	NO	4962225971
219551	17/10/2012	ZSCR	551	030-1	NA	'045	A2C53387374	NA	A2C53371606	51	3011	045		1301	pcb TLS_BCM_201	NA	ROH	NA	1880.37	S2_BCM_RODRIGO CERVANTE	NO	4962225356
219587	17/10/2012	ZSCR	551	034-2	NA	'045	A2C34710700	NA	A2C34685500	52	3011	045		1342	GLOBAL A BCM PRINTED LABEL	NA	ROH	NA	50.96	S1_GLOBAL A_ (APROBACI	NO	4962225664
219589	17/10/2012	ZSCR	551	040-3	NA	'045	5WY8544	NA	6597651401	450	3011	045		1403	ETIQUETA PT SKIM	NA	ROH	NA	94.5	S1_EZKEY_LUIS LIZARRAGA	NO	4962228014
219591	17/10/2012	ZSCR	551	034-2	NA	'045	5WY8419	NA	A2C53139538	4	3011	045		1342	housing BK	NA	ROH	NA	8.56	S1_EZKEY_LUIS LIZARRAGA	NO	4962225597
219592	17/10/2012	ZSCR	551	034-2	NA	'045	5WY8192	NA	A2C53283864	3	3011	045		1342	GM EZ Key CTS wagon 5B Keypad	NA	ROH	NA	76.14	S1_EZKEY_LUIS LIZARRAGA	NO	4962225571
219593	17/10/2012	ZSCR	551	034-2	NA	'045	5WY8542	NA	A2C53139545	1	3011	045		1342	GM EZ Key CTS/STS 5B Keypad	NA	ROH	NA	22.98	S1_EZKEY_LUIS LIZARRAGA	NO	4962225636
219637	17/10/2012	ZSCR	551	034-1	NA	'045	S180039011	NA	A2C53121775	3	3011	045		1341	housing	NA	ROH	NA	5.1	S2_RF TUNER_ANTONIO ALA	NO	4962225463
219708	17/10/2012	ZSCR	551	030-1	NA	'045	S122736202I	NA	A2C30236101	8	3011	045		1301	pcb	NA	ROH	NA	289.76	S2_NISSAN KEY FOB SQUAR	NO	4962225398
219746	17/10/2012	ZSCR	551	040-2	NA	'045	5WY7703	NA	A2C53119451	17	3011	045		1402	COVER PATS CLIP ON 5WY7703	NA	ROH	NA	15.81	S1_PATS_MANUEL MANZANO-	NO	4962225971
219768	17/10/2012	ZSCR	551	040-2	NA	'045	5WY8799	NA	A2C53282666	2	3011	045		1402	"housing 153,0x 92,0"	NA	ROH	NA	13.5	S1_ABM_MANUEL MANZANO-G	NO	4962226158
219768	17/10/2012	ZSCR	551	040-2	NA	'045	5WY8799	NA	6599011440	1	3011	045		1402	Etiqueta ABM	NA	ROH	NA	0.22	S1_ABM_MANUEL MANZANO-G	NO	4962226158
219774	17/10/2012	ZSCR	551	030-1	NA	'045	A2C34710700	NA	A2C34685800	2	3011	045		1301	"PCB, GM GLOBAL-A BCM"	NA	ROH	NA	106.02	S1_GLOBAL A_ (APROBACI	NO	4962224999
219804	17/10/2012	ZSCR	551	030-1	NA	'045	A2C34710700	NA	A2C40016280	2	3011	045		1301	"EX2-2U1-T RELAY,TBD,TWIN,12V"	NA	ROH	NA	15.22	S1_GLOBAL A_ (APROBACI	NO	4962224999
219804	17/10/2012	ZSCR	551	030-1	NA	'045	A2C34710700	NA	A2C40014441	4	3011	045		1301	"EX1-2U1 RELAY,TBD,SINGLE,12V"	NA	ROH	NA	37.48	S1_GLOBAL A_ (APROBACI	NO	4962224999
219804	17/10/2012	ZSCR	551	030-1	NA	'045	A2C34710700	NA	A2C40001104	3	3011	045		1301	IC MCU BLK/UPD70F3469M2GM(A1) (V850/E1-F	NA	ROH	NA	163.59	S1_GLOBAL A_ (APROBACI	NO	4962224999
219858	17/10/2012	ZSCR	551	040-2	NA	'045	5WY8774	NA	5WY8774	2	3011	045		1402	FOB FORD 4BUTTON 315 Mhz black	NA	FERT	NA	207.84	S1_PEPS_JAVIER BECERRA	NO	4962224299
219863	17/10/2012	ZSCR	551	040-2	NA	'045	5WY8770	NA	A2C31197800	31	3011	045		1402	key	NA	ROH	NA	13.02	S1_PEPS_JAVIER BECERRA	NO	4962226068
219863	17/10/2012	ZSCR	551	040-2	NA	'045	5WY8770	NA	A2C53429315	31	3011	045		1402	housing cover assy FOG FORD P	NA	ROH	NA	770.35	S1_PEPS_JAVIER BECERRA	NO	4962226068
220007	18/10/2012	ZSCR	551	034-2	NA	'045	A2C34710700	NA	A2C34685500	28	3011	045		1342	GLOBAL A BCM PRINTED LABEL	NA	ROH	NA	27.44	S1_GLOBAL A_ (APROBACI	NO	4962225664
220032	18/10/2012	ZSCR	551	050-3	NA	'045	5WY8137	NA	A2C53187594	3	3011	045		1503	"housing 140,0x 100,0"	NA	ROH	NA	28.92	S1_EZKEY_LUIS LIZARRAGA	NO	4962228397
220056	18/10/2012	ZSCR	551	040-2	NA	'045	5WY8770	NA	A2C53429315	1	3011	045		1402	housing cover assy FOG FORD P	NA	ROH	NA	24.85	S1_PEPS_JAVIER BECERRA	NO	4962226068
220056	18/10/2012	ZSCR	551	040-2	NA	'045	5WY8770	NA	A2C31197800	1	3011	045		1402	key	NA	ROH	NA	0.42	S1_PEPS_JAVIER BECERRA	NO	4962226068
220059	18/10/2012	ZSCR	551	040-3	NA	'045	5WY8770	NA	A2C53333348	1	3011	045		1403	frame pk peps	NA	ROH	NA	3.66	S1_PEPS_JAVIER BECERRA	NO	4962228059
220069	18/10/2012	ZSCR	551	034-2	NA	'045	5WY8417	NA	A2C53139537	1	3011	045		1342	housing BK	NA	ROH	NA	2.14	S1_EZKEY_LUIS LIZARRAGA	NO	4962225608
220070	18/10/2012	ZSCR	551	034-2	NA	'045	5WY8420	NA	A2C53139545	1	3011	045		1342	GM EZ Key CTS/STS 5B Keypad	NA	ROH	NA	22.98	S1_EZKEY_LUIS LIZARRAGA	NO	4962225621
220071	18/10/2012	ZSCR	551	040-3	NA	'045	5WY8420	NA	A2C53139536	1	3011	045		1403	housing BK	NA	ROH	NA	5.18	S1_EZKEY_LUIS LIZARRAGA	NO	4962227970
220072	18/10/2012	ZSCR	551	040-3	NA	'045	5WY8420	NA	A2C53141159	1	3011	045		1403	Spring	NA	ROH	NA	0.79	S1_EZKEY_LUIS LIZARRAGA	NO	4962227970
220129	18/10/2012	MB1A	551	010-3	95000060	'045	NA	NA	5WK50443	1	3011	045		1103	PQ25 BCM JLB High 315 MHz V35	QN410064028	FERT	NA	384.63	S4_PQ25_MIGUEL ZAVALA-M	NO	4962224376
