No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP	
238667	28/11/2012	ZSCR	551	035-1	0	'050	A2C31734300B	NA	A2C00032091	1	"62K,1%,TK100,63mW,0402,LIN RES/Chip Resi"		ROH	NA	0.01	ES_EMS 2208_ARTURO NERI	NO	4963087788	
238667	28/11/2012	ZSCR	551	035-1	0	'050	A2C31734300T	NA	A2C00032100	68	"330pF,5%,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	1.36	ES_EMS 2208_ARTURO NERI	NO	4963087827	
238667	28/11/2012	ZSCR	551	035-1	0	'050	A2C31734300B	NA	A2C00032133	2	"1,N_CHAN,MOS,POWER,55V,35A,70mOhm,D2PACK"		ROH	NA	4.5	ES_EMS 2208_ARTURO NERI	NO	4963087788	
238667	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00032220	60	"10nF,20%,100V,X7R,0603,TINNED,CER CAP/"		ROH	NA	1.2	ES_EMS 2208_ARTURO NERI	NO	4963087842	
238667	28/11/2012	ZSCR	551	035-1	0	'050	A2C31734300T	NA	A2C00034014	3	"33uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	2.97	ES_EMS 2208_ARTURO NERI	NO	4963087827	
238667	28/11/2012	ZSCR	551	035-1	0	'050	A2C31734300T	NA	A2C00035217	23	"1,OP AMP,0Hz,5 PINS SOT23,OP-COMP/AD8515"		ROH	NA	32.43	ES_EMS 2208_ARTURO NERI	NO	4963087827	
238667	28/11/2012	ZSCR	551	035-1	0	'050	A2C31734300B	NA	A2C00040620	1	"ATIC81, Single Source TI, TSSOP16, Monit"		ROH	NA	6.24	ES_EMS 2208_ARTURO NERI	NO	4963087788	
238667	28/11/2012	ZSCR	551	035-1	0	'050	A2C31734300B	NA	A2C00044068	11	"200V,2A,1,FAST,SMB/DO214AA,RECT DIODE/ES"		ROH	NA	4.84	ES_EMS 2208_ARTURO NERI	NO	4963087788	
238667	28/11/2012	ZSCR	551	035-1	0	'050	A2C31734300T	NA	A2C00044068	69	"200V,2A,1,FAST,SMB/DO214AA,RECT DIODE/ES"		ROH	NA	30.36	ES_EMS 2208_ARTURO NERI	NO	4963087827	
238667	28/11/2012	ZSCR	551	035-1	0	'050	A2C31734300B	NA	A2C00044201	3	"600V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	0.48	ES_EMS 2208_ARTURO NERI	NO	4963087788	
238667	28/11/2012	ZSCR	551	035-1	0	'050	A2C31734300T	NA	A2C00044201	11	"600V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	1.76	ES_EMS 2208_ARTURO NERI	NO	4963087827	
238667	28/11/2012	ZSCR	551	035-1	0	'050	A2C31734300T	NA	A2C00044894	4	"20MHz,40ppm,5.0 x 3.2,QUARTZ CRYSTAL/NX5"		ROH	NA	11.24	ES_EMS 2208_ARTURO NERI	NO	4963087827	
238667	28/11/2012	ZSCR	551	035-1	0	'050	A2C31734300B	NA	A2C00045814	39	"33nF,10%,100V,X7R,0805,Sn,CER CAP/C"		ROH	NA	2.34	ES_EMS 2208_ARTURO NERI	NO	4963087788	
238667	28/11/2012	ZSCR	551	035-1	0	'050	A2C31734300T	NA	A2C00047217	2	"TLE6250 3,3V,TRANSCEIVER,CAN,P-DSO-8-3,B"		ROH	NA	6.42	ES_EMS 2208_ARTURO NERI	NO	4963087827	
238667	28/11/2012	ZSCR	551	035-1	0	'050	A2C31734300T	NA	A2C00047861	1	"5V,70mA,NOT APPLICABLE,SO8,VOLT REG/NCV8"		ROH	NA	1.32	ES_EMS 2208_ARTURO NERI	NO	4963087827	
238667	28/11/2012	ZSCR	551	035-1	0	'050	A2C31734300T	NA	A2C00053047	2	"SAK-TC1767-256-F80HL,AD,LQFP176,FLASH,0b"		ROH	NA	212.36	ES_EMS 2208_ARTURO NERI	NO	4963087827	
238667	28/11/2012	ZSCR	551	035-1	0	'050	A2C31734300B	NA	A2C00053296	1	"ATIC92, HSOP36, 12V, OCTAL LOW SIDE DRIV"		ROH	NA	27.17	ES_EMS 2208_ARTURO NERI	NO	4963087788	
238667	28/11/2012	ZSCR	551	035-1	0	'050	A2C31734300T	NA	A2C00056925	7	"TJA1021T/20/c and ATA6662, TRANSCEIVER,L"		ROH	NA	13.02	ES_EMS 2208_ARTURO NERI	NO	4963087827	
238667	28/11/2012	ZSCR	551	035-1	0	'050	A2C31734300B	NA	A2C00060286	7	"ATIC91,5V,400mA,STEP DOWN,QFN-44,VOLT RE"		ROH	NA	133.21	ES_EMS 2208_ARTURO NERI	NO	4963087788	
238667	28/11/2012	ZSCR	551	035-1	0	'050	A2C3286560192	NA	A2C00060286	1	"ATIC91,5V,400mA,STEP DOWN,QFN-44,VOLT RE"		ROH	NA	19.03	ES_EMS 2208_ARTURO NERI	NO	4963087842	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00000262	1	"Dual 40W,22V,SOT23, common cathode SUP D"		ROH	NA	0.15	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00000346	1	"70V,250mA,2,common anode,FAST,SOT23,RECT"		ROH	NA	0.07	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00000346	97	"70V,250mA,2,common anode,FAST,SOT23,RECT"		ROH	NA	6.79	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00000357	1	"250V,150mA,1,FAST,SOT23,RECT DIODE/BAS21"		ROH	NA	0.07	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00000576	3	"1,PNP,NORMAL,100mA,50V,SOT23,BIP/BCR192"		ROH	NA	0.3	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00000609	11	"1,N_CHAN,-,SMALLSIGNAL,50V,200mA,3.5Ohm,"		ROH	NA	2.42	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00001994	9	"1nF,10%,500V,X7R,1206,TINNED,CER CAP/"		ROH	NA	1.71	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00001994	157	"1nF,10%,500V,X7R,1206,TINNED,CER CAP/"		ROH	NA	29.83	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00002578	143	"10uF,20%,25V,SMD,TA,ELEC CAP/"		ROH	NA	118.69	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00002578	1	"10uF,20%,25V,SMD,TA,ELEC CAP/"		ROH	NA	0.83	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00002578	75	"10uF,20%,25V,SMD,TA,ELEC CAP/"		ROH	NA	62.25	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00003415	47	"R LIN,100K,5%,TK200,125mW,0805"		ROH	NA	0.47	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00003415	3	"R LIN,100K,5%,TK200,125mW,0805"		ROH	NA	0.03	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00003590	121	"0R001,1%,TK50,250mW,MINIMELF0204,LIN RES"		ROH	NA	9.68	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00003616	1	"1K5,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.08	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00003691	1	"R LIN,1K,5%,TK200,100mW,0603"		ROH	NA	0.01	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00003779	219	"R LIN,100R,5%,TK200,100mW,0603"		ROH	NA	2.19	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00003828	1	"R LIN,2K2,5%,TK200,100mW,0603"		ROH	NA	0.01	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00003828	32	"R LIN,2K2,5%,TK200,100mW,0603"		ROH	NA	0.32	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00003931	1	"71K5,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.08	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00004071	6	"100K,1%,TK100,125mW,0805,LIN RES/RC"		ROH	NA	0.12	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00004071	16	"100K,1%,TK100,125mW,0805,LIN RES/RC"		ROH	NA	0.32	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00004347	1	"82K5,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.01	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00004465	13	"R LIN,47K,1%,TK100,100mW,0603"		ROH	NA	0.13	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00004519	19	"R LIN,2K2,1%,TK100,100mW,0603"		ROH	NA	0.19	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00004541	1	"47K5,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.02	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00004565	1	"332K,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.01	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00006609	17	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.17	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00006609	1	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.01	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00006610	6	"10K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.06	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00008098	10	"1nF,5%,50V,C0G,0805,TINNED,CER CAP/"		ROH	NA	1.1	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00008633	71	"470nF,10%,25V,X7R,1206,TINNED,CER CAP/"		ROH	NA	10.65	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00010465	84	"10K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.84	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00010739	5	"10nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.05	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00010918	6	"100K,1%,TK100,63mW,0402,LIN RES/ERJ"		ROH	NA	0.06	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00010918	1	"100K,1%,TK100,63mW,0402,LIN RES/ERJ"		ROH	NA	0.01	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00013094	4	"220pF,5%,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.08	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00016435	6	"1,P_CHAN,MOS,SMALLSIGNAL,25V,460mA,1.1Oh"		ROH	NA	1.92	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00016435	2	"1,P_CHAN,MOS,SMALLSIGNAL,25V,460mA,1.1Oh"		ROH	NA	0.64	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00017675	1	"82pF,5%,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.01	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00017677	2	"R LIN,470R,1%,TK100,100mW,0603"		ROH	NA	0.02	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00017677	47	"R LIN,470R,1%,TK100,100mW,0603"		ROH	NA	0.47	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00018200	108	"100uH,200mA,SMD,COIL/SMT 100uH, 200mA In"		ROH	NA	74.52	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00019595	6	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.06	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00019601	56	"2K2,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.56	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00020090	21	"C CER,X7R,47nF,10%,16V,0402,Sn"		ROH	NA	0.42	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00022976	22	"15pF,5%,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.22	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00025918	78	"10nF,5%,50V,C0G,0805,-,CER CAP/"		ROH	NA	12.48	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00025918	52	"10nF,5%,50V,C0G,0805,-,CER CAP/"		ROH	NA	8.32	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00029254	20	"C CER,C0G,68pF,5%,50V,0402,Sn"		ROH	NA	0.2	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00030703	1	"221K,1%,TK100,63mW,0402,LIN RES/"		ROH	NA	0.03	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00032100	1	"330pF,5%,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.02	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00032133	1	"1,N_CHAN,MOS,POWER,55V,35A,70mOhm,D2PACK"		ROH	NA	2.25	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00032184	5	"300V,2A,1,FAST,DO214AA,RECT DIODE/ES2G o"		ROH	NA	2.35	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00033245	134	"1,NOR,SOT353,LOGIC/74AHC1G02GW"		ROH	NA	29.48	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00041098	1	"IC SMART POW/ATIC111_LR,PSO20,2,40V,150m"		ROH	NA	13.31	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00044201	3	"600V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	0.48	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00044201	2	"600V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	0.32	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00044356	159	"10V,1A,1,SCHOTTKY,SOD323,RECT DIODE/BAT6"		ROH	NA	65.19	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00044356	3	"10V,1A,1,SCHOTTKY,SOD323,RECT DIODE/BAT6"		ROH	NA	1.23	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00044356	133	"10V,1A,1,SCHOTTKY,SOD323,RECT DIODE/BAT6"		ROH	NA	54.53	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00044894	1	"20MHz,40ppm,5.0 x 3.2,QUARTZ CRYSTAL/NX5"		ROH	NA	2.81	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00045453	79	"4,GATE,14 PIN TSSOP,LOGIC/MC74HC02A - Co"		ROH	NA	34.76	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00045453	2	"4,GATE,14 PIN TSSOP,LOGIC/MC74HC02A - Co"		ROH	NA	0.88	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00045814	29	"33nF,10%,100V,X7R,0805,Sn,CER CAP/C"		ROH	NA	1.74	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00046692	1	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.03	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00047217	5	"TLE6250 3,3V,TRANSCEIVER,CAN,P-DSO-8-3,B"		ROH	NA	16.05	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00047861	9	"5V,70mA,NOT APPLICABLE,SO8,VOLT REG/NCV8"		ROH	NA	11.88	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00047861	5	"5V,70mA,NOT APPLICABLE,SO8,VOLT REG/NCV8"		ROH	NA	6.6	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00048819	1	"1,N_CHAN,IGBT,POWER,400V,14A,0Ohm,TO263A"		ROH	NA	4.49	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00049244	81	"10K,1%,TK50,100mW,0603,LIN RES/M11 0603"		ROH	NA	4.05	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00049966	1	"1,40V,120mOhm,SOT223,GENERAL PURPOSE,LOW"		ROH	NA	1.89	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00056925	1	"TJA1021T/20/c and ATA6662, TRANSCEIVER,L"		ROH	NA	1.86	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C00056944	12	"INPUT/OUTPUT,SSOP28,SIGNAL CONDITIONING"		ROH	NA	139.8	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C00058879	43	"R LIN,150R,5%,TK200,250mW,1206"		ROH	NA	0.86	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C40004206	1	"R LIN,33K,1%,TK100,63mW,0402"		ROH	NA	0.01	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C40005330	28	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0.28	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C40005330	8	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0.08	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C40006738	1	"C CER,X7R,100nF,10%,16V,C0402,Sn"		ROH	NA	0.02	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C40006738	1	"C CER,X7R,100nF,10%,16V,C0402,Sn"		ROH	NA	0.02	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C40020142	250	"R LIN,470R,5%,TK200,250mW,1206"		ROH	NA	5	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140093	NA	A2C40020142	2	"R LIN,470R,5%,TK200,250mW,1206"		ROH	NA	0.04	ES_EMS 2208_ARTURO NERI	NO	4963088135	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C52004299	10	"T BIP/BCR133S or PUMH11,SOT363"		ROH	NA	2.1	ES_EMS 2208_ARTURO NERI	NO	4963088114	
238668	28/11/2012	ZSCR	551	035-1	0	'050	A2C8084140092	NA	A2C52004299	64	"T BIP/BCR133S or PUMH11,SOT363"		ROH	NA	13.44	ES_EMS 2208_ARTURO NERI	NO	4963088114	
