No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	 	Batch ID	No.Parte	Cantidad	 	 	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9592370093	A2C80644604	#N/A	A2C00028102	25	3011	054	 	1351	"2,OP AMP,0Hz,TSSOP8,OP-COMP/TLC2272-QPW"	#N/A	ROH	NA	46	PS_ARAMIS III_F.FERNAND	NO	4991583219
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9592370092	A2C80644604	#N/A	A2C00029576	31	3011	054	 	1351	"C CER,X7R,2.2uF,10%,16V,0805,Sn"	#N/A	ROH	NA	2.79	PS_ARAMIS III_F.FERNAND	NO	4991583219
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663020092	A2C80645004	#N/A	A2C00029576	6	3011	054	 	1351	"C CER,X7R,2.2uF,10%,16V,0805,Sn"	#N/A	ROH	NA	0.54	PS_ARAMIS III_F.FERNAND	NO	4991583240
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9592370092	A2C80644604	#N/A	A2C00031005	21	3011	054	 	1351	"4,EQ ISO,konvex 1206,47R,1%,63mW,NET RES"	#N/A	ROH	NA	1.26	PS_ARAMIS III_F.FERNAND	NO	4991583219
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663140092	A2C86816904	#N/A	A2C00031005	1	3011	054	 	1351	"4,EQ ISO,konvex 1206,47R,1%,63mW,NET RES"	#N/A	ROH	NA	0.06	PS_ARAMIS III_F.FERNAND	NO	
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663010093	A2C86816504	#N/A	A2C00031355	1	3011	054	 	1351	"200V,250mA,1,FAST,SOD323,RECT DIODE/BAS2"	#N/A	ROH	NA	0.11	PS_ARAMIS III_F.FERNAND	NO	
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663010093	A2C86816504	#N/A	A2C00034350	3	3011	054	 	1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"	#N/A	ROH	NA	24.96	PS_ARAMIS III_F.FERNAND	NO	
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663020093	A2C80645004	#N/A	A2C00034350	2	3011	054	 	1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"	#N/A	ROH	NA	16.64	PS_ARAMIS III_F.FERNAND	NO	4991583240
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9592370093	A2C80644604	#N/A	A2C00034350	54	3011	054	 	1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"	#N/A	ROH	NA	449.28	PS_ARAMIS III_F.FERNAND	NO	4991583219
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663090093	A2C82347404	#N/A	A2C00034350	3	3011	054	 	1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"	#N/A	ROH	NA	24.96	PS_ARAMIS III_F.FERNAND	NO	4991583336
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663140093	A2C86816904	#N/A	A2C00034350	1	3011	054	 	1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"	#N/A	ROH	NA	8.32	PS_ARAMIS III_F.FERNAND	NO	
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9592370093	A2C80644604	#N/A	A2C00037378	36	3011	054	 	1351	"TA CAP,TA,47uF,10%,6.3V,SMD"	#N/A	ROH	NA	29.16	PS_ARAMIS III_F.FERNAND	NO	4991583219
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663010093	A2C86816504	#N/A	A2C00037383	13	3011	054	 	1351	"TA CAP,TA,22uF,10%,25V,SMD"	#N/A	ROH	NA	29.77	PS_ARAMIS III_F.FERNAND	NO	
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9592370093	A2C80644604	#N/A	A2C00037383	1	3011	054	 	1351	"TA CAP,TA,22uF,10%,25V,SMD"	#N/A	ROH	NA	2.29	PS_ARAMIS III_F.FERNAND	NO	4991583219
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663140092	A2C86816904	#N/A	A2C00037383	1	3011	054	 	1351	"TA CAP,TA,22uF,10%,25V,SMD"	#N/A	ROH	NA	2.29	PS_ARAMIS III_F.FERNAND	NO	
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663010093	A2C86816504	#N/A	A2C00037522	1	3011	054	 	1351	"1,P_CHAN,MOS,POWER,30V,5.3A,48mOhm,TSOP"	#N/A	ROH	NA	0.91	PS_ARAMIS III_F.FERNAND	NO	
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663140092	A2C86816904	#N/A	A2C00042782	1	3011	054	 	1351	"T BIP/BCP56-16,SOT223"	#N/A	ROH	NA	0.31	PS_ARAMIS III_F.FERNAND	NO	
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9592370093	A2C80644604	#N/A	A2C00046196	4	3011	054	 	1351	"47uF,20%,35V,SMD,AL,ELEC CAP/"	#N/A	ROH	NA	2.48	PS_ARAMIS III_F.FERNAND	NO	4991583219
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663090093	A2C82347404	#N/A	A2C00046196	5	3011	054	 	1351	"47uF,20%,35V,SMD,AL,ELEC CAP/"	#N/A	ROH	NA	3.1	PS_ARAMIS III_F.FERNAND	NO	4991583336
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663010093	A2C86816504	#N/A	A2C00056446	1	3011	054	 	1351	"22uH,200mA,SMD,COIL/High speed CAN coil"	#N/A	ROH	NA	2.51	PS_ARAMIS III_F.FERNAND	NO	
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663010093	A2C86816504	#N/A	A2C00057096	1	3011	054	 	1351	"470pF,5%,50V,C0G,0603,,CER CAP/C1608C0G1"	#N/A	ROH	NA	0.03	PS_ARAMIS III_F.FERNAND	NO	
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663020092	A2C80645004	#N/A	A2C00059117	41	3011	054	 	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"	#N/A	ROH	NA	2.05	PS_ARAMIS III_F.FERNAND	NO	4991583240
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9592370092	A2C80644604	#N/A	A2C00059117	69	3011	054	 	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"	#N/A	ROH	NA	3.45	PS_ARAMIS III_F.FERNAND	NO	4991583219
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663010093	A2C86816504	#N/A	A2C00059117	31	3011	054	 	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"	#N/A	ROH	NA	1.55	PS_ARAMIS III_F.FERNAND	NO	
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663020093	A2C80645004	#N/A	A2C00059117	21	3011	054	 	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"	#N/A	ROH	NA	1.05	PS_ARAMIS III_F.FERNAND	NO	4991583240
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9592370093	A2C80644604	#N/A	A2C00059117	134	3011	054	 	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"	#N/A	ROH	NA	6.7	PS_ARAMIS III_F.FERNAND	NO	4991583219
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663090093	A2C82347404	#N/A	A2C00059117	87	3011	054	 	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"	#N/A	ROH	NA	4.35	PS_ARAMIS III_F.FERNAND	NO	4991583336
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663140093	A2C86816904	#N/A	A2C00059117	11	3011	054	 	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"	#N/A	ROH	NA	0.55	PS_ARAMIS III_F.FERNAND	NO	
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663090092	A2C82347404	#N/A	A2C00059117	58	3011	054	 	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"	#N/A	ROH	NA	2.9	PS_ARAMIS III_F.FERNAND	NO	4991583336
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663140092	A2C86816904	#N/A	A2C00059117	16	3011	054	 	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"	#N/A	ROH	NA	0.8	PS_ARAMIS III_F.FERNAND	NO	
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663140093	A2C86816904	#N/A	A2C00059363	1	3011	054	 	1351	"MEMS Tuning Fork,SENSOR/EWTS64GF21"	#N/A	ROH	NA	76.97	PS_ARAMIS III_F.FERNAND	NO	
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663020092	A2C80645004	#N/A	A2C01408500	24	3011	054	 	1351	"IC MEM/SPI PSS,B3,128KBit,EEPROM,TSSOP8"	#N/A	ROH	NA	71.04	PS_ARAMIS III_F.FERNAND	NO	4991583240
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9592370092	A2C80644604	#N/A	A2C01408500	189	3011	054	 	1351	"IC MEM/SPI PSS,B3,128KBit,EEPROM,TSSOP8"	#N/A	ROH	NA	559.44	PS_ARAMIS III_F.FERNAND	NO	4991583219
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663010092	A2C86816504	#N/A	A2C01408500	6	3011	054	 	1351	"IC MEM/SPI PSS,B3,128KBit,EEPROM,TSSOP8"	#N/A	ROH	NA	17.76	PS_ARAMIS III_F.FERNAND	NO	
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663090092	A2C82347404	#N/A	A2C01408500	32	3011	054	 	1351	"IC MEM/SPI PSS,B3,128KBit,EEPROM,TSSOP8"	#N/A	ROH	NA	94.72	PS_ARAMIS III_F.FERNAND	NO	4991583336
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663140092	A2C86816904	#N/A	A2C01408500	14	3011	054	 	1351	"IC MEM/SPI PSS,B3,128KBit,EEPROM,TSSOP8"	#N/A	ROH	NA	41.44	PS_ARAMIS III_F.FERNAND	NO	
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663010093	A2C86816504	#N/A	A2C40000833	2	3011	054	 	1351	"IC VOLT REG/TLE4264G,SOT223-4"	#N/A	ROH	NA	2.64	PS_ARAMIS III_F.FERNAND	NO	
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9592370092	A2C80644604	#N/A	A2C40002657	253	3011	054	 	1351	"D SUP/MMBZ27VDA,SOT23"	#N/A	ROH	NA	30.36	PS_ARAMIS III_F.FERNAND	NO	4991583219
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663010092	A2C86816504	#N/A	A2C40002657	5	3011	054	 	1351	"D SUP/MMBZ27VDA,SOT23"	#N/A	ROH	NA	0.6	PS_ARAMIS III_F.FERNAND	NO	
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9592370093	A2C80644604	#N/A	A2C40002678	1097	3011	054	 	1351	"T BIP/BC846B (3k reel),SOT23"	#N/A	ROH	NA	76.79	PS_ARAMIS III_F.FERNAND	NO	4991583219
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155A	5WK43967	06	A2C00002196	1	3011	054	 	1351	"4.7nF,10%,50V,X7R,0603,TINNED,CER CAP/"	#N/A	ROH	NA	0.01	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243156B	5WK43968	06	A2C00003562	1	3011	054	 	1351	"220R,1%,TK50,250mW,MINIMELF0204,LIN RES/"	#N/A	ROH	NA	0.08	PS_ARAMIS II MCG_A.APRO	NO	4991582526
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243156B	5WK43968	06	A2C00003778	19	3011	054	 	1351	"R LIN,10R,5%,TK250,125mW,0805"	#N/A	ROH	NA	0.19	PS_ARAMIS II MCG_A.APRO	NO	4991582526
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155B	5WK43967	06	A2C00003778	15	3011	054	 	1351	"R LIN,10R,5%,TK250,125mW,0805"	#N/A	ROH	NA	0.15	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243156A	5WK43968	06	A2C00003818	5	3011	054	 	1351	"R LIN,330R,5%,TK200,100mW,0603"	#N/A	ROH	NA	0.05	PS_ARAMIS II MCG_A.APRO	NO	4991582526
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243156B	5WK43968	06	A2C00003818	2	3011	054	 	1351	"R LIN,330R,5%,TK200,100mW,0603"	#N/A	ROH	NA	0.02	PS_ARAMIS II MCG_A.APRO	NO	4991582526
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155A	5WK43967	06	A2C00003818	8	3011	054	 	1351	"R LIN,330R,5%,TK200,100mW,0603"	#N/A	ROH	NA	0.08	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155B	5WK43967	06	A2C00003818	1	3011	054	 	1351	"R LIN,330R,5%,TK200,100mW,0603"	#N/A	ROH	NA	0.01	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155B	5WK43967	06	A2C00004070	3	3011	054	 	1351	"R LIN,51K1,1%,TK100,125mW,0805"	#N/A	ROH	NA	0.03	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155B	5WK43967	06	A2C00004071	21	3011	054	 	1351	"100K,1%,TK100,125mW,0805,LIN RES/RC"	#N/A	ROH	NA	0.42	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155B	5WK43967	06	A2C00004265	1	3011	054	 	1351	"0R05,125mW,2A,0805,JUMPER/MCR"	#N/A	ROH	NA	0.01	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155B	5WK43967	06	A2C00004322	2	3011	054	 	1351	"R LIN,5K62,1%,TK100,100mW,0603"	#N/A	ROH	NA	0.02	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243156A	5WK43968	06	A2C00004338	1	3011	054	 	1351	"R LIN,8K25,1%,TK100,100mW,0603"	#N/A	ROH	NA	0.01	PS_ARAMIS II MCG_A.APRO	NO	4991582526
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155A	5WK43967	06	A2C00004338	1	3011	054	 	1351	"R LIN,8K25,1%,TK100,100mW,0603"	#N/A	ROH	NA	0.01	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155B	5WK43967	06	A2C00004338	1	3011	054	 	1351	"R LIN,8K25,1%,TK100,100mW,0603"	#N/A	ROH	NA	0.01	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155B	5WK43967	06	A2C00004368	3	3011	054	 	1351	"R LIN,100K,1%,TK100,100mW,0603"	#N/A	ROH	NA	0.03	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155B	5WK43967	06	A2C00004443	1	3011	054	 	1351	"7R5,1%,TK200,125mW,0805,LIN RES/"	#N/A	ROH	NA	0.02	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243156B	5WK43968	06	A2C00004463	3	3011	054	 	1351	"R LIN,10K,1%,TK100,100mW,0603"	#N/A	ROH	NA	0.03	PS_ARAMIS II MCG_A.APRO	NO	4991582526
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155A	5WK43967	06	A2C00004463	11	3011	054	 	1351	"R LIN,10K,1%,TK100,100mW,0603"	#N/A	ROH	NA	0.11	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155B	5WK43967	06	A2C00004463	36	3011	054	 	1351	"R LIN,10K,1%,TK100,100mW,0603"	#N/A	ROH	NA	0.36	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243156B	5WK43968	06	A2C00004532	54	3011	054	 	1351	"R LIN,169R,1%,TK100,125mW,0805"	#N/A	ROH	NA	1.08	PS_ARAMIS II MCG_A.APRO	NO	4991582526
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155B	5WK43967	06	A2C00004532	41	3011	054	 	1351	"R LIN,169R,1%,TK100,125mW,0805"	#N/A	ROH	NA	0.82	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155B	5WK43967	06	A2C00004567	2	3011	054	 	1351	"R LIN,51K1,1%,TK100,100mW,0603"	#N/A	ROH	NA	0.02	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243156B	5WK43968	06	A2C00006416	9	3011	054	 	1351	"PTN ! 70V,200mA,2,FAST,SOT323_3,RECT DIO"	#N/A	ROH	NA	0.9	PS_ARAMIS II MCG_A.APRO	NO	4991582526
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155B	5WK43967	06	A2C00006416	16	3011	054	 	1351	"PTN ! 70V,200mA,2,FAST,SOT323_3,RECT DIO"	#N/A	ROH	NA	1.6	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155A	5WK43967	06	A2C00007695	4	3011	054	 	1351	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR135/R<"	#N/A	ROH	NA	0.64	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155B	5WK43967	06	A2C00007695	11	3011	054	 	1351	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR135/R<"	#N/A	ROH	NA	1.76	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155B	5WK43967	06	A2C00008506	1	3011	054	 	1351	"0R1,5%,TK100,1W,MELF0207,LIN RES/MMB"	#N/A	ROH	NA	0.67	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155B	5WK43967	06	A2C00010212	4	3011	054	 	1351	"1,PNP,NORMAL,1A,45V,SOT223,BIP/BCP51 / T"	#N/A	ROH	NA	1.32	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155B	5WK43967	06	A2C00010541	1	3011	054	 	1351	"R LIN,43R,1%,TK100,100mW,0603"	#N/A	ROH	NA	0.01	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155B	5WK43967	06	A2C00010549	17	3011	054	 	1351	"100R,1%,TK50,1W,MELF0207,LIN RES/"	#N/A	ROH	NA	4.42	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155B	5WK43967	06	A2C00010760	1	3011	054	 	1351	"1,PNP,NORMAL,100mA,50V,SOT323,BIP/BCR158"	#N/A	ROH	NA	0.11	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155B	5WK43967	06	A2C00011061	1	3011	054	 	1351	"1,NPN,RET,100mA,50V,SOT323_3,BIP/BCR133W"	#N/A	ROH	NA	0.09	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155B	5WK43967	06	A2C00011344	1	3011	054	 	1351	"R SHUNT,0R05,1W,4.47A,5nH,2512"	#N/A	ROH	NA	1.05	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243156A	5WK43968	06	A2C00011374	3	3011	054	 	1351	"R LIN,8K25,1%,TK100,63mW,0402"	#N/A	ROH	NA	0.03	PS_ARAMIS II MCG_A.APRO	NO	4991582526
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243156B	5WK43968	06	A2C00011374	7	3011	054	 	1351	"R LIN,8K25,1%,TK100,63mW,0402"	#N/A	ROH	NA	0.07	PS_ARAMIS II MCG_A.APRO	NO	4991582526
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155A	5WK43967	06	A2C00011374	1	3011	054	 	1351	"R LIN,8K25,1%,TK100,63mW,0402"	#N/A	ROH	NA	0.01	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155B	5WK43967	06	A2C00011374	6	3011	054	 	1351	"R LIN,8K25,1%,TK100,63mW,0402"	#N/A	ROH	NA	0.06	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243156A	5WK43968	06	A2C00013032	1	3011	054	 	1351	"47uF,20%,35V,SMD,AL,ELEC CAP/++ special"	#N/A	ROH	NA	0.79	PS_ARAMIS II MCG_A.APRO	NO	4991582526
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155A	5WK43967	06	A2C00013032	9	3011	054	 	1351	"47uF,20%,35V,SMD,AL,ELEC CAP/++ special"	#N/A	ROH	NA	7.11	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155B	5WK43967	06	A2C00018819	19	3011	054	 	1351	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"	#N/A	ROH	NA	1.33	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155A	5WK43967	06	A2C00019051	10	3011	054	 	1351	"13V,500mW,SOD123,ZENER/MMSZ5243B"	#N/A	ROH	NA	1.4	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155B	5WK43967	06	A2C00019051	18	3011	054	 	1351	"13V,500mW,SOD123,ZENER/MMSZ5243B"	#N/A	ROH	NA	2.52	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243156A	5WK43968	06	A2C00019134	31	3011	054	 	1351	"TA CAP,TA,33uF,20%,16V,SMD"	#N/A	ROH	NA	51.15	PS_ARAMIS II MCG_A.APRO	NO	4991582526
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155A	5WK43967	06	A2C00019134	26	3011	054	 	1351	"TA CAP,TA,33uF,20%,16V,SMD"	#N/A	ROH	NA	42.9	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243156A	5WK43968	06	A2C00019592	1	3011	054	 	1351	"R LIN,5K62,1%,TK100,63mW,0402"	#N/A	ROH	NA	0.01	PS_ARAMIS II MCG_A.APRO	NO	4991582526
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243156B	5WK43968	06	A2C00019592	2	3011	054	 	1351	"R LIN,5K62,1%,TK100,63mW,0402"	#N/A	ROH	NA	0.02	PS_ARAMIS II MCG_A.APRO	NO	4991582526
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155B	5WK43967	06	A2C00019592	1	3011	054	 	1351	"R LIN,5K62,1%,TK100,63mW,0402"	#N/A	ROH	NA	0.01	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155A	5WK43967	06	A2C00020046	5	3011	054	 	1351	"1,P_CHAN,MOS,POWER,100V,13A,205mOhm,TO25"	#N/A	ROH	NA	11.2	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155A	5WK43967	06	A2C00020588	1	3011	054	 	1351	"R LIN,82R5,1%,TK100,100mW,0603"	#N/A	ROH	NA	0.01	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155B	5WK43967	06	A2C00020895	1	3011	054	 	1351	"70V,150mA,2, common anode, FAST,SOT323_3"	#N/A	ROH	NA	0.07	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243156B	5WK43968	06	A2C00021084	2	3011	054	 	1351	"R LIN,2K55,1%,TK100,63mW,0402"	#N/A	ROH	NA	0.04	PS_ARAMIS II MCG_A.APRO	NO	4991582526
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155B	5WK43967	06	A2C00021084	1	3011	054	 	1351	"R LIN,2K55,1%,TK100,63mW,0402"	#N/A	ROH	NA	0.02	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155A	5WK43967	06	A2C00023092	1	3011	054	 	1351	"36V,135mOhm,SO8,GENERAL PURPOSE,HIGH SID"	#N/A	ROH	NA	2	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243156B	5WK43968	06	A2C00023274	1	3011	054	 	1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"	#N/A	ROH	NA	0.18	PS_ARAMIS II MCG_A.APRO	NO	4991582526
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155B	5WK43967	06	A2C00023274	1	3011	054	 	1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"	#N/A	ROH	NA	0.18	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155A	5WK43967	06	A2C00023789	5	3011	054	 	1351	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"	#N/A	ROH	NA	0.1	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243156A	5WK43968	06	A2C00023869	3	3011	054	 	1351	"1,N_CHAN,MOS,POWER,55V,20A,40mOhm,TO252/"	#N/A	ROH	NA	5.19	PS_ARAMIS II MCG_A.APRO	NO	4991582526
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243156B	5WK43968	06	A2C00023869	1	3011	054	 	1351	"1,N_CHAN,MOS,POWER,55V,20A,40mOhm,TO252/"	#N/A	ROH	NA	1.73	PS_ARAMIS II MCG_A.APRO	NO	4991582526
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155A	5WK43967	06	A2C00023869	7	3011	054	 	1351	"1,N_CHAN,MOS,POWER,55V,20A,40mOhm,TO252/"	#N/A	ROH	NA	12.11	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155B	5WK43967	06	A2C00023869	7	3011	054	 	1351	"1,N_CHAN,MOS,POWER,55V,20A,40mOhm,TO252/"	#N/A	ROH	NA	12.11	PS_ARAMIS II MCG_A.APRO	NO	4991582494
639730	09/07/2015	ZSCR	551	035-1	0	'054	A2C53243155B	5WK43967	06	A2C00024964	1	3011	054	 	1351	"T BIP/BC847BW,SOT323"	#N/A	ROH	NA	0.09	PS_ARAMIS II MCG_A.APRO	NO	4991582494
