No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	 	Batch ID	No.Parte	Cantidad	 	 	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
641685	15/07/2015	ZSCR	551	035-1	0	'054	A2C3108070092	5WY89360	01	A2C00010918	144	3011	054	 	1351	"R LIN,100K,1%,TK100,63mW,0402"	#N/A	ROH	NA	1.44	PS_CHRYSLER MY2013_A.AP	NO	4991582914
641685	15/07/2015	ZSCR	551	035-1	0	'054	A2C3108070093	5WY89360	01	A2C00019591	14	3011	054	 	1351	"R LIN,4K12,1%,TK100,63mW,0402"	#N/A	ROH	NA	0.14	PS_CHRYSLER MY2013_A.AP	NO	4991582914
641685	15/07/2015	ZSCR	551	035-1	0	'054	A2C3108070093	5WY89360	01	A2C00020895	108	3011	054	 	1351	"70V,150mA,2, common anode, FAST,SOT323_3"	#N/A	ROH	NA	7.56	PS_CHRYSLER MY2013_A.AP	NO	4991582914
641685	15/07/2015	ZSCR	551	035-1	0	'054	A2C3108070092	5WY89360	01	A2C00029576	4	3011	054	 	1351	"C CER,X7R,2.2uF,10%,16V,0805,Sn"	#N/A	ROH	NA	0.36	PS_CHRYSLER MY2013_A.AP	NO	4991582914
641685	15/07/2015	ZSCR	551	035-1	0	'054	A2C3108070092	5WY89360	01	A2C00032168	10	3011	054	 	1351	"R LIN,1K3,1%,TK100,63mW,0402"	#N/A	ROH	NA	0.1	PS_CHRYSLER MY2013_A.AP	NO	4991582914
641685	15/07/2015	ZSCR	551	035-1	0	'054	A2C3108070092	5WY89360	01	A2C00037882	19	3011	054	 	1351	"R LIN,2K4,1%,TK100,63mW,0402"	#N/A	ROH	NA	0.19	PS_CHRYSLER MY2013_A.AP	NO	4991582914
641685	15/07/2015	ZSCR	551	035-1	0	'054	A2C3108070093	5WY89360	01	A2C00047590	30	3011	054	 	1351	"150uH,1.5A,SMD,COIL/SLF12575T-151M1R5-H"	#N/A	ROH	NA	81	PS_CHRYSLER MY2013_A.AP	NO	4991582914
641685	15/07/2015	ZSCR	551	035-1	0	'054	A2C3108070092	5WY89360	01	A2C00052689	360	3011	054	 	1351	"R LIN,3K24,1%,TK100,63mW,0402"	#N/A	ROH	NA	3.6	PS_CHRYSLER MY2013_A.AP	NO	4991582914
641685	15/07/2015	ZSCR	551	035-1	0	'054	A2C3108070092	5WY89360	01	A2C00052851	60	3011	054	 	1351	"10R,1%,TK100,125mW,0805,LIN RES/D12 100"	#N/A	ROH	NA	0.6	PS_CHRYSLER MY2013_A.AP	NO	4991582914
641685	15/07/2015	ZSCR	551	035-1	0	'054	A2C3108070092	5WY89360	01	A2C00052918	278	3011	054	 	1351	"1,N_CHAN,MOS,POWER,55V,30A,23mOhm,DPAK,F"	#N/A	ROH	NA	522.64	PS_CHRYSLER MY2013_A.AP	NO	4991582914
641686	15/07/2015	ZSCR	551	035-1	0	'054	A2C31748900	5WY88020	#N/A	A2C00006616	3	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"	#N/A	ROH	NA	0.03	PSAD_GM BRASIL_A.APROBA	NO	4991582793
641686	15/07/2015	ZSCR	551	035-1	0	'054	A2C53412223	5WY88020	#N/A	A2C00007054	78	3011	054	 	1351	"R LIN,4K99,1%,TK100,100mW,0603"	#N/A	ROH	NA	0.78	PSAD_GM BRASIL_A.APROBA	NO	4991582793
641686	15/07/2015	ZSCR	551	035-1	0	'054	A2C31748900	5WY88020	#N/A	A2C00010877	103	3011	054	 	1351	"R LIN,3K24,1%,TK100,100mW,0603"	#N/A	ROH	NA	1.03	PSAD_GM BRASIL_A.APROBA	NO	4991582793
641686	15/07/2015	ZSCR	551	035-1	0	'054	A2C31748900	5WY88020	#N/A	A2C00017750	5	3011	054	 	1351	"2,BOTH,NORMAL,100mA,45V,SOT363,BIP/BC847"	#N/A	ROH	NA	0.75	PSAD_GM BRASIL_A.APROBA	NO	4991582793
641686	15/07/2015	ZSCR	551	035-1	0	'054	A2C31748900	5WY88020	#N/A	A2C00019595	53	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"	#N/A	ROH	NA	0.53	PSAD_GM BRASIL_A.APROBA	NO	4991582793
641686	15/07/2015	ZSCR	551	035-1	0	'054	A2C53412223	5WY88020	#N/A	A2C00032469	6	3011	054	 	1351	"Dual 40W,22V,SOT23,common anode, SUP DIO"	#N/A	ROH	NA	0.66	PSAD_GM BRASIL_A.APROBA	NO	4991582793
641686	15/07/2015	ZSCR	551	035-1	0	'054	A2C31748900	5WY88020	#N/A	A2C00040894	5	3011	054	 	1351	"2,PNP,RET,R<b>=10k R<e-b>=10k, 100mA,50"	#N/A	ROH	NA	0.8	PSAD_GM BRASIL_A.APROBA	NO	4991582793
641686	15/07/2015	ZSCR	551	035-1	0	'054	A2C31748900	5WY88020	#N/A	A2C00059117	1	3011	054	 	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"	#N/A	ROH	NA	0.05	PSAD_GM BRASIL_A.APROBA	NO	4991582793
641690	15/07/2015	ZSCR	551	035-1	0	'054	A2C8334150093	A2C91085400	#N/A	A2C00002070	4	3011	054	 	1351	"C CER,X7R,22nF,10%,100V,0805,Sn"	#N/A	ROH	NA	0.12	PS_SDM10+_A.APROBACION	NO	
641690	15/07/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C00002070	5	3011	054	 	1351	"C CER,X7R,22nF,10%,100V,0805,Sn"	#N/A	ROH	NA	0.15	PS_SDM10+_A.APROBACION	NO	
641690	15/07/2015	ZSCR	551	035-1	0	'054	A2C8334150093	A2C91085400	#N/A	A2C00006609	1	3011	054	 	1351	"R LIN,100R,5%,TK200,63mW,0402"	#N/A	ROH	NA	0.01	PS_SDM10+_A.APROBACION	NO	
641690	15/07/2015	ZSCR	551	035-1	0	'054	A2C8334150092	A2C91085400	#N/A	A2C00006609	5	3011	054	 	1351	"R LIN,100R,5%,TK200,63mW,0402"	#N/A	ROH	NA	0.05	PS_SDM10+_A.APROBACION	NO	
641690	15/07/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C00006609	34	3011	054	 	1351	"R LIN,100R,5%,TK200,63mW,0402"	#N/A	ROH	NA	0.34	PS_SDM10+_A.APROBACION	NO	
641690	15/07/2015	ZSCR	551	035-1	0	'054	A2C8397190092	A2C91085500	#N/A	A2C00006609	37	3011	054	 	1351	"R LIN,100R,5%,TK200,63mW,0402"	#N/A	ROH	NA	0.37	PS_SDM10+_A.APROBACION	NO	
641690	15/07/2015	ZSCR	551	035-1	0	'054	A2C8334150093	A2C91085400	#N/A	A2C00010445	29	3011	054	 	1351	"4K7,5%,TK200,63mW,0402,LIN RES/CRCW"	#N/A	ROH	NA	0.29	PS_SDM10+_A.APROBACION	NO	
641690	15/07/2015	ZSCR	551	035-1	0	'054	A2C8334150092	A2C91085400	#N/A	A2C00010445	1	3011	054	 	1351	"4K7,5%,TK200,63mW,0402,LIN RES/CRCW"	#N/A	ROH	NA	0.01	PS_SDM10+_A.APROBACION	NO	
641690	15/07/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C00010445	1907	3011	054	 	1351	"4K7,5%,TK200,63mW,0402,LIN RES/CRCW"	#N/A	ROH	NA	19.07	PS_SDM10+_A.APROBACION	NO	
641690	15/07/2015	ZSCR	551	035-1	0	'054	A2C8397190092	A2C91085500	#N/A	A2C00010445	4	3011	054	 	1351	"4K7,5%,TK200,63mW,0402,LIN RES/CRCW"	#N/A	ROH	NA	0.04	PS_SDM10+_A.APROBACION	NO	
641690	15/07/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C00010473	9	3011	054	 	1351	"47K,1%,TK100,63mW,0402,LIN RES/CRCW"	#N/A	ROH	NA	0.09	PS_SDM10+_A.APROBACION	NO	
641690	15/07/2015	ZSCR	551	035-1	0	'054	A2C8397190092	A2C91085500	#N/A	A2C00010473	1	3011	054	 	1351	"47K,1%,TK100,63mW,0402,LIN RES/CRCW"	#N/A	ROH	NA	0.01	PS_SDM10+_A.APROBACION	NO	
641690	15/07/2015	ZSCR	551	035-1	0	'054	A2C8334150092	A2C91085400	#N/A	A2C00010739	14	3011	054	 	1351	"C CER,X7R,10nF,10%,16V,0402,Sn,STANDARD"	#N/A	ROH	NA	0.14	PS_SDM10+_A.APROBACION	NO	
641690	15/07/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C00010739	154	3011	054	 	1351	"C CER,X7R,10nF,10%,16V,0402,Sn,STANDARD"	#N/A	ROH	NA	1.54	PS_SDM10+_A.APROBACION	NO	
641690	15/07/2015	ZSCR	551	035-1	0	'054	A2C8397190092	A2C91085500	#N/A	A2C00010739	97	3011	054	 	1351	"C CER,X7R,10nF,10%,16V,0402,Sn,STANDARD"	#N/A	ROH	NA	0.97	PS_SDM10+_A.APROBACION	NO	
641690	15/07/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C00010903	6	3011	054	 	1351	"1M,5%,TK200,63mW,0402,LIN RES/CRCW"	#N/A	ROH	NA	0.06	PS_SDM10+_A.APROBACION	NO	
641690	15/07/2015	ZSCR	551	035-1	0	'054	A2C8334150093	A2C91085400	#N/A	A2C00018593	1	3011	054	 	1351	"R LIN,470R,5%,TK200,63mW,0402"	#N/A	ROH	NA	0.01	PS_SDM10+_A.APROBACION	NO	
641690	15/07/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C40000005	9	3011	054	 	1351	"D SC/SS16HE3,60V,1A,SMA/DO214AC"	#N/A	ROH	NA	3.96	PS_SDM10+_A.APROBACION	NO	
641690	15/07/2015	ZSCR	551	035-1	0	'054	A2C8334150093	A2C91085400	#N/A	A2C40000008	2	3011	054	 	1351	"R LIN,3K01,1%,TK100,63mW,0402"	#N/A	ROH	NA	0.02	PS_SDM10+_A.APROBACION	NO	
641690	15/07/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C40000008	23	3011	054	 	1351	"R LIN,3K01,1%,TK100,63mW,0402"	#N/A	ROH	NA	0.23	PS_SDM10+_A.APROBACION	NO	
641690	15/07/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C40000011	1	3011	054	 	1351	"Q RESON,8MHz,0.1%,S-8"	#N/A	ROH	NA	1.27	PS_SDM10+_A.APROBACION	NO	
641690	15/07/2015	ZSCR	551	035-1	0	'054	A2C8397190092	A2C91085500	#N/A	A2C40000014	1	3011	054	 	1351	"TADS, E113.09,IC OTH/QSOP36"	#N/A	ROH	NA	27.26	PS_SDM10+_A.APROBACION	NO	
641690	15/07/2015	ZSCR	551	035-1	0	'054	A2C8334150093	A2C91085400	#N/A	A2C40000018	1	3011	054	 	1351	"C ELEC,AL,330uF,20%,35V,SMD"	#N/A	ROH	NA	0.94	PS_SDM10+_A.APROBACION	NO	
641690	15/07/2015	ZSCR	551	035-1	0	'054	A2C8334150093	A2C91085400	#N/A	A2C40000021	1	3011	054	 	1351	"R LIN,510R,5%,TK200,63mW,0402"	#N/A	ROH	NA	0	PS_SDM10+_A.APROBACION	NO	
641690	15/07/2015	ZSCR	551	035-1	0	'054	A2C8397190093	A2C91085500	#N/A	A2C40000021	8	3011	054	 	1351	"R LIN,510R,5%,TK200,63mW,0402"	#N/A	ROH	NA	0	PS_SDM10+_A.APROBACION	NO	
641690	15/07/2015	ZSCR	551	035-1	0	'054	A2C8334150093	A2C91085400	#N/A	A2C40000032	2	3011	054	 	1351	"L COIL/WE-PD2,470uH,360mA,SMD"	#N/A	ROH	NA	2.96	PS_SDM10+_A.APROBACION	NO	
641690	15/07/2015	ZSCR	551	035-1	0	'054	A2C8334150093	A2C91085400	#N/A	A2C40000034	1	3011	054	 	1351	"TA CAP,TA,33uF,20%,16V,SMD"	#N/A	ROH	NA	0.9	PS_SDM10+_A.APROBACION	NO	
641690	15/07/2015	ZSCR	551	035-1	0	'054	A2C8334150092	A2C91085400	#N/A	A2C40002678	3	3011	054	 	1351	"T BIP/BC846B (3k reel),SOT23"	#N/A	ROH	NA	0.21	PS_SDM10+_A.APROBACION	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C9841000092	A2C96810400	#N/A	A2C00006418	13	3011	054	 	1351	"T BIP/BCR 48PN E6327,SOT363"	#N/A	ROH	NA	2.08	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C9841000092	A2C96810400	#N/A	A2C00006616	54	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"	#N/A	ROH	NA	0.54	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C9841000092	A2C96810400	#N/A	A2C00007054	256	3011	054	 	1351	"R LIN,4K99,1%,TK100,100mW,0603"	#N/A	ROH	NA	2.56	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C9841000092	A2C96810400	#N/A	A2C00007729	55	3011	054	 	1351	"R LIN,12K4,1%,TK100,100mW,0603"	#N/A	ROH	NA	0.55	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C9841000092	A2C96810400	#N/A	A2C00010918	4	3011	054	 	1351	"R LIN,100K,1%,TK100,63mW,0402"	#N/A	ROH	NA	0.04	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C9841000092	A2C96810400	#N/A	A2C00017750	11	3011	054	 	1351	"2,BOTH,NORMAL,100mA,45V,SOT363,BIP/BC847"	#N/A	ROH	NA	1.65	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C9841000092	A2C96810400	#N/A	A2C00019595	23	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"	#N/A	ROH	NA	0.23	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C9841000092	A2C96810400	#N/A	A2C00022031	69	3011	054	 	1351	"4,EQ ISO,konvex 1206,7K5,1%,63mW,NET RES"	#N/A	ROH	NA	4.14	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C9841000092	A2C96810400	#N/A	A2C00059117	12	3011	054	 	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"	#N/A	ROH	NA	0.6	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C9841000092	A2C96810400	#N/A	A2C00060253	3	3011	054	 	1351	"4,33V,1.95Ohm,TQFP80,ACU (Airbag Control"	#N/A	ROH	NA	84.06	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C9841000092	A2C96810400	#N/A	A2C00064279	1	3011	054	 	1351	"T FET/NTJD4001N,MOS,SMALLSIGNAL,SOT363"	#N/A	ROH	NA	0.32	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C9841000092	A2C96810400	#N/A	A2C00064727	44	3011	054	 	1351	"C CER,X7R,220nF,10%,25V,0603,Sn"	#N/A	ROH	NA	2.2	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C9841000092	A2C96810400	#N/A	A2C00563300	230	3011	054	 	1351	"MMSZ4681/-,2.4V,500mW,SOD-123"	#N/A	ROH	NA	34.5	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C8300780093	A2C83007700	#N/A	A2C40000019	22	3011	054	 	1351	"F BEAD/-,100mOhm,60Ohm,500mA,SMD"	#N/A	ROH	NA	0.88	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C8300780093	A2C83007700	#N/A	A2C40000036	36	3011	054	 	1351	"L COIL/CD 75,150uH,580mA,SMD"	#N/A	ROH	NA	53.28	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C8300780093	A2C83007700	#N/A	A2C40000046	1	3011	054	 	1351	"D REC/-,600V,1.5A,DO214AC,0s"	#N/A	ROH	NA	0.17	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C8300780093	A2C83007700	#N/A	A2C40000051	3	3011	054	 	1351	"T FET/Si4948BEY,MOS,POWER,S08"	#N/A	ROH	NA	6.09	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C8300780092	A2C83007700	#N/A	A2C40001463	181	3011	054	 	1351	"C CER,X7R,100nF,10%,50V,0805,Sn ++ Open"	#N/A	ROH	NA	9.05	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C8300780092	A2C83007700	#N/A	A2C40002654	1	3011	054	 	1351	"C CER,X7R,470pF,10%,50V,0603,Sn"	#N/A	ROH	NA	0.02	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C8300780093	A2C83007700	#N/A	A2C40002672	2	3011	054	 	1351	"D SC/BAT54,SOT23"	#N/A	ROH	NA	0.22	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C8300780093	A2C83007700	#N/A	A2C40003585	1	3011	054	 	1351	"R LIN,200R,1%,TK50,250mW,MELF0204"	#N/A	ROH	NA	0.09	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C8300780093	A2C83007700	#N/A	A2C40003586	3	3011	054	 	1351	"R LIN,511R,1%,TK50,250mW,MELF0204"	#N/A	ROH	NA	0.27	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C8300780093	A2C83007700	#N/A	A2C40003922	11	3011	054	 	1351	"R LIN,47K,5%,TK200,100mW,0603"	#N/A	ROH	NA	0.11	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C8300780093	A2C83007700	#N/A	A2C40003924	3	3011	054	 	1351	"R LIN,100K,5%,TK200,100mW,0603"	#N/A	ROH	NA	0.03	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C8300780093	A2C83007700	#N/A	A2C40004360	1	3011	054	 	1351	"R LIN,10K,1%,TK100,100mW,0603"	#N/A	ROH	NA	0.01	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C8300780092	A2C83007700	#N/A	A2C40004360	1	3011	054	 	1351	"R LIN,10K,1%,TK100,100mW,0603"	#N/A	ROH	NA	0.01	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C8300780093	A2C83007700	#N/A	A2C40004365	1	3011	054	 	1351	"R LIN,47K,1%,TK100,100mW,0603"	#N/A	ROH	NA	0.01	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C8300780093	A2C83007700	#N/A	A2C40004391	1	3011	054	 	1351	"R LIN,1M,5%,TK200,100mW,0603"	#N/A	ROH	NA	0.01	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C8300780092	A2C83007700	#N/A	A2C40005315	103	3011	054	 	1351	"R SHUNT,0R39,250mW,0A,0H,MELF0204"	#N/A	ROH	NA	35.02	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C8300780093	A2C83007700	#N/A	A2C40006684	1	3011	054	 	1351	"C CER,X7R,150nF,10%,100V,C1206,Sn ++ Ope"	#N/A	ROH	NA	0.31	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C8300780093	A2C83007700	#N/A	A2C40010615	12	3011	054	 	1351	"R LIN,59R,1%,TK50,250mW,R_MELF-0204"	#N/A	ROH	NA	1.08	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C8300780093	A2C83007700	#N/A	A2C40011629	23	3011	054	 	1351	"R LIN,14K,1%,TK100,100mW,0603"	#N/A	ROH	NA	0.23	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C8300780093	A2C83007700	#N/A	A2C40013450	4	3011	054	 	1351	"Q RESON,4MHz,0.3%,CSTCRX"	#N/A	ROH	NA	4.08	PS_SDM30_A.APROBACION A	NO	
641691	15/07/2015	ZSCR	551	035-1	0	'054	A2C8300780093	A2C83007700	#N/A	A2C40016885	2	3011	054	 	1351	"IC SIGNAL COND/NCV33063A,8-SO"	#N/A	ROH	NA	4.84	PS_SDM30_A.APROBACION A	NO	
641692	15/07/2015	ZSCR	551	035-1	0	'054	A2C9841000093	A2C96810400	#N/A	A2C00000407	115	3011	054	 	1351	"40V,1A,1,SCHOTTKY,DO214AC,RECT DIODE/SS1"	#N/A	ROH	NA	27.6	PS_SDM30_A.APROBACION A	NO	
641692	15/07/2015	ZSCR	551	035-1	0	'054	A2C9841000092	A2C96810400	#N/A	A2C00000407	91	3011	054	 	1351	"40V,1A,1,SCHOTTKY,DO214AC,RECT DIODE/SS1"	#N/A	ROH	NA	21.84	PS_SDM30_A.APROBACION A	NO	
641692	15/07/2015	ZSCR	551	035-1	0	'054	A2C9840970092	A2C96810100	#N/A	A2C00000407	4	3011	054	 	1351	"40V,1A,1,SCHOTTKY,DO214AC,RECT DIODE/SS1"	#N/A	ROH	NA	0.96	PS_SDM30_A.APROBACION A	NO	
641692	15/07/2015	ZSCR	551	035-1	0	'054	A2C9257200093	A2C91763800	#N/A	A2C00000407	2	3011	054	 	1351	"40V,1A,1,SCHOTTKY,DO214AC,RECT DIODE/SS1"	#N/A	ROH	NA	0.48	PS_SDM30_A.APROBACION A	NO	
641692	15/07/2015	ZSCR	551	035-1	0	'054	A2C9257200092	A2C91763800	#N/A	A2C00000407	4	3011	054	 	1351	"40V,1A,1,SCHOTTKY,DO214AC,RECT DIODE/SS1"	#N/A	ROH	NA	0.96	PS_SDM30_A.APROBACION A	NO	
641692	15/07/2015	ZSCR	551	035-1	0	'054	A2C9257230092	A2C91764100	#N/A	A2C00000407	5	3011	054	 	1351	"40V,1A,1,SCHOTTKY,DO214AC,RECT DIODE/SS1"	#N/A	ROH	NA	1.2	PS_SDM30_A.APROBACION A	NO	
641692	15/07/2015	ZSCR	551	035-1	0	'054	A2C9257210092	A2C91763900	#N/A	A2C00003708	1	3011	054	 	1351	"R LIN,3K3,5%,TK200,100mW,0603"	#N/A	ROH	NA	0.01	PS_SDM30_A.APROBACION A	NO	
641692	15/07/2015	ZSCR	551	035-1	0	'054	A2C9257220092	A2C91764000	#N/A	A2C00004066	1	3011	054	 	1351	"R LIN,5K62,1%,TK100,125mW,0805"	#N/A	ROH	NA	0.02	PS_SDM30_A.APROBACION A	NO	
641692	15/07/2015	ZSCR	551	035-1	0	'054	A2C9257220092	A2C91764000	#N/A	A2C00004223	1	3011	054	 	1351	"R LIN,240R,1%,TK100,125mW,0805"	#N/A	ROH	NA	0.02	PS_SDM30_A.APROBACION A	NO	
641692	15/07/2015	ZSCR	551	035-1	0	'054	A2C9840980092	A2C96810200	#N/A	A2C00004318	3	3011	054	 	1351	"R LIN,1K,1%,TK100,100mW,0603"	#N/A	ROH	NA	0.03	PS_SDM30_A.APROBACION A	NO	
641692	15/07/2015	ZSCR	551	035-1	0	'054	A2C9257230092	A2C91764100	#N/A	A2C00004318	6	3011	054	 	1351	"R LIN,1K,1%,TK100,100mW,0603"	#N/A	ROH	NA	0.06	PS_SDM30_A.APROBACION A	NO	
641692	15/07/2015	ZSCR	551	035-1	0	'054	A2C9257200093	A2C91763800	#N/A	A2C00004363	1	3011	054	 	1351	"R LIN,15K4,1%,TK100,100mW,0603"	#N/A	ROH	NA	0.01	PS_SDM30_A.APROBACION A	NO	
641692	15/07/2015	ZSCR	551	035-1	0	'054	A2C9840950092	A2C96809900	#N/A	A2C00004364	1	3011	054	 	1351	"R LIN,33K2,1%,TK100,100mW,0603"	#N/A	ROH	NA	0.01	PS_SDM30_A.APROBACION A	NO	
641692	15/07/2015	ZSCR	551	035-1	0	'054	A2C9840980092	A2C96810200	#N/A	A2C00006418	1	3011	054	 	1351	"T BIP/BCR 48PN E6327,SOT363"	#N/A	ROH	NA	0.16	PS_SDM30_A.APROBACION A	NO	
641692	15/07/2015	ZSCR	551	035-1	0	'054	A2C9840970092	A2C96810100	#N/A	A2C00006418	1	3011	054	 	1351	"T BIP/BCR 48PN E6327,SOT363"	#N/A	ROH	NA	0.16	PS_SDM30_A.APROBACION A	NO	
641692	15/07/2015	ZSCR	551	035-1	0	'054	A2C9840980093	A2C96810200	#N/A	A2C00006609	47	3011	054	 	1351	"R LIN,100R,5%,TK200,63mW,0402"	#N/A	ROH	NA	0.47	PS_SDM30_A.APROBACION A	NO	
641692	15/07/2015	ZSCR	551	035-1	0	'054	A2C9841000093	A2C96810400	#N/A	A2C00006609	334	3011	054	 	1351	"R LIN,100R,5%,TK200,63mW,0402"	#N/A	ROH	NA	3.34	PS_SDM30_A.APROBACION A	NO	
641692	15/07/2015	ZSCR	551	035-1	0	'054	A2C9840950093	A2C96809900	#N/A	A2C00006609	1	3011	054	 	1351	"R LIN,100R,5%,TK200,63mW,0402"	#N/A	ROH	NA	0.01	PS_SDM30_A.APROBACION A	NO	
641692	15/07/2015	ZSCR	551	035-1	0	'054	A2C9840970093	A2C96810100	#N/A	A2C00006609	101	3011	054	 	1351	"R LIN,100R,5%,TK200,63mW,0402"	#N/A	ROH	NA	1.01	PS_SDM30_A.APROBACION A	NO	
641692	15/07/2015	ZSCR	551	035-1	0	'054	A2C9257210093	A2C91763900	#N/A	A2C00006609	1	3011	054	 	1351	"R LIN,100R,5%,TK200,63mW,0402"	#N/A	ROH	NA	0.01	PS_SDM30_A.APROBACION A	NO	
641692	15/07/2015	ZSCR	551	035-1	0	'054	A2C9257230093	A2C91764100	#N/A	A2C00006609	62	3011	054	 	1351	"R LIN,100R,5%,TK200,63mW,0402"	#N/A	ROH	NA	0.62	PS_SDM30_A.APROBACION A	NO	
641692	15/07/2015	ZSCR	551	035-1	0	'054	A2C9841000093	A2C96810400	#N/A	A2C00006616	46	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"	#N/A	ROH	NA	0.46	PS_SDM30_A.APROBACION A	NO	
641692	15/07/2015	ZSCR	551	035-1	0	'054	A2C9840950092	A2C96809900	#N/A	A2C00006616	7	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"	#N/A	ROH	NA	0.07	PS_SDM30_A.APROBACION A	NO	
641692	15/07/2015	ZSCR	551	035-1	0	'054	A2C9257220092	A2C91764000	#N/A	A2C00006616	18	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"	#N/A	ROH	NA	0.18	PS_SDM30_A.APROBACION A	NO	
641692	15/07/2015	ZSCR	551	035-1	0	'054	A2C9257200093	A2C91763800	#N/A	A2C00006616	10	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"	#N/A	ROH	NA	0.1	PS_SDM30_A.APROBACION A	NO	
