No.Item	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	No.Docto.SAP
100733	ZSCR	551	034-2	NA	A2C53348717	NA	A2C53311707	25	3011	015		1342	housing	NA	ROH	NA	59.5	4955319138
100838	ZSCR	551	022-2	NA	5WY7243	NA	A2C32576100	8	3011	015		1222	housing assy TPM	NA	ROH	NA	149.52	4955318356
101226	ZSCR	551	034-2	NA	5WY7243	NA	A2C32576100	1	3011	015		1342	housing assy TPM	NA	ROH	NA	18.69	4955318718
101226	ZSCR	551	034-2	NA	5WY7635	NA	A2C00034997	1	3011	015		1342	"EM OTH BATTERY/CR2450S with TG1B tabs,56"	NA	ROH	NA	8.95	4955318728
101464	ZSCR	551	034-2	NA	A2C53373417F	NA	A2C53278172	23	3011	015		1342	"rot shaft lip seal 9,4x16,30x 6,5 VMQ"	NA	ROH	NA	36.11	4955319168
101482	ZSCR	551	034-2	NA	A2C53373417F	NA	A2C53278172	25	3011	015		1342	"rot shaft lip seal 9,4x16,30x 6,5 VMQ"	NA	ROH	NA	39.25	4955319168
101568	ZSCR	551	034-2	NA	5WY8547	NA	A2C00064584	108	3011	015		1342	"SEN/SP35 D7 450kPa ""Green"" Villach+Horte"	NA	ROH	NA	3182.76	4955318998
101686	ZSCR	551	030-1	NA	5WY8547	NA	A2C00064584	48	3011	015		1301	"SEN/SP35 D7 450kPa ""Green"" Villach+Horte"	NA	ROH	NA	1414.56	4955318547
101874	ZSCR	551	034-2	NA	A2C53407348	NA	A2C53375809	32	3011	015		1342	Valve w/ Grey cap	NA	ROH	NA	240.32	4955319231
101975	ZSCR	551	034-2	NA	5WY7243	NA	A2C00026705	2	3011	015		1342	"EM OTH BATTERY/CR2450S (tab TG1B),560mAh"	NA	ROH	NA	18.4	4955318718
102009	ZSCR	551	034-2	NA	5WY7636	NA	A2C00034997	1	3011	015		1342	"EM OTH BATTERY/CR2450S with TG1B tabs,56"	NA	ROH	NA	8.95	4955318810
102009	ZSCR	551	034-2	NA	5WY7636	NA	S126044001	1	3011	015		1342	Housing with antenna & seal TG Ford MY07	NA	ROH	NA	6.87	4955318810
102688	ZSCR	551	034-2	NA	A2C53348719	NA	A2C53311707	33	3011	015		1342	housing	NA	ROH	NA	78.54	4955319151
102845	ZSCR	551	022-2	NA	5WY7243	NA	A2C32576100	159	3011	015		1222	housing assy TPM	NA	ROH	NA	2971.71	4955318356
102845	ZSCR	551	022-2	NA	5WY7243	NA	A2C00026705	1	3011	015		1222	"EM OTH BATTERY/CR2450S (tab TG1B),560mAh"	NA	ROH	NA	9.2	4955318356
102868	ZSCR	551	022-2	NA	5WY7636	NA	A2C00034997	1	3011	015		1222	"EM OTH BATTERY/CR2450S with TG1B tabs,56"	NA	ROH	NA	8.95	4955318397
102868	ZSCR	551	022-2	NA	5WY7636	NA	S126044001	1	3011	015		1222	Housing with antenna & seal TG Ford MY07	NA	ROH	NA	6.87	4955318397
102973	ZSCR	551	030-1	NA	A2C30849200	NA	A2C40015254	50	3011	050		1301	"IC SMART POW/VND5004ASP30,MultiPowerSO-3"	NA	ROH	NA	939.5	4955318570
103041	ZSCR	551	034-2	NA	A2C31231300T	NA	A2C40015254	17	3011	015		1342	"IC SMART POW/VND5004ASP30,MultiPowerSO-3"	NA	ROH	NA	319.43	4955319087
103044	ZSCR	551	034-2	NA	A2C31231300T	NA	A2C40015254	19	3011	015		1342	"IC SMART POW/VND5004ASP30,MultiPowerSO-3"	NA	ROH	NA	357.01	4955319087
103063	ZSCR	551	034-2	NA	A2C33278600	NA	A2C40018533	129	3011	015		1342	"EM RELAY,TBD,SINGLE,12V"	NA	ROH	NA	492.78	4955319115
103063	ZSCR	551	034-2	NA	5WY8838	NA	A2C40018531	148	3011	015		1342	"EM RELAY,TBD,TWIN,12V, EX2-2U1J"	NA	ROH	NA	1028.6	4955319038
103071	ZSCR	551	034-2	NA	A2C33278600	NA	A2C53428219	200	3011	015		1342	"COMP,26-WAY DL R BRD TO BRD"	NA	ROH	NA	40	4955319115
103111	ZSCR	551	034-2	NA	A2C33278600	NA	A2C53428219	295	3011	015		1342	"COMP,26-WAY DL R BRD TO BRD"	NA	ROH	NA	59	4955319115
103979	ZSCR	551	034-2	NA	A2C53348719	NA	A2C53311707	25	3011	015		1342	housing	NA	ROH	NA	59.5	4955319151
103992	ZSCR	551	040-2	NA	A2C53348718	NA	A2C00046497	1	3011	015		1402	"EM OTH BATTERY/CR2450S,500mAh,3V"	NA	ROH	NA	9.17	4955319524
103994	ZSCR	551	034-2	NA	A2C53348718	NA	A2C53311707	7	3011	015		1342	housing	NA	ROH	NA	16.66	4955319145
103997	ZSCR	551	040-2	NA	A2C53348718	NA	A2C53311707	35	3011	015		1402	housing	NA	ROH	NA	83.3	4955319524
104416	ZSCR	551	034-2	NA	A2C53373418	NA	A2C53311707	4	3011	015		1342	housing	NA	ROH	NA	9.52	4955319220
104426	ZSCR	551	034-2	NA	A2C53348718	NA	A2C53311707	7	3011	015		1342	housing	NA	ROH	NA	16.66	4955319145
104427	ZSCR	551	034-2	NA	A2C53373418	NA	A2C53311707	7	3011	015		1342	housing	NA	ROH	NA	16.66	4955319220
104650	ZSCR	551	022-2	NA	5WY7636	NA	S126044001	26	3011	015		1222	Housing with antenna & seal TG Ford MY07	NA	ROH	NA	178.62	4955318397
104650	ZSCR	551	022-2	NA	5WY7636	NA	S122125001	26	3011	015		1222	Band guide TG Ford	NA	ROH	NA	15.34	4955318397
104702	ZSCR	551	040-2	NA	5WY7636	NA	A2C00034997	32	3011	015		1402	"EM OTH BATTERY/CR2450S with TG1B tabs,56"	NA	ROH	NA	286.4	4955319507
104984	ZSCR	551	034-2	NA	A2C53371476	NA	A2C53410038	50	3011	015		1342	"label 50,00x 25,00mm white foil"	NA	ROH	NA	13	4955319161
105053	ZSCR	551	022-2	NA	5WK49598	NA	A2C00046724	8	3011	015		1222	"1A,14V,HOL,OTHER,SWITCH/"	NA	ROH	NA	87.52	4955318291
105161	ZSCR	551	040-1	NA	5WK49685	NA	A2C53105128	1	3011	015		1401	contact spring	NA	ROH	NA	0.32	4955319370
105161	ZSCR	551	040-1	NA	5WK49685	NA	A2C53278285	1	3011	015		1401	housing bottom	NA	ROH	NA	1.71	4955319370
105161	ZSCR	551	040-1	NA	5WK49684	NA	A2C53278282	1	3011	015		1401	housing cover	NA	ROH	NA	1.53	4955319353
105163	ZSCR	551	040-2	NA	5WK49918	NA	A2C53249345	1	3011	015		1402	housing assy	NA	ROH	NA	5.42	4955319490
