No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	planta	apd		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
566528	17/12/2014	ZSCR	551	035-1	0	'100	6598407640	NA	9165968	82	3011	100		1351	"33K,1%,TK100,63MW,0603,FIX RES"		ROH	NA	0.82	OES_HONDA WL_A.ALEX ADM	NO	4985093979
566528	17/12/2014	ZSCR	551	035-1	0	'100	6598407640	NA	9166099	16	3011	100		1351	"0R001,125MW,2A,0H,0805,JUMPER/"		ROH	NA	0.16	OES_HONDA WL_A.ALEX ADM	NO	4985093979
566528	17/12/2014	ZSCR	551	035-1	0	'100	6598407640	NA	6577362054	242	3011	100		1351	"100NF,10%,50V,X7R,0805,NISN,CE"		ROH	NA	9.68	OES_HONDA WL_A.ALEX ADM	NO	4985093979
566528	17/12/2014	ZSCR	551	035-1	0	'100	6598407640	NA	6581362092	38	3011	100		1351	"100PF,5%,200V,NPO,0805,NISN,CE"		ROH	NA	6.08	OES_HONDA WL_A.ALEX ADM	NO	4985093979
566528	17/12/2014	ZSCR	551	035-1	0	'100	6598407640	NA	6591312071	47	3011	100		1351	DIODES RECTIFIER / BAS21		ROH	NA	3.29	OES_HONDA WL_A.ALEX ADM	NO	4985093979
566528	17/12/2014	ZSCR	551	035-1	0	'100	6598407640	NA	6591602054	64	3011	100		1351	BIP TRANSISTOR / BCX41________		ROH	NA	26.88	OES_HONDA WL_A.ALEX ADM	NO	4985093979
566528	17/12/2014	ZSCR	551	035-1	0	'100	6598407640	NA	6592362094	36	3011	100		1351	RESON.CSTCC RCERM 8MHZ 15PF		ROH	NA	42.12	OES_HONDA WL_A.ALEX ADM	NO	4985093979
566528	17/12/2014	ZSCR	551	035-1	0	'100	6598407640	NA	6594362019	222	3011	100		1351	"10NF,5%,50V,X7R,0603,NISN,CER"		ROH	NA	4.44	OES_HONDA WL_A.ALEX ADM	NO	4985093979
566528	17/12/2014	ZSCR	551	035-1	0	'100	6598407640	NA	6594392023	31	3011	100		1351	"100UF,20%,25V,SMD,AL,ELEC CAP/"		ROH	NA	22.63	OES_HONDA WL_A.ALEX ADM	NO	4985093979
566528	17/12/2014	ZSCR	551	035-1	0	'100	6598407640	NA	6596362022	59	3011	100		1351	CERAMIC CAPACITORS 33NF/10%/16		ROH	NA	1.18	OES_HONDA WL_A.ALEX ADM	NO	4985093979
566528	17/12/2014	ZSCR	551	035-1	0	'100	6598407640	NA	A2C00000503	95	3011	100		1351	"1,PNP,NORMAL,800mA,125V,SOT23,BIP/BCX42"		ROH	NA	41.8	OES_HONDA WL_A.ALEX ADM	NO	4985093979
566528	17/12/2014	ZSCR	551	035-1	0	'100	6598407640	NA	A2C00000562	46	3011	100		1351	"1,PNP,NORMAL,100mA,45V,SOT23,BIP/BC857C"		ROH	NA	3.22	OES_HONDA WL_A.ALEX ADM	NO	4985093979
566528	17/12/2014	ZSCR	551	035-1	0	'100	6598407640	NA	A2C00004540	397	3011	100		1351	"R LIN,5K6,1%,TK100,100mW,0603"		ROH	NA	3.97	OES_HONDA WL_A.ALEX ADM	NO	4985093979
566528	17/12/2014	ZSCR	551	035-1	0	'100	6598407640	NA	A2C00004565	48	3011	100		1351	"R LIN,332K,1%,TK100,100mW,0603"		ROH	NA	0.48	OES_HONDA WL_A.ALEX ADM	NO	4985093979
566528	17/12/2014	ZSCR	551	035-1	0	'100	6598407640	NA	A2C00007265	1362	3011	100		1351	"1,NPN,NORMAL,100mA,1.5V,SOT23,BIP/BCR112"		ROH	NA	122.58	OES_HONDA WL_A.ALEX ADM	NO	4985093979
566528	17/12/2014	ZSCR	551	035-1	0	'100	6598407640	NA	A2C00008323	40	3011	100		1351	"14V,40V,1210,VARISTOR/CN1210S14"		ROH	NA	28	OES_HONDA WL_A.ALEX ADM	NO	4985093979
566528	17/12/2014	ZSCR	551	035-1	0	'100	6598407640	NA	A2C00019148	32	3011	100		1351	"ST72C334J2T6,A1,TQFP44,FLASH,8bit,MICRO"		ROH	NA	560.32	OES_HONDA WL_A.ALEX ADM	NO	4985093979
566528	17/12/2014	ZSCR	551	035-1	0	'100	6598407640	NA	A2C00020287	99	3011	100		1351	"75V,250mW,SOT23,ZENER/BZX84C75 7inc"		ROH	NA	7.92	OES_HONDA WL_A.ALEX ADM	NO	4985093979
566528	17/12/2014	ZSCR	551	035-1	0	'100	6598407640	NA	A2C00020480	67	3011	100		1351	"68R,1%,TK50,1W,MELF0207,LIN RES/"		ROH	NA	17.42	OES_HONDA WL_A.ALEX ADM	NO	4985093979
566771	18/12/2014	ZSCR	551	035-1	0	'100	A2C53309208A	NA	A2C00000198	118	3011	100		1351	"12V,350mW,SOT23,ZENER/BZX84C12/T1"		ROH	NA	10.62	OES_OTIS SID 902_O.OSCA	NO	4985094083
