No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	045		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
543245	01/11/2014	ZSCR	551	035-1	0	'045	A2C8754070192	NA	A2C00004463	57	3011	045		1351	"R LIN,10K,1%,TK100,100mW,0603"		ROH	NA	0.57	S6_WEBASTO_A.ALEX ADMIN	NO	4984076914
543245	01/11/2014	ZSCR	551	035-1	0	'045	A2C3085270492	NA	A2C00004519	28	3011	045		1351	"R LIN,2K2,1%,TK100,100mW,0603"		ROH	NA	0.28	S6_WEBASTO_A.ALEX ADMIN	NO	4984076953
543245	01/11/2014	ZSCR	551	035-1	0	'045	A2C8754070192	NA	A2C00004519	18	3011	045		1351	"R LIN,2K2,1%,TK100,100mW,0603"		ROH	NA	0.18	S6_WEBASTO_A.ALEX ADMIN	NO	4984076953
543254	01/11/2014	ZSCR	551	035-1	0	'045	A2C8275221192	NA	A2C00003716	49	3011	045		1351	"R LIN,510R,5%,TK200,125mW,0805"		ROH	NA	0.49	S2_CMF1_A.ALEX ADMIN	NO	4984076377
543254	01/11/2014	ZSCR	551	035-1	0	'045	A2C8275221192	NA	A2C00003837	720	3011	045		1351	"R LIN,22K,5%,TK200,100mW,0603"		ROH	NA	7.2	S2_CMF1_A.ALEX ADMIN	NO	4984076404
543254	01/11/2014	ZSCR	551	035-1	0	'045	A2C8275221193	NA	A2C00003842	667	3011	045		1351	"R LIN,120K,5%,TK200,100mW,0603"		ROH	NA	6.67	S2_CMF1_A.ALEX ADMIN	NO	4984076424
543254	01/11/2014	ZSCR	551	035-1	0	'045	A2C8275221192	NA	A2C00003842	325	3011	045		1351	"R LIN,120K,5%,TK200,100mW,0603"		ROH	NA	3.25	S2_CMF1_A.ALEX ADMIN	NO	4984076424
543254	01/11/2014	ZSCR	551	035-1	0	'045	A2C8275221193	NA	A2C00004265	10	3011	045		1351	"0R05,125mW,2A,0805,JUMPER/MCR"		ROH	NA	0.1	S2_CMF1_A.ALEX ADMIN	NO	4984076723
543254	01/11/2014	ZSCR	551	035-1	0	'045	A2C8275221192	NA	A2C00005598	95	3011	045		1351	"R LIN,1K1,1%,TK100,100mW,0603"		ROH	NA	0.95	S2_CMF1_A.ALEX ADMIN	NO	4984077269
543254	01/11/2014	ZSCR	551	035-1	0	'045	A2C8275221192	NA	A2C00006557	162	3011	045		1351	"R LIN,22R,5%,TK200,100mW,0603"		ROH	NA	1.62	S2_CMF1_A.ALEX ADMIN	NO	4984077311
