No.Item	Fecha	Txs SAP	Mov	C—digo Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripci—n	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	DŽficit Stock	No.Docto.SAP
585822	10/02/2015	ZSCR	551	030-1	NA	'045	A2C87582100	NA	A2C87582100	2	1301	pcb assy SCU	NA	HALB	S.Real/AutoBF	533.14	S2_BCM SQUARE D_R.RODRI	NO	4986688222
585823	10/02/2015	ZSCR	551	030-1	NA	'045	A2C87582100	NA	A2C87582100	1	1301	pcb assy SCU	NA	HALB	S.Real/AutoBF	266.57	S2_BCM SQUARE D_R.RODRI	NO	4986688222
585824	10/02/2015	ZSCR	551	030-1	NA	'045	A2C8758210092	NA	A2C8758210092	8	1301	pcb assy SCU Bottom	NA	HALB	S.Real/AutoBF	478.32	S2_BCM SQUARE D_R.RODRI	NO	4986688307
585838	10/02/2015	ZSCR	551	030-1	NA	'045	S180144202	NA	A2C3280500093	60	1301	circuit board assy TPM TOP	NA	HALB	S.Real/AutoBF	1429.2	S2_NISSAN KEY FOB CMF1_	NO	4986688198
585849	10/02/2015	ZSCR	551	030-1	NA	'045	S180144105U	NA	A2C3280500093	21	1301	circuit board assy TPM TOP	NA	HALB	S.Real/AutoBF	500.22	S2_NISSAN KEY FOB CMF1_	NO	4986688198
585853	10/02/2015	ZSCR	551	030-1	NA	'045	A2C5343019092	NA	A2C5343019092	14	1301	PCB Assy 4B 433.92 MHz	NA	HALB	S.Real	623.98	S2_NISSAN KEY FOB SQUAR	NO	4986687873
585857	10/02/2015	ZSCR	551	030-1	NA	'045	A2C87582100	NA	A2C87582100	1	1301	pcb assy SCU	NA	HALB	S.Real/AutoBF	266.57	S2_BCM SQUARE D_R.RODRI	NO	4986688222
585872	10/02/2015	ZSCR	551	030-1	NA	'045	A2C3280490092	NA	A2C3280490092	7	1301	circuit board assy TPM Bottom	NA	HALB	S.Real	284.34	S2_NISSAN KEY FOB CMF1_	NO	4986687129
585874	10/02/2015	ZSCR	551	030-1	NA	'045	A2C3280490092	NA	A2C3280490092	3	1301	circuit board assy TPM Bottom	NA	HALB	S.Real	121.86	S2_NISSAN KEY FOB CMF1_	NO	4986687129
585875	10/02/2015	ZSCR	551	030-1	NA	'045	S180144202	NA	A2C3280500092	3	1301	circuit board assy TPM bottom	NA	HALB	S.Real	121.86	S2_NISSAN KEY FOB CMF1_	NO	4986687593
585877	10/02/2015	ZSCR	551	030-1	NA	'045	A2C3280490092	NA	A2C3280490092	2	1301	circuit board assy TPM Bottom	NA	HALB	S.Real	81.24	S2_NISSAN KEY FOB CMF1_	NO	4986687129
585880	10/02/2015	ZSCR	551	030-1	NA	'045	A2C3280490092	NA	A2C3280490092	6	1301	circuit board assy TPM Bottom	NA	HALB	S.Real	243.72	S2_NISSAN KEY FOB CMF1_	NO	4986687129
585882	10/02/2015	ZSCR	551	030-1	NA	'045	A2C5343019092	NA	A2C5343019092	5	1301	PCB Assy 4B 433.92 MHz	NA	HALB	S.Real	222.85	S2_NISSAN KEY FOB SQUAR	NO	4986687873
585931	10/02/2015	ZSCR	551	040-3	NA	'045	A2C90508400	NA	A2C90508400	1	1403	pcb assy BCU P42J/K	NA	HALB	S.Real/AutoBF	274.8	S2_BCM SQUARE D_R.RODRI	NO	4986691176
585933	10/02/2015	ZSCR	551	040-3	NA	'045	5WK49670RC	NA	A2C53358639	7	1403	contact spring	NA	ROH	NA	3.71	S2_KEY FOB_A.ANTONIO AL	NO	4986690909
585933	10/02/2015	ZSCR	551	040-3	NA	'045	5WK49611SC	NA	A2C53394918	2	1403	certification label	NA	ROH	NA	8.42	S2_KEY FOB_A.ANTONIO AL	NO	4986690939
585933	10/02/2015	ZSCR	551	040-3	NA	'045	S180143004S	NA	A2C84601100	1	1403	certification label	NA	ROH	NA	4.47	S2_KEY FOB_A.ANTONIO AL	NO	4986690961
586011	10/02/2015	ZSCR	551	040-3	NA	'045	A2C90929500	NA	A2C90929500	6	1403	pcb assy LCM v02 +ALM	NA	HALB	S.Real	639.54	S1_ABM_. (APROBACION A	NO	4986691150
586050	10/02/2015	ZSCR	551	040-3	NA	'045	5WK49608C	NA	A2C00004906	41	1403	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	66.83	S2_KEY FOB_A.ANTONIO AL	NO	4986690861
586052	10/02/2015	ZSCR	551	040-3	NA	'045	A2C53297306B	NA	A2C53297306B	7	1403	SMD Subassy NIS US 315MH 2bundle; top	NA	HALB	S.Real	320.18	S2_KEY FOB_A.ANTONIO AL	NO	4986691116
586054	10/02/2015	ZSCR	551	034-2	NA	'045	A2C5340873192	NA	A2C5340873192	30	1342	PCB Assy 4B 433.92 MHz	NA	HALB	S.Real	1365	S2_NISSAN KEY FOB SQUAR	NO	4986688683
586072	10/02/2015	ZSCR	551	034-2	NA	'045	5WY8166	NA	A2C00011139	15	1342	"470uF,20%,35V,HOL,AL,ELEC CAP/KME25VB220"	NA	ROH	NA	14.55	S1_ABM_. (APROBACION A	NO	4986688672
586088	11/02/2015	ZSCR	551	030-1	NA	'045	6598037611	NA	6598037611	1	1301	SUBENSAMBLE NISSAN 5.6 V-A	NA	HALB	S.Real	32.55	S2_NISSAN STEPS_A.ANTON	NO	4986687116
586089	11/02/2015	ZSCR	551	030-1	NA	'045	6598037611	NA	6598037611	1	1301	SUBENSAMBLE NISSAN 5.6 V-A	NA	HALB	S.Real	32.55	S2_NISSAN STEPS_A.ANTON	NO	4986687116
586112	11/02/2015	ZSCR	551	030-1	NA	'045	A2C90972900	NA	A2C87582100	1	1301	pcb assy SCU	NA	HALB	S.Real/AutoBF	266.57	S2_BCM SQUARE D_R.RODRI	NO	4986688222
586113	11/02/2015	ZSCR	551	030-1	NA	'045	A2C90972200	NA	A2C87582100	1	1301	pcb assy SCU	NA	HALB	S.Real/AutoBF	266.57	S2_BCM SQUARE D_R.RODRI	NO	4986688222
586116	11/02/2015	ZSCR	551	030-1	NA	'045	A2C87582100	NA	A2C87582100	1	1301	pcb assy SCU	NA	HALB	S.Real/AutoBF	266.57	S2_BCM SQUARE D_R.RODRI	NO	4986688222
586118	11/02/2015	ZSCR	551	040-1	NA	'045	A2C89819300	NA	A2C89819300	2	1401	pcb assy BCU P42M NAM	NA	HALB	S.Real	565.2	S2_BCM SQUARE D_R.RODRI	NO	4986688840
586120	11/02/2015	ZSCR	551	030-1	NA	'045	S122736202O	NA	A2C9050840093	1	1301	pcb assy BCU P42J/K Top	NA	HALB	S.Real	233.12	S2_BCM SQUARE D_R.RODRI	NO	4986688117
586121	11/02/2015	ZSCR	551	030-1	NA	'045	A2C90508400	NA	A2C90508400	1	1301	pcb assy BCU P42J/K	NA	HALB	S.Real/AutoBF	274.8	S2_BCM SQUARE D_R.RODRI	NO	4986688335
586142	11/02/2015	ZSCR	551	030-1	NA	'045	A2C8981930093	NA	A2C8981930093	2	1301	pcb assy BCU P42M NAM Top	NA	HALB	S.Real	468.4	S2_BCM SQUARE D_R.RODRI	NO	4986688095
586155	11/02/2015	ZSCR	551	030-1	NA	'045	A2C90508400	NA	A2C9050840093	2	1301	pcb assy BCU P42J/K Top	NA	HALB	S.Real	466.24	S2_BCM SQUARE D_R.RODRI	NO	4986688117
586157	11/02/2015	ZSCR	551	030-1	NA	'045	A2C9050840093	NA	A2C9050840093	1	1301	pcb assy BCU P42J/K Top	NA	HALB	S.Real	233.12	S2_BCM SQUARE D_R.RODRI	NO	4986688117
586167	11/02/2015	ZSCR	551	030-1	NA	'045	A2C90508400	NA	A2C90508400	1	1301	pcb assy BCU P42J/K	NA	HALB	S.Real/AutoBF	274.8	S2_BCM SQUARE D_R.RODRI	NO	4986688335
586169	11/02/2015	ZSCR	551	030-1	NA	'045	A2C9050840092	NA	A2C9050840092	4	1301	pcb assy BCU P42J/K Bottom	NA	HALB	S.Real/AutoBF	239.72	S2_BCM SQUARE D_R.RODRI	NO	4986688364
586186	11/02/2015	ZSCR	551	030-1	NA	'045	A2C8981930092	NA	A2C8981930092	4	1301	pcb assy BCU P42M NAM bottom	NA	HALB	S.Real/AutoBF	267.84	S2_BCM SQUARE D_R.RODRI	NO	4986688321
586201	11/02/2015	ZSCR	551	030-1	NA	'045	A2C87582100	NA	A2C8758210093	1	1301	pcb assy SCU Top	NA	HALB	S.Real	228.98	S2_BCM SQUARE D_R.RODRI	NO	4986687910
586203	11/02/2015	ZSCR	551	030-1	NA	'045	A2C53408731	NA	A2C5340873192	1	1301	PCB Assy 4B 433.92 MHz	NA	HALB	S.Real	45.5	S2_NISSAN KEY FOB SQUAR	NO	4986687845
586205	11/02/2015	ZSCR	551	030-1	NA	'045	A2C53440454	NA	A2C5340873192	4	1301	PCB Assy 4B 433.92 MHz	NA	HALB	S.Real	182	S2_NISSAN KEY FOB SQUAR	NO	4986687845
586214	11/02/2015	ZSCR	551	030-1	NA	'045	A2C53259028	NA	A2C53215350	3	1301	pcb panel 1-up	NA	ROH	NA	116.25	S2_BCM_R.RODRIGO CERVAN	NO	4986687010
586215	11/02/2015	ZSCR	551	030-1	NA	'045	A2C87106400	NA	A2C32801600	30	1301	pcb	NA	ROH	NA	143.4	S2_NISSAN KEY FOB CMF1_	NO	4986686967
586217	11/02/2015	ZSCR	551	030-1	NA	'045	6598037611	NA	6598037611	20	1301	SUBENSAMBLE NISSAN 5.6 V-A	NA	HALB	S.Real	651	S2_NISSAN STEPS_A.ANTON	NO	4986687116
586219	11/02/2015	ZSCR	551	030-1	NA	'045	A2C90972200	NA	A2C87582100	1	1301	pcb assy SCU	NA	HALB	S.Real/AutoBF	266.57	S2_BCM SQUARE D_R.RODRI	NO	4986688222
586219	11/02/2015	ZSCR	551	030-1	NA	'045	A2C90508400	NA	A2C90508400	4	1301	pcb assy BCU P42J/K	NA	HALB	S.Real/AutoBF	1099.2	S2_BCM SQUARE D_R.RODRI	NO	4986688335
586236	11/02/2015	ZSCR	551	040-3	NA	'045	A2C5343019092	NA	A2C5343019092	60	1403	PCB Assy 4B 433.92 MHz	NA	HALB	S.Real	2674.2	S2_NISSAN KEY FOB CMF1_	NO	4986691137
586242	11/02/2015	ZSCR	551	040-2	NA	'045	A2C5340873192	NA	A2C5340873192	1	1402	PCB Assy 4B 433.92 MHz	NA	HALB	S.Real	45.5	S2_NISSAN KEY FOB SQUAR	NO	4986688897
586243	11/02/2015	ZSCR	551	040-3	NA	'045	A2C3280590092	NA	A2C3280590092	1	1403	circuit board assy TPM bottom	NA	HALB	S.Real	41.55	S2_NISSAN KEY FOB SQUAR	NO	4986691074
586247	11/02/2015	ZSCR	551	040-3	NA	'045	5WK49670	NA	A2C53285996B	4	1403	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	185.64	S2_KEY FOB_A.ANTONIO AL	NO	4986691088
586248	11/02/2015	ZSCR	551	040-3	NA	'045	A2C3280490092	NA	A2C3280490092	30	1403	circuit board assy TPM Bottom	NA	HALB	S.Real	1218.6	S2_KEY FOB_A.ANTONIO AL	NO	4986691040
586267	11/02/2015	ZSCR	551	040-3	NA	'045	5WK49608C	NA	A2C00004906	65	1403	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	105.95	S2_NISSAN KEY FOB SQUAR	NO	4986690861
586268	11/02/2015	ZSCR	551	040-2	NA	'045	A2C53408731	NA	A2C5340873192	1	1402	PCB Assy 4B 433.92 MHz	NA	HALB	S.Real	45.5	S2_NISSAN KEY FOB SQUAR	NO	4986688911
586269	11/02/2015	ZSCR	551	040-1	NA	'045	A2C5340873192	NA	A2C5340873192	1	1401	PCB Assy 4B 433.92 MHz	NA	HALB	S.Real	45.5	S2_NISSAN KEY FOB SQUAR	NO	4986688846
586270	11/02/2015	ZSCR	551	040-3	NA	'045	5WK49670RC	NA	A2C53358639	14	1403	contact spring	NA	ROH	NA	7.42	S2_NISSAN KEY FOB SQUAR	NO	4986690909
586270	11/02/2015	ZSCR	551	040-3	NA	'045	5WK49611SC	NA	A2C53394918	6	1403	certification label	NA	ROH	NA	25.26	S2_NISSAN KEY FOB SQUAR	NO	4986690939
586271	11/02/2015	ZSCR	551	040-1	NA	'045	A2C90972200	NA	A2C87582100	3	1401	pcb assy SCU	NA	HALB	S.Real/AutoBF	799.71	S2_BCM SQUARE D_R.RODRI	NO	4986688862
586274	11/02/2015	ZSCR	551	040-3	NA	'045	A2C87582100	NA	A2C87582100	5	1403	pcb assy SCU	NA	HALB	S.Real/AutoBF	1332.85	S2_BCM SQUARE D_R.RODRI	NO	4986691252
586274	11/02/2015	ZSCR	551	040-3	NA	'045	A2C89819300	NA	A2C89819300	3	1403	pcb assy BCU P42M NAM	NA	HALB	S.Real	847.8	S2_BCM SQUARE D_R.RODRI	NO	4986691141
586274	11/02/2015	ZSCR	551	040-3	NA	'045	A2C90508400	NA	A2C90508400	2	1403	pcb assy BCU P42J/K	NA	HALB	S.Real/AutoBF	549.6	S2_BCM SQUARE D_R.RODRI	NO	4986691269
586325	11/02/2015	ZSCR	551	040-2	NA	'045	A2C90248400	NA	A2C90248900	2	1402	control device	NA	ROH	NA	125.18	S2_NIMOCO RECEIVER NISZ	NO	4986688936
586327	11/02/2015	ZSCR	551	040-3	NA	'045	A2C90248500	06AA	A2C90248500	2	1403	control device 433	NA	FERT	NA	132.12	S2_NIMOCO RECEIVER NISZ	NO	4986691008
586330	11/02/2015	ZSCR	551	034-9	NA	'045	A2C90248400	06AA	A2C90248400	1	1349	control device 433	NA	FERT	NA	66.76	S2_NIMOCO RECEIVER NISZ	NO	4986688764
586519	11/02/2015	ZSCR	551	040-2	NA	'045	S180144018	1	S180144018	2	1402	Nissan Key Fob Square D	NA	FERT	NA	150.8	S2_KEY FOB_A.ANTONIO AL	NO	4986688967
586530	11/02/2015	ZSCR	551	034-2	NA	'045	A2C90929500	NA	A2C90929500	5	1342	pcb assy LCM v02 +ALM	NA	HALB	S.Real	532.95	S1_ABM_. (APROBACION A	NO	4986688687
586573	11/02/2015	ZSCR	551	034-2	NA	'045	A2C87582100	NA	A2C87582100	1	1342	pcb assy SCU	NA	HALB	S.Real/AutoBF	266.57	S2_BCM SQUARE D_R.RODRI	NO	4986688735
586600	11/02/2015	ZSCR	551	035-1	0	'045	A2C9092940093	NA	A2C00000561	6	1351	"1,PNP,NORMAL,500mA,45V,SOT23,BIP/BC807-4"		ROH	NA	0.48	S1_ABM_A.ALEX ADMIN	NO	4986688788
586600	11/02/2015	ZSCR	551	035-1	0	'045	A2C9092950093	NA	A2C00004449	4	1351	"R LIN,2K,1%,TK100,250mW,1206"		ROH	NA	0.08	S1_ABM_A.ALEX ADMIN	NO	4986688788
586600	11/02/2015	ZSCR	551	035-1	0	'045	A2C9092940093	NA	A2C00020332	12	1351	"4,EQ ISO,X7R,0612,50V,22nF,20%,20%,CAP A"		ROH	NA	2.52	S1_ABM_A.ALEX ADMIN	NO	4986688788
586600	11/02/2015	ZSCR	551	035-1	0	'045	A2C9092950093	NA	A2C00020332	24	1351	"4,EQ ISO,X7R,0612,50V,22nF,20%,20%,CAP A"		ROH	NA	5.04	S1_ABM_A.ALEX ADMIN	NO	4986688788
586611	11/02/2015	ZSCR	551	030-1	NA	'045	A2C87582100	NA	A2C87582100	2	1301	pcb assy SCU	NA	HALB	S.Real/AutoBF	533.14	S2_BCM SQUARE D_R.RODRI	NO	4986688222
586612	11/02/2015	ZSCR	551	030-1	NA	'045	A2C87582100	NA	A2C87582100	1	1301	pcb assy SCU	NA	HALB	S.Real/AutoBF	266.57	S2_BCM SQUARE D_R.RODRI	NO	4986688222
586613	11/02/2015	ZSCR	551	030-1	NA	'045	A2C90508400	NA	A2C90508400	1	1301	pcb assy BCU P42J/K	NA	HALB	S.Real/AutoBF	274.8	S2_BCM SQUARE D_R.RODRI	NO	4986688335
586614	11/02/2015	ZSCR	551	030-1	NA	'045	A2C90508400	NA	A2C90508400	1	1301	pcb assy BCU P42J/K	NA	HALB	S.Real/AutoBF	274.8	S2_BCM SQUARE D_R.RODRI	NO	4986688335
586620	11/02/2015	ZSCR	551	030-1	NA	'045	A2C9092940093	NA	A2C9092940093	4	1301	SMD lado TOP	NA	HALB	S.Real	282.32	S1_ABM_.	NO	4986688132
586622	11/02/2015	ZSCR	551	030-1	NA	'045	A2C32804900	NA	A2C32801600	30	1301	pcb	NA	ROH	NA	143.4	S2_NISSAN KEY FOB CMF1_	NO	4986686967
586629	12/02/2015	ZSCR	551	030-1	NA	'045	A2C8758210093	NA	A2C8758210093	3	1301	pcb assy SCU Top	NA	HALB	S.Real	686.94	S2_BCM SQUARE D_R.RODRI	NO	4986687910
586630	12/02/2015	ZSCR	551	030-1	NA	'045	A2C87582100	NA	A2C87582100	1	1301	pcb assy SCU	NA	HALB	S.Real/AutoBF	266.57	S2_BCM SQUARE D_R.RODRI	NO	4986688222
586631	12/02/2015	ZSCR	551	030-1	NA	'045	A2C87582100	NA	A2C87582100	1	1301	pcb assy SCU	NA	HALB	S.Real/AutoBF	266.57	S2_BCM SQUARE D_R.RODRI	NO	4986688222
586631	12/02/2015	ZSCR	551	030-1	NA	'045	A2C90508400	NA	A2C90508400	2	1301	pcb assy BCU P42J/K	NA	HALB	S.Real/AutoBF	549.6	S2_BCM SQUARE D_R.RODRI	NO	4986688335
586632	12/02/2015	ZSCR	551	030-1	NA	'045	A2C8758210093	NA	A2C8758210093	5	1301	pcb assy SCU Top	NA	HALB	S.Real	1144.9	S2_BCM SQUARE D_R.RODRI	NO	4986687910
586633	12/02/2015	ZSCR	551	030-1	NA	'045	A2C8758210093	NA	A2C8758210093	3	1301	pcb assy SCU Top	NA	HALB	S.Real	686.94	S2_BCM SQUARE D_R.RODRI	NO	4986687910
586634	12/02/2015	ZSCR	551	040-1	NA	'045	A2C9050840092	NA	A2C9050840092	4	1401	pcb assy BCU P42J/K Bottom	NA	HALB	S.Real/AutoBF	239.72	S2_BCM SQUARE D_R.RODRI	NO	4986688882
586662	12/02/2015	ZSCR	551	034-2	NA	'045	A2C90508400	NA	A2C90508400	10	1342	pcb assy BCU P42J/K	NA	HALB	S.Real/AutoBF	2748	S2_BCM SQUARE D_R.RODRI	NO	4986688747
586662	12/02/2015	ZSCR	551	034-2	NA	'045	A2C9050840093	NA	A2C9050840093	12	1342	pcb assy BCU P42J/K Top	NA	HALB	S.Real	2797.44	S2_BCM SQUARE D_R.RODRI	NO	4986688693
586732	12/02/2015	ZSCR	551	030-1	NA	'045	A2C87582100	NA	A2C87582100	1	1301	pcb assy SCU	NA	HALB	S.Real/AutoBF	266.57	S2_BCM SQUARE D_R.RODRI	NO	4986688222
586733	12/02/2015	ZSCR	551	030-1	NA	'045	A2C90508400	NA	A2C90508400	1	1301	pcb assy BCU P42J/K	NA	HALB	S.Real/AutoBF	274.8	S2_BCM SQUARE D_R.RODRI	NO	4986688335
586734	12/02/2015	ZSCR	551	030-1	NA	'045	A2C87582100	NA	A2C87582100	1	1301	pcb assy SCU	NA	HALB	S.Real/AutoBF	266.57	S2_BCM SQUARE D_R.RODRI	NO	4986688222
586744	12/02/2015	ZSCR	551	030-1	NA	'045	A2C8758210092	NA	A2C8758210092	4	1301	pcb assy SCU Bottom	NA	HALB	S.Real/AutoBF	239.16	S2_BCM SQUARE D_R.RODRI	NO	4986688307
586747	12/02/2015	ZSCR	551	030-1	NA	'045	A2C53251265B	NA	A2C53215350	3	1301	pcb panel 1-up	NA	ROH	NA	116.25	S2_BCM_R.RODRIGO CERVAN	NO	4986687010
586751	12/02/2015	ZSCR	551	030-1	NA	'045	5WY8800	NA	A2C53282673	16	1301	pcb panel multiple 4-up	NA	ROH	NA	212.48	S1_ABM_.	NO	4986687075
586766	12/02/2015	ZSCR	551	030-1	NA	'045	A2C9050840093	NA	A2C9050840093	1	1301	pcb assy BCU P42J/K Top	NA	HALB	S.Real	233.12	S2_BCM SQUARE D_R.RODRI	NO	4986688117
586768	12/02/2015	ZSCR	551	030-1	NA	'045	A2C9050840093	NA	A2C9050840093	1	1301	pcb assy BCU P42J/K Top	NA	HALB	S.Real	233.12	S2_BCM SQUARE D_R.RODRI	NO	4986688117
586770	12/02/2015	ZSCR	551	030-1	NA	'045	S180144003	NA	A2C5343019092	94	1301	PCB Assy 4B 433.92 MHz	NA	HALB	S.Real	4189.58	S2_NISSAN KEY FOB SQUAR	NO	4986687873
586774	12/02/2015	ZSCR	551	030-1	NA	'045	A2C87582100	NA	A2C87582100	1	1301	pcb assy SCU	NA	HALB	S.Real/AutoBF	266.57	S2_BCM SQUARE D_R.RODRI	NO	4986688222
586775	12/02/2015	ZSCR	551	030-1	NA	'045	A2C87582100	NA	A2C87582100	2	1301	pcb assy SCU	NA	HALB	S.Real/AutoBF	533.14	S2_BCM SQUARE D_R.RODRI	NO	4986688222
																			
																			
																			
																			
																			
																			
																			
																			
