No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286590093	NA	A2C00004071	15	3011	050		1351	"100K,1%,TK100,125mW,0805,LIN RES/RC"		ROH	NA	0.3	ES_B299_ARTURO NERI-LOZ	NO	4959216306
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560092	NA	A2C00004071	26	3011	050		1351	"100K,1%,TK100,125mW,0805,LIN RES/RC"		ROH	NA	0.52	ES_B299_ARTURO NERI-LOZ	NO	4959216177
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560093	NA	A2C00004071	56	3011	050		1351	"100K,1%,TK100,125mW,0805,LIN RES/RC"		ROH	NA	1.12	ES_B299_ARTURO NERI-LOZ	NO	4959216224
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286590092	NA	A2C00004150	3	3011	050		1351	"324K,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.06	ES_B299_ARTURO NERI-LOZ	NO	4959216256
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560092	NA	A2C00004150	33	3011	050		1351	"324K,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.66	ES_B299_ARTURO NERI-LOZ	NO	4959216177
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286590092	NA	A2C00004324	1	3011	050		1351	"R LIN,22K1,1%,TK100,100mW,0603"		ROH	NA	0.01	ES_B299_ARTURO NERI-LOZ	NO	4959216256
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286590092	NA	A2C00004349	4	3011	050		1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.04	ES_B299_ARTURO NERI-LOZ	NO	4959216256
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560092	NA	A2C00004349	9	3011	050		1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.09	ES_B299_ARTURO NERI-LOZ	NO	4959216177
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560093	NA	A2C00004349	25	3011	050		1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.25	ES_B299_ARTURO NERI-LOZ	NO	4959216224
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286590092	NA	A2C00004383	39	3011	050		1351	"3K74,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.78	ES_B299_ARTURO NERI-LOZ	NO	4959216256
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560092	NA	A2C00004383	177	3011	050		1351	"3K74,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	3.54	ES_B299_ARTURO NERI-LOZ	NO	4959216177
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560092	NA	A2C00004557	15	3011	050		1351	"59K,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.15	ES_B299_ARTURO NERI-LOZ	NO	4959216177
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286590092	NA	A2C00006792	33	3011	050		1351	"470nF,10%,16V,X7R,0805,TINNED,CER CAP/"		ROH	NA	2.64	ES_B299_ARTURO NERI-LOZ	NO	4959216256
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560092	NA	A2C00006792	266	3011	050		1351	"470nF,10%,16V,X7R,0805,TINNED,CER CAP/"		ROH	NA	21.28	ES_B299_ARTURO NERI-LOZ	NO	4959216177
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286590093	NA	A2C00010441	22	3011	050		1351	"1K,5%,TK200,63mW,0402,LIN RES/CRCW"		ROH	NA	0.22	ES_B299_ARTURO NERI-LOZ	NO	4959216306
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560092	NA	A2C00010455	119	3011	050		1351	"120K,1%,TK100,63mW,0603,LIN RES/CRCW"		ROH	NA	1.19	ES_B299_ARTURO NERI-LOZ	NO	4959216177
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286590092	NA	A2C00010458	23	3011	050		1351	"27K,1%,TK100,63mW,0603,LIN RES/CRCW"		ROH	NA	0.46	ES_B299_ARTURO NERI-LOZ	NO	4959216256
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560092	NA	A2C00010458	129	3011	050		1351	"27K,1%,TK100,63mW,0603,LIN RES/CRCW"		ROH	NA	2.58	ES_B299_ARTURO NERI-LOZ	NO	4959216177
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286590093	NA	A2C00010903	1	3011	050		1351	"1M,5%,TK200,63mW,0402,LIN RES/CRCW"		ROH	NA	0.01	ES_B299_ARTURO NERI-LOZ	NO	4959216306
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560093	NA	A2C00010903	48	3011	050		1351	"1M,5%,TK200,63mW,0402,LIN RES/CRCW"		ROH	NA	0.48	ES_B299_ARTURO NERI-LOZ	NO	4959216224
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286590093	NA	A2C00013094	6	3011	050		1351	"220pF,5%,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.12	ES_B299_ARTURO NERI-LOZ	NO	4959216306
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560093	NA	A2C00013094	99	3011	050		1351	"220pF,5%,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	1.98	ES_B299_ARTURO NERI-LOZ	NO	4959216224
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560092	NA	A2C00020090	6	3011	050		1351	"C CER,X7R,47nF,10%,16V,0402,Sn"		ROH	NA	0.12	ES_B299_ARTURO NERI-LOZ	NO	4959216177
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560092	NA	A2C00021131	19	3011	050		1351	"1,N_CHAN,MOS,POWER,55V,17A,70mOhm,D2PACK"		ROH	NA	34.96	ES_B299_ARTURO NERI-LOZ	NO	4959216177
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560093	NA	A2C00021661	177	3011	050		1351	"C CER,C0G,680pF,5%,50V,0603,Sn"		ROH	NA	8.85	ES_B299_ARTURO NERI-LOZ	NO	4959216224
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560093	NA	A2C00021728	3	3011	050		1351	"LIN Transceiver with wake up function,OT"		ROH	NA	8.79	ES_B299_ARTURO NERI-LOZ	NO	4959216224
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560093	NA	A2C00022910	22	3011	050		1351	"C CER,X7R,22nF,10%,25V,0402,Sn"		ROH	NA	0.22	ES_B299_ARTURO NERI-LOZ	NO	4959216224
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286590093	NA	A2C00024400	1	3011	050		1351	"22uF,10%,16V,SMD,TA,ELEC CAP/593D226X901"		ROH	NA	0.99	ES_B299_ARTURO NERI-LOZ	NO	4959216306
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286590093	NA	A2C00025918	1	3011	050		1351	"10nF,5%,50V,C0G,0805,-,CER CAP/"		ROH	NA	0.16	ES_B299_ARTURO NERI-LOZ	NO	4959216306
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560093	NA	A2C00025918	17	3011	050		1351	"10nF,5%,50V,C0G,0805,-,CER CAP/"		ROH	NA	2.72	ES_B299_ARTURO NERI-LOZ	NO	4959216224
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286590093	NA	A2C00030940	4	3011	050		1351	"4,EQ ISO,konvex 1206,4K7,5%,63mW,NET RES"		ROH	NA	0.16	ES_B299_ARTURO NERI-LOZ	NO	4959216306
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560093	NA	A2C00030940	26	3011	050		1351	"4,EQ ISO,konvex 1206,4K7,5%,63mW,NET RES"		ROH	NA	1.04	ES_B299_ARTURO NERI-LOZ	NO	4959216224
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286590092	NA	A2C00030963	1	3011	050		1351	"4,EQ ISO,X7R,0612,16V,47nF,20%,20%,CAP A"		ROH	NA	0.24	ES_B299_ARTURO NERI-LOZ	NO	4959216256
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286590093	NA	A2C00030963	9	3011	050		1351	"4,EQ ISO,X7R,0612,16V,47nF,20%,20%,CAP A"		ROH	NA	2.16	ES_B299_ARTURO NERI-LOZ	NO	4959216306
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560092	NA	A2C00030963	40	3011	050		1351	"4,EQ ISO,X7R,0612,16V,47nF,20%,20%,CAP A"		ROH	NA	9.6	ES_B299_ARTURO NERI-LOZ	NO	4959216177
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560093	NA	A2C00030963	16	3011	050		1351	"4,EQ ISO,X7R,0612,16V,47nF,20%,20%,CAP A"		ROH	NA	3.84	ES_B299_ARTURO NERI-LOZ	NO	4959216224
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286590092	NA	A2C00032184	136	3011	050		1351	"300V,2A,1,FAST,DO214AA,RECT DIODE/ES2G o"		ROH	NA	63.92	ES_B299_ARTURO NERI-LOZ	NO	4959216256
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560092	NA	A2C00032184	533	3011	050		1351	"300V,2A,1,FAST,DO214AA,RECT DIODE/ES2G o"		ROH	NA	250.51	ES_B299_ARTURO NERI-LOZ	NO	4959216177
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560092	NA	A2C00032220	251	3011	050		1351	"10nF,20%,100V,X7R,0603,TINNED,CER CAP/"		ROH	NA	5.02	ES_B299_ARTURO NERI-LOZ	NO	4959216177
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560093	NA	A2C00033510	3	3011	050		1351	"Absolute pressure sensor, 15 to 115kPa,S"		ROH	NA	47.64	ES_B299_ARTURO NERI-LOZ	NO	4959216224
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560092	NA	A2C00033807	23	3011	050		1351	"10uF,10%,10V,X7R,1206,TINNED,CER CAP/"		ROH	NA	10.12	ES_B299_ARTURO NERI-LOZ	NO	4959216177
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286590093	NA	A2C00034028	51	3011	050		1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	1.02	ES_B299_ARTURO NERI-LOZ	NO	4959216306
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560092	NA	A2C00034028	286	3011	050		1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	5.72	ES_B299_ARTURO NERI-LOZ	NO	4959216177
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560093	NA	A2C00034028	366	3011	050		1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	7.32	ES_B299_ARTURO NERI-LOZ	NO	4959216224
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286590093	NA	A2C00035217	21	3011	050		1351	"1,OP AMP,0Hz,5 PINS SOT23,OP-COMP/AD8515"		ROH	NA	29.61	ES_B299_ARTURO NERI-LOZ	NO	4959216306
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560093	NA	A2C00035217	147	3011	050		1351	"1,OP AMP,0Hz,5 PINS SOT23,OP-COMP/AD8515"		ROH	NA	207.27	ES_B299_ARTURO NERI-LOZ	NO	4959216224
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286590093	NA	A2C00036963	10	3011	050		1351	"75K,5%,TK300,62.5mW,0603,LIN RES/CR1/16"		ROH	NA	0.1	ES_B299_ARTURO NERI-LOZ	NO	4959216306
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560092	NA	A2C00036963	206	3011	050		1351	"75K,5%,TK300,62.5mW,0603,LIN RES/CR1/16"		ROH	NA	2.06	ES_B299_ARTURO NERI-LOZ	NO	4959216177
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560093	NA	A2C00036963	38	3011	050		1351	"75K,5%,TK300,62.5mW,0603,LIN RES/CR1/16"		ROH	NA	0.38	ES_B299_ARTURO NERI-LOZ	NO	4959216224
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560092	NA	A2C00041098	4	3011	050		1351	"ATIC111_LR/1,40V,120mOhm,PowerSOP20,GENE"		ROH	NA	53.24	ES_B299_ARTURO NERI-LOZ	NO	4959216177
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286590093	NA	A2C00044068	21	3011	050		1351	"200V,2A,1,FAST,SMB/DO214AA,RECT DIODE/ES"		ROH	NA	9.24	ES_B299_ARTURO NERI-LOZ	NO	4959216306
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560093	NA	A2C00044068	13	3011	050		1351	"200V,2A,1,FAST,SMB/DO214AA,RECT DIODE/ES"		ROH	NA	5.72	ES_B299_ARTURO NERI-LOZ	NO	4959216224
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286590092	NA	A2C00044268	3	3011	050		1351	"ATIC81, TSSOP16, Monitoring Unit for TCU"		ROH	NA	18.42	ES_B299_ARTURO NERI-LOZ	NO	4959216256
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560092	NA	A2C00044268	2	3011	050		1351	"ATIC81, TSSOP16, Monitoring Unit for TCU"		ROH	NA	12.28	ES_B299_ARTURO NERI-LOZ	NO	4959216177
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560092	NA	A2C00048819	5	3011	050		1351	"1,N_CHAN,IGBT,POWER,400V,14A,0Ohm,TO263a"		ROH	NA	22.45	ES_B299_ARTURO NERI-LOZ	NO	4959216177
172125	26/06/2012	ZSCR	551	035-1	0	A2C3286560092	NA	A2C00060286	14	3011	050		1351	"ATIC91,5V,400mA,STEP DOWN,QFN-44,VOLT RE"		ROH	NA	266.42	ES_B299_ARTURO NERI-LOZ	NO	4959216177
172126	26/06/2012	ZSCR	551	035-1	0	6521017609A	NA	2575202001	5	3011	050		1351	DIODES RECTIFIER / 75V(REALLY		ROH	NA	0.3	ES_CEC_NORA ANCHONDO	NO	4959215256
172126	26/06/2012	ZSCR	551	035-1	0	6521017609A	NA	2576322069	29	3011	050		1351	"1UF,10%,16V,SMD,TA,ELEC CAP/"		ROH	NA	11.02	ES_CEC_NORA ANCHONDO	NO	4959215256
172126	26/06/2012	ZSCR	551	035-1	0	6521017614A	NA	6575602051	1	3011	050		1351	"45V,0.5A, , SOT23, PNP BIP TRA"		ROH	NA	0.1	ES_CEC_NORA ANCHONDO	NO	4959215409
172126	26/06/2012	ZSCR	551	035-1	0	6521017614A	NA	6577362054	25	3011	050		1351	"100NF,10%,50V,X7R,0805,NISN,CE"		ROH	NA	1.25	ES_CEC_NORA ANCHONDO	NO	4959215409
172126	26/06/2012	ZSCR	551	035-1	0	6521017609A	NA	6591602098	86	3011	050		1351	"TRANSISTOR, BF723, SOT223"		ROH	NA	100.62	ES_CEC_NORA ANCHONDO	NO	4959215256
172126	26/06/2012	ZSCR	551	035-1	0	6521017609A	NA	6592312071	1	3011	050		1351	DIODO RECTIFICADOR		ROH	NA	0.17	ES_CEC_NORA ANCHONDO	NO	4959215256
172126	26/06/2012	ZSCR	551	035-1	0	6521017614A	NA	6592392046	8	3011	050		1351	"1UF,10%,35V,SMD,TA,ELEC CAP/"		ROH	NA	5.28	ES_CEC_NORA ANCHONDO	NO	4959215409
172126	26/06/2012	ZSCR	551	035-1	0	6521017609A	NA	6593352012	1	3011	050		1351	"1R5,1%,TK50,1W,0207_SMD_CHP,FI"		ROH	NA	1.71	ES_CEC_NORA ANCHONDO	NO	4959215256
172126	26/06/2012	ZSCR	551	035-1	0	6521017609A	NA	6594352003	1	3011	050		1351	"2K,1%,TK100,1W,0207_SMD_CHP,FI"		ROH	NA	1.49	ES_CEC_NORA ANCHONDO	NO	4959215256
172126	26/06/2012	ZSCR	551	035-1	0	6521017614A	NA	6594352009	1	3011	050		1351	"47K5,1%,TK100,1W,0207_SMD_CHP,"		ROH	NA	1.49	ES_CEC_NORA ANCHONDO	NO	4959215409
172126	26/06/2012	ZSCR	551	035-1	0	6521017609A	NA	6594352018	1	3011	050		1351	"NTC RESISTORS / 22K/5%/0,21W/P"		ROH	NA	0.52	ES_CEC_NORA ANCHONDO	NO	4959215256
172126	26/06/2012	ZSCR	551	035-1	0	6521017614A	NA	6594352027	1	3011	050		1351	"0R1,1%,TK100,1W,0207_SMD_CHP,F"		ROH	NA	1.49	ES_CEC_NORA ANCHONDO	NO	4959215409
172126	26/06/2012	ZSCR	551	035-1	0	6521017609A	NA	6594352028	8	3011	050		1351	"33K2,1%,TK100,1W,0207_SMD_CHP,"		ROH	NA	9.68	ES_CEC_NORA ANCHONDO	NO	4959215256
172126	26/06/2012	ZSCR	551	035-1	0	6521017609A	NA	6594672048	2	3011	050		1351	CUSTOM ICS / ATM41_______PLCC		ROH	NA	33	ES_CEC_NORA ANCHONDO	NO	4959215256
172126	26/06/2012	ZSCR	551	035-1	0	6521017609A	NA	6596672004	1	3011	050		1351	OP. AMPLIFIER ICS / LMC6492		ROH	NA	4.72	ES_CEC_NORA ANCHONDO	NO	4959215256
172126	26/06/2012	ZSCR	551	035-1	0	6521017609A	NA	6596672029	1	3011	050		1351	LOGIC ICS / 74AC14		ROH	NA	0.74	ES_CEC_NORA ANCHONDO	NO	4959215256
172126	26/06/2012	ZSCR	551	035-1	0	6521017614A	NA	6596672029	1	3011	050		1351	LOGIC ICS / 74AC14		ROH	NA	0.74	ES_CEC_NORA ANCHONDO	NO	4959215409
172126	26/06/2012	ZSCR	551	035-1	0	6521017609B	NA	9151004	128	3011	050		1351	"3K3,5%,TK250,125MW,0805,FIX RE"		ROH	NA	1.28	ES_CEC_NORA ANCHONDO	NO	4959215292
172126	26/06/2012	ZSCR	551	035-1	0	6521017609A	NA	9151005	4	3011	050		1351	"1K,5%,TK250,125MW,0805,FIX RES"		ROH	NA	0.04	ES_CEC_NORA ANCHONDO	NO	4959215256
172126	26/06/2012	ZSCR	551	035-1	0	6521017609B	NA	9151005	17	3011	050		1351	"1K,5%,TK250,125MW,0805,FIX RES"		ROH	NA	0.17	ES_CEC_NORA ANCHONDO	NO	4959215292
172126	26/06/2012	ZSCR	551	035-1	0	6521017609A	NA	9151009	69	3011	050		1351	"10K,5%,TK250,125MW,0805,FIX RE"		ROH	NA	0.69	ES_CEC_NORA ANCHONDO	NO	4959215256
172126	26/06/2012	ZSCR	551	035-1	0	6521017614A	NA	9151134	3	3011	050		1351	"2R2,5%,TK250,125MW,0805,FIX RE"		ROH	NA	0.03	ES_CEC_NORA ANCHONDO	NO	4959215409
172126	26/06/2012	ZSCR	551	035-1	0	6521017614A	NA	9151184	127	3011	050		1351	"220R,5%,TK250,125MW,0805,FIX R"		ROH	NA	1.27	ES_CEC_NORA ANCHONDO	NO	4959215409
172126	26/06/2012	ZSCR	551	035-1	0	6521017614A	NA	9151192	32	3011	050		1351	"470R,5%,TK250,125MW,0805,FIX R"		ROH	NA	0.32	ES_CEC_NORA ANCHONDO	NO	4959215409
172126	26/06/2012	ZSCR	551	035-1	0	6521017614A	NA	9151211	73	3011	050		1351	"2K7,5%,TK250,125MW,0805,FIX RE"		ROH	NA	0.73	ES_CEC_NORA ANCHONDO	NO	4959215409
