No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
540340	26/10/2014	ZSCR	551	040-3	NA	'045	A2C31243600	NA	A2C31578100	22		1403	contact spring	NA	ROH	NA	15.62	S1_PK MY 13 FORD_M.MANU	NO	4983469929
540340	26/10/2014	ZSCR	551	040-3	NA	'045	5WY5980D	NA	A2C53405271	16		1403	Foam cushion	NA	ROH	NA	5.28	S1_PK MY 13 FORD_M.MANU	NO	4983469584
540340	26/10/2014	ZSCR	551	040-3	NA	'045	A2C91031700	NA	A2C91031500	1		1403	housing cover assy	NA	ROH	NA	44.71	S1_PK MY 13 FORD_M.MANU	NO	4983470045
540344	26/10/2014	ZSCR	551	040-4	NA	'045	A2C31243600	NA	A2C00024322	4		1404	key ring	NA	ROH	NA	2.64	S1_PK MY 13 FORD_M.MANU	NO	4983470122
540344	26/10/2014	ZSCR	551	040-4	NA	'045	A2C31243300	NA	A2C00045268	23		1404	"EM OTH BATTERY/CR2025 LMX (A2C00045268),"	NA	ROH	NA	39.1	S1_PK MY 13 FORD_M.MANU	NO	4983470106
540344	26/10/2014	ZSCR	551	040-4	NA	'045	A2C31244300	NA	A2C31226200	2		1404	housing cover assy	NA	ROH	NA	75.78	S1_PK MY 13 FORD_M.MANU	NO	4983470131
540344	26/10/2014	ZSCR	551	040-4	NA	'045	A2C31243300	NA	A2C31226900	2		1404	keypad	NA	ROH	NA	3.86	S1_PK MY 13 FORD_M.MANU	NO	4983470106
540344	26/10/2014	ZSCR	551	040-4	NA	'045	A2C31243300	NA	A2C31227400	13		1404	contact spring	NA	ROH	NA	9.75	S1_PK MY 13 FORD_M.MANU	NO	4983470106
540344	26/10/2014	ZSCR	551	040-4	NA	'045	A2C31243300	NA	A2C31227500	16		1404	label	NA	ROH	NA	3.84	S1_PK MY 13 FORD_M.MANU	NO	4983470106
540344	26/10/2014	ZSCR	551	040-4	NA	'045	A2C31243300	NA	A2C31578100	10		1404	contact spring	NA	ROH	NA	7.1	S1_PK MY 13 FORD_M.MANU	NO	4983470106
540344	26/10/2014	ZSCR	551	040-4	NA	'045	A2C31244300	NA	A2C37754600	20		1404	housing	NA	ROH	NA	53	S1_PK MY 13 FORD_M.MANU	NO	4983470131
540344	26/10/2014	ZSCR	551	040-4	NA	'045	5WY5980D	NA	A2C53405271	10		1404	Foam cushion	NA	ROH	NA	3.3	S1_PK MY 13 FORD_M.MANU	NO	4983470086
540371	26/10/2014	MB1A	551	010-3	95000014	'045	NA	NA	A2C00054503	103		1103	"SEN/DST80 Wedge Transponder 134.2kHz, Fo"	QN410105864	ROH	NA	1180.38	410105864_PEPS_J	NO	4983470326
540371	26/10/2014	MB1A	551	010-3	95000014	'045	NA	NA	A2C53426033	103		1103	frame	QN410105864	ROH	NA	253.38	410105864_PEPS_J	NO	4983470326
540583	26/10/2014	ZSCR	551	030-1	NA	'045	5WY7111	NA	6598082103	252		1301	TC IMPRESA RECEIVER BRASIL	NA	ROH	NA	498.96	S1_RECEIVER_S.SALVADOR	NO	4983468440
540616	26/10/2014	ZSCR	551	040-3	NA	'045	A2C32337700S	NA	A2C32591000	1		1403	housing assy	NA	ROH	NA	6	S1_INTERNAL RECEIVER K2	NO	4983469999
540646	26/10/2014	ZSCR	551	030-1	NA	'045	5WY7703	NA	8800630142	2		1301	Etiqueta unidad Clip On	NA	ROH	NA	0.16	S1_PATS_M.MANUEL MANZAN	NO	4983468466
540646	26/10/2014	ZSCR	551	030-1	NA	'045	5WY7703	NA	A2C53119450	2		1301	HOUSING PARA 5WY7703 (ANTENA) CLIP ON	NA	ROH	NA	18	S1_PATS_M.MANUEL MANZAN	NO	4983468466
540661	26/10/2014	ZSCR	551	040-3	NA	'045	5WK49609B	NA	A2C00004906	1		1403	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	1.64	S1_PK MY 13 FORD_M.MANU	NO	4983469535
540661	26/10/2014	ZSCR	551	040-3	NA	'045	A2C31244300	NA	A2C37754600	11		1403	housing	NA	ROH	NA	29.15	S1_PK MY 13 FORD_M.MANU	NO	4983469969
540906	27/10/2014	ZSCR	551	030-1	NA	'045	A2C31243800	NA	A2C34971700	18		1301	pcb	NA	ROH	NA	103.68	S1_PEPS PK 1 WAY_M.MANU	NO	4983468530
540909	27/10/2014	ZSCR	551	030-1	NA	'045	5WY8604	NA	A2C53333349	40		1301	pcb panel 1-up	NA	ROH	NA	221.6	S1_PEPS_J.JAVIER BECERR	NO	4983468500
540916	27/10/2014	ZSCR	551	030-1	NA	'045	A2C74024810	NA	A2C00059765	4		1301	"uPD78F1823,A1,LQFP80,FLASH,16bit,MICRO B"	NA	ROH	NA	21.84	S1_BCM K2XX_L.LUIS LIZA	NO	4983468740
541051	27/10/2014	ZSCR	551	040-3	NA	'045	A2C32337700S	NA	A2C32591000	1		1403	housing assy	NA	ROH	NA	6	S1_INTERNAL RECEIVER K2	NO	4983469999
541051	27/10/2014	ZSCR	551	040-3	NA	'045	5WY8101	NA	A2C53244827	15		1403	housing cover	NA	ROH	NA	16.35	S1_INTERNAL RECEIVER K2	NO	4983469736
541065	27/10/2014	MB1A	551	010-3	95000014	'045	A2C53426032	NA	A2C00054503	117		1103	"SEN/DST80 Wedge Transponder 134.2kHz, Fo"	QN411058654	ROH	NA	1340.82	411058654_PEPS_J	NO	4983470404
541065	27/10/2014	MB1A	551	010-3	95000014	'045	5WY5979R	NA	A2C53333348	117		1103	frame	QN411058654	ROH	NA	420.03	411058654_PEPS_J	NO	4983470404
541065	27/10/2014	MB1A	551	010-3	95000014	'045	5WY5980R	NA	A2C53389581	10		1103	sticker	QN411058654	ROH	NA	0.8	411058654_PEPS_J	NO	4983470404
541065	27/10/2014	MB1A	551	010-3	95000014	'045	5WY8678R	NA	A2C53441221	10		1103	Key Tag	QN411058654	ROH	NA	12.8	411058654_PEPS_J	NO	4983470404
541072	27/10/2014	ZSCR	551	040-3	NA	'045	A2C31243300	NA	A2C31241400	3		1403	sticker	NA	ROH	NA	16.53	S1_PEPS_J.JAVIER BECERR	NO	4983469865
541072	27/10/2014	ZSCR	551	040-3	NA	'045	A2C31244500	NA	A2C31241700	3		1403	Lincoln Jewel	NA	ROH	NA	16.77	S1_PEPS_J.JAVIER BECERR	NO	4983469982
541075	27/10/2014	ZSCR	551	040-3	NA	'045	A2C31243300	NA	A2C00024322	17		1403	key ring	NA	ROH	NA	11.22	S1_PK MY 13 FORD_M.MANU	NO	4983469865
541075	27/10/2014	ZSCR	551	040-3	NA	'045	A2C31243300	NA	A2C31227300	5		1403	housing assy	NA	ROH	NA	13.05	S1_PK MY 13 FORD_M.MANU	NO	4983469865
541075	27/10/2014	ZSCR	551	040-3	NA	'045	A2C31243300	NA	A2C31227400	5		1403	contact spring	NA	ROH	NA	3.75	S1_PK MY 13 FORD_M.MANU	NO	4983469865
541075	27/10/2014	ZSCR	551	040-3	NA	'045	A2C31243300	NA	A2C31227500	4		1403	label	NA	ROH	NA	0.96	S1_PK MY 13 FORD_M.MANU	NO	4983469897
541075	27/10/2014	ZSCR	551	040-3	NA	'045	A2C31243300	NA	A2C31578100	5		1403	contact spring	NA	ROH	NA	3.55	S1_PK MY 13 FORD_M.MANU	NO	4983469897
541075	27/10/2014	ZSCR	551	040-3	NA	'045	5WY5980D	NA	A2C53405271	1		1403	Foam cushion	NA	ROH	NA	0.33	S1_PK MY 13 FORD_M.MANU	NO	4983469584
541078	27/10/2014	ZSCR	551	040-3	NA	'045	A2C31243300	NA	A2C00045268	40		1403	"EM OTH BATTERY/CR2025 LMX (A2C00045268),"	NA	ROH	NA	68	S1_PK MY 13 FORD_M.MANU	NO	4983469897
541078	27/10/2014	ZSCR	551	040-3	NA	'045	A2C31243300	NA	A2C31227300	21		1403	housing assy	NA	ROH	NA	54.81	S1_PK MY 13 FORD_M.MANU	NO	4983469897
541078	27/10/2014	ZSCR	551	040-3	NA	'045	A2C31243600	NA	A2C31227400	21		1403	contact spring	NA	ROH	NA	15.75	S1_PK MY 13 FORD_M.MANU	NO	4983469929
541078	27/10/2014	ZSCR	551	040-3	NA	'045	A2C31243600	NA	A2C31227500	21		1403	label	NA	ROH	NA	5.04	S1_PK MY 13 FORD_M.MANU	NO	4983469929
541078	27/10/2014	ZSCR	551	040-3	NA	'045	A2C31243300	NA	A2C31578100	21		1403	contact spring	NA	ROH	NA	14.91	S1_PK MY 13 FORD_M.MANU	NO	4983469897
541078	27/10/2014	ZSCR	551	040-3	NA	'045	5WY5980D	NA	A2C53405271	21		1403	Foam cushion	NA	ROH	NA	6.93	S1_PK MY 13 FORD_M.MANU	NO	4983469584
541083	27/10/2014	ZSCR	551	040-3	NA	'045	A2C31243300	NA	A2C00045268	6		1403	"EM OTH BATTERY/CR2025 LMX (A2C00045268),"	NA	ROH	NA	10.2	S1_PEPS PK 1 WAY_M.MANU	NO	4983469897
541083	27/10/2014	ZSCR	551	040-3	NA	'045	A2C31243300	NA	A2C31227400	3		1403	contact spring	NA	ROH	NA	2.25	S1_PEPS PK 1 WAY_M.MANU	NO	4983469897
541083	27/10/2014	ZSCR	551	040-3	NA	'045	A2C31243300	NA	A2C31227500	3		1403	label	NA	ROH	NA	0.72	S1_PEPS PK 1 WAY_M.MANU	NO	4983469897
541083	27/10/2014	ZSCR	551	040-3	NA	'045	A2C31243300	NA	A2C31578100	3		1403	contact spring	NA	ROH	NA	2.13	S1_PEPS PK 1 WAY_M.MANU	NO	4983469897
541083	27/10/2014	ZSCR	551	040-3	NA	'045	A2C31243800	NA	A2C37754600	3		1403	housing	NA	ROH	NA	7.95	S1_PEPS PK 1 WAY_M.MANU	NO	4983469952
541083	27/10/2014	ZSCR	551	040-3	NA	'045	5WY5980D	NA	A2C53405271	3		1403	Foam cushion	NA	ROH	NA	0.99	S1_PEPS PK 1 WAY_M.MANU	NO	4983469584
541365	28/10/2014	ZSCR	551	030-1	NA	'045	A2C3233790193	NA	A2C32591101	12		1301	pcb assy	NA	ROH	NA	118.32	S1_INTERNAL RECEIVER K2	NO	4983468547
541388	28/10/2014	ZSCR	551	030-1	NA	'045	A2C32765500	NA	A2C00054060	4		1301	"MICRO,SINGLE,12V,RELAY/G8NB-17SR"	NA	ROH	NA	15.4	S1_BCM K2XX_L.LUIS LIZA	NO	4983468577
541388	28/10/2014	ZSCR	551	030-1	NA	'045	A2C32828300	NA	A2C00054061	1		1301	"MICRO,TWIN,12V,RELAY/G8NB-27SR"	NA	ROH	NA	7.67	S1_BCM K2XX_L.LUIS LIZA	NO	4983468635
541388	28/10/2014	ZSCR	551	030-1	NA	'045	A2C74024210	NA	A2C00055980	1		1301	"IC SMART POW/TLE7230R,PG-DSO-36-47,8,60V"	NA	ROH	NA	10.13	S1_BCM K2XX_L.LUIS LIZA	NO	4983468690
541388	28/10/2014	ZSCR	551	030-1	NA	'045	A2C74024811	NA	A2C00063970	1		1301	"IC MCU BLK/UPD70F3558M1GM(A1)-V2.2,A1,QF"	NA	ROH	NA	34.75	S1_BCM K2XX_L.LUIS LIZA	NO	4983468758
541388	28/10/2014	ZSCR	551	030-1	NA	'045	A2C74024810	NA	A2C00249100	4		1301	"IC SMART POW/MC10XS3535/SPP1035,24 PQFN,"	NA	ROH	NA	78.04	S1_BCM K2XX_L.LUIS LIZA	NO	4983468776
541390	28/10/2014	ZSCR	551	030-1	NA	'045	A2C74024810	NA	A2C00059765	4		1301	"uPD78F1823,A1,LQFP80,FLASH,16bit,MICRO B"	NA	ROH	NA	21.84	S1_BCM K2XX_L.LUIS LIZA	NO	4983468740
541391	28/10/2014	ZSCR	551	030-1	NA	'045	A2C74024809	NA	A2C00282600	55		1301	"IC SMART POW/MC33879APEKR2,SOIC 32 expos"	NA	ROH	NA	582.45	S1_BCM K2XX_L.LUIS LIZA	NO	4983468791
541392	28/10/2014	ZSCR	551	030-1	NA	'045	A2C32834500	NA	A2C00054061	8		1301	"MICRO,TWIN,12V,RELAY/G8NB-27SR"	NA	ROH	NA	61.36	S1_BCM K2XX_L.LUIS LIZA	NO	4983468635
541393	28/10/2014	ZSCR	551	030-1	NA	'045	A2C74024810	NA	A2C00063970	13		1301	"IC MCU BLK/UPD70F3558M1GM(A1)-V2.2,A1,QF"	NA	ROH	NA	451.75	S1_BCM K2XX_L.LUIS LIZA	NO	4983468758
541394	28/10/2014	ZSCR	551	030-1	NA	'045	A2C74024211	NA	A2C00055980	31		1301	"IC SMART POW/TLE7230R,PG-DSO-36-47,8,60V"	NA	ROH	NA	314.03	S1_BCM K2XX_L.LUIS LIZA	NO	4983468690
541395	28/10/2014	ZSCR	551	030-1	NA	'045	A2C74024808	NA	A2C00249100	13		1301	"IC SMART POW/MC10XS3535/SPP1035,24 PQFN,"	NA	ROH	NA	253.63	S1_BCM K2XX_L.LUIS LIZA	NO	4983468776
541442	28/10/2014	ZSCR	551	040-3	NA	'045	A2C74024301	NA	A2C74024301	1		1403	pcb topTHD BCU GM high Global A	NA	HALB	S.Real	395.28	S1_BCM K2XX_L.LUIS LIZA	NO	4983468208
541444	28/10/2014	ZSCR	551	030-1	NA	'045	A2C7402430193	NA	A2C7402430193	1		1301	pcb topTHD BCU GM high Global A	NA	HALB	S.Real	347.3	S1_BCM K2XX_L.LUIS LIZA	NO	4983468138
541444	28/10/2014	ZSCR	551	030-1	NA	'045	A2C74024902	NA	A2C74024902	1		1301	pcb topTHD BCU GM mid Global A	NA	HALB	S.Real	364.79	S1_BCM K2XX_L.LUIS LIZA	NO	4983468155
541447	28/10/2014	ZSCR	551	030-1	NA	'045	A2C32828200	NA	A2C00054061	1		1301	"MICRO,TWIN,12V,RELAY/G8NB-27SR"	NA	ROH	NA	7.67	S1_BCM K2XX_L.LUIS LIZA	NO	4983468604
541447	28/10/2014	ZSCR	551	030-1	NA	'045	A2C74024211	NA	A2C00055980	1		1301	"IC SMART POW/TLE7230R,PG-DSO-36-47,8,60V"	NA	ROH	NA	10.13	S1_BCM K2XX_L.LUIS LIZA	NO	4983468690
541447	28/10/2014	ZSCR	551	030-1	NA	'045	A2C74024810	NA	A2C00249100	12		1301	"IC SMART POW/MC10XS3535/SPP1035,24 PQFN,"	NA	ROH	NA	234.12	S1_BCM K2XX_L.LUIS LIZA	NO	4983468776
541455	28/10/2014	ZSCR	551	030-1	NA	'045	A2C7320310293	NA	A2C7320310293	7		1301	GM K2XX EXT ANT REC 315 PCB TOP SMD ASS.	NA	HALB	S.Real	302.68	S1_EXTERNAL RECEIVER K2	NO	4983468075
541455	28/10/2014	ZSCR	551	030-1	NA	'045	A2C7321560293	NA	A2C7321560293	1		1301	GM K2XX EXT ANT REC 433 PCB TOP SMD ASS.	NA	HALB	S.Real	41.55	S1_EXTERNAL RECEIVER K2	NO	4983468105
541456	28/10/2014	ZSCR	551	030-1	NA	'045	A2C7320310293	NA	A2C7320310293	1		1301	GM K2XX EXT ANT REC 315 PCB TOP SMD ASS.	NA	HALB	S.Real	43.24	S1_EXTERNAL RECEIVER K2	NO	4983468075
541456	28/10/2014	ZSCR	551	030-1	NA	'045	A2C7320310293	NA	A2C7320310293	1		1301	GM K2XX EXT ANT REC 315 PCB TOP SMD ASS.	NA	HALB	S.Real	43.24	S1_EXTERNAL RECEIVER K2	NO	4983468075
541458	28/10/2014	ZSCR	551	030-1	NA	'045	A2C7320310293	NA	A2C7320310293	6		1301	GM K2XX EXT ANT REC 315 PCB TOP SMD ASS.	NA	HALB	S.Real	259.44	S1_EXTERNAL RECEIVER K2	NO	4983468075
541458	28/10/2014	ZSCR	551	030-1	NA	'045	A2C7321560293	NA	A2C7321560293	1		1301	GM K2XX EXT ANT REC 433 PCB TOP SMD ASS.	NA	HALB	S.Real	41.55	S1_EXTERNAL RECEIVER K2	NO	4983468105
541542	28/10/2014	ZSCR	551	040-3	NA	'045	5WY5973SP	NA	A2C53353727	4		1403	circuit board assy FOG FORD P	NA	HALB	S.Real/AutoBF	666.76	S1_PEPS_J.JAVIER BECERR	NO	4983468230
541583	28/10/2014	ZSCR	551	040-3	NA	'045	40282012OLA	NA	6598142121	5		1403	PCB ACTIVE ANTENNA	NA	ROH	NA	41.7	S1_PEPS_J.JAVIER BECERR	NO	4983469326
541739	29/10/2014	ZSCR	551	040-1	NA	'045	5WY8608	NA	A2C53333370	5		1401	circuit board assy FOG FORD P	NA	HALB	S.Real	283.25	S1_PEPS_J.JAVIER BECERR	NO	4983468174
541742	29/10/2014	ZSCR	551	040-1	NA	'045	5WY5973RSP	NA	A2C53353727	5		1401	circuit board assy FOG FORD P	NA	HALB	S.Real/AutoBF	833.45	S1_PEPS_J.JAVIER BECERR	NO	4983468200
541914	29/10/2014	ZSCR	551	030-1	NA	'045	A2C74024807	NA	A2C00282600	6		1301	"IC SMART POW/MC33879APEKR2,SOIC 32 expos"	NA	ROH	NA	63.54	S1_BCM K2XX_L.LUIS LIZA	NO	4983468791
541916	29/10/2014	ZSCR	551	030-1	NA	'045	A2C74024204	NA	A2C01050300	2		1301	RELAY G8NB-17SR-CA-TR	NA	ROH	NA	9.62	S1_BCM K2XX_L.LUIS LIZA	NO	4983468810
541978	29/10/2014	ZSCR	551	030-1	NA	'045	A2C7321560293	NA	A2C7321560293	24		1301	GM K2XX EXT ANT REC 433 PCB TOP SMD ASS.	NA	HALB	S.Real	997.2	S1_EXTERNAL RECEIVER K2	NO	4983468105
542079	29/10/2014	ZSCR	551	030-1	NA	'045	A2C74024204	NA	A2C01050300	25		1301	RELAY G8NB-17SR-CA-TR	NA	ROH	NA	120.25	S1_BCM K2XX_L.LUIS LIZA	NO	4983468810
542080	29/10/2014	ZSCR	551	030-1	NA	'045	A2C74024807	NA	A2C00249100	4		1301	"IC SMART POW/MC10XS3535/SPP1035,24 PQFN,"	NA	ROH	NA	78.04	S1_BCM K2XX_L.LUIS LIZA	NO	4983468776
542081	29/10/2014	ZSCR	551	030-1	NA	'045	A2C74024808	NA	A2C00063970	2		1301	"IC MCU BLK/UPD70F3558M1GM(A1)-V2.2,A1,QF"	NA	ROH	NA	69.5	S1_BCM K2XX_L.LUIS LIZA	NO	4983468758
542325	30/10/2014	ZSCR	551	030-1	NA	'045	A2C37625100	NA	A2C73203001	12		1301	"EXT ANT RECEIVER PCB, RIGID"	NA	ROH	NA	61.32	S1_EXTERNAL RECEIVER K2	NO	4983468676
542329	30/10/2014	ZSCR	551	030-1	NA	'045	A2C81541800SP	NA	A2C32209700	15		1301	pcb FORD PEPS M	NA	ROH	NA	111.3	S1_PK MY 13 FORD_M.MANU	NO	4983468724
542332	30/10/2014	ZSCR	551	030-1	NA	'045	A2C8604090093	NA	A2C53299805	2		1301	pcb GM EZKEY PA	NA	ROH	NA	59.24	S1_EZKEY_L.LUIS LIZARRA	NO	4983468836
542341	30/10/2014	ZSCR	551	030-1	NA	'045	A2C7402430093	NA	A2C73429901	2		1301	"PCB, GM GLOBAL-A BCM MY14"	NA	ROH	NA	104.94	S1_BCM K2XX_L.LUIS LIZA	NO	4983468696
542394	30/10/2014	ZSCR	551	030-1	NA	'045	A2C8604090093	NA	A2C53299805	3		1301	pcb GM EZKEY PA	NA	ROH	NA	88.86	S1_EZKEY_L.LUIS LIZARRA	NO	4983468836
542476	30/10/2014	ZSCR	551	030-1	NA	'045	A2C37625100	NA	A2C73203001	12		1301	"EXT ANT RECEIVER PCB, RIGID"	NA	ROH	NA	61.32	S1_EXTERNAL RECEIVER K2	NO	4983468676
542482	30/10/2014	ZSCR	551	030-1	NA	'045	5WY7703	NA	A2C53119454	48		1301	PCB Clip On FR4/2-LAYER PATS	NA	ROH	NA	85.44	S1_PATS_M.MANUEL MANZAN	NO	4983468466
542484	30/10/2014	ZSCR	551	030-1	NA	'045	A2C7402430093	NA	A2C73429901	4		1301	"PCB, GM GLOBAL-A BCM MY14"	NA	ROH	NA	209.88	S1_BCM K2XX_L.LUIS LIZA	NO	4983468696
