No.Item	Fecha	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP				
509807	23/08/2014	035-1	0	'050	A2C8676770093	NA	A2C00010444	39	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.39	S5_TIS1C127 HMC_M.MIGUE	NO	4981173838				
509807	23/08/2014	035-1	0	'050	A2C8669800093	NA	A2C00010737	2	1351	"100pF,5%,50V,C0G,0402,TINNED,CER CAP/VJ"		ROH	NA	0.02	S5_TIS1C127 HMC_M.MIGUE	NO	4981173837				
509807	23/08/2014	035-1	0	'050	A2C8314420092	NA	A2C00021664	53	1351	"15pF,1%,50V,C0G,0402,Sn,CER CAP/RF appli"		ROH	NA	1.06	S5_TIS1C127 HMC_M.MIGUE	NO	4981173816				
509807	23/08/2014	035-1	0	'050	A2C8314440092	NA	A2C00026320	3	1351	"1.2pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.06	S5_TIS1C127 HMC_M.MIGUE	NO	4981173827				
509808	23/08/2014	035-1	0	'050	A2C8314440092	NA	A2C00010444	2	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.02	S5_TIS1C127 HMC_M.MIGUE	NO	4981173827				
509808	23/08/2014	035-1	0	'050	A2C8314420093	NA	A2C00010737	1	1351	"100pF,5%,50V,C0G,0402,TINNED,CER CAP/VJ"		ROH	NA	0.01	S5_TIS1C127 HMC_M.MIGUE	NO	4981173816				
509808	23/08/2014	035-1	0	'050	A2C8314420093	NA	A2C00010918	1	1351	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	0.01	S5_TIS1C127 HMC_M.MIGUE	NO	4981173816				
509808	23/08/2014	035-1	0	'050	A2C8314440092	NA	A2C00026320	1	1351	"1.2pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.02	S5_TIS1C127 HMC_M.MIGUE	NO	4981173827				
509808	23/08/2014	035-1	0	'050	A2C8314420092	NA	A2C00031958	122	1351	"1.8pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	2.44	S5_TIS1C127 HMC_M.MIGUE	NO	4981173816				
509808	23/08/2014	035-1	0	'050	A2C8314440093	NA	A2C00034028	3	1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.06	S5_TIS1C127 HMC_M.MIGUE	NO	4981173827				
509808	23/08/2014	035-1	0	'050	A2C8314420092	NA	A2C00034826	33	1351	"68pF,1%,50V,C0G,0402,,CER CAP/++ RF appl"		ROH	NA	0.66	S5_TIS1C127 HMC_M.MIGUE	NO	4981173816				
509808	23/08/2014	035-1	0	'050	A2C8314420093	NA	A2C00034826	1	1351	"68pF,1%,50V,C0G,0402,,CER CAP/++ RF appl"		ROH	NA	0.02	S5_TIS1C127 HMC_M.MIGUE	NO	4981173816				
509808	23/08/2014	035-1	0	'050	A2C8314440093	NA	A2C00057187	3	1351	"C CER,C0G,8.2pF,0.1pF,50V,0402,Sn"		ROH	NA	0.06	S5_TIS1C127 HMC_M.MIGUE	NO	4981173827				
509812	23/08/2014	035-1	0	'050	A2C8551390092	NA	A2C00019748	40	1351	"R LIN,2K2,1%,TK100,63mW,0402"		ROH	NA	0.4	S1_TIS1C127 BMW_M.MIGUE	NO	4981173627				
509812	23/08/2014	035-1	0	'050	A2C8551390092	NA	A2C00031131	1	1351	"R LIN,470R,1%,TK100,63mW,0402"		ROH	NA	0.01	S1_TIS1C127 BMW_M.MIGUE	NO	4981173627				
509812	23/08/2014	035-1	0	'050	A2C8551390092	NA	A2C00031965	522	1351	"6.8pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	10.44	S1_TIS1C127 BMW_M.MIGUE	NO	4981173627				
509812	23/08/2014	035-1	0	'050	A2C8551390092	NA	A2C00034028	370	1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	7.4	S1_TIS1C127 BMW_M.MIGUE	NO	4981173627				
509812	23/08/2014	035-1	0	'050	A2C8551390092	NA	A2C00034776	6	1351	"39pF,1%,50V,C0G,0402,,CER CAP/"		ROH	NA	0.12	S1_TIS1C127 BMW_M.MIGUE	NO	4981173627				
509812	23/08/2014	035-1	0	'050	A2C8551390093	NA	A2C00038140	266	1351	"82pF,1%,50V,C0G,0402,Sn,CER CAP/ ++ RF p"		ROH	NA	5.32	S1_TIS1C127 BMW_M.MIGUE	NO	4981173627				
509812	23/08/2014	035-1	0	'050	A2C8551390092	NA	A2C00057187	144	1351	"C CER,C0G,8.2pF,0.1pF,50V,0402,Sn"		ROH	NA	2.88	S1_TIS1C127 BMW_M.MIGUE	NO	4981173627				
509813	23/08/2014	035-1	0	'050	A2C8551390092	NA	A2C00019748	125	1351	"R LIN,2K2,1%,TK100,63mW,0402"		ROH	NA	1.25	S1_TIS1C127 BMW_M.MIGUE	NO	4981173627				
