No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	APD	Espacio	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP		
657501	31/08/2015	ZSCR	551	040-1	NA	'054	A2C31080700	NA	A2C3108070093	1	3011	054	 	1401	SMT Top Chrysler RT ORC MY13	NA	HALB	S.Real	282.38	PS_CHRYSLER MY2013_.	NO	4993424286		
657502	31/08/2015	ZSCR	551	034-2	NA	'054	A2C86852400	NA	A2C53334853	60	3011	054	 	1342	certification label identi spool part p	NA	ROH	NA	30	PS_HYUNDAI_.	NO	4993422044		
657503	31/08/2015	ZSCR	551	040-5	NA	'054	A2C31080700	NA	A2C30202900	1	3011	054	 	1405	multipoint connector 84P H 2SYS AFAD	NA	ROH	NA	41.86	PS_CHRYSLER MY2013_.	NO	4993424286		
657504	31/08/2015	MB1A	551	040-3	K96019	'054	NA	NA	A2C40000025	1	3011	054	 	1095	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	8.38	PS_SDM40_.	NO	4993426508		
657504	31/08/2015	MB1A	551	040-3	K96019	'054	NA	NA	A2C53338471	2	3011	054	 	1095	contact element	NA	ROH	NA	2.2	PS_SDM40_.	NO	4993426508		
657504	31/08/2015	MB1A	551	040-3	K96019	'054	NA	NA	A2C84139100	1	3011	054	 	1095	housing WIC P BK A-B	NA	ROH	NA	54.13	PS_SDM40_.	NO	4993426508		
657505	31/08/2015	ZSCR	551	040-3	NA	'054	5WK44774	NA	A2C53245952	1	3011	054	 	1403	"housing FIP 152,0x 135,7"	NA	ROH	NA	24.25	PS_ARAMIS III_.	NO	4993425007		
657505	31/08/2015	ZSCR	551	040-3	NA	'054	5WK44774	NA	A2C53371768	3	3011	054	 	1403	cover FIP T GY	NA	ROH	NA	9.03	PS_ARAMIS III_.	NO	4993425576		
657506	31/08/2015	ZSCR	551	040-3	NA	'054	5WK44120	NA	A2C53108379	3	3011	054	 	1403	cover FIP T GY	NA	ROH	NA	11.19	PS_ARAMIS 2013_.	NO	4993425031		
657507	31/08/2015	ZSCR	551	040-3	NA	'054	5WK44426	NA	A2C53397769	1	3011	054	 	1403	housing	NA	ROH	NA	22.86	PS_HONDA HRS6_J.JUAN CH	NO	4993425046		
657507	31/08/2015	ZSCR	551	040-3	NA	'054	5WK44470	NA	A2C53397780	3	3011	054	 	1403	cover	NA	ROH	NA	10.14	PS_HONDA HRS6_J.JUAN CH	NO	4993425145		
657508	31/08/2015	MB1A	551	040-3	K96019	'054	NA	NA	A2C53091021	200	3011	054	 	1095	sticker	NA	ROH	NA	158	PS_HONDA HRS7_.	NO	4993426111		
657509	31/08/2015	ZSCR	551	040-5	NA	'054	A2C92704001	NA	A2C91600800	2	3011	054	 	1405	multipoint connector124/ 76P H 2SYS 1018	NA	ROH	NA	103.36	PSAD_DAIMLER STAR2_ISC_	NO	4993421284		
657510	31/08/2015	ZSCR	551	040-3	NA	'054	A2C85800900	NA	A2C40000025	1	3011	054	 	1403	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	8.38	PS_SDM10+_.	NO	4993422366		
657510	31/08/2015	ZSCR	551	040-3	NA	'054	A2C85800800	NA	A2C53338471	45	3011	054	 	1403	contact element	NA	ROH	NA	49.5	PS_SDM10+_.	NO	4993422366		
657511	31/08/2015	ZSCR	551	040-3	NA	'054	5WK43968	NA	A2C53324560	100	3011	054	 	1403	certification label spool part p	NA	ROH	NA	53	PS_ARAMIS III_.	NO	4993424963		
657512	31/08/2015	ZSCR	551	040-5	NA	'054	A2C92704001	NA	A2C53330109	5	3011	054	 	1405	socket	NA	ROH	NA	87.45	PSAD_DAIMLER STAR2_ISC_	NO	4993421284		
657514	31/08/2015	ZSCR	551	040-2	NA	'054	A2C96810400	NA	A2C53395716	6	3011	054	 	1402	housing WIC P BK A-B	NA	ROH	NA	309.66	PS_SDM30_.	NO	4993421065		
657515	31/08/2015	ZSCR	551	040-3	NA	'054	A2C86852400	NA	A2C53381596	2	3011	054	 	1403	cover	NA	ROH	NA	11.78	PS_HYUNDAI_.	NO	4993422044		
657516	31/08/2015	ZSCR	551	034-2	NA	'054	5WY86960	NA	A2C53108379	9	3011	054	 	1342	cover FIP T GY	NA	ROH	NA	33.57	PS_ARAMIS 2013_.	NO	4993424730		
657517	31/08/2015	ZSCR	551	040-3	NA	'054	5WK44058	NA	A2C53324560	40	3011	054	 	1403	certification label spool part p	NA	ROH	NA	21.2	PS_ARAMIS III_.	NO	4993425077		
657518	31/08/2015	ZSCR	551	040-3	NA	'054	A2C86852400	NA	A2C53334853	30	3011	054	 	1403	certification label identi spool part p	NA	ROH	NA	15	PS_HYUNDAI_.	NO	4993422044		
657519	31/08/2015	ZSCR	551	040-3	NA	'054	5WK44285	NA	A2C00027389	8	3011	054	 	1403	cover	NA	ROH	NA	22.64	PS_VW10 LC_.	NO	4993423774		
657520	31/08/2015	ZSCR	551	040-3	NA	'054	5WK44567	NA	A2C53397769	2	3011	054	 	1403	housing	NA	ROH	NA	45.72	PS_HONDA HRS6_J.JUAN CH	NO	4993423774		
657521	31/08/2015	ZSCR	551	040-3	NA	'054	5WY86960	NA	A2C53108379	1	3011	054	 	1403	cover FIP T GY	NA	ROH	NA	3.73	PS_ARAMIS 2013_.	NO	4993424730		
657522	31/08/2015	ZSCR	551	040-5	NA	'054	A2C92704001	NA	A2C91600800	1	3011	054	 	1405	multipoint connector124/ 76P H 2SYS 1018	NA	ROH	NA	51.68	PSAD_DAIMLER STAR2_ISC_	NO	4993421284		
657523	31/08/2015	ZSCR	551	040-3	NA	'054	A2C82735500	NA	A2C53338471	128	3011	054	 	1403	contact element	NA	ROH	NA	140.8	PS_SDM30_.	NO	4993422824		
657524	31/08/2015	ZSCR	551	040-4	NA	'054	5WK43771	NA	A2C53108387	288	3011	054	 	1404	"pan head screw SF-M3,5x 10,00 1241"	NA	ROH	NA	57.6	PSAD_GM BRASIL_A.ANA TA	NO	4993424681		
657524	31/08/2015	ZSCR	551	040-4	NA	'054	5WY90360	NA	A2C53408549	72	3011	054	 	1404	"housing D= 2,0"	NA	ROH	NA	1830.96	PSAD_GM BRASIL_A.ANA TA	NO	STOCK		
657525	31/08/2015	ZSCR	551	040-3	NA	'054	A2C30910808	NA	A2C32509000	5	3011	054	 	1403	pcb assy VW20 V01	NA	HALB	S.Real	704.35	PSAD_VW20_.	NO	4993424197		
657527	31/08/2015	ZSCR	551	040-1	NA	'054	5WK44673	NA	A2C53437922	1	3011	054	 	1401	pcb assy	NA	HALB	S.Real	199.93	PS_FIAT BRAZIL_.	NO	4993425470		
657528	31/08/2015	ZSCR	551	040-1	NA	'054	5WK44508	NA	A2C53416946	1	3011	054	 	1401	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	225.94	PS_VW10 LC_.	NO	4993423421		
657529	31/08/2015	ZSCR	551	040-5	NA	'054	5WK44508	NA	A2C53416946	1	3011	054	 	1405	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	225.94	PS_VW10 LC_.	NO	4993423421		
657530	31/08/2015	ZSCR	551	040-5	NA	'054	5WK44508	NA	A2C53416946	1	3011	054	 	1405	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	225.94	PS_VW10 LC_.	NO	4993423421		
657531	31/08/2015	ZSCR	551	040-3	NA	'054	A2C91374200	NA	A2C91390100	1	3011	054	 	1403	pcb assy HONHRS6 D_23	NA	HALB	S.Real	294.82	PS_HONDA HRS6_J.JUAN CH	NO	4993421923		
657532	31/08/2015	ZSCR	551	040-3	NA	'054	5WK44749	NA	A2C8021770003	1	3011	054	 	1403	pcb assy HONHRS6 D_20_SW	NA	HALB	S.Real	317.39	PS_HONDA HRS6_J.JUAN CH	NO	4993425544		
657533	31/08/2015	MB1A	551	040-3	K96019	'054	NA	NA	A2C96829500	1	3011	054	 	1095	pcb assy HONHRS7 D_3	NA	HALB	S.Real	166.39	PS_HONDA HRS7_.	NO	4993426111		
657538	31/08/2015	ZSCR	551	034-2	NA	'054	A2C30910808	NA	A2C32509000	2	3011	054	 	1342	pcb assy VW20 V01	NA	HALB	S.Real	281.74	PSAD_VW20_.	NO	4993424197		
657543	31/08/2015	ZSCR	551	040-3	NA	'054	5WY78901	NA	A2C53241830	2	3011	054	 	1403	circuit board assy	NA	HALB	S.Real	537.68	PS_FORD_.	NO	4993423912		
657544	31/08/2015	ZSCR	551	040-1	NA	'054	5WY78891	NA	A2C53241830	1	3011	054	 	1401	circuit board assy	NA	HALB	S.Real	268.84	PS_FORD_.	NO	4993423912		
657545	31/08/2015	ZSCR	551	040-1	NA	'054	5WY78891	NA	A2C53241830	3	3011	054	 	1401	circuit board assy	NA	HALB	S.Real	806.52	PS_FORD_.	NO	4993423912		
657546	31/08/2015	ZSCR	551	040-1	NA	'054	5WY78891	NA	A2C53241830	1	3011	054	 	1401	circuit board assy	NA	HALB	S.Real	268.84	PS_FORD_.	NO	4993423912		
657547	31/08/2015	ZSCR	551	040-1	NA	'054	5WY78891	NA	A2C53241830	1	3011	054	 	1401	circuit board assy	NA	HALB	S.Real	268.84	PS_FORD_.	NO	4993423912		
657549	31/08/2015	MB1A	551	034-2	K96019	'054	NA	NA	A2C96829301	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	320.62	PS_HONDA HRS7_.	NO	4993426111		
657550	31/08/2015	ZSCR	551	034-2	NA	'054	5WK43955	NA	A2C00013374	0.036	3011	054	 	1342	protective laquer BECTRON PK4340	NA	ROH	NA	14.74	PS_ARAMIS 2013_.	NO	4993420865		
657550	31/08/2015	ZSCR	551	034-2	NA	'054	A2C81542300	NA	A2C81543200	4	3011	054	 	1342	pcb assy	NA	HALB	S.Real	1769.52	PS_ARAMIS 2013_.	NO	4993422999		
657551	31/08/2015	ZSCR	551	034-2	NA	'054	5WK44754	NA	A2C80218000	1	3011	054	 	1342	pcb assy HONHRS6 D_22	NA	HALB	S.Real	316.94	PS_HONDA HRS6_J.JUAN CH	NO	4993425561		
657552	31/08/2015	ZSCR	551	034-2	NA	'054	A2C91374200	NA	A2C91390100	1	3011	054	 	1342	pcb assy HONHRS6 D_23	NA	HALB	S.Real	294.82	PS_HONDA HRS6_J.JUAN CH	NO	4993421923		
657555	31/08/2015	ZSCR	551	040-1	NA	'054	A2C86852400	NA	A2C87110200	2	3011	054	 	1401	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	435.94	PS_HYUNDAI_.	NO	4993422044		
657557	31/08/2015	ZSCR	551	040-3	NA	'054	A2C80612810	NA	A2C81455800	2	3011	054	 	1403	pcb assy RENT4 V01	NA	HALB	S.Real	269.24	PS_RENAULT_.	NO	4993423110		
657558	31/08/2015	ZSCR	551	040-5	NA	'054	A2C80612810	NA	A2C81455800	1	3011	054	 	1405	pcb assy RENT4 V01	NA	HALB	S.Real	134.62	PS_RENAULT_.	NO	4993423110		
657560	31/08/2015	ZSCR	551	040-3	NA	'054	A2C80612810	NA	A2C81455800	1	3011	054	 	1403	pcb assy RENT4 V01	NA	HALB	S.Real	134.62	PS_RENAULT_.	NO	4993423110		
657561	31/08/2015	ZSCR	551	040-2	NA	'054	5WK43955	NA	A2C00013374	0.009	3011	054	 	1402	protective laquer BECTRON PK4340	NA	ROH	NA	3.69	PS_ARAMIS 2013_.	NO	4993420865		
657561	31/08/2015	ZSCR	551	040-2	NA	'054	A2C81542300	NA	A2C81543200	1	3011	054	 	1402	pcb assy	NA	HALB	S.Real	442.38	PS_ARAMIS 2013_.	NO	4993422999		
657562	31/08/2015	ZSCR	551	040-2	NA	'054	5WK44508	NA	A2C53416946	1	3011	054	 	1402	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	225.94	PS_VW10 LC_.	NO	4993423421		
657563	31/08/2015	ZSCR	551	040-1	NA	'054	5WK44508	NA	A2C53416946	1	3011	054	 	1401	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	225.94	PS_VW10 LC_.	NO	4993423421		
657566	31/08/2015	ZSCR	551	040-1	NA	'054	A2C80612810	NA	A2C81455800	1	3011	054	 	1401	pcb assy RENT4 V01	NA	HALB	S.Real	134.62	PS_RENAULT_.	NO	4993423110		
657567	31/08/2015	ZSCR	551	040-1	NA	'054	A2C80612810	NA	A2C81455800	1	3011	054	 	1401	pcb assy RENT4 V01	NA	HALB	S.Real	134.62	PS_RENAULT_.	NO	4993423110		
657569	31/08/2015	ZSCR	551	040-2	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1402	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	217.97	PS_HYUNDAI_.	NO	4993422044		
657574	31/08/2015	ZSCR	551	034-2	NA	'054	5WK44508	NA	A2C53416946	2	3011	054	 	1342	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	451.88	PS_VW10 LC_.	NO	4993423421		
657575	31/08/2015	ZSCR	551	034-2	NA	'054	5WK44508	NA	A2C53416946	3	3011	054	 	1342	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	677.82	PS_VW10 LC_.	NO	4993423421		
657576	31/08/2015	ZSCR	551	040-2	NA	'054	A2C80612810	NA	A2C81455800	1	3011	054	 	1402	pcb assy RENT4 V01	NA	HALB	S.Real	134.62	PS_RENAULT_.	NO	4993423110		
657578	31/08/2015	ZSCR	551	034-4	NA	'054	A2C80612810	NA	A2C81455800	2	3011	054	 	1344	pcb assy RENT4 V01	NA	HALB	S.Real	269.24	PS_RENAULT_.	NO	4993423110		
657580	31/08/2015	ZSCR	551	034-2	NA	'054	A2C81542300	NA	A2C81543200	3	3011	054	 	1342	pcb assy	NA	HALB	S.Real	1327.14	PS_ARAMIS 2013_.	NO	4993422999		
657581	31/08/2015	ZSCR	551	034-2	NA	'054	A2C84370400	NA	A2C84370500	4	3011	054	 	1342	MRS*C3 AML-VH400 PCB TOP MAN. ASSEMBLY	NA	HALB	S.Real	1465.68	PSAD_ASTON MARTIN_.	NO	4993427884		
657582	31/08/2015	MB1A	551	034-2	K96019	'054	NA	NA	A2C95035705	1	3011	054	 	1095	ACU VW11 MY15 S20 16 06 0 1 0 NAR	NA	FERT	NA	355.84	PS_VW11_.	NO	4993426681		
657584	31/08/2015	ZSCR	551	040-1	NA	'054	5WK44508	NA	A2C53416946	1	3011	054	 	1401	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	225.94	PS_VW10 LC_.	NO	4993423421		
657587	31/08/2015	MB1A	551	034-2	K96019	'054	NA	NA	A2C95035705	1	3011	054	 	1095	ACU VW11 MY15 S20 16 06 0 1 0 NAR	NA	FERT	NA	355.84	PS_VW11_.	NO	4993426681		
