No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	APD	Espacio	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP		
647611	31/07/2015	ZSCR	551	050-5	NA	'054	5WK44675	NA	A2C33000300	13	3011	054	 	1505	pcb assy	NA	HALB	S.Real	1630.33	PS_FIAT BRAZIL_. (APRO	NO	No stock		
647611	31/07/2015	ZSCR	551	050-5	NA	'054	A2C37924700	NA	A2C3774430093	2	3011	054	 	1505	FIAT 326 3V SMT TOP	NA	HALB	S.Real	251.12	PS_FIAT BRAZIL_. (APRO	NO	No stock		
648693	04/08/2015	ZSCR	551	030-1	NA	'054	A2C83341500	NA	A2C8334150093	1	3011	054	 	1301	pcb topSMD TOP	NA	HALB	S.Real	240.23	PS_SDM10+_.	NO	4993422648		
649273	05/08/2015	ZSCR	551	050-3	NA	'054	A2C37924700	NA	A2C37744300	1	3011	054	 	1503	pcb assy PTFSPEED15 V01	NA	HALB	S.Real	168.42	PS_FIAT BRAZIL_.	NO	No stock		
650287	07/08/2015	ZSCR	551	034-2	NA	'054	A2C8664850093	NA	A2C8664850093	4	3011	054	 	1342	PSA 8-A/V PCB COMPLETE SMD ASSEMBLY	NA	HALB	S.Real	1253.16	PS_LEGACY_C.CAROLINA OT	NO	APD100		
651461	11/08/2015	ZSCR	551	050-3	NA	'054	A2C53367544	NA	A2C53374378A	6	3011	054	 	1503	VW10 circuit board assy 12FL SMD Top	NA	HALB	S.Real	1054.2	PS_VW10 LC_.	NO	No stock		
651465	11/08/2015	ZSCR	551	050-3	NA	'054	A2C8021660002	NA	A2C8021660093	6	3011	054	 	1503	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	1636.08	PSAD_GM BRASIL_A.ANA TA	NO	No stock		
651470	11/08/2015	ZSCR	551	040-5	NA	'054	A2C53241830	NA	A2C53241828A	36	3011	054	 	1405	SMD E240 Top Side Ford Airbags	NA	HALB	S.Real	7599.24	PS_FORD_.	NO	Stock insuf		
651699	12/08/2015	ZSCR	551	035-1	0	'054	A2C8397190093	NA	A2C00056785	10	3011	054	 	1351	"T FET/SY4948PEY lead-free,MOS,POWER,SO8"		ROH	NA	18.7	PS_SDM10+_A.APROBACION	NO	BOM		
652050	12/08/2015	ZSCR	551	050-1	NA	'054	A2C37924700	NA	A2C37744300	3	3011	054	 	1501	pcb assy PTFSPEED15 V01	NA	HALB	S.Real	505.26	PS_FIAT BRAZIL_.	NO	No stock		
652050	12/08/2015	ZSCR	551	050-1	NA	'054	5WK44675	NA	A2C53408763	1	3011	054	 	1501	pcb assy FIA326 OCS V15	NA	HALB	S.Real	169.06	PS_FIAT BRAZIL_.	NO	No stock		
652242	13/08/2015	ZSCR	551	050-2	NA	'054	A2C97219600	NA	A2C96291400	4	3011	054	 	1502	pcb assy RENT4BGA	NA	HALB	S.Real	552.68	PS_RENAULT_.	NO	No product cost collector selected		
652256	13/08/2015	ZSCR	551	050-1	NA	'054	A2C83972000	NA	A2C8397200093	7	3011	054	 	1501	pcb topSMD Top	NA	HALB	S.Real	2740.43	PS_SDM10+_.	NO	No stock		
652325	13/08/2015	ZSCR	551	030-1	NA	'054	A2C53367544	NA	A2C53374378A	1	3011	054	 	1301	VW10 circuit board assy 12FL SMD Top	NA	HALB	S.Real	175.7	PS_VW10 LC_.	NO	No stock		
652450	13/08/2015	ZSCR	551	050-1	NA	'054	A2C92192600	NA	A2C92192600	1	3011	054	 	1501	pcb assy HONHRS5 V33	NA	HALB	S.Real	343.22	PS_HONDA HRS5_.	NO	No exists		
652916	14/08/2015	ZSCR	551	050-5	NA	'054	5WY73060	NA	6590119013	1	3011	054	 	1505	Subensamble IM MY06 10L	NA	HALB	S.Real/AutoBF	308.14	PSAD_EPSILON_O.OSCAR FO	NO	 Error in determining actual costs for order 833749		
652916	14/08/2015	ZSCR	551	050-5	NA	'054	5WY74060	NA	6590119035	1	3011	054	 	1505	Func tests Epsilon GMX001S 8 Loops - SP	NA	HALB	S.Real	410.25	PSAD_EPSILON_O.OSCAR FO	NO	Error in determining actual costs for order 774326		
652916	14/08/2015	ZSCR	551	050-5	NA	'054	5WY88580	NA	A2C53389834	1	3011	054	 	1505	ACU MY09 M20 08	NA	HALB	S.Real	275.35	PSAD_EPSILON_O.OSCAR FO	NO	No stock		
652922	14/08/2015	ZSCR	551	034-4	NA	'054	5WK44675	NA	A2C33000300	1	3011	054	 	1344	pcb assy	NA	HALB	S.Real	125.41	PS_FIAT BRAZIL_.	NO	No stock		
652922	14/08/2015	ZSCR	551	034-4	NA	'054	A2C37924700	NA	A2C37744300	1	3011	054	 	1344	pcb assy PTFSPEED15 V01	NA	HALB	S.Real	168.42	PS_FIAT BRAZIL_.	NO	No stock		
652922	14/08/2015	ZSCR	551	034-4	NA	'054	A2C37744300	NA	A2C3774430093	1	3011	054	 	1344	FIAT 326 3V SMT TOP	NA	HALB	S.Real	125.56	PS_FIAT BRAZIL_.	NO	No stock		
653785	17/08/2015	ZSCR	551	030-1	NA	'054	A2C53241830	NA	A2C53241828A	56	3011	054	 	1301	SMD E240 Top Side Ford Airbags	NA	HALB	S.Real	11821.04	PS_FORD_. (APROBACION	NO	Stock insuf		
654630	19/08/2015	ZSCR	551	035-1	0	'054	A2C9139040092	NA	A2C00488200	11	3011	054	 	1351	"IC BUS DRIV/TJA1051T/3,SO8"		ROH	NA	19.91	PS_HONDA HRS6_A.APROBAC	NO	4993421899		
654630	19/08/2015	ZSCR	551	035-1	0	'054	A2C8021770092	NA	A2C00488200	11	3011	054	 	1351	"IC BUS DRIV/TJA1051T/3,SO8"		ROH	NA	19.91	PS_HONDA HRS6_A.APROBAC	NO	4993421899		
655505	23/08/2015	ZSCR	551	040-1	NA	'054	A2C53429875	NA	A2C53429875	1	3011	054	 	1401	pcb assy PTFSPEED10 V10	NA	HALB	S.Real	215.14	PS_HYUNDAI_.	NO	4993427619		
656110	25/08/2015	ZSCR	551	030-1	NA	'054	A2C85841502	NA	A2C814558000193	1	3011	054	 	1301	pcb assy RENT4 V01 (SW 02) TOP	NA	HALB	S.Real	120.62	PS_RENAULT_.	NO	4993422304		
657095	28/08/2015	MB1A	551	022-2	K96019	'054	NA	06AB	A2C92735000	2	3011	054	 	1095	ACU HONHRS7CIV MY16 S20 04 04 1 0 0 HSA	NA	FERT	NA	694.16	PS_HONDA HRS7_.	NO	No product cost collector selected		
657379	30/08/2015	ZSCR	551	040-3	NA	'054	A2C9840970093	NA	A2C9840970093	8	3011	054	 	1403	pcb assy GMSMD30	NA	HALB	S.Real	2087.04	PS_SDM30_. (APROBACION	NO	4993420947		
657381	30/08/2015	ZSCR	551	040-1	NA	'054	A2C96631600	NA	A2C96631600	1	3011	054	 	1401	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	411.05	PSAD_DAIMLER STAR 2_A.A	NO	4993421284		
657383	30/08/2015	ZSCR	551	040-3	NA	'054	A2C53408763	NA	A2C53408763	1	3011	054	 	1403	pcb assy FIA326 OCS V15	NA	HALB	S.Real	169.06	PS_FIAT BRAZIL_. (APRO	NO	4993421284		
657391	30/08/2015	MB1A	551	040-1	K96019	'054	NA	NA	A2C96829301	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	320.62	PS_HONDA HRS7_.	NO	4993426111		
657416	30/08/2015	MB1A	551	040-3	K96019	'054	A2C95035705	NA	A2C95035705	1	3011	054	 	1095	ACU VW11 MY15 S20 16 06 0 1 0 NAR	NA	FERT	NA	355.84	PS_VW11_.	NO	4993426681		
657460	30/08/2015	ZSCR	551	040-1	NA	'054	A2C96631500	NA	A2C96631500	1	3011	054	 	1401	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	511.46	PSAD_DAIMLER STAR2_ISC_	NO	4993421410		
657461	30/08/2015	ZSCR	551	040-1	NA	'054	5WK43949	NA	A2C00013374	0.003	3011	054	 	1401	protective laquer BECTRON PK4340	NA	ROH	NA	1.23	PS_ARAMIS 2013_.	NO	4993420865		
657461	30/08/2015	ZSCR	551	040-1	NA	'054	A2C81543200	NA	A2C81543200	1	3011	054	 	1401	pcb assy	NA	HALB	S.Real	442.38	PS_ARAMIS 2013_.	NO	4993422999		
657462	30/08/2015	ZSCR	551	040-1	NA	'054	A2C31080700	NA	A2C31080700	1	3011	054	 	1401	airbag	NA	HALB	S.Real	344.3	PS_CHRYSLER MY2013_.	NO	4993424286		
657463	30/08/2015	ZSCR	551	040-2	NA	'054	A2C81543200	NA	A2C81543200	1	3011	054	 	1402	pcb assy	NA	HALB	S.Real	442.38	PS_ARAMIS 2013_.	NO	4993422999		
657478	31/08/2015	MB1A	551	040-4	K96019	'054	NA	NA	A2C53424040	120	3011	054	 	1095	"pan head screw M3,5 x 12,00 1268"	NA	ROH	NA	34.8	PS_VW11_.	NO	4993426681		
657478	31/08/2015	MB1A	551	040-4	K96019	'054	NA	NA	A2C92442600	30	3011	054	 	1095	cover FIP T BK laser print	NA	ROH	NA	357.6	PS_VW11_.	NO	4993426681		
657480	31/08/2015	ZSCR	551	040-3	NA	'054	A2C30910806	NA	A2C32509000	1	3011	054	 	1403	pcb assy VW20 V01	NA	HALB	S.Real	140.87	PSAD_VW20_.	NO	4993424197		
657481	31/08/2015	ZSCR	551	040-1	NA	'054	5WY89350	NA	A2C31080700	1	3011	054	 	1401	airbag	NA	HALB	S.Real	344.3	PS_CHRYSLER MY2013_.	NO	4993424286		
657482	31/08/2015	ZSCR	551	040-3	NA	'054	A2C95772700	NA	A2C84965300	1	3011	054	 	1403	pcb assy HONHRS6 D_13	NA	HALB	S.Real	206.73	PS_HONDA HRS6_J.JUAN CH	NO	4993421644		
657483	31/08/2015	ZSCR	551	040-3	NA	'054	A2C91374200	NA	A2C91390100	1	3011	054	 	1403	pcb assy HONHRS6 D_23	NA	HALB	S.Real	294.82	PS_HONDA HRS6_J.JUAN CH	NO	4993421923		
657485	31/08/2015	ZSCR	551	040-1	NA	'054	5WY89350	NA	A2C31080700	1	3011	054	 	1401	airbag	NA	HALB	S.Real	344.3	PS_CHRYSLER MY2013_.	NO	4993424286		
657486	31/08/2015	ZSCR	551	040-1	NA	'054	A2C96590001	NA	A2C96660500	1	3011	054	 	1401	pcb assy FIA326 OCS V15_1	NA	HALB	S.Real	164.81	PS_FIAT BRAZIL_.	NO	4993421144		
657487	31/08/2015	ZSCR	551	034-2	NA	'054	5WK44508	NA	A2C53416946	7	3011	054	 	1342	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	1581.58	PS_VW10 LC_.	NO	4993423421		
657488	31/08/2015	ZSCR	551	040-3	NA	'054	A2C91374200	NA	A2C91390100	1	3011	054	 	1403	pcb assy HONHRS6 D_23	NA	HALB	S.Real	294.82	PS_HONDA HRS6_J.JUAN CH	NO	4993421923		
657489	31/08/2015	ZSCR	551	034-2	NA	'054	A2C81542300	NA	A2C81543200	1	3011	054	 	1342	pcb assy	NA	HALB	S.Real	442.38	PS_ARAMIS 2013_.	NO	4993422999		
657490	31/08/2015	ZSCR	551	040-5	NA	'054	A2C84529301	NA	A2C96631800	1	3011	054	 	1405	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	540.55	PSAD_DAIMLER STAR2_ISC_	NO	4993422499		
657491	31/08/2015	ZSCR	551	040-5	NA	'054	A2C91374200	NA	A2C91390100	1	3011	054	 	1405	pcb assy HONHRS6 D_23	NA	HALB	S.Real	294.82	PS_HONDA HRS6_J.JUAN CH	NO	4993422499		
657492	31/08/2015	ZSCR	551	040-5	NA	'054	A2C95772700	NA	A2C84965300	1	3011	054	 	1405	pcb assy HONHRS6 D_13	NA	HALB	S.Real	206.73	PS_HONDA HRS6_J.JUAN CH	NO	4993421644		
657494	31/08/2015	ZSCR	551	034-2	NA	'054	5WK43772	NA	A2C00013374	0.003	3011	054	 	1342	protective laquer BECTRON PK4340	NA	ROH	NA	1.23	PSAD_DAIMLER STAR2_ISC_	NO	4993420865		
657494	31/08/2015	ZSCR	551	034-2	NA	'054	A2C33330515	NA	A2C96631500	1	3011	054	 	1342	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	511.46	PSAD_DAIMLER STAR2_ISC_	NO	4993421410		
657495	31/08/2015	ZSCR	551	040-3	NA	'054	5WY89350	NA	A2C31080700	1	3011	054	 	1403	airbag	NA	HALB	S.Real	344.3	PS_CHRYSLER MY2013_.	NO	4993424286		
657496	31/08/2015	ZSCR	551	040-1	NA	'054	A2C91374200	NA	A2C91390100	1	3011	054	 	1401	pcb assy HONHRS6 D_23	NA	HALB	S.Real	294.82	PS_HONDA HRS6_J.JUAN CH	NO	4993421923		
