No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	No.Docto.SAP
235465	21/11/2012	ZSCR	551	030-1	NA	'045	A2C53117474	NA	A2C53117474	3	1301	circuit board assy NIS D-PLAT AUTOMATI	NA	HALB	S.Real	0.06	S2_FOB READER_ANTONIO A	4963261459
236795	24/11/2012	ZSCR	551	030-1	NA	'045	A2C53117474	NA	A2C53117474	1	1301	circuit board assy NIS D-PLAT AUTOMATI	NA	HALB	S.Real	0.02	S2_FOB READER_ANTONIO A	4963261488
236981	24/11/2012	ZSCR	551	035-1	0	'045	A2C3417220093	NA	A2C40000827	1148	1351	"R VARIS,22V,29.7V,0603 +++Please use A"		ROH	NA	309.96	S1_EZKEY_LUIS LIZARRAGA	4963257253
238893	29/11/2012	ZSCR	551	034-2	NA	'045	A2C34710700	NA	A2C34685500	50	1342	GLOBAL A BCM PRINTED LABEL	NA	ROH	NA	49	S1_GLOBAL A_ (APROBACI	4963260889
239026	29/11/2012	ZSCR	551	034-2	NA	'045	5WK11211S	NA	A2C53121775	3	1342	housing	NA	ROH	NA	5.1	S2_RF TUNER_ANTONIO ALA	4963260818
239111	29/11/2012	ZSCR	551	040-2	NA	'045	5WG50407	NA	A2C53311196	1	1402	cover LOP B BK	NA	ROH	NA	5.75	S4_PQ35 5TA GEN_MIGUEL	4963256411
239217	30/11/2012	ZSCR	551	040-5	NA	'045	A2C34710700	NA	A2C40001221	12	1405	"C ELEC,AL,470uF,20%,35V"	NA	ROH	NA	16.08	S1_GLOBAL A_ (APROBACI	4963256282
239439	30/11/2012	ZSCR	551	034-2	NA	'045	S180144020	NA	A2C31221300	60	1342	circuit board assy TPM	NA	HALB	S.Real	3216	S2_KEY FOB_ANTONIO ALAR	4963261202
239446	30/11/2012	ZSCR	551	034-1	NA	'045	5WY8800	NA	A2C53282675	38	1341	24-WAY HEADER TYPE A BLACK	NA	ROH	NA	253.08	S1_ABM_MANUEL MANZANO-G	4963260969
239649	01/12/2012	ZSCR	551	040-3	NA	'045	5WY8439	NA	A2C53139543	3	1403	GM EZ Key Vette Keypad	NA	ROH	NA	69.54	S1_EZKEY_LUIS LIZARRAGA	4963256370
239688	01/12/2012	ZSCR	551	034-2	NA	'045	5WK49670C	NA	A2C53358639	2	1342	contact spring	NA	ROH	NA	1.12	S2_KEY FOB_ANTONIO ALAR	4963260835
239688	01/12/2012	ZSCR	551	034-2	NA	'045	5WK49670C	NA	A2C53319341	2	1342	"compression spring D= 1,20x 0,25x 9,40"	NA	ROH	NA	0.08	S2_KEY FOB_ANTONIO ALAR	4963260835
239688	01/12/2012	ZSCR	551	034-2	NA	'045	5WK49670C	NA	A2C53323916	2	1342	slide	NA	ROH	NA	1.62	S2_KEY FOB_ANTONIO ALAR	4963260835
239688	01/12/2012	ZSCR	551	034-2	NA	'045	5WK49670C	NA	A2C00004906	2	1342	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	2.74	S2_KEY FOB_ANTONIO ALAR	4963260835
239688	01/12/2012	ZSCR	551	034-2	NA	'045	S180143002	NA	A2C53365040	2	1342	housing bottom	NA	ROH	NA	1.94	S2_KEY FOB_ANTONIO ALAR	4963260906
239688	01/12/2012	ZSCR	551	034-2	NA	'045	5WK49670C	NA	A2C53323911	2	1342	housing	NA	ROH	NA	2.16	S2_KEY FOB_ANTONIO ALAR	4963260835
239692	01/12/2012	ZSCR	551	030-1	NA	'045	S180144021	NA	A2C53408731	1	1301	circuit board assy TPM	NA	HALB	S.Real	51.18	S2_NISSAN KEY FOB SQUAR	4963261231
239693	01/12/2012	ZSCR	551	030-1	NA	'045	S180144020	NA	A2C31221300	9	1301	circuit board assy TPM	NA	HALB	S.Real	482.4	S2_NISSAN KEY FOB SQUAR	4963261248
239698	01/12/2012	ZSCR	551	030-1	NA	'045	5WK49606C	NA	A2C53367590B	5	1301	SMD sub assy JP Hibrido 3Bot BOTTOM	NA	HALB	S.Real	228.95	S2_KEY FOB_ANTONIO ALAR	4963261507
239698	01/12/2012	ZSCR	551	030-1	NA	'045	5WK50239C	NA	A2C53372524B	1	1301	SMD sub assy JP HP 3B 314.85 MHz Bot	NA	HALB	S.Real	46.53	S2_KEY FOB_ANTONIO ALAR	4963261524
239699	01/12/2012	ZSCR	551	034-2	NA	'045	5WK49670C	NA	A2C53394918	4	1342	certification label	NA	ROH	NA	19.08	S2_KEY FOB_ANTONIO ALAR	4963260835
239699	01/12/2012	ZSCR	551	034-2	NA	'045	5WK49672C	NA	A2C53103663	6	1342	certification label	NA	ROH	NA	42.48	S2_KEY FOB_ANTONIO ALAR	4963260864
239699	01/12/2012	ZSCR	551	034-2	NA	'045	S180143002	NA	A2C53365040	6	1342	housing bottom	NA	ROH	NA	5.82	S2_KEY FOB_ANTONIO ALAR	4963260906
239699	01/12/2012	ZSCR	551	034-2	NA	'045	5WK49672C	NA	A2C53358639	15	1342	contact spring	NA	ROH	NA	8.4	S2_KEY FOB_ANTONIO ALAR	4963260864
239699	01/12/2012	ZSCR	551	034-2	NA	'045	5WK49672C	NA	A2C53323916	6	1342	slide	NA	ROH	NA	4.86	S2_KEY FOB_ANTONIO ALAR	4963260864
239699	01/12/2012	ZSCR	551	034-2	NA	'045	5WK49672C	NA	A2C53319341	6	1342	"compression spring D= 1,20x 0,25x 9,40"	NA	ROH	NA	0.24	S2_KEY FOB_ANTONIO ALAR	4963260864
239699	01/12/2012	ZSCR	551	034-2	NA	'045	5WK49672C	NA	A2C53385465	4	1342	housing	NA	ROH	NA	4.2	S2_KEY FOB_ANTONIO ALAR	4963260864
239699	01/12/2012	ZSCR	551	034-2	NA	'045	5WK49672C	NA	A2C00004906	10	1342	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	13.7	S2_KEY FOB_ANTONIO ALAR	4963260864
239699	01/12/2012	ZSCR	551	034-2	NA	'045	5WK49672C	NA	A2C53323911	6	1342	housing	NA	ROH	NA	6.48	S2_KEY FOB_ANTONIO ALAR	4963260864
239728	01/12/2012	ZSCR	551	034-2	NA	'045	S180144020	NA	A2C30115900	21	1342	housing bottom	NA	ROH	NA	79.59	S2_NISSAN KEY FOB SQUAR	496326092
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C8604090093	NA	A2C00040721	1	1351	"1,AND,SOT363,LOGIC/74LVC1G11GW"		ROH	NA	0.26	S1_EZKEY_LUIS LIZARRAGA	4963260184
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C8604090093	NA	A2C00040723	120	1351	"2.495V,100mA,STEP DOWN,SOT23-5,VOLT REG/"		ROH	NA	213.6	S1_EZKEY_LUIS LIZARRAGA	4963260184
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C8604090093	NA	A2C00030945	26	1351	"4,EQ ISO,konvex 1206,100K,5%,63mW,NET RE"		ROH	NA	1.04	S1_EZKEY_LUIS LIZARRAGA	4963260184
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C8604090093	NA	A2C00008022	12	1351	OCTAL BUS TRANSCEIVER 74AHCT245		ROH	NA	10.68	S1_EZKEY_LUIS LIZARRAGA	4963260184
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C8604090093	NA	A2C00002102	108	1351	"220pF,5%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	2.16	S1_EZKEY_LUIS LIZARRAGA	4963260184
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C8604090093	NA	A2C00003779	12	1351	"R LIN,100R,5%,TK200,100mW,0603"		ROH	NA	0.12	S1_EZKEY_LUIS LIZARRAGA	4963260184
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C8604090093	NA	A2C00018642	76	1351	"47uH,340mA,SMD,COIL/B82442-A1473-K"		ROH	NA	84.36	S1_EZKEY_LUIS LIZARRAGA	4963260184
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C8604090093	NA	A2C00004368	79	1351	"R LIN,100K,1%,TK100,100mW,0603"		ROH	NA	0.79	S1_EZKEY_LUIS LIZARRAGA	4963260184
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C8604090093	NA	A2C00002107	216	1351	"100pF,5%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	4.32	S1_EZKEY_LUIS LIZARRAGA	4963260184
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C8604090093	NA	A2C00040723	32	1351	"2.495V,100mA,STEP DOWN,SOT23-5,VOLT REG/"		ROH	NA	56.96	S1_EZKEY_LUIS LIZARRAGA	4963260184
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C8604090093	NA	A2C00030945	17	1351	"4,EQ ISO,konvex 1206,100K,5%,63mW,NET RE"		ROH	NA	0.68	S1_EZKEY_LUIS LIZARRAGA	4963260184
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C8604090093	NA	A2C00006952	6	1351	"C CER,X7R,100nF,10%,16V,0603,Sn,STANDARD"		ROH	NA	0.12	S1_EZKEY_LUIS LIZARRAGA	4963260184
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C8604090093	NA	A2C00045480	19	1351	"45R3,1%,TK100,250mW,1206,LIN RES/Thick F"		ROH	NA	0.57	S1_EZKEY_LUIS LIZARRAGA	4963260184
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C8604090093	NA	A2C00035209	3	1351	"200V,3A,1,SCHOTTKY,SMB,RECT DIODE/ MBRS3"		ROH	NA	2.64	S1_EZKEY_LUIS LIZARRAGA	4963260184
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C8604090093	NA	A2C00000380	3	1351	"600V,3A,1,STANDARD,SMC DO214AB,RECT DIOD"		ROH	NA	1.56	S1_EZKEY_LUIS LIZARRAGA	4963260184
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C8604090093	NA	A2C00022742	76	1351	"2.2nF,2%,100V,C0G,1206,TINNED,CER CAP/"		ROH	NA	30.4	S1_EZKEY_LUIS LIZARRAGA	4963260184
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C53309877	NA	A2C00026676	828	1351	"7pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/ +"		ROH	NA	16.56	S1_EZKEY_LUIS LIZARRAGA	4963258890
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C53309877	NA	A2C00042205	240	1351	"2.36mH,30mA,SMD,COIL/"		ROH	NA	720	S1_EZKEY_LUIS LIZARRAGA	4963258890
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C53309877	NA	A2C00010739	26	1351	"10nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.26	S1_EZKEY_LUIS LIZARRAGA	4963258890
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C53309877	NA	A2C00032100	7	1351	"330pF,5%,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.14	S1_EZKEY_LUIS LIZARRAGA	4963258890
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C53309877T	NA	A2C00020090	1	1351	"C CER,X7R,47nF,10%,16V,0402,Sn"		ROH	NA	0.02	S1_EZKEY_LUIS LIZARRAGA	4963258927
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C53309877T	NA	A2C00006610	5	1351	"10K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.05	S1_EZKEY_LUIS LIZARRAGA	4963258927
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C53309877T	NA	A2C00042208	4	1351	"TRANSMITTER,315MHz,TDK5111F"		ROH	NA	22.64	S1_EZKEY_LUIS LIZARRAGA	4963258927
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C53309877T	NA	A2C00043939	12	1351	"9.844MHz,10ppm,NX5032SA,QUARTZ CRYSTAL/"		ROH	NA	39	S1_EZKEY_LUIS LIZARRAGA	4963258927
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C53349876	NA	A2C00008022	9	1351	OCTAL BUS TRANSCEIVER 74AHCT245		ROH	NA	8.01	S1_EZKEY_LUIS LIZARRAGA	4963259200
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C53349876	NA	A2C00004368	32	1351	"R LIN,100K,1%,TK100,100mW,0603"		ROH	NA	0.32	S1_EZKEY_LUIS LIZARRAGA	4963259200
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C53349876	NA	A2C00002102	131	1351	"220pF,5%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	2.62	S1_EZKEY_LUIS LIZARRAGA	4963259200
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C53349876	NA	A2C00040721	12	1351	"1,AND,SOT363,LOGIC/74LVC1G11GW"		ROH	NA	3.12	S1_EZKEY_LUIS LIZARRAGA	4963259200
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C53349876	NA	A2C00002107	263	1351	"100pF,5%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	5.26	S1_EZKEY_LUIS LIZARRAGA	4963259200
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C53349876	NA	A2C00040723	52	1351	"2.495V,100mA,STEP DOWN,SOT23-5,VOLT REG/"		ROH	NA	92.56	S1_EZKEY_LUIS LIZARRAGA	4963259200
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C53349876	NA	A2C00030945	24	1351	"4,EQ ISO,konvex 1206,100K,5%,63mW,NET RE"		ROH	NA	0.96	S1_EZKEY_LUIS LIZARRAGA	4963259200
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C53349876	NA	A2C00022742	12	1351	"2.2nF,2%,100V,C0G,1206,TINNED,CER CAP/"		ROH	NA	4.8	S1_EZKEY_LUIS LIZARRAGA	4963259200
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C53349876	NA	A2C53019963	1	1351	"4.7uF,20%,35V,SMD,AL,ELEC CAP/MVY35VC4R7"		ROH	NA	0.51	S1_EZKEY_LUIS LIZARRAGA	4963259200
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C53349876	NA	A2C00035209	14	1351	"200V,3A,1,SCHOTTKY,SMB,RECT DIODE/ MBRS3"		ROH	NA	12.32	S1_EZKEY_LUIS LIZARRAGA	4963259200
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C53349876	NA	A2C00011712	1	1351	"150pF,5%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.02	S1_EZKEY_LUIS LIZARRAGA	4963259200
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C53349876	NA	A2C00045480	11	1351	"45R3,1%,TK100,250mW,1206,LIN RES/Thick F"		ROH	NA	0.33	S1_EZKEY_LUIS LIZARRAGA	4963259200
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C53349876	NA	A2C00039712	6	1351	"5V,100mA,STEP DOWN,SO14,VOLT REG/NCV4269"		ROH	NA	10.32	S1_EZKEY_LUIS LIZARRAGA	4963259200
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C53349876	NA	A2C00003685	180	1351	"R LIN,10K,5%,TK200,100mW,0603"		ROH	NA	1.8	S1_EZKEY_LUIS LIZARRAGA	4963259200
239789	01/12/2012	ZSCR	551	035-1	0	'045	A2C53349876	NA	A2C00006952	37	1351	"C CER,X7R,100nF,10%,16V,0603,Sn,STANDARD"		ROH	NA	0.74	S1_EZKEY_LUIS LIZARRAGA	4963259200
239790	01/12/2012	ZSCR	551	035-1	0	'045	A2C3417220093	NA	A2C40007459	374	1351	"D REC/S1GL,400V,1A,SOD123,0s"		ROH	NA	82.28	S1_EZKEY_LUIS LIZARRAGA	4963257253
239790	01/12/2012	ZSCR	551	035-1	0	'045	A2C3417220093	NA	A2C00046655	295	1351	"400V,700mA,1,FAST,SOD123F,RECT DIODE/RR2"		ROH	NA	64.9	S1_EZKEY_LUIS LIZARRAGA	4963257253
239790	01/12/2012	ZSCR	551	035-1	0	'045	A2C3417220093	NA	A2C40001302	251	1351	"SEN/TLE4966K,Hall effect sensor"		ROH	NA	607.42	S1_EZKEY_LUIS LIZARRAGA	4963257253
239790	01/12/2012	ZSCR	551	035-1	0	'045	A2C3417220093	NA	A2C40018608	57	1351	"IC MCU BLK/MC9S08AW32,A1,44-TQFP-ST,FLAS"		ROH	NA	476.52	S1_EZKEY_LUIS LIZARRAGA	4963257253
239791	01/12/2012	ZSCR	551	035-1	0	'045	A2C3217110092	NA	A2C00042205	7	1351	"2.36mH,30mA,SMD,COIL/"		ROH	NA	21	S1_PEPS_JAVIER BECERRA	4963256991
239791	01/12/2012	ZSCR	551	035-1	0	'045	A2C3217110092	NA	A2C00006606	673	1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	6.73	S1_PEPS_JAVIER BECERRA	4963256991
239791	01/12/2012	ZSCR	551	035-1	0	'045	A2C3217110092	NA	A2C00034525	25	1351	"2.36mH,30mA,SMD,COIL/CAS11D28 ++PLS USE"		ROH	NA	58.75	S1_PEPS_JAVIER BECERRA	4963256991
239791	01/12/2012	ZSCR	551	035-1	0	'045	A2C53333370	NA	A2C00031962	170	1351	"4.7pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	3.4	S1_PEPS_JAVIER BECERRA	4963258951
239791	01/12/2012	ZSCR	551	035-1	0	'045	A2C53333370	NA	A2C00040667	12	1351	"L COIL/-,100nH,100mA,SMD"		ROH	NA	1.08	S1_PEPS_JAVIER BECERRA	4963258951
239791	01/12/2012	ZSCR	551	035-1	0	'045	A2C53333370	NA	A2C00020090	58	1351	"C CER,X7R,47nF,10%,16V,0402,Sn"		ROH	NA	1.16	S1_PEPS_JAVIER BECERRA	4963258951
239791	01/12/2012	ZSCR	551	035-1	0	'045	A2C53333370	NA	A2C00025464	842	1351	"R LIN,560R,5%,TK200,63mW,0402"		ROH	NA	8.42	S1_PEPS_JAVIER BECERRA	4963258951
239791	01/12/2012	ZSCR	551	035-1	0	'045	A2C53333370	NA	A2C00031578	156	1351	"22pF,1%,50V,C0G,0402,TINNED,CER CAP/RF a"		ROH	NA	4.68	S1_PEPS_JAVIER BECERRA	4963258951
239791	01/12/2012	ZSCR	551	035-1	0	'045	A2C53333370	NA	A2C00040665	88	1351	"68nH,100mA,SMD,COIL/MLK1005S68NJT"		ROH	NA	7.92	S1_PEPS_JAVIER BECERRA	4963258951
239791	01/12/2012	ZSCR	551	035-1	0	'045	A2C53333370B	NA	A2C00006606	185	1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	1.85	S1_PEPS_JAVIER BECERRA	4963259155
239792	01/12/2012	ZSCR	551	035-1	0	'045	6598147621	NA	9151159	48	1351	"22R, 5%, TK250, 125MW, 0805, F"		ROH	NA	0.48	S1_PATS_MANUEL MANZANO-	4963256580
239792	01/12/2012	ZSCR	551	035-1	0	'045	6598147621	NA	6592312039	51	1351	"75V,200MA,QUADRO-MINIMELF,FAST"		ROH	NA	3.06	S1_PATS_MANUEL MANZANO-	4963256580
239793	01/12/2012	ZSCR	551	035-1	0	'045	A2C53282664	NA	A2C00021661	1	1351	"C CER,C0G,680pF,5%,50V,0603,Sn"		ROH	NA	0.05	S1_ABM_MANUEL MANZANO-G	4963258373
239793	01/12/2012	ZSCR	551	035-1	0	'045	A2C53282664	NA	A2C00020332	11	1351	"4,EQ ISO,X7R,0612,50V,22nF,20%,20%,CAP A"		ROH	NA	2.97	S1_ABM_MANUEL MANZANO-G	4963258373
239793	01/12/2012	ZSCR	551	035-1	0	'045	A2C53282664	NA	A2C00003689	13	1351	"R LIN,4K7,5%,TK200,100mW,0603"		ROH	NA	0.13	S1_ABM_MANUEL MANZANO-G	4963258373
239793	01/12/2012	ZSCR	551	035-1	0	'045	A2C53282664	NA	A2C00003503	38	1351	"1K3,5%,TK250,250mW,1206,LIN RES/"		ROH	NA	0.76	S1_ABM_MANUEL MANZANO-G	4963258373
239793	01/12/2012	ZSCR	551	035-1	0	'045	A2C53282664	NA	6591602068	1	1351	BIP TRANSISTOR / BCR166_______		ROH	NA	0.1	S1_ABM_MANUEL MANZANO-G	4963258373
239793	01/12/2012	ZSCR	551	035-1	0	'045	A2C53282664	NA	A2C00030447	1	1351	"IC BTS6143D/ SMART 38V,10mOhm,TO252-5-1/"		ROH	NA	5.88	S1_ABM_MANUEL MANZANO-G	4963258373
239793	01/12/2012	ZSCR	551	035-1	0	'045	A2C53282664	NA	A2C00003824	1	1351	"62K,5%,TK250,63mW,0603,LIN RES/"		ROH	NA	0.01	S1_ABM_MANUEL MANZANO-G	4963258373
239793	01/12/2012	ZSCR	551	035-1	0	'045	A2C53282664	NA	A2C00003685	166	1351	"R LIN,10K,5%,TK200,100mW,0603"		ROH	NA	1.66	S1_ABM_MANUEL MANZANO-G	4963258373
239793	01/12/2012	ZSCR	551	035-1	0	'045	A2C53282668	NA	A2C00020332	1	1351	"4,EQ ISO,X7R,0612,50V,22nF,20%,20%,CAP A"		ROH	NA	0.27	S1_ABM_MANUEL MANZANO-G	4963258477
239793	01/12/2012	ZSCR	551	035-1	0	'045	A2C53282668	NA	A2C00001995	1	1351	"10nF,10%,100V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.04	S1_ABM_MANUEL MANZANO-G	4963258477
239793	01/12/2012	ZSCR	551	035-1	0	'045	A2C53282668	NA	A2C00003689	3	1351	"R LIN,4K7,5%,TK200,100mW,0603"		ROH	NA	0.03	S1_ABM_MANUEL MANZANO-G	4963258477
239793	01/12/2012	ZSCR	551	035-1	0	'045	A2C53282668	NA	A2C00030447	2	1351	"IC BTS6143D/ SMART 38V,10mOhm,TO252-5-1/"		ROH	NA	11.76	S1_ABM_MANUEL MANZANO-G	4963258477
239793	01/12/2012	ZSCR	551	035-1	0	'045	A2C53282668	NA	A2C53018940	6	1351	"4,EQ ISO,OTHER,3.2*1.6,50V,22pF,10%,10%,"		ROH	NA	1.44	S1_ABM_MANUEL MANZANO-G	4963258477
239793	01/12/2012	ZSCR	551	035-1	0	'045	A2C53282668	NA	A2C00004519	1	1351	"R LIN,2K2,1%,TK100,100mW,0603"		ROH	NA	0.01	S1_ABM_MANUEL MANZANO-G	4963258477
239793	01/12/2012	ZSCR	551	035-1	0	'045	A2C53282668	NA	A2C00043840	1	1351	"EEPROM,16KBit,2k x 8,60ns,SO8,-40C,125C,"		ROH	NA	1.69	S1_ABM_MANUEL MANZANO-G	4963258477
239793	01/12/2012	ZSCR	551	035-1	0	'045	A2C53282668	NA	A2C00018230	4	1351	"400V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	0.68	S1_ABM_MANUEL MANZANO-G	4963258477
239793	01/12/2012	ZSCR	551	035-1	0	'045	A2C53282668	NA	A2C00003685	214	1351	"R LIN,10K,5%,TK200,100mW,0603"		ROH	NA	2.14	S1_ABM_MANUEL MANZANO-G	4963258477
239793	01/12/2012	ZSCR	551	035-1	0	'045	A2C53282668	NA	A2C00040024	12	1351	"400V,3A,1,,DO-214AB,RECT DIODE/S3G-3HE3"		ROH	NA	6.12	S1_ABM_MANUEL MANZANO-G	4963258477
239794	01/12/2012	ZSCR	551	035-1	0	'045	A2C3730180093	NA	A2C00010739	50	1351	"10nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.5	S2_BCM_RODRIGO CERVANTE	4963257455
239794	01/12/2012	ZSCR	551	035-1	0	'045	A2C3730180093	NA	A2C00046542	34	1351	"2,NPN,RET,100mA,50V,SOT363,BIP,R<b>=2.2k"		ROH	NA	5.78	S2_BCM_RODRIGO CERVANTE	4963257455
239794	01/12/2012	ZSCR	551	035-1	0	'045	A2C3730180093	NA	A2C00006610	1271	1351	"10K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	12.71	S2_BCM_RODRIGO CERVANTE	4963257455
239794	01/12/2012	ZSCR	551	035-1	0	'045	A2C3730180093	NA	A2C00019938	47	1351	"16V,200mW,SOD323,ZENER/GDZ16B10k pcs ree"		ROH	NA	6.11	S2_BCM_RODRIGO CERVANTE	4963257455
239794	01/12/2012	ZSCR	551	035-1	0	'045	A2C3730180093	NA	A2C00010737	224	1351	"100pF,5%,50V,C0G,0402,TINNED,CER CAP/VJ"		ROH	NA	2.24	S2_BCM_RODRIGO CERVANTE	4963257455
239794	01/12/2012	ZSCR	551	035-1	0	'045	A2C3730180093	NA	A2C00006606	166	1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	1.66	S2_BCM_RODRIGO CERVANTE	4963257455
239794	01/12/2012	ZSCR	551	035-1	0	'045	A2C3730180093	NA	A2C00023274	255	1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"		ROH	NA	45.9	S2_BCM_RODRIGO CERVANTE	4963257455
239794	01/12/2012	ZSCR	551	035-1	0	'045	A2C31100700	NA	A2C00013088	7	1351	"47pF,5%,50V,C0G,0402,TINNED,CER CAP/GRM"		ROH	NA	0.07	S2_BCM_RODRIGO CERVANTE	4963256868
239794	01/12/2012	ZSCR	551	035-1	0	'045	A2C31100700	NA	A2C00010739	68	1351	"10nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.68	S2_BCM_RODRIGO CERVANTE	4963256868
239794	01/12/2012	ZSCR	551	035-1	0	'045	A2C3730260093	NA	A2C00045637	15	1351	"220uF,20%,50V,SMD,OTHER,ELEC CAP/"		ROH	NA	20.55	S2_BCM_RODRIGO CERVANTE	4963257691
239794	01/12/2012	ZSCR	551	035-1	0	'045	A2C3730260093	NA	A2C40002831	5	1351	"T FET/BSS84LT1,MOS,SMALLSIGNAL,P_CHAN,50"		ROH	NA	1.1	S2_BCM_RODRIGO CERVANTE	4963257691
239794	01/12/2012	ZSCR	551	035-1	0	'045	A2C3730260093	NA	A2C00000609	10	1351	"1,N_CHAN,-,SMALLSIGNAL,50V,200mA,3.5Ohm,"		ROH	NA	2.2	S2_BCM_RODRIGO CERVANTE	4963257691
239794	01/12/2012	ZSCR	551	035-1	0	'045	A2C3730260093	NA	A2C00013088	14	1351	"47pF,5%,50V,C0G,0402,TINNED,CER CAP/GRM"		ROH	NA	0.14	S2_BCM_RODRIGO CERVANTE	4963257691
239794	01/12/2012	ZSCR	551	035-1	0	'045	A2C31100700	NA	A2C00010737	13	1351	"100pF,5%,50V,C0G,0402,TINNED,CER CAP/VJ"		ROH	NA	0.13	S2_BCM_RODRIGO CERVANTE	4963256868
239794	01/12/2012	ZSCR	551	035-1	0	'045	A2C31100700	NA	A2C00045637	39	1351	"220uF,20%,50V,SMD,OTHER,ELEC CAP/"		ROH	NA	53.43	S2_BCM_RODRIGO CERVANTE	4963256868
239794	01/12/2012	ZSCR	551	035-1	0	'045	A2C3730180092	NA	A2C00018438	1	1351	"R LIN,220K,5%,TK200,63mW,0402"		ROH	NA	0.01	S2_BCM_RODRIGO CERVANTE	4963257414
239794	01/12/2012	ZSCR	551	035-1	0	'045	A2C3730180092	NA	A2C00034028	2	1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.04	S2_BCM_RODRIGO CERVANTE	4963257414
239794	01/12/2012	ZSCR	551	035-1	0	'045	A2C3730180092	NA	A2C00007912	1	1351	"2,PNP,RET,R<b>=10k,R<e-b>=47k, 100mA,1V,"		ROH	NA	0.2	S2_BCM_RODRIGO CERVANTE	4963257414
239794	01/12/2012	ZSCR	551	035-1	0	'045	A2C3730180092	NA	A2C00032451	19	1351	"C CER,X7R,10uF,10%,16V,1206,Sn"		ROH	NA	6.65	S2_BCM_RODRIGO CERVANTE	4963257414
