No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	No.Docto.SAP
239798	01/12/2012	ZSCR	551	035-1	0	'045	A2C53294661	NA	A2C00013033	1	1351	"40V,500mA,1,SCHOTTKY,MINIMELF_D,RECT DIO"		ROH	NA	0.21	S2_RF TUNER_ANTONIO ALA	4963258533
239798	01/12/2012	ZSCR	551	035-1	0	'045	A2C53294661	NA	A2C00000456	13	1351	"1,NPN,NORMAL,100mA,45V,SOT23,BIP/BC847CE"		ROH	NA	1.04	S2_RF TUNER_ANTONIO ALA	4963258533
239798	01/12/2012	ZSCR	551	035-1	0	'045	A2C53294661	NA	A2C00003848	75	1351	"R LIN,47R,5%,TK200,100mW,0603"		ROH	NA	0.75	S2_RF TUNER_ANTONIO ALA	4963258533
239798	01/12/2012	ZSCR	551	035-1	0	'045	A2C53294661	NA	A2C00024099	16	1351	"40W,17V,SOT23,SUP DIODE/MMBZ20VALT1/40W"		ROH	NA	2.4	S2_RF TUNER_ANTONIO ALA	4963258533
239798	01/12/2012	ZSCR	551	035-1	0	'045	A2C53294661	NA	A2C00003685	2	1351	"R LIN,10K,5%,TK200,100mW,0603"		ROH	NA	0.02	S2_RF TUNER_ANTONIO ALA	4963258533
239798	01/12/2012	ZSCR	551	035-1	0	'045	A2C53294661	NA	A2C00000434	5	1351	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR133S_R"		ROH	NA	1.05	S2_RF TUNER_ANTONIO ALA	4963258533
239799	01/12/2012	ZSCR	551	035-1	0	'045	A2C53117474T	NA	A2C00040488	1	1351	"600uH,200mA,SMD,COIL/2429T005"		ROH	NA	1.82	S2_FOB READER_ANTONIO A	4963258261
239799	01/12/2012	ZSCR	551	035-1	0	'045	A2C53117474T	NA	A2C00000568	1	1351	"T BIP/BC 847S E6327,SOT363"		ROH	NA	0.18	S2_FOB READER_ANTONIO A	4963258261
239799	01/12/2012	ZSCR	551	035-1	0	'045	A2C53117474T	NA	A2C00003403	24	1351	"R LIN,4K7,5%,TK200,125mW,0805"		ROH	NA	0.24	S2_FOB READER_ANTONIO A	4963258261
239799	01/12/2012	ZSCR	551	035-1	0	'045	A2C53117474T	NA	A2C00051774	22	1351	"22uF,10%,10V,SMD,TA,ELEC CAP/LOW ESR"		ROH	NA	29.92	S2_FOB READER_ANTONIO A	4963258261
239799	01/12/2012	ZSCR	551	035-1	0	'045	A2C53117474T	NA	A2C00003458	6	1351	"1K2,5%,TK250,250mW,1206,LIN RES/"		ROH	NA	0.12	S2_FOB READER_ANTONIO A	4963258261
239799	01/12/2012	ZSCR	551	035-1	0	'045	A2C53117474T	NA	A2C00003413	5	1351	"R LIN,47K,5%,TK200,125mW,0805"		ROH	NA	0.05	S2_FOB READER_ANTONIO A	4963258261
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420002T	NA	A2C00039707	13	1351	"24V,0W,SOD323,ZENER/PESD1LIN"		ROH	NA	6.24	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420002T	NA	A2C00001085	110	1351	"4,TRIGGER,SO14,LOGIC/GSS334093BDR2"		ROH	NA	63.8	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420002T	NA	A2C00043811	1	1351	"UPD76F0115GM(A1),A1,LQFP176,FLASH,32bit,"		ROH	NA	47.99	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420002T	NA	A2C00050588	3	1351	"1,28V,10mOhm,TO252/DPAK,GENERAL PURPOSE,"		ROH	NA	13.35	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420002T	NA	A2C53375402	14	1351	receiver DIVZZDIV RXI-35-3		ROH	NA	384.72	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420002T	NA	A2C00043996	182	1351	IC SMART POW/VN5050JTR-E/Caution package		ROH	NA	566.02	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420002T	NA	A2C00041109	9	1351	"6.2V,+/-2%,225mW,SOT23,ZENER/BZX84B6V2"		ROH	NA	0.9	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420002T	NA	A2C00030490	1	1351	"40V,1A,1,SCHOTTKY,SMF/D219AB,RECT DIODE/"		ROH	NA	0.51	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420002T	NA	A2C00032412	11	1351	"22nF,10%,100V,X7R,0805,,CER CAP/++ open"		ROH	NA	0.88	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420002T	NA	A2C00057295	1	1351	"TRANSCEIVER,CAN,LIN,HTSSOP32,BUS DRIVER"		ROH	NA	15.77	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420002T	NA	A2C00000251	186	1351	"16V,300mW,SOT23,ZENER/BZX84C16LT1"		ROH	NA	18.6	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420002T	NA	A2C00003828	31	1351	"R LIN,2K2,5%,TK200,100mW,0603"		ROH	NA	0.31	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420002T	NA	A2C00021545	57	1351	"2,BOTH,RET,100mA,1.1V,SOT363,BIP/BCR22PN"		ROH	NA	9.69	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420002T	NA	A2C00003838	22	1351	"R LIN,220K,5%,TK200,100mW,0603"		ROH	NA	0.22	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420002T	NA	A2C00030941	40	1351	"4,EQ ISO,konvex 1206,10K,5%,63mW,NET RES"		ROH	NA	1.6	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420002T	NA	A2C00023201	1	1351	"1,MULTI,TSSOP16,LOGIC/74HC4851"		ROH	NA	1.79	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420002T	NA	A2C00003401	106	1351	"5K6,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	1.06	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420002T	NA	A2C00007716	36	1351	"2,FLIPFLOP,SO16,LOGIC/HEF4027BT"		ROH	NA	31.32	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420002T	NA	A2C00011743	107	1351	"1uF,10%,10V,X7R,0805,TINNED,CER CAP/++ u"		ROH	NA	9.63	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420002T	NA	A2C00002060	9	1351	"47pF,5%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.18	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420002T	NA	A2C00056377	1	1351	"4,41V,50mOhm,PowerSSO-24,GENERAL PURPOSE"		ROH	NA	7.72	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420002T	NA	A2C00002190	1	1351	"2.2nF,10%,50V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.02	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420002T	NA	A2C00048056	20	1351	"IC BUS DRIV/ATA6662,SO8"		ROH	NA	37	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420006T	NA	A2C00033344	3	1351	"4.7uF,10%,25V,X7R,1206,CER CAP/"		ROH	NA	0.84	S4_PQ35_MIGUEL ZAVALA-M	4963260112
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420006T	NA	A2C00001085	69	1351	"4,TRIGGER,SO14,LOGIC/GSS334093BDR2"		ROH	NA	40.02	S4_PQ35_MIGUEL ZAVALA-M	4963260112
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420006T	NA	A2C53375402	15	1351	receiver DIVZZDIV RXI-35-3		ROH	NA	412.2	S4_PQ35_MIGUEL ZAVALA-M	4963260112
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420006T	NA	A2C00054070	3	1351	"4,36V,500mOhm,PowerSSO-12,GENERAL PURPOS"		ROH	NA	9.48	S4_PQ35_MIGUEL ZAVALA-M	4963260112
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420006T	NA	A2C00057295	21	1351	"TRANSCEIVER,CAN,LIN,HTSSOP32,BUS DRIVER"		ROH	NA	331.17	S4_PQ35_MIGUEL ZAVALA-M	4963260112
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420006T	NA	A2C00004349	165	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	1.65	S4_PQ35_MIGUEL ZAVALA-M	4963260112
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420006T	NA	A2C00003837	47	1351	"R LIN,22K,5%,TK200,100mW,0603"		ROH	NA	0.47	S4_PQ35_MIGUEL ZAVALA-M	4963260112
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420006T	NA	A2C00003401	120	1351	"5K6,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	1.2	S4_PQ35_MIGUEL ZAVALA-M	4963260112
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420006T	NA	A2C00017750	6	1351	"2,BOTH,NORMAL,100mA,45V,SOT363,BIP/BC847"		ROH	NA	0.96	S4_PQ35_MIGUEL ZAVALA-M	4963260112
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420006T	NA	A2C00010195	15	1351	"70V,200mA,4,FAST,SOT363,RECT DIODE/BAW56"		ROH	NA	3.15	S4_PQ35_MIGUEL ZAVALA-M	4963260112
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420006T	NA	A2C00007716	6	1351	"2,FLIPFLOP,SO16,LOGIC/HEF4027BT"		ROH	NA	5.22	S4_PQ35_MIGUEL ZAVALA-M	4963260112
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420006T	NA	A2C00011743	143	1351	"1uF,10%,10V,X7R,0805,TINNED,CER CAP/++ u"		ROH	NA	12.87	S4_PQ35_MIGUEL ZAVALA-M	4963260112
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420006T	NA	A2C00048056	11	1351	"IC BUS DRIV/ATA6662,SO8"		ROH	NA	20.35	S4_PQ35_MIGUEL ZAVALA-M	4963260112
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420006T	NA	A2C00039778	6	1351	"2,both,RET,R<b>=10k , R<BE>=10k,100mA,50"		ROH	NA	1.2	S4_PQ35_MIGUEL ZAVALA-M	4963260112
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53420006T	NA	A2C00041162	5	1351	"18nH,550mA,SMD,COIL/LQW18AN18NG00"		ROH	NA	1.95	S4_PQ35_MIGUEL ZAVALA-M	4963260112
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53419999T	NA	A2C00001085	2	1351	"4,TRIGGER,SO14,LOGIC/GSS334093BDR2"		ROH	NA	1.16	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53419999T	NA	A2C00005986	2	1351	"620R,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.04	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53419999T	NA	A2C00043996	1	1351	IC SMART POW/VN5050JTR-E/Caution package		ROH	NA	3.11	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53419999T	NA	A2C00032412	2	1351	"22nF,10%,100V,X7R,0805,,CER CAP/++ open"		ROH	NA	0.16	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53419999T	NA	A2C00041109	1	1351	"6.2V,+/-2%,225mW,SOT23,ZENER/BZX84B6V2"		ROH	NA	0.1	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53419999T	NA	A2C00057295	23	1351	"TRANSCEIVER,CAN,LIN,HTSSOP32,BUS DRIVER"		ROH	NA	362.71	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53419999T	NA	A2C00004349	8	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.08	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53419999T	NA	A2C00021545	11	1351	"2,BOTH,RET,100mA,1.1V,SOT363,BIP/BCR22PN"		ROH	NA	1.87	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53419999T	NA	A2C00003401	41	1351	"5K6,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	0.41	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53419999T	NA	A2C00017750	6	1351	"2,BOTH,NORMAL,100mA,45V,SOT363,BIP/BC847"		ROH	NA	0.96	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53419999T	NA	A2C00007716	9	1351	"2,FLIPFLOP,SO16,LOGIC/HEF4027BT"		ROH	NA	7.83	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53419999T	NA	A2C00011743	1	1351	"1uF,10%,10V,X7R,0805,TINNED,CER CAP/++ u"		ROH	NA	0.09	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53419999T	NA	A2C00024964	1	1351	"T BIP/BC847BW,SOT323"		ROH	NA	0.09	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53419999T	NA	A2C00048056	4	1351	"IC BUS DRIV/ATA6662,SO8"		ROH	NA	7.4	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53419999T	NA	A2C00038646	51	1351	"22nH,500mA,SMD,COIL/LQW18AN22NG00"		ROH	NA	19.89	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239800	01/12/2012	ZSCR	551	035-1	0	'045	A2C53419999T	NA	A2C00024927	1	1351	"1,COUNT,SO16,LOGIC/MC14060BDR2. The lead"		ROH	NA	0.81	S4_PQ35_MIGUEL ZAVALA-M	4963260012
239801	01/12/2012	ZSCR	551	035-1	0	'045	A2C53390797T	NA	A2C00003692	27	1351	"R LIN,47K,5%,TK200,100mW,0603"		ROH	NA	0.27	S4_PQ35_MIGUEL ZAVALA-M	4963259881
239801	01/12/2012	ZSCR	551	035-1	0	'045	A2C53390797T	NA	A2C00004567	171	1351	"51K1,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	1.71	S4_PQ35_MIGUEL ZAVALA-M	4963259881
239801	01/12/2012	ZSCR	551	035-1	0	'045	A2C53390797T	NA	A2C00003817	275	1351	"R LIN,33K,5%,TK200,100mW,0603"		ROH	NA	2.75	S4_PQ35_MIGUEL ZAVALA-M	4963259881
239801	01/12/2012	ZSCR	551	035-1	0	'045	A2C53390797T	NA	A2C00025253	110	1351	"560R,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	1.1	S4_PQ35_MIGUEL ZAVALA-M	4963259881
239801	01/12/2012	ZSCR	551	035-1	0	'045	A2C53390797T	NA	A2C00004343	66	1351	"1K3,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	1.32	S4_PQ35_MIGUEL ZAVALA-M	4963259881
239801	01/12/2012	ZSCR	551	035-1	0	'045	A2C53380884T	NA	A2C00003692	1	1351	"R LIN,47K,5%,TK200,100mW,0603"		ROH	NA	0.01	S4_PQ35_MIGUEL ZAVALA-M	4963259440
239801	01/12/2012	ZSCR	551	035-1	0	'045	A2C53380884T	NA	A2C00004567	1	1351	"51K1,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.01	S4_PQ35_MIGUEL ZAVALA-M	4963259440
239801	01/12/2012	ZSCR	551	035-1	0	'045	A2C53380884T	NA	A2C00058647	1	1351	"SAF-XC2268M-72F66L,AA,QFP100,FLASH,16bit"		ROH	NA	32.55	S4_PQ35_MIGUEL ZAVALA-M	4963259440
239801	01/12/2012	ZSCR	551	035-1	0	'045	A2C53380884T	NA	A2C00003817	22	1351	"R LIN,33K,5%,TK200,100mW,0603"		ROH	NA	0.22	S4_PQ35_MIGUEL ZAVALA-M	4963259440
239801	01/12/2012	ZSCR	551	035-1	0	'045	A2C53380884T	NA	A2C00003837	3	1351	"R LIN,22K,5%,TK200,100mW,0603"		ROH	NA	0.03	S4_PQ35_MIGUEL ZAVALA-M	4963259440
239801	01/12/2012	ZSCR	551	035-1	0	'045	A2C53380883T	NA	A2C00003692	3	1351	"R LIN,47K,5%,TK200,100mW,0603"		ROH	NA	0.03	S4_PQ35_MIGUEL ZAVALA-M	4963259409
239801	01/12/2012	ZSCR	551	035-1	0	'045	A2C53380883T	NA	A2C00024522	1	1351	"1uF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.1	S4_PQ35_MIGUEL ZAVALA-M	4963259409
239801	01/12/2012	ZSCR	551	035-1	0	'045	A2C53380883T	NA	A2C00003817	146	1351	"R LIN,33K,5%,TK200,100mW,0603"		ROH	NA	1.46	S4_PQ35_MIGUEL ZAVALA-M	4963259409
239801	01/12/2012	ZSCR	551	035-1	0	'045	A2C53380883T	NA	A2C00025253	41	1351	"560R,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.41	S4_PQ35_MIGUEL ZAVALA-M	4963259409
239801	01/12/2012	ZSCR	551	035-1	0	'045	A2C53380883T	NA	A2C00047807	1	1351	"100nF,10%,50V,X7R,0805,Sn,CER CAP/++ Ope"		ROH	NA	0.03	S4_PQ35_MIGUEL ZAVALA-M	4963259409
239801	01/12/2012	ZSCR	551	035-1	0	'045	A2C53380883T	NA	A2C00003685	252	1351	"R LIN,10K,5%,TK200,100mW,0603"		ROH	NA	2.52	S4_PQ35_MIGUEL ZAVALA-M	4963259409
239801	01/12/2012	ZSCR	551	035-1	0	'045	A2C53353141T	NA	A2C00003692	2	1351	"R LIN,47K,5%,TK200,100mW,0603"		ROH	NA	0.02	S4_PQ35_MIGUEL ZAVALA-M	4963259295
239801	01/12/2012	ZSCR	551	035-1	0	'045	A2C53353141T	NA	A2C00000345	6	1351	"70V,250mA,2,FAST,SOT23,RECT DIODE/BAV70"		ROH	NA	0.42	S4_PQ35_MIGUEL ZAVALA-M	4963259295
239801	01/12/2012	ZSCR	551	035-1	0	'045	A2C53353141T	NA	A2C00046274	3	1351	"220uF,20%,35V,SMD,AL,105C,Standardtype,R"		ROH	NA	2.46	S4_PQ35_MIGUEL ZAVALA-M	4963259295
239801	01/12/2012	ZSCR	551	035-1	0	'045	A2C53353141T	NA	A2C00003817	1	1351	"R LIN,33K,5%,TK200,100mW,0603"		ROH	NA	0.01	S4_PQ35_MIGUEL ZAVALA-M	4963259295
239801	01/12/2012	ZSCR	551	035-1	0	'045	A2C53353141T	NA	A2C00031394	1	1351	"R LIN,221K,1%,TK100,100mW,0603"		ROH	NA	0.01	S4_PQ35_MIGUEL ZAVALA-M	4963259295
239801	01/12/2012	ZSCR	551	035-1	0	'045	A2C53353141T	NA	A2C00003837	11	1351	"R LIN,22K,5%,TK200,100mW,0603"		ROH	NA	0.11	S4_PQ35_MIGUEL ZAVALA-M	4963259295
239801	01/12/2012	ZSCR	551	035-1	0	'045	A2C53353141T	NA	A2C00039505	1	1351	"5V,400mA,STEP DOWN,D2PAK,VOLT REG/NCV427"		ROH	NA	2.79	S4_PQ35_MIGUEL ZAVALA-M	4963259295
239801	01/12/2012	ZSCR	551	035-1	0	'045	A2C53353141T	NA	A2C00031095	4	1351	"75V,250mA,1,FAST, SOD323,RECT DIODE/BAS1"		ROH	NA	0.36	S4_PQ35_MIGUEL ZAVALA-M	4963259295
239801	01/12/2012	ZSCR	551	035-1	0	'045	A2C53353141T	NA	A2C00003685	117	1351	"R LIN,10K,5%,TK200,100mW,0603"		ROH	NA	1.17	S4_PQ35_MIGUEL ZAVALA-M	4963259295
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53399258B	NA	A2C00034536	3	1351	"1,LATCH,TSSOP16,LOGIC/74HC259PW"		ROH	NA	2.04	S4_PQ25_MIGUEL ZAVALA-M	4963259985
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53399258B	NA	A2C00000522	11	1351	"1,PNP,NORMAL,200mA,45V,SOT23,BIP/BC857B"		ROH	NA	0.77	S4_PQ25_MIGUEL ZAVALA-M	4963259985
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53399258B	NA	A2C00006181	1	1351	"33R2,1%,TK100,250mW,1206,LIN RES/"		ROH	NA	0.03	S4_PQ25_MIGUEL ZAVALA-M	4963259985
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53399258B	NA	A2C53111032	1	1351	receiver		ROH	NA	29.5	S4_PQ25_MIGUEL ZAVALA-M	4963259985
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53399258B	NA	A2C00017750	2	1351	"2,BOTH,NORMAL,100mA,45V,SOT363,BIP/BC847"		ROH	NA	0.32	S4_PQ25_MIGUEL ZAVALA-M	4963259985
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53399258B	NA	A2C00005745	4	1351	"220uF,20%,35V,SMD,AL,ELEC CAP/MVK35VC220"		ROH	NA	3.68	S4_PQ25_MIGUEL ZAVALA-M	4963259985
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53399258B	NA	A2C00000345	39	1351	"70V,250mA,2,FAST,SOT23,RECT DIODE/BAV70"		ROH	NA	2.73	S4_PQ25_MIGUEL ZAVALA-M	4963259985
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C31082700T	NA	A2C00018819	24	1351	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"		ROH	NA	2.16	S4_PQ25_MIGUEL ZAVALA-M	4963256719
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C31082700T	NA	A2C00004349	128	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	1.28	S4_PQ25_MIGUEL ZAVALA-M	4963256719
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C31082700T	NA	A2C00000537	1	1351	"1,PNP,NORMAL,1A,80V,SOT223,BIP/BCP53T1"		ROH	NA	0.31	S4_PQ25_MIGUEL ZAVALA-M	4963256719
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C31082700T	NA	A2C00003490	4	1351	"3R3,5%,TK500,250mW,1206,LIN RES/"		ROH	NA	0.08	S4_PQ25_MIGUEL ZAVALA-M	4963256719
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C31082700T	NA	A2C00000522	61	1351	"1,PNP,NORMAL,200mA,45V,SOT23,BIP/BC857B"		ROH	NA	4.27	S4_PQ25_MIGUEL ZAVALA-M	4963256719
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C31082700T	NA	A2C00054190	2	1351	"VND5E025LKTR-E/2,41V,25mOhm,PowerSSO-24,"		ROH	NA	14.56	S4_PQ25_MIGUEL ZAVALA-M	4963256719
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C31082700T	NA	A2C00003828	17	1351	"R LIN,2K2,5%,TK200,100mW,0603"		ROH	NA	0.17	S4_PQ25_MIGUEL ZAVALA-M	4963256719
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C31082700T	NA	A2C00044153	1	1351	"1,PNP,RET,100mA,50V,R1=10kOhm, R2=47kOhm"		ROH	NA	0.09	S4_PQ25_MIGUEL ZAVALA-M	4963256719
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C31082700T	NA	A2C00055646	7	1351	"POWER,SINGLE,6.5V,RELAY/EM1-2U1-W"		ROH	NA	36.96	S4_PQ25_MIGUEL ZAVALA-M	4963256719
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C31082700T	NA	A2C00017750	2	1351	"2,BOTH,NORMAL,100mA,45V,SOT363,BIP/BC847"		ROH	NA	0.32	S4_PQ25_MIGUEL ZAVALA-M	4963256719
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C31082700T	NA	A2C00018971	5	1351	"1R,1%,TK50,1W,MELF0207,LIN RES/"		ROH	NA	1.2	S4_PQ25_MIGUEL ZAVALA-M	4963256719
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C31082700T	NA	A2C00000258	1	1351	"4.7V,350mW,SOT23,ZENER/BZX84C4V7,215"		ROH	NA	0.09	S4_PQ25_MIGUEL ZAVALA-M	4963256719
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C31082700T	NA	A2C00050347	29	1351	"IC BUS DRIV/TJA1055T/5V,SO14"		ROH	NA	114.55	S4_PQ25_MIGUEL ZAVALA-M	4963256719
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C31082700T	NA	A2C00000345	234	1351	"70V,250mA,2,FAST,SOT23,RECT DIODE/BAV70"		ROH	NA	16.38	S4_PQ25_MIGUEL ZAVALA-M	4963256719
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53399257B	NA	A2C00033344	1	1351	"4.7uF,10%,25V,X7R,1206,CER CAP/"		ROH	NA	0.28	S4_PQ25_MIGUEL ZAVALA-M	4963259971
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53399257B	NA	A2C00018819	1	1351	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"		ROH	NA	0.09	S4_PQ25_MIGUEL ZAVALA-M	4963259971
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53399257B	NA	A2C00000522	14	1351	"1,PNP,NORMAL,200mA,45V,SOT23,BIP/BC857B"		ROH	NA	0.98	S4_PQ25_MIGUEL ZAVALA-M	4963259971
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53399257B	NA	A2C00030419	1	1351	"4,EQ ISO,0804,100K,5%,31mW,NET RES/"		ROH	NA	0.09	S4_PQ25_MIGUEL ZAVALA-M	4963259971
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53399257B	NA	A2C00006181	1	1351	"33R2,1%,TK100,250mW,1206,LIN RES/"		ROH	NA	0.03	S4_PQ25_MIGUEL ZAVALA-M	4963259971
239802	01/12/2012	ZSCR	551	035-1	0	'045	A2C53399257B	NA	A2C00003692	6	1351	"R LIN,47K,5%,TK200,100mW,0603"		ROH	NA	0.06	S4_PQ25_MIGUEL ZAVALA-M	4963259971
