No.Item	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	No.Docto.SAP
12367	ZSCR	551	042-4	NA	5WK43871	NA	A2C53189515MI	2	3011	054		1424	Manual insertion assy W/S 212 WITH PPS/R	NA	HALB	S.Real	1166.96	4955056476
12406	ZSCR	551	030-1	NA	A2C53375496MI	NA	A2C53375496A2	1	3011	054		1301	SMD Assy W/S204 WO/PyroPPSg WO/RO WO/PO	NA	HALB	S.Real	261.18	4955056508
56411	ZSCR	551	030-1	NA	NA	NA	A2C53108389	12	3011	054		1301	pcb panel multiple 6-up main	NA	ROH	NA	289.2	4955056538
91511	ZSCR	551	050-1	NA	5WK44354	NA	A2C53429875	65	3011	054		1501	circuit board assy	NA	HALB	S.Real	16524.95	4955056471
98443	ZSCR	551	035-1	0	A2C53243155A	NA	A2C00010465	7	3011	054		1351	"10K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.07	4955056326
100495	ZSCR	551	035-1	0	A2C53243155A	NA	A2C00000508	2	3011	054		1351	"T BIP/BC 857S E6433,SOT363"		ROH	NA	0.38	4955056326
100495	ZSCR	551	035-1	0	A2C53243155A	NA	A2C00004322	14	3011	054		1351	"5K62,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.14	4955056326
100495	ZSCR	551	035-1	0	A2C53243155A	NA	A2C00006946	3	3011	054		1351	"40V,750mA,1,SCHOTTKY,SOD323,RECT DIODE/B"		ROH	NA	1.11	4955056326
100495	ZSCR	551	035-1	0	A2C53243155A	NA	A2C00011374	6	3011	054		1351	"8K25,1%,TK100,63mW,0402,LIN RES/ERJ"		ROH	NA	0.06	4955056326
100495	ZSCR	551	035-1	0	A2C53243155A	NA	A2C00013032	2	3011	054		1351	"47uF,20%,35V,SMD,AL,ELEC CAP/++ special"		ROH	NA	1.52	4955056326
100495	ZSCR	551	035-1	0	A2C53243155A	NA	A2C00019051	38	3011	054		1351	"13V,500mW,SOD123,ZENER/MMSZ5243B"		ROH	NA	5.7	4955056326
100495	ZSCR	551	035-1	0	A2C53243156A	NA	A2C00031924	1	3011	054		1351	"16uH,100mA,SMD,CAN COIL/ACT4532"		ROH	NA	1.59	4955056288
100495	ZSCR	551	035-1	0	A2C53243155A	NA	A2C00034350	2	3011	054		1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"		ROH	NA	12.36	4955056326
100495	ZSCR	551	035-1	0	A2C53243155A	NA	A2C00037383	6	3011	054		1351	"22uF,10%,25V,SMD,TA,ELEC CAP/Tantalum Ch"		ROH	NA	12.42	4955056326
100495	ZSCR	551	035-1	0	A2C53243156A	NA	A2C00053339	9	3011	054		1351	"Airbag Power Supply,OTHER IC/ ATIC65 APA"		ROH	NA	188.64	4955056400
100495	ZSCR	551	035-1	0	A2C53243155A	NA	A2C00055574	2	3011	054		1351	"IC MCU BLK/TMS470PVF349BBPZ,B,PQFP100,FL"		ROH	NA	82.56	4955056304
100501	ZSCR	551	035-1	0	A2C53189516B	NA	A2C00003980	1	3011	054		1351	"82R5,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.09	4955056334
100501	ZSCR	551	035-1	0	A2C53189516B	NA	A2C00004058	33	3011	054		1351	"499R,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.66	4955056334
100501	ZSCR	551	035-1	0	A2C53189516B	NA	A2C00004265	32	3011	054		1351	"0R05,125mW,2A,0805,JUMPER/MCR"		ROH	NA	0.32	4955056334
100501	ZSCR	551	035-1	0	A2C53243155A	NA	A2C00007895	19	3011	054		1351	"470pF,5%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.38	4955056326
100501	ZSCR	551	035-1	0	A2C53243155A	NA	A2C00010465	4	3011	054		1351	"10K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.04	4955056326
100557	ZSCR	551	035-1	0	A2C53396255T	NA	A2C00000568	1048	3011	054		1351	"2,NPN,NORMAL,100mA,45V,SOT363,BIP/BC847S"		ROH	NA	199.12	4955056459
100501	ZSCR	551	035-1	0	A2C53189516B	NA	A2C00010918	23	3011	054		1351	"100K,1%,TK100,63mW,0402,LIN RES/ERJ"		ROH	NA	0.23	4955056334
100501	ZSCR	551	035-1	0	A2C53243155A	NA	A2C00011344	4	3011	054		1351	"0R05,1W,4.47A,5nH,2512,SHUNT/"		ROH	NA	5.44	4955056326
100501	ZSCR	551	035-1	0	A2C53189516B	NA	A2C00011374	187	3011	054		1351	"8K25,1%,TK100,63mW,0402,LIN RES/ERJ"		ROH	NA	1.87	4955056334
100501	ZSCR	551	035-1	0	A2C53243155A	NA	A2C00019134	91	3011	054		1351	"33uF,20%,16V,SMD,TA,ELEC CAP/LOW ESR"		ROH	NA	150.15	4955056326
100501	ZSCR	551	035-1	0	A2C53243155A	NA	A2C00019592	12	3011	054		1351	"5K62,1%,TK100,63mW,0402,LIN RES/"		ROH	NA	0.12	4955056326
100501	ZSCR	551	035-1	0	A2C53243155A	NA	A2C00020046	120	3011	054		1351	"1,P_CHAN,MOS,POWER,100V,13A,205mOhm,TO25"		ROH	NA	318	4955056326
100501	ZSCR	551	035-1	0	A2C53189516B	NA	A2C00031009	15	3011	054		1351	"4,EQ ISO,konvex 1206,1K,1%,63mW,NET RES/"		ROH	NA	0.9	4955056334
100501	ZSCR	551	035-1	0	A2C53243156A	NA	A2C00031924	18	3011	054		1351	"16uH,100mA,SMD,CAN COIL/ACT4532"		ROH	NA	28.62	4955056288
100501	ZSCR	551	035-1	0	A2C53243155A	NA	A2C00032469	5	3011	054		1351	"Dual 40W,22V,SOT23,common anode, SUP DIO"		ROH	NA	0.8	4955056326
100501	ZSCR	551	035-1	0	A2C53243155A	NA	A2C00034345	2	3011	054		1351	"2K8,1%,TK50,1W,MELF0207,LIN RES/MMB 0207"		ROH	NA	0.56	4955056326
100501	ZSCR	551	035-1	0	A2C53243155A	NA	A2C00035959	8	3011	054		1351	"UPD78F0512GB(A)-GAF,V3.0,LQFP44,FLASH,8b"		ROH	NA	73.84	4955056326
100501	ZSCR	551	035-1	0	A2C53243155A	NA	A2C00037383	8	3011	054		1351	"22uF,10%,25V,SMD,TA,ELEC CAP/Tantalum Ch"		ROH	NA	16.56	4955056326
100501	ZSCR	551	035-1	0	A2C53189516B	NA	A2C00037383	14	3011	054		1351	"22uF,10%,25V,SMD,TA,ELEC CAP/Tantalum Ch"		ROH	NA	28.98	4955056334
100501	ZSCR	551	035-1	0	A2C53243155A	NA	A2C00044583	1	3011	054		1351	"100uH,600mA,SMD,COIL/"		ROH	NA	1.41	4955056326
100501	ZSCR	551	035-1	0	A2C53243155A	NA	A2C00050073	152	3011	054		1351	"2,N_CHAN,MOS,SMALLSIGNAL,30V,250mA,1.5Oh"		ROH	NA	57.76	4955056326
100501	ZSCR	551	035-1	0	A2C53243155A	NA	A2C00052767	6	3011	054		1351	"100uH,1A,SMD,COIL/"		ROH	NA	19.38	4955056326
100501	ZSCR	551	035-1	0	A2C53243156A	NA	A2C00055574	2	3011	054		1351	"IC MCU BLK/TMS470PVF349BBPZ,B,PQFP100,FL"		ROH	NA	82.56	4955056304
100495	ZSCR	551	035-1	0	A2C53243156A	NA	A2C00004322	29	3011	054		1351	"5K62,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.29	4955056427
100515	ZSCR	551	035-1	0	A2C53364457A	NA	A2C00055060	59	3011	054		1351	"Capacitive Occupant Detection,OTHER IC/B"		ROH	NA	1994.79	4955056291
100515	ZSCR	551	035-1	0	A2C53364457A	NA	A2C00055060	6	3011	054		1351	"Capacitive Occupant Detection,OTHER IC/B"		ROH	NA	202.86	4955056291
100517	ZSCR	551	035-1	0	A2C53399621B	NA	A2C00004288	2	3011	054		1351	"4K99,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.04	4955056222
100517	ZSCR	551	035-1	0	A2C53399621B	NA	A2C00004366	1	3011	054		1351	"68K1,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.01	4955056222
100517	ZSCR	551	035-1	0	A2C53399621B	NA	A2C00006609	8	3011	054		1351	"100R,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.08	4955056222
100517	ZSCR	551	035-1	0	A2C53399621B	NA	A2C00006616	1	3011	054		1351	"7K5,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.01	4955056222
100517	ZSCR	551	035-1	0	A2C53399621B	NA	A2C00010444	1	3011	054		1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.01	4955056222
100517	ZSCR	551	035-1	0	A2C53399621B	NA	A2C00011220	4	3011	054		1351	"33K2,1%,TK100,63mW,0402,LIN RES/"		ROH	NA	0.04	4955056222
100517	ZSCR	551	035-1	0	A2C53399617B	NA	A2C00049407	11	3011	054		1351	"ACCELEROMETER, dual-axis, selectable ran"		ROH	NA	276.87	4955056277
100517	ZSCR	551	035-1	0	A2C53399621B	NA	A2C00049407	4	3011	054		1351	"ACCELEROMETER, dual-axis, selectable ran"		ROH	NA	100.68	4955056222
100517	ZSCR	551	035-1	0	A2C53399617B	NA	A2C00049407	85	3011	054		1351	"ACCELEROMETER, dual-axis, selectable ran"		ROH	NA	2139.45	4955056277
100517	ZSCR	551	035-1	0	A2C53399621B	NA	A2C00054422	2	3011	054		1351	"0R12,5%,TK50,1W,MELF0207,LIN RES/MMB 020"		ROH	NA	1.46	4955056222
100517	ZSCR	551	035-1	0	A2C53399621B	NA	A2C00060691	1	3011	054		1351	"T BIP/BCR35PN or PUMD9,SOT363"		ROH	NA	0.16	4955056222
100517	ZSCR	551	035-1	0	A2C53399617B	NA	A2C40002657	2	3011	054		1351	"D SUP/MMBZ27VDA (3k reel),SOT23-MOTOROLA"		ROH	NA	0.54	4955056394
100495	ZSCR	551	035-1	0	A2C53243156A	NA	A2C00019592	17	3011	054		1351	"5K62,1%,TK100,63mW,0402,LIN RES/"		ROH	NA	0.17	4955056425
100501	ZSCR	551	035-1	0	A2C53243156A	NA	A2C00019592	5	3011	054		1351	"5K62,1%,TK100,63mW,0402,LIN RES/"		ROH	NA	0.05	4955056425
100557	ZSCR	551	035-1	0	A2C53396255T	NA	A2C00019592	25	3011	054		1351	"5K62,1%,TK100,63mW,0402,LIN RES/"		ROH	NA	0.25	4955056425
100557	ZSCR	551	035-1	0	A2C53396263B	NA	A2C40002075	4	3011	054		1351	"R LIN,3K3,5%,TK200,125mW,0805"		ROH	NA	0.04	4955056375
100557	ZSCR	551	035-1	0	A2C53396241B	NA	A2C40002075	97	3011	054		1351	"R LIN,3K3,5%,TK200,125mW,0805"		ROH	NA	0.97	4955056375
100557	ZSCR	551	035-1	0	A2C53396241B	NA	A2C40002159	116	3011	054		1351	"R LIN,24K,5%,TK200,100mW,0603"		ROH	NA	1.16	4955056375
100557	ZSCR	551	035-1	0	A2C53396241T	NA	A2C40006063	2	3011	054		1351	"C ELEC,TA,4.7uF,10%,20V"		ROH	NA	5.52	4955056336
