No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP			
487245	7/9/2014	ZSCR	551	040-1	NA	'054	5WK44771	NA	A2C81531200	1	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO				
487250	7/9/2014	ZSCR	551	040-2	NA	'054	5WY89350		5WY89350	1	Chrysler RT/RM DOM ORC MY13	NA	FERT	NA	352	PS_CHRYSLER MY2013_E.ED	NO				
487252	7/9/2014	ZSCR	551	040-2	NA	'054	5WK43949	NA	A2C53242712	1	ACU MY07 M30 12	NA	HALB	S.Real	417.19	OES_HONDA CR-V HE_.	NO				
487257	7/9/2014	ZSCR	551	040-1	NA	'054	5WY89350	NA	A2C31080700	1	airbag	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO				
487259	7/9/2014	ZSCR	551	034-2	NA	'054	5WK44004	NA	A2C53108387	5	"pan head screw SF-M3,5x 10,00 1241"	NA	ROH	NA	0.9	PS_HONDA HRS6_J.JUAN CH	NO				
487259	7/9/2014	ZSCR	551	034-2	NA	'054	5WK44690	NA	A2C53397769	1	housing	NA	ROH	NA	20.75	PS_HONDA HRS6_J.JUAN CH	NO				
487266	7/9/2014	ZSCR	551	034-2	NA	'054	5WK44630	NA	A2C53424040	10	"pan head screw M3,5 x 12,00 1268"	NA	ROH	NA	2.7	PSAD_VW20_U.ULISES VILL	NO				
487266	7/9/2014	ZSCR	551	034-2	NA	'054	A2C30910808	NA	A2C86055000	2	cover	NA	ROH	NA	19.82	PSAD_VW20_U.ULISES VILL	NO				
487268	7/9/2014	ZSCR	551	034-2	NA	'054	A2C5340491402	NA	A2C5340491402	1	pcb assy HONHRS5 V30 REV 02	NA	HALB	S.Real	326.89	PS_HONDA HRS5_.	NO				
487271	7/9/2014	ZSCR	551	040-2	NA	'054	5WK44252		5WK44252	1	BoSe VW	NA	FERT	NA	104.03	OC_BOSE VW_A.ANA TAPIA-	NO				
487272	7/9/2014	ZSCR	551	040-2	NA	'054	5WK44252		5WK44252	1	BoSe VW	NA	FERT	NA	104.03	OC_BOSE VW_A.ANA TAPIA-	NO				
487273	7/9/2014	ZSCR	551	050-3	NA	'054	5WY72900	NA	5WY72900	1	Epsilon SDM GMX295 10 Loops - SP	NA	FERT	NA	416.96	PSAD_EPSILON_O.OSCAR FO	NO				
487277	7/9/2014	ZSCR	551	040-2	NA	'054	5WY89350	NA	A2C31080700	1	airbag	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO				
487278	7/9/2014	ZSCR	551	034-2	NA	'054	A2C82544800	NA	A2C82544800	1	ACU OPLA4400 G40 12 KB440XXESE	NA	FERT	NA	249.92	PSAD_OPEL 4400_J.JOSE O	NO				
487280	7/9/2014	ZSCR	551	034-2	NA	'054	A2C82544800	NA	A2C82544800	1	ACU OPLA4400 G40 12 KB440XXESE	NA	FERT	NA	249.92	PSAD_OPEL 4400_J.JOSE O	NO				
487282	7/9/2014	ZSCR	551	040-3	NA	'054	5WK44771	NA	A2C81531200	1	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO				
487288	7/9/2014	ZSCR	551	040-3	NA	'054	5WK44252	NA	A2C53355144	1	housing	NA	ROH	NA	3.98	OC_BOSE VW_A.ANA TAPIA-	NO	4979938312			
487290	7/9/2014	ZSCR	551	034-2	NA	'054	5WY88020	NA	A2C53408549	7	housing D= 2	NA	ROH	NA	143.71	PSAD_GM BRASIL_A.ANA TA	NO				
487293	7/9/2014	ZSCR	551	034-2	NA	'054	A2C91764400	NA	A2C40000025	15	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	102.45	PS_SDM10+_C.CAROLINA OT	NO				
487295	7/9/2014	ZSCR	551	034-2	NA	'054	A2C81768403	NA	A2C83435000	4	cover FIP T BK	NA	ROH	NA	76.08	PSAD_DAIMLER STAR2_ISC_	NO				
487298	7/9/2014	ZSCR	551	040-3	NA	'054	5WK44630	NA	A2C32509000	2	pcb assy VW20 V01	NA	HALB	S.Real	274.66	PSAD_VW20_U.ULISES VILL	NO				
487301	7/9/2014	ZSCR	551	050-3	NA	'054	A2C89711901	NA	A2C89711901	4	ARMIN* 3G / 3I DC	NA	FERT	NA	1759.64	PSAD_ARMIN_J.JOSE ORTIZ	NO				
487302	7/9/2014	ZSCR	551	050-3	NA	'054	A2C89711901	NA	A2C83021101	2	pcb assy DAGARM3 3i DC Mex	NA	HALB	S.Real	673.48	PSAD_ARMIN_J.JOSE ORTIZ	NO				
487304	7/9/2014	ZSCR	551	050-3	NA	'054	A2C83378000	NA	A2C83378000	2	ACU JAGX150 MY10 G30 RCM J3	NA	FERT	NA	1012.08	PSAD_JAGUAR X1_J.JOSE O	NO				
487308	7/9/2014	ZSCR	551	040-1	NA	'054	A2C81542300	NA	A2C81543200	1	pcb assy	NA	HALB	S.Real	415.2	PS_ARAMIS 2013_E.EDWIN	NO				
487311	7/9/2014	ZSCR	551	034-3	NA	'054	5WK44291	NA	A2C53395078	2	pcb assy	NA	HALB	S.Real	149.04	OC_BOSE BMW_A.ANA TAPIA	NO				
487551	7/10/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00059117	8	"5R6,1%,TK50,100mW,0603,LIN RES/"		ROH	NA	0.4	PS_ARAMIS III_F.FERNAND	NO				
487551	7/10/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00020895	2	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	0.14	PS_ARAMIS III_F.FERNAND	NO				
487551	7/10/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00037383	6	"TA CAP,TA,22uF,10%,25V,SMD"		ROH	NA	10.8	PS_ARAMIS III_F.FERNAND	NO				
487551	7/10/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00031355	10	"200V,250mA,1,FAST,SOD323,RECT DIODE/BAS2"		ROH	NA	1	PS_ARAMIS III_F.FERNAND	NO				
487551	7/10/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00004324	18	"R LIN,22K1,1%,TK100,100mW,0603"		ROH	NA	0.18	PS_ARAMIS III_F.FERNAND	NO				
487551	7/10/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00023789	11	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.22	PS_ARAMIS III_F.FERNAND	NO				
487551	7/10/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00004555	16	"R LIN,2K,1%,TK100,100mW,0603"		ROH	NA	0.16	PS_ARAMIS III_F.FERNAND	NO				
487551	7/10/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00039667	6	"22K,0.1%,TK25,100mW,0603,LIN RES/"		ROH	NA	1.74	PS_ARAMIS III_F.FERNAND	NO				
487551	7/10/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00010760	3	"1,PNP,NORMAL,100mA,50V,SOT323,BIP/BCR158"		ROH	NA	0.3	PS_ARAMIS III_F.FERNAND	NO				
487551	7/10/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00031004	5	"4,EQ ISO,konvex 1206,22R,1%,63mW,NET RES"		ROH	NA	0.3	PS_ARAMIS III_F.FERNAND	NO	x			
487551	7/10/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00039667	1	"22K,0.1%,TK25,100mW,0603,LIN RES/"		ROH	NA	0.29	PS_ARAMIS III_F.FERNAND	NO				
487551	7/10/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00004555	14	"R LIN,2K,1%,TK100,100mW,0603"		ROH	NA	0.14	PS_ARAMIS III_F.FERNAND	NO				
487551	7/10/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00023789	1	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.02	PS_ARAMIS III_F.FERNAND	NO				
487551	7/10/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00004368	1	"R LIN,100K,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO				
487551	7/10/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00031355	1	"200V,250mA,1,FAST,SOD323,RECT DIODE/BAS2"		ROH	NA	0.1	PS_ARAMIS III_F.FERNAND	NO				
487551	7/10/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00020895	2	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	0.14	PS_ARAMIS III_F.FERNAND	NO				
487566	7/10/2014	ZSCR	551	035-1	0	'054	A2C8466170092	NA	A2C00047999	12	"1uF,10%,50V,X7R,1206,Sn,CER CAP/ ++ Open"		ROH	NA	3.12	PSAD_VW20_L.LPL AUTOMAT	NO				
487566	7/10/2014	ZSCR	551	035-1	0	'054	A2C8466170092	NA	A2C00064844	21	"TJA1021T/20/C and ATA6663, IC BUS DRIV/L"		ROH	NA	35.49	PSAD_VW20_L.LPL AUTOMAT	NO				
487566	7/10/2014	ZSCR	551	035-1	0	'054	A2C8466170092	NA	A2C53041436	11	"1,NPN,RET,R<b>=10k,R<e-b>=47k,100mA,50V,"		ROH	NA	0.99	PSAD_VW20_L.LPL AUTOMAT	NO				
487566	7/10/2014	ZSCR	551	035-1	0	'054	A2C8466170092	NA	A2C00031133	179	"R LIN,12K4,1%,TK100,63mW,0402"		ROH	NA	1.79	PSAD_VW20_L.LPL AUTOMAT	NO				
487569	7/10/2014	ZSCR	551	035-1	0	'054	A2C8705700192	NA	A2C00055505	2	"1,18V,0Ohm,TQFP80,ACU (Airbag Controll U"		ROH	NA	40.56	PSAD_DAIMLER STAR 2_L.L	NO				
487569	7/10/2014	ZSCR	551	035-1	0	'054	A2C8705700192	NA	A2C00003937	2	"38R3,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.16	PSAD_DAIMLER STAR 2_L.L	NO				
487569	7/10/2014	ZSCR	551	035-1	0	'054	A2C8705700192	NA	A2C00003885	3	"75R,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.24	PSAD_DAIMLER STAR 2_L.L	NO				
487569	7/10/2014	ZSCR	551	035-1	0	'054	A2C8705700192	NA	A2C00003613	2	"681R,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.16	PSAD_DAIMLER STAR 2_L.L	NO				
487569	7/10/2014	ZSCR	551	035-1	0	'054	A2C8705700193	NA	A2C40007265	1	"D SUP/PESD1LIN,SOD323"		ROH	NA	0.44	PSAD_DAIMLER STAR 2_L.L	NO				
487569	7/10/2014	ZSCR	551	035-1	0	'054	A2C8705700193	NA	A2C00000568	39	"T BIP/BC 847S E6327,SOT363"		ROH	NA	5.46	PSAD_DAIMLER STAR 2_L.L	NO				
487569	7/10/2014	ZSCR	551	035-1	0	'054	A2C8705700193	NA	A2C52003076	1	"1,PNP,NORMAL,1.5A,80V,SOT223,BIP/BCP53-1"		ROH	NA	0.32	PSAD_DAIMLER STAR 2_L.L	NO				
487569	7/10/2014	ZSCR	551	035-1	0	'054	A2C8705700193	NA	A2C00051999	4	"2.2mF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	31.76	PSAD_DAIMLER STAR 2_L.L	NO				
487569	7/10/2014	ZSCR	551	035-1	0	'054	A2C8705700193	NA	A2C00033919	1	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	0.13	PSAD_DAIMLER STAR 2_L.L	NO				
487574	7/10/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C00006609	6	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.06	PS_SDM10+_L.LPL AUTOMAT	NO				
487574	7/10/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C00013094	45	"220pF,5%,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.9	PS_SDM10+_L.LPL AUTOMAT	NO				
487574	7/10/2014	ZSCR	551	035-1	0	'054	A2C8397200092	NA	A2C00029072	70	"10nF,10%,50V,X7R,0603,TINNED,CER CAP/GCM"		ROH	NA	0.7	PS_SDM10+_L.LPL AUTOMAT	NO				
487574	7/10/2014	ZSCR	551	035-1	0	'054	A2C8397200092	NA	A2C40000005	72	"D SC/SS16HE3,60V,1A,SMA/DO214AC"		ROH	NA	32.4	PS_SDM10+_L.LPL AUTOMAT	NO				
487574	7/10/2014	ZSCR	551	035-1	0	'054	A2C8397200092	NA	A2C00017677	9	"R LIN,470R,1%,TK100,100mW,0603"		ROH	NA	0.09	PS_SDM10+_L.LPL AUTOMAT	NO				
487574	7/10/2014	ZSCR	551	035-1	0	'054	A2C8397200092	NA	A2C40000015	1453	"F BEAD/FHF*BLM11B182S,0Ohm,1.8KOhm,0A,SM"		ROH	NA	58.12	PS_SDM10+_L.LPL AUTOMAT	NO				
487574	7/10/2014	ZSCR	551	035-1	0	'054	A2C8397200092	NA	A2C00006609	15	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.15	PS_SDM10+_L.LPL AUTOMAT	NO				
487574	7/10/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C52058236	6	"4.3V,300mW,SOT23-C,ZENER/BZX84B4V3"		ROH	NA	0.78	PS_SDM10+_L.LPL AUTOMAT	NO				
487574	7/10/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C00020696	52	"560R,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.52	PS_SDM10+_L.LPL AUTOMAT	NO				
487574	7/10/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C40000005	17	"D SC/SS16HE3,60V,1A,SMA/DO214AC"		ROH	NA	7.65	PS_SDM10+_L.LPL AUTOMAT	NO				
487574	7/10/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C00000251	21	"16V,300mW,SOT23,ZENER/BZX84C16LT1"		ROH	NA	1.89	PS_SDM10+_L.LPL AUTOMAT	NO				
487574	7/10/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C40000008	56	"R LIN,3K01,1%,TK100,63mW,0402"		ROH	NA	0.56	PS_SDM10+_L.LPL AUTOMAT	NO				
487574	7/10/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C00010903	5	"1M,5%,TK200,63mW,0402,LIN RES/CRCW"		ROH	NA	0.05	PS_SDM10+_L.LPL AUTOMAT	NO				
487574	7/10/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C40006675	39	"C CER,C0G,12pF,5%,50V,C0402,Sn"		ROH	NA	0.39	PS_SDM10+_L.LPL AUTOMAT	NO				
487574	7/10/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C40000021	12	"R LIN,510R,5%,TK200,63mW,0402"		ROH	NA	0.12	PS_SDM10+_L.LPL AUTOMAT	NO				
487574	7/10/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C40000043	4	"L COIL/SIMID1812-T,0H,0A,SMD"		ROH	NA	2.44	PS_SDM10+_L.LPL AUTOMAT	NO				
487574	7/10/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C40000032	1	"L COIL/WE-PD2,470uH,360mA,SMD"		ROH	NA	1.28	PS_SDM10+_L.LPL AUTOMAT	NO				
487574	7/10/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C40000035	52	"TA CAP,TA,4.7uF,20%,10V,SMD"		ROH	NA	15.6	PS_SDM10+_L.LPL AUTOMAT	NO				
487574	7/10/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C00004463	7	"R LIN,10K,1%,TK100,100mW,0603"		ROH	NA	0.07	PS_SDM10+_L.LPL AUTOMAT	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257240092	NA	A2C00292100	14	"SEN/SYCAMORE,ACC, XY, 100g,OHT"		ROH	NA	179.2	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257240092	NA	A2C00032168	2	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	0.02	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257240092	NA	A2C00004318	1	"R LIN,1K,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257240092	NA	A2C00003708	14	"R LIN,3K3,5%,TK200,100mW,0603"		ROH	NA	0.14	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257240092	NA	A2C00006418	72	"T BIP/BCR 48PN E6327,SOT363"		ROH	NA	12.24	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257240092	NA	A2C00022031	28	"4,EQ ISO,konvex 1206,7K5,1%,63mW,NET RES"		ROH	NA	1.4	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257240092	NA	A2C00044219	16	"240R,1%,TK100,63mW,0603,LIN RES/RC"		ROH	NA	0.16	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257240092	NA	A2C00052689	4	"R LIN,3K24,1%,TK100,63mW,0402"		ROH	NA	0.04	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257240092	NA	A2C00008183	5	"40V,1A,1,SCHOTTKY,DO214AC,RECT DIODE/SS1"		ROH	NA	1.1	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257240092	NA	A2C00059117	13	"5R6,1%,TK50,100mW,0603,LIN RES/"		ROH	NA	0.65	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257240092	NA	A2C00004363	2	"R LIN,15K4,1%,TK100,100mW,0603"		ROH	NA	0.02	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257240092	NA	A2C00037882	12	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	0.12	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257240092	NA	A2C00064279	55	"T FET/NTJD4001N,MOS,SMALLSIGNAL,SOT363"		ROH	NA	17.05	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00064279	43	"T FET/NTJD4001N,MOS,SMALLSIGNAL,SOT363"		ROH	NA	13.33	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257200092	NA	A2C00004363	9	"R LIN,15K4,1%,TK100,100mW,0603"		ROH	NA	0.09	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257200092	NA	A2C00032168	99	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	0.99	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257200092	NA	A2C00006616	8	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.08	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257200092	NA	A2C00010918	2	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	0.02	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257200092	NA	A2C00292100	1	"SEN/SYCAMORE,ACC, XY, 100g,OHT"		ROH	NA	12.8	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257200092	NA	A2C00044219	6	"240R,1%,TK100,63mW,0603,LIN RES/RC"		ROH	NA	0.06	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257200092	NA	A2C40005330	1	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257200092	NA	A2C00003708	9	"R LIN,3K3,5%,TK200,100mW,0603"		ROH	NA	0.09	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257200092	NA	A2C00052689	47	"R LIN,3K24,1%,TK100,63mW,0402"		ROH	NA	0.47	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257200092	NA	A2C00037882	32	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	0.32	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257200092	NA	A2C00024979	1	"100pF,5%,100V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.03	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C00000407	4	"40V,1A,1,SCHOTTKY,DO214AC,RECT DIODE/SS1"		ROH	NA	0.88	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C00059117	6	"5R6,1%,TK50,100mW,0603,LIN RES/"		ROH	NA	0.3	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C00043037	23	"200V,2A,1,STANDARD,DO214AA,RECT DIODE/ES"		ROH	NA	11.04	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C00389000	2	"C ELEC,AL,330uF,20%,35V"		ROH	NA	3.5	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C00003554	1	"1K,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.08	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C00023857	25	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	8.25	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C00044245	1	"40V,500mA,1,SCHOTTKY,SOD323F,RECT DIODE/"		ROH	NA	0.32	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C00050659	1	"IC SMART POW/VN5E160S-E,SO8,1,28V,160mOh"		ROH	NA	1.91	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00004363	5	"R LIN,15K4,1%,TK100,100mW,0603"		ROH	NA	0.05	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00024522	1	"C CER,X7R,1uF,10%,25V,0805,Sn,STANDARD"		ROH	NA	0.08	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00022031	11	"4,EQ ISO,konvex 1206,7K5,1%,63mW,NET RES"		ROH	NA	0.55	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00292100	1	"SEN/SYCAMORE,ACC, XY, 100g,OHT"		ROH	NA	12.8	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00010918	1	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00008183	12	"40V,1A,1,SCHOTTKY,DO214AC,RECT DIODE/SS1"		ROH	NA	2.64	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00052689	8	"R LIN,3K24,1%,TK100,63mW,0402"		ROH	NA	0.08	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00037882	1	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00006418	25	"T BIP/BCR 48PN E6327,SOT363"		ROH	NA	4.25	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00000380	24	"600V,3A,1,STANDARD,SMC DO214AB,RECT DIOD"		ROH	NA	12	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257220093	NA	A2C00566700	1	"R LIN,2R7,1%,TK200,100mW,0603"		ROH	NA	0.17	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257220093	NA	A2C00004363	1	"R LIN,15K4,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257220093	NA	A2C00057767	1	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"		ROH	NA	17.33	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257220093	NA	A2C00004555	1	"R LIN,2K,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257220093	NA	A2C00062333	1	"L COIL/,150uH,1.5A,SMD // NFND PLS USE A"		ROH	NA	2.66	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257220093	NA	A2C00389000	4	"C ELEC,AL,330uF,20%,35V"		ROH	NA	7	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257220093	NA	A2C00025363	12	"22nF,10%,50V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.24	PS_SDM30_L.LPL AUTOMATI	NO				
487575	7/10/2014	ZSCR	551	035-1	0	'054	A2C9257220093	NA	A2C00023857	3	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	0.99	PS_SDM30_L.LPL AUTOMATI	NO				
487601	7/10/2014	ZSCR	551	034-2	NA	'054	A2C32453907	NA	A2C53330109	1	socket	NA	ROH	NA	18.1	PSAD_DAIMLER STAR 2_A.A	NO				
487601	7/10/2014	ZSCR	551	034-2	NA	'054	A2C33330514	NA	A2C91600700	1	multipoint connector124/ 86P H 2SYS 1018	NA	ROH	NA	61.25	PSAD_DAIMLER STAR 2_A.A	NO				
