No.Item	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	No.Docto.SAP
93120	ZSCR	551	050-1	NA	5WY7248	NA	5WY7248	1	3011	073		1501	ELECTRONIC ENGINE CONTROL MODULE	NA	FERT	NA	1546.79	4954795266
93163	ZSCR	551	040-3	NA	A2C53351437P	NA	A2C53331127	1	3011	073		1403	multipoint connector 86P H 2SYS BK	NA	ROH	NA	55.81	4954795067
93248	ZSCR	551	042-4	NA	A2C53374953PC	NA	A2C53323962	153	3011	073		1424	pin connector 30P 3R	NA	ROH	NA	1170.45	4954795156
93469	ZSCR	551	040-3	NA	5WY7248-S	NA	6521030302	1	3011	073		1403	LOWER HOUSING	NA	ROH	NA	73.78	4954795040
93471	ZSCR	551	034-2	NA	5WY7248-S	NA	6521030302	1	3011	073		1342	LOWER HOUSING	NA	ROH	NA	73.78	4954795040
93478	ZSCR	551	034-1	NA	A2C53107631	NA	6521030302	1	3011	073		1341	LOWER HOUSING	NA	ROH	NA	73.78	4954795050
93520	ZSCR	551	034-2	NA	A2C53107631	NA	6521030302	1	3011	073		1342	LOWER HOUSING	NA	ROH	NA	73.78	4954795050
93715	ZSCR	551	034-4	NA	A2C53374953PC	NA	A2C5337495100	1	3011	073		1344	Powerboard Ford Cuautla	NA	ROH	NA	406.12	4954795156
93715	ZSCR	551	034-4	NA	A2C53374953PC	NA	A2C53331127	1	3011	073		1344	multipoint connector 86P H 2SYS BK	NA	ROH	NA	55.81	4954795156
93715	ZSCR	551	034-4	NA	A2C53374953PC	NA	A2C53323960	2	3011	073		1344	pin connector 29P 3R	NA	ROH	NA	17.64	4954795156
93715	ZSCR	551	034-4	NA	A2C53374953PC	NA	A2C53323962	2	3011	073		1344	pin connector 30P 3R	NA	ROH	NA	15.3	4954795156
93715	ZSCR	551	034-4	NA	A2C53374953PC	NA	A2C53331069	1	3011	073		1344	electronic assy DIV ZZDIV	NA	ROH	NA	64.47	4954795156
93720	ZSCR	551	050-3	NA	A2C53377498C	NA	A2C53217005	1256	3011	073		1503	therml transf compou Geneva GF1500	NA	ROH	NA	590.32	4954795175
93739	ZSCR	551	034-1	NA	5WY7248	NA	6521037632	3	3011	073		1341	Bottom Cover Assy DC DC IDM2 PV3.0	NA	HALB	S.Real/AutoBF	697.53	4954794760
93739	ZSCR	551	034-1	NA	5WY7248	NA	6521030302	3	3011	073		1341	LOWER HOUSING	NA	ROH	NA	221.34	4954795029
93739	ZSCR	551	034-1	NA	5WY7248	NA	A2C53180619	12	3011	073		1341	"screw SF-M4 x 12,00 1249"	NA	ROH	NA	3.6	4954795029
93739	ZSCR	551	034-1	NA	5WY7248	NA	6521031905	6	3011	073		1341	DAMPER CIRCULAR	NA	ROH	NA	9.54	4954795029
93739	ZSCR	551	034-1	NA	5WY7248	NA	8800270112	0.072	3011	073		1341	HOT MELT GLUE TERLAN	NA	ROH	NA	8.05	4954795029
93739	ZSCR	551	034-1	NA	5WY7248	NA	6521030305	6	3011	073		1341	SHELL	NA	ROH	NA	18.9	4954795029
93739	ZSCR	551	034-1	NA	5WY7248	NA	6521031303	21	3011	073		1341	THREAD ROLLING SCREW M4 X 6 TA	NA	ROH	NA	9.03	4954795029
93739	ZSCR	551	034-1	NA	5WY7248	NA	6521031904	6	3011	073		1341	DAMPER	NA	ROH	NA	26.34	4954795029
93920	ZSCR	551	022-2	NA	A2C53374953EC	NA	A2C53331068	1	3011	073		1222	cover RAP SR	NA	ROH	NA	81.38	4954795099
93972	ZSCR	551	034-8	NA	5WY7050	NA	6521017001	2	3011	073		1348	CONECTOR X1 CEC I	NA	ROH	NA	122.76	4954794988
93973	ZSCR	551	034-4	NA	5WY7050	NA	6521017001	3	3011	073		1344	CONECTOR X1 CEC I	NA	ROH	NA	184.14	4954794988
93975	ZSCR	551	034-4	NA	5WY7051	NA	6521017002	4	3011	073		1344	CONECTOR X2 CEC I	NA	ROH	NA	245.52	4954795017
94376	ZSCR	551	034-2	NA	6521037631A	NA	6521037631A	3	3011	073		1342	Subens SMD MB IDM2 PV3.0	NA	HALB	S.Real	1081.53	4954794887
94376	ZSCR	551	034-2	NA	A2C53107631	NA	6521037001	3	3011	073		1342	54 WAY CONNECTOR	NA	ROH	NA	185.4	4954795050
94376	ZSCR	551	034-2	NA	A2C53107631	NA	6521030701	9	3011	073		1342	INTERCONNECT POST	NA	ROH	NA	19.62	4954795050
94376	ZSCR	551	034-2	NA	A2C53107631	NA	6521031909	3	3011	073		1342	SIL PAD MAIN PCB	NA	ROH	NA	48.33	4954795050
94376	ZSCR	551	034-2	NA	A2C53107631	NA	6521011304	9	3011	073		1342	TUERCA M4	NA	ROH	NA	1.08	4954795050
95233	ZSCR	551	034-2	NA	5WY7248	NA	6521030302	2	3011	073		1342	LOWER HOUSING	NA	ROH	NA	147.56	4954795029
95501	ZSCR	551	042-4	NA	A2C53374953EC	NA	A2C53331068	1	3011	073		1424	cover RAP SR	NA	ROH	NA	81.38	4954795099
95538	ZSCR	551	034-2	NA	A2C53374830	NA	A2C53351437E	1	3011	073		1342	TOPCOVER AND MOTOR ASSY RENAULT	NA	HALB	S.Real/AutoBF	1563.73	4954794771
95545	ZSCR	551	040-1	NA	A2C53374953PC	NA	A2C53331127	1	3011	073		1401	multipoint connector 86P H 2SYS BK	NA	ROH	NA	55.81	4954795156
95545	ZSCR	551	040-1	NA	A2C53374953PC	NA	A2C5337495300	1	3011	073		1401	Controlboard Ford Cuautla	NA	ROH	NA	292.49	4954795156
95545	ZSCR	551	040-1	NA	A2C53374953PC	NA	A2C5337495100	1	3011	073		1401	Powerboard Ford Cuautla	NA	ROH	NA	406.12	4954795156
95545	ZSCR	551	040-1	NA	A2C53374953PC	NA	A2C53331069	1	3011	073		1401	electronic assy DIV ZZDIV	NA	ROH	NA	64.47	4954795156
95545	ZSCR	551	040-1	NA	A2C53374953PC	NA	A2C53323962	2	3011	073		1401	pin connector 30P 3R	NA	ROH	NA	15.3	4954795156
95545	ZSCR	551	040-1	NA	A2C53374953PC	NA	A2C53323960	2	3011	073		1401	pin connector 29P 3R	NA	ROH	NA	17.64	4954795156
95545	ZSCR	551	040-1	NA	A2C53374953PC	NA	A2C53338187	5	3011	073		1401	"spacer bushing 4,50x10,00x10,00mm"	NA	ROH	NA	4.7	4954795156
95549	ZSCR	551	040-2	NA	A2C53351437P	NA	A2C53331069	1	3011	073		1402	electronic assy DIV ZZDIV	NA	ROH	NA	64.47	4954795067
95610	ZSCR	551	034-4	NA	A2C53374953PC	NA	A2C5337495300	1	3011	073		1344	Controlboard Ford Cuautla	NA	ROH	NA	292.49	4954795156
95610	ZSCR	551	034-4	NA	A2C53374953PC	NA	A2C5337495100	1	3011	073		1344	Powerboard Ford Cuautla	NA	ROH	NA	406.12	4954795156
95610	ZSCR	551	034-4	NA	A2C53374953PC	NA	A2C53331127	1	3011	073		1344	multipoint connector 86P H 2SYS BK	NA	ROH	NA	55.81	4954795156
95610	ZSCR	551	034-4	NA	A2C53374953PC	NA	A2C53338187	5	3011	073		1344	"spacer bushing 4,50x10,00x10,00mm"	NA	ROH	NA	4.7	4954795156
95610	ZSCR	551	034-4	NA	A2C53374953PC	NA	A2C53323960	2	3011	073		1344	pin connector 29P 3R	NA	ROH	NA	17.64	4954795156
95610	ZSCR	551	034-4	NA	A2C53374953PC	NA	A2C53323962	2	3011	073		1344	pin connector 30P 3R	NA	ROH	NA	15.3	4954795156
95610	ZSCR	551	034-4	NA	A2C53374953PC	NA	A2C53331069	1	3011	073		1344	electronic assy DIV ZZDIV	NA	ROH	NA	64.47	4954795156
95642	ZSCR	551	050-1	NA	A2C53351437P	NA	A2C53351437	2	3011	073		1501	circuit board assy V05	NA	HALB	S.Real	557.78	4954794946
95645	ZSCR	551	034-2	NA	A2C53351437P	NA	A2C53351431	1	3011	073		1342	circuit board assy DIV ZZDIV	NA	HALB	S.Real	389.05	4954794893
96143	ZSCR	551	050-3	NA	5WY7194	NA	5WY7194	9	3011	073		1503	ECM2 PV2 (ENGINE CONTROL MODUL	NA	FERT	NA	11352.42	4954795292
96198	ZSCR	551	030-1	NA	A2C53351437P	NA	A2C53351437	1	3011	073		1301	circuit board assy V05	NA	HALB	S.Real	278.89	4954794873
96198	ZSCR	551	030-1	NA	A2C53351437P	NA	A2C53351431	1	3011	073		1301	circuit board assy DIV ZZDIV	NA	HALB	S.Real	389.05	4954794877
96198	ZSCR	551	030-1	NA	A2C53351437P	NA	A2C53323960	2	3011	073		1301	pin connector 29P 3R	NA	ROH	NA	17.64	4954795067
96198	ZSCR	551	030-1	NA	A2C53351437P	NA	A2C53338187	5	3011	073		1301	"spacer bushing 4,50x10,00x10,00mm"	NA	ROH	NA	4.7	4954795067
96198	ZSCR	551	030-1	NA	A2C53351437P	NA	A2C53331127	1	3011	073		1301	multipoint connector 86P H 2SYS BK	NA	ROH	NA	55.81	4954795067
96198	ZSCR	551	030-1	NA	A2C53351437P	NA	A2C53323962	2	3011	073		1301	pin connector 30P 3R	NA	ROH	NA	15.3	4954795067
96211	ZSCR	551	034-2	NA	A2C53351437P	NA	A2C53323960	2	3011	073		1342	pin connector 29P 3R	NA	ROH	NA	17.64	4954795067
96211	ZSCR	551	034-2	NA	A2C53351437P	NA	A2C53338187	5	3011	073		1342	"spacer bushing 4,50x10,00x10,00mm"	NA	ROH	NA	4.7	4954795067
96211	ZSCR	551	034-2	NA	A2C53351437P	NA	A2C53331127	1	3011	073		1342	multipoint connector 86P H 2SYS BK	NA	ROH	NA	55.81	4954795067
96211	ZSCR	551	034-2	NA	A2C53351437P	NA	A2C53351437	1	3011	073		1342	circuit board assy V05	NA	HALB	S.Real	278.89	4954794900
96211	ZSCR	551	034-2	NA	A2C53351437P	NA	A2C53351431	1	3011	073		1342	circuit board assy DIV ZZDIV	NA	HALB	S.Real	389.05	4954794893
96211	ZSCR	551	034-2	NA	A2C53351437P	NA	A2C53323962	2	3011	073		1342	pin connector 30P 3R	NA	ROH	NA	15.3	4954795067
96211	ZSCR	551	034-2	NA	A2C53351437P	NA	A2C53331069	1	3011	073		1342	electronic assy DIV ZZDIV	NA	ROH	NA	64.47	4954795067
96220	ZSCR	551	050-1	NA	A2C53377498C	NA	A2C53374953EC	1	3011	073		1501	MODULE ASSY FORD CUAUTLA	NA	HALB	S.Real/AutoBF	1594.8	4954794784
96223	ZSCR	551	034-2	NA	A2C53377498C	NA	A2C53374953EC	1	3011	073		1342	MODULE ASSY FORD CUAUTLA	NA	HALB	S.Real/AutoBF	1594.8	4954794795
96232	MB1A	551	023-2	NA	NA	NA	A2C53374953EC	1	3011	073		1232	MODULE ASSY FORD CUAUTLA	NA	HALB	S.Real/AutoBF	1594.8	4954794718
96233	ZSCR	551	034-4	NA	A2C53351437P	NA	A2C53351431	2	3011	073		1344	circuit board assy DIV ZZDIV	NA	HALB	S.Real	778.1	4954794905
96233	ZSCR	551	034-4	NA	A2C53351437P	NA	A2C53323960	4	3011	073		1344	pin connector 29P 3R	NA	ROH	NA	35.28	4954795067
96233	ZSCR	551	034-4	NA	A2C53351437P	NA	A2C53323962	4	3011	073		1344	pin connector 30P 3R	NA	ROH	NA	30.6	4954795067
96233	ZSCR	551	034-4	NA	A2C53351437P	NA	A2C53331127	2	3011	073		1344	multipoint connector 86P H 2SYS BK	NA	ROH	NA	111.62	4954795067
96233	ZSCR	551	034-4	NA	A2C53351437P	NA	A2C53331069	2	3011	073		1344	electronic assy DIV ZZDIV	NA	ROH	NA	128.94	4954795067
96293	MB1A	551	010-3	B30301-02610	NA	NA	A2C53374953EC	1	3011	073		1103	MODULE ASSY FORD CUAUTLA	QN410073938	HALB	S.Real/AutoBF	1594.8	4954794729
96299	ZSCR	551	030-1	NA	A2C53374830	NA	A2C53351437E	1	3011	073		1301	TOPCOVER AND MOTOR ASSY RENAULT	NA	HALB	S.Real/AutoBF	1563.73	4954794806
96338	ZSCR	551	022-2	NA	5WS40900	NA	5WS40900	1	3011	073		1222	SID 908 ENGINE CONTROL MODULE	NA	FERT	NA	1598.09	4954795307
96470	ZSCR	551	034-2	NA	5WY7248	NA	6521030701	4	3011	073		1342	INTERCONNECT POST	NA	ROH	NA	8.72	4954795029
96470	ZSCR	551	034-2	NA	5WY7248	NA	6521037631	1	3011	073		1342	Top Cover Assy MB IDM2 PV3.0	NA	HALB	S.Real/AutoBF	698.14	4954794834
96470	ZSCR	551	034-2	NA	5WY7248	NA	6521011304	4	3011	073		1342	TUERCA M4	NA	ROH	NA	0.48	4954795029
96470	ZSCR	551	034-2	NA	5WY7248	NA	6521037001	1	3011	073		1342	54 WAY CONNECTOR	NA	ROH	NA	61.8	4954795029
96476	MB1A	551	010-3	B30301-02410	NA	NA	A2C53299618	1	3011	073		1103	AL Housing TOP	QN410079326	ROH	NA	54.55	4954795342
96536	ZSCR	551	034-1	NA	A2C53107631	NA	6521030302	2	3011	073		1341	LOWER HOUSING	NA	ROH	NA	147.56	4954795050
96536	ZSCR	551	034-1	NA	A2C53107631	NA	6521031903	2	3011	073		1341	SIL PAD DC-DC PCB	NA	ROH	NA	29.08	4954795050
96908	ZSCR	551	040-3	NA	A2C53374953PC	NA	A2C5337495300	1	3011	073		1403	Controlboard Ford Cuautla	NA	ROH	NA	292.49	4954795156
96997	ZSCR	551	040-5	NA	A2C53374953PC	NA	A2C5337495100	1	3011	073		1405	Powerboard Ford Cuautla	NA	ROH	NA	406.12	4954795156
96997	ZSCR	551	040-5	NA	A2C53374953P	NA	A2C53331127	1	3011	073		1405	multipoint connector 86P H 2SYS BK	NA	ROH	NA	55.81	4954795128
96997	ZSCR	551	040-5	NA	A2C53374953P	NA	A2C53338187	5	3011	073		1405	"spacer bushing 4,50x10,00x10,00mm"	NA	ROH	NA	4.7	4954795128
96997	ZSCR	551	040-5	NA	A2C53374953P	NA	A2C53323960	2	3011	073		1405	pin connector 29P 3R	NA	ROH	NA	17.64	4954795128
96997	ZSCR	551	040-5	NA	A2C53374953PC	NA	A2C5337495300	1	3011	073		1405	Controlboard Ford Cuautla	NA	ROH	NA	292.49	4954795156
96997	ZSCR	551	040-5	NA	A2C53374953P	NA	A2C53323962	2	3011	073		1405	pin connector 30P 3R	NA	ROH	NA	15.3	4954795128
96997	ZSCR	551	040-5	NA	A2C53374953P	NA	A2C53331069	1	3011	073		1405	electronic assy DIV ZZDIV	NA	ROH	NA	64.47	4954795128
97322	ZSCR	551	034-4	NA	A2C53351437P	NA	A2C53331069	1	3011	073		1344	electronic assy DIV ZZDIV	NA	ROH	NA	64.47	4954795067
97322	ZSCR	551	034-4	NA	A2C53351437P	NA	A2C53323962	2	3011	073		1344	pin connector 30P 3R	NA	ROH	NA	15.3	4954795067
97322	ZSCR	551	034-4	NA	A2C53351437P	NA	A2C53323960	2	3011	073		1344	pin connector 29P 3R	NA	ROH	NA	17.64	4954795067
97322	ZSCR	551	034-4	NA	A2C53351437P	NA	A2C53338187	5	3011	073		1344	"spacer bushing 4,50x10,00x10,00mm"	NA	ROH	NA	4.7	4954795067
97322	ZSCR	551	034-4	NA	A2C53351437P	NA	A2C53331127	1	3011	073		1344	multipoint connector 86P H 2SYS BK	NA	ROH	NA	55.81	4954795067
