No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	015	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
557918	30/11/2014	ZSCR	551	034-2	NA	'050	A2C32292200	NA	A2C35130400	9	3011	050	 	1342	"16-way connector, PIN&PASTE"	NA	ROH	NA	69.93	S1_WK_WD RFHUB_A.ADRIAN	NO	
558293	01/12/2014	ZSCR	551	034-2	NA	'050	A2C81624000	NA	A2C82135400	16	3011	050	 	1342	pcb panel 4-up	NA	ROH	NA	546.24	S1_WK_WD RFHUB_A.ADRIAN	NO	
558644	02/12/2014	ZSCR	551	034-2	NA	'015	A2C32149000	NA	A2C53429644	43	3011	050	 	1342	"26 TERM,CONNECTORS, DL 0.64MM AUTOHEA"	NA	ROH	NA	226.61	S1_SPDJB_A.ALVARO MEDIN	NO	
558644	02/12/2014	ZSCR	551	034-2	NA	'015	A2C32149000	NA	A2C53429645	70	3011	050	 	1342	"14 TERM,CONNECTORS, DL 0.64MM AUTOHEA"	NA	ROH	NA	156.8	S1_SPDJB_A.ALVARO MEDIN	NO	
558644	02/12/2014	ZSCR	551	034-2	NA	'015	5WY9045	NA	A2C53429646	80	3011	050	 	1342	"CONT,CONN,M,0CONT,CONNECTORS, DL 0.64MM"	NA	ROH	NA	8	S1_SPDJB_A.ALVARO MEDIN	NO	
558644	02/12/2014	ZSCR	551	034-2	NA	'015	A2C32149300	NA	A2C53429647	44	3011	050	 	1342	"TERM,0CONT,CONNECTORS, DL 1.14MM AUTOHEA"	NA	ROH	NA	14.96	S1_SPDJB_A.ALVARO MEDIN	NO	
558644	02/12/2014	ZSCR	551	034-2	NA	'015	5WY8848	NA	A2C53429648	408	3011	050	 	1342	"CONT,CONN,M,0CONT,CONNECTORS, DL 0.64MM"	NA	ROH	NA	28.56	S1_SPDJB_A.ALVARO MEDIN	NO	
558644	02/12/2014	ZSCR	551	034-2	NA	'015	A2C32149200	NA	A2C53429649	13	3011	050	 	1342	"TERM,CONN,F,6CONT,CONNECTORS, FORK"	NA	ROH	NA	73.71	S1_SPDJB_A.ALVARO MEDIN	NO	
558649	02/12/2014	ZSCR	551	034-2	NA	'050	5WY8838	NA	A2C40018533	18	3011	050	 	1342	"EM RELAY,TBD,SINGLE,12V"	NA	ROH	NA	78.48	S1_TIPM MEDIUM_P.PABLO	NO	SIN STOCK
559034	02/12/2014	ZSCR	551	034-2	NA	'050	5WY8842	NA	A2C53428228	38	3011	050	 	1342	PIN	NA	ROH	NA	9.88	S1_TIPM MEDIUM_P.PABLO	NO	
559235	03/12/2014	ZSCR	551	040-1	NA	'015	A2C32292300	NA	A2C86398500	40	3011	015	 	1401	housing assy	NA	ROH	NA	310.8	S1_CUSW UF RFHM_A.ADRIA	NO	
559685	04/12/2014	ZSCR	551	040-2	NA	'050	A2C33279600	NA	A2C31229200	2	3011	015	 	1402	"PCB RIGID,1001-2-00 TIPM MED MY12 Ci S1"	NA	ROH	NA	122.74	S1_TIPM MEDIUM_P.PABLO	NO	
560043	04/12/2014	ZSCR	551	034-2	NA	'050	A2C33278600	NA	A2C00062952	27	3011	050	 	1342	"EX2-2K1J RELAY,POWER,TWIN,12V"	NA	ROH	NA	221.94	S1_TIPM MEDIUM_P.PABLO	NO	
560043	04/12/2014	ZSCR	551	034-2	NA	'050	A2C33278800	NA	A2C40018533	11	3011	050	 	1342	"EM RELAY,TBD,SINGLE,12V"	NA	ROH	NA	47.96	S1_TIPM MEDIUM_P.PABLO	NO	
560947	07/12/2014	ZSCR	551	040-4	NA	'015	A2C82168000	NA	A2C86398500	40	3011	015	 	1404	housing assy	NA	ROH	NA	310.8	S1_CUSW UF RFHM_A.ADRIA	NO	SIN STOCK
560994	07/12/2014	ZSCR	551	034-2	NA	'050	A2C33279700	NA	A2C53428228	256	3011	050	 	1342	PIN	NA	ROH	NA	66.56	S1_TIPM MEDIUM_P.PABLO	NO	
