No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
171732	25/06/2012	ZSCR	551	030-1	NA	5WY77078	NA	A2C53096706	1	3011	054		1301	circuit board	NA	ROH	NA	24.56	PSAD_EPSILON_GERARDO EC	NO	4959191621
171769	25/06/2012	ZSCR	551	034-2	NA	5WK44288	NA	A2C00014697	20	3011	054		1342	sticker	NA	ROH	NA	10.2	PS_VW10 LC_GERARDO ECHE	NO	4959191534
171769	25/06/2012	ZSCR	551	034-2	NA	5WK44286	NA	A2C00027389	14	3011	054		1342	COVER	NA	ROH	NA	38.5	PS_VW10 LC_GERARDO ECHE	NO	4959191500
171770	25/06/2012	ZSCR	551	034-2	NA	5WK44568	NA	A2C53108387	35	3011	054		1342	"pan head screw SF-M3,5x 10,00 1241"	NA	ROH	NA	6.65	PS_HONDA HRS5_GERARDO E	NO	4959191362
171770	25/06/2012	ZSCR	551	034-2	NA	5WK44749	NA	A2C53397769	17	3011	054		1342	housing	NA	ROH	NA	396.27	PS_HONDA HRS5_GERARDO E	NO	4959191439
171771	25/06/2012	ZSCR	551	034-2	NA	5WY88040	NA	A2C53408691	50	3011	054		1342	LABEL	NA	ROH	NA	13	PS_FORD_GERARDO ECHEAGA	NO	4959191293
171864	26/06/2012	ZSCR	551	034-2	NA	5WK43968	NA	A2C53108376	1	3011	054		1342	"housing FIP 175,0x 152,0"	NA	ROH	NA	21.54	PS_ARAMIS 2011_GERARDO	NO	4959191150
171864	26/06/2012	ZSCR	551	034-2	NA	5WK43967	NA	A2C53108377	7	3011	054		1342	cover FIP T GY	NA	ROH	NA	26.04	PS_ARAMIS 2011_GERARDO	NO	4959191083
171864	26/06/2012	ZSCR	551	034-2	NA	5WY86930	NA	A2C53108379	3	3011	054		1342	cover FIP T GY	NA	ROH	NA	9.96	PS_ARAMIS 2011_GERARDO	NO	4959191199
171864	26/06/2012	ZSCR	551	034-2	NA	5WY86930	NA	A2C53324560	150	3011	054		1342	certification label spool part p	NA	ROH	NA	75	PS_ARAMIS 2011_GERARDO	NO	4959191199
171864	26/06/2012	ZSCR	551	034-2	NA	5WY86930	NA	A2C53331574	3	3011	054		1342	"housing FIP 157,0x 130,8"	NA	ROH	NA	47.31	PS_ARAMIS 2011_GERARDO	NO	4959191199
171864	26/06/2012	ZSCR	551	034-2	NA	5WK44741	NA	A2C53371768	1	3011	054		1342	cover FIP T GY	NA	ROH	NA	3.64	PS_ARAMIS 2011_GERARDO	NO	4959191175
