No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	045		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
501669	07/08/2014	ZSCR	551	040-3	NA	'045	A2C53426032	NA	A2C00054503	19	3011	045		1403	"SEN/DST80 Wedge Transponder 134.2kHz, Fo"	NA	ROH	NA	217.74	S1_PEPS_J.JAVIER BECERR	NO	
502011	07/08/2014	ZSCR	551	040-3	NA	'045	5WY8397A	NA	A2C00017003	9380	3011	045		1403	"2K74,1%,TK100,63mW,0603,LIN RES/"	NA	ROH	NA	93.8	S1_PK MY 13 FORD_M.MANU	NO	
502011	07/08/2014	ZSCR	551	040-3	NA	'045	A2C53154517	NA	A2C00021292	712	3011	045		1403	"1,PNP,NORMAL,500mA,45V,SOT323,BIP/BC 807"	NA	ROH	NA	71.2	S1_PK MY 13 FORD_M.MANU	NO	
502011	07/08/2014	ZSCR	551	040-3	NA	'045	A2C31243300	NA	A2C00043642	10000	3011	045		1403	"200K,1%,TK100,63mW,0402,LIN RES/RC0402FR"	NA	ROH	NA	100	S1_PK MY 13 FORD_M.MANU	NO	
502022	07/08/2014	ZSCR	551	040-3	NA	'045	A2C32336100	NA	A2C40000783	8230	3011	045		1403	"C CER,C0G,18pF,1%,50V,C0402,NiSn"	NA	ROH	NA	246.9	S1_FOB K2XX_L.LUIS LOPE	NO	
502064	07/08/2014	ZSCR	551	040-3	NA	'045	A2C53405759	NA	A2C00016441	24821	3011	045		1403	"R LIN,100R,1%,TK100,100mW,0603"	NA	ROH	NA	248.21	S1_PEPS PK 1 WAY_M.MANU	NO	
502469	08/08/2014	ZSCR	551	040-3	NA	'045	A2C32827700	NA	A2C53221115	5	3011	045		1403	housing BK	NA	ROH	NA	86.15	S4_PQ25 LP3_. (APROBAC	NO	
503028	09/08/2014	ZSCR	551	040-3	NA	'045	A2C32827700	NA	A2C53221115	1	3011	045		1403	housing BK	NA	ROH	NA	17.23	S4_PQ25 LP3_. (APROBAC	NO	
503028	09/08/2014	ZSCR	551	040-3	NA	'045	A2C32827700	NA	A2C53361552	1	3011	045		1403	"label 40,00x 39,00mm white foil"	NA	ROH	NA	0.12	S4_PQ25 LP3_. (APROBAC	NO	
503094	10/08/2014	ZSCR	551	040-3	NA	'045	A2C89731200SP	NA	A2C89731400	2	3011	045		1403	sticker Emblem	NA	ROH	NA	33.24	S1_EZKEY_L.LUIS LIZARRA	NO	
503094	10/08/2014	ZSCR	551	040-3	NA	'045	A2C83817601SP	NA	A2C90085200	1	3011	045		1403	keypad	NA	ROH	NA	23.76	S1_EZKEY_L.LUIS LIZARRA	NO	
503095	10/08/2014	ZSCR	551	040-3	NA	'045	A2C83817601SP	NA	A2C90085200	5	3011	045		1403	keypad	NA	ROH	NA	118.8	S1_EZKEY_L.LUIS LIZARRA	NO	
503756	11/08/2014	ZSCR	551	040-3	NA	'045	A2C83817701SP	NA	A2C90085200	6	3011	045		1403	keypad	NA	ROH	NA	142.56	S1_EZKEY_L.LUIS LIZARRA	NO	
504223	12/08/2014	MB1A	551	030-1	K96019	'045	NA	NA	A2C82752210	2	3011	045		1095	electronic assy BCU	NA	HALB	S.Real	538.82	S2_CMF1_R.RODRIGO CERVA	NO	capturar 7
504646	12/08/2014	ZSCR	551	040-3	NA	'045	A2C53426032	NA	A2C00054503	29	3011	045		1403	"SEN/DST80 Wedge Transponder 134.2kHz, Fo"	NA	ROH	NA	332.34	S1_PEPS_J.JAVIER BECERR	NO	
504780	13/08/2014	ZSCR	551	040-3	NA	'045	A2C83817601SP	NA	A2C90085200	4	3011	045		1403	keypad	NA	ROH	NA	95.04	S1_EZKEY_L.LUIS LIZARRA	NO	
505135	13/08/2014	ZSCR	551	022-2	NA	'045	NA	NA	A2C00021664	512	3011	045		1222	"15pF,1%,50V,C0G,0402,Sn,CER CAP/RF appli"	NA	ROH	NA	10.24	S1_PEPS_J.JAVIER BECERR	NO	4981361558
505135	13/08/2014	ZSCR	551	022-2	NA	'045	NA	NA	A2C00022016	128	3011	045		1222	"1.8pF,0.1pF,50V,C0G,0603,TINNED,CER CAP/"	NA	ROH	NA	3.84	S1_PEPS_J.JAVIER BECERR	NO	4981361594
505135	13/08/2014	ZSCR	551	022-2	NA	'045	NA	NA	A2C00023990	256	3011	045		1222	"100pF,1%,50V,C0G,0402,TINNED,CER CAP/100"	NA	ROH	NA	5.12	S1_PEPS_J.JAVIER BECERR	NO	4981361619
