No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	045		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
557055	28/11/2014	ZSCR	551	034-2	NA	'045	A2C32761300	NA	A2C53213475	1850	3011	045		1342	"connector pin 0,64x0,64 L=22,5"	NA	ROH	NA	148	S4_PQ25 LP3_. (APROBAC	NO	4985242558
557495	29/11/2014	ZSCR	551	034-2	NA	'045	A2C32707401	NA	A2C53213475	572	3011	045		1342	"connector pin 0,64x0,64 L=22,5"	NA	ROH	NA	45.76	S4_PQ25 LP3_. (APROBAC	NO	4985242558
558715	02/12/2014	MB1A	951	025-4	NA	'045	NA	NA	A2C8480790093	197				1254	pcb assy BCU Top	NA	HALB	S.Real	17816.68	S4_PQ GATEWAY MY13_.	NO	4985242493
559303	03/12/2014	MB1A	551	030-1	K96019	'045	NA	NA	A2C8754070193	84				1095	pcb assy SMD TOP	NA	HALB	S.Real	8769.6	S6_WEBASTO MUSTANG S550	NO	4985242527
559666	03/12/2014	MB1A	951	025-4	NA	'045	NA	NA	A2C32763601	6				1254	pcb assy BCU 315 V20	NA	HALB	S.Real	1394.64	S4_PQ25 LP3_. (APROBAC	NO	4985242340
560106	04/12/2014	MB1A	951	025-4	NA	'045	NA	NA	A2C82982300	3				1254	pcb assy BCU	NA	HALB	S.Real	878.25	S4_PQ35 6ta Gen_. (APR	NO	4985242427
560106	04/12/2014	MB1A	951	025-4	NA	'045	NA	NA	A2C82982400	1				1254	pcb assy BCU	NA	HALB	S.Real	303.25	S4_PQ35 6ta Gen_. (APR	NO	4985242431
560106	04/12/2014	MB1A	951	025-4	NA	'045	NA	NA	A2C82982700	2				1254	pcb assy BCU	NA	HALB	S.Real	577.06	S4_PQ35 6ta Gen_. (APR	NO	4985242445
560106	04/12/2014	MB1A	951	025-4	NA	'045	NA	NA	A2C82982800	5				1254	pcb assy BCU	NA	HALB	S.Real	1498.35	S4_PQ35 6ta Gen_. (APR	NO	4985242449
560493	05/12/2014	MB1A	951	025-4	NA	'045	NA	NA	A2C82982400	1				1254	pcb assy BCU	NA	HALB	S.Real	303.25	S4_PQ35 6ta Gen_. (APR	NO	4985242431
560493	05/12/2014	MB1A	951	025-4	NA	'045	NA	NA	A2C82982600	3				1254	pcb assy BCU	NA	HALB	S.Real	923.16	S4_PQ35 6ta Gen_. (APR	NO	4985242439
560522	06/12/2014	ZSCR	551	035-1	0	'045	A2C8754070193	NA	A2C00004463	311	3011	045		1351	"R LIN,10K,1%,TK100,100mW,0603"		ROH	NA	3.11	S6_WEBASTO_A.ALEX ADMIN	NO	4985242582
560522	06/12/2014	ZSCR	551	035-1	0	'045	A2C8754070193	NA	A2C00023012	7	3011	045		1351	"F BEAD/2744051447,200Ohm,12A,SMD / ONLY"		ROH	NA	15.19	S6_WEBASTO_A.ALEX ADMIN	NO	4985243076
560526	06/12/2014	ZSCR	551	035-1	0	'045	A2C8981830093	NA	A2C00006613	1	3011	045		1351	"R LIN,22K,5%,TK200,63mW,0402"		ROH	NA	0.01	S6_ESCL_A.ALEX ADMIN	NO	4985242646
560526	06/12/2014	ZSCR	551	035-1	0	'045	A2C8981830093	NA	A2C00018109	5	3011	045		1351	"R LIN,120K,5%,TK200,63mW,0402"		ROH	NA	0.05	S6_ESCL_A.ALEX ADMIN	NO	4985242760
560531	06/12/2014	ZSCR	551	035-1	0	'045	A2C8275221192	NA	A2C00010904	3	3011	045		1351	"R LIN,2K,5%,TK200,63mW,0402"		ROH	NA	0.03	S2_CMF1_A.ALEX ADMIN	NO	4985242706
560531	06/12/2014	ZSCR	551	035-1	0	'045	A2C8275221192	NA	A2C00019927	80	3011	045		1351	"5.6V,200mW,SOD323,ZENER/GDZ5.6B 3kpcs re"		ROH	NA	9.6	S2_CMF1_A.ALEX ADMIN	NO	4985242834
560531	06/12/2014	ZSCR	551	035-1	0	'045	A2C8275221192	NA	A2C00023412	189	3011	045		1351	"4,EQ ISO,konvex 1206,330K,5%,63mW,NET RE"		ROH	NA	7.56	S2_CMF1_A.ALEX ADMIN	NO	4985243124
