No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	 	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
165384	6/9/2012	ZSCR	551	034-2	NA	5WK44252		5WK44252	1	1342	BoSe VW311	NA	FERT	NA	125.9	OC_BOSE VW_GERARDO ECHE	NO	
165385	6/9/2012	ZSCR	551	040-2	NA	5WK44252		5WK44252	2	1402	BoSe VW311	NA	FERT	NA	251.8	OC_BOSE VW_GERARDO ECHE	NO	
165386	6/9/2012	ZSCR	551	034-1	NA	5WK44252	NA	A2C53364457	1	1341	pcb assy	NA	HALB	S.Real	105.35	OC_BOSE VW_GERARDO ECHE	NO	4958790073
165387	6/9/2012	ZSCR	551	034-2	NA	5WK44385	NA	A2C53390474	1	1342	ACU VW10 MY10 12 NAR BOSE	NA	HALB	S.Real	273.35	PS_VW10 LC_GERARDO ECHE	NO	4958790357
165388	6/9/2012	ZSCR	551	034-2	NA	A2C53241828	NA	A2C53241828	1	1342	circuit board assy	NA	HALB	S.Real	211.49	PS_FORD_GERARDO ECHEAGA	NO	
165392	6/9/2012	ZSCR	551	040-3	NA	5WK44095	NA	A2C53108384MI	2	1403	Manual insertion assy for CCG	NA	HALB	S.Real	581.72	PS_ARAMIS I_GERARDO ECH	NO	4958789594
165398	6/9/2012	ZSCR	551	034-2	NA	5WY70260	NA	6593810302	7	1342	CARCASA ECS_1 TIPO I	NA	ROH	NA	220.78	PS_FORD_GERARDO ECHEAGA	NO	
165398	6/9/2012	ZSCR	551	034-2	NA	5WY70260	NA	6593810702	6	1342	CUBIERTA P/ CARCASA NAAO ECS1	NA	ROH	NA	18	PS_FORD_GERARDO ECHEAGA	NO	
165401	6/9/2012	ZSCR	551	034-2	NA	5WY70260	NA	6593810302	6	1342	CARCASA ECS_1 TIPO I	NA	ROH	NA	189.24	PS_FORD_GERARDO ECHEAGA	NO	
165401	6/9/2012	ZSCR	551	034-2	NA	5WY70260	NA	6593810702	6	1342	CUBIERTA P/ CARCASA NAAO ECS1	NA	ROH	NA	18	PS_FORD_GERARDO ECHEAGA	NO	
165402	6/9/2012	ZSCR	551	034-2	NA	5WY70260	NA	6593810302	6	1342	CARCASA ECS_1 TIPO I	NA	ROH	NA	189.24	PS_FORD_GERARDO ECHEAGA	NO	
165402	6/9/2012	ZSCR	551	034-2	NA	5WY70260	NA	6593810702	6	1342	CUBIERTA P/ CARCASA NAAO ECS1	NA	ROH	NA	18	PS_FORD_GERARDO ECHEAGA	NO	
165403	6/9/2012	ZSCR	551	034-2	NA	5WY70260	NA	6593810302	6	1342	CARCASA ECS_1 TIPO I	NA	ROH	NA	189.24	PS_FORD_GERARDO ECHEAGA	NO	
165403	6/9/2012	ZSCR	551	034-2	NA	5WY70260	NA	6593810702	6	1342	CUBIERTA P/ CARCASA NAAO ECS1	NA	ROH	NA	18	PS_FORD_GERARDO ECHEAGA	NO	
165406	6/9/2012	ZSCR	551	034-2	NA	5WY78960	NA	6590160301	1	1342	Housing Ford Airbags	NA	ROH	NA	16.96	PS_FORD_GERARDO ECHEAGA	NO	
165406	6/9/2012	ZSCR	551	034-2	NA	5WY78960	NA	6590160701	2	1342	COVER VN127 RCM3V	NA	ROH	NA	5.14	PS_FORD_GERARDO ECHEAGA	NO	
165408	6/9/2012	ZSCR	551	034-2	NA	5WK43769	NA	A2C53108387	50	1342	"pan head screw SF-M3,5x 10,00 1241"	NA	ROH	NA	9.5	PS_HONDA HRS5_GERARDO E	NO	
165408	6/9/2012	ZSCR	551	034-2	NA	5WK44422	NA	A2C53397769	16	1342	housing	NA	ROH	NA	372.96	PS_HONDA HRS5_GERARDO E	NO	
165416	6/9/2012	ZSCR	551	030-1	NA	A2C53396263	NA	A2C53396251	31	1301	"CONN,M,31CONT,RIGHT ANGLE"	NA	ROH	NA	641.08	CHS_EPS_GERARDO ECHEAGA	NO	
165417	6/9/2012	ZSCR	551	030-1	NA	A2C53396263	NA	A2C53396257	13	1301	"CONN,M,12CONT,ST,15424715 REV 05"	NA	ROH	NA	178.1	CHS_EPS_GERARDO ECHEAGA	NO	
165418	6/9/2012	ZSCR	551	030-1	NA	A2C53396263	NA	A2C53396248	37	1301	"CONN,M,8CONT,ST,15429817R03"	NA	ROH	NA	166.5	CHS_EPS_GERARDO ECHEAGA	NO	
165419	6/9/2012	ZSCR	551	030-1	NA	A2C53396263	NA	A2C40010590	9	1301	"EM RELAY,TBD,SINGLE,8V"	NA	ROH	NA	166.59	CHS_EPS_GERARDO ECHEAGA	NO	
165420	6/9/2012	ZSCR	551	030-1	NA	A2C53375496MI2	NA	A2C53375496A2	1	1301	SMD Assy W/S204 WO/PyroPPSg WO/RO WO/PO	NA	HALB	S.Real	256.47	PS_ARAMIS III_GERARDO E	NO	4958790232
165421	6/9/2012	ZSCR	551	030-1	NA	5WK44739	NA	A2C53375496MI2	1	1301	MI Assy W/S204 WO/PyroPPSg WO/RO WO/PO	NA	HALB	S.Real	309.88	PS_ARAMIS III_GERARDO E	NO	4958790239
165423	6/9/2012	ZSCR	551	030-1	NA	A2C53375496MI2	NA	A2C53375496A2	1	1301	SMD Assy W/S204 WO/PyroPPSg WO/RO WO/PO	NA	HALB	S.Real	256.47	PS_ARAMIS III_GERARDO E	NO	4958790232
165425	6/9/2012	ZSCR	551	030-1	NA	A2C53243155MI	NA	A2C53243155A	1	1301	SMD assy C207 WITH PPS/WITHOUT RO side A	NA	HALB	S.Real	357.61	PS_ARAMIS II MCG_GERARD	NO	4958789986
165427	6/9/2012	ZSCR	551	030-1	NA	A2C53243155A	NA	A2C53243155B	1	1301	SMD assy C207 WITH PPS/WITHOUT RO side B	NA	HALB	S.Real/AutoBF	118.16	PS_ARAMIS II MCG_GERARD	NO	4958789280
165429	6/9/2012	ZSCR	551	030-1	NA	A2C53243155A	NA	A2C53243155B	1	1301	SMD assy C207 WITH PPS/WITHOUT RO side B	NA	HALB	S.Real/AutoBF	118.16	PS_ARAMIS II MCG_GERARD	NO	4958789280
165431	6/9/2012	ZSCR	551	040-3	NA	A2C53243155MI	NA	A2C53243155A	1	1403	SMD assy C207 WITH PPS/WITHOUT RO side A	NA	HALB	S.Real	357.61	PS_ARAMIS II MCG_GERARD	NO	4958789986
165432	6/9/2012	ZSCR	551	030-1	NA	A2C53243155MI	NA	A2C53243155A	1	1301	SMD assy C207 WITH PPS/WITHOUT RO side A	NA	HALB	S.Real	357.61	PS_ARAMIS II MCG_GERARD	NO	4958789986
165434	6/9/2012	ZSCR	551	030-1	NA	A2C53243155MI	NA	A2C53243155A	1	1301	SMD assy C207 WITH PPS/WITHOUT RO side A	NA	HALB	S.Real	357.61	PS_ARAMIS II MCG_GERARD	NO	4958789986
165435	6/9/2012	ZSCR	551	030-1	NA	A2C53108385MI	NA	A2C53108385	1	1301	circuit board assy	NA	HALB	S.Real	246.86	PS_ARAMIS I_GERARDO ECH	NO	4958789603
165443	6/9/2012	ZSCR	551	030-1	NA	A2C53108385MI	NA	A2C53108385	1	1301	circuit board assy	NA	HALB	S.Real	246.86	PS_ARAMIS I_GERARDO ECH	NO	4958789603
165445	6/9/2012	ZSCR	551	030-1	NA	A2C53108385MI	NA	A2C53108385	1	1301	circuit board assy	NA	HALB	S.Real	246.86	PS_ARAMIS I_GERARDO ECH	NO	4958789603
165446	6/9/2012	ZSCR	551	030-1	NA	A2C53108385MI	NA	A2C53108385	1	1301	circuit board assy	NA	HALB	S.Real	246.86	PS_ARAMIS I_GERARDO ECH	NO	4958789603
165448	6/9/2012	ZSCR	551	030-1	NA	A2C53108385MI	NA	A2C53108385	1	1301	circuit board assy	NA	HALB	S.Real	246.86	PS_ARAMIS I_GERARDO ECH	NO	4958789603
165449	6/9/2012	ZSCR	551	030-1	NA	A2C53375499MI2	NA	A2C53375499A2	1	1301	SMD Assy W/S 204 W/PyroPPSg WO/RO WO/PO	NA	HALB	S.Real	285.41	PS_ARAMIS III_GERARDO E	NO	4958790245
165451	6/9/2012	ZSCR	551	030-1	NA	A2C53243155MI	NA	A2C53243155A	1	1301	SMD assy C207 WITH PPS/WITHOUT RO side A	NA	HALB	S.Real	357.61	PS_ARAMIS II MCG_GERARD	NO	4958789986
165452	6/9/2012	ZSCR	551	030-1	NA	5WK43967	NA	A2C53243155MI	1	1301	MI assy C207 WITH PPS/WITHOUT RO	NA	HALB	S.Real	452.31	PS_ARAMIS II MCG_GERARD	NO	4958789998
165454	6/9/2012	ZSCR	551	040-5	NA	5WK43967	NA	A2C53243155MI	1	1405	MI assy C207 WITH PPS/WITHOUT RO	NA	HALB	S.Real	452.31	PS_ARAMIS II MCG_GERARD	NO	4958790005
165455	6/9/2012	ZSCR	551	030-1	NA	5WK43967	NA	A2C53243155MI	1	1301	MI assy C207 WITH PPS/WITHOUT RO	NA	HALB	S.Real	452.31	PS_ARAMIS II MCG_GERARD	NO	4958789998
165457	6/9/2012	ZSCR	551	030-1	NA	5WK43871	NA	A2C53189515MI	1	1301	Manual insertion assy W/S 212 WITH PPS/R	NA	HALB	S.Real	568.38	PS_ARAMIS II MCG_GERARD	NO	4958789691
165458	6/9/2012	ZSCR	551	030-1	NA	A2C53243155MI	NA	A2C53243155A	1	1301	SMD assy C207 WITH PPS/WITHOUT RO side A	NA	HALB	S.Real	357.61	PS_ARAMIS II MCG_GERARD	NO	4958789986
165459	6/9/2012	ZSCR	551	030-1	NA	A2C53243155A	NA	A2C53243155B	2	1301	SMD assy C207 WITH PPS/WITHOUT RO side B	NA	HALB	S.Real/AutoBF	236.32	PS_ARAMIS II MCG_GERARD	NO	4958789280
165460	6/9/2012	ZSCR	551	030-1	NA	A2C53243155MI	NA	A2C53243155A	3	1301	SMD assy C207 WITH PPS/WITHOUT RO side A	NA	HALB	S.Real	1072.83	PS_ARAMIS II MCG_GERARD	NO	4958789986
165462	6/9/2012	ZSCR	551	030-1	NA	A2C53189515B	NA	A2C53189514	3	1301	pcb panel multiple 3-up main	NA	ROH	NA	74.19	PS_ARAMIS II MCG_GERARD	NO	
165463	6/9/2012	ZSCR	551	030-1	NA	A2C53108385	NA	A2C53108385B	6	1301	SMD assy for CCG side B	NA	HALB	S.Real/AutoBF	432.24	PS_ARAMIS I_GERARDO ECH	NO	4958789218
165464	6/9/2012	ZSCR	551	030-1	NA	A2C53108385	NA	A2C53108389	6	1301	pcb panel multiple 6-up main	NA	ROH	NA	149.64	PS_ARAMIS I_GERARDO ECH	NO	
165465	6/9/2012	ZSCR	551	030-1	NA	A2C53108385B	NA	A2C53108389	6	1301	pcb panel multiple 6-up main	NA	ROH	NA	149.64	PS_ARAMIS I_GERARDO ECH	NO	
165466	6/9/2012	ZSCR	551	030-1	NA	A2C53388685	NA	A2C53342620	12	1301	pcb DC main	NA	ROH	NA	263.16	PS_ARAMIS 2011_GERARDO	NO	
165467	6/9/2012	ZSCR	551	030-1	NA	5WK44385	NA	A2C53390474	1	1301	ACU VW10 MY10 12 NAR BOSE	NA	HALB	S.Real	273.35	PS_VW10 LC_GERARDO ECHE	NO	4958790343
165468	6/9/2012	ZSCR	551	030-1	NA	5WK44385	NA	A2C53390474	1	1301	ACU VW10 MY10 12 NAR BOSE	NA	HALB	S.Real	273.35	PS_VW10 LC_GERARDO ECHE	NO	4958790343
165469	6/9/2012	ZSCR	551	030-1	NA	A2C53390474	NA	A2C53391237A	1	1301	VW10G circuit board assy 12FL SMD Top	NA	HALB	S.Real	211.36	PS_VW10 LC_GERARDO ECHE	NO	4958790403
165470	6/9/2012	ZSCR	551	030-1	NA	A2C53390474	NA	A2C53391237A	1	1301	VW10G circuit board assy 12FL SMD Top	NA	HALB	S.Real	211.36	PS_VW10 LC_GERARDO ECHE	NO	4958790403
165471	6/9/2012	ZSCR	551	030-1	NA	A2C53391237A	NA	A2C53367683	7	1301	pcb VW ZZDIV AC VW10G RdW 1	NA	ROH	NA	136.99	PS_VW10 LC_GERARDO ECHE	NO	
165472	6/9/2012	ZSCR	551	030-1	NA	5WK44592	NA	A2C5343547793	1	1301	pcb assy HONHRS5 V36 top side	NA	HALB	S.Real	194.34	PS_HONDA HRS5_GERARDO E	NO	4958790620
165473	6/9/2012	ZSCR	551	030-1	NA	A2C5343547793	NA	A2C5343547793	1	1301	pcb assy HONHRS5 V36 top side	NA	HALB	S.Real	194.34	PS_HONDA HRS5_GERARDO E	NO	4958790620
165474	6/9/2012	ZSCR	551	030-1	NA	5WK44276	NA	A2C53362292	1	1301	ACU MY11 10	NA	HALB	S.Real	302.36	PS_HONDA ACCORD_GERARDO	NO	4958790048
165475	6/9/2012	ZSCR	551	030-1	NA	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	76.78	OC_BOSE VW_GERARDO ECHE	NO	4958790076
165476	6/9/2012	ZSCR	551	030-1	NA	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	76.78	OC_BOSE VW_GERARDO ECHE	NO	4958790076
165477	6/9/2012	ZSCR	551	030-1	NA	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	76.78	OC_BOSE VW_GERARDO ECHE	NO	4958790076
165478	6/9/2012	ZSCR	551	030-1	NA	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	76.78	OC_BOSE VW_GERARDO ECHE	NO	4958790076
165479	6/9/2012	ZSCR	551	030-1	NA	A2C53241830	NA	A2C53241828A	1	1301	SMD E240 Top Side Ford Airbags	NA	HALB	S.Real	200.69	PS_FORD_GERARDO ECHEAGA	NO	4958789818
165480	6/9/2012	ZSCR	551	030-1	NA	A2C53241830	NA	A2C53241828A	1	1301	SMD E240 Top Side Ford Airbags	NA	HALB	S.Real	200.69	PS_FORD_GERARDO ECHEAGA	NO	4958789818
165481	6/9/2012	ZSCR	551	030-1	NA	A2C53241830	NA	A2C53241828A	1	1301	SMD E240 Top Side Ford Airbags	NA	HALB	S.Real	200.69	PS_FORD_GERARDO ECHEAGA	NO	4958789818
165482	6/9/2012	ZSCR	551	030-1	NA	A2C32682200	NA	A2C53391886	1	1301	circuit board assy	NA	HALB	S.Real	202.96	PSAD_EPSILON_GERARDO EC	NO	4958790416
165483	6/9/2012	ZSCR	551	030-1	NA	A2C32682200	NA	A2C53391886	1	1301	circuit board assy	NA	HALB	S.Real	202.96	PSAD_EPSILON_GERARDO EC	NO	4958790416
165484	6/9/2012	ZSCR	551	030-1	NA	5WK44252	NA	A2C53364457	1	1301	pcb assy	NA	HALB	S.Real	105.35	OC_BOSE VW_GERARDO ECHE	NO	4958790067
