No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	 	3011	050	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
555050	24/11/2014	ZSCR	551	035-1	0	'050	A2C8730220093	NA	A2C53331174	23	3011	050	 	1351	antenna		ROH	NA	38.87	S1_RFHM CUSW_J.JORGE AG	NO	
555050	24/11/2014	ZSCR	551	035-1	0	'050	A2C8216780093	NA	A2C53331174	6	3011	050	 	1351	antenna		ROH	NA	10.14	S1_RFHM CUSW_J.JORGE AG	NO	4984461653
555050	24/11/2014	ZSCR	551	035-1	0	'050	A2C8016290093	NA	A2C53331174	15	3011	050	 	1351	antenna		ROH	NA	25.35	S1_RFHM CUSW_J.JORGE AG	NO	4984461612
555051	24/11/2014	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00021664	13	3011	050	 	1351	"15pF,1%,50V,C0G,0402,Sn,CER CAP/RF appli"		ROH	NA	0.26	S1_RKE FOB CUSW_J.JORGE	NO	4984461728
555051	24/11/2014	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00024522	38	3011	050	 	1351	"C CER,X7R,1uF,10%,25V,0805,Sn,STANDARD"		ROH	NA	3.04	S1_RKE FOB CUSW_J.JORGE	NO	4984461728
555051	24/11/2014	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00029765	372	3011	050	 	1351	"15nF,10%,25V,X7R,0402,TINNED,CER CAP/C10"		ROH	NA	3.72	S1_RKE FOB CUSW_J.JORGE	NO	4984461728
555051	24/11/2014	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00040661	4	3011	050	 	1351	"33nH,200mA,SMD,COIL/MLK1005S33NJT"		ROH	NA	0.32	S1_RKE FOB CUSW_J.JORGE	NO	4984461728
555051	24/11/2014	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00047242	5	3011	050	 	1351	"2.36mH,30mA,SMD,LEADFREE_COIL/"		ROH	NA	10.35	S1_RKE FOB CUSW_J.JORGE	NO	4984461728
555051	24/11/2014	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00059075	1	3011	050	 	1351	"13.08MHz,0ppm,3.2*2.5*0.55,QUARTZ CRYSTA"		ROH	NA	2.06	S1_RKE FOB CUSW_J.JORGE	NO	4984461728
555052	24/11/2014	ZSCR	551	035-1	0	'050	A2C3229720093	NA	A2C00000357	20	3011	050	 	1351	"250V,150mA,1,FAST,SOT23,RECT DIODE/BAS21"		ROH	NA	1.2	S1_IGNM CUSW_J.JORGE AG	NO	4984461528
555052	24/11/2014	ZSCR	551	035-1	0	'050	A2C3229720093	NA	A2C00000537	18	3011	050	 	1351	"1,PNP,NORMAL,1A,80V,SOT223,BIP/BCP53T1"		ROH	NA	5.58	S1_IGNM CUSW_J.JORGE AG	NO	4984461528
555052	24/11/2014	ZSCR	551	035-1	0	'050	A2C3229720093	NA	A2C00003685	65	3011	050	 	1351	"R LIN,10K,5%,TK200,100mW,0603"		ROH	NA	0.65	S1_IGNM CUSW_J.JORGE AG	NO	4984461528
555052	24/11/2014	ZSCR	551	035-1	0	'050	A2C3229720093	NA	A2C00060691	14	3011	050	 	1351	"T BIP/BCR35PN or PUMD9,SOT363"		ROH	NA	2.1	S1_IGNM CUSW_J.JORGE AG	NO	4984461528
555053	24/11/2014	ZSCR	551	035-1	0	'050	A2C3813640093	NA	A2C00021664	22	3011	050	 	1351	"15pF,1%,50V,C0G,0402,Sn,CER CAP/RF appli"		ROH	NA	0.44	S1_PASE FOB CUSW_J.JORG	NO	4984461555
555053	24/11/2014	ZSCR	551	035-1	0	'050	A2C3813640093	NA	A2C00026675	519	3011	050	 	1351	"9pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	10.38	S1_PASE FOB CUSW_J.JORG	NO	4984461555
555053	24/11/2014	ZSCR	551	035-1	0	'050	A2C3813640093	NA	A2C00059075	77	3011	050	 	1351	"13.08MHz,0ppm,3.2*2.5*0.55,QUARTZ CRYSTA"		ROH	NA	158.62	S1_PASE FOB CUSW_J.JORG	NO	4984461555
555055	24/11/2014	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C00017250	5	3011	050	 	1351	"40V,120mA,2,SCHOTTKY,SOT23,RECT DIODE/BA"		ROH	NA	0.95	S1_CBC_M.MIGUEL BANUELO	NO	4984461379
555055	24/11/2014	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C00038366	36	3011	050	 	1351	"70V,200mA,2,series, FAST,SOT323_3,RECT D"		ROH	NA	3.6	S1_CBC_M.MIGUEL BANUELO	NO	4984461379
555055	24/11/2014	ZSCR	551	035-1	0	'050	A2C7378970593	NA	A2C00038366	62	3011	050	 	1351	"70V,200mA,2,series, FAST,SOT323_3,RECT D"		ROH	NA	6.2	S1_CBC_M.MIGUEL BANUELO	NO	4984461335
555055	24/11/2014	ZSCR	551	035-1	0	'050	A2C7378970593	NA	A2C00062196	93	3011	050	 	1351	"R NET,110K,1%,63mW,1206"		ROH	NA	5.58	S1_CBC_M.MIGUEL BANUELO	NO	4984461335
555055	24/11/2014	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C00695800	79	3011	050	 	1351	"C CER,X7R,100nF,10%,100V,0805,Sn,FLOATIN"		ROH	NA	11.85	S1_CBC_M.MIGUEL BANUELO	NO	4984461379
555055	24/11/2014	ZSCR	551	035-1	0	'050	A2C7378970593	NA	A2C00695800	38	3011	050	 	1351	"C CER,X7R,100nF,10%,100V,0805,Sn,FLOATIN"		ROH	NA	5.7	S1_CBC_M.MIGUEL BANUELO	NO	4984461335
555055	24/11/2014	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C40002708	978	3011	050	 	1351	"C ARR,X7R,10nF,20%,20%,50V,CKCA43"		ROH	NA	156.48	S1_CBC_M.MIGUEL BANUELO	NO	4984461379
555055	24/11/2014	ZSCR	551	035-1	0	'050	A2C7378970593	NA	A2C40002708	941	3011	050	 	1351	"C ARR,X7R,10nF,20%,20%,50V,CKCA43"		ROH	NA	150.56	S1_CBC_M.MIGUEL BANUELO	NO	4984461335
555055	24/11/2014	ZSCR	551	035-1	0	'050	A2C7378970593	NA	A2C40006738	72	3011	050	 	1351	"C CER,X7R,100nF,10%,16V,C0402,Sn"		ROH	NA	1.44	S1_CBC_M.MIGUEL BANUELO	NO	4984461335
555055	24/11/2014	ZSCR	551	035-1	0	'050	A2C7378970593	NA	A2C40007242	42	3011	050	 	1351	"70V,200mA,2,STANDARD,SOT323,RECT DIODE/B"		ROH	NA	2.94	S1_CBC_M.MIGUEL BANUELO	NO	4984461335
555055	24/11/2014	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C40007260	13	3011	050	 	1351	"D ZEN/BZX84C5V1,5.1V,225mW,SOT23"		ROH	NA	1.04	S1_CBC_M.MIGUEL BANUELO	NO	
555055	24/11/2014	ZSCR	551	035-1	0	'050	A2C7378970593	NA	A2C40012033	28	3011	050	 	1351	"R LIN,3K74,1%,TK100,250mW,R1206"		ROH	NA	0.56	S1_CBC_M.MIGUEL BANUELO	NO	4984461335
555055	24/11/2014	ZSCR	551	035-1	0	'050	A2C7378970593	NA	A2C53127936	29	3011	050	 	1351	"499K,1%,TK100,63mW,0402,LIN RES/ERJ2RKF4"		ROH	NA	0.29	S1_CBC_M.MIGUEL BANUELO	NO	4984461335
555056	24/11/2014	ZSCR	551	035-1	0	'050	A2C8216770092	NA	A2C40020524	55	3011	050	 	1351	"R LIN,15R,1%,TK100,250mW,1206"		ROH	NA	1.1	S1_WK_WD RFHUB_J.JORGE	NO	
555056	24/11/2014	ZSCR	551	035-1	0	'050	A2C8216770093	NA	A2C53331174	31	3011	050	 	1351	antenna		ROH	NA	52.39	S1_WK_WD RFHUB_J.JORGE	NO	
555069	25/11/2014	ZSCR	551	040-3	NA	'015	A2C73601800	NA	A2C73637100	2	3011	050	 	1403	"HOUSING, UPPER CBC"	NA	ROH	NA	48.04	S1_CBC MY15_. (APROBAC	NO	4984461127
555070	25/11/2014	ZSCR	551	040-3	NA	'015	A2C74493401	NA	A2C74493401	1				1403	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	416.76	S1_CBC MY15_. (APROBAC	NO	
555071	25/11/2014	ZSCR	551	040-3	NA	'015	A2C7378970593	NA	A2C7378970593	1				1403	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	414.7	S1_CBC MY15_. (APROBAC	NO	
555073	25/11/2014	ZSCR	551	040-3	NA	'015	A2C7449340193	NA	A2C7449340193	1				1403	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	414.16	S1_CBC MY15_. (APROBAC	NO	
555075	25/11/2014	ZSCR	551	034-2	NA	'015	A2C7378970593	NA	A2C7378970593	2				1342	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	829.4	S1_CBC MY15_. (APROBAC	NO	
555080	25/11/2014	ZSCR	551	030-1	NA	'015	A2C7449340193	NA	A2C7449340193	1				1301	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	414.16	S1_CBC MY15_. (APROBAC	NO	
555082	25/11/2014	ZSCR	551	030-1	NA	'015	A2C7449340193	NA	A2C7449340193	1				1301	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	414.16	S1_CBC MY15_. (APROBAC	NO	
555084	25/11/2014	ZSCR	551	034-2	NA	'015	A2C7449340193	NA	A2C7449340193	2				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	828.32	S1_CBC MY15_. (APROBAC	NO	
555091	25/11/2014	ZSCR	551	030-1	NA	'050	5WY8844	NA	A2C31229200	2	3011	050	 	1301	"PCB RIGID,1001-2-00 TIPM MED MY12 Ci S1"	NA	ROH	NA	122.74	S1_TIPM MEDIUM_P.PABLO	NO	
555091	25/11/2014	ZSCR	551	030-1	NA	'050	5WY8838	NA	A2C53428227	4	3011	050	 	1301	PIN	NA	ROH	NA	1.12	S1_TIPM MEDIUM_P.PABLO	NO	
555091	25/11/2014	ZSCR	551	030-1	NA	'050	5WY8838	NA	A2C53428228	42	3011	050	 	1301	PIN	NA	ROH	NA	10.92	S1_TIPM MEDIUM_P.PABLO	NO	
555091	25/11/2014	ZSCR	551	030-1	NA	'050	5WY8838	NA	A2C53428229	4	3011	050	 	1301	"PIN,TNG FORK (TALL)"	NA	ROH	NA	1.2	S1_TIPM MEDIUM_P.PABLO	NO	
555185	25/11/2014	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	2				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	828.32	S1_CBC MY15_. (APROBAC	NO	
555189	25/11/2014	ZSCR	551	034-2	NA	'015	A2C73789605	NA	A2C7378970593	1				1342	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	414.7	S1_CBC MY15_. (APROBAC	NO	
555213	25/11/2014	ZSCR	551	034-2	NA	'050	A2C32292300	NA	A2C35130000	8	3011	050	 	1342	"20-way connector, PIN&PASTE"	NA	ROH	NA	70.8	S1_WK_WD RFHUB_A.ADRIAN	NO	
555213	25/11/2014	ZSCR	551	034-2	NA	'050	A2C3229540092	NA	A2C40000660	2	3011	050	 	1342	"IC MCU BLK/MC9S12XEG384CAL,3M25J or 1M12"	NA	ROH	NA	42.16	S1_WK_WD RFHUB_A.ADRIAN	NO	
555262	25/11/2014	ZSCR	551	035-1	0	'015	A2C93975600	NA	A2C00019459	1006	3011	050	 	1351	sticker identi spool unprin		ROH	NA	714.26	S1_RFHM CUSW_J.JORGE AG	NO	
555263	25/11/2014	ZSCR	551	035-1	0	'015	A2C85886700	NA	A2C53105128	150	3011	050	 	1351	Contact Spring positive		ROH	NA	42	S1_PASE FOB CUSW_J.JORG	NO	
555263	25/11/2014	ZSCR	551	035-1	0	'015	A2C86023300	NA	A2C73750700	2	3011	050	 	1351	pad Jewel CHR		ROH	NA	10.72	S1_PASE FOB CUSW_J.JORG	NO	
555263	25/11/2014	ZSCR	551	035-1	0	'015	A2C73753201	NA	A2C73750800	15	3011	050	 	1351	pad Jewel		ROH	NA	104.4	S1_PASE FOB CUSW_J.JORG	NO	
555263	25/11/2014	ZSCR	551	035-1	0	'015	A2C74094300	NA	A2C73750900	58	3011	050	 	1351	pad Jewel Fia		ROH	NA	370.04	S1_PASE FOB CUSW_J.JORG	NO	
555263	25/11/2014	ZSCR	551	035-1	0	'015	A2C7375190200	NA	A2C73751200	25	3011	050	 	1351	key latch		ROH	NA	50.25	S1_PASE FOB CUSW_J.JORG	NO	
555263	25/11/2014	ZSCR	551	035-1	0	'015	A2C7375190200	NA	A2C73751300	4	3011	050	 	1351	Latch Spring		ROH	NA	0.4	S1_PASE FOB CUSW_J.JORG	NO	
555263	25/11/2014	ZSCR	551	035-1	0	'015	A2C85886700	NA	A2C85519700	23	3011	050	 	1351	connecting piece Key Latch		ROH	NA	47.38	S1_PASE FOB CUSW_J.JORG	NO	
555263	25/11/2014	ZSCR	551	035-1	0	'015	A2C85886700	NA	A2C85519800	221	3011	050	 	1351	contact spring Spring		ROH	NA	24.31	S1_PASE FOB CUSW_J.JORG	NO	
555263	25/11/2014	ZSCR	551	035-1	0	'015	A2C85886700	NA	A2C85520100	189	3011	050	 	1351	sticker Dodge Jwl		ROH	NA	1141.56	S1_PASE FOB CUSW_J.JORG	NO	
555266	25/11/2014	ZSCR	551	035-1	0	'015	A2C73637001	NA	A2C37575000	4	3011	050	 	1351	"SCR,MACH,6-19,.5IN,STAR,PAN,SS,ZINC/CLEA"		ROH	NA	0.96	S1_CBC_M.MIGUEL BANUELO	NO	
555266	25/11/2014	ZSCR	551	035-1	0	'015	A2C73637001	NA	A2C73742400	198	3011	050	 	1351	TYPE LABEL UNPRINTED		ROH	NA	23.76	S1_CBC_M.MIGUEL BANUELO	NO	
555399	25/11/2014	ZSCR	551	040-2	NA	'015	A2C73789605	NA	A2C7378970593	1				1402	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	414.7	S1_CBC MY15_. (APROBAC	NO	
555515	25/11/2014	ZSCR	551	042-4	NA	'015	A2C73789605	NA	A2C7378970593	1				1424	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	414.7	S1_CBC MY15_. (APROBAC	NO	
555518	25/11/2014	ZSCR	551	042-4	NA	'050	A2C73789604	NA	A2C73599005	2	3011	050	 	1424	pcb 4-lay ImSn Chrysler MY15 CBC	NA	ROH	NA	199.28	S1_CBC MY15_. (APROBAC	NO	4984461304
555519	25/11/2014	ZSCR	551	030-1	NA	'050	A2C73789604	NA	A2C73599005	2	3011	050	 	1301	pcb 4-lay ImSn Chrysler MY15 CBC	NA	ROH	NA	199.28	S1_CBC MY15_. (APROBAC	NO	4984461304
555626	25/11/2014	ZSCR	551	042-4	NA	'015	A2C73789605	NA	A2C7378970593	4				1424	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	1658.8	S1_CBC MY15_. (APROBAC	NO	
555629	25/11/2014	ZSCR	551	034-2	NA	'015	A2C73789605	NA	A2C7378970593	1				1342	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	414.7	S1_CBC MY15_. (APROBAC	NO	
556128	26/11/2014	ZSCR	551	050-5	NA	'015	A2C92629100	NA	A2C73753002	4				1505	transmitter CHR PASE 433 GV#04 5B	NA	HALB	S.Real	388.68	S1_PASE FOB CUSW_A.ADRI	NO	
556307	27/11/2014	ZSCR	551	034-2	NA	'015	A2C7395960192	NA	A2C7395960192	4				1342	pcb topSMD CHR UF 4-BTN bottom	NA	HALB	S.Real	188.64	S1_CUSW UF PASE_A.ADRIA	NO	
556308	27/11/2014	ZSCR	551	034-2	NA	'015	A2C3229710092	NA	A2C3229710092	1				1342	CUSW PCB ASSY BOT	NA	HALB	S.Real/AutoBF	0	S1_RKE FOB CUSW_A.ADRIA	NO	
556309	27/11/2014	ZSCR	551	034-2	NA	'015	A2C87408100	NA	A2C3813640092	2				1342	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	NA	HALB	S.Real	100.48	S1_CUSW UF PASE_A.ADRIA	NO	
556322	27/11/2014	ZSCR	551	034-2	NA	'015	A2C86022500	NA	A2C86398501	6	3011	050	 	1342	housing assy	NA	ROH	NA	40.98	S1_RFHM CUSW_A.ADRIANA	NO	
556623	27/11/2014	ZSCR	551	034-2	NA	'050	A2C32293100	NA	A2C35130200	1	3011	050	 	1342	"RF-JACK FOR RS, KEY-H"	NA	ROH	NA	7.53	S1_RFHM CUSW_A.ADRIANA	NO	
556623	27/11/2014	ZSCR	551	034-2	NA	'050	A2C32292100	NA	A2C40000660	2	3011	050	 	1342	"IC MCU BLK/MC9S12XEG384CAL,3M25J or 1M12"	NA	ROH	NA	42.16	S1_RFHM CUSW_A.ADRIANA	NO	
556623	27/11/2014	ZSCR	551	034-2	NA	'050	A2C32292300	NA	A2C40002516	2	3011	050	 	1342	"C ELEC,AL,100uF,20%,35V"	NA	ROH	NA	1.56	S1_RFHM CUSW_A.ADRIANA	NO	
556623	27/11/2014	ZSCR	551	034-2	NA	'050	A2C32292100	NA	A2C53375403	7	3011	050	 	1342	receiver DIVZZDIV RXI-35-4	NA	ROH	NA	159.04	S1_RFHM CUSW_A.ADRIANA	NO	
556623	27/11/2014	ZSCR	551	034-2	NA	'050	A2C81624200	NA	A2C89522000	1	3011	050	 	1342	pin header 20P V 2R THP	NA	ROH	NA	9.52	S1_RFHM CUSW_A.ADRIANA	NO	
556657	27/11/2014	ZSCR	551	040-3	NA	'015	A2C80054400	NA	A2C00004906	254	3011	050	 	1403	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	416.56	S1_RKE FOB CUSW_A.ADRIA	NO	
556657	27/11/2014	ZSCR	551	040-3	NA	'015	A2C37668700	NA	A2C53105128	180	3011	050	 	1403	Contact Spring positive	NA	ROH	NA	50.4	S1_RKE FOB CUSW_A.ADRIA	NO	**
556657	27/11/2014	ZSCR	551	040-3	NA	'015	A2C73752901	NA	A2C73751400	180	3011	050	 	1403	pad Vent	NA	ROH	NA	226.8	S1_RKE FOB CUSW_A.ADRIA	NO	
556657	27/11/2014	ZSCR	551	040-3	NA	'015	A2C85886700	NA	A2C85520000	180	3011	050	 	1403	housing bottom LWR HSG	NA	ROH	NA	334.8	S1_RKE FOB CUSW_A.ADRIA	NO	
556657	27/11/2014	ZSCR	551	040-3	NA	'015	A2C85886700	NA	A2C85520100	180	3011	050	 	1403	sticker Dodge Jwl	NA	ROH	NA	1087.2	S1_RKE FOB CUSW_A.ADRIA	NO	
556685	27/11/2014	ZSCR	551	030-1	NA	'015	A2C32297200	NA	A2C3229720093	16				1301	CUSW PCB ASSY TOP	NA	HALB	S.Real	1003.68	S1_IGNM CUSW_A.ADRIANA	NO	
556687	27/11/2014	ZSCR	551	034-2	NA	'015	A2C32297200	NA	A2C3229720093	16				1342	CUSW PCB ASSY TOP	NA	HALB	S.Real	1003.68	S1_IGNM CUSW_A.ADRIANA	NO	
556688	27/11/2014	ZSCR	551	034-2	NA	'015	A2C32297200	NA	A2C3229720093	13				1342	CUSW PCB ASSY TOP	NA	HALB	S.Real	815.49	S1_IGNM CUSW_A.ADRIANA	NO	
556695	27/11/2014	ZSCR	551	034-2	NA	'015	A2C32297200	3	A2C32297200	8				1342	pcb assy IMMO IGNM AT	NA	FERT	NA	523.92	S1_IGNM CUSW_A.ADRIANA	NO	
