No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	APD	Esp	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
659484	03/09/2015	ZSCR	551	034-2	NA	'015	68163903AB	NA	A2C73658000	3				1342	module assy BCU TIPM 7Ci MY13	NA	HALB	S.Real	639.66	S1_TIPM MEDIUM_P.PABLO	NO	4993630229
659488	03/09/2015	ZSCR	551	050-5	NA	'AEES	A2C33278700	NA	A2C33278700	3				1505	module assy BCU BUX LOG	NA	HALB	S.Real	722.76	S1_TIMP-JUAREZ_M.MARIO	NO	4993630359
659488	03/09/2015	ZSCR	551	050-5	NA	'AEES	A2C73658000	NA	A2C73658000	3				1505	module assy BCU TIPM 7Ci MY13	NA	HALB	S.Real	639.66	S1_TIMP-JUAREZ_M.MARIO	NO	4993630383
659489	03/09/2015	ZSCR	551	050-5	NA	'AEES	A2C30889500	NA	A2C30889500	1				1505	TOTAL INTEGRATED POWER MODULE MEDIUM	NA	HALB	S.Real	245.13	S1_TIMP-JUAREZ_M.MARIO	NO	4993630336
659489	03/09/2015	ZSCR	551	050-5	NA	'AEES	A2C30889600	NA	A2C30889600	1				1505	LOGIC PCB (DIESEL/BUX)	NA	HALB	S.Real	275.77	S1_TIMP-JUAREZ_M.MARIO	NO	4993630348
659489	03/09/2015	ZSCR	551	050-5	NA	'AEES	A2C33278700	NA	A2C33278700	7				1505	module assy BCU BUX LOG	NA	HALB	S.Real	1686.44	S1_TIMP-JUAREZ_M.MARIO	NO	4993630359
659489	03/09/2015	ZSCR	551	050-5	NA	'AEES	A2C73658000	NA	A2C73658000	7				1505	module assy BCU TIPM 7Ci MY13	NA	HALB	S.Real	1492.54	S1_TIMP-JUAREZ_M.MARIO	NO	4993630383
659495	03/09/2015	ZSCR	551	040-2	NA	'015	A2C31231400	NA	A2C31231400T	2				1402	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	465.04	S1_TIPM LOGIC_P.PABLO P	NO	4993632377
659515	03/09/2015	ZSCR	551	034-2	NA	'015	A2C31231400	NA	A2C31231400	1				1342	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	240.6	S1_TIPM LOGIC_P.PABLO P	NO	4993632598
659517	04/09/2015	ZSCR	551	034-2	NA	'015	A2C8083670093	NA	A2C8083670093	1				1342	MY12 SPDJB LOOP MODEL B TMI TOP	NA	HALB	S.Real	232.21	S1_SPDJB_P.PABLO PALMER	NO	4993630749
659518	04/09/2015	ZSCR	551	040-2	NA	'015	A2C3229720093	NA	A2C3229720093	1				1402	CUSW PCB ASSY TOP	NA	HALB	S.Real	65.98	S1_IGNM CUSW_. (APROBA	NO	4993632388
659519	04/09/2015	ZSCR	551	034-2	NA	'050	A2C8216760093	NA	A2C8216760093	1				1342	pcb assy Top	NA	HALB	S.Real	170.73	S1_WK_WD RFHUB_. (APRO	NO	4993630763
659521	04/09/2015	ZSCR	551	034-2	NA	'050	A2C8730230093	NA	A2C8730230093	1				1342	pcb assy RKE 433 w/oKG Var#4	NA	HALB	S.Real	160.43	S1_CUSW UF RFHM_. (APR	NO	4993630838
659522	04/09/2015	ZSCR	551	034-2	NA	'015	A2C31231400	NA	A2C31231400	1				1342	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	240.6	S1_TIPM LOGIC_P.PABLO P	NO	4993632598
659524	04/09/2015	ZSCR	551	034-2	NA	'050	A2C8216780093	NA	A2C8216780093	1				1342	pcb assy TOP	NA	HALB	S.Real	162.04	S1_WK_WD RFHUB_. (APRO	NO	4993630789
659526	04/09/2015	ZSCR	551	034-2	NA	'050	A2C8730220093	NA	A2C8730220093	1				1342	pcb assy RKE 433 w/oKG Var#3	NA	HALB	S.Real	151.54	S1_CUSW UF RFHM_. (APR	NO	4993630826
659527	04/09/2015	ZSCR	551	040-2	NA	'050	A2C3229720093	NA	A2C3229720093	1				1402	CUSW PCB ASSY TOP	NA	HALB	S.Real	65.98	S1_IGNM CUSW_. (APROBA	NO	4993632388
659529	04/09/2015	ZSCR	551	034-2	NA	'050	A2C8216770093	NA	A2C8216770093	1				1342	pcb assy Top	NA	HALB	S.Real	168.95	S1_WK_WD RFHUB_. (APRO	NO	4993630774
659530	04/09/2015	ZSCR	551	034-2	NA	'050	A2C8216760093	NA	A2C8216760093	2				1342	pcb assy Top	NA	HALB	S.Real	341.46	S1_WK_WD RFHUB_. (APRO	NO	4993630763
659538	04/09/2015	ZSCR	551	034-2	NA	'050	A2C7501700093	NA	A2C7501700093	1				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	387.52	S1_CBC MY15_. (APROBAC	NO	4993630721
659539	04/09/2015	ZSCR	551	042-4	NA	'015	A2C31231400	NA	A2C31231400	1				1424	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	240.6	S1_TIPM LOGIC_P.PABLO P	NO	4993632936
659835	04/09/2015	ZSCR	551	034-2	NA	'015	A2C73785402	NA	A2C73637100	3	3011	015	 	1342	"HOUSING, UPPER CBC"	NA	ROH	NA	73.23	S1_CBC MY15_. (APROBAC	NO	
659835	04/09/2015	ZSCR	551	034-2	NA	'015	A2C73637001	NA	A2C73742400	2	3011	015	 	1342	TYPE LABEL UNPRINTED	NA	ROH	NA	0.24	S1_CBC MY15_. (APROBAC	NO	
659838	04/09/2015	ZSCR	551	040-1	NA	'015	A2C73552101	NA	A2C83930400	5				1401	"""SUB FOBIK PCB TOP-ASM, NA/EU(P U L)"""	NA	HALB	S.Real/AutoBF	231.75	S1_PASE FOB CUSW_. (AP	NO	4993632895
659842	04/09/2015	ZSCR	551	040-1	NA	'015	A2C73789609	NA	A2C73789706	1				1401	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	386.26	S1_CBC MY15_. (APROBAC	NO	4993632868
659845	04/09/2015	ZSCR	551	034-2	NA	'015	A2C75016901	NA	A2C75017000	2				1342	pcb topTHD BCU CHRDX	NA	HALB	S.Real/AutoBF	780.66	S1_CBC MY15_. (APROBAC	NO	4993632732
659858	04/09/2015	ZSCR	551	034-2	NA	'015	A2C75016901	NA	A2C75017000	2				1342	pcb topTHD BCU CHRDX	NA	HALB	S.Real/AutoBF	780.66	S1_CBC MY15_. (APROBAC	NO	4993632732
659859	04/09/2015	ZSCR	551	042-4	NA	'015	A2C75016901	NA	A2C75017000	1				1424	pcb topTHD BCU CHRDX	NA	HALB	S.Real/AutoBF	390.33	S1_CBC MY15_. (APROBAC	NO	4993632962
659862	04/09/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C73749500	277				1253	housing cover assy CHR up 5-btn	VUG020374	ROH	NA	3418.18	S1_PASE FOB CUSW_. (AP	NO	4993629792
659862	04/09/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C73750301	40				1253	housing bottom DG/JEEP	VUG020374	ROH	NA	3.2	S1_PASE FOB CUSW_. (AP	NO	Stock
659941	04/09/2015	ZSCR	551	040-2	NA	'050	A2C73785403	NA	A2C73599005	2				1402	pcb 4-lay ImSn Chrysler MY15 CBC	NA	ROH	NA	159.58	S1_CBC MY15_. (APROBAC	NO	
659945	04/09/2015	ZSCR	551	090-1	NA	'050	A2C73601700	NA	A2C37574600	390				1901	"FLAT CONNECTOR 1,2 X 0,6 X 12,2"	NA	ROH	NA	54.6	S1_CBC MY15_. (APROBAC	NO	
659945	04/09/2015	ZSCR	551	090-1	NA	'050	A2C73601700	NA	A2C53412606	120				1901	"FLAT CONNECTOR 6,3 X 0,8 X 15"	NA	ROH	NA	48	S1_CBC MY15_. (APROBAC	NO	
659945	04/09/2015	ZSCR	551	090-1	NA	'050	A2C73785403	NA	A2C73599005	10				1901	pcb 4-lay ImSn Chrysler MY15 CBC	NA	ROH	NA	797.9	S1_CBC MY15_. (APROBAC	NO	
659957	04/09/2015	ZSCR	551	042-4	NA	'015	A2C80836700	NA	A2C80836700	1				1424	MY12 SPDJB LOOP MODEL B TMI	NA	HALB	S.Real/AutoBF	237.67	S1_SPDJB_P.PABLO PALMER	NO	4993632967
659999	05/09/2015	ZSCR	551	042-4	NA	'050	A2C8393040092	NA	A2C8393040092	1				1424	"""SUB FOBIK PCB TOP-ASM, NA/EU(P U L) B"""	NA	HALB	S.Real	46.12	S1_CUSW UF PASE_. (APR	NO	4993632535
660000	05/09/2015	ZSCR	551	040-1	NA	'050	A2C8393050092	NA	A2C8393050092	3				1401	"""SUB FOBIK PCB T-ASM, NA/EU(P U L RS) B"""	NA	HALB	S.Real	145.68	S1_CUSW UF PASE_. (APR	NO	En BLCK
660001	05/09/2015	ZSCR	551	042-4	NA	'050	A2C7395960192	NA	A2C7395960192	1				1424	pcb topSMD CHR UF 4-BTN bottom	NA	HALB	S.Real	48.49	S1_CUSW UF PASE_. (APR	NO	4993632527
660003	05/09/2015	ZSCR	551	034-2	NA	'050	A2C3229710093	NA	A2C3229710093	2				1342	CUSW PCB ASSY BOT	NA	HALB	S.Real	49.62	S1_RKE FOB CUSW_. (APR	NO	4993630648
660014	05/09/2015	ZSCR	551	042-4	NA	'015	A2C73658100	NA	A2C73658100	1				1424	pcb topMAN BCU CHR PRODMY13	NA	HALB	S.Real/AutoBF	212.54	S1_TIPM MEDIUM_P.PABLO	NO	4993632941
660047	05/09/2015	ZSCR	551	040-2	NA	'015	A2C3808140092	NA	A2C3808140092	1				1402	"""SUB FOBIK PCB T-ASM, NA/EU(U L T) B"""	NA	HALB	S.Real	46.12	S1_PASE FOB CUSW_. (AP	NO	4993632394
660047	05/09/2015	ZSCR	551	040-2	NA	'015	A2C7395960192	NA	A2C7395960192	2				1402	pcb topSMD CHR UF 4-BTN bottom	NA	HALB	S.Real	96.98	S1_PASE FOB CUSW_. (AP	NO	4993632418
660047	05/09/2015	ZSCR	551	040-2	NA	'015	A2C8393040092	NA	A2C8393040092	2				1402	"""SUB FOBIK PCB TOP-ASM, NA/EU(P U L) B"""	NA	HALB	S.Real	92.24	S1_PASE FOB CUSW_. (AP	NO	4993632425
660047	05/09/2015	ZSCR	551	040-2	NA	'015	A2C8393050092	NA	A2C8393050092	1				1402	"""SUB FOBIK PCB T-ASM, NA/EU(P U L RS) B"""	NA	HALB	S.Real	48.56	S1_PASE FOB CUSW_. (AP	NO	En BLCK
660079	05/09/2015	ZSCR	551	034-2	NA	'015	A2C7501700093	NA	A2C7501700093	2				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	775.04	S1_CBC MY15_. (APROBAC	NO	4993630721
660103	05/09/2015	ZSCR	551	034-2	NA	'015	A2C82167600	NA	A2C8216760093	2				1342	pcb assy Top	NA	HALB	S.Real	341.46	S1_WK_WD RFHUB_. (APRO	NO	4993630763
660104	05/09/2015	ZSCR	551	034-2	NA	'015	A2C7501700093	NA	A2C7501700093	1				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	387.52	S1_CBC MY15_. (APROBAC	NO	4993630721
660106	05/09/2015	ZSCR	551	042-4	NA	'015	A2C31231400	NA	A2C31231400T	4				1424	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	930.08	S1_TIPM LOGIC_P.PABLO P	NO	4993632524
660107	05/09/2015	ZSCR	551	034-2	NA	'015	A2C80863400	NA	A2C80863400	1				1342	MY12 SPDJB LOOP MODEL A TMI	NA	HALB	S.Real/AutoBF	215.14	S1_SPDJB_P.PABLO PALMER	NO	4993632759
660109	05/09/2015	ZSCR	551	034-2	NA	'015	A2C80836700	NA	A2C80836700	1				1342	MY12 SPDJB LOOP MODEL B TMI	NA	HALB	S.Real/AutoBF	237.67	S1_SPDJB_P.PABLO PALMER	NO	4993632744
660118	05/09/2015	ZSCR	551	040-5	NA	'015	A2C53328412	NA	A2C53328412T	8				1405	circuit board assy	NA	HALB	S.Real	604.16	S1_TIPM LOGIC_P.PABLO P	NO	4993632502
660130	06/09/2015	ZSCR	551	034-2	NA	'050	A2C8216760093	NA	A2C8216760093	2				1342	pcb assy Top	NA	HALB	S.Real	341.46	S1_WK_WD RFHUB_. (APRO	NO	4993630763
660131	06/09/2015	ZSCR	551	034-2	NA	'050	A2C8216760093	NA	A2C8216760093	1				1342	pcb assy Top	NA	HALB	S.Real	170.73	S1_WK_WD RFHUB_. (APRO	NO	4993630763
660132	06/09/2015	ZSCR	551	034-2	NA	'050	A2C8216760093	NA	A2C8216760093	1				1342	pcb assy Top	NA	HALB	S.Real	170.73	S1_WK_WD RFHUB_. (APRO	NO	4993630763
660137	06/09/2015	ZSCR	551	034-2	NA	'015	A2C75017000	NA	A2C75017000	1				1342	pcb topTHD BCU CHRDX	NA	HALB	S.Real/AutoBF	390.33	S1_CBC MY15_. (APROBAC	NO	4993632732
660141	06/09/2015	ZSCR	551	034-2	NA	'050	A2C8216760092	NA	A2C8216760092	4				1342	pcb assy Bottom	NA	HALB	S.Real/AutoBF	271.16	S1_CUSW UF RFHM_. (APR	NO	4993632777
660144	06/09/2015	ZSCR	551	034-2	NA	'050	A2C31231400T	NA	A2C31231400T	2				1342	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	465.04	S1_TIPM LOGIC_P.PABLO P	NO	4993630597
660145	06/09/2015	ZSCR	551	034-2	NA	'015	A2C80863400	NA	A2C80863400	2				1342	MY12 SPDJB LOOP MODEL A TMI	NA	HALB	S.Real/AutoBF	430.28	S1_SPDJB_P.PABLO PALMER	NO	4993632759
660154	06/09/2015	ZSCR	551	042-4	NA	'015	A2C31231400	NA	A2C31231400	1				1424	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	240.6	S1_TIPM LOGIC_P.PABLO P	NO	4993632936
660155	06/09/2015	ZSCR	551	034-2	NA	'015	A2C31231400	NA	A2C31231400	1				1342	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	240.6	S1_TIPM LOGIC_P.PABLO P	NO	4993632598
660172	06/09/2015	ZSCR	551	034-2	NA	'015	A2C7501700093	NA	A2C7501700093	2				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	775.04	S1_CBC MY15_. (APROBAC	NO	4993630721
660180	06/09/2015	ZSCR	551	030-1	NA	'015	A2C7501700093	NA	A2C7501700093	1				1301	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	387.52	S1_CBC MY15_. (APROBAC	NO	4993630431
660197	07/09/2015	ZSCR	551	034-2	NA	'050	A2C7365810093	NA	A2C7365810093	1				1342	SUB PCB TOP THD ASSY. PROD MY13	NA	HALB	S.Real	204.97	S1_TIPM MEDIUM_P.PABLO	NO	4993630662
660267	07/09/2015	ZSCR	551	040-2	NA	'015	A2C73601801	NA	A2C73637100	2	3011	015	 	1402	"HOUSING, UPPER CBC"	NA	ROH	NA	48.82	S1_CBC MY15_. (APROBAC	NO	
660267	07/09/2015	ZSCR	551	040-2	NA	'015	A2C73601801	NA	A2C73637200	3	3011	015	 	1402	"COVER, LOWER CBC"	NA	ROH	NA	21.18	S1_CBC MY15_. (APROBAC	NO	
660271	07/09/2015	ZSCR	551	034-2	NA	'015	A2C73601800	NA	A2C73637100	2	3011	015	 	1342	"HOUSING, UPPER CBC"	NA	ROH	NA	48.82	S1_CBC MY15_. (APROBAC	NO	
660271	07/09/2015	ZSCR	551	034-2	NA	'015	A2C73601801	NA	A2C73742400	2	3011	015	 	1342	TYPE LABEL UNPRINTED	NA	ROH	NA	0.24	S1_CBC MY15_. (APROBAC	NO	
660275	07/09/2015	ZSCR	551	034-2	NA	'015	A2C73789609	NA	A2C73789706	1				1342	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	386.26	S1_CBC MY15_. (APROBAC	NO	4993632610
660275	07/09/2015	ZSCR	551	034-2	NA	'015	A2C75016901	NA	A2C75017000	1				1342	pcb topTHD BCU CHRDX	NA	HALB	S.Real/AutoBF	390.33	S1_CBC MY15_. (APROBAC	NO	4993632732
660278	07/09/2015	ZSCR	551	034-2	NA	'015	A2C75016901	NA	A2C75017000	1				1342	pcb topTHD BCU CHRDX	NA	HALB	S.Real/AutoBF	390.33	S1_CBC MY15_. (APROBAC	NO	4993632732
660280	07/09/2015	ZSCR	551	034-2	NA	'015	A2C75016901	NA	A2C75017000	2				1342	pcb topTHD BCU CHRDX	NA	HALB	S.Real/AutoBF	780.66	S1_CBC MY15_. (APROBAC	NO	4993632732
660334	07/09/2015	MB1A	951	064-2	NA	'015	NA	NA	A2C86398501	8				1642	housing assy	NA	ROH	NA	63.04	S1_WK_WD RFHUB_. (APRO	NO	4993629877
660335	07/09/2015	MB1A	951	064-2	NA	'015	NA	NA	A2C86398501	3				1642	housing assy	NA	ROH	NA	23.64	S1_WK_WD RFHUB_. (APRO	NO	4993629877
660338	07/09/2015	ZSCR	551	040-2	NA	'015	A2C32294800S	NA	A2C86398501	1	3011	015	 	1402	housing assy	NA	ROH	NA	7.88	S1_WK_WD RFHUB_. (APRO	NO	4993633473
660341	07/09/2015	ZSCR	551	040-2	NA	'015	A2C32294800S	NA	A2C86398501	4	3011	015	 	1402	housing assy	NA	ROH	NA	31.52	S1_WK_WD RFHUB_. (APRO	NO	4993633473
660345	07/09/2015	MB1A	951	064-2	NA	'015	NA	NA	A2C86398501	2				1642	housing assy	NA	ROH	NA	15.76	S1_WK_WD RFHUB_. (APRO	NO	4993629877
660348	07/09/2015	ZSCR	551	034-1	NA	'015	A2C86022501	NA	A2C86398501	3	3011	015	 	1341	housing assy	NA	ROH	NA	23.64	S1_RFHM CUSW_. (APROBA	NO	
660361	07/09/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C86023100	3				1253	electronic assy Var 2	VUG020333	HALB	S.Real/AutoBF	522.63	S1_CUSW UF RFHM_. (APR	NO	4993629740
660363	07/09/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C86022900	2				1253	electronic assy ECU Var1	VUG020333	HALB	S.Real/AutoBF	330.5	S1_CUSW UF RFHM_. (APR	NO	4993629740
660366	07/09/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C87409103	10				1253	module assy 433 Var #2	VUG020333	HALB	S.Real/AutoBF	1845.2	S1_WK_WD RFHUB_. (APRO	NO	4993629863
660370	07/09/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C87409003	2				1253	module assy 433 Var #1	VUG020306	HALB	S.Real/AutoBF	351.9	S1_RFHM CUSW_. (APROBA	NO	4993629809
660376	07/09/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C87409203	2				1253	module assy 433 Var #3	VUG020306	HALB	S.Real/AutoBF	365.48	S1_WK_WD RFHUB_. (APRO	NO	4993629863
660376	07/09/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C87409303	1				1253	module assy 315 Var #4	VUG020306	HALB	S.Real/AutoBF	183.03	S1_WK_WD RFHUB_. (APRO	NO	4993629863
660377	07/09/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C32294800	2				1253	module assy RKE 433 Var#3	VUG019952	HALB	S.Real/AutoBF	264.48	S1_CUSW UF RFHM_. (APR	NO	4993629740
660419	07/09/2015	ZSCR	551	035-1	0	'050	A2C8086340093	NA	A2C00030945	49				1351	"4,EQ ISO,konvex 1206,100K,5%,63mW,NET RE"		ROH	NA	1.96	S1_SPDJB_A.ARTURO ARRIE	NO	
660419	07/09/2015	ZSCR	551	035-1	0	'050	A2C8083670093	NA	A2C00030945	68				1351	"4,EQ ISO,konvex 1206,100K,5%,63mW,NET RE"		ROH	NA	2.72	S1_SPDJB_A.ARTURO ARRIE	NO	
660419	07/09/2015	ZSCR	551	035-1	0	'050	A2C8082790093	NA	A2C00030945	55				1351	"4,EQ ISO,konvex 1206,100K,5%,63mW,NET RE"		ROH	NA	2.2	S1_SPDJB_A.ARTURO ARRIE	NO	
660419	07/09/2015	ZSCR	551	035-1	0	'050	A2C8082790093	NA	A2C40001999	1				1351	"R LIN,10R,5%,TK200,750mW,2010"		ROH	NA	0.08	S1_SPDJB_A.ARTURO ARRIE	NO	
660419	07/09/2015	ZSCR	551	035-1	0	'050	A2C8086340093	NA	A2C40007573	1				1351	"D REC/S2G-002/5BT,0V,0A,5.59 X 3.81,0s"		ROH	NA	0.27	S1_SPDJB_A.ARTURO ARRIE	NO	
660419	07/09/2015	ZSCR	551	035-1	0	'050	A2C8082790093	NA	A2C40007720	1				1351	"D SUP/U5ZA27C(TE24L),10.50 X 16.00"		ROH	NA	4.03	S1_SPDJB_A.ARTURO ARRIE	NO	
660419	07/09/2015	ZSCR	551	035-1	0	'050	A2C8082790093	NA	A2C40009862	1				1351	"D ZEN/-,47V,225mW,SOT 23"		ROH	NA	0.1	S1_SPDJB_A.ARTURO ARRIE	NO	
660419	07/09/2015	ZSCR	551	035-1	0	'050	A2C8083670093	NA	A2C40011996	1				1351	"R LIN,604R,1%,TK100,500mW,1210"		ROH	NA	0.07	S1_SPDJB_A.ARTURO ARRIE	NO	
660419	07/09/2015	ZSCR	551	035-1	0	'050	A2C8082790093	NA	A2C40011996	1				1351	"R LIN,604R,1%,TK100,500mW,1210"		ROH	NA	0.07	S1_SPDJB_A.ARTURO ARRIE	NO	
660419	07/09/2015	ZSCR	551	035-1	0	'050	A2C8082790093	NA	A2C40012693	3				1351	"T FET/NUD3124DMT1,MOS,SMALLSIGNAL,TSOP6"		ROH	NA	1.77	S1_SPDJB_A.ARTURO ARRIE	NO	
660419	07/09/2015	ZSCR	551	035-1	0	'050	A2C8083670093	NA	A2C40015034	1				1351	"L COIL/150N,150nH,240mA,SMD"		ROH	NA	0.37	S1_SPDJB_A.ARTURO ARRIE	NO	
660421	07/09/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40001281	25				1351	"F BEAD/,0Ohm,600Ohm,0A,SMD"		ROH	NA	1.75	S1_TIPM MEDIUM_A.ARTURO	NO	
660421	07/09/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40001463	8909				1351	"C CER,X7R,100nF,10%,50V,0805,Sn ++ Open"		ROH	NA	445.45	S1_TIPM MEDIUM_A.ARTURO	NO	
660421	07/09/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40007578	12				1351	"D REC/S2G-7/5BT,0V,0A,5.59 X 3.81,0s"		ROH	NA	3.24	S1_TIPM MEDIUM_A.ARTURO	NO	
660421	07/09/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40012095	35				1351	"R LIN,825R,1%,TK100,100mW,0603"		ROH	NA	0.35	S1_TIPM MEDIUM_A.ARTURO	NO	
660422	07/09/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40001176	153				1351	"D SUP/SMBJ30C,5.59*3.81*2.26"		ROH	NA	87.21	S1_TIPM MEDIUM_A.ARTURO	NO	
660422	07/09/2015	ZSCR	551	035-1	0	'050	A2C7365810093	NA	A2C40001463	2075				1351	"C CER,X7R,100nF,10%,50V,0805,Sn ++ Open"		ROH	NA	103.75	S1_TIPM MEDIUM_A.ARTURO	NO	
660422	07/09/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40002151	12				1351	"R LIN,20K,5%,TK200,100mW,0603"		ROH	NA	0.12	S1_TIPM MEDIUM_A.ARTURO	NO	
660422	07/09/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40005523	400				1351	"R NET,10K,5%,63mW,1206"		ROH	NA	12	S1_TIPM MEDIUM_A.ARTURO	NO	
660422	07/09/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40007039	50				1351	"C CER,C0G,15pF,2%,50V,0603,-"		ROH	NA	1.5	S1_TIPM MEDIUM_A.ARTURO	NO	
660422	07/09/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40007536	106				1351	"D REC/BAV99,70V,100mA,SOT-23,15ns"		ROH	NA	8.48	S1_TIPM MEDIUM_A.ARTURO	NO	
660422	07/09/2015	ZSCR	551	035-1	0	'050	A2C7365810093	NA	A2C40010561	185				1351	"C CER,X7R,1uF,10%,25V,0805,-"		ROH	NA	14.8	S1_TIPM MEDIUM_A.ARTURO	NO	
660422	07/09/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40010625	207				1351	"R LIN,1K5,1%,TK100,100mW,0603"		ROH	NA	2.07	S1_TIPM MEDIUM_A.ARTURO	NO	
660422	07/09/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40013733	126				1351	"C CER,X7R,220nF,10%,50V,C0805,"		ROH	NA	8.82	S1_TIPM MEDIUM_A.ARTURO	NO	
660422	07/09/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C53041498	99				1351	"1,NPN,RET,R<b>=10k,R<e-b>=10k, 100mA,50V"		ROH	NA	7.92	S1_TIPM MEDIUM_A.ARTURO	NO	
660426	07/09/2015	ZSCR	551	035-1	0	'050	A2C8016290093	NA	A2C00002107	5				1351	"100pF,5%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.1	S1_RFHM CUSW_J.JORGE AG	NO	
660426	07/09/2015	ZSCR	551	035-1	0	'050	A2C8016290092	NA	A2C00003528	2				1351	"R LIN,2K4,5%,TK200,250mW,1206"		ROH	NA	0.04	S1_RFHM CUSW_J.JORGE AG	NO	
660426	07/09/2015	ZSCR	551	035-1	0	'050	A2C8730220093	NA	A2C00018862	1				1351	"68uH,900mA,SMD,COIL/SIMID"		ROH	NA	1.28	S1_RFHM CUSW_J.JORGE AG	NO	
660426	07/09/2015	ZSCR	551	035-1	0	'050	A2C8730220092	NA	A2C00019926	51				1351	"5.1V,200mW,SOD323,ZENER/GDZ5.1B3kpcs ree"		ROH	NA	6.63	S1_RFHM CUSW_J.JORGE AG	NO	
660426	07/09/2015	ZSCR	551	035-1	0	'050	A2C8730220093	NA	A2C00026823	210				1351	"F BEAD/BLM18HD,1.8Ohm,1KOhm,50mA,SMD"		ROH	NA	25.2	S1_RFHM CUSW_J.JORGE AG	NO	
660426	07/09/2015	ZSCR	551	035-1	0	'050	A2C8730230093	NA	A2C00033460	7				1351	"TA CAP,TA,3.3uF,10%,25V,SMD"		ROH	NA	4.48	S1_RFHM CUSW_J.JORGE AG	NO	
660426	07/09/2015	ZSCR	551	035-1	0	'050	A2C8216760093	NA	A2C00049324	42				1351	"IC VOLT REG/TLE4250-2G,SPECIAL-SMD"		ROH	NA	67.2	S1_RFHM CUSW_J.JORGE AG	NO	
660426	07/09/2015	ZSCR	551	035-1	0	'050	A2C8216780093	NA	A2C53331174	13				1351	antenna		ROH	NA	23.53	S1_RFHM CUSW_J.JORGE AG	NO	
660426	07/09/2015	ZSCR	551	035-1	0	'050	A2C8016290093	NA	A2C53331174	6				1351	antenna		ROH	NA	10.86	S1_RFHM CUSW_J.JORGE AG	NO	
660427	07/09/2015	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00014889	1				1351	contact spring		ROH	NA	1	S1_RKE FOB CUSW_J.JORGE	NO	
660427	07/09/2015	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00040667	44				1351	"L COIL/-,100nH,100mA,SMD"		ROH	NA	3.52	S1_RKE FOB CUSW_J.JORGE	NO	
660428	07/09/2015	ZSCR	551	035-1	0	'050	A2C3229720093	NA	A2C40007274	1				1351	"T BIP/BC846S,SOT363S-8"		ROH	NA	0.19	S1_IGNM CUSW_J.JORGE AG	NO	
660429	07/09/2015	ZSCR	551	035-1	0	'050	A2C8393050093	NA	A2C00006606	4				1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.04	S1_PASE FOB CUSW_J.JORG	NO	
