No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	APD	Esp	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
660431	07/09/2015	ZSCR	551	035-1	0	'050	A2C7501700093	NA	A2C00022797	44				1351	"12pF,1%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	1.76	S1_CBC_A.ARTURO ARRIETA	NO	
660431	07/09/2015	ZSCR	551	035-1	0	'050	A2C7501700093	NA	A2C00041099	117				1351	"C CER,X7R,470nF,10%,50V,0805,Sn"		ROH	NA	11.7	S1_CBC_A.ARTURO ARRIETA	NO	
660431	07/09/2015	ZSCR	551	035-1	0	'050	A2C7378970693	NA	A2C00045900	1139				1351	"C CER,X7R,470nF,10%,16V,0603,Sn,STANDARD"		ROH	NA	56.95	S1_CBC_A.ARTURO ARRIETA	NO	
660431	07/09/2015	ZSCR	551	035-1	0	'050	A2C7501700093	NA	A2C00045900	579				1351	"C CER,X7R,470nF,10%,16V,0603,Sn,STANDARD"		ROH	NA	28.95	S1_CBC_A.ARTURO ARRIETA	NO	
660431	07/09/2015	ZSCR	551	035-1	0	'050	A2C7378970693	NA	A2C40000993	7				1351	"D ZEN/CZMA27V,27V,225mW,SOT 23"		ROH	NA	2.03	S1_CBC_A.ARTURO ARRIETA	NO	
660431	07/09/2015	ZSCR	551	035-1	0	'050	A2C7501700093	NA	A2C40000993	24				1351	"D ZEN/CZMA27V,27V,225mW,SOT 23"		ROH	NA	6.96	S1_CBC_A.ARTURO ARRIETA	NO	
660431	07/09/2015	ZSCR	551	035-1	0	'050	A2C7378970693	NA	A2C40001448	158				1351	"C CER,X7R,1nF,10%,50V,C0603,Sn"		ROH	NA	3.16	S1_CBC_A.ARTURO ARRIETA	NO	
660432	07/09/2015	ZSCR	551	035-1	0	'050	A2C8216770093	NA	A2C00042049	1				1351	"33nH,420mA,SMD,COIL/LQW18AN33NG00"		ROH	NA	0.28	S1_WK_WD RFHUB_J.JORGE	NO	
660432	07/09/2015	ZSCR	551	035-1	0	'050	A2C8216770093	NA	A2C53331174	7				1351	antenna		ROH	NA	12.67	S1_WK_WD RFHUB_J.JORGE	NO	
660434	07/09/2015	ZSCR	551	035-1	0	'050	A2C7395980193	NA	A2C00006606	55				1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.55	S1_CUSW UF PASE_J.JORGE	NO	
660434	07/09/2015	ZSCR	551	035-1	0	'050	A2C8673320193	NA	A2C00019748	43				1351	"R LIN,2K2,1%,TK100,63mW,0402"		ROH	NA	0.43	S1_CUSW UF PASE_J.JORGE	NO	
660434	07/09/2015	ZSCR	551	035-1	0	'050	A2C7395960193	NA	A2C00026675	87				1351	"9pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	1.74	S1_CUSW UF PASE_J.JORGE	NO	
660434	07/09/2015	ZSCR	551	035-1	0	'050	A2C8673320193	NA	A2C00032099	18				1351	"27pF,1%,50V,C0G,0402,TINNED,CER CAP/RF a"		ROH	NA	0.36	S1_CUSW UF PASE_J.JORGE	NO	
660435	07/09/2015	ZSCR	551	035-1	0	'050	A2C8393040092	NA	A2C00017679	9				1351	Contact spring		ROH	NA	8.01	S1_CUSW UF PASE_J.JORGE	NO	
660435	07/09/2015	ZSCR	551	035-1	0	'050	A2C3813640092	NA	A2C00017679	3				1351	Contact spring		ROH	NA	2.67	S1_CUSW UF PASE_J.JORGE	NO	
660435	07/09/2015	ZSCR	551	035-1	0	'050	A2C7395980192	NA	A2C00017679	1				1351	Contact spring		ROH	NA	0.89	S1_CUSW UF PASE_J.JORGE	NO	
660437	07/09/2015	ZSCR	551	022-2	NA	'015	5WY8846	NA	A2C30889500	1				1222	TOTAL INTEGRATED POWER MODULE MEDIUM	NA	HALB	S.Real	245.13	S1_TIPM MEDIUM_P.PABLO	NO	4993630179
660445	07/09/2015	ZSCR	551	022-2	NA	'050	5WY8018R	NA	A2C00002247	2944				1222	"47nF,10%,100V,X7R,0805,TINNED,CER CAP/"	NA	ROH	NA	147.2	S1_CBC MY15_. (APROBAC	NO	
660445	07/09/2015	ZSCR	551	022-2	NA	'050	5WY7821R	NA	A2C00003753	368				1222	"R LIN,5K1,5%,TK200,100mW,0603"	NA	ROH	NA	3.68	S1_CBC MY15_. (APROBAC	NO	
660445	07/09/2015	ZSCR	551	022-2	NA	'050	A2C53351437T	NA	A2C00023274	736				1222	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"	NA	ROH	NA	132.48	S1_CBC MY15_. (APROBAC	NO	
660455	07/09/2015	ZSCR	551	034-3	NA	'015	A2C37668700	NA	A2C53105128	23	3011	015	 	1343	Contact Spring positive	NA	ROH	NA	7.13	S1_RKE FOB CUSW_. (APR	NO	4993633484
660455	07/09/2015	ZSCR	551	034-3	NA	'015	A2C85886700S	NA	A2C85520000	23	3011	015	 	1343	housing bottom LWR HSG	NA	ROH	NA	62.33	S1_RKE FOB CUSW_. (APR	NO	
660455	07/09/2015	ZSCR	551	034-3	NA	'015	A2C85886700S	NA	A2C85520100	23	3011	015	 	1343	sticker Dodge Jwl	NA	ROH	NA	145.36	S1_RKE FOB CUSW_. (APR	NO	
660457	07/09/2015	ZSCR	551	050-1	NA	'015	A2C85886700S	NA	A2C85519200	12	3011	015	 	1501	housing Upper	NA	ROH	NA	29.28	S1_RKE FOB CUSW_. (APR	NO	
660457	07/09/2015	ZSCR	551	050-1	NA	'015	A2C85886700S	NA	A2C85519600	5	3011	015	 	1501	keypad	NA	ROH	NA	38.3	S1_RKE FOB CUSW_. (APR	NO	
660458	07/09/2015	ZSCR	551	034-3	NA	'015	A2C73753202S	NA	A2C73753202	126				1343	transmitter CHR PASE 433 GV#06 5B	NA	HALB	S.Real	12631.5	S1_PASE FOB CUSW_. (AP	NO	4993630957
660459	07/09/2015	ZSCR	551	042-4	NA	'015	A2C32297200	3	A2C32297200	18				1424	pcb assy IMMO IGNM AT	NA	FERT	NA	1357.92	S1_IGNM CUSW_. (APROBA	NO	4993630002
660460	07/09/2015	ZSCR	551	042-4	NA	'015	A2C37668700	NA	A2C53105128	9	3011	015	 	1424	Contact Spring positive	NA	ROH	NA	2.79	S1_RKE FOB CUSW_. (APR	NO	4993633484
660460	07/09/2015	ZSCR	551	042-4	NA	'015	A2C85886700S	NA	A2C85519600	2	3011	015	 	1424	keypad	NA	ROH	NA	15.32	S1_RKE FOB CUSW_. (APR	NO	
660460	07/09/2015	ZSCR	551	042-4	NA	'015	A2C85886700S	NA	A2C85519800	5	3011	015	 	1424	contact spring Spring	NA	ROH	NA	0.55	S1_RKE FOB CUSW_. (APR	NO	
660461	07/09/2015	ZSCR	551	042-4	NA	'015	5WY7211	NA	A2C00004906	1	3011	015	 	1424	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	1.63	S1_PASE FOB CUSW_. (AP	NO	4993633391
660461	07/09/2015	ZSCR	551	042-4	NA	'015	A2C73753101	NA	A2C73749700	1	3011	015	 	1424	housing cover assy up 4-btn	NA	ROH	NA	12.34	S1_PASE FOB CUSW_. (AP	NO	
660461	07/09/2015	ZSCR	551	042-4	NA	'015	A2C86022501	NA	A2C73750400	1	3011	015	 	1424	housing bottom assy CHR	NA	ROH	NA	8.41	S1_PASE FOB CUSW_. (AP	NO	
660645	07/09/2015	ZSCR	551	034-2	NA	'015	A2C97517901	NA	A2C38081500	4	3011	015	 	1342	FOBIK MAX PCB	NA	ROH	NA	16.2	S1_CUSW UF RFHM_. (APR	NO	
660645	07/09/2015	ZSCR	551	034-2	NA	'015	A2C8730230093	NA	A2C8730230093	4				1342	pcb assy RKE 433 w/oKG Var#4	NA	HALB	S.Real	641.72	S1_CUSW UF RFHM_. (APR	NO	4993630838
660646	07/09/2015	ZSCR	551	034-2	NA	'015	A2C7378970693	NA	A2C7378970693	1				1342	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real	383.32	S1_CBC MY15_. (APROBAC	NO	4993630706
660657	08/09/2015	ZSCR	551	040-3	NA	'050	A2C7501700093	NA	A2C7501700093	1				1403	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	387.52	S1_CBC MY15_. (APROBAC	NO	4993632467
660673	08/09/2015	ZSCR	551	034-2	NA	'050	A2C3229710093	NA	A2C3229710093	8				1342	CUSW PCB ASSY BOT	NA	HALB	S.Real	198.48	S1_RKE FOB CUSW_. (APR	NO	4993630648
660723	08/09/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C86398501	9				1253	housing assy	VUT019664	ROH	NA	70.92	S1_RFHM CUSW_. (APROBA	NO	4993629809
660729	08/09/2015	ZSCR	551	040-4	NA	'015	A2C32291400	NA	A2C00019459	3	3011	050	 	1404	sticker identi spool unprin	NA	ROH	NA	2.25	S1_RFHM CUSW_. (APROBA	NO	4993633460
660729	08/09/2015	ZSCR	551	040-4	NA	'015	A2C32294800S	NA	A2C86398501	3	3011	015	 	1404	housing assy	NA	ROH	NA	23.64	S1_RFHM CUSW_. (APROBA	NO	4993633473
660734	08/09/2015	ZSCR	551	050-1	NA	'015	A2C73789609	NA	A2C73789706	1				1501	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	386.26	S1_CBC MY15_. (APROBAC	NO	4993632973
660736	08/09/2015	ZSCR	551	034-3	NA	'015	68163903AB	NA	A2C73658000	1				1343	module assy BCU TIPM 7Ci MY13	NA	HALB	S.Real	213.22	S1_TIPM MEDIUM_P.PABLO	NO	4993630253
660738	08/09/2015	ZSCR	551	034-3	NA	'015	68163903AB	NA	A2C73658000	2				1343	module assy BCU TIPM 7Ci MY13	NA	HALB	S.Real	426.44	S1_TIPM MEDIUM_P.PABLO	NO	4993630253
661033	08/09/2015	ZSCR	551	034-1	NA	'050	A2C30822000	NA	A2C53428225	4				1341	PCB RIGID MY11 TIPM DV LOGIC PCB	NA	ROH	NA	213.72	S1_TIPM LOGIC_P.PABLO P	NO	
661120	08/09/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C53105128	148				1253	Contact Spring positive	VUT019664	ROH	NA	45.88	S1_PASE FOB CUSW_. (AP	NO	4993629792
661120	08/09/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C73750400	148				1253	housing bottom assy CHR	VUT019664	ROH	NA	1244.68	S1_PASE FOB CUSW_. (AP	NO	4993629792
661120	08/09/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C73750700	148				1253	pad Jewel	VUT019664	ROH	NA	828.8	S1_PASE FOB CUSW_. (AP	NO	4993629792
661120	08/09/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C73751400	148				1253	pad Vent	VUT019664	ROH	NA	189.44	S1_PASE FOB CUSW_. (AP	NO	4993629792
661123	08/09/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C53105128	80				1253	Contact Spring positive	VUT019664	ROH	NA	24.8	S1_PASE FOB CUSW_. (AP	NO	4993629792
661123	08/09/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C73750500	80				1253	housing bottom assy Fiat/Lan	VUT019664	ROH	NA	672.8	S1_PASE FOB CUSW_. (AP	NO	4993629792
661123	08/09/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C73750900	80				1253	pad Jewel Fia	VUT019664	ROH	NA	520.8	S1_PASE FOB CUSW_. (AP	NO	4993629792
661123	08/09/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C73751400	80				1253	pad Vent	VUT019664	ROH	NA	102.4	S1_PASE FOB CUSW_. (AP	NO	4993629792
661124	08/09/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C73749500	120				1253	housing cover assy CHR up 5-btn	VUT019664	ROH	NA	1480.8	S1_PASE FOB CUSW_. (AP	NO	4993629792
661124	08/09/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C73749700	28				1253	housing cover assy up 4-btn	VUT019664	ROH	NA	345.52	S1_PASE FOB CUSW_. (AP	NO	4993629792
661124	08/09/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C74094200	80				1253	"housing cover assy Fiat,3B"	VUT019664	ROH	NA	987.2	S1_PASE FOB CUSW_. (AP	NO	4993629792
661127	08/09/2015	ZSCR	551	030-1	NA	'015	A2C87408101	NA	A2C8216760093	1				1301	pcb assy Top	NA	HALB	S.Real	170.73	S1_WK_WD RFHUB_. (APRO	NO	4993630457
661133	08/09/2015	ZSCR	551	030-1	NA	'015	A2C81624200	NA	A2C8216760093	2				1301	pcb assy Top	NA	HALB	S.Real	341.46	S1_WK_WD RFHUB_. (APRO	NO	4993630457
661138	08/09/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C53105128	477				1253	Contact Spring positive	VUT019664	ROH	NA	147.87	S1_RKE FOB CUSW_. (APR	NO	4993629837
661138	08/09/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C73751400	477				1253	pad Vent	VUT019664	ROH	NA	610.56	S1_RKE FOB CUSW_. (APR	NO	4993629837
661138	08/09/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C85520000	477				1253	housing bottom LWR HSG	VUT019664	ROH	NA	1292.67	S1_RKE FOB CUSW_. (APR	NO	4993629837
661138	08/09/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C85520100	477				1253	sticker Dodge Jwl	VUT019664	ROH	NA	3014.64	S1_RKE FOB CUSW_. (APR	NO	4993629837
661139	08/09/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C00004906	240				1253	"EM OTH BATTERY/CR2032,220mAh,3V"	VUT019664	ROH	NA	391.2	S1_RKE FOB CUSW_. (APR	NO	4993629837
661196	08/09/2015	ZSCR	551	040-1	NA	'050	A2C7365810093	NA	A2C7365810093	2				1401	SUB PCB TOP THD ASSY. PROD MY13	NA	HALB	S.Real	409.94	S1_TIPM MEDIUM_P.PABLO	NO	4993632183
661197	09/09/2015	ZSCR	551	040-3	NA	'050	A2C31231400T	NA	A2C31231400T	1				1403	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	232.52	S1_TIPM LOGIC_P.PABLO P	NO	4993632450
661212	09/09/2015	ZSCR	551	034-2	NA	'050	A2C8016290093	NA	A2C8016290093	1				1342	pcb assy RKE 433 w/oKG Var#3 TOP	NA	HALB	S.Real	118.14	S1_RFHM CUSW_. (APROBA	NO	4993630734
661517	09/09/2015	MB1A	951	025-3	NA	'BLCK	NA	NA	A2C87409103	87				1253	module assy 433 Var #2	VUG020306	HALB	S.Real/AutoBF	16053.24	S1_PASE FOB CUSW_. (AP	NO	**
661614	09/09/2015	ZSCR	551	034-2	NA	'015	A2C82167600	NA	A2C8216760093	1				1342	pcb assy Top	NA	HALB	S.Real	170.73	S1_WK_WD RFHUB_. (APRO	NO	4993630763
661641	10/09/2015	ZSCR	551	034-2	NA	'050	A2C31231400T	NA	A2C31231400T	1				1342	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	232.52	S1_TIPM LOGIC_P.PABLO P	NO	4993630597
661644	10/09/2015	ZSCR	551	034-2	NA	'050	A2C8082790093	NA	A2C8082790093	10				1342	MY12 SPDJB LOOP MODEL C TMI TOP	NA	HALB	S.Real	2358.7	S1_SPDJB_P.PABLO PALMER	NO	4993630741
661645	10/09/2015	ZSCR	551	034-2	NA	'050	A2C7501700093	NA	A2C7501700093	1				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	387.52	S1_CBC MY15_. (APROBAC	NO	4993630721
661646	10/09/2015	ZSCR	551	034-2	NA	'050	A2C7378970693	NA	A2C7378970693	1				1342	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real	383.32	S1_CBC MY15_. (APROBAC	NO	4993630706
661647	10/09/2015	ZSCR	551	040-5	NA	'050	A2C7378970693	NA	A2C7378970693	1				1405	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real	383.32	S1_CBC MY15_. (APROBAC	NO	4993632515
661650	10/09/2015	ZSCR	551	034-2	NA	'050	A2C31231400T	NA	A2C31231400T	2				1342	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	465.04	S1_TIPM LOGIC_P.PABLO P	NO	4993630597
661651	10/09/2015	ZSCR	551	042-4	NA	'015	A2C31231400	NA	A2C31231400	1				1424	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	240.6	S1_TIPM LOGIC_P.PABLO P	NO	4993632936
661654	10/09/2015	ZSCR	551	034-2	NA	'050	A2C31231400	NA	A2C31231400	1				1342	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	240.6	S1_TIPM LOGIC_P.PABLO P	NO	4993632598
661777	10/09/2015	ZSCR	551	042-4	NA	'015	A2C31231400	NA	A2C31231400T	2				1424	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	465.04	S1_TIPM LOGIC_P.PABLO P	NO	4993632524
661794	10/09/2015	ZSCR	551	030-1	NA	'015	A2C31231400	NA	A2C31231400	1				1301	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	240.6	S1_TIPM LOGIC_P.PABLO P	NO	4993632557
661811	10/09/2015	ZSCR	551	030-1	NA	'015	A2C7378970693	NA	A2C7378970693	1				1301	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real	383.32	S1_CBC MY15_. (APROBAC	NO	4993630419
661895	10/09/2015	ZSCR	551	050-1	NA	'015	A2C7395960193	NA	A2C7395960193	47				1501	pcb topSMD CHR UF 4-BTN	NA	HALB	S.Real/AutoBF	1719.26	S1_CUSW UF PASE_. (APR	NO	4993632983
661895	10/09/2015	ZSCR	551	050-1	NA	'015	A2C81625301S	NA	A2C81625301	2				1501	module assy 433	NA	HALB	S.Real/AutoBF	365.36	S1_CUSW UF PASE_. (APR	NO	4993632994
661933	10/09/2015	ZSCR	551	034-2	NA	'050	A2C31229100	NA	A2C53428225	2				1342	PCB RIGID MY11 TIPM DV LOGIC PCB	NA	ROH	NA	106.86	S1_TIPM LOGIC_P.PABLO P	NO	
661964	10/09/2015	ZSCR	551	034-2	NA	'015	A2C80863400	NA	A2C80863400	1				1342	MY12 SPDJB LOOP MODEL A TMI	NA	HALB	S.Real/AutoBF	215.14	S1_SPDJB_P.PABLO PALMER	NO	4993632759
661968	10/09/2015	ZSCR	551	042-4	NA	'015	A2C31231400	NA	A2C31231400	1				1424	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	240.6	S1_TIPM LOGIC_P.PABLO P	NO	4993632936
661975	11/09/2015	ZSCR	551	040-1	NA	'050	A2C31231400T	NA	A2C31231400T	2				1401	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	465.04	S1_TIPM LOGIC_P.PABLO P	NO	4993632174
661976	11/09/2015	ZSCR	551	034-2	NA	'050	A2C31231400	NA	A2C31231400	1				1342	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	240.6	S1_TIPM LOGIC_P.PABLO P	NO	4993632598
661977	11/09/2015	ZSCR	551	042-4	NA	'050	A2C31231400	NA	A2C31231400	1				1424	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	240.6	S1_TIPM LOGIC_P.PABLO P	NO	4993632936
661979	11/09/2015	ZSCR	551	034-2	NA	'050	A2C7501700093	NA	A2C7501700093	1				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	387.52	S1_CBC MY15_. (APROBAC	NO	4993630721
661983	11/09/2015	ZSCR	551	040-2	NA	'050	A2C31231400T	NA	A2C31231400T	2				1402	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	465.04	S1_TIPM LOGIC_P.PABLO P	NO	4993632377
661984	11/09/2015	ZSCR	551	034-2	NA	'015	A2C31231400	NA	A2C31231400	1				1342	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	240.6	S1_TIPM LOGIC_P.PABLO P	NO	4993632598
661985	11/09/2015	ZSCR	551	034-2	NA	'050	A2C31231400T	NA	A2C31231400T	1				1342	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	232.52	S1_TIPM LOGIC_P.PABLO P	NO	4993630597
661986	11/09/2015	ZSCR	551	042-4	NA	'015	A2C31231400	NA	A2C31231400	7				1424	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	1684.2	S1_TIPM LOGIC_P.PABLO P	NO	4993632936
661987	11/09/2015	ZSCR	551	042-4	NA	'015	A2C31231400	NA	A2C31231400	1				1424	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	240.6	S1_TIPM LOGIC_P.PABLO P	NO	4993632936
661988	11/09/2015	ZSCR	551	034-2	NA	'050	A2C31231400T	NA	A2C31231400T	1				1342	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	232.52	S1_TIPM LOGIC_P.PABLO P	NO	4993630597
661989	11/09/2015	ZSCR	551	042-4	NA	'015	A2C31231400	NA	A2C31231400	1				1424	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	240.6	S1_TIPM LOGIC_P.PABLO P	NO	4993632936
661990	11/09/2015	ZSCR	551	042-4	NA	'015	A2C31231400	NA	A2C31231400	1				1424	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	240.6	S1_TIPM LOGIC_P.PABLO P	NO	4993632936
661991	11/09/2015	ZSCR	551	034-2	NA	'050	A2C31231400T	NA	A2C31231400T	2				1342	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	465.04	S1_TIPM LOGIC_P.PABLO P	NO	4993630597
661992	11/09/2015	ZSCR	551	040-1	NA	'050	A2C31231400T	NA	A2C31231400T	1				1401	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	232.52	S1_TIPM LOGIC_P.PABLO P	NO	4993632174
661993	11/09/2015	ZSCR	551	034-2	NA	'015	A2C31231400	NA	A2C31231400	1				1342	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	240.6	S1_TIPM LOGIC_P.PABLO P	NO	4993632598
661994	11/09/2015	ZSCR	551	034-2	NA	'015	A2C80863400	NA	A2C80863400	1				1342	MY12 SPDJB LOOP MODEL A TMI	NA	HALB	S.Real/AutoBF	215.14	S1_SPDJB_P.PABLO PALMER	NO	4993632759
662151	11/09/2015	ZSCR	551	034-2	NA	'015	A2C73789609	NA	A2C73789706	2				1342	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	772.52	S1_CBC MY15_. (APROBAC	NO	4993632610
662154	11/09/2015	ZSCR	551	042-4	NA	'015	A2C73789609	NA	A2C73789706	2				1424	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	772.52	S1_CBC MY15_. (APROBAC	NO	4993632946
662157	11/09/2015	ZSCR	551	042-4	NA	'015	A2C73789609	NA	A2C73789706	3				1424	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	1158.78	S1_CBC MY15_. (APROBAC	NO	4993632946
662160	11/09/2015	ZSCR	551	042-4	NA	'015	A2C73601801	NA	A2C73637100	3	3011	015	 	1424	"HOUSING, UPPER CBC"	NA	ROH	NA	73.23	S1_CBC MY15_. (APROBAC	NO	
662160	11/09/2015	ZSCR	551	042-4	NA	'015	A2C73637001	NA	A2C73742400	3	3011	015	 	1424	TYPE LABEL UNPRINTED	NA	ROH	NA	0.36	S1_CBC MY15_. (APROBAC	NO	
662208	11/09/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C40007018	560				1253	"C CER,C0G,22pF,5%,50V,0402,-"	VUG020046	ROH	NA	5.6	S1_WK_WD RFHUB_. (APRO	NO	stock
662215	11/09/2015	ZSCR	551	040-1	NA	'015	4692315AI	NA	A2C33278700	4				1401	module assy BCU BUX LOG	NA	HALB	S.Real	963.68	S1_TIPM LOGIC_P.PABLO P	NO	4993630278
662216	11/09/2015	ZSCR	551	034-2	NA	'015	4692318AJ	NA	A2C33278700	1				1342	module assy BCU BUX LOG	NA	HALB	S.Real	240.92	S1_TIPM LOGIC_P.PABLO P	NO	4993630241
662217	11/09/2015	ZSCR	551	040-3	NA	'015	A2C33278700	NA	A2C33278700	1				1403	module assy BCU BUX LOG	NA	HALB	S.Real	240.92	S1_TIPM LOGIC_P.PABLO P	NO	4993630308
662228	11/09/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C86398501	1				1253	housing assy	VUT019664	ROH	NA	7.88	S1_WK_WD RFHUB_. (APRO	NO	4993629863
662230	11/09/2015	MB1A	951	064-2	NA	'015	NA	NA	A2C86398501	6				1642	housing assy	NA	ROH	NA	47.28	S1_WK_WD RFHUB_. (APRO	NO	4993629877
662238	11/09/2015	ZSCR	551	040-3	NA	'015	5WY7211	NA	A2C00004906	2	3011	015	 	1403	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	3.26	S1_PASE FOB CUSW_. (AP	NO	4993633391
662238	11/09/2015	ZSCR	551	040-3	NA	'015	A2C37668700	NA	A2C53105128	5	3011	015	 	1403	Contact Spring positive	NA	ROH	NA	1.55	S1_PASE FOB CUSW_. (AP	NO	4993633484
662238	11/09/2015	ZSCR	551	040-3	NA	'015	A2C73752901	NA	A2C73751200	1	3011	015	 	1403	key latch	NA	ROH	NA	2.17	S1_PASE FOB CUSW_. (AP	NO	
662240	11/09/2015	ZSCR	551	042-4	NA	'015	A2C85886800S	NA	A2C85519500	1	3011	015	 	1424	keypad	NA	ROH	NA	7.6	S1_RKE FOB CUSW_. (APR	NO	
662241	11/09/2015	ZSCR	551	042-4	NA	'015	5WY7211	NA	A2C00004906	6	3011	015	 	1424	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	9.78	S1_PASE FOB CUSW_. (AP	NO	4993633391
662243	11/09/2015	ZSCR	551	040-4	NA	'015	5WY7211	NA	A2C00004906	12	3011	015	 	1404	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	19.56	S1_PASE FOB CUSW_. (AP	NO	4993633391
662243	11/09/2015	ZSCR	551	040-4	NA	'015	A2C86022600	NA	A2C73749500	12	3011	015	 	1404	housing cover assy CHR up 5-btn	NA	ROH	NA	148.08	S1_PASE FOB CUSW_. (AP	NO	
662243	11/09/2015	ZSCR	551	040-4	NA	'015	A2C86022501	NA	A2C73750400	12	3011	015	 	1404	housing bottom assy CHR	NA	ROH	NA	100.92	S1_PASE FOB CUSW_. (AP	NO	
662243	11/09/2015	ZSCR	551	040-4	NA	'015	A2C86022601	NA	A2C73750700	12	3011	015	 	1404	pad Jewel	NA	ROH	NA	67.2	S1_PASE FOB CUSW_. (AP	NO	
662243	11/09/2015	ZSCR	551	040-4	NA	'015	A2C74094300S	NA	A2C73751400	12	3011	015	 	1404	pad Vent	NA	ROH	NA	15.36	S1_PASE FOB CUSW_. (AP	NO	
662244	11/09/2015	ZSCR	551	040-1	NA	'015	A2C73789609	NA	A2C73789706	1				1401	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	386.26	S1_CBC MY15_. (APROBAC	NO	4993632868
662248	11/09/2015	ZSCR	551	034-3	NA	'015	68163903AB	NA	A2C73658000	2				1343	module assy BCU TIPM 7Ci MY13	NA	HALB	S.Real	426.44	S1_TIPM MEDIUM_P.PABLO	NO	4993630253
