No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
156248	5/16/2012	ZSCR	551	035-1	0	A2C53211240A	NA	A2C00005654	10	1351	"33nF,10%,16V,X7R,0603,TINNED,CER CAP/ ++"		ROH	NA	0.2	ES_SID903_NA	NO	
156248	5/16/2012	ZSCR	551	035-1	0	A2C53211240A	NA	A2C00005654	10	1351	"33nF,10%,16V,X7R,0603,TINNED,CER CAP/ ++"		ROH	NA	0.2	ES_SID903_NA	NO	
156249	5/16/2012	ZSCR	551	035-1	0	A2C53344552A	NA	A2C00007122	1300	1351	"R LIN,20K,1%,TK100,100mW,0603"		ROH	NA	13	ES_SID904_HERIBERTO SAN	NO	
156249	5/16/2012	ZSCR	551	035-1	0	A2C53344552A	NA	A2C00007122	1300	1351	"R LIN,20K,1%,TK100,100mW,0603"		ROH	NA	13	ES_SID904_HERIBERTO SAN	NO	
156250	5/16/2012	ZSCR	551	035-1	0	A2C53331467B	NA	A2C00034367	12	1351	"ATIC92, HSOP36, 12V, OCTAL LOW SIDE DRIV"		ROH	NA	315.12	ES_SID908_HERIBERTO SAN	NO	
156250	5/16/2012	ZSCR	551	035-1	0	A2C53331467B	NA	A2C00034367	12	1351	"ATIC92, HSOP36, 12V, OCTAL LOW SIDE DRIV"		ROH	NA	315.12	ES_SID908_HERIBERTO SAN	NO	
156251	5/16/2012	ZSCR	551	035-1	0	A2C31624600B	NA	A2C00016944	1	1351	"2M,5%,TK200,63mW,0603,LIN RES/"		ROH	NA	0.01	ES_V8 V10_ALVARO MEDINA	NO	
156251	5/16/2012	ZSCR	551	035-1	0	A2C31624600B	NA	A2C00016944	1	1351	"2M,5%,TK200,63mW,0603,LIN RES/"		ROH	NA	0.01	ES_V8 V10_ALVARO MEDINA	NO	
156252	5/16/2012	ZSCR	551	035-1	0	A2C31624600T	NA	A2C00024400	12	1351	"22uF,10%,16V,SMD,TA,ELEC CAP/593D226X901"		ROH	NA	11.88	ES_V8 V10_ALVARO MEDINA	NO	
156252	5/16/2012	ZSCR	551	035-1	0	A2C31624500T	NA	A2C00024400	19	1351	"22uF,10%,16V,SMD,TA,ELEC CAP/593D226X901"		ROH	NA	18.81	ES_V8 V10_ALVARO MEDINA	NO	
156252	5/16/2012	ZSCR	551	035-1	0	A2C31624600T	NA	A2C00024400	12	1351	"22uF,10%,16V,SMD,TA,ELEC CAP/593D226X901"		ROH	NA	11.88	ES_V8 V10_ALVARO MEDINA	NO	
156252	5/16/2012	ZSCR	551	035-1	0	A2C31624500T	NA	A2C00024400	19	1351	"22uF,10%,16V,SMD,TA,ELEC CAP/593D226X901"		ROH	NA	18.81	ES_V8 V10_ALVARO MEDINA	NO	
156255	5/16/2012	ZSCR	551	035-1	0	A2C53309208A	NA	A2C00003707	6	1351	"R LIN,27K,5%,TK200,100mW,0603"		ROH	NA	0.06	OES_OTIS SID 902_OSCAR	NO	
156255	5/16/2012	ZSCR	551	035-1	0	A2C53309208A	NA	A2C00003707	6	1351	"R LIN,27K,5%,TK200,100mW,0603"		ROH	NA	0.06	OES_OTIS SID 902_OSCAR	NO	
156255	5/16/2012	ZSCR	551	035-1	0	A2C53309208A	NA	A2C00010093	1	1351	"1,PNP,NORMAL,500mA,300V,SOT223,BIP/PZTA9"		ROH	NA	0.81	OES_OTIS SID 902_OSCAR	NO	
156255	5/16/2012	ZSCR	551	035-1	0	A2C53309208A	NA	A2C00010093	1	1351	"1,PNP,NORMAL,500mA,300V,SOT223,BIP/PZTA9"		ROH	NA	0.81	OES_OTIS SID 902_OSCAR	NO	
156255	5/16/2012	ZSCR	551	035-1	0	A2C53309208B	NA	A2C00017148	96	1351	"47R,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.96	OES_OTIS SID 902_OSCAR	NO	
156255	5/16/2012	ZSCR	551	035-1	0	A2C53309208A	NA	A2C00017148	76	1351	"47R,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.76	OES_OTIS SID 902_OSCAR	NO	
156255	5/16/2012	ZSCR	551	035-1	0	A2C53309208B	NA	A2C00017148	96	1351	"47R,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.96	OES_OTIS SID 902_OSCAR	NO	
156255	5/16/2012	ZSCR	551	035-1	0	A2C53309208A	NA	A2C00017148	76	1351	"47R,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.76	OES_OTIS SID 902_OSCAR	NO	
156255	5/16/2012	ZSCR	551	035-1	0	A2C53309208A	NA	A2C00041636	56	1351	"MPC563MZP66R2, 66MHZ, GREEN OAK rev. B ("		ROH	NA	9400.72	OES_OTIS SID 902_OSCAR	NO	
156255	5/16/2012	ZSCR	551	035-1	0	A2C53309208A	NA	A2C00041636	56	1351	"MPC563MZP66R2, 66MHZ, GREEN OAK rev. B ("		ROH	NA	9400.72	OES_OTIS SID 902_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602A	NA	6561672029	2	1351	OP. AMPLIFIER ICS / LMC6036		ROH	NA	14.18	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602A	NA	6561672029	2	1351	OP. AMPLIFIER ICS / LMC6036		ROH	NA	14.18	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602B	NA	6571672056	4	1351	OTHER ICS / LM9040M / INTERFA		ROH	NA	107.72	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602B	NA	6571672056	4	1351	OTHER ICS / LM9040M / INTERFA		ROH	NA	107.72	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602B	NA	6576362038	2	1351	"33PF,5%,50V,NPO,0805,NISN,CER"		ROH	NA	0.1	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602B	NA	6576362038	2	1351	"33PF,5%,50V,NPO,0805,NISN,CER"		ROH	NA	0.1	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602A	NA	6588672008	1	1351	"IC, LM9011, SO28"		ROH	NA	40.95	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602A	NA	6588672008	1	1351	"IC, LM9011, SO28"		ROH	NA	40.95	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602A	NA	6591672052	2	1351	"4.9V,0V,50MA,VOLT REG/LM2936"		ROH	NA	12.62	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602A	NA	6591672052	2	1351	"4.9V,0V,50MA,VOLT REG/LM2936"		ROH	NA	12.62	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602A	NA	6592312023	5	1351	"100V,2A,SMB, FAST DIODES RECTI"		ROH	NA	2.5	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602A	NA	6592312023	5	1351	"100V,2A,SMB, FAST DIODES RECTI"		ROH	NA	2.5	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602A	NA	6592312059	1	1351	"40V,250MA,DOUBLE,SCHOTTKY,RECT"		ROH	NA	0.27	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602A	NA	6592312059	1	1351	"40V,250MA,DOUBLE,SCHOTTKY,RECT"		ROH	NA	0.27	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602A	NA	6592362025	56	1351	"QUARTZES / 4MHZ/0,5%/"		ROH	NA	98.56	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602A	NA	6592362025	56	1351	"QUARTZES / 4MHZ/0,5%/"		ROH	NA	98.56	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602A	NA	6593672062	25	1351	CUSTOM ICS / TY93065D		ROH	NA	102.75	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602A	NA	6593672062	25	1351	CUSTOM ICS / TY93065D		ROH	NA	102.75	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602A	NA	6594392018	1	1351	"3.3UF,10%,35V,SMD,TA,ELEC CAP/"		ROH	NA	1	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602A	NA	6594392018	1	1351	"3.3UF,10%,35V,SMD,TA,ELEC CAP/"		ROH	NA	1	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602A	NA	9151243	2	1351	"51K,5%,TK250,125MW,0805,FIX RE"		ROH	NA	0.02	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602A	NA	9151243	2	1351	"51K,5%,TK250,125MW,0805,FIX RE"		ROH	NA	0.02	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602B	NA	9151252	1	1351	"110K,5%,TK250,125MW,0805,FIX R"		ROH	NA	0.02	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602B	NA	9151252	1	1351	"110K,5%,TK250,125MW,0805,FIX R"		ROH	NA	0.02	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602A	NA	9153195	1	1351	"20R,5%,TK250,250MW,1206,FIX R"		ROH	NA	0.02	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602A	NA	9153195	1	1351	"20R,5%,TK250,250MW,1206,FIX R"		ROH	NA	0.02	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602B	NA	9166538	1	1351	"2K43,1%,TK100,125MW,0805,FIX R"		ROH	NA	0.02	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602B	NA	9166538	1	1351	"2K43,1%,TK100,125MW,0805,FIX R"		ROH	NA	0.02	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602B	NA	9166551	2	1351	"3K32,1%,TK100,125MW,0805,FIX R"		ROH	NA	0.02	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602B	NA	9166551	2	1351	"3K32,1%,TK100,125MW,0805,FIX R"		ROH	NA	0.02	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602B	NA	9166569	1	1351	"5K11,1%,TK100,125MW,0805,FIX R"		ROH	NA	0.02	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602B	NA	9166569	1	1351	"5K11,1%,TK100,125MW,0805,FIX R"		ROH	NA	0.02	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602B	NA	9166573	1	1351	"5K62,1%,TK100,125MW,0805,FIX R"		ROH	NA	0.02	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602B	NA	9166573	1	1351	"5K62,1%,TK100,125MW,0805,FIX R"		ROH	NA	0.02	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602A	NA	9166649	25	1351	"31K6,1%,TK100,125MW,0805,FIX R"		ROH	NA	0.5	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602A	NA	9166649	25	1351	"31K6,1%,TK100,125MW,0805,FIX R"		ROH	NA	0.5	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602A	NA	9166651	1	1351	"33K2,1%,TK100,125MW,0805,FIX R"		ROH	NA	0.02	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602A	NA	9166651	1	1351	"33K2,1%,TK100,125MW,0805,FIX R"		ROH	NA	0.02	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602B	NA	9166684	3	1351	"73K2,1%,TK100,125MW,0805,FIX R"		ROH	NA	0.12	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602B	NA	9166684	3	1351	"73K2,1%,TK100,125MW,0805,FIX R"		ROH	NA	0.12	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602A	NA	9166709	3	1351	"121K,1%,TK100,125MW,0805,FIX R"		ROH	NA	4.17	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602A	NA	9166709	3	1351	"121K,1%,TK100,125MW,0805,FIX R"		ROH	NA	4.17	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602A	NA	A2C00002040	5	1351	"22nF,10%,50V,X7R,0805,TINNED,CER CAP/++"		ROH	NA	0.25	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602A	NA	A2C00002040	5	1351	"22nF,10%,50V,X7R,0805,TINNED,CER CAP/++"		ROH	NA	0.25	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602A	NA	A2C00019507	17	1351	"FLASH,4MBit,256Kx16,80ns,PSOP44,-40C,125"		ROH	NA	1301.01	OES_PREMIUM V PCM_OSCAR	NO	
156256	5/16/2012	ZSCR	551	035-1	0	6577247602A	NA	A2C00019507	17	1351	"FLASH,4MBit,256Kx16,80ns,PSOP44,-40C,125"		ROH	NA	1301.01	OES_PREMIUM V PCM_OSCAR	NO	
156412	5/17/2012	ZSCR	551	030-1	NA	5WY8906	NA	A2C53390573	3	1301	laminated PCB FOR MY10 V8/V	NA	ROH	NA	264.33	ES_V8 V10_ALVARO MEDINA	NO	
156414	5/17/2012	ZSCR	551	030-1	NA	5WY8904	NA	A2C53390573	1	1301	laminated PCB FOR MY10 V8/V	NA	ROH	NA	88.11	ES_V8 V10_ALVARO MEDINA	NO	
156417	5/17/2012	ZSCR	551	030-1	NA	5WY8906	NA	A2C53390573	3	1301	laminated PCB FOR MY10 V8/V	NA	ROH	NA	264.33	ES_V8 V10_ALVARO MEDINA	NO	
156433	5/17/2012	ZSCR	551	040-5	NA	A2C31624100T	NA	A2C31624100T	1	1405	circuit board assy FOR MY10 V8/V	NA	HALB	S.Real	811.13	ES_V8 V10_ALVARO MEDINA	NO	
156436	5/17/2012	ZSCR	551	040-3	NA	A2C31624600B	NA	A2C31624600B	1	1403	circuit board assy FOR MY10 V8/V	NA	HALB	S.Real/AutoBF	385.47	ES_V8 V10_ALVARO MEDINA	NO	
156441	5/17/2012	ZSCR	551	050-1	NA	A2C53344552A	NA	A2C53344552A	1	1501	SID904 SUB-ENS SMD MB LADO A MY2010	NA	HALB	S.Real	985.16	ES_SID904_HERIBERTO SAN	NO	
156536	5/17/2012	MB1A	551	012-1	B30301-02412	NA	NA	A2C53390573	1	1121	laminated PCB FOR MY10 V8/V	QN410083206	ROH	NA	88.11	ES_V8 V10_ALVARO MEDINA	NO	
156583	5/17/2012	ZSCR	551	022-2	NA	5WY7050	NA	A2C53180257	7	1222	PCB MAINBOARD NAV RE CEC1 RD7	NA	ROH	NA	961.1	ES_CEC_NORA ANCHONDO (A	NO	
156825	5/18/2012	ZSCR	551	030-1	NA	5WY8768	NA	A2C53324698	3	1301	pcb panel multiple 3-up	NA	ROH	NA	99.27	ES_B299_ARTURO NERI-LOZ	NO	
156829	5/18/2012	ZSCR	551	030-1	NA	A2C3286590093	NA	A2C3286590093	1	1301	pcb assy EMS2205 TOP	NA	HALB	S.Real	344.34	ES_B299_ARTURO NERI-LOZ	NO	
156830	5/18/2012	ZSCR	551	030-1	NA	A2C53344552B	NA	A2C53344552B	1	1301	SID904 SUB-ENS SMD MB LADO B MY2010	NA	HALB	S.Real/AutoBF	274.62	ES_SID904_HERIBERTO SAN	NO	
156852	5/18/2012	ZSCR	551	034-8	NA	5WY7050	NA	A2C53180257	5	1348	PCB MAINBOARD NAV RE CEC1 RD7	NA	ROH	NA	686.5	ES_CEC_NORA ANCHONDO (A	NO	
156853	5/18/2012	ZSCR	551	040-5	NA	6521037631A	NA	6521037631A	1	1405	Subens SMD MB IDM2 PV3.0	NA	HALB	S.Real	341.84	ES_IDM_NORA ANCHONDO (A	NO	
156855	5/18/2012	ZSCR	551	030-1	NA	6521037631A	NA	6521037631A	1	1301	Subens SMD MB IDM2 PV3.0	NA	HALB	S.Real	341.84	ES_IDM_NORA ANCHONDO (A	NO	
156856	5/18/2012	ZSCR	551	030-1	NA	A2C53331468A	NA	A2C53331468A	1	1301	SID908 Powerboard Side A	NA	HALB	S.Real	333.42	ES_SID908_HERIBERTO SAN	NO	
156864	5/18/2012	ZSCR	551	030-1	NA	A2C53331467A	NA	A2C53331467A	1	1301	SID908 Mainboard side A	NA	HALB	S.Real	787.72	ES_SID908_HERIBERTO SAN	NO	
157062	5/19/2012	ZSCR	551	030-1	NA	5WY8905	NA	A2C31624300B	2	1301	circuit board assy FOR MY10 V8/V	NA	HALB	S.Real/AutoBF	773.2	ES_V8 V10_ALVARO MEDINA	NO	4958363582
157065	5/19/2012	ZSCR	551	030-1	NA	A2C53344552A	NA	A2C53344552A	1	1301	SID904 SUB-ENS SMD MB LADO A MY2010	NA	HALB	S.Real	985.16	ES_SID904_HERIBERTO SAN	NO	
157070	5/19/2012	ZSCR	551	042-4	NA	A2C31624100T	NA	A2C31624100T	1	1424	circuit board assy FOR MY10 V8/V	NA	HALB	S.Real	811.13	ES_V8 V10_ALVARO MEDINA	NO	
157440	5/20/2012	ZSCR	551	030-1	NA	A2C31624400T	NA	A2C31624400T	1	1301	circuit board assy FOR MY10 V8/V	NA	HALB	S.Real	826.25	ES_V8 V10_ALVARO MEDINA	NO	
157442	5/20/2012	ZSCR	551	042-4	NA	A2C31624400T	NA	A2C31624400T	1	1424	circuit board assy FOR MY10 V8/V	NA	HALB	S.Real	826.25	ES_V8 V10_ALVARO MEDINA	NO	
157443	5/20/2012	ZSCR	551	030-1	NA	A2C31623800	NA	A2C31623800	1	1301	engine control el	NA	HALB	S.Real/AutoBF	1060.39	ES_V8 V10_ALVARO MEDINA	NO	4958363531
157447	5/20/2012	ZSCR	551	040-1	NA	A2C3286590093	NA	A2C3286590093	1	1401	pcb assy EMS2205 TOP	NA	HALB	S.Real	344.34	ES_B299_ARTURO NERI-LOZ	NO	
157457	5/20/2012	ZSCR	551	030-1	NA	A2C3286560093	NA	A2C3286560093	1	1301	pcb assy EMS2205 TOP	NA	HALB	S.Real	344.34	ES_B299_ARTURO NERI-LOZ	NO	
157857	5/20/2012	ZSCR	551	035-1	0	A2C3286590093	NA	A2C00035217	58	1351	"1,OP AMP,0Hz,5 PINS SOT23,OP-COMP/AD8515"		ROH	NA	81.78	ES_B299_NA	NO	
157857	5/20/2012	ZSCR	551	035-1	0	A2C3286590092	NA	A2C00043451	115	1351	"ATIC91,5V,400mA,STEP DOWN,QFN-44,VOLT RE"		ROH	NA	2188.45	ES_B299_NA	NO	
157858	5/20/2012	ZSCR	551	035-1	0	A2C3286590092	NA	A2C00043451	9	1351	"ATIC91,5V,400mA,STEP DOWN,QFN-44,VOLT RE"		ROH	NA	171.27	ES_B299_NA	NO	
157859	5/20/2012	ZSCR	551	035-1	0	6521037631A	NA	6591602027	3	1351	TRANSISTOR DIGITAL		ROH	NA	0.27	ES_IDM_NA	NO	
157859	5/20/2012	ZSCR	551	035-1	0	6521037632A	NA	9166667	1	1351	"LT0.25W,1/8W THICK FILMRESISTO"		ROH	NA	0.02	ES_IDM_NA	NO	
157859	5/20/2012	ZSCR	551	035-1	0	6521037631A	NA	A2C00020866	4	1351	"10nF,10%,50V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.12	ES_IDM_NA	NO	
157860	5/20/2012	ZSCR	551	035-1	0	6521037631A	NA	2576322069	3	1351	"1UF,10%,16V,SMD,TA,ELEC CAP/"		ROH	NA	1.14	ES_IDM_NA	NO	
157860	5/20/2012	ZSCR	551	035-1	0	6521037631A	NA	6531352039	42	1351	"GT0.25W,1W METAL-RESISTOR 1%,0"		ROH	NA	48.72	ES_IDM_NA	NO	
157860	5/20/2012	ZSCR	551	035-1	0	6521037631A	NA	6551672038	73	1351	"75XX74,DUAL D FLIPFLOP PRESET"		ROH	NA	32.85	ES_IDM_NA	NO	
157860	5/20/2012	ZSCR	551	035-1	0	6521037631A	NA	6576322093	16	1351	"10UF,10%,16V,SMD,TA,ELEC CAP/"		ROH	NA	15.68	ES_IDM_NA	NO	
157860	5/20/2012	ZSCR	551	035-1	0	6521037631A	NA	6576672021	11	1351	COMPARATOR ICS / LM2901______		ROH	NA	23.21	ES_IDM_NA	NO	
157860	5/20/2012	ZSCR	551	035-1	0	6521037631A	NA	6577672042	5	1351	"74XX4538,DUAL RETRIG MONO MULT"		ROH	NA	5.75	ES_IDM_NA	NO	
157860	5/20/2012	ZSCR	551	035-1	0	6521037631A	NA	6591602027	5	1351	TRANSISTOR DIGITAL		ROH	NA	0.45	ES_IDM_NA	NO	
157861	5/20/2012	ZSCR	551	035-1	0	A2C53389534B	NA	A2C00004714	2	1351	"1,0V,0Ohm,SOP20,GENERAL PURPOSE,-,SMART"		ROH	NA	18.28	ES_M3C_NA	NO	
157865	5/20/2012	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00010447	30	1351	"4K7,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.3	ES_V8 V10_NA	NO	
157866	5/20/2012	ZSCR	551	035-1	0	A2C31624100T	NA	A2C00002186	220	1351	"1nF,10%,200V,X7R,0805,TINNED,CER CAP/"		ROH	NA	17.6	ES_V8 V10_NA	NO	
157866	5/20/2012	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00002186	572	1351	"1nF,10%,200V,X7R,0805,TINNED,CER CAP/"		ROH	NA	45.76	ES_V8 V10_NA	NO	
158099	5/21/2012	ZSCR	551	030-1	NA	5WY8906	NA	A2C53390573	2	1301	laminated PCB FOR MY10 V8/V	NA	ROH	NA	176.22	ES_V8 V10_ALVARO MEDINA	NO	
158141	5/21/2012	ZSCR	551	040-1	NA	A2C31624100T	NA	A2C31624100T	1	1401	circuit board assy FOR MY10 V8/V	NA	HALB	S.Real	811.13	ES_V8 V10_ALVARO MEDINA	NO	
158144	5/21/2012	ZSCR	551	030-1	NA	A2C53377096B	NA	A2C53377096B	1	1301	Rot.D.M3C.PCB circuit board assy BOT	NA	HALB	S.Real	148.22	ES_M3C_ARTURO NERI-LOZA	NO	
158190	5/21/2012	ZSCR	551	030-1	NA	A2C3286560092	NA	A2C3286560092	3	1301	pcb assy EMS2205 BOT	NA	HALB	S.Real/AutoBF	549.96	ES_B299_ARTURO NERI-LOZ	NO	
158192	5/21/2012	ZSCR	551	030-1	NA	6578527602A	NA	A2C53411640	1	1301	pcb MIGRATION R	NA	ROH	NA	107.7	ES_B299_ARTURO NERI-LOZ	NO	
158194	5/21/2012	ZSCR	551	030-1	NA	A2C3286560093	NA	A2C3286560093	3	1301	pcb assy EMS2205 TOP	NA	HALB	S.Real	1033.02	ES_B299_ARTURO NERI-LOZ	NO	
158197	5/21/2012	ZSCR	551	040-1	NA	A2C3286590093	NA	A2C3286590093	1	1401	pcb assy EMS2205 TOP	NA	HALB	S.Real	344.34	ES_B299_ARTURO NERI-LOZ	NO	
158198	5/21/2012	ZSCR	551	040-5	NA	A2C3286560093	NA	A2C3286560093	1	1405	pcb assy EMS2205 TOP	NA	HALB	S.Real	344.34	ES_B299_ARTURO NERI-LOZ	NO	
158201	5/21/2012	ZSCR	551	050-1	NA	A2C3286560093	NA	A2C3286560093	3	1501	pcb assy EMS2205 TOP	NA	HALB	S.Real	1033.02	ES_B299_ARTURO NERI-LOZ	NO	
158235	5/21/2012	ZSCR	551	040-5	NA	A2C3286560093	NA	A2C3286560093	1	1405	pcb assy EMS2205 TOP	NA	HALB	S.Real	344.34	ES_B299_ARTURO NERI-LOZ	NO	
158238	5/21/2012	ZSCR	551	040-3	NA	A2C53434573B	NA	A2C53434573B	23	1403	SUB SMD NVLD II SMART BMW LADO BOTTOM	NA	HALB	S.Real	725.65	S&A_NVLD_ARTURO NERI-LO	NO	
158244	5/21/2012	ZSCR	551	030-1	NA	A2C31624400B	NA	A2C31624400B	1	1301	circuit board assy FOR MY10 V8/V	NA	HALB	S.Real/AutoBF	386.5	ES_V8 V10_ALVARO MEDINA	NO	4958363892
158247	5/21/2012	ZSCR	551	030-1	NA	A2C31624400B	NA	A2C31624400B	2	1301	circuit board assy FOR MY10 V8/V	NA	HALB	S.Real/AutoBF	773	ES_V8 V10_ALVARO MEDINA	NO	4958363892
158249	5/21/2012	ZSCR	551	030-1	NA	A2C31624400B	NA	A2C31624400B	1	1301	circuit board assy FOR MY10 V8/V	NA	HALB	S.Real/AutoBF	386.5	ES_V8 V10_ALVARO MEDINA	NO	4958363892
158252	5/21/2012	ZSCR	551	030-1	NA	A2C31624300T	NA	A2C31624300T	1	1301	circuit board assy FOR MY10 V8/V	NA	HALB	S.Real	865.21	ES_V8 V10_ALVARO MEDINA	NO	
158254	5/21/2012	ZSCR	551	040-5	NA	A2C31624400T	NA	A2C31624400T	1	1405	circuit board assy FOR MY10 V8/V	NA	HALB	S.Real	826.25	ES_V8 V10_ALVARO MEDINA	NO	
158258	5/21/2012	ZSCR	551	030-1	NA	A2C3286560093	NA	A2C3286560093	1	1301	pcb assy EMS2205 TOP	NA	HALB	S.Real	344.34	ES_B299_ARTURO NERI-LOZ	NO	
158262	5/21/2012	ZSCR	551	040-3	NA	A2C53377096T	NA	A2C53377096T	1	1403	Rot.D.M3C.PCB circuit board assy TOP	NA	HALB	S.Real/AutoBF	34.8	ES_M3C_ARTURO NERI-LOZA	NO	
158266	5/21/2012	ZSCR	551	040-5	NA	A2C53377096B	NA	A2C53377096B	1	1405	Rot.D.M3C.PCB circuit board assy BOT	NA	HALB	S.Real	148.22	ES_M3C_ARTURO NERI-LOZA	NO	
158271	5/21/2012	ZSCR	551	040-5	NA	A2C31623500	NA	A2C31623500	1	1405	engine control el	NA	HALB	S.Real/AutoBF	1042.21	ES_V8 V10_ALVARO MEDINA	NO	4958363505
