No.Item	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	No.Docto.SAP
141762	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40007013	18	3011	050		1351	"C CER,C0G,12pF,1%,50V,0402,-"		ROH	NA	0.54	S1 SPDJB	4957297558
141762	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40007014	17	3011	050		1351	"C CER,C0G,15pF,1%,50V,0402,-"		ROH	NA	0.51	S1 SPDJB	4957297667
141762	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40007014	18	3011	050		1351	"C CER,C0G,15pF,1%,50V,0402,-"		ROH	NA	0.54	S1 SPDJB	4957297610
141762	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40007014	71	3011	050		1351	"C CER,C0G,15pF,1%,50V,0402,-"		ROH	NA	2.13	S1 SPDJB	4957297558
141762	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40007015	4	3011	050		1351	"C CER,C0G,33pF,1%,50V,0402,-"		ROH	NA	0.12	S1 SPDJB	4957297667
141762	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40007015	4	3011	050		1351	"C CER,C0G,33pF,1%,50V,0402,-"		ROH	NA	0.12	S1 SPDJB	4957297610
141762	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40007015	18	3011	050		1351	"C CER,C0G,33pF,1%,50V,0402,-"		ROH	NA	0.54	S1 SPDJB	4957297558
141762	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40007021	4	3011	050		1351	"C CER,C0G,160pF,5%,50V,0402,-"		ROH	NA	0.12	S1 SPDJB	4957297667
141762	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40007021	4	3011	050		1351	"C CER,C0G,160pF,5%,50V,0402,-"		ROH	NA	0.12	S1 SPDJB	4957297610
141762	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40007021	18	3011	050		1351	"C CER,C0G,160pF,5%,50V,0402,-"		ROH	NA	0.54	S1 SPDJB	4957297558
141762	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40007061	8	3011	050		1351	"C CER,C0G,100pF,5%,50V,0603,-"		ROH	NA	0.24	S1 SPDJB	4957297667
141762	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40007061	9	3011	050		1351	"C CER,C0G,100pF,5%,50V,0603,-"		ROH	NA	0.27	S1 SPDJB	4957297610
141762	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40007061	36	3011	050		1351	"C CER,C0G,100pF,5%,50V,0603,-"		ROH	NA	1.08	S1 SPDJB	4957297558
141762	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40007087	4	3011	050		1351	"C CER,X7R,3.3nF,5%,25V,-TBD-,-"		ROH	NA	0.08	S1 SPDJB	4957297667
141762	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40007087	4	3011	050		1351	"C CER,X7R,3.3nF,5%,25V,-TBD-,-"		ROH	NA	0.08	S1 SPDJB	4957297610
141762	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40007087	18	3011	050		1351	"C CER,X7R,3.3nF,5%,25V,-TBD-,-"		ROH	NA	0.36	S1 SPDJB	4957297558
141762	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40007092	4	3011	050		1351	"C CER,X7R,470pF,5%,16V,-TBD-,-"		ROH	NA	0.08	S1 SPDJB	4957297667
141762	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40007092	4	3011	050		1351	"C CER,X7R,470pF,5%,16V,-TBD-,-"		ROH	NA	0.08	S1 SPDJB	4957297610
141762	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40007092	18	3011	050		1351	"C CER,X7R,470pF,5%,16V,-TBD-,-"		ROH	NA	0.36	S1 SPDJB	4957297558
141762	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40007094	4	3011	050		1351	"C CER,X7R,1.5nF,5%,16V,-TBD-,-"		ROH	NA	0.08	S1 SPDJB	4957297667
141762	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40007094	4	3011	050		1351	"C CER,X7R,1.5nF,5%,16V,-TBD-,-"		ROH	NA	0.08	S1 SPDJB	4957297610
141762	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40007094	18	3011	050		1351	"C CER,X7R,1.5nF,5%,16V,-TBD-,-"		ROH	NA	0.36	S1 SPDJB	4957297558
141762	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40007095	8	3011	050		1351	"C CER,X7R,47nF,5%,16V,-TBD-,-"		ROH	NA	0.4	S1 SPDJB	4957297667
141762	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40007095	9	3011	050		1351	"C CER,X7R,47nF,5%,16V,-TBD-,-"		ROH	NA	0.45	S1 SPDJB	4957297610
141762	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40007095	36	3011	050		1351	"C CER,X7R,47nF,5%,16V,-TBD-,-"		ROH	NA	1.8	S1 SPDJB	4957297558
141762	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40007141	127	3011	050		1351	"C CER,X7R,10nF,10%,16V,0603,-"		ROH	NA	2.54	S1 SPDJB	4957297667
141762	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40007141	132	3011	050		1351	"C CER,X7R,10nF,10%,16V,0603,-"		ROH	NA	2.64	S1 SPDJB	4957297610
141762	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40007141	533	3011	050		1351	"C CER,X7R,10nF,10%,16V,0603,-"		ROH	NA	10.66	S1 SPDJB	4957297558
141762	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40007145	25	3011	050		1351	"C CER,X7R,100nF,10%,16V,0603,-"		ROH	NA	0.5	S1 SPDJB	4957297667
