No.Item	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	No.Docto.SAP
134077	ZSCR	551	050-3	NA	5WY7078	NA	6598177607	2	3011	015		1503	HOUSING SKREEM	NA	ROH	NA	27.2	4957061470
134412	ZSCR	551	034-2	NA	S180052025	NA	S180052025	18				1342	wheel unit TPM 315 MHz TMPS	NA	FERT	NA	1034.82	4957061584
134425	ZSCR	551	042-4	NA	A2C53428272	NA	A2C53428196	7	3011	015		1424	"CONN,1 ROW,7CONT,1 ROW,MALE,7CONT,2.54MM"	NA	ROH	NA	45.92	4957061443
135105	ZSCR	551	040-3	NA	A2C32291400	NA	A2C32295000	3	3011	015		1403	housing assy	NA	ROH	NA	20.94	4957061417
135206	ZSCR	551	040-2	NA	A2C53430026	NA	A2C53429645	4	3011	050		1402	"14 TERM,CONNECTORS, DL 0.64MM AUTOHEA"	NA	ROH	NA	11.88	4957061394
135206	ZSCR	551	040-2	NA	A2C53430026	NA	A2C53429649	1	3011	050		1402	"TERM,CONN,F,6CONT,CONNECTORS, FORK"	NA	ROH	NA	7.74	4957061394
135206	ZSCR	551	040-2	NA	A2C53430026	NA	A2C53430028	10	3011	050		1402	"ANTENNA SYSTEM,MISC,PDM"	NA	ROH	NA	28.8	4957061394
135207	ZSCR	551	040-2	NA	A2C53430026T	NA	A2C40006088	105	3011	050		1402	"C ELEC,AL,330uF,20%,35V"	NA	ROH	NA	101.85	4957061394
135207	ZSCR	551	040-2	NA	A2C53430026T	NA	A2C40007720	20	3011	050		1402	"D SUP/U5ZA27C(TE24L),10.50 X 16.00"	NA	ROH	NA	90	4957061394
135859	ZSCR	551	040-5	NA	5WY7627	NA	6598277607	84				1405	SKREEM KJ AUTOLOCATE EU TPM	NA	HALB	S.Real	11381.16	4957059949
135947	ZSCR	551	040-4	NA	A2C31231100	NA	A2C31231300	2				1404	SUB PCB TOP THD ASSY. PROD MY12 S1_MY12	NA	HALB	S.Real	446.96	4957059854
135954	ZSCR	551	030-1	NA	A2C32144700	NA	A2C32144700	1				1301	MY12 SPDJB LOOP MODEL B TMI	NA	HALB	S.Real	288.16	4957059265
135978	ZSCR	551	040-2	NA	5WY7330	NA	6598177609	7	3011	015		1402	RS HOUSING ANTENNA MODULE	NA	ROH	NA	85.82	4957061262
136145	ZSCR	551	030-1	NA	A2C32144600	NA	A2C32144700	2				1301	MY12 SPDJB LOOP MODEL B TMI	NA	HALB	S.Real	576.32	4957059265
136205	ZSCR	551	040-2	NA	5WK49845	NA	A2C53339918	4	3011	015		1402	housing assy	NA	ROH	NA	15.08	4957061212
136233	ZSCR	551	040-2	NA	5WK47834	NA	A2C53249345	2	3011	015		1402	housing assy	NA	ROH	NA	10.84	4957061121
136240	ZSCR	551	040-2	NA	A2C53406390	NA	A2C53335101	1	3011	015		1402	pin header 20P H 2R PF BK	NA	ROH	NA	48.02	4957061361
136270	ZSCR	551	050-1	NA	5WK49393	NA	A2C53242675	2	3011	015		1501	housing cover	NA	ROH	NA	3.68	4957061462
136270	ZSCR	551	050-1	NA	5WK49393	NA	A2C53242676	2	3011	015		1501	antenna HONDA ZZDIV	NA	ROH	NA	55.24	4957061462
136273	ZSCR	551	040-2	NA	A2C33101900	NA	A2C33101900	1				1402	MY12 SPDJB MODEL C TMI EN 433	NA	HALB	S.Real	327.1	4957059703
136282	ZSCR	551	034-2	NA	A2C53428272T	NA	A2C53428272T	1				1342	SUB PCB TMI ASSY. D/BUX MY11 DV2 7Ci TOP	NA	HALB	S.Real	255.85	4957059448
136305	ZSCR	551	030-1	NA	A2C53190307	NA	A2C53190307	1				1301	circuit board assy	NA	HALB	S.Real	85.44	4957059290
136338	ZSCR	551	030-1	NA	A2C31231300	NA	A2C31231300	1				1301	SUB PCB TOP THD ASSY. PROD MY12 S1_MY12	NA	HALB	S.Real	223.48	4957059246
136341	ZSCR	551	030-1	NA	A2C53428272T	NA	A2C53428272T	2				1301	SUB PCB TMI ASSY. D/BUX MY11 DV2 7Ci TOP	NA	HALB	S.Real	511.7	4957059327
136342	ZSCR	551	050-1	NA	5WK50228	NA	5WK50228	6				1501	RF Receiver TRX BMW 868MHz	NA	FERT	NA	645.9	4957061611
136343	ZSCR	551	030-1	NA	5WK50228	NA	5WK50228	1				1301	RF Receiver TRX BMW 868MHz	NA	FERT	NA	107.65	4957061618
136528	ZSCR	551	034-2	NA	5WY7243	NA	A2C53189279	20				1342	NA	NA	HALB	S.Real	20	4957059405
136531	ZSCR	551	040-3	NA	5WY7243	NA	A2C53189279	1				1403	NA	NA	HALB	S.Real	1	4957059794
136592	ZSCR	551	030-1	NA	5WY8547	NA	A2C3144240093	5				1301	circuit board assy TPM 315 MHz Top	NA	HALB	S.Real	163.5	4957059217
136595	ZSCR	551	030-1	NA	S180084340G	NA	A2C8058490093	1				1301	circuit board assy TPM TOP	NA	HALB	S.Real	36.44	4957059337
136602	ZSCR	551	040-3	NA	S180052017	NA	A2C53311707	1	3011	015		1403	housing	NA	ROH	NA	2.67	4957061434
136605	ZSCR	551	040-3	NA	5WY8547	NA	A2C53311707	1	3011	015		1403	housing	NA	ROH	NA	2.67	4957061434
136607	ZSCR	551	040-3	NA	S180084340G	NA	A2C8058490093	64				1403	circuit board assy TPM TOP	NA	HALB	S.Real	2332.16	4957059817
136608	ZSCR	551	022-2	NA	5WY8547	NA	A2C32163600	24				1222	module assy TPM	NA	HALB	S.Real/AutoBF	1152	4957060010
136609	ZSCR	551	034-2	NA	5WY8547	NA	A2C53402830	7				1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	338.17	4957060216
136614	ZSCR	551	040-1	NA	5WY8547	NA	A2C53402830	6				1401	parts kit assy TPM	NA	HALB	S.Real/AutoBF	289.86	4957060291
136617	ZSCR	551	040-3	NA	S180052017	NA	A2C53402099	5				1403	parts kit assy TPM	NA	HALB	S.Real/AutoBF	471.55	4957060370
136619	ZSCR	551	040-3	NA	A2C53345109	NA	A2C53402231	1				1403	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	47.54	4957060381
136627	ZSCR	551	034-2	NA	5WY8547	NA	A2C32163600	8				1342	module assy TPM	NA	HALB	S.Real/AutoBF	384	4957060027
136628	ZSCR	551	034-2	NA	5WY8547	0	A2C53402830	1				1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	48.31	4957060216
136630	ZSCR	551	040-4	NA	5WY8547	NA	A2C53402830	1				1404	parts kit assy TPM	NA	HALB	S.Real/AutoBF	48.31	4957060401
136658	ZSCR	551	034-1	NA	A2C33101700	NA	A2C33101900	2				1341	MY12 SPDJB MODEL C TMI EN 433	NA	HALB	S.Real	654.2	4957059358
136660	ZSCR	551	034-2	NA	5WK49210	NA	A2C53190307	13				1342	circuit board assy	NA	HALB	S.Real	1110.72	4957059415
136661	ZSCR	551	034-2	NA	5WK49308	NA	A2C53215449-B	3				1342	"""SMD BOT Assy US/Asia 313,85MHz 4 button"""	NA	HALB	S.Real	96.3	4957059425
