No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	 	 	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
185234	7/30/2012	ZSCR	551	034-2	NA	'015	S180052025	NA	A2C53277894	1	3011	015	 	1342	valve housing	NA	ROH	NA	6.17	S5_TG1C HONDA_MIGUEL QU	NO	4960287914
185243	7/30/2012	ZSCR	551	040-2	NA	'015	5WY8547	NA	A2C53327812	3	3011	015	 	1402	"sealing ring 10x 4,4"	NA	ROH	NA	5.61	S1_TG1C DCX_JAIME JIMEN	NO	
185293	7/30/2012	ZSCR	551	034-2	NA	'015	A2C53387023	NA	A2C53304052	72	3011	015	 	1342	housing	NA	ROH	NA	193.68	S1_DCU_ADRIAN CEBALLOS	NO	4960287630
185294	7/30/2012	ZSCR	551	034-2	NA	'015	A2C80907300	NA	A2C53304051	13	3011	015	 	1342	housing	NA	ROH	NA	31.85	S1_DCU_ADRIAN CEBALLOS	NO	4960287851
185296	7/30/2012	ZSCR	551	034-2	NA	'015	A2C80907600	NA	A2C53304051	118	3011	015	 	1342	housing	NA	ROH	NA	289.1	S1_DCU_ADRIAN CEBALLOS	NO	4960287863
185611	7/30/2012	ZSCR	551	050-3	NA	'015	5WK49717	NA	A2C53289060	8	3011	015	 	1503	pin header 16P V 2R THP GY	NA	ROH	NA	54.64	S5_FOB SLOT 09_ENRIQUE	NO	
185611	7/30/2012	ZSCR	551	050-3	NA	'015	5WK49717	NA	A2C00051803	16	3011	015	 	1503	"2A,0V,HOL,POWER,SWITCH/Crouzet V5 sealed"	NA	ROH	NA	103.84	S5_FOB SLOT 09_ENRIQUE	NO	
185611	7/30/2012	ZSCR	551	050-3	NA	'015	5WK49717	NA	6593371301	16	3011	015	 	1503	TORNILLO PCB/CONECTOR HONDA AC	NA	ROH	NA	3.2	S5_FOB SLOT 09_ENRIQUE	NO	
185613	7/30/2012	ZSCR	551	040-2	NA	'050	5WK50218S	NA	A2C53385267	16	3011	050	 	1402	pcb BMWZZDIV 315Mhz	NA	ROH	NA	85.12	S1_BMW_ADRIAN CEBALLOS	NO	
185631	7/30/2012	ZSCR	551	034-2	NA	'015	S180052041	NA	A2C00510300	21	3011	015	 	1342	"EM OTH BATTERY/CR2450HR-EX,500mAh,3V"	NA	ROH	NA	195.93	S1_TG1C HYUNDAI_LUIS LO	NO	4960287980
185649	7/30/2012	ZSCR	551	040-2	NA	'015	5WY8547	NA	A2C53311707	15	3011	015	 	1402	housing	NA	ROH	NA	40.05	S1_TG1C DCX_JAIME JIMEN	NO	
185698	7/31/2012	ZSCR	551	034-2	NA	'015	S180052025	NA	A2C53311707	6	3011	015	 	1342	housing	NA	ROH	NA	16.02	S5_TG1C HONDA_MIGUEL QU	NO	4960287914
185848	7/31/2012	ZSCR	551	040-5	NA	'015	A2C53338452T	NA	A2C53306326	8	3011	050	 	1405	pcb panel multiple rear	NA	ROH	NA	84	S1_DCU_ADRIAN CEBALLOS	NO	
185912	7/31/2012	ZSCR	551	034-2	NA	'050	A2C53410546	NA	A2C00064604	15	3011	050	 	1342	"IC SMART POW/L9953XP,Power SSO36,8,28V,1"	NA	ROH	NA	251.25	S1_DCU_ADRIAN CEBALLOS	NO	4960287754
185936	7/31/2012	ZSCR	551	034-2	NA	'015	A2C53427189	NA	A2C53419610	7	3011	015	 	1342	housing bottom	NA	ROH	NA	13.72	S5_FOB ACURA 09_ENRIQUE	NO	4960287791
186030	7/31/2012	ZSCR	551	040-2	NA	'015	5WK47834H	NA	A2C53249431	2	3011	015	 	1402	multipoint connector 73P H 3SYS BK	NA	ROH	NA	45.7	S5_ECU 08_ENRIQUE GARCI	NO	4960288082
186205	8/1/2012	ZSCR	551	042-4	NA	'015	5WY8547	NA	A2C53311707	11	3011	015	 	1424	housing	NA	ROH	NA	29.37	S1_TG1C DCX_JAIME JIMEN	NO	
186205	8/1/2012	ZSCR	551	042-4	NA	'015	5WY8547	NA	A2C53278177	11	3011	015	 	1424	"sealing ring 2x 2,85 40"	NA	ROH	NA	0.99	S1_TG1C DCX_JAIME JIMEN	NO	
186235	8/1/2012	ZSCR	551	034-2	NA	'050	A2C53371333	NA	A2C53385267	48	3011	050	 	1342	pcb BMWZZDIV 315Mhz	NA	ROH	NA	255.36	S1_BMW_ADRIAN CEBALLOS	NO	4960287495
186593	8/1/2012	ZSCR	551	040-5	NA	'050	A2C53371333	NA	A2C53385267	16	3011	050	 	1405	pcb BMWZZDIV 315Mhz	NA	ROH	NA	85.12	S1_BMW_ADRIAN CEBALLOS	NO	
186599	8/1/2012	ZSCR	551	040-1	NA	'015	5WK49598	NA	A2C00046724	1	3011	015	 	1401	"1A,14V,HOL,OTHER,SWITCH/"	NA	ROH	NA	12.6	S5_FOB SLOT 08_ENRIQUE	NO	4960288072
186599	8/1/2012	ZSCR	551	040-1	NA	'015	5WK49598	NA	A2C53239500	1	3011	015	 	1401	pin header 12P V 2R THP GY	NA	ROH	NA	6.28	S5_FOB SLOT 08_ENRIQUE	NO	4960288072
186601	8/1/2012	ZSCR	551	050-3	NA	'015	5WK49598	NA	A2C53239500	8	3011	015	 	1503	pin header 12P V 2R THP GY	NA	ROH	NA	50.24	S5_FOB SLOT 08_ENRIQUE	NO	
186601	8/1/2012	ZSCR	551	050-3	NA	'015	5WK49598	NA	A2C00046724	8	3011	015	 	1503	"1A,14V,HOL,OTHER,SWITCH/"	NA	ROH	NA	100.8	S5_FOB SLOT 08_ENRIQUE	NO	
186616	8/2/2012	ZSCR	551	034-2	NA	'015	A2C53429637	NA	A2C53429648	426	3011	#N/A	 	1342	"CONT,CONN,M,0CONT,CONNECTORS, DL 0.64MM"	NA	ROH	NA	29.82	S1_SPDJB_CARLOS MUNOZ-V	NO	4960287827
186788	8/2/2012	ZSCR	551	034-2	NA	'015	A2C53406357	NA	A2C53335101	17	3011	015	 	1342	pin header 20P H 2R PF BK	NA	ROH	NA	784.38	S5_TG ECU_JORGE AGUILAR	NO	4960287665
186857	8/2/2012	ZSCR	551	040-3	NA	'015	5WY9011	NA	A2C31231100	6				1403	TIPM 7Ci MY12 PV MED PROD INT ASSEM v2	NA	HALB	S.Real	1284.6	S1_TIPM MEDIUM_CARLOS M	NO	4960285660
186907	8/2/2012	ZSCR	551	034-2	NA	'050	A2C53310663	NA	6598282101	48	3011	050	 	1342	PCB LF initiator	NA	ROH	NA	168.48	S1_LF_ADRIAN CEBALLOS (	NO	4960287410
186961	8/2/2012	ZSCR	551	040-3	NA	'050	5WY8848	NA	A2C53429645	281	3011	050	 	1403	"14 TERM,CONNECTORS, DL 0.64MM AUTOHEA"	NA	ROH	NA	606.96	S1_SPDJB_CARLOS MUNOZ-V	NO	
186965	8/2/2012	ZSCR	551	040-3	NA	'050	5WY9011	NA	A2C53428221	874	3011	050	 	1403	"PIN,STPD,COP,BRD TO BRD RCPT (TYCO)"	NA	ROH	NA	725.42	S1_TIPM MEDIUM_CARLOS M	NO	
186967	8/2/2012	ZSCR	551	040-3	NA	'050	68163903AB	NA	A2C53428196	326	3011	050	 	1403	"CONN,1 ROW,7CONT,1 ROW,MALE,7CONT,2.54MM"	NA	ROH	NA	2057.06	S1_TIPM LOGIC_CARLOS MU	NO	
186970	8/2/2012	ZSCR	551	040-3	NA	'050	68163903AB	NA	A2C53428197	115	3011	050	 	1403	TERMINAL STRIP	NA	ROH	NA	244.95	S1_TIPM LOGIC_CARLOS MU	NO	
186972	8/2/2012	ZSCR	551	040-3	NA	'050	5WY8848	NA	A2C53429644	541	3011	050	 	1403	"26 TERM,CONNECTORS, DL 0.64MM AUTOHEA"	NA	ROH	NA	2742.87	S1_SPDJB_CARLOS MUNOZ-V	NO	
186974	8/2/2012	ZSCR	551	040-3	NA	'050	5WY8842	NA	A2C53428219	84344	3011	#N/A	 	1403	"COMP,26-WAY DL R BRD TO BRD"	NA	ROH	NA	5904.08	S1_TIPM MEDIUM_CARLOS M	NO	
187004	8/2/2012	ZSCR	551	034-2	NA	'015	A2C53410564	NA	A2C53304051	1	3011	015	 	1342	housing	NA	ROH	NA	2.45	S1_DCU_ADRIAN CEBALLOS	NO	4960287774
187008	8/2/2012	ZSCR	551	040-3	NA	'015	5WK47834	NA	A2C53249431	1	3011	015	 	1403	multipoint connector 73P H 3SYS BK	NA	ROH	NA	22.85	S5_ECU 08_ENRIQUE GARCI	NO	
187009	8/2/2012	ZSCR	551	040-3	NA	'015	5WK49686	NA	A2C53249431	1	3011	015	 	1403	multipoint connector 73P H 3SYS BK	NA	ROH	NA	22.85	S5_ECU 09_ENRIQUE GARCI	NO	
187030	8/3/2012	ZSCR	551	040-3	NA	'015	5WK49308	NA	A2C00010398	4	3011	015	 	1403	"EM OTH BATTERY/CR1616,57mAh,3V"	NA	ROH	NA	10.52	S5_TXK_JORGE AGUILAR (A	NO	
187035	8/3/2012	ZSCR	551	040-3	NA	'015	5WK49210	NA	A2C53216753	3	3011	015	 	1403	COVER	NA	ROH	NA	5.37	S5_RXM_JORGE AGUILAR (A	NO	
187035	8/3/2012	ZSCR	551	040-3	NA	'015	5WK49210	NA	A2C53216755	3	3011	015	 	1403	housing	NA	ROH	NA	63.96	S5_RXM_JORGE AGUILAR (A	NO	
187036	8/3/2012	ZSCR	551	040-3	NA	'015	5WK49210	NA	A2C53216753	1	3011	015	 	1403	COVER	NA	ROH	NA	1.79	S5_RXM_JORGE AGUILAR (A	NO	
187036	8/3/2012	ZSCR	551	040-3	NA	'015	5WK49210	NA	A2C53216755	1	3011	015	 	1403	housing	NA	ROH	NA	21.32	S5_RXM_JORGE AGUILAR (A	NO	
187037	8/3/2012	ZSCR	551	040-3	NA	'015	5WK49718	NA	A2C53242676	1	3011	015	 	1403	antenna HONDA ZZDIV	NA	ROH	NA	25.73	S5_RXM_JORGE AGUILAR (A	NO	
187038	8/3/2012	ZSCR	551	040-3	NA	'015	5WK49210	NA	A2C53216755	1	3011	015	 	1403	housing	NA	ROH	NA	21.32	S5_RXM_JORGE AGUILAR (A	NO	
187039	8/3/2012	ZSCR	551	042-4	NA	'050	68163903AB	NA	A2C53428227	4	3011	050	 	1424	PIN	NA	ROH	NA	1.16	S1_TIPM MEDIUM_CARLOS M	NO	
187039	8/3/2012	ZSCR	551	042-4	NA	'050	68163903AB	NA	A2C53428229	4	3011	050	 	1424	"PIN,TNG FORK (TALL)"	NA	ROH	NA	1.28	S1_TIPM MEDIUM_CARLOS M	NO	
187039	8/3/2012	ZSCR	551	042-4	NA	'050	68163903AB	NA	A2C53428228	42	3011	050	 	1424	PIN	NA	ROH	NA	11.34	S1_TIPM MEDIUM_CARLOS M	NO	
187039	8/3/2012	ZSCR	551	042-4	NA	'050	68163903AB	NA	A2C31229200	2	3011	050	 	1424	"PCB RIGID,1001-2-00 TIPM MED MY12 Ci S1"	NA	ROH	NA	126.68	S1_TIPM MEDIUM_CARLOS M	NO	
187040	8/3/2012	ZSCR	551	040-3	NA	'015	5WK49598	NA	A2C00046724	2	3011	015	 	1403	"1A,14V,HOL,OTHER,SWITCH/"	NA	ROH	NA	25.2	S5_FOB SLOT 08_ENRIQUE	NO	
187040	8/3/2012	ZSCR	551	040-3	NA	'015	5WK49598	NA	A2C53239500	2	3011	015	 	1403	pin header 12P V 2R THP GY	NA	ROH	NA	12.56	S5_FOB SLOT 08_ENRIQUE	NO	
187050	8/3/2012	ZSCR	551	040-3	NA	'050	A2C31231400T	NA	A2C53428225	2	3011	050	 	1403	PCB RIGID MY11 TIPM DV LOGIC PCB	NA	ROH	NA	106.86	S1_TIPM LOGIC_CARLOS MU	NO	
187071	8/3/2012	ZSCR	551	034-3	NA	'015	5WK49393	NA	A2C53242676	16	3011	015	 	1343	antenna HONDA ZZDIV	NA	ROH	NA	411.68	S5_INMMO_JORGE AGUILAR	NO	4960288006
187071	8/3/2012	ZSCR	551	034-3	NA	'015	5WK49393	NA	A2C53242675	16	3011	015	 	1343	housing cover	NA	ROH	NA	27.84	S5_INMMO_JORGE AGUILAR	NO	4960288006
187447	8/3/2012	ZSCR	551	040-2	NA	'015	5WK49210	NA	A2C53216753	3	3011	015	 	1402	COVER	NA	ROH	NA	5.37	S5_RXM_JORGE AGUILAR (A	NO	4960288094
187447	8/3/2012	ZSCR	551	040-2	NA	'015	5WK49210	NA	A2C53216755	4	3011	015	 	1402	housing	NA	ROH	NA	85.28	S5_RXM_JORGE AGUILAR (A	NO	4960288094
187448	8/3/2012	ZSCR	551	034-2	NA	'015	A2C31331900	NA	A2C53402399	1	3011	015	 	1342	housing	NA	ROH	NA	15.14	S5_HYUNDAI TPMS ECU_JOR	NO	4960287363
187448	8/3/2012	ZSCR	551	034-2	NA	'015	A2C31331900	NA	A2C53406789	1	3011	015	 	1342	cover	NA	ROH	NA	1.57	S5_HYUNDAI TPMS ECU_JOR	NO	4960287363
187449	8/3/2012	ZSCR	551	040-2	NA	'015	5WK49393	NA	A2C53242675	15	3011	015	 	1402	housing cover	NA	ROH	NA	26.1	S5_INMMO_JORGE AGUILAR	NO	
187451	8/3/2012	ZSCR	551	040-2	NA	'015	5WY8379	NA	A2C53115134	6	3011	015	 	1402	bracket DCX MY05 LF I BK	NA	ROH	NA	61.98	S1_LF_ADRIAN CEBALLOS (	NO	
187461	8/4/2012	ZSCR	551	040-3	NA	'015	5WK49393	NA	A2C53242676	2	3011	015	 	1403	antenna HONDA ZZDIV	NA	ROH	NA	51.46	S5_INMMO_JORGE AGUILAR	NO	
187461	8/4/2012	ZSCR	551	040-3	NA	'015	5WK49393	NA	A2C53242675	1	3011	015	 	1403	housing cover	NA	ROH	NA	1.74	S5_INMMO_JORGE AGUILAR	NO	
187467	8/4/2012	ZSCR	551	034-2	NA	'015	A2C53353054	NA	A2C53304051	3	3011	015	 	1342	housing	NA	ROH	NA	7.35	S1_DCU_ADRIAN CEBALLOS	NO	4960287483
187469	8/4/2012	ZSCR	551	040-2	NA	'015	5WY8569	NA	6598170701	14	3011	015	 	1402	KEY RING 22 MM SKREEK CS AND RS	NA	ROH	NA	7.28	S1_SKREEK_ADRIAN CEBALL	NO	
187470	8/4/2012	ZSCR	551	040-2	NA	'015	5WY8572	NA	A2C53354982	1	3011	015	 	1402	KEYPAD POLYDOME 4 BUTTON SUB ASSY CS	NA	ROH	NA	3.64	S1_SKREEK_ADRIAN CEBALL	NO	
