No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
480509	27/06/2014	ZSCR	551	030-1	NA	'045	A2C82982100	NA	A2C82979500	2	1301	pcb 4-lay 1353 main	NA	ROH	NA	91.02	S4_PQ35 6ta Gen_.	NO	4979317516
480510	27/06/2014	ZSCR	551	030-1	NA	'045	A2C87582100	NA	A2C30236101	8	1301	pcb	NA	ROH	NA	218.8	S2_BCM SQUARE D_R.RODRI	NO	4979317065
480513	27/06/2014	ZSCR	551	030-1	NA	'045	A2C53361994	NA	A2C00047433	3	1301	"MICRO,SINGLE,12V,PIP-RELAY/V23086-R1805-"	NA	ROH	NA	16.62	S4_PQ25 LP3_.	NO	4979316811
480513	27/06/2014	ZSCR	551	030-1	NA	'045	A2C32763601	NA	A2C00052547	7	1301	"EX2-N20-W RELAY,POWER,TWIN,12V"	NA	ROH	NA	51.52	S4_PQ25 LP3_.	NO	4979316827
480513	27/06/2014	ZSCR	551	030-1	NA	'045	A2C32763601	NA	A2C00054060	30	1301	"MICRO,SINGLE,12V,RELAY/G8NB-17SR"	NA	ROH	NA	115.5	S4_PQ25 LP3_.	NO	4979316847
480513	27/06/2014	ZSCR	551	030-1	NA	'045	A2C32763601	NA	A2C53375402	6	1301	receiver DIVZZDIV RXI-35-3	NA	ROH	NA	134.1	S4_PQ25 LP3_.	NO	4979317348
480516	27/06/2014	ZSCR	551	030-1	NA	'045	A2C7402430093	NA	A2C73429901	2	1301	"PCB, GM GLOBAL-A BCM MY14"	NA	ROH	NA	104.94	S1_BCM K2XX_L.LUIS LIZA	NO	4979317501
480519	27/06/2014	ZSCR	551	030-1	NA	'045	A2C32763601	NA	A2C33290100	2	1301	pcb 4-lay	NA	ROH	NA	68.6	S4_PQ25 LP3_.	NO	4979317092
480521	27/06/2014	ZSCR	551	030-1	NA	'045	5WY8770	NA	A2C53333349	20	1301	pcb panel 1-up	NA	ROH	NA	110.8	S1_PEPS_J.JAVIER BECERR	NO	4979317257
480524	27/06/2014	ZSCR	551	030-1	NA	'045	5WY8420	NA	A2C53309839	725	1301	pcb GM CADILLAC	NA	ROH	NA	2080.75	S1_EZKEY_L.LUIS LIZARRA	NO	4979317244
480566	27/06/2014	ZSCR	551	030-1	NA	'045	A2C82982100	NA	A2C82979500	4	1301	pcb 4-lay 1353 main	NA	ROH	NA	182.04	S4_PQ35 6ta Gen_.	NO	4979317516
