No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
357523	10/1/2013	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00019943	6		1351	"27V,200mW,SOD323,ZENER/GDZ27B10kpcs reel"		ROH	NA	0.78	PS_ARAMIS III_F.FERNAND	NO	4971181664
357523	10/1/2013	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00042664	3		1351	"IC MEM/AT25640A-TQ27U1,A1,64KBit,EEPROM,"		ROH	NA	7.86	PS_ARAMIS III_F.FERNAND	NO	4971181664
357523	10/1/2013	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00025363	2		1351	"22nF,10%,50V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.04	PS_ARAMIS III_F.FERNAND	NO	4971181664
357523	10/1/2013	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00037383	1		1351	"22uF,10%,25V,SMD,TA,ELEC CAP/Tantalum Ch"		ROH	NA	1.93	PS_ARAMIS III_F.FERNAND	NO	4971181664
357523	10/1/2013	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00023789	77		1351	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	1.54	PS_ARAMIS III_F.FERNAND	NO	4971181664
357523	10/1/2013	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00004555	87		1351	"R LIN,2K,1%,TK100,100mW,0603"		ROH	NA	0.87	PS_ARAMIS III_F.FERNAND	NO	4971181664
357523	10/1/2013	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00019592	48		1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.48	PS_ARAMIS III_F.FERNAND	NO	4971181664
357524	10/1/2013	ZSCR	551	035-1	0	'054	A2C8153280092	NA	A2C00054239	4		1351	"600V,1.5A,1,STANDARD,SMB/DO214AA,RECT DI"		ROH	NA	1.16	PS_ARAMIS III_F.FERNAND	NO	4971182089
357524	10/1/2013	ZSCR	551	035-1	0	'054	A2C8153280092	NA	A2C00004324	1		1351	"R LIN,22K1,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	4971182089
357524	10/1/2013	ZSCR	551	035-1	0	'054	A2C8153280092	NA	A2C00050073	6		1351	"2,N_CHAN,MOS,SMALLSIGNAL,30V,250mA,1.5Oh"		ROH	NA	2.04	PS_ARAMIS III_F.FERNAND	NO	4971182089
357524	10/1/2013	ZSCR	551	035-1	0	'054	A2C8153280092	NA	A2C00035033	1		1351	"1,N_CHAN,MOS,POWER,55V,23A,40mOhm,TO252/"		ROH	NA	1.56	PS_ARAMIS III_F.FERNAND	NO	4971182089
357524	10/1/2013	ZSCR	551	035-1	0	'054	A2C8153280092	NA	A2C40002657	1		1351	"D SUP/MMBZ27VDA (3k reel),SOT23-MOTOROLA"		ROH	NA	0.22	PS_ARAMIS III_F.FERNAND	NO	4971182089
357524	10/1/2013	ZSCR	551	035-1	0	'054	A2C8153280092	NA	A2C00003779	3		1351	"R LIN,100R,5%,TK200,100mW,0603"		ROH	NA	0.03	PS_ARAMIS III_F.FERNAND	NO	4971182089
357524	10/1/2013	ZSCR	551	035-1	0	'054	A2C8153280092	NA	A2C00023274	1		1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"		ROH	NA	0.18	PS_ARAMIS III_F.FERNAND	NO	4971182089
357524	10/1/2013	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00050073	87		1351	"2,N_CHAN,MOS,SMALLSIGNAL,30V,250mA,1.5Oh"		ROH	NA	29.58	PS_ARAMIS III_F.FERNAND	NO	4971182108
357524	10/1/2013	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00029576	372		1351	"C CER,X7R,2.2uF,10%,16V,0805,Sn"		ROH	NA	44.64	PS_ARAMIS III_F.FERNAND	NO	4971182108
357524	10/1/2013	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00003779	24		1351	"R LIN,100R,5%,TK200,100mW,0603"		ROH	NA	0.24	PS_ARAMIS III_F.FERNAND	NO	4971182108
357524	10/1/2013	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00023274	6		1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"		ROH	NA	1.08	PS_ARAMIS III_F.FERNAND	NO	4971181664
357524	10/1/2013	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00052849	63		1351	"R LIN,1K5,1%,TK100,100mW,0603"		ROH	NA	0.63	PS_ARAMIS III_F.FERNAND	NO	4971181664
357524	10/1/2013	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00003779	4		1351	"R LIN,100R,5%,TK200,100mW,0603"		ROH	NA	0.04	PS_ARAMIS III_F.FERNAND	NO	4971181664
357524	10/1/2013	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C40002657	31		1351	"D SUP/MMBZ27VDA (3k reel),SOT23-MOTOROLA"		ROH	NA	6.82	PS_ARAMIS III_F.FERNAND	NO	4971181664
357524	10/1/2013	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00023274	12		1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"		ROH	NA	2.16	PS_ARAMIS III_F.FERNAND	NO	4971182108
357524	10/1/2013	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00004368	309		1351	"R LIN,100K,1%,TK100,100mW,0603"		ROH	NA	3.09	PS_ARAMIS III_F.FERNAND	NO	4971182108
357524	10/1/2013	ZSCR	551	035-1	0	'054	A2C5337549892	NA	A2C00050073	1		1351	"2,N_CHAN,MOS,SMALLSIGNAL,30V,250mA,1.5Oh"		ROH	NA	0.34	PS_ARAMIS III_F.FERNAND	NO	4971181715
357524	10/1/2013	ZSCR	551	035-1	0	'054	A2C5337549892	NA	A2C00037383	4		1351	"22uF,10%,25V,SMD,TA,ELEC CAP/Tantalum Ch"		ROH	NA	7.72	PS_ARAMIS III_F.FERNAND	NO	4971181715
