No.Item	Fecha		Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP		
225075	29/10/2012		ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00039384	3	1351	"1,N_CHAN,MOS,POWER,55V,7A,68mOhm,SOT223,"		ROH	NA	4.56	PS_VW10 LC_GERARDO ECHE	NO	4962328373		
225075	29/10/2012		ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00006616	16	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.16	PS_VW10 LC_GERARDO ECHE	NO	4962328373		
225076	29/10/2012		ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00046692	259	1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	7.77	PS_ARAMIS 2012_GERARDO	NO	4962325446		
225076	29/10/2012		ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00024964	219	1351	"T BIP/BC847BW,SOT323"		ROH	NA	19.71	PS_ARAMIS 2012_GERARDO	NO	4962325446		
225076	29/10/2012		ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00033507	257	1351	"11K,0.1%,TK25,63mW,0603,LIN RES/"		ROH	NA	92.52	PS_ARAMIS 2012_GERARDO	NO	4962325446		
225076	29/10/2012		ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00031924	121	1351	"16uH,100mA,SMD,CAN COIL/ACT4532"		ROH	NA	211.75	PS_ARAMIS 2012_GERARDO	NO	4962325446		
225076	29/10/2012		ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00004463	33	1351	"R LIN,10K,1%,TK100,100mW,0603"		ROH	NA	0.33	PS_ARAMIS 2012_GERARDO	NO	4962325446		
225076	29/10/2012		ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00000568	21	1351	"T BIP/BC 847S E6327,SOT363"		ROH	NA	3.78	PS_ARAMIS 2012_GERARDO	NO	4962325446		
225076	29/10/2012		ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00037383	2	1351	"22uF,10%,25V,SMD,TA,ELEC CAP/Tantalum Ch"		ROH	NA	3.7	PS_ARAMIS 2012_GERARDO	NO	4962325446		
225076	29/10/2012		ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00002144	94	1351	"22pF,5%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	1.88	PS_ARAMIS 2012_GERARDO	NO	4962325446		
225076	29/10/2012		ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00020895	2	1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	0.18	PS_ARAMIS 2012_GERARDO	NO	4962325446		
225076	29/10/2012		ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00043341	8	1351	"MEMS Tuning Fork,SENSOR/EWTZGC S64"		ROH	NA	690	PS_ARAMIS 2012_GERARDO	NO	4962325446		
225076	29/10/2012		ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00021292	23	1351	"1,PNP,NORMAL,500mA,45V,SOT323,BIP/BC 807"		ROH	NA	2.3	PS_ARAMIS 2012_GERARDO	NO	4962325446		
225076	29/10/2012		ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00031005	9	1351	"4,EQ ISO,konvex 1206,47R,1%,63mW,NET RES"		ROH	NA	0.54	PS_ARAMIS 2012_GERARDO	NO	4962325446		
225076	29/10/2012		ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00039384	3	1351	"1,N_CHAN,MOS,POWER,55V,7A,68mOhm,SOT223,"		ROH	NA	4.56	PS_ARAMIS 2012_GERARDO	NO	4962325446		
225077	29/10/2012		ZSCR	551	035-1	0	'054	A2C3108070093	NA	A2C00057767	3	1351	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"		ROH	NA	64.14	PS_CHRYSLER MY2013_GERA	NO	4962326416		
225077	29/10/2012		ZSCR	551	035-1	0	'054	A2C3108070093	NA	A2C00032168	1	1351	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_CHRYSLER MY2013_GERA	NO	4962326416		
225077	29/10/2012		ZSCR	551	035-1	0	'054	A2C3108070093	NA	A2C00021527	106	1351	"470nF,10%,50V,X7R,1206,TINNED,CER CAP/"		ROH	NA	15.9	PS_CHRYSLER MY2013_GERA	NO	4962326416		
225077	29/10/2012		ZSCR	551	035-1	0	'054	A2C3108070093	NA	A2C00006616	43	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.43	PS_CHRYSLER MY2013_GERA	NO	4962326416		
225077	29/10/2012		ZSCR	551	035-1	0	'054	A2C3108070093	NA	A2C00062333	51	1351	"L COIL/,150uH,1.5A,SMD DOUBLE PAD DOUB"		ROH	NA	166.77	PS_CHRYSLER MY2013_GERA	NO	4962326416		
225077	29/10/2012		ZSCR	551	035-1	0	'054	A2C3108070093	NA	A2C00011306	3	1351	"1,N_CHAN,MOS,POWER,55V,20A,23mOhm,TO252/"		ROH	NA	6.3	PS_CHRYSLER MY2013_GERA	NO	4962326416		
225077	29/10/2012		ZSCR	551	035-1	0	'054	A2C3108070093	NA	A2C00020588	51	1351	"R LIN,82R5,1%,TK100,100mW,0603"		ROH	NA	0.51	PS_CHRYSLER MY2013_GERA	NO	4962326416		
225077	29/10/2012		ZSCR	551	035-1	0	'054	A2C3108070093	NA	A2C00021296	44	1351	"1,NPN,RET,100mA,50V,SOT323,BIP/BCR116W E"		ROH	NA	4.4	PS_CHRYSLER MY2013_GERA	NO	4962326416		
225077	29/10/2012		ZSCR	551	035-1	0	'054	A2C3108070093	NA	A2C00020895	70	1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	6.3	PS_CHRYSLER MY2013_GERA	NO	4962326416		
225077	29/10/2012		ZSCR	551	035-1	0	'054	A2C3108070093	NA	A2C00019591	158	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	1.58	PS_CHRYSLER MY2013_GERA	NO	4962326416		
225077	29/10/2012		ZSCR	551	035-1	0	'054	A2C3108070093	NA	A2C00023857	52	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	20.28	PS_CHRYSLER MY2013_GERA	NO	4962326416		
225077	29/10/2012		ZSCR	551	035-1	0	'054	A2C3108070093	NA	A2C00049163	117	1351	"10uF,10%,16V,X7R,1206,Sn,CER CAP/++ use"		ROH	NA	42.12	PS_CHRYSLER MY2013_GERA	NO	4962326416		
225077	29/10/2012		ZSCR	551	035-1	0	'054	A2C3108070093	NA	A2C00039660	150	1351	"2K55,0.1%,TK25,100mW,0603,LIN RES/RT0603"		ROH	NA	54	PS_CHRYSLER MY2013_GERA	NO	4962326416		
225077	29/10/2012		ZSCR	551	035-1	0	'054	A2C3108070092	NA	A2C00021527	2	1351	"470nF,10%,50V,X7R,1206,TINNED,CER CAP/"		ROH	NA	0.3	PS_CHRYSLER MY2013_GERA	NO	4962326416		
225077	29/10/2012		ZSCR	551	035-1	0	'054	A2C3108070092	NA	A2C00020588	4	1351	"R LIN,82R5,1%,TK100,100mW,0603"		ROH	NA	0.04	PS_CHRYSLER MY2013_GERA	NO	4962326416		
225077	29/10/2012		ZSCR	551	035-1	0	'054	A2C3108070092	NA	A2C00044348	64	1351	"1,PNP,NORMAL,100mA,45V,SOT323,BIP,hFE=22"		ROH	NA	5.12	PS_CHRYSLER MY2013_GERA	NO	4962326416		
225077	29/10/2012		ZSCR	551	035-1	0	'054	A2C3108070092	NA	A2C00019591	214	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	2.14	PS_CHRYSLER MY2013_GERA	NO	4962326416		
225077	29/10/2012		ZSCR	551	035-1	0	'054	A2C3108070092	NA	A2C00004391	13	1351	"R LIN,47R,1%,TK100,100mW,0603"		ROH	NA	0.26	PS_CHRYSLER MY2013_GERA	NO	4962326416		
225077	29/10/2012		ZSCR	551	035-1	0	'054	A2C3108070092	NA	A2C00057763	91	1351	"SEN/Sparrow X, CASS2.2 X-Axis"		ROH	NA	1264.9	PS_CHRYSLER MY2013_GERA	NO	4962326416		
225077	29/10/2012		ZSCR	551	035-1	0	'054	A2C3108070092	NA	A2C00052851	29	1351	"10R,1%,TK100,125mW,0805,LIN RES/D12 100"		ROH	NA	0.29	PS_CHRYSLER MY2013_GERA	NO	4962326416		
225077	29/10/2012		ZSCR	551	035-1	0	'054	A2C3108070092	NA	A2C00028102	4	1351	"2,OP AMP,0Hz,TSSOP8,OP-COMP/TLC2272-QPW"		ROH	NA	8.24	PS_CHRYSLER MY2013_GERA	NO	4962326416		
225077	29/10/2012		ZSCR	551	035-1	0	'054	A2C3108070092	NA	A2C00007895	1	1351	"C CER,C0G,470pF,5%,50V,0603,Sn"		ROH	NA	0.03	PS_CHRYSLER MY2013_GERA	NO	4962326416		
225077	29/10/2012		ZSCR	551	035-1	0	'054	A2C3108070092	NA	A2C00039660	1176	1351	"2K55,0.1%,TK25,100mW,0603,LIN RES/RT0603"		ROH	NA	423.36	PS_CHRYSLER MY2013_GERA	NO	4962326416		
225077	29/10/2012		ZSCR	551	035-1	0	'054	A2C3108070092	NA	A2C00019943	422	1351	"27V,200mW,SOD323,ZENER/GDZ27B10kpcs reel"		ROH	NA	54.86	PS_CHRYSLER MY2013_GERA	NO	4962326416		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C3268040092	NA	A2C00010902	26	1351	"470K,5%,TK200,63mW,0402,LIN RES/ERJ"		ROH	NA	0.26	PS_HONDA HRS6_GERARDO E	NO	4962327089		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C3268040092	NA	A2C00019591	292	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	2.92	PS_HONDA HRS6_GERARDO E	NO	4962327089		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C3268040092	NA	A2C00052919	4	1351	"1,N_CHAN,MOS,POWER,55V,30A,15mOhm,TO252/"		ROH	NA	11.52	PS_HONDA HRS6_GERARDO E	NO	4962327089		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C3268040092	NA	A2C00004364	15	1351	"R LIN,33K2,1%,TK100,100mW,0603"		ROH	NA	0.15	PS_HONDA HRS6_GERARDO E	NO	4962327089		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C3268040092	NA	A2C00059253	9	1351	"ACCELEROMETER, dual-axis, selectable ran"		ROH	NA	150.12	PS_HONDA HRS6_GERARDO E	NO	4962327089		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C3268040092	NA	A2C00030420	272	1351	"4,EQ ISO,0804,10K,5%,31mW,NET RES/ARV"		ROH	NA	21.76	PS_HONDA HRS6_GERARDO E	NO	4962327089		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C3268040092	NA	A2C00052689	50	1351	"R LIN,3K24,1%,TK100,63mW,0402"		ROH	NA	0.5	PS_HONDA HRS6_GERARDO E	NO	4962327089		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C3268040092	NA	A2C00022829	18	1351	"56K,1%,TK100,63mW,0402,LIN RES/"		ROH	NA	0.18	PS_HONDA HRS6_GERARDO E	NO	4962327089		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C3268040092	NA	A2C40003345	2	1351	"R LIN,3R9,5%,TK400,250mW,1206"		ROH	NA	0.04	PS_HONDA HRS6_GERARDO E	NO	4962327089		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C3268040092	NA	A2C00037882	506	1351	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	5.06	PS_HONDA HRS6_GERARDO E	NO	4962327089		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C3268040092	NA	A2C00039660	19	1351	"2K55,0.1%,TK25,100mW,0603,LIN RES/RT0603"		ROH	NA	6.84	PS_HONDA HRS6_GERARDO E	NO	4962327089		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021660092	NA	A2C00004363	1	1351	"R LIN,15K4,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_HONDA HRS6_GERARDO E	NO	4962327183		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021660092	NA	A2C00010902	8	1351	"470K,5%,TK200,63mW,0402,LIN RES/ERJ"		ROH	NA	0.08	PS_HONDA HRS6_GERARDO E	NO	4962327183		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021660092	NA	A2C00032168	108	1351	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	1.08	PS_HONDA HRS6_GERARDO E	NO	4962327183		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021660092	NA	A2C00064727	3	1351	"C CER,X7R,220nF,10%,25V,0603,Sn"		ROH	NA	0.18	PS_HONDA HRS6_GERARDO E	NO	4962327183		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021660092	NA	A2C00046692	26	1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.78	PS_HONDA HRS6_GERARDO E	NO	4962327183		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021660092	NA	A2C00488200	18	1351	"IC BUS DRIV/TJA1051T/3,SO8"		ROH	NA	53.28	PS_HONDA HRS6_GERARDO E	NO	4962327183		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021660092	NA	A2C00019591	1524	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	15.24	PS_HONDA HRS6_GERARDO E	NO	4962327183		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021660092	NA	A2C00004391	13	1351	"R LIN,47R,1%,TK100,100mW,0603"		ROH	NA	0.26	PS_HONDA HRS6_GERARDO E	NO	4962327183		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021660092	NA	A2C00052689	542	1351	"R LIN,3K24,1%,TK100,63mW,0402"		ROH	NA	5.42	PS_HONDA HRS6_GERARDO E	NO	4962327183		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021660092	NA	A2C00028102	65	1351	"2,OP AMP,0Hz,TSSOP8,OP-COMP/TLC2272-QPW"		ROH	NA	133.9	PS_HONDA HRS6_GERARDO E	NO	4962327183		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021660092	NA	A2C40003345	368	1351	"R LIN,3R9,5%,TK400,250mW,1206"		ROH	NA	7.36	PS_HONDA HRS6_GERARDO E	NO	4962327183		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021660092	NA	A2C00037882	610	1351	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	6.1	PS_HONDA HRS6_GERARDO E	NO	4962327183		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021660092	NA	A2C00039660	203	1351	"2K55,0.1%,TK25,100mW,0603,LIN RES/RT0603"		ROH	NA	73.08	PS_HONDA HRS6_GERARDO E	NO	4962327183		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021660092	NA	A2C00019595	159	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	1.59	PS_HONDA HRS6_GERARDO E	NO	4962327183		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021660092	NA	A2C00033507	31	1351	"11K,0.1%,TK25,63mW,0603,LIN RES/"		ROH	NA	11.16	PS_HONDA HRS6_GERARDO E	NO	4962327183		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00051989	1	1351	"100uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	1.1	PS_HONDA HRS6_GERARDO E	NO	4962327183		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00052765	13	1351	"220uH,400mA,SMD,COIL/"		ROH	NA	19.5	PS_HONDA HRS6_GERARDO E	NO	4962327183		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00019591	599	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	5.99	PS_HONDA HRS6_GERARDO E	NO	4962327183		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00059117	36	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"		ROH	NA	1.8	PS_HONDA HRS6_GERARDO E	NO	4962327183		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00020588	61	1351	"R LIN,82R5,1%,TK100,100mW,0603"		ROH	NA	0.61	PS_HONDA HRS6_GERARDO E	NO	4962327183		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00004349	3	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.03	PS_HONDA HRS6_GERARDO E	NO	4962327183		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00019592	531	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	5.31	PS_HONDA HRS6_GERARDO E	NO	4962327183		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00023857	364	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	141.96	PS_HONDA HRS6_GERARDO E	NO	4962327183		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00010853	11	1351	"3.6KW,24V,DO218,SUP DIODE/SM5S24A autom"		ROH	NA	52.14	PS_HONDA HRS6_GERARDO E	NO	4962327183		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00038706	24	1351	"NUP2105L/350W,24V,SOT23,Dual SUP DIODE ("		ROH	NA	9.84	PS_HONDA HRS6_GERARDO E	NO	4962327183		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00037882	550	1351	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	5.5	PS_HONDA HRS6_GERARDO E	NO	4962327183		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00039660	77	1351	"2K55,0.1%,TK25,100mW,0603,LIN RES/RT0603"		ROH	NA	27.72	PS_HONDA HRS6_GERARDO E	NO	4962327183		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00019595	35	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.35	PS_HONDA HRS6_GERARDO E	NO	4962327183		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032310093	NA	A2C00057767	2	1351	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"		ROH	NA	42.76	PS_HONDA HRS6_GERARDO E	NO	4962327959		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032310093	NA	A2C00051989	1	1351	"100uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	1.1	PS_HONDA HRS6_GERARDO E	NO	4962327959		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032310093	NA	A2C00051994	10	1351	"330uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	16.6	PS_HONDA HRS6_GERARDO E	NO	4962327959		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032310093	NA	A2C00006616	1	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.01	PS_HONDA HRS6_GERARDO E	NO	4962327959		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032310093	NA	A2C00052765	8	1351	"220uH,400mA,SMD,COIL/"		ROH	NA	12	PS_HONDA HRS6_GERARDO E	NO	4962327959		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032310093	NA	A2C00020588	21	1351	"R LIN,82R5,1%,TK100,100mW,0603"		ROH	NA	0.21	PS_HONDA HRS6_GERARDO E	NO	4962327959		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032310093	NA	A2C00059117	28	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"		ROH	NA	1.4	PS_HONDA HRS6_GERARDO E	NO	4962327959		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032310093	NA	A2C00034550	3	1351	"2R7,1%,TK200,100mW,0603,LIN RES/ERJ3R"		ROH	NA	0.06	PS_HONDA HRS6_GERARDO E	NO	4962327959		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032310093	NA	A2C00019591	16	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.16	PS_HONDA HRS6_GERARDO E	NO	4962327959		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032310093	NA	A2C00004349	1	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.01	PS_HONDA HRS6_GERARDO E	NO	4962327959		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032310093	NA	A2C00019592	75	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.75	PS_HONDA HRS6_GERARDO E	NO	4962327959		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032310093	NA	A2C00023857	51	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	19.89	PS_HONDA HRS6_GERARDO E	NO	4962327959		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032310093	NA	A2C00037882	63	1351	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	0.63	PS_HONDA HRS6_GERARDO E	NO	4962327959		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032340093	NA	A2C00004364	4	1351	"R LIN,33K2,1%,TK100,100mW,0603"		ROH	NA	0.04	PS_HONDA HRS6_GERARDO E	NO	4962327978		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032310093	NA	A2C00039660	5	1351	"2K55,0.1%,TK25,100mW,0603,LIN RES/RT0603"		ROH	NA	1.8	PS_HONDA HRS6_GERARDO E	NO	4962327959		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032340093	NA	A2C00052765	2	1351	"220uH,400mA,SMD,COIL/"		ROH	NA	3	PS_HONDA HRS6_GERARDO E	NO	4962327978		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032340093	NA	A2C00020588	3	1351	"R LIN,82R5,1%,TK100,100mW,0603"		ROH	NA	0.03	PS_HONDA HRS6_GERARDO E	NO	4962327978		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032340093	NA	A2C00019591	9	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.09	PS_HONDA HRS6_GERARDO E	NO	4962327978		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032340093	NA	A2C00059117	5	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"		ROH	NA	0.25	PS_HONDA HRS6_GERARDO E	NO	4962327978		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032340093	NA	A2C00004349	3	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.03	PS_HONDA HRS6_GERARDO E	NO	4962327978		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032340093	NA	A2C00034550	3	1351	"2R7,1%,TK200,100mW,0603,LIN RES/ERJ3R"		ROH	NA	0.06	PS_HONDA HRS6_GERARDO E	NO	4962327978		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032340093	NA	A2C00019592	2	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.02	PS_HONDA HRS6_GERARDO E	NO	4962327978		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032340093	NA	A2C00023857	16	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	6.24	PS_HONDA HRS6_GERARDO E	NO	4962327978		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032340093	NA	A2C00039660	1	1351	"2K55,0.1%,TK25,100mW,0603,LIN RES/RT0603"		ROH	NA	0.36	PS_HONDA HRS6_GERARDO E	NO	4962327978		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032340093	NA	A2C00019595	11	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.11	PS_HONDA HRS6_GERARDO E	NO	4962327978		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021730093	NA	A2C00051989	1	1351	"100uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	1.1	PS_HONDA HRS6_GERARDO E	NO	4962327853		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021730093	NA	A2C00004364	31	1351	"R LIN,33K2,1%,TK100,100mW,0603"		ROH	NA	0.31	PS_HONDA HRS6_GERARDO E	NO	4962327853		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021730093	NA	A2C00006616	2	1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.02	PS_HONDA HRS6_GERARDO E	NO	4962327853		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021730093	NA	A2C00020588	1	1351	"R LIN,82R5,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_HONDA HRS6_GERARDO E	NO	4962327853		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021730093	NA	A2C00002274	3	1351	"15pF,5%,50V,C0G,0603,Sn,CER CAP/CC"		ROH	NA	0.06	PS_HONDA HRS6_GERARDO E	NO	4962327853		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021730093	NA	A2C00004349	1	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.01	PS_HONDA HRS6_GERARDO E	NO	4962327853		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021730093	NA	A2C00019592	3	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.03	PS_HONDA HRS6_GERARDO E	NO	4962327853		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021730093	NA	A2C00023857	7	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	2.73	PS_HONDA HRS6_GERARDO E	NO	4962327853		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8021730093	NA	A2C00037882	29	1351	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	0.29	PS_HONDA HRS6_GERARDO E	NO	4962327853		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032310092	NA	A2C00488200	8	1351	"IC BUS DRIV/TJA1051T/3,SO8"		ROH	NA	23.68	PS_HONDA HRS6_GERARDO E	NO	4962327959		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032310092	NA	A2C00019591	30	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.3	PS_HONDA HRS6_GERARDO E	NO	4962327959		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032310092	NA	A2C00052689	75	1351	"R LIN,3K24,1%,TK100,63mW,0402"		ROH	NA	0.75	PS_HONDA HRS6_GERARDO E	NO	4962327959		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032310092	NA	A2C00007895	13	1351	"C CER,C0G,470pF,5%,50V,0603,Sn"		ROH	NA	0.39	PS_HONDA HRS6_GERARDO E	NO	4962327959		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032310092	NA	A2C00039660	7	1351	"2K55,0.1%,TK25,100mW,0603,LIN RES/RT0603"		ROH	NA	2.52	PS_HONDA HRS6_GERARDO E	NO	4962327959		
225078	29/10/2012		ZSCR	551	035-1	0	'054	A2C8032310092	NA	A2C00037882	134	1351	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	1.34	PS_HONDA HRS6_GERARDO E	NO	4962327959		
