No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	 	 	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
299090	5/9/2013	MB1A	551	010-3	95000050	'015	NA	NA	A2C53311707	550				1103	housing	QN410093068	ROH	NA	1336.5	S1_TG1C HYUNDAI_MIGUEL	NO	4967343420
301396	5/14/2013	ZSCR	551	034-2	NA	'015	A2C8314420093	NA	A2C8314420093	4				1342	circuit board assy TPM Top	NA	HALB	S.Real	141.76	S1_TG1C UNIVERSAL_JAIME	NO	4967345915
301450	5/14/2013	ZSCR	551	034-2	NA	'015	A2C84455600	NA	A2C84455600	1				1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	50.73	S1_TG1C UNIVERSAL_JAIME	NO	4967345395
301572	5/14/2013	MB1A	551	034-2	B30301-01495	'015	NA	NA	A2C81364500	1				1095	module assy TPM 433 MHz	NA	HALB	S.Real/AutoBF	54.03	S1_TG1C NISSAN_JAIME JI	NO	4967343445
301633	5/14/2013	ZSCR	551	034-2	NA	'015	S180052042	NA	A2C30723201	2				1342	module assy TPM	NA	HALB	S.Real/AutoBF	86.9	S5_TG1C HONDA_MIGUEL QU	NO	4967343641
301633	5/14/2013	ZSCR	551	034-2	NA	'015	S180052042	NA	A2C53277894	2	3011	015	 	1342	valve housing	NA	ROH	NA	12.62	S5_TG1C HONDA_MIGUEL QU	NO	4967346919
301633	5/14/2013	ZSCR	551	034-2	NA	'015	S180052042	NA	A2C53327812	2	3011	015	 	1342	"sealing ring 10x 4,4"	NA	ROH	NA	3.6	S5_TG1C HONDA_MIGUEL QU	NO	4967346850
301703	5/14/2013	ZSCR	551	030-1	NA	'015	A2C31556000	NA	A2C3156350093	3				1301	circuit board assy TPM LOCAPASE TOP	NA	HALB	S.Real	92.13	S1_TG1C NISSAN_JAIME JI	NO	4967345630
301707	5/14/2013	ZSCR	551	030-1	NA	'015	5WY8833	NA	A2C53338452	2				1301	circuit board assy	NA	HALB	S.Real	119.28	S1_DCU_ADRIAN CEBALLOS	NO	4967345644
301708	5/14/2013	ZSCR	551	034-2	NA	'015	5WY8833	NA	A2C53338452	3				1342	circuit board assy	NA	HALB	S.Real	178.92	S1_DCU_ADRIAN CEBALLOS	NO	4967345883
301755	5/15/2013	ZSCR	551	034-2	NA	'050	A2C31556000	NA	A2C86365300	48	3011	 '050	 	1342	pcb	NA	ROH	NA	71.04	S1_TG1C UNIVERSAL_JAIME	NO	4967346272
301774	5/15/2013	ZSCR	551	034-2	NA	'015	S180052036	NA	A2C31109500	1	3011	015	 	1342	valve housing assy	NA	ROH	NA	6.28	S1_TG1C NISSAN_JAIME JI	NO	4967346829
