0	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
514015	01/09/2014	ZSCR	551	030-1	NA	'054	A2C8661710093	NA	A2C8661710092	6	1301	pcb assy DAGARM3 RO V17EDR Bottom	NA	HALB	S.Real/AutoBF	486.36	PS_ARAMIS III_E.EDWIN R	NO	
514038	01/09/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	1	1301	pcb topSMD top	NA	HALB	S.Real	332.31	PS_SDM10+_.	NO	
514043	01/09/2014	ZSCR	551	030-1	NA	'054	A2C53388687	NA	A2C53342620	1	1301	pcb DC main	NA	ROH	NA	18.38	PS_ARAMIS 2013_E.EDWIN	NO	
514048	01/09/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
514049	01/09/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
514050	01/09/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
514052	01/09/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
514053	01/09/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
514077	01/09/2014	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C00023541	2	1301	"2.2mF,20%,35V,HOL,AL,ELEC CAP/AIRBAG"	NA	ROH	NA	4.8	PS_VW10 LC_U.ULISES VIL	NO	
514079	01/09/2014	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C00023541	2	1301	"2.2mF,20%,35V,HOL,AL,ELEC CAP/AIRBAG"	NA	ROH	NA	4.8	PS_VW10 LC_U.ULISES VIL	NO	
514080	01/09/2014	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C00023541	2	1301	"2.2mF,20%,35V,HOL,AL,ELEC CAP/AIRBAG"	NA	ROH	NA	4.8	PS_VW10 LC_U.ULISES VIL	NO	
514081	01/09/2014	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C00023541	1	1301	"2.2mF,20%,35V,HOL,AL,ELEC CAP/AIRBAG"	NA	ROH	NA	2.4	PS_VW10 LC_U.ULISES VIL	NO	
514082	01/09/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9271190092	6	1095	pcb assy DAGSTAR2 ISC D_25 Bottom	NA	HALB	S.Real/AutoBF	987.06	PSAD_DAIMLER STAR2_ISC_	NO	4981599088
514084	01/09/2014	MB1A	551	022-2	K96019	'054	NA	NA	A2C91764100	1	1095	ACU GMSDM30 MY14 S15 12 XX 0 0 0 000	NA	FERT	NA	313.1	PS_SDM30_.	NO	4981598924
514085	01/09/2014	ZSCR	551	022-2	NA	'054	A2C82544800	NA	A2C82544900	1	1222	pcb assy OPLA4400 440XXESE	NA	HALB	S.Real	215.4	PSAD_OPEL 4400_J.JOSE O	NO	
514087	01/09/2014	ZSCR	551	030-1	NA	'054	5WY89350	NA	A2C31080700	1	1301	airbag	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	
514100	01/09/2014	ZSCR	551	030-1	NA	'054	A2C89730900	NA	A2C8021660002	1	1301	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	
514101	01/09/2014	ZSCR	551	030-1	NA	'054	A2C8661710093	NA	A2C8661710092	6	1301	pcb assy DAGARM3 RO V17EDR Bottom	NA	HALB	S.Real/AutoBF	486.36	PS_ARAMIS III_E.EDWIN R	NO	
514105	01/09/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C85215100	1	1095	ACU VW20 MY12 S15 16 04 0 0 0 000	NA	FERT	NA	244.66	PS_VW20 MQB_.	NO	4981598971
514107	01/09/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C83711000	1	1095	ACU VW20 MY14 S15 20 08 0 0 0 000	NA	FERT	NA	265.77	PS_VW20 MQB_.	NO	4981598971
514108	01/09/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C8145580093	1	1095	pcb assy RENT4 V01 TOP	NA	HALB	S.Real	118.58	PS_RENAULT_.	NO	4981598742
514109	01/09/2014	ZSCR	551	034-2	NA	'054	A2C30910808	NA	A2C30910808	1	1342	ACU VWAE MY12 S15 04 00 0 0 0 000	NA	FERT	NA	158.17	PSAD_VW20_U.ULISES VILL	NO	
514110	01/09/2014	ZSCR	551	034-2	NA	'054	A2C30910808	NA	A2C32509000	1	1342	pcb assy VW20 V01	NA	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO	
514111	01/09/2014	ZSCR	551	034-4	NA	'054	A2C85901111	NA	A2C87057001	2	1344	pcb assy DAGSTAR2 D_18	NA	HALB	S.Real	840.66	PSAD_DAIMLER STAR 2_A.A	NO	
514115	01/09/2014	ZSCR	551	040-3	NA	'054	A2C37964107	NA	A2C37964107	1	1403	ACU DAGSTAR2 MY12 S15 28 XX 0 1 0 000	NA	FERT	NA	443.7	PSAD_DAIMLER STAR 2_A.A	NO	
514116	01/09/2014	ZSCR	551	040-3	NA	'054	5WK44252	NA	A2C53364457	3	1403	pcb assy	NA	HALB	S.Real/AutoBF	288.75	OC_BOSE VW_A.ANA TAPIA-	NO	
514132	01/09/2014	ZSCR	551	040-1	NA	'054	A2C81542300		A2C81542300	1	1401	ACU CHRJC MY13 M30 13 10 0 0 0 000	NA	FERT	NA	447.22	PS_ARAMIS 2013_E.EDWIN	NO	
514133	01/09/2014	ZSCR	551	040-1	NA	'054	A2C8300780001	NA	A2C8300780001	1	1401	pcb assy VOLP1X P11P12P14	NA	HALB	S.Real/AutoBF	269.77	PSAD_ASTON MARTIN_J.JOS	NO	
514134	01/09/2014	ZSCR	551	034-1	NA	'054	5WK44252	NA	A2C53364457	1	1341	pcb assy	NA	HALB	S.Real/AutoBF	96.25	OC_BOSE VW_A.ANA TAPIA-	NO	
514136	01/09/2014	ZSCR	551	040-3	NA	'054	A2C84851900	NA	A2C84851900	1	1403	ACU VW10 MY14 M35 16 04 0 0 0 000	NA	FERT	NA	281.22	PS_VW10 LC_U.ULISES VIL	NO	
514139	01/09/2014	ZSCR	551	034-2	NA	'054	A2C81542300	NA	A2C81543200	1	1342	pcb assy	NA	HALB	S.Real	415.2	PS_ARAMIS 2013_E.EDWIN	NO	
514140	01/09/2014	ZSCR	551	040-3	NA	'054	5WK44285		5WK44285	1	1403	ACU VW10 MY09 M35	NA	FERT	NA	231.46	PS_VW10 LC_U.ULISES VIL	NO	
514142	01/09/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C53338471	10	1095	contact element	NA	ROH	NA	10.2	PS_SDM30_.	NO	4981598924
514142	01/09/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C40000025	5	1095	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	34.15	PS_SDM30_.	NO	4981598924
514142	01/09/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C92572700	5	1095	pcb assy GMSDM30	NA	HALB	S.Real/AutoBF	1935.9	PS_SDM30_.	NO	4981598924
514142	01/09/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C53395713	5	1095	housing WIC P BK A-D	NA	ROH	NA	182.35	PS_SDM30_.	NO	4981598924
514144	01/09/2014	MB1A	551	034-4	K96019	'054	NA	NA	A2C53338471	2	1095	contact element	NA	ROH	NA	2.04	PS_SDM30_.	NO	4981598924
514144	01/09/2014	MB1A	551	034-4	K96019	'054	NA	NA	A2C40000025	1	1095	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	6.83	PS_SDM30_.	NO	4981598924
514144	01/09/2014	MB1A	551	034-4	K96019	'054	NA	NA	A2C92572700	1	1095	pcb assy GMSDM30	NA	HALB	S.Real/AutoBF	387.18	PS_SDM30_.	NO	4981598924
514144	01/09/2014	MB1A	551	034-4	K96019	'054	NA	NA	A2C53395713	1	1095	housing WIC P BK A-D	NA	ROH	NA	36.47	PS_SDM30_.	NO	4981598924
514146	01/09/2014	ZSCR	551	034-2	NA	'054	A2C82544800	NA	A2C82544900	2	1342	pcb assy OPLA4400 440XXESE	NA	HALB	S.Real	430.8	PSAD_OPEL 4400_J.JOSE O	NO	
514152	01/09/2014	ZSCR	551	034-4	NA	'054	A2C30910808	NA	A2C32509000	1	1344	pcb assy VW20 V01	NA	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO	
514153	01/09/2014	ZSCR	551	040-1	NA	'054	A2C89730900	NA	A2C8021660002	1	1401	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	
514154	01/09/2014	ZSCR	551	040-1	NA	'054	A2C89730900	NA	A2C8021660002	1	1401	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	
514182	01/09/2014	ZSCR	551	040-3	NA	'054	A2C81542300	NA	A2C81543200	1	1403	pcb assy	NA	HALB	S.Real	415.2	PS_ARAMIS 2013_E.EDWIN	NO	
514185	01/09/2014	ZSCR	551	040-1	NA	'054	A2C83042800	NA	A2C8304280093	1	1401	pcb assy MGNT75 Top	NA	HALB	S.Real	138.84	PSAD_PSA MAGNA_J.JOSE O	NO	
514188	01/09/2014	MB1A	551	023-2	K96019	'054	NA	NA	A2C8397190093	2	1232	pcb topSMD top	NA	HALB	S.Real	664.62	PS_SDM10+_.	NO	4981598501
514188	01/09/2014	MB1A	551	023-2	K96019	'054	NA	NA	A2C83341500	1	1232	pcb topSMD	NA	HALB	S.Real/AutoBF	224.89	PS_SDM10+_.	NO	4981598501
514188	01/09/2014	MB1A	551	023-2	K96019	'054	NA	NA	A2C8397200093	1	1232	pcb topSMD Top	NA	HALB	S.Real	358.75	PS_SDM10+_.	NO	4981598501
514191	01/09/2014	ZSCR	551	040-1	NA	'054	5WY88040	NA	A2C53412214	1	1401	pcb assy	NA	HALB	S.Real/AutoBF	149.71	PSAD_GM BRASIL_A.ANA TA	NO	
514193	01/09/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C9271190093	4	1095	pcb assy DAGSTAR2 ISC D_25 Top	NA	HALB	S.Real	1328.64	PSAD_DAIMLER STAR2_ISC_	NO	4981599088
514195	01/09/2014	ZSCR	551	034-2	NA	'054	A2C83011900	NA	A2C82535500	50	1342	certification label identificati	NA	ROH	NA	12.5	PSAD_OPEL 3300_.	NO	
514196	01/09/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C83145200	500	1095	certification label identificati	NA	ROH	NA	165	PS_SDM30_.	NO	4981598924
514197	01/09/2014	ZSCR	551	034-2	NA	'054	5WK43024	NA	6593331401	100	1342	ETIQUETA DE IDENTIFIC. HONDA	NA	ROH	NA	26	PS_HONDA HRS5_.	NO	
514198	01/09/2014	ZSCR	551	034-2	NA	'054	5WK44120	NA	A2C53324560	300	1342	certification label spool part p	NA	ROH	NA	150	PS_ARAMIS III_E.EDWIN R	NO	
514201	01/09/2014	MB1A	551	040-3	K96019	'054	NA	NA	A2C53330109	35	1095	socket	NA	ROH	NA	633.5	PSAD_DAIMLER STAR2_ISC_	NO	4981599088
514202	01/09/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C83435000	6	1095	cover FIP T BK	NA	ROH	NA	114.12	PSAD_DAIMLER STAR2_ISC_	NO	4981599088
514204	01/09/2014	ZSCR	551	034-2	NA	'054	5WK44508	NA	A2C00027389	9	1342	cover	NA	ROH	NA	23.04	PS_VW10 LC_U.ULISES VIL	NO	
514205	01/09/2014	ZSCR	551	034-2	NA	'054	5WK44285	NA	A2C00027389	9	1342	cover	NA	ROH	NA	23.04	PS_VW10 LC_U.ULISES VIL	NO	
514206	01/09/2014	MB1A	551	040-3	K96019	'054	NA	NA	A2C53330109	1	1095	socket	NA	ROH	NA	18.1	PSAD_DAIMLER STAR2_ISC_	NO	4981599088
514206	01/09/2014	MB1A	551	040-3	K96019	'054	NA	NA	A2C91600800	1	1095	multipoint connector124/ 76P H 2SYS 1018	NA	ROH	NA	57.79	PSAD_DAIMLER STAR2_ISC_	NO	4981599088
514207	01/09/2014	ZSCR	551	034-2	NA	'054	5WK44781	NA	A2C00014697	150	1342	sticker	NA	ROH	NA	76.5	PS_VW10 LC_U.ULISES VIL	NO	
514208	01/09/2014	ZSCR	551	040-3	NA	'054	5WK44508	NA	5WK44508	1	1403	ACU VW10 MY09 M35	NA	FERT	NA	235.03	PS_VW10 LC_U.ULISES VIL	NO	
514210	01/09/2014	ZSCR	551	034-2	NA	'054	5WK44074	NA	A2C53108377	3	1342	cover FIP T GY	NA	ROH	NA	11.64	PS_ARAMIS II MCG_F.FERN	NO	
514212	01/09/2014	ZSCR	551	034-2	NA	'054	5WK44551	NA	8800680101	5	1342	Double-Tail Adapter 2035	NA	ROH	NA	1297.75	OC_OCS NISSAN_A.ANA TAP	NO	
514212	01/09/2014	ZSCR	551	034-2	NA	'054	5WK44551	NA	A2C00016838	400	1342	connector pin	NA	ROH	NA	112	OC_OCS NISSAN_A.ANA TAP	NO	
514212	01/09/2014	ZSCR	551	034-2	NA	'054	5WK44551	NA	A2C53095090	12	1342	distance holder	NA	ROH	NA	2.52	OC_OCS NISSAN_A.ANA TAP	NO	
514212	01/09/2014	ZSCR	551	034-2	NA	'054	5WK44551	NA	A2C53287893	10	1342	pcb BMWOCE E70 OCE2007 EMC	NA	ROH	NA	70.7	OC_OCS NISSAN_A.ANA TAP	NO	
514212	01/09/2014	ZSCR	551	034-2	NA	'054	5WK44551	NA	A2C53117111	0.222	1342	Overmoulding material (Hot melt OCS)	NA	ROH	NA	32.99	OC_OCS NISSAN_A.ANA TAP	NO	
514214	01/09/2014	ZSCR	551	034-2	NA	'054	5WK43761	NA	A2C53095018	400	1342	"label 58,00x 20,00mm white foil"	NA	ROH	NA	120	OC_OCS NISSAN_A.ANA TAP	NO	
514218	01/09/2014	ZSCR	551	034-2	NA	'054	5WK43521	NA	A2C53106605	1	1342	keypad assy	NA	HALB	S.Real/AutoBF	538.93	OC_OCS SUZUKI_A.ANA TAP	NO	
514219	01/09/2014	ZSCR	551	034-2	NA	'054	5WK43521	NA	A2C53106605	1	1342	keypad assy	NA	HALB	S.Real/AutoBF	538.93	OC_OCS SUZUKI_A.ANA TAP	NO	
514220	01/09/2014	ZSCR	551	034-2	NA	'054	5WK43521	NA	A2C53106605	1	1342	keypad assy	NA	HALB	S.Real/AutoBF	538.93	OC_OCS SUZUKI_A.ANA TAP	NO	
514221	01/09/2014	ZSCR	551	034-2	NA	'054	5WK43521	NA	A2C53106605	1	1342	keypad assy	NA	HALB	S.Real/AutoBF	538.93	OC_OCS SUZUKI_A.ANA TAP	NO	
514223	01/09/2014	ZSCR	551	034-2	NA	'054	5WK43521	NA	A2C53106605	1	1342	keypad assy	NA	HALB	S.Real/AutoBF	538.93	OC_OCS SUZUKI_A.ANA TAP	NO	
514544	02/09/2014	ZSCR	551	030-1	NA	'054	A2C8254200093	NA	A2C8254200092	4	1301	pcb assy OPLA4400 4401XESE lado bottom	NA	HALB	S.Real/AutoBF	393.44	PSAD_OPEL 4400_J.JOSE O	NO	
514545	02/09/2014	ZSCR	551	030-1	NA	'054	A2C86816902	NA	A2C86617300	1	1301	pcb assy DAGARM3 RO V16EDR	NA	HALB	S.Real	428.83	PS_ARAMIS III_E.EDWIN R	NO	
514548	02/09/2014	ZSCR	551	030-1	NA	'054	A2C89730900	NA	A2C8021660002	1	1301	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	
514551	02/09/2014	ZSCR	551	030-1	NA	'054	A2C86816902	NA	A2C86617300	1	1301	pcb assy DAGARM3 RO V16EDR	NA	HALB	S.Real	428.83	PS_ARAMIS III_E.EDWIN R	NO	
514554	02/09/2014	ZSCR	551	030-1	NA	'054	A2C89730900	NA	A2C8021660002	1	1301	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	
514555	02/09/2014	ZSCR	551	030-1	NA	'054	A2C89730900	NA	A2C8021660002	1	1301	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	
514567	02/09/2014	ZSCR	551	030-1	NA	'054	5WK44508	NA	A2C53416946	1	1301	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	212.5	PS_VW10 LC_U.ULISES VIL	NO	
514627	02/09/2014	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C00023541	2	1301	"2.2mF,20%,35V,HOL,AL,ELEC CAP/AIRBAG"	NA	ROH	NA	4.8	PS_VW10 LC_U.ULISES VIL	NO	
514628	02/09/2014	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C00023541	2	1301	"2.2mF,20%,35V,HOL,AL,ELEC CAP/AIRBAG"	NA	ROH	NA	4.8	PS_VW10 LC_U.ULISES VIL	NO	
514633	02/09/2014	ZSCR	551	034-2	NA	'054	A2C82735100	NA	A2C83145200	2053	1342	certification label identificati	NA	ROH	NA	677.49	PSAD_GM BRASIL_A.ANA TA	NO	
514635	02/09/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C8466170093	8	1095	pcb assy VW20 D_4 Top	NA	HALB	S.Real	1543.36	PS_VW20 MQB_.	NO	4981598971
514637	02/09/2014	ZSCR	551	034-1	NA	'054	A2C81542300	NA	A2C81543200	3	1341	pcb assy	NA	HALB	S.Real	1245.6	PS_ARAMIS 2013_E.EDWIN	NO	
514640	02/09/2014	ZSCR	551	040-2	NA	'054	A2C89730900	NA	A2C8021660002	1	1402	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_ARAMIS 2013_E.EDWIN	NO	
514645	02/09/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C9257240093	1	1095	pcb assy GMSMD30 Top	NA	HALB	S.Real	357.36	PS_SDM30_.	NO	4981598924
514646	02/09/2014	ZSCR	551	034-2	NA	'054	5WK44252	NA	A2C53364457	3	1342	pcb assy	NA	HALB	S.Real/AutoBF	288.75	OC_BOSE VW_A.ANA TAPIA-	NO	
514648	02/09/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C9257240093	2	1095	pcb assy GMSMD30 Top	NA	HALB	S.Real	714.72	PS_SDM30_.	NO	4981598924
514655	02/09/2014	MB1A	551	040-1	K96019	'054	NA	NA	A2C92572300	1	1095	pcb assy GMSMD30	NA	HALB	S.Real/AutoBF	260.01	PS_SDM30_.	NO	4981598924
514656	02/09/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C91764100	1	1095	ACU GMSDM30 MY14 S15 12 XX 0 0 0 000	NA	FERT	NA	313.1	PS_SDM30_.	NO	4981598924
514660	02/09/2014	ZSCR	551	034-4	NA	'054	A2C37964107	NA	A2C35116200	1	1344	pcb assy DAGSTAR2 D_3	NA	HALB	S.Real	398.95	PSAD_DAIMLER STAR 2_A.A	NO	
514661	02/09/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C92711900	3	1095	pcb assy DAGSTAR2 ISC D_25	NA	HALB	S.Real	1231.38	PSAD_DAIMLER STAR2_ISC_	NO	4981599088
514662	02/09/2014	ZSCR	551	034-2	NA	'054	5WY89350	NA	A2C53436156	5	1342	cover RAP T BK	NA	ROH	NA	32	PS_CHRYSLER MY2013_E.ED	NO	
514665	02/09/2014	ZSCR	551	034-2	NA	'054	A2C81542300	NA	A2C81543200	5	1342	pcb assy	NA	HALB	S.Real	2076	PS_ARAMIS 2013_E.EDWIN	NO	
514667	02/09/2014	ZSCR	551	034-2	NA	'054	A2C82544800	NA	A2C82544900	1	1342	pcb assy OPLA4400 440XXESE	NA	HALB	S.Real	215.4	PSAD_OPEL 4400_J.JOSE O	NO	
514669	02/09/2014	ZSCR	551	034-2	NA	'054	5WK44252		5WK44252	1	1342	BoSe VW	NA	FERT	NA	104.03	OC_BOSE VW_A.ANA TAPIA-	NO	
514671	02/09/2014	ZSCR	551	034-2	NA	'054	A2C86816802	NA	A2C86617100	2	1342	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	853.14	PS_ARAMIS III_E.EDWIN R	NO	
514675	02/09/2014	ZSCR	551	040-1	NA	'054	A2C89730900	NA	A2C8021660002	1	1401	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	
514679	02/09/2014	ZSCR	551	034-2	NA	'054	5WK44252	NA	A2C53364457	1	1342	pcb assy	NA	HALB	S.Real/AutoBF	96.25	OC_BOSE VW_A.ANA TAPIA-	NO	
514681	02/09/2014	ZSCR	551	040-1	NA	'054	5WK44252	NA	A2C53364457	1	1401	pcb assy	NA	HALB	S.Real/AutoBF	96.25	OC_BOSE VW_A.ANA TAPIA-	NO	
514683	02/09/2014	ZSCR	551	034-1	NA	'054	A2C85220900	NA	A2C84965300	1	1341	pcb assy HONHRS6 D_13	NA	HALB	S.Real	200.96	PS_HONDA HRS6_J.JUAN CH	NO	
514684	02/09/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C84661700	1	1095	pcb assy VW20 D_4	NA	HALB	S.Real	248.8	PS_VW20 MQB_.	NO	4981598971
514685	02/09/2014	ZSCR	551	034-2	NA	'054	5WK44771	NA	A2C81531200	2	1342	pcb assy DAGARM3 V14	NA	HALB	S.Real	867.7	PS_ARAMIS III_E.EDWIN R	NO	
514686	02/09/2014	ZSCR	551	034-4	NA	'054	A2C89730900	NA	A2C8021660002	1	1344	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	
514691	02/09/2014	ZSCR	551	034-9	NA	'054	A2C85220900	NA	A2C84965300	1	1349	pcb assy HONHRS6 D_13	NA	HALB	S.Real	200.96	PS_HONDA HRS6_J.JUAN CH	NO	
514696	02/09/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C92711900	1	1095	pcb assy DAGSTAR2 ISC D_25	NA	HALB	S.Real	410.46	PSAD_DAIMLER STAR2_ISC_	NO	4981599088
514703	02/09/2014	ZSCR	551	034-2	NA	'054	5WK44252	NA	A2C53364457	3	1342	pcb assy	NA	HALB	S.Real/AutoBF	288.75	OC_BOSE VW_A.ANA TAPIA-	NO	
514709	02/09/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C92572400	1	1095	pcb assy GMSDM30	NA	HALB	S.Real/AutoBF	360.42	PS_SDM30_.	NO	4981598924
514711	02/09/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C83711000	1	1095	ACU VW20 MY14 S15 20 08 0 0 0 000	NA	FERT	NA	265.77	PS_VW20 MQB_.	NO	4981598971
514712	02/09/2014	ZSCR	551	040-2	NA	'054	A2C82544800	NA	A2C82544800	1	1402	ACU OPL440X MY04 G40 12 XX 0 0 0 000	NA	FERT	NA	249.92	PSAD_OPEL 4400_J.JOSE O	NO	
514715	02/09/2014	ZSCR	551	034-2	NA	'054	5WK44508	NA	A2C53416946	1	1342	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	212.5	PS_VW10 LC_U.ULISES VIL	NO	
514717	02/09/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C92572300	2	1095	pcb assy GMSMD30	NA	HALB	S.Real/AutoBF	520.02	PS_SDM30_.	NO	4981598924
514719	02/09/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C92572700	4	1095	pcb assy GMSDM30	NA	HALB	S.Real/AutoBF	1548.72	PS_SDM30_.	NO	4981598924
514727	02/09/2014	ZSCR	551	040-3	NA	'054	A2C37964111	NA	A2C91600900	1	1403	multipoint connector124/ 89P H 2SYS 1018	NA	ROH	NA	57.76	PSAD_DAIMLER STAR 2_A.A	NO	
514729	02/09/2014	ZSCR	551	034-2	NA	'054	5WY89350	NA	A2C53436156	4	1342	cover RAP T BK	NA	ROH	NA	25.6	PS_CHRYSLER MY2013_E.ED	NO	
514731	02/09/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C83435000	9	1095	cover FIP T BK	NA	ROH	NA	171.18	PSAD_DAIMLER STAR2_ISC_	NO	4981599088
514732	02/09/2014	ZSCR	551	034-2	NA	'054	5WK44508	NA	A2C00027389	5	1342	cover	NA	ROH	NA	12.8	PS_VW10 LC_U.ULISES VIL	NO	
514733	02/09/2014	ZSCR	551	034-2	NA	'054	5WK44781	NA	A2C00014697	100	1342	sticker	NA	ROH	NA	51	PS_VW10 LC_U.ULISES VIL	NO	
514734	02/09/2014	ZSCR	551	034-2	NA	'054	A2C30910808	NA	A2C86055000	2	1342	cover	NA	ROH	NA	19.82	PSAD_VW20_U.ULISES VILL	NO	
514752	02/09/2014	ZSCR	551	034-2	NA	'054	A2C89730900	NA	A2C8021660002	2	1342	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	614.26	PS_HONDA HRS6_J.JUAN CH	NO	
514753	02/09/2014	ZSCR	551	040-1	NA	'054	5WK43950	NA	A2C53239778	1	1401	ACU MY08 M30 10	NA	HALB	S.Real	301.03	OES_HONDA ACCORD_.	NO	
514754	02/09/2014	ZSCR	551	040-1	NA	'054	5WK43950	NA	A2C53239778	1	1401	ACU MY08 M30 10	NA	HALB	S.Real	301.03	OES_HONDA ACCORD_.	NO	
514759	02/09/2014	ZSCR	551	040-3	NA	'054	5WK44592	NA	A2C53405650	1	1403	multipoint connector 82P H 2SYS YE	NA	ROH	NA	21.13	PS_HONDA HRS6_J.JUAN CH	NO	
514759	02/09/2014	ZSCR	551	040-3	NA	'054	5WK44752	NA	A2C53330109	1	1403	socket	NA	ROH	NA	18.1	PS_HONDA HRS6_J.JUAN CH	NO	
514775	02/09/2014	ZSCR	551	034-2	NA	'054	5WK44551	NA	A2C53117111	0.222	1342	Overmoulding material (Hot melt OCS)	NA	ROH	NA	32.99	OC_OCS NISSAN_A.ANA TAP	NO	
514775	02/09/2014	ZSCR	551	034-2	NA	'054	5WK44551	NA	8800680101	3	1342	Double-Tail Adapter 2035	NA	ROH	NA	778.65	OC_OCS NISSAN_A.ANA TAP	NO	
514775	02/09/2014	ZSCR	551	034-2	NA	'054	5WK44551	NA	A2C53095090	12	1342	distance holder	NA	ROH	NA	2.52	OC_OCS NISSAN_A.ANA TAP	NO	
514775	02/09/2014	ZSCR	551	034-2	NA	'054	5WK44551	NA	A2C53287893	6	1342	pcb BMWOCE E70 OCE2007 EMC	NA	ROH	NA	42.42	OC_OCS NISSAN_A.ANA TAP	NO	
514775	02/09/2014	ZSCR	551	034-2	NA	'054	5WK44551	NA	A2C00016838	150	1342	connector pin	NA	ROH	NA	42	OC_OCS NISSAN_A.ANA TAP	NO	
514776	02/09/2014	ZSCR	551	034-2	NA	'054	5WK43990	NA	A2C53095018	100	1342	"label 58,00x 20,00mm white foil"	NA	ROH	NA	30	OC_OCS NISSAN_A.ANA TAP	NO	
