No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	045		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
542368	30/10/2014	ZSCR	551	030-1	NA	'045	A2C3276070193	NA	A2C00052547	72	3011	045		1301	"EX2-N20-W RELAY,POWER,TWIN,12V"	NA	ROH	NA	529.92	S4_PQ25 LP3_.	NO	4984426837
543245	01/11/2014	ZSCR	551	035-1	0	'045	A2C3085270492	NA	A2C00049532	72	3011	045		1351	"33R,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.72	S6_WEBASTO_A.ALEX ADMIN	NO	4984428822
543245	01/11/2014	ZSCR	551	035-1	0	'045	A2C8754070192	NA	A2C00049532	157	3011	045		1351	"33R,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	1.57	S6_WEBASTO_A.ALEX ADMIN	NO	4984428822
543245	01/11/2014	ZSCR	551	035-1	0	'045	A2C3085270493	NA	A2C00052545	48	3011	045		1351	"L CMC CAN COIL/ACT45B/100uH,200mA,SMD"		ROH	NA	68.64	S6_WEBASTO_A.ALEX ADMIN	NO	4984428954
543245	01/11/2014	ZSCR	551	035-1	0	'045	A2C8754070192	NA	A2C00053822	56	3011	045		1351	"C CER,X7R,4.7uF,10%,16V,0805,Sn,STANDARD"		ROH	NA	17.92	S6_WEBASTO_A.ALEX ADMIN	NO	4984428995
543245	01/11/2014	ZSCR	551	035-1	0	'045	A2C8754070193	NA	A2C00058293	5	3011	045		1351	"IC MCU BLK/UPD70F3629M2GC(A1),A1,LQFP100"		ROH	NA	135.35	S6_WEBASTO_A.ALEX ADMIN	NO	4984429168
543245	01/11/2014	ZSCR	551	035-1	0	'045	A2C3085270493	NA	A2C00059200	21	3011	045		1351	"HALL-EFFECT-LATCH,SENSOR/A1221LLHLX-T"		ROH	NA	41.58	S6_WEBASTO_A.ALEX ADMIN	NO	4984429226
543245	01/11/2014	ZSCR	551	035-1	0	'045	A2C8754070193	NA	A2C00059200	10	3011	045		1351	"HALL-EFFECT-LATCH,SENSOR/A1221LLHLX-T"		ROH	NA	19.8	S6_WEBASTO_A.ALEX ADMIN	NO	4984429226
543245	01/11/2014	ZSCR	551	035-1	0	'045	A2C8754070193	NA	A2C00119100	1	3011	045		1351	"L COIL/Power Choke Coil,4.7uH,4.4A,SMD"		ROH	NA	5.55	S6_WEBASTO_A.ALEX ADMIN	NO	4984429415
543245	01/11/2014	ZSCR	551	035-1	0	'045	A2C8754070193	NA	A2C00334200	9	3011	045		1351	"R LIN,2R2,1%,TK200,125mW,0805"		ROH	NA	0.09	S6_WEBASTO_A.ALEX ADMIN	NO	4984429543
543252	01/11/2014	ZSCR	551	035-1	0	'045	A2C8275221192	NA	A2C00034902	7	3011	045		1351	"33nH,300mA,SMD,COIL/LQG18H"		ROH	NA	0.84	S2_CMF1_A.ALEX ADMIN	NO	4984426211
543252	01/11/2014	ZSCR	551	035-1	0	'045	A2C8275221192	NA	A2C00046741	133	3011	045		1351	"39V,500mW,SOD-123,ZENER/MMSZ5259BT1G"		ROH	NA	15.96	S2_CMF1_A.ALEX ADMIN	NO	4984428659
