No.Item	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	No.Docto.SAP
125065	ZSCR	551	030-1	NA	A2C33279100	NA	A2C53428227	80	3011	050		1301	PIN	NA	ROH	NA	16	4956407945
125065	ZSCR	551	030-1	NA	A2C33279100	NA	A2C53428228	940	3011	050		1301	PIN	NA	ROH	NA	188	4956407945
125065	ZSCR	551	030-1	NA	A2C33279100	NA	A2C53428229	100	3011	050		1301	"PIN,TNG FORK (TALL)"	NA	ROH	NA	22	4956407945
125151	ZSCR	551	034-2	NA	5WK49308	NA	A2C53215552	1	3011	015		1342	sealing	NA	ROH	NA	8.61	4956408006
125151	ZSCR	551	034-2	NA	5WK49308	NA	A2C53215555	3	3011	015		1342	contact spring	NA	ROH	NA	0.78	4956408006
125151	ZSCR	551	034-2	NA	5WK49543	NA	A2C53251275	4	3011	015		1342	sealing TR	NA	ROH	NA	36.24	4956408074
125571	ZSCR	551	034-2	NA	S180052034	NA	A2C53311707	2	3011	015		1342	housing	NA	ROH	NA	4.76	4956408355
125572	ZSCR	551	034-2	NA	S180052034	NA	A2C53311707	9	3011	015		1342	housing	NA	ROH	NA	21.42	4956408355
125591	ZSCR	551	040-2	NA	5WK49845	NA	A2C53335101	1	3011	050		1402	pin header 20P H 2R PF BK	NA	ROH	NA	48.02	4956408424
125591	ZSCR	551	040-2	NA	5WK49845	NA	A2C53339918	1	3011	015		1402	housing assy	NA	ROH	NA	3.77	4956408439
125592	ZSCR	551	034-2	NA	5WY8145	NA	A2C53278282	16	3011	015		1342	housing cover	NA	ROH	NA	24.48	4956408174
125592	ZSCR	551	034-2	NA	5WY8145	NA	A2C53278285	16	3011	015		1342	housing bottom	NA	ROH	NA	27.36	4956408174
125593	ZSCR	551	022-2	NA	5WK47832	NA	A2C53249345	6	3011	015		1222	housing assy	NA	ROH	NA	32.52	4956407817
125594	ZSCR	551	022-2	NA	A2C30984500	NA	A2C30984500	5	3011	015		1222	receiver assy	NA	FERT	NA	2698.15	4956408628
125595	ZSCR	551	034-2	NA	5WK49829	NA	A2C53248676	2	3011	015		1342	inner housing	NA	ROH	NA	5.28	4956408106
125596	ZSCR	551	034-2	NA	5WK49829	NA	A2C53248677	2	3011	015		1342	cover inner housing	NA	ROH	NA	3.3	4956408106
125597	ZSCR	551	034-2	NA	5WK49830	NA	A2C53248676	1	3011	015		1342	inner housing	NA	ROH	NA	2.64	4956408123
125597	ZSCR	551	034-2	NA	5WK49826	NA	A2C53251742	2	3011	015		1342	Housing cover JPN variant 2 buttons	NA	ROH	NA	12.38	4956408098
125602	ZSCR	551	034-2	NA	5WK49308	NA	A2C53380225	11	3011	015		1342	housing cover	NA	ROH	NA	8.03	4956408006
125603	ZSCR	551	040-3	NA	5WY8145	NA	A2C53278292	1	3011	015		1403	housing	NA	ROH	NA	42.64	4956408507
125620	ZSCR	551	034-3	NA	A2C53428190T	NA	A2C53428225	12	3011	050		1343	PCB RIGID MY11 TIPM DV LOGIC PCB	NA	ROH	NA	632.64	4956408365
125621	ZSCR	551	030-1	NA	A2C53428272T	NA	A2C53428225	6	3011	050		1301	PCB RIGID MY11 TIPM DV LOGIC PCB	NA	ROH	NA	316.32	4956407958
125622	ZSCR	551	034-2	NA	A2C31231300T	NA	A2C31229200	6	3011	050		1342	"PCB RIGID,1001-2-00 TIPM MED MY12 Ci S1"	NA	ROH	NA	376.62	4956408231
125626	ZSCR	551	034-2	NA	A2C53300685-B	NA	A2C53293773	16	3011	050		1342	pcb HONDA ZZDIV	NA	ROH	NA	192.96	4956408243
125645	ZSCR	551	034-2	NA	A2C53395969	NA	S120121001	1115	3011	015		1342	Tire Guard grey cap	NA	ROH	NA	903.15	4956408268
125646	ZSCR	551	040-2	NA	5WY8890	NA	A2C53278172	4	3011	015		1402	"rot shaft lip seal 9,4x16,30x 6,5 VMQ"	NA	ROH	NA	6.28	4956408453
125647	ZSCR	551	034-2	NA	A2C53407348	NA	A2C53278194	4	3011	015		1342	"sealing ring 10,45x 4,4 S300Pb"	NA	ROH	NA	7.44	4956408278
125648	ZSCR	551	034-2	NA	5WY8547	NA	A2C53401335	6	3011	015		1342	valve assy	NA	ROH	NA	42.18	4956408194
