No.Item	Txs SAP	Mov	Código Scrap	O.I.	OKJ	Batch ID	No.Parte	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	No.Docto.SAP
130618	ZSCR	551	030-1	NA	5WG50029	NA	A2C53390797T	1	1301	circuit board assy VW PQ35 V07 TOP	NA	HALB	S.Real	97.34	4956706590
130619	ZSCR	551	034-2	NA	S122736038C	NA	A2C53334343	1	1342	module assy USM IKEY LHD	NA	HALB	S.Real	297.84	4956707640
130620	MB1A	551	030-1	B30301-00495	NA	NA	A2C3417220093	18	1095	TSG*GM PWE PCB TOP MAN. ASSEMB	NA	HALB	S.Real	524.88	4956703617
130621	ZSCR	551	030-1	NA	S122736097A	NA	A2C53387374T	3	1301	BCM L42A (NEW 2010) SMD	NA	HALB	S.Real	547.2	4956706290
130622	ZSCR	551	030-1	NA	S122736090A	NA	A2C53386111B	3	1301	Circuit board assy SMD bottom	NA	HALB	S.Real/AutoBF	227.1	4956707190
130623	ZSCR	551	030-1	NA	S122736038C	NA	A2C53251265	6	1301	SMD Sub-assembly Nissan BCM P32M	NA	HALB	S.Real	1248	4956705884
130624	ZSCR	551	030-1	NA	5WG50027	NA	A2C53380883T	1	1301	circuit board assy VW PQ35 V05 TOP	NA	HALB	S.Real	92.7	4956706227
130624	ZSCR	551	030-1	NA	5WG50029	NA	A2C53390797T	6	1301	circuit board assy VW PQ35 V07 TOP	NA	HALB	S.Real	584.04	4956706590
130625	MB1A	551	030-1	B30301-01195	NA	NA	A2C3122130092	60	1095	PCB Assy 5B 433.92 MHz	NA	HALB	S.Real	2873.4	4956704108
130626	ZSCR	551	034-2	NA	5WK50329	NA	A2C53396776	2	1342	"""pcb assy VW POLO, VECU v018"""	NA	HALB	S.Real	602.5	4956707400
130628	ZSCR	551	030-1	NA	5WG50027	NA	A2C53094643	5	1301	pin header 20P H 2R THP BK	NA	ROH	NA	33.9	4956707253
130632	ZSCR	551	030-1	NA	5WK50313C	NA	A2C53359316B	1	1301	Subassy KOR 3B 2nd bundle BOT	NA	HALB	S.Real	50.79	4956706168
130635	MB1A	551	030-1	B30301-01195	NA	NA	A2C53408731	50	1095	circuit board assy TPM	NA	HALB	S.Real	2329.5	4956704108
130680	MB1A	951	025-3	NA	NA	NA	A2C53283034	366	1253	housing	VUG015034	ROH	NA	2408.28	4956704926
130680	MB1A	951	025-3	NA	NA	NA	A2C53283035	2	1253	housing bottom	VUG015034	ROH	NA	9.16	4956704926
130680	MB1A	951	025-3	NA	NA	NA	A2C53299582	366	1253	sticker	VUG015034	ROH	NA	76.86	4956704926
130696	MB1A	951	025-3	NA	NA	NA	A2C53283034	787	1253	housing	VUG015034	ROH	NA	5178.46	4956704926
130696	MB1A	951	025-3	NA	NA	NA	A2C53283035	52	1253	housing bottom	VUG015034	ROH	NA	238.16	4956704926
130696	MB1A	951	025-3	NA	NA	NA	A2C53299582	787	1253	sticker	VUG015034	ROH	NA	165.27	4956704926
130697	ZSCR	551	030-1	NA	5WK49608C	NA	A2C53297306B	30	1301	SMD Subassy NIS US 315MH 2bundle	NA	HALB	S.Real	1559.7	4956706084
130701	MB1A	551	040-2	B30301-02395	NA	NA	A2C53420006	2	1095	pcb assy VW PQ35 ZE	NA	HALB	S.Real	749.74	4956704374
130708	MB1A	551	030-1	B30301-02395	NA	NA	A2C53420006	1	1095	pcb assy VW PQ35 ZE	NA	HALB	S.Real	374.87	4956704374
130710	MB1A	551	030-1	B30301-02395	NA	NA	A2C53420001	1	1095	pcb assy VW PQ35 ZE	NA	HALB	S.Real	358.12	4956704374
130715	MB1A	551	040-3	B30301-02395	NA	NA	A2C53420004	1	1095	pcb assy VW PQ35 ZE	NA	HALB	S.Real	371.73	4956704374
130729	ZSCR	551	030-1	NA	5WK50444	NA	A2C53399258B	4	1301	"""pcb assy VW POLO, VECU V034 BOT"""	NA	HALB	S.Real	1257.88	4956706645
130730	MB1A	551	030-1	B30301-02395	NA	NA	A2C53420001	1	1095	pcb assy VW PQ35 ZE	NA	HALB	S.Real	358.12	4956704374
130731	MB1A	551	030-1	B30301-02395	NA	NA	A2C53420002	1	1095	pcb assy VW PQ35 ZE	NA	HALB	S.Real	399.06	4956704374
130732	MB1A	551	040-1	B30301-02395	NA	NA	A2C53420006	1	1095	pcb assy VW PQ35 ZE	NA	HALB	S.Real	374.87	4956704374
130733	ZSCR	551	030-1	NA	5WK50331	NA	A2C53398079	1	1301	"""pcb assy VW POLO, VECU v020"""	NA	HALB	S.Real	326.42	4956706605
130735	MB1A	551	030-1	B30301-00495	NA	NA	A2C53333370	2	1095	SMD SUB ASSY FORD PK 315 Mhz NA	NA	HALB	S.Real	125.28	4956703617
130736	MB1A	551	030-1	B30301-00495	NA	NA	A2C53333370	1	1095	SMD SUB ASSY FORD PK 315 Mhz NA	NA	HALB	S.Real	62.64	4956703617
130753	MB1A	551	030-1	B30301-02395	NA	NA	A2C53420001	1	1095	pcb assy VW PQ35 ZE	NA	HALB	S.Real	358.12	4956704374
130755	MB1A	551	030-1	B30301-02395	NA	NA	A2C53420001	1	1095	pcb assy VW PQ35 ZE	NA	HALB	S.Real	358.12	4956704374
130761	MB1A	551	030-1	B30301-00495	NA	NA	A2C53333370	8	1095	SMD SUB ASSY FORD PK 315 Mhz NA	NA	HALB	S.Real	501.12	4956703617
130766	MB1A	551	030-1	B30301-00495	NA	NA	A2C53333370	2	1095	SMD SUB ASSY FORD PK 315 Mhz NA	NA	HALB	S.Real	125.28	4956703617
130770	MB1A	551	030-1	B30301-00495	NA	NA	A2C53333370	1	1095	SMD SUB ASSY FORD PK 315 Mhz NA	NA	HALB	S.Real	62.64	4956703617
130773	MB1A	551	030-1	B30301-00495	NA	NA	A2C53333370	3	1095	SMD SUB ASSY FORD PK 315 Mhz NA	NA	HALB	S.Real	187.92	4956703617
130775	MB1A	551	030-1	B30301-00495	NA	NA	A2C53333370	3	1095	SMD SUB ASSY FORD PK 315 Mhz NA	NA	HALB	S.Real	187.92	4956703617
130777	MB1A	551	030-1	B30301-00495	NA	NA	A2C53333370	7	1095	SMD SUB ASSY FORD PK 315 Mhz NA	NA	HALB	S.Real	438.48	4956703617
130784	ZSCR	551	030-1	NA	5WY8604	NA	40340074	1	1301	Subassy SMD ECU PEPS MY11	NA	HALB	S.Real	122.72	4956705726
130902	ZSCR	551	030-1	NA	5WG50029	NA	A2C53390797T	1	1301	circuit board assy VW PQ35 V07 TOP	NA	HALB	S.Real	97.34	4956706590
130904	ZSCR	551	030-1	NA	5WY7700	NA	A2C53184512	1	1301	circuit board assy NIS D-PLAT PCB = CO	NA	HALB	S.Real/AutoBF	39.3	4956706967
130908	MB1A	551	030-1	B30301-00495	NA	NA	A2C33265400	54	1095	PCB*FR-4/ TD-A6 /TSG*GM PWE	NA	ROH	NA	189	4956703617
130909	MB1A	551	025-4	B30301-00495	NA	NA	A2C34172200	5	1095	TSG*GM PWE PCB TOP MAN. ASSEMB	NA	HALB	S.Real/AutoBF	329.7	4956703617
130912	MB1A	551	040-1	B30301-00495	NA	NA	A2C53333370	3	1095	SMD SUB ASSY FORD PK 315 Mhz NA	NA	HALB	S.Real	187.92	4956703617
130913	MB1A	551	040-3	B30301-00495	NA	NA	A2C31197800	4	1095	key	NA	ROH	NA	1.72	4956703617
130913	MB1A	551	040-3	B30301-00495	NA	NA	A2C53395685	4	1095	housing assy FOG FORD P	NA	ROH	NA	108.36	4956703617
130914	ZSCR	551	034-2	NA	5WK11211	NA	A2C53121775	5	1342	housing	NA	ROH	NA	8.4	4956707365
130914	ZSCR	551	034-2	NA	5WK11211	NA	A2C53121776	2	1342	cover	NA	ROH	NA	2.36	4956707365
130915	ZSCR	551	034-2	NA	5WY8604	NA	A2C00018512	150	1342	sticker identi spool unprin	NA	ROH	NA	55.5	4956707613
130917	ZSCR	551	040-5	NA	5WK50437	NA	A2C53398079	9	1405	"""pcb assy VW POLO, VECU v020"""	NA	HALB	S.Real	2937.78	4956707815
130931	MB1A	551	040-2	B30301-00495	NA	NA	A2C3417220093	2	1095	TSG*GM PWE PCB TOP MAN. ASSEMB	NA	HALB	S.Real	58.32	4956703617
130933	MB1A	551	040-2	B30301-00495	NA	NA	A2C40001299	9	1095	"C ELEC,AL,150uF,20%,25V"	NA	ROH	NA	7.92	4956703617
130934	MB1A	551	034-2	B30301-00495	NA	NA	A2C34172200	3	1095	TSG*GM PWE PCB TOP MAN. ASSEMB	NA	HALB	S.Real/AutoBF	197.82	4956703617
130935	MB1A	551	034-2	B30301-00495	NA	NA	A2C34172200	3	1095	TSG*GM PWE PCB TOP MAN. ASSEMB	NA	HALB	S.Real/AutoBF	197.82	4956703617
130938	MB1A	551	030-1	B30301-00495	NA	NA	A2C53333370	1	1095	SMD SUB ASSY FORD PK 315 Mhz NA	NA	HALB	S.Real	62.64	4956703617
130940	MB1A	551	040-2	B30301-00495	NA	NA	A2C53333370	1	1095	SMD SUB ASSY FORD PK 315 Mhz NA	NA	HALB	S.Real	62.64	4956703617
130945	ZSCR	551	030-1	NA	S122736090A	NA	A2C53386110	1	1301	pcb assy TLS_BCM_ USM L42A NAM	NA	HALB	S.Real/AutoBF	266.59	4956707177
130953	ZSCR	551	030-1	NA	S180039013	NA	A2C53293984	18	1301	pcb TLS_RECEIVE	NA	ROH	NA	66.42	4956707294
130954	ZSCR	551	030-1	NA	5WY7700	NA	A2C53117467	20	1301	pcb NIS D-PLATF	NA	ROH	NA	165	4956707276
130955	ZSCR	551	030-1	NA	5WK49670C	NA	A2C53285996B	1	1301	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	50.98	4956706052
130956	ZSCR	551	030-1	NA	5WK49670C	NA	A2C53285996B	1	1301	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	50.98	4956706052
130957	ZSCR	551	030-1	NA	5WK49670C	NA	A2C53285996B	1	1301	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	50.98	4956706052
130958	ZSCR	551	030-1	NA	5WK49670C	NA	A2C53285996B	1	1301	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	50.98	4956706052
130960	ZSCR	551	030-1	NA	5WK49670C	NA	A2C53285996B	2	1301	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	101.96	4956706052
130961	ZSCR	551	030-1	NA	5WK49613C	NA	A2C53297308B	1	1301	SMD Subassy NIS EUR 433. 2bundle	NA	HALB	S.Real	50.79	4956706097
130964	MB1A	551	030-1	B30301-01195	NA	NA	A2C31221300	1	1095	circuit board assy TPM	NA	HALB	S.Real	49.1	4956704108
130965	MB1A	551	030-1	B30301-01195	NA	NA	A2C31221300	4	1095	circuit board assy TPM	NA	HALB	S.Real	196.4	4956704108
130967	MB1A	551	030-1	B30301-01195	NA	NA	A2C31221300	5	1095	circuit board assy TPM	NA	HALB	S.Real	245.5	4956704108
130969	ZSCR	551	030-1	NA	5WK49670C	NA	A2C53285996B	1	1301	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	50.98	4956706052
130971	ZSCR	551	030-1	NA	5WK50313C	NA	A2C53359316B	1	1301	Subassy KOR 3B 2nd bundle BOT	NA	HALB	S.Real	50.79	4956706168
130972	ZSCR	551	030-1	NA	5WK49670C	NA	A2C53285996B	1	1301	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	50.98	4956706052
130990	ZSCR	551	034-2	NA	5WK49670C	NA	A2C53323911	4	1342	housing	NA	ROH	NA	4.24	4956707386
130990	ZSCR	551	034-2	NA	S180143002	NA	A2C53365040	4	1342	housing bottom	NA	ROH	NA	3.84	4956707678
130994	ZSCR	551	030-1	NA	S122736050C	NA	A2C53367067B	3	1301	Circuit board assy L42A SMD bottom	NA	HALB	S.Real/AutoBF	226.56	4956707163
130996	ZSCR	551	030-1	NA	S122736042C	NA	A2C53325407B	6	1301	Circuit board assy L42A SMD bottom	NA	HALB	S.Real/AutoBF	461.1	4956707141
130998	ZSCR	551	030-1	NA	S122736097A	NA	A2C53387374T	3	1301	BCM L42A (NEW 2010) SMD	NA	HALB	S.Real	547.2	4956706290
130999	ZSCR	551	030-1	NA	S122736038C	NA	A2C53251265B	3	1301	SMD Sub-assembly Nissan BCM P32M	NA	HALB	S.Real/AutoBF	227.52	4956707121
131001	ZSCR	551	034-2	NA	S180039003	NA	A2C53184074	3	1342	pcb NISD-PLATUN ICT TEST ASS	NA	HALB	S.Real/AutoBF	219.48	4956707664
131134	ZSCR	551	030-1	NA	5WY8800	NA	A2C53282679	1	1301	ABM + ALM Sub Assy	NA	HALB	S.Real	132.83	4956705919
131135	ZSCR	551	030-1	NA	5WY8042	NA	6598149024	1	1301	Active Antenna Subassembly	NA	HALB	S.Real/AutoBF	26.24	4956706673
131137	ZSCR	551	030-1	NA	5WY8042	NA	6598149024	2	1301	Active Antenna Subassembly	NA	HALB	S.Real/AutoBF	52.48	4956706673
131143	ZSCR	551	030-1	NA	5WK50316C	NA	A2C53367590B	1	1301	SMD sub assy JP Hibrido 3Bot BOTTOM	NA	HALB	S.Real	50.86	4956706190
131145	MB1A	551	025-3	B30301-01195	NA	NA	A2C00004906	1	1095	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	1.37	4956704108
131145	MB1A	551	025-3	B30301-01195	NA	NA	A2C30115900	1	1095	housing bottom	NA	ROH	NA	3.79	4956704108
131145	MB1A	551	025-3	B30301-01195	NA	NA	A2C53358639	1	1095	contact spring	NA	ROH	NA	0.56	4956704108
131145	MB1A	551	025-3	B30301-01195	NA	NA	A2C53365041	3	1095	housing	NA	ROH	NA	3.06	4956704108
131145	MB1A	551	025-3	B30301-01195	NA	NA	A2C53385461	3	1095	pushbutton	NA	ROH	NA	31.5	4956704108
131145	MB1A	551	025-3	B30301-01195	NA	NA	A2C53394918	1	1095	certification label	NA	ROH	NA	4.77	4956704108
131145	MB1A	551	025-3	B30301-01195	NA	NA	A2C53421842	2	1095	damping	NA	ROH	NA	2.28	4956704108
131147	MB1A	551	040-2	B30301-02395	NA	NA	A2C53395243	10	1095	circuit board main 1353	NA	ROH	NA	473.2	4956704374
131148	MB1A	551	022-2	B30301-00495	NA	NA	A2C34685400	10	1095	GLOBAL-A_BCM_BOTTOM_HOUSING	NA	ROH	NA	55.9	4956703617
